Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VUK_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VUK_M_R,SIBERIA_2024_GSW_Yearly_2021_45VUK_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VUK_M_R,SIBERIA_2024_WorldCover_2021_45VUK_M_R
491,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
492,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
493,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
494,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
495,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
496,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
497,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
498,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
499,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
500,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
501,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
502,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
503,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
504,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
505,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
506,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
507,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
508,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
509,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
510,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
511,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
512,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
513,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
514,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
515,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
516,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
517,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
518,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
519,Permanent_ice_and_snow,Water,NULL,Water,Grassland
520,Permanent_ice_and_snow,Water,NULL,Water,Wetland
521,Permanent_ice_and_snow,Water,NULL,Water,Water
522,Permanent_ice_and_snow,Water,NULL,Water,Forest
523,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
524,Permanent_ice_and_snow,Water,Non_Water,Water,Water
525,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
526,Permanent_ice_and_snow,Water,Water,Water,Grassland
527,Permanent_ice_and_snow,Water,Water,Water,Wetland
528,Permanent_ice_and_snow,Water,Water,Water,Bareland
529,Permanent_ice_and_snow,Water,Water,Water,Water
530,Permanent_ice_and_snow,Water,Water,Water,Forest
531,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
532,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
533,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
534,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
535,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
536,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
537,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
538,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
539,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
540,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
541,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
542,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
543,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
544,Forest,NULL,NULL,Non_Wetland,NULL
545,Forest,NULL,NULL,Non_Wetland,Grassland
546,Forest,NULL,NULL,Non_Wetland,Wetland
547,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
548,Forest,NULL,NULL,Non_Wetland,Bareland
549,Forest,NULL,NULL,Non_Wetland,Water
550,Forest,NULL,NULL,Non_Wetland,Forest
551,Forest,NULL,Non_Water,Non_Wetland,Grassland
552,Forest,NULL,Non_Water,Non_Wetland,Wetland
553,Forest,NULL,Non_Water,Non_Wetland,Water
554,Forest,NULL,Non_Water,Non_Wetland,Forest
555,Forest,NULL,Water,Non_Wetland,Grassland
556,Forest,NULL,Water,Non_Wetland,Wetland
557,Forest,NULL,Water,Non_Wetland,Water
558,Forest,NULL,Water,Non_Wetland,Forest
559,Forest,Shrubland,NULL,Non_Wetland,NULL
560,Forest,Shrubland,NULL,Non_Wetland,Grassland
561,Forest,Shrubland,NULL,Non_Wetland,Wetland
562,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
563,Forest,Shrubland,NULL,Non_Wetland,Water
564,Forest,Shrubland,NULL,Non_Wetland,Forest
565,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
566,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
567,Forest,Shrubland,Non_Water,Non_Wetland,Water
568,Forest,Shrubland,Non_Water,Non_Wetland,Forest
569,Forest,Shrubland,Water,Non_Wetland,Grassland
570,Forest,Shrubland,Water,Non_Wetland,Wetland
571,Forest,Shrubland,Water,Non_Wetland,Water
572,Forest,Shrubland,Water,Non_Wetland,Forest
573,Forest,Grassland,NULL,Non_Wetland,NULL
574,Forest,Grassland,NULL,Non_Wetland,Grassland
575,Forest,Grassland,NULL,Non_Wetland,Wetland
576,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
577,Forest,Grassland,NULL,Non_Wetland,Forest
578,Forest,Grassland,Non_Water,Non_Wetland,Grassland
579,Forest,Grassland,Non_Water,Non_Wetland,Wetland
580,Forest,Grassland,Non_Water,Non_Wetland,Forest
581,Forest,Grassland,Water,Non_Wetland,Grassland
582,Forest,Grassland,Water,Non_Wetland,Forest
583,Forest,Cropland,NULL,Non_Wetland,Grassland
584,Forest,Cropland,NULL,Non_Wetland,Wetland
585,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
586,Forest,Cropland,NULL,Non_Wetland,Forest
587,Forest,Cropland,Non_Water,Non_Wetland,Forest
588,Forest,Cropland,Water,Non_Wetland,Forest
589,Forest,Wetland,NULL,Wetland,NULL
590,Forest,Wetland,NULL,Wetland,Grassland
591,Forest,Wetland,NULL,Wetland,Wetland
592,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
593,Forest,Wetland,NULL,Wetland,Water
594,Forest,Wetland,NULL,Wetland,Forest
595,Forest,Wetland,Non_Water,Wetland,NULL
596,Forest,Wetland,Non_Water,Wetland,Grassland
597,Forest,Wetland,Non_Water,Wetland,Wetland
598,Forest,Wetland,Non_Water,Wetland,Water
599,Forest,Wetland,Non_Water,Wetland,Forest
600,Forest,Wetland,Water,Wetland,Grassland
601,Forest,Wetland,Water,Wetland,Wetland
602,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
603,Forest,Wetland,Water,Wetland,Water
604,Forest,Wetland,Water,Wetland,Forest
605,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
606,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
607,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
608,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
609,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
610,Forest,Bareland,NULL,Non_Wetland,NULL
611,Forest,Bareland,NULL,Non_Wetland,Grassland
612,Forest,Bareland,NULL,Non_Wetland,Wetland
613,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
614,Forest,Bareland,NULL,Non_Wetland,Bareland
615,Forest,Bareland,NULL,Non_Wetland,Water
616,Forest,Bareland,NULL,Non_Wetland,Forest
617,Forest,Bareland,Non_Water,Non_Wetland,Grassland
618,Forest,Bareland,Non_Water,Non_Wetland,Wetland
619,Forest,Bareland,Non_Water,Non_Wetland,Water
620,Forest,Bareland,Non_Water,Non_Wetland,Forest
621,Forest,Bareland,Water,Non_Wetland,Grassland
622,Forest,Bareland,Water,Non_Wetland,Wetland
623,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
624,Forest,Bareland,Water,Non_Wetland,Bareland
625,Forest,Bareland,Water,Non_Wetland,Water
626,Forest,Bareland,Water,Non_Wetland,Forest
627,Forest,Built-up,NULL,Non_Wetland,Grassland
628,Forest,Built-up,NULL,Non_Wetland,Wetland
629,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
630,Forest,Built-up,NULL,Non_Wetland,Water
631,Forest,Built-up,NULL,Non_Wetland,Forest
632,Forest,Built-up,Non_Water,Non_Wetland,Grassland
633,Forest,Built-up,Non_Water,Non_Wetland,Wetland
634,Forest,Built-up,Non_Water,Non_Wetland,Water
635,Forest,Built-up,Non_Water,Non_Wetland,Forest
636,Forest,Built-up,Water,Non_Wetland,Grassland
637,Forest,Built-up,Water,Non_Wetland,Wetland
638,Forest,Built-up,Water,Non_Wetland,Water
639,Forest,Built-up,Water,Non_Wetland,Forest
640,Forest,Water,NULL,Water,Grassland
641,Forest,Water,NULL,Water,Wetland
642,Forest,Water,NULL,Water,Water
643,Forest,Water,NULL,Water,Forest
644,Forest,Water,Non_Water,Water,Grassland
645,Forest,Water,Non_Water,Water,Wetland
646,Forest,Water,Non_Water,Water,Water
647,Forest,Water,Non_Water,Water,Forest
648,Forest,Water,Water,Water,Grassland
649,Forest,Water,Water,Water,Wetland
650,Forest,Water,Water,Water,Bareland
651,Forest,Water,Water,Water,Water
652,Forest,Water,Water,Water,Forest
653,Forest,Forest,NULL,Non_Wetland,NULL
654,Forest,Forest,NULL,Non_Wetland,Grassland
655,Forest,Forest,NULL,Non_Wetland,Wetland
656,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
657,Forest,Forest,NULL,Non_Wetland,Bareland
658,Forest,Forest,NULL,Non_Wetland,Water
659,Forest,Forest,NULL,Non_Wetland,Forest
660,Forest,Forest,Non_Water,Non_Wetland,NULL
661,Forest,Forest,Non_Water,Non_Wetland,Grassland
662,Forest,Forest,Non_Water,Non_Wetland,Wetland
663,Forest,Forest,Non_Water,Non_Wetland,Water
664,Forest,Forest,Non_Water,Non_Wetland,Forest
665,Forest,Forest,Water,Non_Wetland,Grassland
666,Forest,Forest,Water,Non_Wetland,Wetland
667,Forest,Forest,Water,Non_Wetland,Bareland
668,Forest,Forest,Water,Non_Wetland,Water
669,Forest,Forest,Water,Non_Wetland,Forest
