Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,SIBERIA_2024_WorldCover_2021_45WWP_M_R
484,Water,NULL,NULL,Non_Wetland,Forest
485,Water,NULL,Non_Water,Non_Wetland,Grassland
486,Water,NULL,Non_Water,Non_Wetland,Wetland
487,Water,NULL,Non_Water,Non_Wetland,Bareland
488,Water,NULL,Non_Water,Non_Wetland,Water
489,Water,NULL,Non_Water,Non_Wetland,Forest
490,Water,NULL,Water,Non_Wetland,Grassland
491,Water,NULL,Water,Non_Wetland,Wetland
492,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
493,Water,NULL,Water,Non_Wetland,Bareland
494,Water,NULL,Water,Non_Wetland,Water
495,Water,NULL,Water,Non_Wetland,Forest
496,Water,Shrubland,NULL,Non_Wetland,Grassland
497,Water,Shrubland,NULL,Non_Wetland,Wetland
498,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
499,Water,Shrubland,NULL,Non_Wetland,Bareland
500,Water,Shrubland,NULL,Non_Wetland,Built-up
501,Water,Shrubland,NULL,Non_Wetland,Water
502,Water,Shrubland,NULL,Non_Wetland,Forest
503,Water,Shrubland,Non_Water,Non_Wetland,Grassland
504,Water,Shrubland,Non_Water,Non_Wetland,Wetland
505,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
506,Water,Shrubland,Non_Water,Non_Wetland,Bareland
507,Water,Shrubland,Non_Water,Non_Wetland,Water
508,Water,Shrubland,Non_Water,Non_Wetland,Forest
509,Water,Shrubland,Water,Non_Wetland,Grassland
510,Water,Shrubland,Water,Non_Wetland,Wetland
511,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
512,Water,Shrubland,Water,Non_Wetland,Bareland
513,Water,Shrubland,Water,Non_Wetland,Water
514,Water,Shrubland,Water,Non_Wetland,Forest
515,Water,Grassland,NULL,Non_Wetland,Grassland
516,Water,Grassland,NULL,Non_Wetland,Wetland
517,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
518,Water,Grassland,NULL,Non_Wetland,Bareland
519,Water,Grassland,NULL,Non_Wetland,Water
520,Water,Grassland,NULL,Non_Wetland,Forest
521,Water,Grassland,Non_Water,Non_Wetland,Grassland
522,Water,Grassland,Non_Water,Non_Wetland,Wetland
523,Water,Grassland,Non_Water,Non_Wetland,Bareland
524,Water,Grassland,Non_Water,Non_Wetland,Water
525,Water,Grassland,Non_Water,Non_Wetland,Forest
526,Water,Grassland,Water,Non_Wetland,Grassland
527,Water,Grassland,Water,Non_Wetland,Wetland
528,Water,Grassland,Water,Non_Wetland,Bareland
529,Water,Grassland,Water,Non_Wetland,Water
530,Water,Grassland,Water,Non_Wetland,Forest
531,Water,Wetland,NULL,Wetland,Grassland
532,Water,Wetland,NULL,Wetland,Wetland
533,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
534,Water,Wetland,NULL,Wetland,Bareland
535,Water,Wetland,NULL,Wetland,Water
536,Water,Wetland,NULL,Wetland,Forest
537,Water,Wetland,Non_Water,Wetland,Grassland
538,Water,Wetland,Non_Water,Wetland,Wetland
539,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
540,Water,Wetland,Non_Water,Wetland,Bareland
541,Water,Wetland,Non_Water,Wetland,Water
542,Water,Wetland,Non_Water,Wetland,Forest
543,Water,Wetland,Water,Wetland,Grassland
544,Water,Wetland,Water,Wetland,Wetland
545,Water,Wetland,Water,Wetland,Lichens_and_Mosses
546,Water,Wetland,Water,Wetland,Bareland
547,Water,Wetland,Water,Wetland,Water
548,Water,Wetland,Water,Wetland,Forest
549,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
550,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
551,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
552,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
553,Water,Bareland,NULL,Non_Wetland,Grassland
554,Water,Bareland,NULL,Non_Wetland,Wetland
555,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
556,Water,Bareland,NULL,Non_Wetland,Bareland
557,Water,Bareland,NULL,Non_Wetland,Built-up
558,Water,Bareland,NULL,Non_Wetland,Water
559,Water,Bareland,NULL,Non_Wetland,Forest
560,Water,Bareland,Non_Water,Non_Wetland,Grassland
561,Water,Bareland,Non_Water,Non_Wetland,Wetland
562,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
563,Water,Bareland,Non_Water,Non_Wetland,Bareland
564,Water,Bareland,Non_Water,Non_Wetland,Water
565,Water,Bareland,Non_Water,Non_Wetland,Forest
566,Water,Bareland,Water,Non_Wetland,Grassland
567,Water,Bareland,Water,Non_Wetland,Wetland
568,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
569,Water,Bareland,Water,Non_Wetland,Bareland
570,Water,Bareland,Water,Non_Wetland,Water
571,Water,Bareland,Water,Non_Wetland,Forest
572,Water,Built-up,NULL,Non_Wetland,Grassland
573,Water,Built-up,NULL,Non_Wetland,Wetland
574,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
575,Water,Built-up,NULL,Non_Wetland,Bareland
576,Water,Built-up,NULL,Non_Wetland,Built-up
577,Water,Built-up,NULL,Non_Wetland,Water
578,Water,Built-up,NULL,Non_Wetland,Forest
579,Water,Built-up,Non_Water,Non_Wetland,Grassland
580,Water,Built-up,Non_Water,Non_Wetland,Wetland
581,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
582,Water,Built-up,Non_Water,Non_Wetland,Bareland
583,Water,Built-up,Non_Water,Non_Wetland,Water
584,Water,Built-up,Non_Water,Non_Wetland,Forest
585,Water,Built-up,Water,Non_Wetland,Grassland
586,Water,Built-up,Water,Non_Wetland,Wetland
587,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
588,Water,Built-up,Water,Non_Wetland,Bareland
589,Water,Built-up,Water,Non_Wetland,Water
590,Water,Built-up,Water,Non_Wetland,Forest
591,Water,Water,NULL,Water,Grassland
592,Water,Water,NULL,Water,Wetland
593,Water,Water,NULL,Water,Lichens_and_Mosses
594,Water,Water,NULL,Water,Bareland
595,Water,Water,NULL,Water,Water
596,Water,Water,NULL,Water,Forest
597,Water,Water,Non_Water,Water,Grassland
598,Water,Water,Non_Water,Water,Wetland
599,Water,Water,Non_Water,Water,Lichens_and_Mosses
600,Water,Water,Non_Water,Water,Bareland
601,Water,Water,Non_Water,Water,Water
602,Water,Water,Non_Water,Water,Forest
603,Water,Water,Water,Water,Grassland
604,Water,Water,Water,Water,Wetland
605,Water,Water,Water,Water,Lichens_and_Mosses
606,Water,Water,Water,Water,Bareland
607,Water,Water,Water,Water,Water
608,Water,Water,Water,Water,Forest
609,Water,Forest,NULL,Non_Wetland,Grassland
610,Water,Forest,NULL,Non_Wetland,Wetland
611,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
612,Water,Forest,NULL,Non_Wetland,Bareland
613,Water,Forest,NULL,Non_Wetland,Water
614,Water,Forest,NULL,Non_Wetland,Forest
615,Water,Forest,Non_Water,Non_Wetland,Grassland
616,Water,Forest,Non_Water,Non_Wetland,Wetland
617,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
618,Water,Forest,Non_Water,Non_Wetland,Bareland
619,Water,Forest,Non_Water,Non_Wetland,Water
620,Water,Forest,Non_Water,Non_Wetland,Forest
621,Water,Forest,Water,Non_Wetland,Grassland
622,Water,Forest,Water,Non_Wetland,Wetland
623,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
624,Water,Forest,Water,Non_Wetland,Bareland
625,Water,Forest,Water,Non_Wetland,Water
626,Water,Forest,Water,Non_Wetland,Forest
627,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
628,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
629,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
630,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
631,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
632,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
633,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
634,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
635,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
636,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
637,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
638,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
639,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
640,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
641,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
642,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
643,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
644,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
645,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
646,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
647,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
648,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
649,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
650,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
651,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
652,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
653,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
654,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
655,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
656,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
657,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
658,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
659,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
660,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
661,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
662,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
663,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
664,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
665,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
666,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
667,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
669,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
670,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
671,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
672,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
673,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
674,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
676,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
677,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
678,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
679,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
680,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
681,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
682,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
683,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
684,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
685,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
686,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
687,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
688,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
689,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
690,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
691,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
692,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
697,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
698,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
699,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
700,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
701,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
702,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
703,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
704,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
705,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
706,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
707,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
708,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
709,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
710,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
711,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
712,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
713,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
714,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
715,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
716,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
717,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
718,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
719,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
720,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
721,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
722,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
723,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
724,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
725,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
726,Permanent_ice_and_snow,Water,NULL,Water,Grassland
727,Permanent_ice_and_snow,Water,NULL,Water,Wetland
728,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
729,Permanent_ice_and_snow,Water,NULL,Water,Bareland
730,Permanent_ice_and_snow,Water,NULL,Water,Water
731,Permanent_ice_and_snow,Water,NULL,Water,Forest
732,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
733,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
734,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
735,Permanent_ice_and_snow,Water,Non_Water,Water,Water
736,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
737,Permanent_ice_and_snow,Water,Water,Water,Grassland
738,Permanent_ice_and_snow,Water,Water,Water,Wetland
739,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
740,Permanent_ice_and_snow,Water,Water,Water,Bareland
741,Permanent_ice_and_snow,Water,Water,Water,Water
742,Permanent_ice_and_snow,Water,Water,Water,Forest
743,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
744,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
745,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
746,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
747,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
748,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
749,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
750,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
751,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
752,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
753,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
754,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
755,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
756,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
757,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
758,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
759,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
760,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
761,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
762,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
763,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
764,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
765,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
766,Forest,NULL,NULL,Non_Wetland,NULL
767,Forest,NULL,NULL,Non_Wetland,Grassland
768,Forest,NULL,NULL,Non_Wetland,Wetland
769,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
770,Forest,NULL,NULL,Non_Wetland,Bareland
771,Forest,NULL,NULL,Non_Wetland,Water
772,Forest,NULL,NULL,Non_Wetland,Forest
773,Forest,NULL,Non_Water,Non_Wetland,Grassland
774,Forest,NULL,Non_Water,Non_Wetland,Wetland
775,Forest,NULL,Non_Water,Non_Wetland,Water
776,Forest,NULL,Non_Water,Non_Wetland,Forest
777,Forest,NULL,Water,Non_Wetland,Grassland
778,Forest,NULL,Water,Non_Wetland,Wetland
779,Forest,NULL,Water,Non_Wetland,Bareland
780,Forest,NULL,Water,Non_Wetland,Water
781,Forest,NULL,Water,Non_Wetland,Forest
782,Forest,Shrubland,NULL,Non_Wetland,Grassland
783,Forest,Shrubland,NULL,Non_Wetland,Wetland
784,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
785,Forest,Shrubland,NULL,Non_Wetland,Bareland
786,Forest,Shrubland,NULL,Non_Wetland,Water
787,Forest,Shrubland,NULL,Non_Wetland,Forest
788,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
789,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
790,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
791,Forest,Shrubland,Non_Water,Non_Wetland,Water
792,Forest,Shrubland,Non_Water,Non_Wetland,Forest
793,Forest,Shrubland,Water,Non_Wetland,Grassland
794,Forest,Shrubland,Water,Non_Wetland,Wetland
795,Forest,Shrubland,Water,Non_Wetland,Bareland
796,Forest,Shrubland,Water,Non_Wetland,Water
797,Forest,Shrubland,Water,Non_Wetland,Forest
798,Forest,Grassland,NULL,Non_Wetland,NULL
799,Forest,Grassland,NULL,Non_Wetland,Grassland
800,Forest,Grassland,NULL,Non_Wetland,Wetland
801,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
802,Forest,Grassland,NULL,Non_Wetland,Bareland
803,Forest,Grassland,NULL,Non_Wetland,Water
804,Forest,Grassland,NULL,Non_Wetland,Forest
805,Forest,Grassland,Non_Water,Non_Wetland,Grassland
806,Forest,Grassland,Non_Water,Non_Wetland,Wetland
807,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
808,Forest,Grassland,Non_Water,Non_Wetland,Forest
809,Forest,Grassland,Water,Non_Wetland,Grassland
810,Forest,Grassland,Water,Non_Wetland,Wetland
811,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
812,Forest,Grassland,Water,Non_Wetland,Bareland
813,Forest,Grassland,Water,Non_Wetland,Forest
814,Forest,Wetland,NULL,Wetland,Grassland
815,Forest,Wetland,NULL,Wetland,Wetland
816,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
817,Forest,Wetland,NULL,Wetland,Bareland
818,Forest,Wetland,NULL,Wetland,Water
819,Forest,Wetland,NULL,Wetland,Forest
820,Forest,Wetland,Non_Water,Wetland,Grassland
821,Forest,Wetland,Non_Water,Wetland,Wetland
822,Forest,Wetland,Non_Water,Wetland,Bareland
823,Forest,Wetland,Non_Water,Wetland,Water
824,Forest,Wetland,Non_Water,Wetland,Forest
825,Forest,Wetland,Water,Wetland,Grassland
826,Forest,Wetland,Water,Wetland,Wetland
827,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
828,Forest,Wetland,Water,Wetland,Bareland
829,Forest,Wetland,Water,Wetland,Water
830,Forest,Wetland,Water,Wetland,Forest
831,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
832,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
833,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
834,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
835,Forest,Bareland,NULL,Non_Wetland,NULL
836,Forest,Bareland,NULL,Non_Wetland,Grassland
837,Forest,Bareland,NULL,Non_Wetland,Wetland
838,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
839,Forest,Bareland,NULL,Non_Wetland,Bareland
840,Forest,Bareland,NULL,Non_Wetland,Built-up
841,Forest,Bareland,NULL,Non_Wetland,Water
842,Forest,Bareland,NULL,Non_Wetland,Forest
843,Forest,Bareland,Non_Water,Non_Wetland,Grassland
844,Forest,Bareland,Non_Water,Non_Wetland,Wetland
845,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
846,Forest,Bareland,Non_Water,Non_Wetland,Bareland
847,Forest,Bareland,Non_Water,Non_Wetland,Water
848,Forest,Bareland,Non_Water,Non_Wetland,Forest
849,Forest,Bareland,Water,Non_Wetland,Grassland
850,Forest,Bareland,Water,Non_Wetland,Wetland
851,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
852,Forest,Bareland,Water,Non_Wetland,Bareland
853,Forest,Bareland,Water,Non_Wetland,Water
854,Forest,Bareland,Water,Non_Wetland,Forest
855,Forest,Built-up,NULL,Non_Wetland,Grassland
856,Forest,Built-up,NULL,Non_Wetland,Wetland
857,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
858,Forest,Built-up,NULL,Non_Wetland,Bareland
859,Forest,Built-up,NULL,Non_Wetland,Water
860,Forest,Built-up,NULL,Non_Wetland,Forest
861,Forest,Built-up,Non_Water,Non_Wetland,Grassland
862,Forest,Built-up,Non_Water,Non_Wetland,Wetland
863,Forest,Built-up,Non_Water,Non_Wetland,Bareland
864,Forest,Built-up,Non_Water,Non_Wetland,Forest
865,Forest,Built-up,Water,Non_Wetland,Grassland
866,Forest,Built-up,Water,Non_Wetland,Wetland
867,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
868,Forest,Built-up,Water,Non_Wetland,Bareland
869,Forest,Built-up,Water,Non_Wetland,Water
870,Forest,Built-up,Water,Non_Wetland,Forest
871,Forest,Water,NULL,Water,Grassland
872,Forest,Water,NULL,Water,Wetland
873,Forest,Water,NULL,Water,Lichens_and_Mosses
874,Forest,Water,NULL,Water,Bareland
875,Forest,Water,NULL,Water,Water
876,Forest,Water,NULL,Water,Forest
877,Forest,Water,Non_Water,Water,Wetland
878,Forest,Water,Non_Water,Water,Bareland
879,Forest,Water,Non_Water,Water,Water
880,Forest,Water,Non_Water,Water,Forest
881,Forest,Water,Water,Water,Grassland
882,Forest,Water,Water,Water,Wetland
883,Forest,Water,Water,Water,Bareland
884,Forest,Water,Water,Water,Water
885,Forest,Water,Water,Water,Forest
886,Forest,Forest,NULL,Non_Wetland,NULL
887,Forest,Forest,NULL,Non_Wetland,Grassland
888,Forest,Forest,NULL,Non_Wetland,Wetland
889,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
890,Forest,Forest,NULL,Non_Wetland,Bareland
891,Forest,Forest,NULL,Non_Wetland,Water
892,Forest,Forest,NULL,Non_Wetland,Forest
893,Forest,Forest,Non_Water,Non_Wetland,Grassland
894,Forest,Forest,Non_Water,Non_Wetland,Wetland
895,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
896,Forest,Forest,Non_Water,Non_Wetland,Bareland
897,Forest,Forest,Non_Water,Non_Wetland,Water
898,Forest,Forest,Non_Water,Non_Wetland,Forest
899,Forest,Forest,Water,Non_Wetland,Grassland
900,Forest,Forest,Water,Non_Wetland,Wetland
901,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
902,Forest,Forest,Water,Non_Wetland,Bareland
903,Forest,Forest,Water,Non_Wetland,Water
904,Forest,Forest,Water,Non_Wetland,Forest
