Value,SIBERIA_2024_ESA_CALU_2024_41WNS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNS_M_R,SIBERIA_2024_WorldCover_2021_41WNS_M_R
414,NULL,Bareland,Bareland,Water,Non_Wetland,Water
415,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
416,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
417,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
418,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
419,NULL,Bareland,Built-up,Water,Non_Wetland,Water
420,NULL,Bareland,Water,NULL,Water,Grassland
421,NULL,Bareland,Water,NULL,Water,Wetland
422,NULL,Bareland,Water,NULL,Water,Bareland
423,NULL,Bareland,Water,NULL,Water,Water
424,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
425,NULL,Bareland,Water,Non_Water,Water,Bareland
426,NULL,Bareland,Water,Non_Water,Water,Water
427,NULL,Bareland,Water,Water,Water,Grassland
428,NULL,Bareland,Water,Water,Water,Wetland
429,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
430,NULL,Bareland,Water,Water,Water,Bareland
431,NULL,Bareland,Water,Water,Water,Water
432,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
433,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
434,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
435,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
436,NULL,Bareland,Forest,NULL,Non_Wetland,Water
437,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
438,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
439,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
440,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
441,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
442,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
443,NULL,Bareland,Forest,Water,Non_Wetland,Water
444,NULL,Bareland,Forest,Water,Non_Wetland,Forest
445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
451,NULL,Built-up,Wetland,NULL,Wetland,Grassland
452,NULL,Built-up,Wetland,NULL,Wetland,Wetland
453,NULL,Built-up,Wetland,NULL,Wetland,Bareland
454,NULL,Built-up,Wetland,NULL,Wetland,Built-up
455,NULL,Built-up,Wetland,NULL,Wetland,Water
456,NULL,Built-up,Wetland,Water,Wetland,Wetland
457,NULL,Built-up,Wetland,Water,Wetland,Bareland
458,NULL,Built-up,Wetland,Water,Wetland,Built-up
459,NULL,Built-up,Wetland,Water,Wetland,Water
460,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
461,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
462,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
463,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
464,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
465,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
466,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
467,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
468,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
469,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
470,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
471,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
472,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
473,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
474,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
475,NULL,Built-up,Bareland,Water,Non_Wetland,Water
476,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
477,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
478,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
480,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
481,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
482,NULL,Built-up,Built-up,Water,Non_Wetland,Water
483,NULL,Built-up,Water,Water,Water,Water
484,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
485,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
486,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
487,NULL,Water,NULL,NULL,Non_Wetland,NULL
488,NULL,Water,NULL,NULL,Non_Wetland,Grassland
489,NULL,Water,NULL,NULL,Non_Wetland,Wetland
490,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
491,NULL,Water,NULL,NULL,Non_Wetland,Bareland
492,NULL,Water,NULL,NULL,Non_Wetland,Water
493,NULL,Water,NULL,NULL,Non_Wetland,Forest
494,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
495,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
496,NULL,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
497,NULL,Water,NULL,Non_Water,Non_Wetland,Water
498,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
499,NULL,Water,NULL,Water,Non_Wetland,Grassland
500,NULL,Water,NULL,Water,Non_Wetland,Wetland
501,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
502,NULL,Water,NULL,Water,Non_Wetland,Bareland
503,NULL,Water,NULL,Water,Non_Wetland,Water
504,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
505,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
506,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
507,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
508,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
509,NULL,Water,Shrubland,NULL,Non_Wetland,Water
510,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
511,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
512,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
513,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
514,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
515,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
516,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
517,NULL,Water,Shrubland,Water,Non_Wetland,NULL
518,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
519,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
520,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
521,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
522,NULL,Water,Shrubland,Water,Non_Wetland,Water
523,NULL,Water,Shrubland,Water,Non_Wetland,Forest
524,NULL,Water,Grassland,NULL,Non_Wetland,NULL
525,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
526,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
527,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
528,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
529,NULL,Water,Grassland,NULL,Non_Wetland,Water
530,NULL,Water,Grassland,NULL,Non_Wetland,Forest
531,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
532,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
533,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
534,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
535,NULL,Water,Grassland,Water,Non_Wetland,Grassland
536,NULL,Water,Grassland,Water,Non_Wetland,Wetland
537,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
538,NULL,Water,Grassland,Water,Non_Wetland,Bareland
539,NULL,Water,Grassland,Water,Non_Wetland,Water
540,NULL,Water,Wetland,NULL,NULL,Bareland
541,NULL,Water,Wetland,NULL,NULL,Water
542,NULL,Water,Wetland,NULL,Wetland,NULL
543,NULL,Water,Wetland,NULL,Wetland,Grassland
544,NULL,Water,Wetland,NULL,Wetland,Wetland
545,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
546,NULL,Water,Wetland,NULL,Wetland,Bareland
547,NULL,Water,Wetland,NULL,Wetland,Water
548,NULL,Water,Wetland,NULL,Wetland,Forest
549,NULL,Water,Wetland,Non_Water,NULL,Water
550,NULL,Water,Wetland,Non_Water,Wetland,Grassland
551,NULL,Water,Wetland,Non_Water,Wetland,Wetland
552,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
553,NULL,Water,Wetland,Non_Water,Wetland,Bareland
554,NULL,Water,Wetland,Non_Water,Wetland,Water
555,NULL,Water,Wetland,Non_Water,Wetland,Forest
556,NULL,Water,Wetland,Water,NULL,Bareland
557,NULL,Water,Wetland,Water,NULL,Water
558,NULL,Water,Wetland,Water,Wetland,NULL
559,NULL,Water,Wetland,Water,Wetland,Grassland
560,NULL,Water,Wetland,Water,Wetland,Wetland
561,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
562,NULL,Water,Wetland,Water,Wetland,Bareland
563,NULL,Water,Wetland,Water,Wetland,Water
564,NULL,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
565,NULL,Water,Wetland,Water,Wetland,Forest
566,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
567,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
568,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
569,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
570,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
571,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
572,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
573,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
574,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
575,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
576,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
577,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
578,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
579,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
580,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
581,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
582,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
583,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
584,NULL,Water,Bareland,NULL,Non_Wetland,Water
585,NULL,Water,Bareland,NULL,Non_Wetland,Forest
586,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
587,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
588,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
589,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
590,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
591,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
592,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
593,NULL,Water,Bareland,Water,Non_Wetland,Grassland
594,NULL,Water,Bareland,Water,Non_Wetland,Wetland
595,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
596,NULL,Water,Bareland,Water,Non_Wetland,Bareland
597,NULL,Water,Bareland,Water,Non_Wetland,Water
598,NULL,Water,Bareland,Water,Non_Wetland,Forest
599,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
600,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
601,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
602,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
603,NULL,Water,Built-up,NULL,Non_Wetland,Water
604,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
605,NULL,Water,Built-up,Water,Non_Wetland,Grassland
606,NULL,Water,Built-up,Water,Non_Wetland,Wetland
607,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
608,NULL,Water,Built-up,Water,Non_Wetland,Bareland
609,NULL,Water,Built-up,Water,Non_Wetland,Water
610,NULL,Water,Water,NULL,NULL,Water
611,NULL,Water,Water,NULL,Water,NULL
612,NULL,Water,Water,NULL,Water,Grassland
613,NULL,Water,Water,NULL,Water,Wetland
614,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
615,NULL,Water,Water,NULL,Water,Bareland
616,NULL,Water,Water,NULL,Water,Water
617,NULL,Water,Water,NULL,Water,Forest
618,NULL,Water,Water,Non_Water,NULL,Water
619,NULL,Water,Water,Non_Water,Water,Grassland
620,NULL,Water,Water,Non_Water,Water,Wetland
621,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
622,NULL,Water,Water,Non_Water,Water,Bareland
623,NULL,Water,Water,Non_Water,Water,Water
624,NULL,Water,Water,Non_Water,Water,Forest
625,NULL,Water,Water,Water,NULL,Wetland
626,NULL,Water,Water,Water,NULL,Bareland
627,NULL,Water,Water,Water,NULL,Water
628,NULL,Water,Water,Water,Water,NULL
629,NULL,Water,Water,Water,Water,Grassland
630,NULL,Water,Water,Water,Water,Wetland
631,NULL,Water,Water,Water,Water,Lichens_and_Mosses
632,NULL,Water,Water,Water,Water,Bareland
633,NULL,Water,Water,Water,Water,Water
634,NULL,Water,Water,Water,Water,Forest
635,NULL,Water,Forest,NULL,Non_Wetland,NULL
636,NULL,Water,Forest,NULL,Non_Wetland,Grassland
637,NULL,Water,Forest,NULL,Non_Wetland,Wetland
638,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
639,NULL,Water,Forest,NULL,Non_Wetland,Bareland
640,NULL,Water,Forest,NULL,Non_Wetland,Water
641,NULL,Water,Forest,NULL,Non_Wetland,Forest
642,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
643,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
644,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
645,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
646,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
647,NULL,Water,Forest,Non_Water,Non_Wetland,Water
648,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
649,NULL,Water,Forest,Water,Non_Wetland,NULL
650,NULL,Water,Forest,Water,Non_Wetland,Grassland
651,NULL,Water,Forest,Water,Non_Wetland,Wetland
652,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
653,NULL,Water,Forest,Water,Non_Wetland,Bareland
654,NULL,Water,Forest,Water,Non_Wetland,Water
655,NULL,Water,Forest,Water,Non_Wetland,Forest
656,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
657,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
658,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
659,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
660,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
661,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
662,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
663,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
664,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
665,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
666,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
667,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
668,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
669,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
670,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
671,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
672,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
673,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
674,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
675,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
676,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
677,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
678,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
679,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
680,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
681,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
682,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,NULL
683,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
684,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
685,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
686,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
687,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
688,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
689,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL
690,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
691,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
692,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
693,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
694,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
695,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
696,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
697,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
698,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
699,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
700,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
701,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
702,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
703,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
704,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
705,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
706,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
707,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
708,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
709,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
710,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
711,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
712,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
713,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
714,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
715,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
716,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
717,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
718,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
719,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
720,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
721,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
722,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
723,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
724,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
725,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
726,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
727,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
728,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
729,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
730,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
731,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
732,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
733,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
734,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
735,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
736,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
737,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
738,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
739,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
740,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
741,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
742,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
743,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
744,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
745,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
746,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
747,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
748,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
749,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
750,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
751,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
752,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
753,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
754,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
755,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
756,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
757,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
758,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
759,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
760,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
761,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
762,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
763,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
764,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
765,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
766,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
767,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
768,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
769,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
770,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
771,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
772,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
773,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
774,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
775,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
776,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
777,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
778,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
779,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
780,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
781,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
782,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
783,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
784,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
785,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
786,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
787,NULL,Permanent_ice_and_snow,Water,NULL,Water,NULL
788,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
789,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
790,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
791,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
792,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
793,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
794,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
795,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
796,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
797,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
798,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
799,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
800,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
801,NULL,Permanent_ice_and_snow,Water,Water,Water,NULL
802,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
803,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
804,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
805,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
806,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
807,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
808,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
