Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVS_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVS_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVS_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVS_M_R,SIBERIA_2024_WorldCover_2021_42WVS_M_R
489,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
490,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
491,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
492,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
493,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
494,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
495,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
496,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
497,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
498,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
499,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
500,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
501,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
502,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
503,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
504,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
505,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
506,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
507,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
508,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
509,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
510,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
511,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
512,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
513,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
514,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
515,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
516,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
517,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
518,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
519,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
520,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
521,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
522,Permanent_ice_and_snow,Water,NULL,Water,Grassland
523,Permanent_ice_and_snow,Water,NULL,Water,Wetland
524,Permanent_ice_and_snow,Water,NULL,Water,Water
525,Permanent_ice_and_snow,Water,NULL,Water,Forest
526,Permanent_ice_and_snow,Water,Water,Water,Grassland
527,Permanent_ice_and_snow,Water,Water,Water,Wetland
528,Permanent_ice_and_snow,Water,Water,Water,Water
529,Permanent_ice_and_snow,Water,Water,Water,Forest
530,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
531,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
532,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
533,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
534,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
535,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
536,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
537,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
538,Forest,NULL,NULL,Non_Wetland,NULL
539,Forest,NULL,NULL,Non_Wetland,Grassland
540,Forest,NULL,NULL,Non_Wetland,Wetland
541,Forest,NULL,NULL,Non_Wetland,Bareland
542,Forest,NULL,NULL,Non_Wetland,Built-up
543,Forest,NULL,NULL,Non_Wetland,Water
544,Forest,NULL,NULL,Non_Wetland,Forest
545,Forest,NULL,Non_Water,Non_Wetland,NULL
546,Forest,NULL,Non_Water,Non_Wetland,Grassland
547,Forest,NULL,Non_Water,Non_Wetland,Wetland
548,Forest,NULL,Non_Water,Non_Wetland,Water
549,Forest,NULL,Non_Water,Non_Wetland,Forest
550,Forest,NULL,Water,Non_Wetland,Grassland
551,Forest,NULL,Water,Non_Wetland,Wetland
552,Forest,NULL,Water,Non_Wetland,Water
553,Forest,NULL,Water,Non_Wetland,Forest
554,Forest,Shrubland,NULL,Non_Wetland,NULL
555,Forest,Shrubland,NULL,Non_Wetland,Grassland
556,Forest,Shrubland,NULL,Non_Wetland,Wetland
557,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
558,Forest,Shrubland,NULL,Non_Wetland,Bareland
559,Forest,Shrubland,NULL,Non_Wetland,Built-up
560,Forest,Shrubland,NULL,Non_Wetland,Water
561,Forest,Shrubland,NULL,Non_Wetland,Forest
562,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
563,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
564,Forest,Shrubland,Non_Water,Non_Wetland,Forest
565,Forest,Shrubland,Water,Non_Wetland,Grassland
566,Forest,Shrubland,Water,Non_Wetland,Wetland
567,Forest,Shrubland,Water,Non_Wetland,Water
568,Forest,Shrubland,Water,Non_Wetland,Forest
569,Forest,Grassland,NULL,Non_Wetland,NULL
570,Forest,Grassland,NULL,Non_Wetland,Grassland
571,Forest,Grassland,NULL,Non_Wetland,Wetland
572,Forest,Grassland,NULL,Non_Wetland,Water
573,Forest,Grassland,NULL,Non_Wetland,Forest
574,Forest,Grassland,Water,Non_Wetland,Grassland
575,Forest,Grassland,Water,Non_Wetland,Water
576,Forest,Grassland,Water,Non_Wetland,Forest
577,Forest,Cropland,NULL,Non_Wetland,NULL
578,Forest,Cropland,NULL,Non_Wetland,Grassland
579,Forest,Cropland,NULL,Non_Wetland,Wetland
580,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
581,Forest,Cropland,NULL,Non_Wetland,Bareland
582,Forest,Cropland,NULL,Non_Wetland,Built-up
583,Forest,Cropland,NULL,Non_Wetland,Water
584,Forest,Cropland,NULL,Non_Wetland,Forest
585,Forest,Cropland,Non_Water,Non_Wetland,Forest
586,Forest,Cropland,Water,Non_Wetland,Grassland
587,Forest,Cropland,Water,Non_Wetland,Water
588,Forest,Cropland,Water,Non_Wetland,Forest
589,Forest,Wetland,NULL,Wetland,NULL
590,Forest,Wetland,NULL,Wetland,Grassland
591,Forest,Wetland,NULL,Wetland,Wetland
592,Forest,Wetland,NULL,Wetland,Water
593,Forest,Wetland,NULL,Wetland,Forest
594,Forest,Wetland,Non_Water,Wetland,NULL
595,Forest,Wetland,Non_Water,Wetland,Grassland
596,Forest,Wetland,Non_Water,Wetland,Wetland
597,Forest,Wetland,Non_Water,Wetland,Water
598,Forest,Wetland,Non_Water,Wetland,Forest
599,Forest,Wetland,Water,Wetland,Grassland
600,Forest,Wetland,Water,Wetland,Wetland
601,Forest,Wetland,Water,Wetland,Water
602,Forest,Wetland,Water,Wetland,Forest
603,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
604,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
605,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
606,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
607,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
608,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
609,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
610,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
611,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
612,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
613,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
614,Forest,Bareland,NULL,Non_Wetland,NULL
615,Forest,Bareland,NULL,Non_Wetland,Grassland
616,Forest,Bareland,NULL,Non_Wetland,Wetland
617,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
618,Forest,Bareland,NULL,Non_Wetland,Bareland
619,Forest,Bareland,NULL,Non_Wetland,Built-up
620,Forest,Bareland,NULL,Non_Wetland,Water
621,Forest,Bareland,NULL,Non_Wetland,Forest
622,Forest,Bareland,Non_Water,Non_Wetland,Grassland
623,Forest,Bareland,Non_Water,Non_Wetland,Wetland
624,Forest,Bareland,Non_Water,Non_Wetland,Water
625,Forest,Bareland,Non_Water,Non_Wetland,Forest
626,Forest,Bareland,Water,Non_Wetland,Grassland
627,Forest,Bareland,Water,Non_Wetland,Wetland
628,Forest,Bareland,Water,Non_Wetland,Bareland
629,Forest,Bareland,Water,Non_Wetland,Water
630,Forest,Bareland,Water,Non_Wetland,Forest
631,Forest,Built-up,NULL,Non_Wetland,Grassland
632,Forest,Built-up,NULL,Non_Wetland,Built-up
633,Forest,Built-up,NULL,Non_Wetland,Forest
634,Forest,Built-up,Non_Water,Non_Wetland,Grassland
635,Forest,Water,NULL,Water,Grassland
636,Forest,Water,NULL,Water,Wetland
637,Forest,Water,NULL,Water,Water
638,Forest,Water,NULL,Water,Forest
639,Forest,Water,Non_Water,Water,Grassland
640,Forest,Water,Non_Water,Water,Wetland
641,Forest,Water,Non_Water,Water,Water
642,Forest,Water,Non_Water,Water,Forest
643,Forest,Water,Water,Water,Grassland
644,Forest,Water,Water,Water,Wetland
645,Forest,Water,Water,Water,Water
646,Forest,Water,Water,Water,Forest
647,Forest,Forest,NULL,Non_Wetland,NULL
648,Forest,Forest,NULL,Non_Wetland,Grassland
649,Forest,Forest,NULL,Non_Wetland,Wetland
650,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
651,Forest,Forest,NULL,Non_Wetland,Bareland
652,Forest,Forest,NULL,Non_Wetland,Built-up
653,Forest,Forest,NULL,Non_Wetland,Water
654,Forest,Forest,NULL,Non_Wetland,Forest
655,Forest,Forest,Non_Water,Non_Wetland,NULL
656,Forest,Forest,Non_Water,Non_Wetland,Grassland
657,Forest,Forest,Non_Water,Non_Wetland,Wetland
658,Forest,Forest,Non_Water,Non_Wetland,Water
659,Forest,Forest,Non_Water,Non_Wetland,Forest
660,Forest,Forest,Water,Non_Wetland,NULL
661,Forest,Forest,Water,Non_Wetland,Grassland
662,Forest,Forest,Water,Non_Wetland,Wetland
663,Forest,Forest,Water,Non_Wetland,Water
664,Forest,Forest,Water,Non_Wetland,Forest
