Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWQ_M_R,SIBERIA_2024_WorldCover_2021_42VWQ_M_R
473,Built-up,Shrubland,NULL,Non_Wetland,Bareland
474,Built-up,Shrubland,NULL,Non_Wetland,Forest
475,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
476,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
477,Built-up,Shrubland,Water,Non_Wetland,Water
478,Built-up,Grassland,NULL,Non_Wetland,Grassland
479,Built-up,Grassland,NULL,Non_Wetland,Wetland
480,Built-up,Grassland,NULL,Non_Wetland,Forest
481,Built-up,Cropland,NULL,Non_Wetland,Grassland
482,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
483,Built-up,Cropland,NULL,Non_Wetland,Bareland
484,Built-up,Cropland,NULL,Non_Wetland,Forest
485,Built-up,Wetland,NULL,Wetland,NULL
486,Built-up,Wetland,NULL,Wetland,Grassland
487,Built-up,Wetland,NULL,Wetland,Wetland
488,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
489,Built-up,Wetland,NULL,Wetland,Bareland
490,Built-up,Wetland,NULL,Wetland,Water
491,Built-up,Wetland,NULL,Wetland,Forest
492,Built-up,Wetland,Non_Water,Wetland,Grassland
493,Built-up,Wetland,Non_Water,Wetland,Wetland
494,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
495,Built-up,Wetland,Non_Water,Wetland,Bareland
496,Built-up,Wetland,Non_Water,Wetland,Water
497,Built-up,Wetland,Non_Water,Wetland,Forest
498,Built-up,Wetland,Water,Wetland,Grassland
499,Built-up,Wetland,Water,Wetland,Wetland
500,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
501,Built-up,Wetland,Water,Wetland,Water
502,Built-up,Wetland,Water,Wetland,Forest
503,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
504,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
505,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
506,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
507,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
508,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
509,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
510,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
511,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
512,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
513,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
514,Built-up,Bareland,NULL,Non_Wetland,NULL
515,Built-up,Bareland,NULL,Non_Wetland,Grassland
516,Built-up,Bareland,NULL,Non_Wetland,Wetland
517,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
518,Built-up,Bareland,NULL,Non_Wetland,Bareland
519,Built-up,Bareland,NULL,Non_Wetland,Built-up
520,Built-up,Bareland,NULL,Non_Wetland,Water
521,Built-up,Bareland,NULL,Non_Wetland,Forest
522,Built-up,Bareland,Non_Water,Non_Wetland,NULL
523,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
524,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
525,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
526,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
527,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
528,Built-up,Bareland,Non_Water,Non_Wetland,Water
529,Built-up,Bareland,Non_Water,Non_Wetland,Forest
530,Built-up,Bareland,Water,Non_Wetland,Grassland
531,Built-up,Bareland,Water,Non_Wetland,Wetland
532,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
533,Built-up,Bareland,Water,Non_Wetland,Bareland
534,Built-up,Bareland,Water,Non_Wetland,Built-up
535,Built-up,Bareland,Water,Non_Wetland,Water
536,Built-up,Bareland,Water,Non_Wetland,Forest
537,Built-up,Built-up,NULL,Non_Wetland,NULL
538,Built-up,Built-up,NULL,Non_Wetland,Grassland
539,Built-up,Built-up,NULL,Non_Wetland,Wetland
540,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
541,Built-up,Built-up,NULL,Non_Wetland,Bareland
542,Built-up,Built-up,NULL,Non_Wetland,Built-up
543,Built-up,Built-up,NULL,Non_Wetland,Water
544,Built-up,Built-up,NULL,Non_Wetland,Forest
545,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
546,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
547,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
548,Built-up,Built-up,Non_Water,Non_Wetland,Water
549,Built-up,Built-up,Non_Water,Non_Wetland,Forest
550,Built-up,Built-up,Water,Non_Wetland,Grassland
551,Built-up,Built-up,Water,Non_Wetland,Wetland
552,Built-up,Built-up,Water,Non_Wetland,Bareland
553,Built-up,Built-up,Water,Non_Wetland,Built-up
554,Built-up,Built-up,Water,Non_Wetland,Water
555,Built-up,Built-up,Water,Non_Wetland,Forest
556,Built-up,Water,NULL,Water,Grassland
557,Built-up,Water,NULL,Water,Wetland
558,Built-up,Water,NULL,Water,Lichens_and_Mosses
559,Built-up,Water,NULL,Water,Bareland
560,Built-up,Water,NULL,Water,Water
561,Built-up,Water,NULL,Water,Forest
562,Built-up,Water,Non_Water,Water,Wetland
563,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
564,Built-up,Water,Non_Water,Water,Bareland
565,Built-up,Water,Non_Water,Water,Water
566,Built-up,Water,Non_Water,Water,Forest
567,Built-up,Water,Water,Water,Grassland
568,Built-up,Water,Water,Water,Wetland
569,Built-up,Water,Water,Water,Bareland
570,Built-up,Water,Water,Water,Water
571,Built-up,Water,Water,Water,Forest
572,Built-up,Forest,NULL,Non_Wetland,NULL
573,Built-up,Forest,NULL,Non_Wetland,Grassland
574,Built-up,Forest,NULL,Non_Wetland,Wetland
575,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
576,Built-up,Forest,NULL,Non_Wetland,Bareland
577,Built-up,Forest,NULL,Non_Wetland,Built-up
578,Built-up,Forest,NULL,Non_Wetland,Forest
579,Built-up,Forest,Non_Water,Non_Wetland,Grassland
580,Built-up,Forest,Non_Water,Non_Wetland,Wetland
581,Built-up,Forest,Non_Water,Non_Wetland,Bareland
582,Built-up,Forest,Non_Water,Non_Wetland,Built-up
583,Built-up,Forest,Non_Water,Non_Wetland,Forest
584,Built-up,Forest,Water,Non_Wetland,Wetland
585,Built-up,Forest,Water,Non_Wetland,Forest
586,Water,NULL,NULL,Non_Wetland,Grassland
587,Water,NULL,NULL,Non_Wetland,Wetland
588,Water,NULL,NULL,Non_Wetland,Bareland
589,Water,NULL,NULL,Non_Wetland,Water
590,Water,NULL,NULL,Non_Wetland,Forest
591,Water,NULL,Non_Water,Non_Wetland,Grassland
592,Water,NULL,Non_Water,Non_Wetland,Wetland
593,Water,NULL,Non_Water,Non_Wetland,Water
594,Water,NULL,Non_Water,Non_Wetland,Forest
595,Water,NULL,Water,Non_Wetland,Wetland
596,Water,NULL,Water,Non_Wetland,Water
597,Water,NULL,Water,Non_Wetland,Forest
598,Water,Shrubland,NULL,Non_Wetland,Grassland
599,Water,Shrubland,NULL,Non_Wetland,Wetland
600,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
601,Water,Shrubland,NULL,Non_Wetland,Bareland
602,Water,Shrubland,NULL,Non_Wetland,Water
603,Water,Shrubland,NULL,Non_Wetland,Forest
604,Water,Shrubland,Non_Water,Non_Wetland,Wetland
605,Water,Shrubland,Non_Water,Non_Wetland,Bareland
606,Water,Shrubland,Non_Water,Non_Wetland,Water
607,Water,Shrubland,Non_Water,Non_Wetland,Forest
608,Water,Shrubland,Water,Non_Wetland,Wetland
609,Water,Shrubland,Water,Non_Wetland,Bareland
610,Water,Shrubland,Water,Non_Wetland,Water
611,Water,Shrubland,Water,Non_Wetland,Forest
612,Water,Grassland,NULL,Non_Wetland,Water
613,Water,Grassland,Non_Water,Non_Wetland,Water
614,Water,Grassland,Non_Water,Non_Wetland,Forest
615,Water,Grassland,Water,Non_Wetland,Forest
616,Water,Wetland,NULL,Wetland,NULL
617,Water,Wetland,NULL,Wetland,Grassland
618,Water,Wetland,NULL,Wetland,Wetland
619,Water,Wetland,NULL,Wetland,Bareland
620,Water,Wetland,NULL,Wetland,Water
621,Water,Wetland,NULL,Wetland,Forest
622,Water,Wetland,Non_Water,Wetland,Grassland
623,Water,Wetland,Non_Water,Wetland,Wetland
624,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
625,Water,Wetland,Non_Water,Wetland,Bareland
626,Water,Wetland,Non_Water,Wetland,Water
627,Water,Wetland,Non_Water,Wetland,Forest
628,Water,Wetland,Water,Wetland,NULL
629,Water,Wetland,Water,Wetland,Grassland
630,Water,Wetland,Water,Wetland,Wetland
631,Water,Wetland,Water,Wetland,Lichens_and_Mosses
632,Water,Wetland,Water,Wetland,Bareland
633,Water,Wetland,Water,Wetland,Water
634,Water,Wetland,Water,Wetland,Forest
635,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
636,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
637,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
638,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
639,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
640,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
641,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
642,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
643,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
644,Water,Bareland,NULL,Non_Wetland,NULL
645,Water,Bareland,NULL,Non_Wetland,Grassland
646,Water,Bareland,NULL,Non_Wetland,Wetland
647,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
648,Water,Bareland,NULL,Non_Wetland,Bareland
649,Water,Bareland,NULL,Non_Wetland,Water
650,Water,Bareland,NULL,Non_Wetland,Forest
651,Water,Bareland,Non_Water,Non_Wetland,NULL
652,Water,Bareland,Non_Water,Non_Wetland,Grassland
653,Water,Bareland,Non_Water,Non_Wetland,Wetland
654,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
655,Water,Bareland,Non_Water,Non_Wetland,Bareland
656,Water,Bareland,Non_Water,Non_Wetland,Water
657,Water,Bareland,Non_Water,Non_Wetland,Forest
658,Water,Bareland,Water,Non_Wetland,Grassland
659,Water,Bareland,Water,Non_Wetland,Wetland
660,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
661,Water,Bareland,Water,Non_Wetland,Bareland
662,Water,Bareland,Water,Non_Wetland,Water
663,Water,Bareland,Water,Non_Wetland,Forest
664,Water,Built-up,NULL,Non_Wetland,Grassland
665,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
666,Water,Built-up,NULL,Non_Wetland,Bareland
667,Water,Built-up,NULL,Non_Wetland,Built-up
668,Water,Built-up,NULL,Non_Wetland,Water
669,Water,Built-up,Non_Water,Non_Wetland,Grassland
670,Water,Built-up,Non_Water,Non_Wetland,Bareland
671,Water,Built-up,Non_Water,Non_Wetland,Water
672,Water,Built-up,Water,Non_Wetland,Grassland
673,Water,Built-up,Water,Non_Wetland,Wetland
674,Water,Built-up,Water,Non_Wetland,Bareland
675,Water,Built-up,Water,Non_Wetland,Water
676,Water,Built-up,Water,Non_Wetland,Forest
677,Water,Water,NULL,Water,NULL
678,Water,Water,NULL,Water,Grassland
679,Water,Water,NULL,Water,Wetland
680,Water,Water,NULL,Water,Lichens_and_Mosses
681,Water,Water,NULL,Water,Bareland
682,Water,Water,NULL,Water,Water
683,Water,Water,NULL,Water,Forest
684,Water,Water,Non_Water,Water,Grassland
685,Water,Water,Non_Water,Water,Wetland
686,Water,Water,Non_Water,Water,Lichens_and_Mosses
687,Water,Water,Non_Water,Water,Bareland
688,Water,Water,Non_Water,Water,Water
689,Water,Water,Non_Water,Water,Forest
690,Water,Water,Water,Water,NULL
691,Water,Water,Water,Water,Grassland
692,Water,Water,Water,Water,Wetland
693,Water,Water,Water,Water,Lichens_and_Mosses
694,Water,Water,Water,Water,Bareland
695,Water,Water,Water,Water,Water
696,Water,Water,Water,Water,Forest
697,Water,Forest,NULL,Non_Wetland,NULL
698,Water,Forest,NULL,Non_Wetland,Grassland
699,Water,Forest,NULL,Non_Wetland,Wetland
700,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
701,Water,Forest,NULL,Non_Wetland,Bareland
702,Water,Forest,NULL,Non_Wetland,Water
703,Water,Forest,NULL,Non_Wetland,Forest
704,Water,Forest,Non_Water,Non_Wetland,Grassland
705,Water,Forest,Non_Water,Non_Wetland,Wetland
706,Water,Forest,Non_Water,Non_Wetland,Water
707,Water,Forest,Non_Water,Non_Wetland,Forest
708,Water,Forest,Water,Non_Wetland,Grassland
709,Water,Forest,Water,Non_Wetland,Wetland
710,Water,Forest,Water,Non_Wetland,Bareland
711,Water,Forest,Water,Non_Wetland,Water
712,Water,Forest,Water,Non_Wetland,Forest
713,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
714,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
715,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
716,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
717,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
718,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
719,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
720,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
721,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
722,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
723,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
724,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
725,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
726,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
727,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
728,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
729,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
730,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
731,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
732,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
733,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
734,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
735,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
736,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
737,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
738,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
739,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
740,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
741,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
742,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
743,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
744,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
745,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
746,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
747,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
748,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
749,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
750,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
751,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
752,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
753,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
754,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,NULL
755,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
757,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
758,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
759,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
760,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
761,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
763,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
764,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL
765,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
766,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
767,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
768,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
769,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
770,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
771,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
772,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
773,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
774,Permanent_ice_and_snow,Water,NULL,Water,Grassland
775,Permanent_ice_and_snow,Water,NULL,Water,Wetland
776,Permanent_ice_and_snow,Water,NULL,Water,Water
777,Permanent_ice_and_snow,Water,NULL,Water,Forest
778,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
779,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
780,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
781,Permanent_ice_and_snow,Water,Non_Water,Water,Water
782,Permanent_ice_and_snow,Water,Water,Water,Wetland
783,Permanent_ice_and_snow,Water,Water,Water,Water
784,Permanent_ice_and_snow,Water,Water,Water,Forest
785,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
786,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
787,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
788,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
789,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
790,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
791,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
792,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
793,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
794,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
795,Forest,NULL,NULL,Non_Wetland,NULL
796,Forest,NULL,NULL,Non_Wetland,Grassland
797,Forest,NULL,NULL,Non_Wetland,Wetland
798,Forest,NULL,NULL,Non_Wetland,Bareland
799,Forest,NULL,NULL,Non_Wetland,Water
800,Forest,NULL,NULL,Non_Wetland,Forest
801,Forest,NULL,Non_Water,Non_Wetland,Grassland
802,Forest,NULL,Non_Water,Non_Wetland,Water
803,Forest,NULL,Non_Water,Non_Wetland,Forest
804,Forest,NULL,Water,Non_Wetland,Grassland
805,Forest,NULL,Water,Non_Wetland,Wetland
806,Forest,NULL,Water,Non_Wetland,Water
807,Forest,NULL,Water,Non_Wetland,Forest
808,Forest,Shrubland,NULL,Non_Wetland,NULL
809,Forest,Shrubland,NULL,Non_Wetland,Grassland
810,Forest,Shrubland,NULL,Non_Wetland,Wetland
811,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
812,Forest,Shrubland,NULL,Non_Wetland,Bareland
813,Forest,Shrubland,NULL,Non_Wetland,Water
814,Forest,Shrubland,NULL,Non_Wetland,Forest
815,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
816,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
817,Forest,Shrubland,Non_Water,Non_Wetland,Water
818,Forest,Shrubland,Non_Water,Non_Wetland,Forest
819,Forest,Shrubland,Water,Non_Wetland,Grassland
820,Forest,Shrubland,Water,Non_Wetland,Bareland
821,Forest,Shrubland,Water,Non_Wetland,Water
822,Forest,Shrubland,Water,Non_Wetland,Forest
823,Forest,Grassland,NULL,Non_Wetland,NULL
824,Forest,Grassland,NULL,Non_Wetland,Grassland
825,Forest,Grassland,NULL,Non_Wetland,Wetland
826,Forest,Grassland,NULL,Non_Wetland,Forest
827,Forest,Grassland,Non_Water,Non_Wetland,Grassland
828,Forest,Grassland,Water,Non_Wetland,Grassland
829,Forest,Cropland,NULL,Non_Wetland,Grassland
830,Forest,Cropland,NULL,Non_Wetland,Wetland
831,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
832,Forest,Cropland,NULL,Non_Wetland,Bareland
833,Forest,Cropland,NULL,Non_Wetland,Forest
834,Forest,Wetland,NULL,Wetland,NULL
835,Forest,Wetland,NULL,Wetland,Grassland
836,Forest,Wetland,NULL,Wetland,Wetland
837,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
838,Forest,Wetland,NULL,Wetland,Bareland
839,Forest,Wetland,NULL,Wetland,Water
840,Forest,Wetland,NULL,Wetland,Forest
841,Forest,Wetland,Non_Water,Wetland,Grassland
842,Forest,Wetland,Non_Water,Wetland,Wetland
843,Forest,Wetland,Non_Water,Wetland,Bareland
844,Forest,Wetland,Non_Water,Wetland,Water
845,Forest,Wetland,Non_Water,Wetland,Forest
846,Forest,Wetland,Water,Wetland,NULL
847,Forest,Wetland,Water,Wetland,Grassland
848,Forest,Wetland,Water,Wetland,Wetland
849,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
850,Forest,Wetland,Water,Wetland,Water
851,Forest,Wetland,Water,Wetland,Forest
852,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
853,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
854,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
855,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
856,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
857,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
858,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
859,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
860,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
861,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
862,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
863,Forest,Bareland,NULL,Non_Wetland,NULL
864,Forest,Bareland,NULL,Non_Wetland,Grassland
865,Forest,Bareland,NULL,Non_Wetland,Wetland
866,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
867,Forest,Bareland,NULL,Non_Wetland,Bareland
868,Forest,Bareland,NULL,Non_Wetland,Built-up
869,Forest,Bareland,NULL,Non_Wetland,Water
870,Forest,Bareland,NULL,Non_Wetland,Forest
871,Forest,Bareland,Non_Water,Non_Wetland,Grassland
872,Forest,Bareland,Non_Water,Non_Wetland,Wetland
873,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
874,Forest,Bareland,Non_Water,Non_Wetland,Water
875,Forest,Bareland,Non_Water,Non_Wetland,Forest
876,Forest,Bareland,Water,Non_Wetland,NULL
877,Forest,Bareland,Water,Non_Wetland,Grassland
878,Forest,Bareland,Water,Non_Wetland,Wetland
879,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
880,Forest,Bareland,Water,Non_Wetland,Bareland
881,Forest,Bareland,Water,Non_Wetland,Water
882,Forest,Bareland,Water,Non_Wetland,Forest
883,Forest,Built-up,NULL,Non_Wetland,Grassland
884,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
885,Forest,Built-up,NULL,Non_Wetland,Bareland
886,Forest,Built-up,NULL,Non_Wetland,Built-up
887,Forest,Built-up,NULL,Non_Wetland,Water
888,Forest,Built-up,NULL,Non_Wetland,Forest
889,Forest,Built-up,Non_Water,Non_Wetland,Grassland
890,Forest,Built-up,Non_Water,Non_Wetland,Forest
891,Forest,Water,NULL,Water,Grassland
892,Forest,Water,NULL,Water,Wetland
893,Forest,Water,NULL,Water,Lichens_and_Mosses
894,Forest,Water,NULL,Water,Water
895,Forest,Water,NULL,Water,Forest
896,Forest,Water,Non_Water,Water,Wetland
897,Forest,Water,Non_Water,Water,Water
898,Forest,Water,Non_Water,Water,Forest
899,Forest,Water,Water,Water,NULL
900,Forest,Water,Water,Water,Grassland
901,Forest,Water,Water,Water,Wetland
902,Forest,Water,Water,Water,Bareland
903,Forest,Water,Water,Water,Water
904,Forest,Water,Water,Water,Forest
905,Forest,Forest,NULL,Non_Wetland,NULL
906,Forest,Forest,NULL,Non_Wetland,Grassland
907,Forest,Forest,NULL,Non_Wetland,Wetland
908,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
909,Forest,Forest,NULL,Non_Wetland,Bareland
910,Forest,Forest,NULL,Non_Wetland,Water
911,Forest,Forest,NULL,Non_Wetland,Forest
912,Forest,Forest,Non_Water,Non_Wetland,NULL
913,Forest,Forest,Non_Water,Non_Wetland,Grassland
914,Forest,Forest,Non_Water,Non_Wetland,Wetland
915,Forest,Forest,Non_Water,Non_Wetland,Water
916,Forest,Forest,Non_Water,Non_Wetland,Forest
917,Forest,Forest,Water,Non_Wetland,NULL
918,Forest,Forest,Water,Non_Wetland,Grassland
919,Forest,Forest,Water,Non_Wetland,Wetland
920,Forest,Forest,Water,Non_Wetland,Water
921,Forest,Forest,Water,Non_Wetland,Forest
