Value,SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_WorldCover_2021_43WEQ_M_R
405,NULL,Bareland,Built-up,Water,Non_Wetland,Water
406,NULL,Bareland,Water,NULL,Water,Wetland
407,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
408,NULL,Bareland,Water,NULL,Water,Bareland
409,NULL,Bareland,Water,NULL,Water,Water
410,NULL,Bareland,Water,Non_Water,Water,Grassland
411,NULL,Bareland,Water,Non_Water,Water,Wetland
412,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
413,NULL,Bareland,Water,Non_Water,Water,Bareland
414,NULL,Bareland,Water,Non_Water,Water,Water
415,NULL,Bareland,Water,Water,Water,Grassland
416,NULL,Bareland,Water,Water,Water,Wetland
417,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
418,NULL,Bareland,Water,Water,Water,Bareland
419,NULL,Bareland,Water,Water,Water,Water
420,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
421,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
422,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
423,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
424,NULL,Bareland,Forest,NULL,Non_Wetland,Water
425,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
426,NULL,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
427,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
428,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
429,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
430,NULL,Bareland,Forest,Water,Non_Wetland,Water
431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
440,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
441,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland
442,NULL,Built-up,Grassland,Water,Non_Wetland,Lichens_and_Mosses
443,NULL,Built-up,Wetland,NULL,Wetland,Grassland
444,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
445,NULL,Built-up,Wetland,NULL,Wetland,Water
446,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
447,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
448,NULL,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
449,NULL,Built-up,Wetland,Water,Wetland,Water
450,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
451,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
452,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
453,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
454,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
455,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
456,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
457,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
458,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
459,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
460,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
461,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
462,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
463,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
464,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
465,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
466,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
467,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
468,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
469,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
470,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
471,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
472,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
473,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
474,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
475,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
476,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
477,NULL,Built-up,Bareland,Water,Non_Wetland,Water
478,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
480,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
481,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
482,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
483,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
484,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
485,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
486,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
487,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
488,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
489,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
490,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
491,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
492,NULL,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
493,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
494,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
495,NULL,Built-up,Built-up,Water,Non_Wetland,Water
496,NULL,Built-up,Water,NULL,Water,Grassland
497,NULL,Built-up,Water,NULL,Water,Forest
498,NULL,Built-up,Water,Non_Water,Water,Grassland
499,NULL,Built-up,Water,Non_Water,Water,Bareland
500,NULL,Built-up,Water,Non_Water,Water,Water
501,NULL,Built-up,Water,Water,Water,Wetland
502,NULL,Built-up,Water,Water,Water,Lichens_and_Mosses
503,NULL,Built-up,Water,Water,Water,Bareland
504,NULL,Built-up,Water,Water,Water,Water
505,NULL,Built-up,Water,Water,Water,Forest
506,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
507,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
508,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
509,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
510,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
511,NULL,Built-up,Forest,NULL,Non_Wetland,Water
512,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
513,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
514,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
515,NULL,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
516,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
517,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water
518,NULL,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
519,NULL,Built-up,Forest,Water,Non_Wetland,Forest
520,NULL,Water,NULL,NULL,Non_Wetland,Grassland
521,NULL,Water,NULL,NULL,Non_Wetland,Wetland
522,NULL,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
523,NULL,Water,NULL,NULL,Non_Wetland,Water
524,NULL,Water,NULL,NULL,Non_Wetland,Forest
525,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
526,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
527,NULL,Water,NULL,Non_Water,Non_Wetland,Water
528,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
529,NULL,Water,NULL,Water,Non_Wetland,Grassland
530,NULL,Water,NULL,Water,Non_Wetland,Wetland
531,NULL,Water,NULL,Water,Non_Wetland,Water
532,NULL,Water,NULL,Water,Non_Wetland,Forest
533,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
534,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
535,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
536,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
537,NULL,Water,Shrubland,NULL,Non_Wetland,Water
538,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
539,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
540,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
541,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
542,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
543,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
544,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
545,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
546,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
547,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
548,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
549,NULL,Water,Shrubland,Water,Non_Wetland,Water
550,NULL,Water,Shrubland,Water,Non_Wetland,Forest
551,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
552,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
553,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
554,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
555,NULL,Water,Grassland,NULL,Non_Wetland,Water
556,NULL,Water,Grassland,NULL,Non_Wetland,Forest
557,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
558,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
559,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
560,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
561,NULL,Water,Grassland,Water,Non_Wetland,Grassland
562,NULL,Water,Grassland,Water,Non_Wetland,Wetland
563,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
564,NULL,Water,Grassland,Water,Non_Wetland,Bareland
565,NULL,Water,Grassland,Water,Non_Wetland,Water
566,NULL,Water,Grassland,Water,Non_Wetland,Forest
567,NULL,Water,Wetland,NULL,Wetland,Grassland
568,NULL,Water,Wetland,NULL,Wetland,Wetland
569,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
570,NULL,Water,Wetland,NULL,Wetland,Bareland
571,NULL,Water,Wetland,NULL,Wetland,Water
572,NULL,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
573,NULL,Water,Wetland,NULL,Wetland,Forest
574,NULL,Water,Wetland,Non_Water,Wetland,Grassland
575,NULL,Water,Wetland,Non_Water,Wetland,Wetland
576,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
577,NULL,Water,Wetland,Non_Water,Wetland,Bareland
578,NULL,Water,Wetland,Non_Water,Wetland,Water
579,NULL,Water,Wetland,Non_Water,Wetland,Forest
580,NULL,Water,Wetland,Water,Wetland,Grassland
581,NULL,Water,Wetland,Water,Wetland,Wetland
582,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
583,NULL,Water,Wetland,Water,Wetland,Bareland
584,NULL,Water,Wetland,Water,Wetland,Built-up
585,NULL,Water,Wetland,Water,Wetland,Water
586,NULL,Water,Wetland,Water,Wetland,Forest
587,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
588,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
589,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
590,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
591,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
592,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
593,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
594,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
595,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
596,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
597,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
598,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
599,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
600,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
601,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
602,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
603,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
604,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
605,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
606,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
607,NULL,Water,Bareland,NULL,Non_Wetland,Water
608,NULL,Water,Bareland,NULL,Non_Wetland,Forest
609,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
610,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
611,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
612,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
613,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
614,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
615,NULL,Water,Bareland,Water,Non_Wetland,Grassland
616,NULL,Water,Bareland,Water,Non_Wetland,Wetland
617,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
618,NULL,Water,Bareland,Water,Non_Wetland,Bareland
619,NULL,Water,Bareland,Water,Non_Wetland,Water
620,NULL,Water,Bareland,Water,Non_Wetland,Forest
621,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
622,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
623,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
624,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
625,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
626,NULL,Water,Built-up,NULL,Non_Wetland,Water
627,NULL,Water,Built-up,NULL,Non_Wetland,Forest
628,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
629,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
630,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
631,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
632,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
633,NULL,Water,Built-up,Water,Non_Wetland,Grassland
634,NULL,Water,Built-up,Water,Non_Wetland,Wetland
635,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
636,NULL,Water,Built-up,Water,Non_Wetland,Bareland
637,NULL,Water,Built-up,Water,Non_Wetland,Built-up
638,NULL,Water,Built-up,Water,Non_Wetland,Water
639,NULL,Water,Water,NULL,Water,Grassland
640,NULL,Water,Water,NULL,Water,Wetland
641,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
642,NULL,Water,Water,NULL,Water,Bareland
643,NULL,Water,Water,NULL,Water,Water
644,NULL,Water,Water,NULL,Water,Forest
645,NULL,Water,Water,Non_Water,Water,Grassland
646,NULL,Water,Water,Non_Water,Water,Wetland
647,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
648,NULL,Water,Water,Non_Water,Water,Bareland
649,NULL,Water,Water,Non_Water,Water,Water
650,NULL,Water,Water,Non_Water,Water,Forest
651,NULL,Water,Water,Water,Water,Grassland
652,NULL,Water,Water,Water,Water,Wetland
653,NULL,Water,Water,Water,Water,Lichens_and_Mosses
654,NULL,Water,Water,Water,Water,Bareland
655,NULL,Water,Water,Water,Water,Water
656,NULL,Water,Water,Water,Water,Forest
657,NULL,Water,Forest,NULL,Non_Wetland,Grassland
658,NULL,Water,Forest,NULL,Non_Wetland,Wetland
659,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
660,NULL,Water,Forest,NULL,Non_Wetland,Bareland
661,NULL,Water,Forest,NULL,Non_Wetland,Water
662,NULL,Water,Forest,NULL,Non_Wetland,Forest
663,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
664,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
665,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
666,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
667,NULL,Water,Forest,Non_Water,Non_Wetland,Water
668,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
669,NULL,Water,Forest,Water,Non_Wetland,Grassland
670,NULL,Water,Forest,Water,Non_Wetland,Wetland
671,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
672,NULL,Water,Forest,Water,Non_Wetland,Bareland
673,NULL,Water,Forest,Water,Non_Wetland,Water
674,NULL,Water,Forest,Water,Non_Wetland,Forest
675,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
676,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
677,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
678,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
679,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
680,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
681,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
682,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
683,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
684,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
685,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
686,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
687,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
688,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
689,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
690,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
691,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
692,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
693,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
694,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
695,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
696,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
697,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
698,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
699,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
700,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
701,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
702,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
703,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
704,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
705,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
706,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
707,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
708,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
709,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
710,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
711,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
712,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
713,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
714,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
715,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
716,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
717,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
718,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
719,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
720,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
721,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
722,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
723,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
724,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
725,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
726,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
727,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
728,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
729,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
730,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
731,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
732,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
733,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
734,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
735,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
736,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
737,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
738,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
739,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
740,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
741,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
742,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
743,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
744,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
745,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
746,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
747,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
748,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
749,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
750,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
751,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
752,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
753,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
754,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
755,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
756,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
757,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
758,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
759,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
760,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
761,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
762,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
763,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
764,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
765,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
766,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
767,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
768,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
769,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
770,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
771,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
772,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
773,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
774,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
775,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
776,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
777,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
778,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
779,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
780,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
781,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
782,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
783,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
784,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
785,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
786,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
787,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
788,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
789,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
790,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
791,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
792,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
793,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
794,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
795,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
796,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
797,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
798,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
