Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMN_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMN_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMN_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMN_M_R,SIBERIA_2024_WorldCover_2021_44VMN_M_R
488,Water,NULL,Non_Water,Non_Wetland,Grassland
489,Water,NULL,Non_Water,Non_Wetland,Wetland
490,Water,NULL,Non_Water,Non_Wetland,Water
491,Water,NULL,Non_Water,Non_Wetland,Forest
492,Water,NULL,Water,Non_Wetland,Grassland
493,Water,NULL,Water,Non_Wetland,Wetland
494,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
495,Water,NULL,Water,Non_Wetland,Water
496,Water,NULL,Water,Non_Wetland,Forest
497,Water,Shrubland,NULL,Non_Wetland,Grassland
498,Water,Shrubland,NULL,Non_Wetland,Cropland
499,Water,Shrubland,NULL,Non_Wetland,Wetland
500,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
501,Water,Shrubland,NULL,Non_Wetland,Water
502,Water,Shrubland,NULL,Non_Wetland,Forest
503,Water,Shrubland,Non_Water,Non_Wetland,Grassland
504,Water,Shrubland,Non_Water,Non_Wetland,Wetland
505,Water,Shrubland,Non_Water,Non_Wetland,Bareland
506,Water,Shrubland,Non_Water,Non_Wetland,Water
507,Water,Shrubland,Non_Water,Non_Wetland,Forest
508,Water,Shrubland,Water,Non_Wetland,Grassland
509,Water,Shrubland,Water,Non_Wetland,Wetland
510,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
511,Water,Shrubland,Water,Non_Wetland,Bareland
512,Water,Shrubland,Water,Non_Wetland,Water
513,Water,Shrubland,Water,Non_Wetland,Forest
514,Water,Grassland,NULL,Non_Wetland,Grassland
515,Water,Grassland,NULL,Non_Wetland,Cropland
516,Water,Grassland,NULL,Non_Wetland,Wetland
517,Water,Grassland,NULL,Non_Wetland,Water
518,Water,Grassland,NULL,Non_Wetland,Forest
519,Water,Grassland,Non_Water,Non_Wetland,Grassland
520,Water,Grassland,Non_Water,Non_Wetland,Bareland
521,Water,Grassland,Water,Non_Wetland,Grassland
522,Water,Grassland,Water,Non_Wetland,Wetland
523,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
524,Water,Grassland,Water,Non_Wetland,Water
525,Water,Grassland,Water,Non_Wetland,Forest
526,Water,Cropland,NULL,Non_Wetland,Grassland
527,Water,Cropland,NULL,Non_Wetland,Wetland
528,Water,Cropland,NULL,Non_Wetland,Forest
529,Water,Cropland,Water,Non_Wetland,Wetland
530,Water,Wetland,NULL,Wetland,NULL
531,Water,Wetland,NULL,Wetland,Grassland
532,Water,Wetland,NULL,Wetland,Wetland
533,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
534,Water,Wetland,NULL,Wetland,Bareland
535,Water,Wetland,NULL,Wetland,Water
536,Water,Wetland,NULL,Wetland,Forest
537,Water,Wetland,Non_Water,Wetland,Grassland
538,Water,Wetland,Non_Water,Wetland,Wetland
539,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
540,Water,Wetland,Non_Water,Wetland,Bareland
541,Water,Wetland,Non_Water,Wetland,Water
542,Water,Wetland,Non_Water,Wetland,Forest
543,Water,Wetland,Water,Wetland,NULL
544,Water,Wetland,Water,Wetland,Grassland
545,Water,Wetland,Water,Wetland,Cropland
546,Water,Wetland,Water,Wetland,Wetland
547,Water,Wetland,Water,Wetland,Lichens_and_Mosses
548,Water,Wetland,Water,Wetland,Bareland
549,Water,Wetland,Water,Wetland,Water
550,Water,Wetland,Water,Wetland,Forest
551,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
552,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
553,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
554,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
555,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
556,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
557,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
558,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
559,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
560,Water,Bareland,NULL,Non_Wetland,NULL
561,Water,Bareland,NULL,Non_Wetland,Grassland
562,Water,Bareland,NULL,Non_Wetland,Wetland
563,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
564,Water,Bareland,NULL,Non_Wetland,Bareland
565,Water,Bareland,NULL,Non_Wetland,Built-up
566,Water,Bareland,NULL,Non_Wetland,Water
567,Water,Bareland,NULL,Non_Wetland,Forest
568,Water,Bareland,Non_Water,Non_Wetland,Grassland
569,Water,Bareland,Non_Water,Non_Wetland,Wetland
570,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
571,Water,Bareland,Non_Water,Non_Wetland,Bareland
572,Water,Bareland,Non_Water,Non_Wetland,Water
573,Water,Bareland,Non_Water,Non_Wetland,Forest
574,Water,Bareland,Water,Non_Wetland,Grassland
575,Water,Bareland,Water,Non_Wetland,Cropland
576,Water,Bareland,Water,Non_Wetland,Wetland
577,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
578,Water,Bareland,Water,Non_Wetland,Bareland
579,Water,Bareland,Water,Non_Wetland,Water
580,Water,Bareland,Water,Non_Wetland,Forest
581,Water,Built-up,NULL,Non_Wetland,Grassland
582,Water,Built-up,NULL,Non_Wetland,Wetland
583,Water,Built-up,NULL,Non_Wetland,Bareland
584,Water,Built-up,NULL,Non_Wetland,Water
585,Water,Built-up,NULL,Non_Wetland,Forest
586,Water,Built-up,Non_Water,Non_Wetland,Grassland
587,Water,Built-up,Non_Water,Non_Wetland,Wetland
588,Water,Built-up,Non_Water,Non_Wetland,Bareland
589,Water,Built-up,Water,Non_Wetland,Grassland
590,Water,Built-up,Water,Non_Wetland,Wetland
591,Water,Built-up,Water,Non_Wetland,Bareland
592,Water,Built-up,Water,Non_Wetland,Water
593,Water,Built-up,Water,Non_Wetland,Forest
594,Water,Water,NULL,Water,NULL
595,Water,Water,NULL,Water,Grassland
596,Water,Water,NULL,Water,Wetland
597,Water,Water,NULL,Water,Lichens_and_Mosses
598,Water,Water,NULL,Water,Bareland
599,Water,Water,NULL,Water,Water
600,Water,Water,NULL,Water,Forest
601,Water,Water,Non_Water,Water,Grassland
602,Water,Water,Non_Water,Water,Cropland
603,Water,Water,Non_Water,Water,Wetland
604,Water,Water,Non_Water,Water,Bareland
605,Water,Water,Non_Water,Water,Water
606,Water,Water,Non_Water,Water,Forest
607,Water,Water,Water,Water,NULL
608,Water,Water,Water,Water,Grassland
609,Water,Water,Water,Water,Wetland
610,Water,Water,Water,Water,Lichens_and_Mosses
611,Water,Water,Water,Water,Bareland
612,Water,Water,Water,Water,Water
613,Water,Water,Water,Water,Forest
614,Water,Forest,NULL,Non_Wetland,NULL
615,Water,Forest,NULL,Non_Wetland,Grassland
616,Water,Forest,NULL,Non_Wetland,Wetland
617,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
618,Water,Forest,NULL,Non_Wetland,Bareland
619,Water,Forest,NULL,Non_Wetland,Water
620,Water,Forest,NULL,Non_Wetland,Forest
621,Water,Forest,Non_Water,Non_Wetland,NULL
622,Water,Forest,Non_Water,Non_Wetland,Grassland
623,Water,Forest,Non_Water,Non_Wetland,Wetland
624,Water,Forest,Non_Water,Non_Wetland,Bareland
625,Water,Forest,Non_Water,Non_Wetland,Water
626,Water,Forest,Non_Water,Non_Wetland,Forest
627,Water,Forest,Water,Non_Wetland,Grassland
628,Water,Forest,Water,Non_Wetland,Wetland
629,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
630,Water,Forest,Water,Non_Wetland,Bareland
631,Water,Forest,Water,Non_Wetland,Water
632,Water,Forest,Water,Non_Wetland,Forest
633,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
634,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
635,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
636,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
637,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
638,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
639,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
640,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
641,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
642,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
643,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
644,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
645,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
646,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
647,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
648,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
649,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
650,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
651,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
652,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
653,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
654,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
655,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
657,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
658,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
659,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
660,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
661,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
662,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
663,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
664,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
665,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
666,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
667,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
669,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
670,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
671,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
672,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
673,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
674,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
676,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
677,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
678,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
679,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
680,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
681,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
682,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
683,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
684,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
685,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
686,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
687,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
688,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
689,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
690,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
691,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
692,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
696,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
697,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
698,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
702,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
703,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Cropland
704,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
705,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
706,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
707,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
708,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
709,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
710,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
711,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
712,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
713,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
714,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
715,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
716,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
717,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
718,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
719,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
720,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
721,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
722,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
723,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
724,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
725,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
726,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
727,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
729,Permanent_ice_and_snow,Water,NULL,Water,Grassland
730,Permanent_ice_and_snow,Water,NULL,Water,Wetland
731,Permanent_ice_and_snow,Water,NULL,Water,Built-up
732,Permanent_ice_and_snow,Water,NULL,Water,Water
733,Permanent_ice_and_snow,Water,NULL,Water,Forest
734,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
735,Permanent_ice_and_snow,Water,Non_Water,Water,Water
736,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
737,Permanent_ice_and_snow,Water,Water,Water,NULL
738,Permanent_ice_and_snow,Water,Water,Water,Grassland
739,Permanent_ice_and_snow,Water,Water,Water,Wetland
740,Permanent_ice_and_snow,Water,Water,Water,Water
741,Permanent_ice_and_snow,Water,Water,Water,Forest
742,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
743,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
744,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
745,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
746,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
747,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
748,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
749,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
750,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
751,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
752,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
753,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
754,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
755,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
756,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
757,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
758,Forest,NULL,NULL,Non_Wetland,NULL
759,Forest,NULL,NULL,Non_Wetland,Grassland
760,Forest,NULL,NULL,Non_Wetland,Wetland
761,Forest,NULL,NULL,Non_Wetland,Bareland
762,Forest,NULL,NULL,Non_Wetland,Built-up
763,Forest,NULL,NULL,Non_Wetland,Water
764,Forest,NULL,NULL,Non_Wetland,Forest
765,Forest,NULL,Non_Water,Non_Wetland,NULL
766,Forest,NULL,Non_Water,Non_Wetland,Grassland
767,Forest,NULL,Non_Water,Non_Wetland,Wetland
768,Forest,NULL,Non_Water,Non_Wetland,Forest
769,Forest,NULL,Water,Non_Wetland,Grassland
770,Forest,NULL,Water,Non_Wetland,Wetland
771,Forest,NULL,Water,Non_Wetland,Water
772,Forest,NULL,Water,Non_Wetland,Forest
773,Forest,Shrubland,NULL,Non_Wetland,NULL
774,Forest,Shrubland,NULL,Non_Wetland,Grassland
775,Forest,Shrubland,NULL,Non_Wetland,Wetland
776,Forest,Shrubland,NULL,Non_Wetland,Built-up
777,Forest,Shrubland,NULL,Non_Wetland,Water
778,Forest,Shrubland,NULL,Non_Wetland,Forest
779,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
780,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
781,Forest,Shrubland,Non_Water,Non_Wetland,Forest
782,Forest,Shrubland,Water,Non_Wetland,Grassland
783,Forest,Shrubland,Water,Non_Wetland,Wetland
784,Forest,Shrubland,Water,Non_Wetland,Forest
785,Forest,Grassland,NULL,Non_Wetland,NULL
786,Forest,Grassland,NULL,Non_Wetland,Grassland
787,Forest,Grassland,NULL,Non_Wetland,Wetland
788,Forest,Grassland,NULL,Non_Wetland,Forest
789,Forest,Grassland,Non_Water,Non_Wetland,Grassland
790,Forest,Grassland,Non_Water,Non_Wetland,Forest
791,Forest,Grassland,Water,Non_Wetland,Grassland
792,Forest,Grassland,Water,Non_Wetland,Wetland
793,Forest,Grassland,Water,Non_Wetland,Forest
794,Forest,Cropland,NULL,Non_Wetland,NULL
795,Forest,Cropland,NULL,Non_Wetland,Grassland
796,Forest,Cropland,NULL,Non_Wetland,Wetland
797,Forest,Cropland,NULL,Non_Wetland,Forest
798,Forest,Cropland,Non_Water,Non_Wetland,Grassland
799,Forest,Cropland,Non_Water,Non_Wetland,Forest
800,Forest,Cropland,Water,Non_Wetland,Grassland
801,Forest,Wetland,NULL,Wetland,NULL
802,Forest,Wetland,NULL,Wetland,Grassland
803,Forest,Wetland,NULL,Wetland,Wetland
804,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
805,Forest,Wetland,NULL,Wetland,Bareland
806,Forest,Wetland,NULL,Wetland,Built-up
807,Forest,Wetland,NULL,Wetland,Water
808,Forest,Wetland,NULL,Wetland,Forest
809,Forest,Wetland,Non_Water,Wetland,NULL
810,Forest,Wetland,Non_Water,Wetland,Grassland
811,Forest,Wetland,Non_Water,Wetland,Wetland
812,Forest,Wetland,Non_Water,Wetland,Water
813,Forest,Wetland,Non_Water,Wetland,Forest
814,Forest,Wetland,Water,Wetland,NULL
815,Forest,Wetland,Water,Wetland,Grassland
816,Forest,Wetland,Water,Wetland,Wetland
817,Forest,Wetland,Water,Wetland,Bareland
818,Forest,Wetland,Water,Wetland,Water
819,Forest,Wetland,Water,Wetland,Forest
820,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
821,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
822,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
823,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
824,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
825,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
826,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
827,Forest,Bareland,NULL,Non_Wetland,NULL
828,Forest,Bareland,NULL,Non_Wetland,Grassland
829,Forest,Bareland,NULL,Non_Wetland,Wetland
830,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
831,Forest,Bareland,NULL,Non_Wetland,Bareland
832,Forest,Bareland,NULL,Non_Wetland,Built-up
833,Forest,Bareland,NULL,Non_Wetland,Water
834,Forest,Bareland,NULL,Non_Wetland,Forest
835,Forest,Bareland,Non_Water,Non_Wetland,NULL
836,Forest,Bareland,Non_Water,Non_Wetland,Grassland
837,Forest,Bareland,Non_Water,Non_Wetland,Wetland
838,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
839,Forest,Bareland,Non_Water,Non_Wetland,Water
840,Forest,Bareland,Non_Water,Non_Wetland,Forest
841,Forest,Bareland,Water,Non_Wetland,Grassland
842,Forest,Bareland,Water,Non_Wetland,Wetland
843,Forest,Bareland,Water,Non_Wetland,Water
844,Forest,Bareland,Water,Non_Wetland,Forest
845,Forest,Built-up,NULL,Non_Wetland,Grassland
846,Forest,Built-up,NULL,Non_Wetland,Wetland
847,Forest,Built-up,NULL,Non_Wetland,Built-up
848,Forest,Built-up,NULL,Non_Wetland,Forest
849,Forest,Built-up,Non_Water,Non_Wetland,Forest
850,Forest,Built-up,Water,Non_Wetland,Grassland
851,Forest,Built-up,Water,Non_Wetland,Forest
852,Forest,Water,NULL,Water,Grassland
853,Forest,Water,NULL,Water,Wetland
854,Forest,Water,NULL,Water,Water
855,Forest,Water,NULL,Water,Forest
856,Forest,Water,Non_Water,Water,Grassland
857,Forest,Water,Non_Water,Water,Wetland
858,Forest,Water,Non_Water,Water,Water
859,Forest,Water,Non_Water,Water,Forest
860,Forest,Water,Water,Water,NULL
861,Forest,Water,Water,Water,Grassland
862,Forest,Water,Water,Water,Wetland
863,Forest,Water,Water,Water,Water
864,Forest,Water,Water,Water,Forest
865,Forest,Forest,NULL,Non_Wetland,NULL
866,Forest,Forest,NULL,Non_Wetland,Grassland
867,Forest,Forest,NULL,Non_Wetland,Wetland
868,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
869,Forest,Forest,NULL,Non_Wetland,Bareland
870,Forest,Forest,NULL,Non_Wetland,Built-up
871,Forest,Forest,NULL,Non_Wetland,Water
872,Forest,Forest,NULL,Non_Wetland,Forest
873,Forest,Forest,Non_Water,Non_Wetland,NULL
874,Forest,Forest,Non_Water,Non_Wetland,Grassland
875,Forest,Forest,Non_Water,Non_Wetland,Wetland
876,Forest,Forest,Non_Water,Non_Wetland,Water
877,Forest,Forest,Non_Water,Non_Wetland,Forest
878,Forest,Forest,Water,Non_Wetland,NULL
879,Forest,Forest,Water,Non_Wetland,Grassland
880,Forest,Forest,Water,Non_Wetland,Wetland
881,Forest,Forest,Water,Non_Wetland,Water
882,Forest,Forest,Water,Non_Wetland,Forest
