Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEM_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEM_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEM_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEM_M_R,SIBERIA_2024_WorldCover_2021_43WEM_M_R
475,Bareland,Water,Water,Water,Grassland
476,Bareland,Water,Water,Water,Wetland
477,Bareland,Water,Water,Water,Lichens_and_Mosses
478,Bareland,Water,Water,Water,Bareland
479,Bareland,Water,Water,Water,Water
480,Bareland,Water,Water,Water,Forest
481,Bareland,Forest,NULL,Non_Wetland,Grassland
482,Bareland,Forest,NULL,Non_Wetland,Wetland
483,Bareland,Forest,NULL,Non_Wetland,Bareland
484,Bareland,Forest,NULL,Non_Wetland,Water
485,Bareland,Forest,NULL,Non_Wetland,Forest
486,Bareland,Forest,Non_Water,Non_Wetland,Wetland
487,Bareland,Forest,Non_Water,Non_Wetland,Bareland
488,Bareland,Forest,Non_Water,Non_Wetland,Water
489,Bareland,Forest,Non_Water,Non_Wetland,Forest
490,Bareland,Forest,Water,Non_Wetland,Grassland
491,Bareland,Forest,Water,Non_Wetland,Wetland
492,Bareland,Forest,Water,Non_Wetland,Bareland
493,Bareland,Forest,Water,Non_Wetland,Water
494,Bareland,Forest,Water,Non_Wetland,Forest
495,Built-up,NULL,NULL,Non_Wetland,Grassland
496,Built-up,NULL,NULL,Non_Wetland,Built-up
497,Built-up,NULL,NULL,Non_Wetland,Forest
498,Built-up,Shrubland,NULL,Non_Wetland,Grassland
499,Built-up,Shrubland,NULL,Non_Wetland,Wetland
500,Built-up,Shrubland,NULL,Non_Wetland,Bareland
501,Built-up,Shrubland,NULL,Non_Wetland,Built-up
502,Built-up,Shrubland,NULL,Non_Wetland,Forest
503,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
504,Built-up,Shrubland,Water,Non_Wetland,Water
505,Built-up,Shrubland,Water,Non_Wetland,Forest
506,Built-up,Grassland,NULL,Non_Wetland,Grassland
507,Built-up,Grassland,NULL,Non_Wetland,Wetland
508,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
509,Built-up,Grassland,NULL,Non_Wetland,Bareland
510,Built-up,Grassland,NULL,Non_Wetland,Built-up
511,Built-up,Grassland,NULL,Non_Wetland,Forest
512,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
513,Built-up,Grassland,Non_Water,Non_Wetland,Forest
514,Built-up,Grassland,Water,Non_Wetland,Forest
515,Built-up,Wetland,NULL,Wetland,Grassland
516,Built-up,Wetland,NULL,Wetland,Wetland
517,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
518,Built-up,Wetland,NULL,Wetland,Bareland
519,Built-up,Wetland,NULL,Wetland,Built-up
520,Built-up,Wetland,NULL,Wetland,Water
521,Built-up,Wetland,NULL,Wetland,Forest
522,Built-up,Wetland,Non_Water,Wetland,Grassland
523,Built-up,Wetland,Non_Water,Wetland,Wetland
524,Built-up,Wetland,Non_Water,Wetland,Water
525,Built-up,Wetland,Non_Water,Wetland,Forest
526,Built-up,Wetland,Water,Wetland,Grassland
527,Built-up,Wetland,Water,Wetland,Wetland
528,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
529,Built-up,Wetland,Water,Wetland,Bareland
530,Built-up,Wetland,Water,Wetland,Water
531,Built-up,Wetland,Water,Wetland,Forest
532,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
533,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
534,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
535,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
536,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
537,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
538,Built-up,Bareland,NULL,Non_Wetland,Grassland
539,Built-up,Bareland,NULL,Non_Wetland,Wetland
540,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
541,Built-up,Bareland,NULL,Non_Wetland,Bareland
542,Built-up,Bareland,NULL,Non_Wetland,Built-up
543,Built-up,Bareland,NULL,Non_Wetland,Water
544,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
545,Built-up,Bareland,NULL,Non_Wetland,Forest
546,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
547,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
548,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
549,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
550,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
551,Built-up,Bareland,Non_Water,Non_Wetland,Water
552,Built-up,Bareland,Non_Water,Non_Wetland,Forest
553,Built-up,Bareland,Water,Non_Wetland,Grassland
554,Built-up,Bareland,Water,Non_Wetland,Wetland
555,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
556,Built-up,Bareland,Water,Non_Wetland,Bareland
557,Built-up,Bareland,Water,Non_Wetland,Built-up
558,Built-up,Bareland,Water,Non_Wetland,Water
559,Built-up,Bareland,Water,Non_Wetland,Forest
560,Built-up,Built-up,NULL,Non_Wetland,Grassland
561,Built-up,Built-up,NULL,Non_Wetland,Wetland
562,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
563,Built-up,Built-up,NULL,Non_Wetland,Bareland
564,Built-up,Built-up,NULL,Non_Wetland,Built-up
565,Built-up,Built-up,NULL,Non_Wetland,Water
566,Built-up,Built-up,NULL,Non_Wetland,Forest
567,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
568,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
569,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
570,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
571,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
572,Built-up,Built-up,Non_Water,Non_Wetland,Water
573,Built-up,Built-up,Non_Water,Non_Wetland,Forest
574,Built-up,Built-up,Water,Non_Wetland,Wetland
575,Built-up,Built-up,Water,Non_Wetland,Bareland
576,Built-up,Built-up,Water,Non_Wetland,Built-up
577,Built-up,Built-up,Water,Non_Wetland,Water
578,Built-up,Built-up,Water,Non_Wetland,Forest
579,Built-up,Water,NULL,Water,Wetland
580,Built-up,Water,NULL,Water,Lichens_and_Mosses
581,Built-up,Water,NULL,Water,Bareland
582,Built-up,Water,NULL,Water,Built-up
583,Built-up,Water,NULL,Water,Water
584,Built-up,Water,NULL,Water,Forest
585,Built-up,Water,Non_Water,Water,Grassland
586,Built-up,Water,Non_Water,Water,Wetland
587,Built-up,Water,Non_Water,Water,Bareland
588,Built-up,Water,Non_Water,Water,Built-up
589,Built-up,Water,Non_Water,Water,Water
590,Built-up,Water,Non_Water,Water,Forest
591,Built-up,Water,Water,Water,Grassland
592,Built-up,Water,Water,Water,Wetland
593,Built-up,Water,Water,Water,Bareland
594,Built-up,Water,Water,Water,Built-up
595,Built-up,Water,Water,Water,Water
596,Built-up,Water,Water,Water,Permanent_ice_and_snow
597,Built-up,Water,Water,Water,Forest
598,Built-up,Forest,NULL,Non_Wetland,Grassland
599,Built-up,Forest,NULL,Non_Wetland,Wetland
600,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
601,Built-up,Forest,NULL,Non_Wetland,Bareland
602,Built-up,Forest,NULL,Non_Wetland,Built-up
603,Built-up,Forest,NULL,Non_Wetland,Water
604,Built-up,Forest,NULL,Non_Wetland,Forest
605,Built-up,Forest,Non_Water,Non_Wetland,Grassland
606,Built-up,Forest,Non_Water,Non_Wetland,Wetland
607,Built-up,Forest,Non_Water,Non_Wetland,Bareland
608,Built-up,Forest,Non_Water,Non_Wetland,Built-up
609,Built-up,Forest,Non_Water,Non_Wetland,Water
610,Built-up,Forest,Non_Water,Non_Wetland,Forest
611,Built-up,Forest,Water,Non_Wetland,Grassland
612,Built-up,Forest,Water,Non_Wetland,Wetland
613,Built-up,Forest,Water,Non_Wetland,Built-up
614,Built-up,Forest,Water,Non_Wetland,Water
615,Built-up,Forest,Water,Non_Wetland,Forest
616,Water,NULL,NULL,Non_Wetland,Grassland
617,Water,NULL,NULL,Non_Wetland,Wetland
618,Water,NULL,NULL,Non_Wetland,Water
619,Water,NULL,NULL,Non_Wetland,Forest
620,Water,NULL,Non_Water,Non_Wetland,Wetland
621,Water,NULL,Non_Water,Non_Wetland,Water
622,Water,NULL,Non_Water,Non_Wetland,Forest
623,Water,NULL,Water,Non_Wetland,Grassland
624,Water,NULL,Water,Non_Wetland,Wetland
625,Water,NULL,Water,Non_Wetland,Water
626,Water,NULL,Water,Non_Wetland,Forest
627,Water,Shrubland,NULL,Non_Wetland,Grassland
628,Water,Shrubland,NULL,Non_Wetland,Wetland
629,Water,Shrubland,NULL,Non_Wetland,Bareland
630,Water,Shrubland,NULL,Non_Wetland,Water
631,Water,Shrubland,NULL,Non_Wetland,Forest
632,Water,Shrubland,Non_Water,Non_Wetland,Grassland
633,Water,Shrubland,Non_Water,Non_Wetland,Wetland
634,Water,Shrubland,Non_Water,Non_Wetland,Water
635,Water,Shrubland,Non_Water,Non_Wetland,Forest
636,Water,Shrubland,Water,Non_Wetland,Grassland
637,Water,Shrubland,Water,Non_Wetland,Wetland
638,Water,Shrubland,Water,Non_Wetland,Bareland
639,Water,Shrubland,Water,Non_Wetland,Water
640,Water,Shrubland,Water,Non_Wetland,Forest
641,Water,Grassland,NULL,Non_Wetland,Grassland
642,Water,Grassland,NULL,Non_Wetland,Wetland
643,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
644,Water,Grassland,NULL,Non_Wetland,Bareland
645,Water,Grassland,NULL,Non_Wetland,Water
646,Water,Grassland,NULL,Non_Wetland,Forest
647,Water,Grassland,Non_Water,Non_Wetland,Grassland
648,Water,Grassland,Non_Water,Non_Wetland,Wetland
649,Water,Grassland,Non_Water,Non_Wetland,Water
650,Water,Grassland,Non_Water,Non_Wetland,Forest
651,Water,Grassland,Water,Non_Wetland,Grassland
652,Water,Grassland,Water,Non_Wetland,Wetland
653,Water,Grassland,Water,Non_Wetland,Bareland
654,Water,Grassland,Water,Non_Wetland,Water
655,Water,Grassland,Water,Non_Wetland,Forest
656,Water,Wetland,NULL,Wetland,Grassland
657,Water,Wetland,NULL,Wetland,Wetland
658,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
659,Water,Wetland,NULL,Wetland,Bareland
660,Water,Wetland,NULL,Wetland,Water
661,Water,Wetland,NULL,Wetland,Forest
662,Water,Wetland,Non_Water,Wetland,Grassland
663,Water,Wetland,Non_Water,Wetland,Wetland
664,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
665,Water,Wetland,Non_Water,Wetland,Bareland
666,Water,Wetland,Non_Water,Wetland,Water
667,Water,Wetland,Non_Water,Wetland,Forest
668,Water,Wetland,Water,Wetland,Grassland
669,Water,Wetland,Water,Wetland,Wetland
670,Water,Wetland,Water,Wetland,Lichens_and_Mosses
671,Water,Wetland,Water,Wetland,Bareland
672,Water,Wetland,Water,Wetland,Water
673,Water,Wetland,Water,Wetland,Forest
674,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
675,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
676,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
677,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
678,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
679,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
680,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
681,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
682,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
683,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
684,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
685,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
686,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
687,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
688,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
689,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
690,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
691,Water,Bareland,NULL,Non_Wetland,Grassland
692,Water,Bareland,NULL,Non_Wetland,Wetland
693,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
694,Water,Bareland,NULL,Non_Wetland,Bareland
695,Water,Bareland,NULL,Non_Wetland,Built-up
696,Water,Bareland,NULL,Non_Wetland,Water
697,Water,Bareland,NULL,Non_Wetland,Forest
698,Water,Bareland,Non_Water,Non_Wetland,Grassland
699,Water,Bareland,Non_Water,Non_Wetland,Wetland
700,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
701,Water,Bareland,Non_Water,Non_Wetland,Bareland
702,Water,Bareland,Non_Water,Non_Wetland,Water
703,Water,Bareland,Non_Water,Non_Wetland,Forest
704,Water,Bareland,Water,Non_Wetland,Grassland
705,Water,Bareland,Water,Non_Wetland,Wetland
706,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
707,Water,Bareland,Water,Non_Wetland,Bareland
708,Water,Bareland,Water,Non_Wetland,Water
709,Water,Bareland,Water,Non_Wetland,Forest
710,Water,Built-up,NULL,Non_Wetland,Grassland
711,Water,Built-up,NULL,Non_Wetland,Wetland
712,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
713,Water,Built-up,NULL,Non_Wetland,Bareland
714,Water,Built-up,NULL,Non_Wetland,Built-up
715,Water,Built-up,NULL,Non_Wetland,Water
716,Water,Built-up,NULL,Non_Wetland,Forest
717,Water,Built-up,Non_Water,Non_Wetland,Bareland
718,Water,Built-up,Non_Water,Non_Wetland,Built-up
719,Water,Built-up,Non_Water,Non_Wetland,Water
720,Water,Built-up,Non_Water,Non_Wetland,Forest
721,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
722,Water,Built-up,Water,Non_Wetland,Bareland
723,Water,Built-up,Water,Non_Wetland,Built-up
724,Water,Built-up,Water,Non_Wetland,Water
725,Water,Built-up,Water,Non_Wetland,Forest
726,Water,Water,NULL,Water,Grassland
727,Water,Water,NULL,Water,Wetland
728,Water,Water,NULL,Water,Lichens_and_Mosses
729,Water,Water,NULL,Water,Bareland
730,Water,Water,NULL,Water,Built-up
731,Water,Water,NULL,Water,Water
732,Water,Water,NULL,Water,Forest
733,Water,Water,Non_Water,Water,Grassland
734,Water,Water,Non_Water,Water,Wetland
735,Water,Water,Non_Water,Water,Lichens_and_Mosses
736,Water,Water,Non_Water,Water,Bareland
737,Water,Water,Non_Water,Water,Water
738,Water,Water,Non_Water,Water,Forest
739,Water,Water,Water,Water,Grassland
740,Water,Water,Water,Water,Wetland
741,Water,Water,Water,Water,Lichens_and_Mosses
742,Water,Water,Water,Water,Bareland
743,Water,Water,Water,Water,Built-up
744,Water,Water,Water,Water,Water
745,Water,Water,Water,Water,Forest
746,Water,Forest,NULL,Non_Wetland,Grassland
747,Water,Forest,NULL,Non_Wetland,Wetland
748,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
749,Water,Forest,NULL,Non_Wetland,Bareland
750,Water,Forest,NULL,Non_Wetland,Water
751,Water,Forest,NULL,Non_Wetland,Forest
752,Water,Forest,Non_Water,Non_Wetland,Grassland
753,Water,Forest,Non_Water,Non_Wetland,Wetland
754,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
755,Water,Forest,Non_Water,Non_Wetland,Bareland
756,Water,Forest,Non_Water,Non_Wetland,Water
757,Water,Forest,Non_Water,Non_Wetland,Forest
758,Water,Forest,Water,Non_Wetland,Grassland
759,Water,Forest,Water,Non_Wetland,Wetland
760,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
761,Water,Forest,Water,Non_Wetland,Bareland
762,Water,Forest,Water,Non_Wetland,Water
763,Water,Forest,Water,Non_Wetland,Forest
764,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
765,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
766,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
767,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
768,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
769,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
772,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
773,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
774,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
775,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
776,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
777,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
778,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
779,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
780,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
781,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
782,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
783,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
784,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
785,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
786,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
787,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
788,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
789,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
790,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
791,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
792,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
793,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
794,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
795,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
796,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
797,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
798,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
799,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
800,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
801,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
802,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
803,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
804,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
805,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
806,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
807,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
808,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
809,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
810,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
811,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
812,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
813,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
814,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
815,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
816,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
817,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
818,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
819,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
820,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
821,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
822,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
823,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
824,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
825,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
826,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
827,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
828,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
829,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
830,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
831,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
832,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
833,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
834,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
835,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
836,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
837,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
838,Permanent_ice_and_snow,Water,NULL,Water,Grassland
839,Permanent_ice_and_snow,Water,NULL,Water,Wetland
840,Permanent_ice_and_snow,Water,NULL,Water,Bareland
841,Permanent_ice_and_snow,Water,NULL,Water,Built-up
842,Permanent_ice_and_snow,Water,NULL,Water,Water
843,Permanent_ice_and_snow,Water,NULL,Water,Forest
844,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
845,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
846,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
847,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
848,Permanent_ice_and_snow,Water,Non_Water,Water,Water
849,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
850,Permanent_ice_and_snow,Water,Water,Water,Grassland
851,Permanent_ice_and_snow,Water,Water,Water,Wetland
852,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
853,Permanent_ice_and_snow,Water,Water,Water,Bareland
854,Permanent_ice_and_snow,Water,Water,Water,Water
855,Permanent_ice_and_snow,Water,Water,Water,Forest
856,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
857,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
858,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
859,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
860,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
861,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
862,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
863,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
864,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
865,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
866,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
867,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
868,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
869,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
870,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
871,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
872,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
873,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
874,Forest,NULL,NULL,Non_Wetland,NULL
875,Forest,NULL,NULL,Non_Wetland,Grassland
876,Forest,NULL,NULL,Non_Wetland,Wetland
877,Forest,NULL,NULL,Non_Wetland,Built-up
878,Forest,NULL,NULL,Non_Wetland,Water
879,Forest,NULL,NULL,Non_Wetland,Forest
880,Forest,NULL,Non_Water,Non_Wetland,Grassland
881,Forest,NULL,Non_Water,Non_Wetland,Wetland
882,Forest,NULL,Non_Water,Non_Wetland,Water
883,Forest,NULL,Non_Water,Non_Wetland,Forest
884,Forest,NULL,Water,Non_Wetland,Grassland
885,Forest,NULL,Water,Non_Wetland,Wetland
886,Forest,NULL,Water,Non_Wetland,Water
887,Forest,NULL,Water,Non_Wetland,Forest
888,Forest,Shrubland,NULL,Non_Wetland,NULL
889,Forest,Shrubland,NULL,Non_Wetland,Grassland
890,Forest,Shrubland,NULL,Non_Wetland,Wetland
891,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
892,Forest,Shrubland,NULL,Non_Wetland,Bareland
893,Forest,Shrubland,NULL,Non_Wetland,Built-up
894,Forest,Shrubland,NULL,Non_Wetland,Water
895,Forest,Shrubland,NULL,Non_Wetland,Forest
896,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
897,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
898,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
899,Forest,Shrubland,Non_Water,Non_Wetland,Water
900,Forest,Shrubland,Non_Water,Non_Wetland,Forest
901,Forest,Shrubland,Water,Non_Wetland,Grassland
902,Forest,Shrubland,Water,Non_Wetland,Wetland
903,Forest,Shrubland,Water,Non_Wetland,Bareland
904,Forest,Shrubland,Water,Non_Wetland,Water
905,Forest,Shrubland,Water,Non_Wetland,Forest
906,Forest,Grassland,NULL,Non_Wetland,NULL
907,Forest,Grassland,NULL,Non_Wetland,Grassland
908,Forest,Grassland,NULL,Non_Wetland,Wetland
909,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
910,Forest,Grassland,NULL,Non_Wetland,Bareland
911,Forest,Grassland,NULL,Non_Wetland,Built-up
912,Forest,Grassland,NULL,Non_Wetland,Forest
913,Forest,Grassland,Non_Water,Non_Wetland,Grassland
914,Forest,Grassland,Non_Water,Non_Wetland,Wetland
915,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
916,Forest,Grassland,Non_Water,Non_Wetland,Forest
917,Forest,Grassland,Water,Non_Wetland,Grassland
918,Forest,Grassland,Water,Non_Wetland,Wetland
919,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
920,Forest,Grassland,Water,Non_Wetland,Water
921,Forest,Grassland,Water,Non_Wetland,Forest
922,Forest,Cropland,NULL,Non_Wetland,Forest
923,Forest,Cropland,Water,Non_Wetland,Forest
924,Forest,Wetland,NULL,Wetland,NULL
925,Forest,Wetland,NULL,Wetland,Grassland
926,Forest,Wetland,NULL,Wetland,Wetland
927,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
928,Forest,Wetland,NULL,Wetland,Bareland
929,Forest,Wetland,NULL,Wetland,Built-up
930,Forest,Wetland,NULL,Wetland,Water
931,Forest,Wetland,NULL,Wetland,Forest
932,Forest,Wetland,Non_Water,Wetland,Grassland
933,Forest,Wetland,Non_Water,Wetland,Wetland
934,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
935,Forest,Wetland,Non_Water,Wetland,Water
936,Forest,Wetland,Non_Water,Wetland,Forest
937,Forest,Wetland,Water,Wetland,Grassland
938,Forest,Wetland,Water,Wetland,Wetland
939,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
940,Forest,Wetland,Water,Wetland,Bareland
941,Forest,Wetland,Water,Wetland,Water
942,Forest,Wetland,Water,Wetland,Forest
