Value,SIBERIA_2024_ESA_CALU_2024_44XPF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,SIBERIA_2024_WorldCover_2021_44XPF_M_R
405,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
406,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
407,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
408,NULL,Water,Built-up,NULL,Non_Wetland,Water
409,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
410,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
411,NULL,Water,Built-up,Water,Non_Wetland,Grassland
412,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
413,NULL,Water,Built-up,Water,Non_Wetland,Bareland
414,NULL,Water,Built-up,Water,Non_Wetland,Water
415,NULL,Water,Water,NULL,Water,Grassland
416,NULL,Water,Water,NULL,Water,Wetland
417,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
418,NULL,Water,Water,NULL,Water,Bareland
419,NULL,Water,Water,NULL,Water,Water
420,NULL,Water,Water,NULL,Water,Forest
421,NULL,Water,Water,Non_Water,Water,Grassland
422,NULL,Water,Water,Non_Water,Water,Wetland
423,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
424,NULL,Water,Water,Non_Water,Water,Bareland
425,NULL,Water,Water,Non_Water,Water,Water
426,NULL,Water,Water,Water,Water,Grassland
427,NULL,Water,Water,Water,Water,Wetland
428,NULL,Water,Water,Water,Water,Lichens_and_Mosses
429,NULL,Water,Water,Water,Water,Bareland
430,NULL,Water,Water,Water,Water,Water
431,NULL,Water,Water,Water,Water,Forest
432,NULL,Water,Forest,NULL,Non_Wetland,Grassland
433,NULL,Water,Forest,NULL,Non_Wetland,Wetland
434,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
435,NULL,Water,Forest,NULL,Non_Wetland,Water
436,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
437,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
438,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
439,NULL,Water,Forest,Non_Water,Non_Wetland,Water
440,NULL,Water,Forest,Water,Non_Wetland,Grassland
441,NULL,Water,Forest,Water,Non_Wetland,Wetland
442,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
443,NULL,Water,Forest,Water,Non_Wetland,Water
444,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
445,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
446,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
447,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
448,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
449,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
450,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
451,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
452,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
453,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
454,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
455,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
456,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
457,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
458,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
459,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
460,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
461,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
462,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
463,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
464,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
465,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
466,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
467,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
468,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
469,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
470,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
471,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
473,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
474,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
475,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
476,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
477,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
478,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
479,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
480,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
481,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
482,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
483,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
484,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
485,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
486,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
487,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
488,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
489,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
490,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
491,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
492,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
493,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
494,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
495,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
496,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
497,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
498,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
499,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
500,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
501,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
502,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
503,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
504,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
505,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
506,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
507,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
508,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
509,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
510,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
511,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
512,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
513,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
514,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
515,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
516,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
517,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
518,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
519,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
520,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
521,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
522,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
523,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
524,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
525,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
526,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
527,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
528,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
529,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
530,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
531,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
532,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
533,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
534,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
535,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
536,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
537,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
538,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
540,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
541,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
542,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
543,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
544,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
545,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
546,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
547,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
548,NULL,Forest,Shrubland,Water,Non_Wetland,Water
549,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
550,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
551,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
552,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
553,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
554,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
555,NULL,Forest,Wetland,NULL,Wetland,Grassland
556,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
557,NULL,Forest,Wetland,Water,Wetland,Grassland
558,NULL,Forest,Wetland,Water,Wetland,Wetland
559,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
560,NULL,Forest,Wetland,Water,Wetland,Water
561,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
562,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
563,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
564,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
565,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
566,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
567,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
568,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
569,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
570,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
571,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
572,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
573,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
574,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
575,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
576,NULL,Forest,Water,Water,Water,Grassland
577,NULL,Forest,Water,Water,Water,Wetland
578,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
579,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
580,NULL,Forest,Forest,NULL,Non_Wetland,Forest
581,NULL,Forest,Forest,Water,Non_Wetland,Wetland
582,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
583,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
584,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
585,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
586,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
587,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
588,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
589,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
590,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
591,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
592,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
593,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
594,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
595,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
596,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
597,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
598,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
599,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
600,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
601,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
602,Shrubland,NULL,Wetland,NULL,Wetland,Water
603,Shrubland,NULL,Wetland,Water,Wetland,Grassland
604,Shrubland,NULL,Wetland,Water,Wetland,Wetland
605,Shrubland,NULL,Wetland,Water,Wetland,Water
606,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
607,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
608,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
609,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
610,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
611,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
612,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
613,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
614,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
615,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
616,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
617,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
618,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
619,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
620,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
621,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
622,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
623,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
624,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
625,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
626,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
627,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
628,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
629,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
630,Shrubland,NULL,Water,NULL,Water,Wetland
631,Shrubland,NULL,Water,NULL,Water,Water
632,Shrubland,NULL,Water,Water,Water,Grassland
633,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
634,Shrubland,NULL,Water,Water,Water,Water
635,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
636,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
637,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
638,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
639,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
640,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
641,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
642,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
643,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
644,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
645,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
646,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
647,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
648,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
649,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
650,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
651,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
652,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
653,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
654,Shrubland,Wetland,Wetland,NULL,Wetland,Water
655,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
656,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
657,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
658,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
659,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
660,Shrubland,Wetland,Wetland,Water,Wetland,Water
661,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
662,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
663,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
664,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
665,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
666,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
667,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
668,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
669,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
670,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
671,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
672,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
673,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
674,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
675,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
676,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
677,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
678,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
679,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
680,Shrubland,Wetland,Water,NULL,Water,Grassland
681,Shrubland,Wetland,Water,NULL,Water,Wetland
682,Shrubland,Wetland,Water,NULL,Water,Water
683,Shrubland,Wetland,Water,Non_Water,Water,Wetland
684,Shrubland,Wetland,Water,Non_Water,Water,Water
685,Shrubland,Wetland,Water,Water,Water,Grassland
686,Shrubland,Wetland,Water,Water,Water,Wetland
687,Shrubland,Wetland,Water,Water,Water,Water
688,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
689,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
690,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
691,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
692,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
693,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
694,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
695,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
696,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
697,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
698,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
699,Shrubland,Water,Wetland,NULL,Wetland,Water
700,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
701,Shrubland,Water,Wetland,Non_Water,Wetland,Water
702,Shrubland,Water,Wetland,Water,Wetland,Water
703,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
704,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
705,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
706,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
707,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
708,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
709,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
710,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
711,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
712,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
713,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
714,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
715,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
716,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
717,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
718,Shrubland,Water,Water,NULL,Water,Wetland
719,Shrubland,Water,Water,NULL,Water,Water
720,Shrubland,Water,Water,Non_Water,Water,Water
721,Shrubland,Water,Water,Water,Water,Water
722,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
723,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
724,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
725,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
726,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
727,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
728,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
729,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
730,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
731,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
732,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
733,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
734,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
735,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
736,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
737,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
738,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
739,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
740,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
741,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
742,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
743,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
744,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
745,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
746,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
747,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
748,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
749,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
750,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
751,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
752,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
753,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
754,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
755,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
756,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
757,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
758,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
759,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
760,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
761,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
762,Wetland,NULL,Wetland,NULL,Wetland,Grassland
763,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
764,Wetland,NULL,Wetland,Water,Wetland,Wetland
765,Wetland,NULL,Wetland,Water,Wetland,Water
766,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
767,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
768,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
769,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
770,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
771,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
772,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
773,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
774,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
775,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
776,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
