Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXR_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXR_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXR_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXR_M_R,SIBERIA_2024_WorldCover_2021_42VXR_M_R
474,Built-up,Wetland,NULL,Wetland,Bareland
475,Built-up,Wetland,NULL,Wetland,Built-up
476,Built-up,Wetland,NULL,Wetland,Water
477,Built-up,Wetland,NULL,Wetland,Forest
478,Built-up,Wetland,Water,Wetland,Wetland
479,Built-up,Wetland,Water,Wetland,Bareland
480,Built-up,Wetland,Water,Wetland,Water
481,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
482,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
483,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
484,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
485,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
486,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
487,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
488,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
489,Built-up,Bareland,NULL,Non_Wetland,Grassland
490,Built-up,Bareland,NULL,Non_Wetland,Wetland
491,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
492,Built-up,Bareland,NULL,Non_Wetland,Bareland
493,Built-up,Bareland,NULL,Non_Wetland,Built-up
494,Built-up,Bareland,NULL,Non_Wetland,Water
495,Built-up,Bareland,NULL,Non_Wetland,Forest
496,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
497,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
498,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
499,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
500,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
501,Built-up,Bareland,Non_Water,Non_Wetland,Water
502,Built-up,Bareland,Non_Water,Non_Wetland,Forest
503,Built-up,Bareland,Water,Non_Wetland,Grassland
504,Built-up,Bareland,Water,Non_Wetland,Wetland
505,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
506,Built-up,Bareland,Water,Non_Wetland,Bareland
507,Built-up,Bareland,Water,Non_Wetland,Water
508,Built-up,Bareland,Water,Non_Wetland,Forest
509,Built-up,Built-up,NULL,Non_Wetland,Grassland
510,Built-up,Built-up,NULL,Non_Wetland,Wetland
511,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
512,Built-up,Built-up,NULL,Non_Wetland,Bareland
513,Built-up,Built-up,NULL,Non_Wetland,Built-up
514,Built-up,Built-up,NULL,Non_Wetland,Forest
515,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
516,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
517,Built-up,Built-up,Water,Non_Wetland,Built-up
518,Built-up,Water,NULL,Water,Grassland
519,Built-up,Water,NULL,Water,Wetland
520,Built-up,Water,NULL,Water,Lichens_and_Mosses
521,Built-up,Water,NULL,Water,Water
522,Built-up,Water,NULL,Water,Forest
523,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
524,Built-up,Water,Water,Water,Wetland
525,Built-up,Water,Water,Water,Lichens_and_Mosses
526,Built-up,Water,Water,Water,Water
527,Built-up,Forest,NULL,Non_Wetland,Grassland
528,Built-up,Forest,NULL,Non_Wetland,Wetland
529,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
530,Built-up,Forest,NULL,Non_Wetland,Bareland
531,Built-up,Forest,NULL,Non_Wetland,Built-up
532,Built-up,Forest,NULL,Non_Wetland,Forest
533,Built-up,Forest,Non_Water,Non_Wetland,Forest
534,Built-up,Forest,Water,Non_Wetland,Wetland
535,Water,NULL,NULL,Non_Wetland,Grassland
536,Water,NULL,NULL,Non_Wetland,Wetland
537,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
538,Water,NULL,NULL,Non_Wetland,Bareland
539,Water,NULL,NULL,Non_Wetland,Water
540,Water,NULL,NULL,Non_Wetland,Forest
541,Water,NULL,Non_Water,Non_Wetland,Wetland
542,Water,NULL,Non_Water,Non_Wetland,Water
543,Water,NULL,Non_Water,Non_Wetland,Forest
544,Water,NULL,Water,Non_Wetland,Wetland
545,Water,NULL,Water,Non_Wetland,Bareland
546,Water,NULL,Water,Non_Wetland,Water
547,Water,NULL,Water,Non_Wetland,Forest
548,Water,Shrubland,NULL,Non_Wetland,Grassland
549,Water,Shrubland,NULL,Non_Wetland,Wetland
550,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
551,Water,Shrubland,NULL,Non_Wetland,Bareland
552,Water,Shrubland,NULL,Non_Wetland,Built-up
553,Water,Shrubland,NULL,Non_Wetland,Water
554,Water,Shrubland,NULL,Non_Wetland,Forest
555,Water,Shrubland,Non_Water,Non_Wetland,Grassland
556,Water,Shrubland,Non_Water,Non_Wetland,Wetland
557,Water,Shrubland,Non_Water,Non_Wetland,Bareland
558,Water,Shrubland,Non_Water,Non_Wetland,Water
559,Water,Shrubland,Non_Water,Non_Wetland,Forest
560,Water,Shrubland,Water,Non_Wetland,Grassland
561,Water,Shrubland,Water,Non_Wetland,Wetland
562,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
563,Water,Shrubland,Water,Non_Wetland,Bareland
564,Water,Shrubland,Water,Non_Wetland,Water
565,Water,Shrubland,Water,Non_Wetland,Forest
566,Water,Grassland,Non_Water,Non_Wetland,Grassland
567,Water,Grassland,Water,Non_Wetland,Grassland
568,Water,Grassland,Water,Non_Wetland,Forest
569,Water,Wetland,NULL,Wetland,NULL
570,Water,Wetland,NULL,Wetland,Grassland
571,Water,Wetland,NULL,Wetland,Wetland
572,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
573,Water,Wetland,NULL,Wetland,Bareland
574,Water,Wetland,NULL,Wetland,Water
575,Water,Wetland,NULL,Wetland,Forest
576,Water,Wetland,Non_Water,Wetland,Grassland
577,Water,Wetland,Non_Water,Wetland,Wetland
578,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
579,Water,Wetland,Non_Water,Wetland,Bareland
580,Water,Wetland,Non_Water,Wetland,Water
581,Water,Wetland,Non_Water,Wetland,Forest
582,Water,Wetland,Water,Wetland,Grassland
583,Water,Wetland,Water,Wetland,Wetland
584,Water,Wetland,Water,Wetland,Lichens_and_Mosses
585,Water,Wetland,Water,Wetland,Bareland
586,Water,Wetland,Water,Wetland,Water
587,Water,Wetland,Water,Wetland,Forest
588,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
589,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
590,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
591,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
592,Water,Bareland,NULL,Non_Wetland,Grassland
593,Water,Bareland,NULL,Non_Wetland,Wetland
594,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
595,Water,Bareland,NULL,Non_Wetland,Bareland
596,Water,Bareland,NULL,Non_Wetland,Water
597,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
598,Water,Bareland,NULL,Non_Wetland,Forest
599,Water,Bareland,Non_Water,Non_Wetland,Grassland
600,Water,Bareland,Non_Water,Non_Wetland,Wetland
601,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
602,Water,Bareland,Non_Water,Non_Wetland,Bareland
603,Water,Bareland,Non_Water,Non_Wetland,Water
604,Water,Bareland,Non_Water,Non_Wetland,Forest
605,Water,Bareland,Water,Non_Wetland,Grassland
606,Water,Bareland,Water,Non_Wetland,Wetland
607,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
608,Water,Bareland,Water,Non_Wetland,Bareland
609,Water,Bareland,Water,Non_Wetland,Built-up
610,Water,Bareland,Water,Non_Wetland,Water
611,Water,Bareland,Water,Non_Wetland,Forest
612,Water,Built-up,NULL,Non_Wetland,Grassland
613,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
614,Water,Built-up,NULL,Non_Wetland,Bareland
615,Water,Built-up,NULL,Non_Wetland,Built-up
616,Water,Built-up,NULL,Non_Wetland,Water
617,Water,Built-up,Non_Water,Non_Wetland,Bareland
618,Water,Built-up,Non_Water,Non_Wetland,Water
619,Water,Built-up,Water,Non_Wetland,Grassland
620,Water,Built-up,Water,Non_Wetland,Bareland
621,Water,Built-up,Water,Non_Wetland,Water
622,Water,Built-up,Water,Non_Wetland,Forest
623,Water,Water,NULL,Water,NULL
624,Water,Water,NULL,Water,Grassland
625,Water,Water,NULL,Water,Wetland
626,Water,Water,NULL,Water,Lichens_and_Mosses
627,Water,Water,NULL,Water,Bareland
628,Water,Water,NULL,Water,Water
629,Water,Water,NULL,Water,Forest
630,Water,Water,Non_Water,Water,Grassland
631,Water,Water,Non_Water,Water,Wetland
632,Water,Water,Non_Water,Water,Lichens_and_Mosses
633,Water,Water,Non_Water,Water,Water
634,Water,Water,Non_Water,Water,Forest
635,Water,Water,Water,Water,Grassland
636,Water,Water,Water,Water,Wetland
637,Water,Water,Water,Water,Lichens_and_Mosses
638,Water,Water,Water,Water,Bareland
639,Water,Water,Water,Water,Water
640,Water,Water,Water,Water,Permanent_ice_and_snow
641,Water,Water,Water,Water,Forest
642,Water,Forest,NULL,Non_Wetland,Grassland
643,Water,Forest,NULL,Non_Wetland,Wetland
644,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
645,Water,Forest,NULL,Non_Wetland,Bareland
646,Water,Forest,NULL,Non_Wetland,Water
647,Water,Forest,NULL,Non_Wetland,Forest
648,Water,Forest,Non_Water,Non_Wetland,Grassland
649,Water,Forest,Non_Water,Non_Wetland,Wetland
650,Water,Forest,Non_Water,Non_Wetland,Water
651,Water,Forest,Non_Water,Non_Wetland,Forest
652,Water,Forest,Water,Non_Wetland,Grassland
653,Water,Forest,Water,Non_Wetland,Wetland
654,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
655,Water,Forest,Water,Non_Wetland,Bareland
656,Water,Forest,Water,Non_Wetland,Water
657,Water,Forest,Water,Non_Wetland,Forest
658,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
659,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
660,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
661,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
662,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
664,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
665,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
666,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
667,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
668,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
669,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
670,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
671,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
672,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
673,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
674,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
676,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
677,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
678,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
679,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
680,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
681,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
682,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
683,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
684,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
685,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
686,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
687,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
688,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
689,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
690,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
691,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
692,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
693,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
694,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
695,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
696,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
697,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
698,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
699,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
700,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
701,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
702,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
703,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
704,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
705,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
706,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
707,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
708,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
710,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
711,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
712,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
713,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
714,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
715,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
716,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
717,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
718,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
719,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
720,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
721,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
722,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
723,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
724,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
725,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
726,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
727,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
728,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
729,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
730,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
731,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
732,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
733,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
734,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
735,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
736,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
737,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
738,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
739,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
740,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
741,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
742,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
743,Permanent_ice_and_snow,Water,NULL,Water,Grassland
744,Permanent_ice_and_snow,Water,NULL,Water,Wetland
745,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
746,Permanent_ice_and_snow,Water,NULL,Water,Bareland
747,Permanent_ice_and_snow,Water,NULL,Water,Water
748,Permanent_ice_and_snow,Water,NULL,Water,Forest
749,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
750,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
751,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
752,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
753,Permanent_ice_and_snow,Water,Non_Water,Water,Water
754,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
755,Permanent_ice_and_snow,Water,Water,Water,Grassland
756,Permanent_ice_and_snow,Water,Water,Water,Wetland
757,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
758,Permanent_ice_and_snow,Water,Water,Water,Bareland
759,Permanent_ice_and_snow,Water,Water,Water,Water
760,Permanent_ice_and_snow,Water,Water,Water,Forest
761,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
762,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
763,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
764,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
765,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
766,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
767,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
768,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
769,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
772,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
773,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
774,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
775,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
776,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
777,Forest,NULL,NULL,Non_Wetland,NULL
778,Forest,NULL,NULL,Non_Wetland,Grassland
779,Forest,NULL,NULL,Non_Wetland,Wetland
780,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
781,Forest,NULL,NULL,Non_Wetland,Bareland
782,Forest,NULL,NULL,Non_Wetland,Built-up
783,Forest,NULL,NULL,Non_Wetland,Water
784,Forest,NULL,NULL,Non_Wetland,Forest
785,Forest,NULL,Non_Water,Non_Wetland,Grassland
786,Forest,NULL,Non_Water,Non_Wetland,Water
787,Forest,NULL,Non_Water,Non_Wetland,Forest
788,Forest,NULL,Water,Non_Wetland,Grassland
789,Forest,NULL,Water,Non_Wetland,Wetland
790,Forest,NULL,Water,Non_Wetland,Water
791,Forest,NULL,Water,Non_Wetland,Forest
792,Forest,Shrubland,NULL,Non_Wetland,Grassland
793,Forest,Shrubland,NULL,Non_Wetland,Wetland
794,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
795,Forest,Shrubland,NULL,Non_Wetland,Bareland
796,Forest,Shrubland,NULL,Non_Wetland,Built-up
797,Forest,Shrubland,NULL,Non_Wetland,Water
798,Forest,Shrubland,NULL,Non_Wetland,Forest
799,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
800,Forest,Shrubland,Non_Water,Non_Wetland,Water
801,Forest,Shrubland,Non_Water,Non_Wetland,Forest
802,Forest,Shrubland,Water,Non_Wetland,Forest
803,Forest,Grassland,NULL,Non_Wetland,Grassland
804,Forest,Grassland,NULL,Non_Wetland,Wetland
805,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
806,Forest,Grassland,NULL,Non_Wetland,Forest
807,Forest,Grassland,Non_Water,Non_Wetland,Forest
808,Forest,Grassland,Water,Non_Wetland,Grassland
809,Forest,Grassland,Water,Non_Wetland,Forest
810,Forest,Cropland,NULL,Non_Wetland,Grassland
811,Forest,Cropland,NULL,Non_Wetland,Wetland
812,Forest,Cropland,NULL,Non_Wetland,Bareland
813,Forest,Cropland,NULL,Non_Wetland,Forest
814,Forest,Cropland,Water,Non_Wetland,Water
815,Forest,Wetland,NULL,Wetland,NULL
816,Forest,Wetland,NULL,Wetland,Grassland
817,Forest,Wetland,NULL,Wetland,Wetland
818,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
819,Forest,Wetland,NULL,Wetland,Bareland
820,Forest,Wetland,NULL,Wetland,Water
821,Forest,Wetland,NULL,Wetland,Forest
822,Forest,Wetland,Non_Water,Wetland,NULL
823,Forest,Wetland,Non_Water,Wetland,Grassland
824,Forest,Wetland,Non_Water,Wetland,Wetland
825,Forest,Wetland,Non_Water,Wetland,Water
826,Forest,Wetland,Non_Water,Wetland,Forest
827,Forest,Wetland,Water,Wetland,NULL
828,Forest,Wetland,Water,Wetland,Grassland
829,Forest,Wetland,Water,Wetland,Wetland
830,Forest,Wetland,Water,Wetland,Water
831,Forest,Wetland,Water,Wetland,Forest
832,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
833,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
834,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
835,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
836,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
837,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
838,Forest,Bareland,NULL,Non_Wetland,NULL
839,Forest,Bareland,NULL,Non_Wetland,Grassland
840,Forest,Bareland,NULL,Non_Wetland,Wetland
841,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
842,Forest,Bareland,NULL,Non_Wetland,Bareland
843,Forest,Bareland,NULL,Non_Wetland,Built-up
844,Forest,Bareland,NULL,Non_Wetland,Water
845,Forest,Bareland,NULL,Non_Wetland,Forest
846,Forest,Bareland,Non_Water,Non_Wetland,Grassland
847,Forest,Bareland,Non_Water,Non_Wetland,Wetland
848,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
849,Forest,Bareland,Non_Water,Non_Wetland,Bareland
850,Forest,Bareland,Non_Water,Non_Wetland,Water
851,Forest,Bareland,Non_Water,Non_Wetland,Forest
852,Forest,Bareland,Water,Non_Wetland,Grassland
853,Forest,Bareland,Water,Non_Wetland,Wetland
854,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
855,Forest,Bareland,Water,Non_Wetland,Water
856,Forest,Bareland,Water,Non_Wetland,Forest
857,Forest,Built-up,NULL,Non_Wetland,Grassland
858,Forest,Built-up,NULL,Non_Wetland,Wetland
859,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
860,Forest,Built-up,NULL,Non_Wetland,Bareland
861,Forest,Built-up,NULL,Non_Wetland,Built-up
862,Forest,Built-up,NULL,Non_Wetland,Forest
863,Forest,Water,NULL,Water,Grassland
864,Forest,Water,NULL,Water,Wetland
865,Forest,Water,NULL,Water,Water
866,Forest,Water,NULL,Water,Forest
867,Forest,Water,Non_Water,Water,Wetland
868,Forest,Water,Non_Water,Water,Water
869,Forest,Water,Non_Water,Water,Forest
870,Forest,Water,Water,Water,Grassland
871,Forest,Water,Water,Water,Wetland
872,Forest,Water,Water,Water,Water
873,Forest,Water,Water,Water,Forest
874,Forest,Forest,NULL,Non_Wetland,NULL
875,Forest,Forest,NULL,Non_Wetland,Grassland
876,Forest,Forest,NULL,Non_Wetland,Wetland
877,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
878,Forest,Forest,NULL,Non_Wetland,Bareland
879,Forest,Forest,NULL,Non_Wetland,Built-up
880,Forest,Forest,NULL,Non_Wetland,Water
881,Forest,Forest,NULL,Non_Wetland,Forest
882,Forest,Forest,Non_Water,Non_Wetland,NULL
883,Forest,Forest,Non_Water,Non_Wetland,Grassland
884,Forest,Forest,Non_Water,Non_Wetland,Wetland
885,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
886,Forest,Forest,Non_Water,Non_Wetland,Bareland
887,Forest,Forest,Non_Water,Non_Wetland,Water
888,Forest,Forest,Non_Water,Non_Wetland,Forest
889,Forest,Forest,Water,Non_Wetland,Grassland
890,Forest,Forest,Water,Non_Wetland,Wetland
891,Forest,Forest,Water,Non_Wetland,Water
892,Forest,Forest,Water,Non_Wetland,Forest
