Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R,SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R,SIBERIA_2024_WorldCover_2021_44VLQ_M_R
484,Built-up,Bareland,Water,Non_Wetland,Wetland
485,Built-up,Bareland,Water,Non_Wetland,Bareland
486,Built-up,Bareland,Water,Non_Wetland,Built-up
487,Built-up,Bareland,Water,Non_Wetland,Water
488,Built-up,Bareland,Water,Non_Wetland,Forest
489,Built-up,Built-up,NULL,Non_Wetland,Grassland
490,Built-up,Built-up,NULL,Non_Wetland,Wetland
491,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
492,Built-up,Built-up,NULL,Non_Wetland,Bareland
493,Built-up,Built-up,NULL,Non_Wetland,Built-up
494,Built-up,Built-up,NULL,Non_Wetland,Water
495,Built-up,Built-up,NULL,Non_Wetland,Forest
496,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
497,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
498,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
499,Built-up,Built-up,Non_Water,Non_Wetland,Water
500,Built-up,Built-up,Non_Water,Non_Wetland,Forest
501,Built-up,Built-up,Water,Non_Wetland,Grassland
502,Built-up,Built-up,Water,Non_Wetland,Wetland
503,Built-up,Built-up,Water,Non_Wetland,Bareland
504,Built-up,Built-up,Water,Non_Wetland,Built-up
505,Built-up,Built-up,Water,Non_Wetland,Forest
506,Built-up,Water,NULL,Water,Wetland
507,Built-up,Water,NULL,Water,Bareland
508,Built-up,Water,NULL,Water,Built-up
509,Built-up,Water,NULL,Water,Water
510,Built-up,Water,NULL,Water,Forest
511,Built-up,Water,Non_Water,Water,Forest
512,Built-up,Water,Water,Water,Grassland
513,Built-up,Water,Water,Water,Wetland
514,Built-up,Water,Water,Water,Bareland
515,Built-up,Water,Water,Water,Built-up
516,Built-up,Water,Water,Water,Water
517,Built-up,Water,Water,Water,Forest
518,Built-up,Forest,NULL,Non_Wetland,NULL
519,Built-up,Forest,NULL,Non_Wetland,Grassland
520,Built-up,Forest,NULL,Non_Wetland,Wetland
521,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
522,Built-up,Forest,NULL,Non_Wetland,Bareland
523,Built-up,Forest,NULL,Non_Wetland,Built-up
524,Built-up,Forest,NULL,Non_Wetland,Water
525,Built-up,Forest,NULL,Non_Wetland,Forest
526,Built-up,Forest,Non_Water,Non_Wetland,Grassland
527,Built-up,Forest,Non_Water,Non_Wetland,Wetland
528,Built-up,Forest,Non_Water,Non_Wetland,Bareland
529,Built-up,Forest,Water,Non_Wetland,Grassland
530,Built-up,Forest,Water,Non_Wetland,Bareland
531,Built-up,Forest,Water,Non_Wetland,Water
532,Built-up,Forest,Water,Non_Wetland,Forest
533,Water,NULL,NULL,Non_Wetland,Grassland
534,Water,NULL,NULL,Non_Wetland,Wetland
535,Water,NULL,NULL,Non_Wetland,Water
536,Water,NULL,NULL,Non_Wetland,Forest
537,Water,NULL,Non_Water,Non_Wetland,Wetland
538,Water,NULL,Non_Water,Non_Wetland,Water
539,Water,NULL,Non_Water,Non_Wetland,Forest
540,Water,NULL,Water,Non_Wetland,Water
541,Water,NULL,Water,Non_Wetland,Forest
542,Water,Shrubland,NULL,Non_Wetland,Grassland
543,Water,Shrubland,NULL,Non_Wetland,Wetland
544,Water,Shrubland,NULL,Non_Wetland,Water
545,Water,Shrubland,NULL,Non_Wetland,Forest
546,Water,Shrubland,Non_Water,Non_Wetland,Forest
547,Water,Shrubland,Water,Non_Wetland,Grassland
548,Water,Shrubland,Water,Non_Wetland,Wetland
549,Water,Shrubland,Water,Non_Wetland,Water
550,Water,Shrubland,Water,Non_Wetland,Forest
551,Water,Grassland,NULL,Non_Wetland,Forest
552,Water,Wetland,NULL,Wetland,NULL
553,Water,Wetland,NULL,Wetland,Grassland
554,Water,Wetland,NULL,Wetland,Wetland
555,Water,Wetland,NULL,Wetland,Bareland
556,Water,Wetland,NULL,Wetland,Built-up
557,Water,Wetland,NULL,Wetland,Water
558,Water,Wetland,NULL,Wetland,Forest
559,Water,Wetland,Non_Water,Wetland,Grassland
560,Water,Wetland,Non_Water,Wetland,Wetland
561,Water,Wetland,Non_Water,Wetland,Bareland
562,Water,Wetland,Non_Water,Wetland,Water
563,Water,Wetland,Non_Water,Wetland,Forest
564,Water,Wetland,Water,Wetland,NULL
565,Water,Wetland,Water,Wetland,Grassland
566,Water,Wetland,Water,Wetland,Wetland
567,Water,Wetland,Water,Wetland,Lichens_and_Mosses
568,Water,Wetland,Water,Wetland,Bareland
569,Water,Wetland,Water,Wetland,Water
570,Water,Wetland,Water,Wetland,Forest
571,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
572,Water,Bareland,NULL,Non_Wetland,Grassland
573,Water,Bareland,NULL,Non_Wetland,Wetland
574,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
575,Water,Bareland,NULL,Non_Wetland,Bareland
576,Water,Bareland,NULL,Non_Wetland,Built-up
577,Water,Bareland,NULL,Non_Wetland,Water
578,Water,Bareland,NULL,Non_Wetland,Forest
579,Water,Bareland,Non_Water,Non_Wetland,Grassland
580,Water,Bareland,Non_Water,Non_Wetland,Wetland
581,Water,Bareland,Non_Water,Non_Wetland,Bareland
582,Water,Bareland,Non_Water,Non_Wetland,Water
583,Water,Bareland,Non_Water,Non_Wetland,Forest
584,Water,Bareland,Water,Non_Wetland,Grassland
585,Water,Bareland,Water,Non_Wetland,Wetland
586,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
587,Water,Bareland,Water,Non_Wetland,Bareland
588,Water,Bareland,Water,Non_Wetland,Water
589,Water,Bareland,Water,Non_Wetland,Forest
590,Water,Built-up,NULL,Non_Wetland,Grassland
591,Water,Built-up,NULL,Non_Wetland,Wetland
592,Water,Built-up,NULL,Non_Wetland,Bareland
593,Water,Built-up,NULL,Non_Wetland,Built-up
594,Water,Built-up,NULL,Non_Wetland,Water
595,Water,Built-up,NULL,Non_Wetland,Forest
596,Water,Built-up,Water,Non_Wetland,Grassland
597,Water,Built-up,Water,Non_Wetland,Bareland
598,Water,Built-up,Water,Non_Wetland,Water
599,Water,Built-up,Water,Non_Wetland,Forest
600,Water,Water,NULL,Water,Grassland
601,Water,Water,NULL,Water,Wetland
602,Water,Water,NULL,Water,Lichens_and_Mosses
603,Water,Water,NULL,Water,Bareland
604,Water,Water,NULL,Water,Water
605,Water,Water,NULL,Water,Forest
606,Water,Water,Non_Water,Water,Grassland
607,Water,Water,Non_Water,Water,Wetland
608,Water,Water,Non_Water,Water,Bareland
609,Water,Water,Non_Water,Water,Water
610,Water,Water,Non_Water,Water,Forest
611,Water,Water,Water,Water,Grassland
612,Water,Water,Water,Water,Wetland
613,Water,Water,Water,Water,Lichens_and_Mosses
614,Water,Water,Water,Water,Bareland
615,Water,Water,Water,Water,Water
616,Water,Water,Water,Water,Forest
617,Water,Forest,NULL,Non_Wetland,Grassland
618,Water,Forest,NULL,Non_Wetland,Wetland
619,Water,Forest,NULL,Non_Wetland,Water
620,Water,Forest,NULL,Non_Wetland,Forest
621,Water,Forest,Non_Water,Non_Wetland,Grassland
622,Water,Forest,Non_Water,Non_Wetland,Wetland
623,Water,Forest,Non_Water,Non_Wetland,Water
624,Water,Forest,Non_Water,Non_Wetland,Forest
625,Water,Forest,Water,Non_Wetland,NULL
626,Water,Forest,Water,Non_Wetland,Grassland
627,Water,Forest,Water,Non_Wetland,Wetland
628,Water,Forest,Water,Non_Wetland,Bareland
629,Water,Forest,Water,Non_Wetland,Water
630,Water,Forest,Water,Non_Wetland,Forest
631,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
632,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
633,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
634,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
635,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
636,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
637,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
638,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
639,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
640,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
641,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
642,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
643,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
644,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
645,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
646,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
647,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
648,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
649,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
650,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
651,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
652,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
653,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
654,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
655,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
656,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
657,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
658,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
659,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
660,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
661,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
662,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
663,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
664,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
665,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
666,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
667,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
668,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
669,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
670,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
671,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
672,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
674,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
677,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
678,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
679,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
680,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
682,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
683,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
684,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
685,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
686,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
687,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
688,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
689,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
690,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
691,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
692,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
694,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
695,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
696,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
697,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
698,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
699,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
700,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
701,Permanent_ice_and_snow,Water,NULL,Water,Grassland
702,Permanent_ice_and_snow,Water,NULL,Water,Wetland
703,Permanent_ice_and_snow,Water,NULL,Water,Water
704,Permanent_ice_and_snow,Water,NULL,Water,Forest
705,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
706,Permanent_ice_and_snow,Water,Non_Water,Water,Water
707,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
708,Permanent_ice_and_snow,Water,Water,Water,Grassland
709,Permanent_ice_and_snow,Water,Water,Water,Wetland
710,Permanent_ice_and_snow,Water,Water,Water,Bareland
711,Permanent_ice_and_snow,Water,Water,Water,Water
712,Permanent_ice_and_snow,Water,Water,Water,Forest
713,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
714,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
715,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
716,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
717,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
718,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
719,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
720,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
721,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
722,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
723,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
724,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
725,Forest,NULL,NULL,Non_Wetland,NULL
726,Forest,NULL,NULL,Non_Wetland,Grassland
727,Forest,NULL,NULL,Non_Wetland,Wetland
728,Forest,NULL,NULL,Non_Wetland,Built-up
729,Forest,NULL,NULL,Non_Wetland,Water
730,Forest,NULL,NULL,Non_Wetland,Forest
731,Forest,NULL,Non_Water,Non_Wetland,Wetland
732,Forest,NULL,Non_Water,Non_Wetland,Forest
733,Forest,NULL,Water,Non_Wetland,Grassland
734,Forest,NULL,Water,Non_Wetland,Wetland
735,Forest,NULL,Water,Non_Wetland,Water
736,Forest,NULL,Water,Non_Wetland,Forest
737,Forest,Shrubland,NULL,Non_Wetland,NULL
738,Forest,Shrubland,NULL,Non_Wetland,Grassland
739,Forest,Shrubland,NULL,Non_Wetland,Wetland
740,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
741,Forest,Shrubland,NULL,Non_Wetland,Built-up
742,Forest,Shrubland,NULL,Non_Wetland,Forest
743,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
744,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
745,Forest,Shrubland,Non_Water,Non_Wetland,Forest
746,Forest,Shrubland,Water,Non_Wetland,Wetland
747,Forest,Shrubland,Water,Non_Wetland,Forest
748,Forest,Grassland,NULL,Non_Wetland,NULL
749,Forest,Grassland,NULL,Non_Wetland,Grassland
750,Forest,Grassland,NULL,Non_Wetland,Wetland
751,Forest,Grassland,NULL,Non_Wetland,Bareland
752,Forest,Grassland,NULL,Non_Wetland,Built-up
753,Forest,Grassland,NULL,Non_Wetland,Forest
754,Forest,Grassland,Non_Water,Non_Wetland,Grassland
755,Forest,Grassland,Non_Water,Non_Wetland,Forest
756,Forest,Grassland,Water,Non_Wetland,Grassland
757,Forest,Grassland,Water,Non_Wetland,Forest
758,Forest,Cropland,NULL,Non_Wetland,Forest
759,Forest,Cropland,Non_Water,Non_Wetland,Forest
760,Forest,Cropland,Water,Non_Wetland,Forest
761,Forest,Wetland,NULL,Wetland,NULL
762,Forest,Wetland,NULL,Wetland,Grassland
763,Forest,Wetland,NULL,Wetland,Wetland
764,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
765,Forest,Wetland,NULL,Wetland,Bareland
766,Forest,Wetland,NULL,Wetland,Built-up
767,Forest,Wetland,NULL,Wetland,Water
768,Forest,Wetland,NULL,Wetland,Forest
769,Forest,Wetland,Non_Water,Wetland,NULL
770,Forest,Wetland,Non_Water,Wetland,Grassland
771,Forest,Wetland,Non_Water,Wetland,Wetland
772,Forest,Wetland,Non_Water,Wetland,Water
773,Forest,Wetland,Non_Water,Wetland,Forest
774,Forest,Wetland,Water,Wetland,NULL
775,Forest,Wetland,Water,Wetland,Grassland
776,Forest,Wetland,Water,Wetland,Wetland
777,Forest,Wetland,Water,Wetland,Bareland
778,Forest,Wetland,Water,Wetland,Water
779,Forest,Wetland,Water,Wetland,Forest
780,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
781,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
782,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
783,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
784,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
785,Forest,Bareland,NULL,Non_Wetland,NULL
786,Forest,Bareland,NULL,Non_Wetland,Grassland
787,Forest,Bareland,NULL,Non_Wetland,Wetland
788,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
789,Forest,Bareland,NULL,Non_Wetland,Bareland
790,Forest,Bareland,NULL,Non_Wetland,Built-up
791,Forest,Bareland,NULL,Non_Wetland,Water
792,Forest,Bareland,NULL,Non_Wetland,Forest
793,Forest,Bareland,Non_Water,Non_Wetland,Grassland
794,Forest,Bareland,Non_Water,Non_Wetland,Wetland
795,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
796,Forest,Bareland,Non_Water,Non_Wetland,Bareland
797,Forest,Bareland,Non_Water,Non_Wetland,Built-up
798,Forest,Bareland,Non_Water,Non_Wetland,Water
799,Forest,Bareland,Non_Water,Non_Wetland,Forest
800,Forest,Bareland,Water,Non_Wetland,Grassland
801,Forest,Bareland,Water,Non_Wetland,Wetland
802,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
803,Forest,Bareland,Water,Non_Wetland,Bareland
804,Forest,Bareland,Water,Non_Wetland,Built-up
805,Forest,Bareland,Water,Non_Wetland,Water
806,Forest,Bareland,Water,Non_Wetland,Forest
807,Forest,Built-up,NULL,Non_Wetland,Grassland
808,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
809,Forest,Built-up,NULL,Non_Wetland,Bareland
810,Forest,Built-up,NULL,Non_Wetland,Built-up
811,Forest,Built-up,NULL,Non_Wetland,Forest
812,Forest,Built-up,Non_Water,Non_Wetland,Built-up
813,Forest,Built-up,Non_Water,Non_Wetland,Forest
814,Forest,Built-up,Water,Non_Wetland,Forest
815,Forest,Water,NULL,Water,Grassland
816,Forest,Water,NULL,Water,Wetland
817,Forest,Water,NULL,Water,Water
818,Forest,Water,NULL,Water,Forest
819,Forest,Water,Non_Water,Water,Wetland
820,Forest,Water,Non_Water,Water,Water
821,Forest,Water,Non_Water,Water,Forest
822,Forest,Water,Water,Water,Grassland
823,Forest,Water,Water,Water,Wetland
824,Forest,Water,Water,Water,Water
825,Forest,Water,Water,Water,Forest
826,Forest,Forest,NULL,Non_Wetland,NULL
827,Forest,Forest,NULL,Non_Wetland,Grassland
828,Forest,Forest,NULL,Non_Wetland,Wetland
829,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
830,Forest,Forest,NULL,Non_Wetland,Bareland
831,Forest,Forest,NULL,Non_Wetland,Built-up
832,Forest,Forest,NULL,Non_Wetland,Water
833,Forest,Forest,NULL,Non_Wetland,Forest
834,Forest,Forest,Non_Water,Non_Wetland,NULL
835,Forest,Forest,Non_Water,Non_Wetland,Grassland
836,Forest,Forest,Non_Water,Non_Wetland,Wetland
837,Forest,Forest,Non_Water,Non_Wetland,Water
838,Forest,Forest,Non_Water,Non_Wetland,Forest
839,Forest,Forest,Water,Non_Wetland,NULL
840,Forest,Forest,Water,Non_Wetland,Grassland
841,Forest,Forest,Water,Non_Wetland,Wetland
842,Forest,Forest,Water,Non_Wetland,Water
843,Forest,Forest,Water,Non_Wetland,Forest
