Value,SIBERIA_2024_ESA_CALU_2024_43XDA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43XDA_M_R,SIBERIA_2024_GLC_FCS30D_2022_43XDA_M_R,SIBERIA_2024_GSW_Yearly_2021_43XDA_M_R,SIBERIA_2024_GWL_FCS30D_2022_43XDA_M_R,SIBERIA_2024_WorldCover_2021_43XDA_M_R
406,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
407,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
408,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
409,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
410,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
411,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
412,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
413,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
414,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
415,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
416,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
417,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
418,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
419,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
420,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
421,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
422,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
423,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
424,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
425,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
426,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
427,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
428,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
429,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
430,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
431,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
432,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
433,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
434,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
435,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
436,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
437,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
438,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
439,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
440,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
441,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
442,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
443,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
444,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
445,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
446,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
447,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
448,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
449,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
450,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
451,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
452,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
453,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
454,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
455,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
456,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
457,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
458,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
459,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
460,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
461,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
462,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
463,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
464,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
465,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
466,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
468,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
469,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
470,NULL,Forest,Wetland,NULL,Wetland,Wetland
471,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
472,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
473,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
474,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
475,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
476,NULL,Forest,Bareland,NULL,Non_Wetland,Water
477,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
478,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
479,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
480,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
481,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
482,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
483,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
484,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
485,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
486,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
487,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
488,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
489,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
490,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
491,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
492,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
493,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
494,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
495,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
496,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
497,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
498,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
499,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
500,Shrubland,NULL,Wetland,NULL,NULL,Grassland
501,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
502,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
503,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
504,Shrubland,NULL,Wetland,NULL,Wetland,Water
505,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
506,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
507,Shrubland,NULL,Wetland,Non_Water,Wetland,Bareland
508,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
509,Shrubland,NULL,Wetland,Water,Wetland,Wetland
510,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
511,Shrubland,NULL,Wetland,Water,Wetland,Bareland
512,Shrubland,NULL,Wetland,Water,Wetland,Water
513,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
514,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
515,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
516,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
517,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
518,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
519,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
520,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
521,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
522,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
523,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
524,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
525,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
526,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
527,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
528,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
529,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
530,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
531,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
532,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
533,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
534,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
535,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
536,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
537,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
538,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
539,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
540,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
541,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
542,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
543,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
544,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
545,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
546,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
547,Shrubland,NULL,Water,NULL,Water,Grassland
548,Shrubland,NULL,Water,NULL,Water,Wetland
549,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
550,Shrubland,NULL,Water,NULL,Water,Water
551,Shrubland,NULL,Water,Non_Water,Water,Wetland
552,Shrubland,NULL,Water,Water,Water,Wetland
553,Shrubland,NULL,Water,Water,Water,Water
554,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
555,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
556,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
557,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
558,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
559,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
560,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
561,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
562,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
563,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
564,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
565,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
566,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
567,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
568,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
569,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
570,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
571,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
572,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
573,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
574,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
575,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
576,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
577,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
578,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
579,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
580,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
581,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
582,Shrubland,Wetland,Wetland,NULL,Wetland,Water
583,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
584,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
585,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
586,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
587,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
588,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
589,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
590,Shrubland,Wetland,Wetland,Water,Wetland,Water
591,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
592,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
593,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
594,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
595,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
596,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
597,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
598,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
599,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
600,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
601,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
602,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
603,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
604,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
605,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
606,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
607,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
608,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
609,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
610,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
611,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
612,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
613,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
614,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
615,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
616,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
617,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
618,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
619,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
620,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
621,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
622,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
623,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
624,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
625,Shrubland,Wetland,Water,NULL,Water,Grassland
626,Shrubland,Wetland,Water,NULL,Water,Wetland
627,Shrubland,Wetland,Water,NULL,Water,Bareland
628,Shrubland,Wetland,Water,NULL,Water,Water
629,Shrubland,Wetland,Water,Non_Water,Water,Wetland
630,Shrubland,Wetland,Water,Non_Water,Water,Water
631,Shrubland,Wetland,Water,Water,Water,Grassland
632,Shrubland,Wetland,Water,Water,Water,Wetland
633,Shrubland,Wetland,Water,Water,Water,Water
634,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
635,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
636,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
637,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
638,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
639,Shrubland,Bareland,Wetland,NULL,Wetland,Water
640,Shrubland,Bareland,Wetland,Water,Wetland,Water
641,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
642,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
643,Shrubland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
644,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Water
645,Shrubland,Bareland,Bareland,Water,Non_Wetland,Wetland
646,Shrubland,Bareland,Water,NULL,Water,Water
647,Shrubland,Bareland,Water,Water,Water,Water
648,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
649,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
650,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
651,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
652,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
653,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
654,Shrubland,Water,Grassland,Water,Non_Wetland,Water
655,Shrubland,Water,Wetland,NULL,Wetland,Wetland
656,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
657,Shrubland,Water,Wetland,NULL,Wetland,Bareland
658,Shrubland,Water,Wetland,NULL,Wetland,Water
659,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
660,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
661,Shrubland,Water,Wetland,Non_Water,Wetland,Bareland
662,Shrubland,Water,Wetland,Non_Water,Wetland,Water
663,Shrubland,Water,Wetland,Water,Wetland,Wetland
664,Shrubland,Water,Wetland,Water,Wetland,Water
665,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
666,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
667,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
668,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
669,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
670,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
671,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
672,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
673,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
674,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
675,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
676,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
677,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
678,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
679,Shrubland,Water,Bareland,Water,Non_Wetland,Water
680,Shrubland,Water,Water,NULL,Water,Wetland
681,Shrubland,Water,Water,NULL,Water,Water
682,Shrubland,Water,Water,Non_Water,Water,Wetland
683,Shrubland,Water,Water,Non_Water,Water,Water
684,Shrubland,Water,Water,Water,Water,Grassland
685,Shrubland,Water,Water,Water,Water,Wetland
686,Shrubland,Water,Water,Water,Water,Water
687,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
688,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
689,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
690,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
691,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
692,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
693,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
694,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
695,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
696,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
697,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
698,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
699,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
700,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
701,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
702,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
703,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
704,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
705,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
706,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
707,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
708,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
709,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
710,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
711,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
712,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
713,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
714,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
715,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
716,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
717,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
718,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
719,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
720,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
721,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
722,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
723,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
724,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
725,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
726,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
727,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
728,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
729,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
730,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
731,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
732,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
733,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
734,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
735,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
736,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
737,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
738,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
739,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
740,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
741,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
742,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
743,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
744,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
745,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
746,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
747,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
748,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
749,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
750,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
751,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
752,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
753,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
754,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
755,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
756,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
757,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
758,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
759,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
760,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
761,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
762,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
763,Shrubland,Forest,Wetland,Water,Wetland,Wetland
764,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
765,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
766,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
767,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
768,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
769,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
770,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
771,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
