Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,SIBERIA_2024_WorldCover_2021_43WDM_M_R
474,Bareland,Forest,Water,Non_Wetland,Water
475,Bareland,Forest,Water,Non_Wetland,Forest
476,Built-up,NULL,NULL,Non_Wetland,Forest
477,Built-up,Shrubland,NULL,Non_Wetland,Grassland
478,Built-up,Shrubland,NULL,Non_Wetland,Wetland
479,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
480,Built-up,Shrubland,NULL,Non_Wetland,Bareland
481,Built-up,Shrubland,NULL,Non_Wetland,Built-up
482,Built-up,Shrubland,NULL,Non_Wetland,Forest
483,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
484,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
485,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
486,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
487,Built-up,Shrubland,Non_Water,Non_Wetland,Water
488,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
489,Built-up,Shrubland,Water,Non_Wetland,Wetland
490,Built-up,Grassland,NULL,Non_Wetland,Grassland
491,Built-up,Grassland,NULL,Non_Wetland,Wetland
492,Built-up,Grassland,NULL,Non_Wetland,Bareland
493,Built-up,Grassland,NULL,Non_Wetland,Built-up
494,Built-up,Grassland,NULL,Non_Wetland,Forest
495,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
496,Built-up,Wetland,NULL,Wetland,Grassland
497,Built-up,Wetland,NULL,Wetland,Wetland
498,Built-up,Wetland,NULL,Wetland,Water
499,Built-up,Wetland,NULL,Wetland,Forest
500,Built-up,Wetland,Non_Water,Wetland,Grassland
501,Built-up,Wetland,Non_Water,Wetland,Water
502,Built-up,Wetland,Water,Wetland,Grassland
503,Built-up,Wetland,Water,Wetland,Water
504,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
505,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
506,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
507,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
508,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
509,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
510,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
511,Built-up,Bareland,NULL,Non_Wetland,Grassland
512,Built-up,Bareland,NULL,Non_Wetland,Wetland
513,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
514,Built-up,Bareland,NULL,Non_Wetland,Bareland
515,Built-up,Bareland,NULL,Non_Wetland,Built-up
516,Built-up,Bareland,NULL,Non_Wetland,Water
517,Built-up,Bareland,NULL,Non_Wetland,Forest
518,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
519,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
520,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
521,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
522,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
523,Built-up,Bareland,Non_Water,Non_Wetland,Water
524,Built-up,Bareland,Non_Water,Non_Wetland,Forest
525,Built-up,Bareland,Water,Non_Wetland,Grassland
526,Built-up,Bareland,Water,Non_Wetland,Wetland
527,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
528,Built-up,Bareland,Water,Non_Wetland,Bareland
529,Built-up,Bareland,Water,Non_Wetland,Built-up
530,Built-up,Bareland,Water,Non_Wetland,Water
531,Built-up,Bareland,Water,Non_Wetland,Forest
532,Built-up,Built-up,NULL,Non_Wetland,Grassland
533,Built-up,Built-up,NULL,Non_Wetland,Wetland
534,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
535,Built-up,Built-up,NULL,Non_Wetland,Bareland
536,Built-up,Built-up,NULL,Non_Wetland,Built-up
537,Built-up,Built-up,NULL,Non_Wetland,Water
538,Built-up,Built-up,NULL,Non_Wetland,Forest
539,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
540,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
541,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
542,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
543,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
544,Built-up,Built-up,Non_Water,Non_Wetland,Water
545,Built-up,Built-up,Non_Water,Non_Wetland,Forest
546,Built-up,Built-up,Water,Non_Wetland,Grassland
547,Built-up,Built-up,Water,Non_Wetland,Wetland
548,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
549,Built-up,Built-up,Water,Non_Wetland,Bareland
550,Built-up,Built-up,Water,Non_Wetland,Built-up
551,Built-up,Built-up,Water,Non_Wetland,Water
552,Built-up,Water,NULL,Water,Wetland
553,Built-up,Water,NULL,Water,Water
554,Built-up,Water,NULL,Water,Forest
555,Built-up,Water,Non_Water,Water,Grassland
556,Built-up,Water,Non_Water,Water,Wetland
557,Built-up,Water,Non_Water,Water,Water
558,Built-up,Water,Water,Water,Grassland
559,Built-up,Water,Water,Water,Wetland
560,Built-up,Water,Water,Water,Bareland
561,Built-up,Water,Water,Water,Water
562,Built-up,Water,Water,Water,Forest
563,Built-up,Forest,NULL,Non_Wetland,Grassland
564,Built-up,Forest,NULL,Non_Wetland,Wetland
565,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
566,Built-up,Forest,NULL,Non_Wetland,Bareland
567,Built-up,Forest,NULL,Non_Wetland,Built-up
568,Built-up,Forest,NULL,Non_Wetland,Water
569,Built-up,Forest,NULL,Non_Wetland,Forest
570,Built-up,Forest,Non_Water,Non_Wetland,Grassland
571,Built-up,Forest,Non_Water,Non_Wetland,Wetland
572,Built-up,Forest,Non_Water,Non_Wetland,Forest
573,Built-up,Forest,Water,Non_Wetland,Grassland
574,Built-up,Forest,Water,Non_Wetland,Wetland
575,Built-up,Forest,Water,Non_Wetland,Water
576,Water,NULL,NULL,Non_Wetland,Grassland
577,Water,NULL,NULL,Non_Wetland,Wetland
578,Water,NULL,NULL,Non_Wetland,Bareland
579,Water,NULL,NULL,Non_Wetland,Water
580,Water,NULL,NULL,Non_Wetland,Forest
581,Water,NULL,Non_Water,Non_Wetland,Grassland
582,Water,NULL,Non_Water,Non_Wetland,Wetland
583,Water,NULL,Non_Water,Non_Wetland,Water
584,Water,NULL,Non_Water,Non_Wetland,Forest
585,Water,NULL,Water,Non_Wetland,Grassland
586,Water,NULL,Water,Non_Wetland,Wetland
587,Water,NULL,Water,Non_Wetland,Water
588,Water,NULL,Water,Non_Wetland,Forest
589,Water,Shrubland,NULL,Non_Wetland,Grassland
590,Water,Shrubland,NULL,Non_Wetland,Wetland
591,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
592,Water,Shrubland,NULL,Non_Wetland,Bareland
593,Water,Shrubland,NULL,Non_Wetland,Water
594,Water,Shrubland,NULL,Non_Wetland,Forest
595,Water,Shrubland,Non_Water,Non_Wetland,Grassland
596,Water,Shrubland,Non_Water,Non_Wetland,Wetland
597,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
598,Water,Shrubland,Non_Water,Non_Wetland,Bareland
599,Water,Shrubland,Non_Water,Non_Wetland,Water
600,Water,Shrubland,Non_Water,Non_Wetland,Permanent_ice_and_snow
601,Water,Shrubland,Non_Water,Non_Wetland,Forest
602,Water,Shrubland,Water,Non_Wetland,Grassland
603,Water,Shrubland,Water,Non_Wetland,Wetland
604,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
605,Water,Shrubland,Water,Non_Wetland,Bareland
606,Water,Shrubland,Water,Non_Wetland,Water
607,Water,Shrubland,Water,Non_Wetland,Forest
608,Water,Grassland,NULL,Non_Wetland,Grassland
609,Water,Grassland,NULL,Non_Wetland,Water
610,Water,Grassland,NULL,Non_Wetland,Forest
611,Water,Grassland,Non_Water,Non_Wetland,Grassland
612,Water,Grassland,Non_Water,Non_Wetland,Wetland
613,Water,Grassland,Non_Water,Non_Wetland,Water
614,Water,Grassland,Non_Water,Non_Wetland,Forest
615,Water,Grassland,Water,Non_Wetland,Grassland
616,Water,Grassland,Water,Non_Wetland,Wetland
617,Water,Grassland,Water,Non_Wetland,Water
618,Water,Grassland,Water,Non_Wetland,Forest
619,Water,Cropland,NULL,Non_Wetland,Grassland
620,Water,Cropland,Non_Water,Non_Wetland,Grassland
621,Water,Wetland,NULL,Wetland,Grassland
622,Water,Wetland,NULL,Wetland,Wetland
623,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
624,Water,Wetland,NULL,Wetland,Bareland
625,Water,Wetland,NULL,Wetland,Water
626,Water,Wetland,NULL,Wetland,Forest
627,Water,Wetland,Non_Water,Wetland,Grassland
628,Water,Wetland,Non_Water,Wetland,Wetland
629,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
630,Water,Wetland,Non_Water,Wetland,Bareland
631,Water,Wetland,Non_Water,Wetland,Water
632,Water,Wetland,Non_Water,Wetland,Forest
633,Water,Wetland,Water,Wetland,Grassland
634,Water,Wetland,Water,Wetland,Wetland
635,Water,Wetland,Water,Wetland,Lichens_and_Mosses
636,Water,Wetland,Water,Wetland,Bareland
637,Water,Wetland,Water,Wetland,Water
638,Water,Wetland,Water,Wetland,Forest
639,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
640,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
641,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
642,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
643,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
644,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
645,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
646,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
647,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
648,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
649,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
650,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
651,Water,Bareland,NULL,Non_Wetland,Grassland
652,Water,Bareland,NULL,Non_Wetland,Wetland
653,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
654,Water,Bareland,NULL,Non_Wetland,Bareland
655,Water,Bareland,NULL,Non_Wetland,Water
656,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
657,Water,Bareland,NULL,Non_Wetland,Forest
658,Water,Bareland,Non_Water,Non_Wetland,Grassland
659,Water,Bareland,Non_Water,Non_Wetland,Wetland
660,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
661,Water,Bareland,Non_Water,Non_Wetland,Bareland
662,Water,Bareland,Non_Water,Non_Wetland,Water
663,Water,Bareland,Non_Water,Non_Wetland,Forest
664,Water,Bareland,Water,Non_Wetland,Grassland
665,Water,Bareland,Water,Non_Wetland,Wetland
666,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
667,Water,Bareland,Water,Non_Wetland,Bareland
668,Water,Bareland,Water,Non_Wetland,Water
669,Water,Bareland,Water,Non_Wetland,Forest
670,Water,Built-up,NULL,Non_Wetland,Grassland
671,Water,Built-up,NULL,Non_Wetland,Wetland
672,Water,Built-up,NULL,Non_Wetland,Bareland
673,Water,Built-up,NULL,Non_Wetland,Water
674,Water,Built-up,NULL,Non_Wetland,Forest
675,Water,Built-up,Non_Water,Non_Wetland,Grassland
676,Water,Built-up,Non_Water,Non_Wetland,Wetland
677,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
678,Water,Built-up,Non_Water,Non_Wetland,Bareland
679,Water,Built-up,Non_Water,Non_Wetland,Water
680,Water,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
681,Water,Built-up,Non_Water,Non_Wetland,Forest
682,Water,Built-up,Water,Non_Wetland,Grassland
683,Water,Built-up,Water,Non_Wetland,Wetland
684,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
685,Water,Built-up,Water,Non_Wetland,Bareland
686,Water,Built-up,Water,Non_Wetland,Water
687,Water,Built-up,Water,Non_Wetland,Forest
688,Water,Water,NULL,Water,Grassland
689,Water,Water,NULL,Water,Wetland
690,Water,Water,NULL,Water,Lichens_and_Mosses
691,Water,Water,NULL,Water,Bareland
692,Water,Water,NULL,Water,Water
693,Water,Water,NULL,Water,Forest
694,Water,Water,Non_Water,Water,Grassland
695,Water,Water,Non_Water,Water,Wetland
696,Water,Water,Non_Water,Water,Lichens_and_Mosses
697,Water,Water,Non_Water,Water,Bareland
698,Water,Water,Non_Water,Water,Water
699,Water,Water,Non_Water,Water,Forest
700,Water,Water,Water,Water,Grassland
701,Water,Water,Water,Water,Wetland
702,Water,Water,Water,Water,Lichens_and_Mosses
703,Water,Water,Water,Water,Bareland
704,Water,Water,Water,Water,Water
705,Water,Water,Water,Water,Permanent_ice_and_snow
706,Water,Water,Water,Water,Forest
707,Water,Forest,NULL,Non_Wetland,Grassland
708,Water,Forest,NULL,Non_Wetland,Wetland
709,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
710,Water,Forest,NULL,Non_Wetland,Bareland
711,Water,Forest,NULL,Non_Wetland,Water
712,Water,Forest,NULL,Non_Wetland,Forest
713,Water,Forest,Non_Water,Non_Wetland,Grassland
714,Water,Forest,Non_Water,Non_Wetland,Wetland
715,Water,Forest,Non_Water,Non_Wetland,Bareland
716,Water,Forest,Non_Water,Non_Wetland,Water
717,Water,Forest,Non_Water,Non_Wetland,Forest
718,Water,Forest,Water,Non_Wetland,Grassland
719,Water,Forest,Water,Non_Wetland,Wetland
720,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
721,Water,Forest,Water,Non_Wetland,Bareland
722,Water,Forest,Water,Non_Wetland,Water
723,Water,Forest,Water,Non_Wetland,Forest
724,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
725,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
726,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
727,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
728,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
729,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
730,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
731,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
732,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
733,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
734,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
735,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
736,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
737,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
738,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
739,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
740,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
741,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
742,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
743,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
744,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
745,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
746,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
747,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
748,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
749,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
750,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
751,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
752,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
753,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
754,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
755,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
756,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
757,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
758,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
759,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
760,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
761,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
763,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
764,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
766,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
767,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
768,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
769,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
770,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
771,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
772,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
773,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
774,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
775,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
776,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
777,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
778,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
782,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
783,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
784,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
785,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
786,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
787,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
788,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
789,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
790,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
791,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
792,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
793,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
794,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
795,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
797,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
798,Permanent_ice_and_snow,Water,NULL,Water,Grassland
799,Permanent_ice_and_snow,Water,NULL,Water,Wetland
800,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
801,Permanent_ice_and_snow,Water,NULL,Water,Bareland
802,Permanent_ice_and_snow,Water,NULL,Water,Water
803,Permanent_ice_and_snow,Water,NULL,Water,Forest
804,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
805,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
806,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
807,Permanent_ice_and_snow,Water,Water,Water,Wetland
808,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
809,Permanent_ice_and_snow,Water,Water,Water,Bareland
810,Permanent_ice_and_snow,Water,Water,Water,Water
811,Permanent_ice_and_snow,Water,Water,Water,Forest
812,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
813,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
814,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
815,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
816,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
817,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
818,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
819,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
820,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
821,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
822,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
823,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
824,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
825,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
826,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
827,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
828,Forest,NULL,NULL,Non_Wetland,NULL
829,Forest,NULL,NULL,Non_Wetland,Grassland
830,Forest,NULL,NULL,Non_Wetland,Wetland
831,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
832,Forest,NULL,NULL,Non_Wetland,Bareland
833,Forest,NULL,NULL,Non_Wetland,Built-up
834,Forest,NULL,NULL,Non_Wetland,Water
835,Forest,NULL,NULL,Non_Wetland,Forest
836,Forest,NULL,Non_Water,Non_Wetland,Grassland
837,Forest,NULL,Non_Water,Non_Wetland,Wetland
838,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
839,Forest,NULL,Non_Water,Non_Wetland,Water
840,Forest,NULL,Non_Water,Non_Wetland,Forest
841,Forest,NULL,Water,Non_Wetland,Grassland
842,Forest,NULL,Water,Non_Wetland,Wetland
843,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
844,Forest,NULL,Water,Non_Wetland,Bareland
845,Forest,NULL,Water,Non_Wetland,Water
846,Forest,NULL,Water,Non_Wetland,Forest
847,Forest,Shrubland,NULL,Non_Wetland,Grassland
848,Forest,Shrubland,NULL,Non_Wetland,Wetland
849,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
850,Forest,Shrubland,NULL,Non_Wetland,Bareland
851,Forest,Shrubland,NULL,Non_Wetland,Water
852,Forest,Shrubland,NULL,Non_Wetland,Forest
853,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
854,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
855,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
856,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
857,Forest,Shrubland,Non_Water,Non_Wetland,Water
858,Forest,Shrubland,Non_Water,Non_Wetland,Forest
859,Forest,Shrubland,Water,Non_Wetland,Grassland
860,Forest,Shrubland,Water,Non_Wetland,Wetland
861,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
862,Forest,Shrubland,Water,Non_Wetland,Bareland
863,Forest,Shrubland,Water,Non_Wetland,Water
864,Forest,Shrubland,Water,Non_Wetland,Forest
865,Forest,Grassland,NULL,Non_Wetland,Grassland
866,Forest,Grassland,NULL,Non_Wetland,Wetland
867,Forest,Grassland,NULL,Non_Wetland,Bareland
868,Forest,Grassland,NULL,Non_Wetland,Forest
869,Forest,Grassland,Non_Water,Non_Wetland,Grassland
870,Forest,Grassland,Non_Water,Non_Wetland,Wetland
871,Forest,Grassland,Non_Water,Non_Wetland,Forest
872,Forest,Grassland,Water,Non_Wetland,Grassland
873,Forest,Grassland,Water,Non_Wetland,Wetland
874,Forest,Grassland,Water,Non_Wetland,Forest
875,Forest,Cropland,NULL,Non_Wetland,Grassland
876,Forest,Cropland,NULL,Non_Wetland,Wetland
877,Forest,Cropland,NULL,Non_Wetland,Bareland
878,Forest,Cropland,NULL,Non_Wetland,Forest
879,Forest,Cropland,Non_Water,Non_Wetland,Grassland
880,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
881,Forest,Wetland,NULL,Wetland,NULL
882,Forest,Wetland,NULL,Wetland,Grassland
883,Forest,Wetland,NULL,Wetland,Wetland
884,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
885,Forest,Wetland,NULL,Wetland,Bareland
886,Forest,Wetland,NULL,Wetland,Built-up
887,Forest,Wetland,NULL,Wetland,Water
888,Forest,Wetland,NULL,Wetland,Forest
889,Forest,Wetland,Non_Water,Wetland,Grassland
890,Forest,Wetland,Non_Water,Wetland,Wetland
891,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
892,Forest,Wetland,Non_Water,Wetland,Bareland
893,Forest,Wetland,Non_Water,Wetland,Water
894,Forest,Wetland,Non_Water,Wetland,Forest
895,Forest,Wetland,Water,Wetland,Grassland
896,Forest,Wetland,Water,Wetland,Wetland
897,Forest,Wetland,Water,Wetland,Bareland
898,Forest,Wetland,Water,Wetland,Water
899,Forest,Wetland,Water,Wetland,Forest
900,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
901,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
902,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
903,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
904,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
905,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
906,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
907,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
908,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
909,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
910,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
911,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
912,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
913,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
914,Forest,Bareland,NULL,Non_Wetland,NULL
915,Forest,Bareland,NULL,Non_Wetland,Grassland
916,Forest,Bareland,NULL,Non_Wetland,Wetland
917,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
918,Forest,Bareland,NULL,Non_Wetland,Bareland
919,Forest,Bareland,NULL,Non_Wetland,Built-up
920,Forest,Bareland,NULL,Non_Wetland,Water
921,Forest,Bareland,NULL,Non_Wetland,Forest
922,Forest,Bareland,Non_Water,Non_Wetland,Grassland
923,Forest,Bareland,Non_Water,Non_Wetland,Wetland
924,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
925,Forest,Bareland,Non_Water,Non_Wetland,Bareland
926,Forest,Bareland,Non_Water,Non_Wetland,Built-up
927,Forest,Bareland,Non_Water,Non_Wetland,Water
928,Forest,Bareland,Non_Water,Non_Wetland,Forest
929,Forest,Bareland,Water,Non_Wetland,Grassland
930,Forest,Bareland,Water,Non_Wetland,Wetland
