Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPV_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPV_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPV_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPV_M_R,SIBERIA_2024_WorldCover_2021_44WPV_M_R
482,Water,Forest,Water,Non_Wetland,Bareland
483,Water,Forest,Water,Non_Wetland,Water
484,Water,Forest,Water,Non_Wetland,Forest
485,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
486,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
487,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
488,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
489,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
490,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
491,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
492,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
493,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
494,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
495,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
496,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
497,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
498,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
499,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
500,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
501,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
502,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
503,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
504,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
505,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
506,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
507,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
508,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
509,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
510,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
511,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
512,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
513,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
514,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
515,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
516,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
517,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
518,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
519,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
520,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
521,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
522,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
523,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
524,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
525,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
526,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
527,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
528,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
529,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
530,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
531,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
532,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
533,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
534,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
535,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
536,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
537,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
538,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
539,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
540,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
541,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
542,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
543,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
544,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
545,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
546,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
547,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
548,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
549,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
550,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
551,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
552,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
553,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
554,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
555,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
556,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
557,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
558,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
559,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
560,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
561,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
562,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
563,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
564,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
565,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
566,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
567,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
568,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
569,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
570,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
571,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
572,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
573,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
574,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
575,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
576,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
577,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
578,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
579,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
580,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
581,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
582,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
583,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,Water,NULL,Water,Grassland
585,Permanent_ice_and_snow,Water,NULL,Water,Wetland
586,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
587,Permanent_ice_and_snow,Water,NULL,Water,Bareland
588,Permanent_ice_and_snow,Water,NULL,Water,Water
589,Permanent_ice_and_snow,Water,NULL,Water,Forest
590,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
591,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
592,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
593,Permanent_ice_and_snow,Water,Non_Water,Water,Water
594,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
595,Permanent_ice_and_snow,Water,Water,Water,Grassland
596,Permanent_ice_and_snow,Water,Water,Water,Wetland
597,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
598,Permanent_ice_and_snow,Water,Water,Water,Water
599,Permanent_ice_and_snow,Water,Water,Water,Forest
600,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
601,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
602,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
603,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
604,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
605,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
606,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
607,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
608,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
609,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
610,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
611,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
612,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
613,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
614,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
615,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
616,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
617,Forest,NULL,NULL,Non_Wetland,Grassland
618,Forest,NULL,NULL,Non_Wetland,Wetland
619,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
620,Forest,NULL,NULL,Non_Wetland,Water
621,Forest,NULL,NULL,Non_Wetland,Forest
622,Forest,NULL,Non_Water,Non_Wetland,Grassland
623,Forest,NULL,Non_Water,Non_Wetland,Wetland
624,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
625,Forest,NULL,Non_Water,Non_Wetland,Water
626,Forest,NULL,Non_Water,Non_Wetland,Forest
627,Forest,NULL,Water,Non_Wetland,Grassland
628,Forest,NULL,Water,Non_Wetland,Wetland
629,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
630,Forest,NULL,Water,Non_Wetland,Water
631,Forest,NULL,Water,Non_Wetland,Forest
632,Forest,Shrubland,NULL,Non_Wetland,Grassland
633,Forest,Shrubland,NULL,Non_Wetland,Wetland
634,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
635,Forest,Shrubland,NULL,Non_Wetland,Bareland
636,Forest,Shrubland,NULL,Non_Wetland,Water
637,Forest,Shrubland,NULL,Non_Wetland,Forest
638,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
639,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
640,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
641,Forest,Shrubland,Non_Water,Non_Wetland,Water
642,Forest,Shrubland,Non_Water,Non_Wetland,Forest
643,Forest,Shrubland,Water,Non_Wetland,Grassland
644,Forest,Shrubland,Water,Non_Wetland,Wetland
645,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
646,Forest,Shrubland,Water,Non_Wetland,Bareland
647,Forest,Shrubland,Water,Non_Wetland,Water
648,Forest,Shrubland,Water,Non_Wetland,Forest
649,Forest,Grassland,NULL,Non_Wetland,Grassland
650,Forest,Grassland,NULL,Non_Wetland,Wetland
651,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
652,Forest,Grassland,NULL,Non_Wetland,Bareland
653,Forest,Grassland,NULL,Non_Wetland,Water
654,Forest,Grassland,NULL,Non_Wetland,Forest
655,Forest,Grassland,Non_Water,Non_Wetland,Grassland
656,Forest,Grassland,Non_Water,Non_Wetland,Wetland
657,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
658,Forest,Grassland,Non_Water,Non_Wetland,Water
659,Forest,Grassland,Non_Water,Non_Wetland,Forest
660,Forest,Grassland,Water,Non_Wetland,Grassland
661,Forest,Grassland,Water,Non_Wetland,Wetland
662,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
663,Forest,Grassland,Water,Non_Wetland,Water
664,Forest,Grassland,Water,Non_Wetland,Forest
665,Forest,Wetland,NULL,Wetland,Grassland
666,Forest,Wetland,NULL,Wetland,Wetland
667,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
668,Forest,Wetland,NULL,Wetland,Bareland
669,Forest,Wetland,NULL,Wetland,Water
670,Forest,Wetland,NULL,Wetland,Forest
671,Forest,Wetland,Non_Water,Wetland,Grassland
672,Forest,Wetland,Non_Water,Wetland,Wetland
673,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
674,Forest,Wetland,Non_Water,Wetland,Water
675,Forest,Wetland,Non_Water,Wetland,Forest
676,Forest,Wetland,Water,Wetland,Grassland
677,Forest,Wetland,Water,Wetland,Wetland
678,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
679,Forest,Wetland,Water,Wetland,Water
680,Forest,Wetland,Water,Wetland,Forest
681,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
682,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
683,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
684,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
685,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
686,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
687,Forest,Bareland,NULL,Non_Wetland,Grassland
688,Forest,Bareland,NULL,Non_Wetland,Wetland
689,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
690,Forest,Bareland,NULL,Non_Wetland,Bareland
691,Forest,Bareland,NULL,Non_Wetland,Water
692,Forest,Bareland,NULL,Non_Wetland,Forest
693,Forest,Bareland,Non_Water,Non_Wetland,Grassland
694,Forest,Bareland,Non_Water,Non_Wetland,Wetland
695,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
696,Forest,Bareland,Non_Water,Non_Wetland,Bareland
697,Forest,Bareland,Non_Water,Non_Wetland,Water
698,Forest,Bareland,Non_Water,Non_Wetland,Forest
699,Forest,Bareland,Water,Non_Wetland,Grassland
700,Forest,Bareland,Water,Non_Wetland,Wetland
701,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
702,Forest,Bareland,Water,Non_Wetland,Bareland
703,Forest,Bareland,Water,Non_Wetland,Water
704,Forest,Bareland,Water,Non_Wetland,Forest
705,Forest,Built-up,NULL,Non_Wetland,Grassland
706,Forest,Built-up,NULL,Non_Wetland,Wetland
707,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
708,Forest,Built-up,NULL,Non_Wetland,Forest
709,Forest,Built-up,Non_Water,Non_Wetland,Grassland
710,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
711,Forest,Built-up,Non_Water,Non_Wetland,Forest
712,Forest,Built-up,Water,Non_Wetland,Grassland
713,Forest,Built-up,Water,Non_Wetland,Wetland
714,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
715,Forest,Built-up,Water,Non_Wetland,Bareland
716,Forest,Water,NULL,Water,Grassland
717,Forest,Water,NULL,Water,Wetland
718,Forest,Water,NULL,Water,Lichens_and_Mosses
719,Forest,Water,NULL,Water,Water
720,Forest,Water,NULL,Water,Forest
721,Forest,Water,Non_Water,Water,Grassland
722,Forest,Water,Non_Water,Water,Wetland
723,Forest,Water,Non_Water,Water,Water
724,Forest,Water,Non_Water,Water,Forest
725,Forest,Water,Water,Water,Grassland
726,Forest,Water,Water,Water,Wetland
727,Forest,Water,Water,Water,Bareland
728,Forest,Water,Water,Water,Water
729,Forest,Water,Water,Water,Forest
730,Forest,Forest,NULL,Non_Wetland,NULL
731,Forest,Forest,NULL,Non_Wetland,Grassland
732,Forest,Forest,NULL,Non_Wetland,Wetland
733,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
734,Forest,Forest,NULL,Non_Wetland,Bareland
735,Forest,Forest,NULL,Non_Wetland,Water
736,Forest,Forest,NULL,Non_Wetland,Forest
737,Forest,Forest,Non_Water,Non_Wetland,Grassland
738,Forest,Forest,Non_Water,Non_Wetland,Wetland
739,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
740,Forest,Forest,Non_Water,Non_Wetland,Bareland
741,Forest,Forest,Non_Water,Non_Wetland,Water
742,Forest,Forest,Non_Water,Non_Wetland,Forest
743,Forest,Forest,Water,Non_Wetland,Grassland
744,Forest,Forest,Water,Non_Wetland,Wetland
745,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
746,Forest,Forest,Water,Non_Wetland,Bareland
747,Forest,Forest,Water,Non_Wetland,Water
748,Forest,Forest,Water,Non_Wetland,Forest
