Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDH_M_R,SIBERIA_2024_WorldCover_2021_43VDH_M_R
477,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
478,Wetland,Forest,Water,Non_Wetland,Bareland
479,Wetland,Forest,Water,Non_Wetland,Built-up
480,Wetland,Forest,Water,Non_Wetland,Water
481,Wetland,Forest,Water,Non_Wetland,Forest
482,Bareland,NULL,NULL,Non_Wetland,Grassland
483,Bareland,NULL,NULL,Non_Wetland,Wetland
484,Bareland,NULL,NULL,Non_Wetland,Bareland
485,Bareland,NULL,NULL,Non_Wetland,Built-up
486,Bareland,NULL,NULL,Non_Wetland,Water
487,Bareland,NULL,NULL,Non_Wetland,Forest
488,Bareland,NULL,Non_Water,Non_Wetland,Grassland
489,Bareland,NULL,Non_Water,Non_Wetland,Forest
490,Bareland,NULL,Water,Non_Wetland,Grassland
491,Bareland,NULL,Water,Non_Wetland,Bareland
492,Bareland,NULL,Water,Non_Wetland,Forest
493,Bareland,Shrubland,NULL,Non_Wetland,Grassland
494,Bareland,Shrubland,NULL,Non_Wetland,Wetland
495,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
496,Bareland,Shrubland,NULL,Non_Wetland,Bareland
497,Bareland,Shrubland,NULL,Non_Wetland,Built-up
498,Bareland,Shrubland,NULL,Non_Wetland,Water
499,Bareland,Shrubland,NULL,Non_Wetland,Forest
500,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
501,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
502,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
503,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
504,Bareland,Shrubland,Non_Water,Non_Wetland,Water
505,Bareland,Shrubland,Water,Non_Wetland,Grassland
506,Bareland,Shrubland,Water,Non_Wetland,Bareland
507,Bareland,Shrubland,Water,Non_Wetland,Water
508,Bareland,Grassland,NULL,Non_Wetland,Grassland
509,Bareland,Grassland,NULL,Non_Wetland,Wetland
510,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
511,Bareland,Grassland,NULL,Non_Wetland,Built-up
512,Bareland,Grassland,NULL,Non_Wetland,Forest
513,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
514,Bareland,Cropland,NULL,Non_Wetland,Grassland
515,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
516,Bareland,Cropland,NULL,Non_Wetland,Bareland
517,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
518,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
519,Bareland,Cropland,Non_Water,Non_Wetland,Built-up
520,Bareland,Wetland,NULL,Wetland,NULL
521,Bareland,Wetland,NULL,Wetland,Grassland
522,Bareland,Wetland,NULL,Wetland,Wetland
523,Bareland,Wetland,NULL,Wetland,Bareland
524,Bareland,Wetland,NULL,Wetland,Built-up
525,Bareland,Wetland,NULL,Wetland,Water
526,Bareland,Wetland,NULL,Wetland,Forest
527,Bareland,Wetland,Non_Water,Wetland,Grassland
528,Bareland,Wetland,Non_Water,Wetland,Wetland
529,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
530,Bareland,Wetland,Non_Water,Wetland,Bareland
531,Bareland,Wetland,Non_Water,Wetland,Built-up
532,Bareland,Wetland,Non_Water,Wetland,Water
533,Bareland,Wetland,Non_Water,Wetland,Forest
534,Bareland,Wetland,Water,Wetland,Grassland
535,Bareland,Wetland,Water,Wetland,Wetland
536,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
537,Bareland,Wetland,Water,Wetland,Bareland
538,Bareland,Wetland,Water,Wetland,Built-up
539,Bareland,Wetland,Water,Wetland,Water
540,Bareland,Wetland,Water,Wetland,Forest
541,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
542,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
543,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
544,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
545,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
546,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
547,Bareland,Bareland,NULL,Non_Wetland,Grassland
548,Bareland,Bareland,NULL,Non_Wetland,Wetland
549,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
550,Bareland,Bareland,NULL,Non_Wetland,Bareland
551,Bareland,Bareland,NULL,Non_Wetland,Built-up
552,Bareland,Bareland,NULL,Non_Wetland,Water
553,Bareland,Bareland,NULL,Non_Wetland,Forest
554,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
555,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
556,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
557,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
558,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
559,Bareland,Bareland,Non_Water,Non_Wetland,Water
560,Bareland,Bareland,Non_Water,Non_Wetland,Forest
561,Bareland,Bareland,Water,Non_Wetland,Grassland
562,Bareland,Bareland,Water,Non_Wetland,Wetland
563,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
564,Bareland,Bareland,Water,Non_Wetland,Bareland
565,Bareland,Bareland,Water,Non_Wetland,Built-up
566,Bareland,Bareland,Water,Non_Wetland,Water
567,Bareland,Bareland,Water,Non_Wetland,Forest
568,Bareland,Built-up,NULL,Non_Wetland,Grassland
569,Bareland,Built-up,NULL,Non_Wetland,Wetland
570,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
571,Bareland,Built-up,NULL,Non_Wetland,Bareland
572,Bareland,Built-up,NULL,Non_Wetland,Built-up
573,Bareland,Built-up,NULL,Non_Wetland,Water
574,Bareland,Built-up,NULL,Non_Wetland,Forest
575,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
576,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
578,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
579,Bareland,Built-up,Non_Water,Non_Wetland,Water
580,Bareland,Built-up,Non_Water,Non_Wetland,Forest
581,Bareland,Built-up,Water,Non_Wetland,Grassland
582,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
583,Bareland,Built-up,Water,Non_Wetland,Bareland
584,Bareland,Built-up,Water,Non_Wetland,Built-up
585,Bareland,Built-up,Water,Non_Wetland,Water
586,Bareland,Built-up,Water,Non_Wetland,Forest
587,Bareland,Water,NULL,Water,Grassland
588,Bareland,Water,NULL,Water,Wetland
589,Bareland,Water,NULL,Water,Bareland
590,Bareland,Water,NULL,Water,Built-up
591,Bareland,Water,NULL,Water,Water
592,Bareland,Water,NULL,Water,Forest
593,Bareland,Water,Non_Water,Water,Grassland
594,Bareland,Water,Non_Water,Water,Wetland
595,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
596,Bareland,Water,Non_Water,Water,Bareland
597,Bareland,Water,Non_Water,Water,Water
598,Bareland,Water,Non_Water,Water,Forest
599,Bareland,Water,Water,Water,Grassland
600,Bareland,Water,Water,Water,Wetland
601,Bareland,Water,Water,Water,Lichens_and_Mosses
602,Bareland,Water,Water,Water,Bareland
603,Bareland,Water,Water,Water,Built-up
604,Bareland,Water,Water,Water,Water
605,Bareland,Water,Water,Water,Forest
606,Bareland,Forest,NULL,Non_Wetland,NULL
607,Bareland,Forest,NULL,Non_Wetland,Grassland
608,Bareland,Forest,NULL,Non_Wetland,Wetland
609,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
610,Bareland,Forest,NULL,Non_Wetland,Bareland
611,Bareland,Forest,NULL,Non_Wetland,Built-up
612,Bareland,Forest,NULL,Non_Wetland,Water
613,Bareland,Forest,NULL,Non_Wetland,Forest
614,Bareland,Forest,Non_Water,Non_Wetland,Grassland
615,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
616,Bareland,Forest,Non_Water,Non_Wetland,Bareland
617,Bareland,Forest,Non_Water,Non_Wetland,Built-up
618,Bareland,Forest,Non_Water,Non_Wetland,Water
619,Bareland,Forest,Non_Water,Non_Wetland,Forest
620,Bareland,Forest,Water,Non_Wetland,Grassland
621,Bareland,Forest,Water,Non_Wetland,Bareland
622,Bareland,Forest,Water,Non_Wetland,Water
623,Bareland,Forest,Water,Non_Wetland,Forest
624,Built-up,NULL,NULL,Non_Wetland,Grassland
625,Built-up,NULL,NULL,Non_Wetland,Wetland
626,Built-up,NULL,NULL,Non_Wetland,Bareland
627,Built-up,NULL,NULL,Non_Wetland,Built-up
628,Built-up,NULL,NULL,Non_Wetland,Water
629,Built-up,NULL,NULL,Non_Wetland,Forest
630,Built-up,NULL,Non_Water,Non_Wetland,Grassland
631,Built-up,NULL,Non_Water,Non_Wetland,Wetland
632,Built-up,NULL,Non_Water,Non_Wetland,Forest
633,Built-up,NULL,Water,Non_Wetland,Bareland
634,Built-up,NULL,Water,Non_Wetland,Forest
635,Built-up,Shrubland,NULL,Non_Wetland,Grassland
636,Built-up,Shrubland,NULL,Non_Wetland,Wetland
637,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
638,Built-up,Shrubland,NULL,Non_Wetland,Bareland
639,Built-up,Shrubland,NULL,Non_Wetland,Built-up
640,Built-up,Shrubland,NULL,Non_Wetland,Water
641,Built-up,Shrubland,NULL,Non_Wetland,Forest
642,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
643,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
644,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
645,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
646,Built-up,Shrubland,Non_Water,Non_Wetland,Water
647,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
648,Built-up,Shrubland,Water,Non_Wetland,Grassland
649,Built-up,Shrubland,Water,Non_Wetland,Wetland
650,Built-up,Shrubland,Water,Non_Wetland,Bareland
651,Built-up,Shrubland,Water,Non_Wetland,Forest
652,Built-up,Grassland,NULL,Non_Wetland,Grassland
653,Built-up,Grassland,NULL,Non_Wetland,Wetland
654,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
655,Built-up,Grassland,NULL,Non_Wetland,Bareland
656,Built-up,Grassland,NULL,Non_Wetland,Built-up
657,Built-up,Grassland,NULL,Non_Wetland,Water
658,Built-up,Grassland,NULL,Non_Wetland,Forest
659,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
660,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
661,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
662,Built-up,Grassland,Non_Water,Non_Wetland,Forest
663,Built-up,Grassland,Water,Non_Wetland,Grassland
664,Built-up,Grassland,Water,Non_Wetland,Built-up
665,Built-up,Grassland,Water,Non_Wetland,Forest
666,Built-up,Cropland,NULL,Non_Wetland,Grassland
667,Built-up,Cropland,NULL,Non_Wetland,Bareland
668,Built-up,Cropland,NULL,Non_Wetland,Built-up
669,Built-up,Cropland,NULL,Non_Wetland,Forest
670,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
671,Built-up,Cropland,Water,Non_Wetland,Grassland
672,Built-up,Wetland,NULL,Wetland,NULL
673,Built-up,Wetland,NULL,Wetland,Grassland
674,Built-up,Wetland,NULL,Wetland,Wetland
675,Built-up,Wetland,NULL,Wetland,Bareland
676,Built-up,Wetland,NULL,Wetland,Built-up
677,Built-up,Wetland,NULL,Wetland,Water
678,Built-up,Wetland,NULL,Wetland,Forest
679,Built-up,Wetland,Non_Water,Wetland,Grassland
680,Built-up,Wetland,Non_Water,Wetland,Wetland
681,Built-up,Wetland,Non_Water,Wetland,Bareland
682,Built-up,Wetland,Non_Water,Wetland,Built-up
683,Built-up,Wetland,Non_Water,Wetland,Water
684,Built-up,Wetland,Non_Water,Wetland,Forest
685,Built-up,Wetland,Water,Wetland,Grassland
686,Built-up,Wetland,Water,Wetland,Wetland
687,Built-up,Wetland,Water,Wetland,Bareland
688,Built-up,Wetland,Water,Wetland,Built-up
689,Built-up,Wetland,Water,Wetland,Water
690,Built-up,Wetland,Water,Wetland,Forest
691,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
692,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
693,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
694,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
695,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
696,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
697,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
698,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
699,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
700,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
701,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
702,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
703,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
704,Built-up,Bareland,NULL,Non_Wetland,NULL
705,Built-up,Bareland,NULL,Non_Wetland,Grassland
706,Built-up,Bareland,NULL,Non_Wetland,Wetland
707,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
708,Built-up,Bareland,NULL,Non_Wetland,Bareland
709,Built-up,Bareland,NULL,Non_Wetland,Built-up
710,Built-up,Bareland,NULL,Non_Wetland,Water
711,Built-up,Bareland,NULL,Non_Wetland,Forest
712,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
713,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
714,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
715,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
716,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
717,Built-up,Bareland,Non_Water,Non_Wetland,Water
718,Built-up,Bareland,Non_Water,Non_Wetland,Forest
719,Built-up,Bareland,Water,Non_Wetland,Grassland
720,Built-up,Bareland,Water,Non_Wetland,Wetland
721,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
722,Built-up,Bareland,Water,Non_Wetland,Bareland
723,Built-up,Bareland,Water,Non_Wetland,Built-up
724,Built-up,Bareland,Water,Non_Wetland,Water
725,Built-up,Bareland,Water,Non_Wetland,Forest
726,Built-up,Built-up,NULL,Non_Wetland,NULL
727,Built-up,Built-up,NULL,Non_Wetland,Grassland
728,Built-up,Built-up,NULL,Non_Wetland,Wetland
729,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
730,Built-up,Built-up,NULL,Non_Wetland,Bareland
731,Built-up,Built-up,NULL,Non_Wetland,Built-up
732,Built-up,Built-up,NULL,Non_Wetland,Water
733,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
734,Built-up,Built-up,NULL,Non_Wetland,Forest
735,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
736,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
737,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
738,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
739,Built-up,Built-up,Non_Water,Non_Wetland,Water
740,Built-up,Built-up,Non_Water,Non_Wetland,Permanent_ice_and_snow
741,Built-up,Built-up,Non_Water,Non_Wetland,Forest
742,Built-up,Built-up,Water,Non_Wetland,Grassland
743,Built-up,Built-up,Water,Non_Wetland,Wetland
744,Built-up,Built-up,Water,Non_Wetland,Bareland
745,Built-up,Built-up,Water,Non_Wetland,Built-up
746,Built-up,Built-up,Water,Non_Wetland,Water
747,Built-up,Built-up,Water,Non_Wetland,Forest
748,Built-up,Water,NULL,Water,Grassland
749,Built-up,Water,NULL,Water,Wetland
750,Built-up,Water,NULL,Water,Bareland
751,Built-up,Water,NULL,Water,Built-up
752,Built-up,Water,NULL,Water,Water
753,Built-up,Water,NULL,Water,Forest
754,Built-up,Water,Non_Water,Water,Grassland
755,Built-up,Water,Non_Water,Water,Wetland
756,Built-up,Water,Non_Water,Water,Bareland
757,Built-up,Water,Non_Water,Water,Built-up
758,Built-up,Water,Non_Water,Water,Water
759,Built-up,Water,Non_Water,Water,Forest
760,Built-up,Water,Water,Water,Grassland
761,Built-up,Water,Water,Water,Wetland
762,Built-up,Water,Water,Water,Bareland
763,Built-up,Water,Water,Water,Built-up
764,Built-up,Water,Water,Water,Water
765,Built-up,Water,Water,Water,Forest
766,Built-up,Forest,NULL,Non_Wetland,NULL
767,Built-up,Forest,NULL,Non_Wetland,Grassland
768,Built-up,Forest,NULL,Non_Wetland,Wetland
769,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
770,Built-up,Forest,NULL,Non_Wetland,Bareland
771,Built-up,Forest,NULL,Non_Wetland,Built-up
772,Built-up,Forest,NULL,Non_Wetland,Water
773,Built-up,Forest,NULL,Non_Wetland,Forest
774,Built-up,Forest,Non_Water,Non_Wetland,Grassland
775,Built-up,Forest,Non_Water,Non_Wetland,Wetland
776,Built-up,Forest,Non_Water,Non_Wetland,Bareland
777,Built-up,Forest,Non_Water,Non_Wetland,Built-up
778,Built-up,Forest,Non_Water,Non_Wetland,Water
779,Built-up,Forest,Non_Water,Non_Wetland,Forest
780,Built-up,Forest,Water,Non_Wetland,Grassland
781,Built-up,Forest,Water,Non_Wetland,Wetland
782,Built-up,Forest,Water,Non_Wetland,Built-up
783,Built-up,Forest,Water,Non_Wetland,Water
784,Built-up,Forest,Water,Non_Wetland,Forest
785,Water,NULL,NULL,Non_Wetland,NULL
786,Water,NULL,NULL,Non_Wetland,Grassland
787,Water,NULL,NULL,Non_Wetland,Wetland
788,Water,NULL,NULL,Non_Wetland,Bareland
789,Water,NULL,NULL,Non_Wetland,Built-up
790,Water,NULL,NULL,Non_Wetland,Water
791,Water,NULL,NULL,Non_Wetland,Forest
792,Water,NULL,Non_Water,Non_Wetland,Grassland
793,Water,NULL,Non_Water,Non_Wetland,Wetland
794,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
795,Water,NULL,Non_Water,Non_Wetland,Water
796,Water,NULL,Non_Water,Non_Wetland,Forest
797,Water,NULL,Water,Non_Wetland,Grassland
798,Water,NULL,Water,Non_Wetland,Wetland
799,Water,NULL,Water,Non_Wetland,Water
800,Water,NULL,Water,Non_Wetland,Forest
801,Water,Shrubland,NULL,Non_Wetland,Grassland
802,Water,Shrubland,NULL,Non_Wetland,Wetland
803,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
804,Water,Shrubland,NULL,Non_Wetland,Bareland
805,Water,Shrubland,NULL,Non_Wetland,Built-up
806,Water,Shrubland,NULL,Non_Wetland,Water
807,Water,Shrubland,NULL,Non_Wetland,Forest
808,Water,Shrubland,Non_Water,Non_Wetland,Grassland
809,Water,Shrubland,Non_Water,Non_Wetland,Wetland
810,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
811,Water,Shrubland,Non_Water,Non_Wetland,Bareland
812,Water,Shrubland,Non_Water,Non_Wetland,Built-up
813,Water,Shrubland,Non_Water,Non_Wetland,Water
814,Water,Shrubland,Non_Water,Non_Wetland,Forest
815,Water,Shrubland,Water,Non_Wetland,Grassland
816,Water,Shrubland,Water,Non_Wetland,Wetland
817,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
818,Water,Shrubland,Water,Non_Wetland,Bareland
819,Water,Shrubland,Water,Non_Wetland,Built-up
820,Water,Shrubland,Water,Non_Wetland,Water
821,Water,Shrubland,Water,Non_Wetland,Forest
822,Water,Grassland,NULL,Non_Wetland,Grassland
823,Water,Grassland,NULL,Non_Wetland,Wetland
824,Water,Grassland,NULL,Non_Wetland,Built-up
825,Water,Grassland,NULL,Non_Wetland,Water
826,Water,Grassland,NULL,Non_Wetland,Forest
827,Water,Grassland,Non_Water,Non_Wetland,Grassland
828,Water,Grassland,Non_Water,Non_Wetland,Wetland
829,Water,Grassland,Non_Water,Non_Wetland,Bareland
830,Water,Grassland,Non_Water,Non_Wetland,Water
831,Water,Grassland,Non_Water,Non_Wetland,Forest
832,Water,Grassland,Water,Non_Wetland,Grassland
833,Water,Grassland,Water,Non_Wetland,Wetland
834,Water,Grassland,Water,Non_Wetland,Bareland
835,Water,Grassland,Water,Non_Wetland,Water
836,Water,Grassland,Water,Non_Wetland,Forest
837,Water,Cropland,NULL,Non_Wetland,Grassland
838,Water,Cropland,NULL,Non_Wetland,Wetland
839,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
840,Water,Cropland,NULL,Non_Wetland,Bareland
841,Water,Cropland,NULL,Non_Wetland,Water
842,Water,Cropland,NULL,Non_Wetland,Forest
843,Water,Cropland,Non_Water,Non_Wetland,Grassland
844,Water,Cropland,Non_Water,Non_Wetland,Wetland
845,Water,Cropland,Non_Water,Non_Wetland,Forest
846,Water,Cropland,Water,Non_Wetland,Grassland
847,Water,Cropland,Water,Non_Wetland,Bareland
848,Water,Cropland,Water,Non_Wetland,Water
849,Water,Wetland,NULL,Wetland,NULL
850,Water,Wetland,NULL,Wetland,Grassland
851,Water,Wetland,NULL,Wetland,Wetland
852,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
853,Water,Wetland,NULL,Wetland,Bareland
854,Water,Wetland,NULL,Wetland,Built-up
855,Water,Wetland,NULL,Wetland,Water
856,Water,Wetland,NULL,Wetland,Forest
857,Water,Wetland,Non_Water,Wetland,NULL
858,Water,Wetland,Non_Water,Wetland,Grassland
859,Water,Wetland,Non_Water,Wetland,Wetland
860,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
861,Water,Wetland,Non_Water,Wetland,Bareland
862,Water,Wetland,Non_Water,Wetland,Built-up
863,Water,Wetland,Non_Water,Wetland,Water
864,Water,Wetland,Non_Water,Wetland,Forest
865,Water,Wetland,Water,Wetland,Grassland
866,Water,Wetland,Water,Wetland,Wetland
867,Water,Wetland,Water,Wetland,Lichens_and_Mosses
868,Water,Wetland,Water,Wetland,Bareland
869,Water,Wetland,Water,Wetland,Built-up
870,Water,Wetland,Water,Wetland,Water
871,Water,Wetland,Water,Wetland,Forest
872,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
873,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
874,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
875,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
876,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
877,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
878,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
879,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
880,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
881,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
882,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
883,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
884,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
885,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
886,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
887,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
888,Water,Bareland,NULL,Non_Wetland,NULL
889,Water,Bareland,NULL,Non_Wetland,Grassland
890,Water,Bareland,NULL,Non_Wetland,Wetland
891,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
892,Water,Bareland,NULL,Non_Wetland,Bareland
893,Water,Bareland,NULL,Non_Wetland,Built-up
894,Water,Bareland,NULL,Non_Wetland,Water
895,Water,Bareland,NULL,Non_Wetland,Forest
896,Water,Bareland,Non_Water,Non_Wetland,Grassland
897,Water,Bareland,Non_Water,Non_Wetland,Wetland
898,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
899,Water,Bareland,Non_Water,Non_Wetland,Bareland
900,Water,Bareland,Non_Water,Non_Wetland,Built-up
901,Water,Bareland,Non_Water,Non_Wetland,Water
902,Water,Bareland,Non_Water,Non_Wetland,Forest
903,Water,Bareland,Water,Non_Wetland,NULL
904,Water,Bareland,Water,Non_Wetland,Grassland
905,Water,Bareland,Water,Non_Wetland,Wetland
906,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
907,Water,Bareland,Water,Non_Wetland,Bareland
908,Water,Bareland,Water,Non_Wetland,Built-up
909,Water,Bareland,Water,Non_Wetland,Water
910,Water,Bareland,Water,Non_Wetland,Forest
911,Water,Built-up,NULL,Non_Wetland,Grassland
912,Water,Built-up,NULL,Non_Wetland,Wetland
913,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
914,Water,Built-up,NULL,Non_Wetland,Bareland
915,Water,Built-up,NULL,Non_Wetland,Built-up
916,Water,Built-up,NULL,Non_Wetland,Water
917,Water,Built-up,NULL,Non_Wetland,Forest
918,Water,Built-up,Non_Water,Non_Wetland,Grassland
919,Water,Built-up,Non_Water,Non_Wetland,Wetland
920,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
921,Water,Built-up,Non_Water,Non_Wetland,Bareland
922,Water,Built-up,Non_Water,Non_Wetland,Built-up
923,Water,Built-up,Non_Water,Non_Wetland,Water
924,Water,Built-up,Non_Water,Non_Wetland,Forest
925,Water,Built-up,Water,Non_Wetland,Grassland
926,Water,Built-up,Water,Non_Wetland,Wetland
927,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
928,Water,Built-up,Water,Non_Wetland,Bareland
929,Water,Built-up,Water,Non_Wetland,Built-up
930,Water,Built-up,Water,Non_Wetland,Water
931,Water,Built-up,Water,Non_Wetland,Forest
932,Water,Water,NULL,Water,NULL
933,Water,Water,NULL,Water,Grassland
934,Water,Water,NULL,Water,Wetland
935,Water,Water,NULL,Water,Lichens_and_Mosses
936,Water,Water,NULL,Water,Bareland
937,Water,Water,NULL,Water,Built-up
938,Water,Water,NULL,Water,Water
939,Water,Water,NULL,Water,Forest
940,Water,Water,Non_Water,Water,Grassland
941,Water,Water,Non_Water,Water,Wetland
942,Water,Water,Non_Water,Water,Bareland
943,Water,Water,Non_Water,Water,Built-up
944,Water,Water,Non_Water,Water,Water
945,Water,Water,Non_Water,Water,Forest
946,Water,Water,Water,Water,NULL
947,Water,Water,Water,Water,Grassland
948,Water,Water,Water,Water,Wetland
949,Water,Water,Water,Water,Lichens_and_Mosses
950,Water,Water,Water,Water,Bareland
951,Water,Water,Water,Water,Built-up
952,Water,Water,Water,Water,Water
953,Water,Water,Water,Water,Permanent_ice_and_snow
954,Water,Water,Water,Water,Forest
955,Water,Forest,NULL,Non_Wetland,NULL
956,Water,Forest,NULL,Non_Wetland,Grassland
957,Water,Forest,NULL,Non_Wetland,Wetland
958,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
959,Water,Forest,NULL,Non_Wetland,Bareland
960,Water,Forest,NULL,Non_Wetland,Built-up
961,Water,Forest,NULL,Non_Wetland,Water
962,Water,Forest,NULL,Non_Wetland,Forest
963,Water,Forest,Non_Water,Non_Wetland,Grassland
964,Water,Forest,Non_Water,Non_Wetland,Wetland
965,Water,Forest,Non_Water,Non_Wetland,Bareland
966,Water,Forest,Non_Water,Non_Wetland,Built-up
967,Water,Forest,Non_Water,Non_Wetland,Water
968,Water,Forest,Non_Water,Non_Wetland,Forest
969,Water,Forest,Water,Non_Wetland,NULL
970,Water,Forest,Water,Non_Wetland,Grassland
971,Water,Forest,Water,Non_Wetland,Wetland
