Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXP_M_R,SIBERIA_2024_WorldCover_2021_42VXP_M_R
478,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
479,Bareland,Shrubland,NULL,Non_Wetland,Bareland
480,Bareland,Shrubland,NULL,Non_Wetland,Built-up
481,Bareland,Shrubland,NULL,Non_Wetland,Water
482,Bareland,Shrubland,NULL,Non_Wetland,Forest
483,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
484,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
485,Bareland,Shrubland,Non_Water,Non_Wetland,Water
486,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
487,Bareland,Shrubland,Water,Non_Wetland,Grassland
488,Bareland,Shrubland,Water,Non_Wetland,Bareland
489,Bareland,Shrubland,Water,Non_Wetland,Water
490,Bareland,Shrubland,Water,Non_Wetland,Forest
491,Bareland,Grassland,NULL,Non_Wetland,Grassland
492,Bareland,Grassland,NULL,Non_Wetland,Wetland
493,Bareland,Grassland,NULL,Non_Wetland,Bareland
494,Bareland,Grassland,NULL,Non_Wetland,Built-up
495,Bareland,Grassland,NULL,Non_Wetland,Forest
496,Bareland,Cropland,NULL,Non_Wetland,Grassland
497,Bareland,Cropland,NULL,Non_Wetland,Wetland
498,Bareland,Cropland,NULL,Non_Wetland,Bareland
499,Bareland,Cropland,NULL,Non_Wetland,Forest
500,Bareland,Wetland,NULL,Wetland,NULL
501,Bareland,Wetland,NULL,Wetland,Grassland
502,Bareland,Wetland,NULL,Wetland,Wetland
503,Bareland,Wetland,NULL,Wetland,Bareland
504,Bareland,Wetland,NULL,Wetland,Built-up
505,Bareland,Wetland,NULL,Wetland,Water
506,Bareland,Wetland,NULL,Wetland,Forest
507,Bareland,Wetland,Non_Water,Wetland,Grassland
508,Bareland,Wetland,Non_Water,Wetland,Wetland
509,Bareland,Wetland,Non_Water,Wetland,Bareland
510,Bareland,Wetland,Non_Water,Wetland,Water
511,Bareland,Wetland,Non_Water,Wetland,Forest
512,Bareland,Wetland,Water,Wetland,Grassland
513,Bareland,Wetland,Water,Wetland,Wetland
514,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
515,Bareland,Wetland,Water,Wetland,Bareland
516,Bareland,Wetland,Water,Wetland,Water
517,Bareland,Wetland,Water,Wetland,Forest
518,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
519,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
520,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
521,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
522,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
523,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
524,Bareland,Bareland,NULL,Non_Wetland,NULL
525,Bareland,Bareland,NULL,Non_Wetland,Grassland
526,Bareland,Bareland,NULL,Non_Wetland,Cropland
527,Bareland,Bareland,NULL,Non_Wetland,Wetland
528,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
529,Bareland,Bareland,NULL,Non_Wetland,Bareland
530,Bareland,Bareland,NULL,Non_Wetland,Built-up
531,Bareland,Bareland,NULL,Non_Wetland,Water
532,Bareland,Bareland,NULL,Non_Wetland,Forest
533,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
534,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
535,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
536,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
537,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
538,Bareland,Bareland,Non_Water,Non_Wetland,Water
539,Bareland,Bareland,Non_Water,Non_Wetland,Forest
540,Bareland,Bareland,Water,Non_Wetland,Grassland
541,Bareland,Bareland,Water,Non_Wetland,Wetland
542,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
543,Bareland,Bareland,Water,Non_Wetland,Bareland
544,Bareland,Bareland,Water,Non_Wetland,Water
545,Bareland,Bareland,Water,Non_Wetland,Forest
546,Bareland,Built-up,NULL,Non_Wetland,Grassland
547,Bareland,Built-up,NULL,Non_Wetland,Wetland
548,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
549,Bareland,Built-up,NULL,Non_Wetland,Bareland
550,Bareland,Built-up,NULL,Non_Wetland,Built-up
551,Bareland,Built-up,NULL,Non_Wetland,Water
552,Bareland,Built-up,NULL,Non_Wetland,Forest
553,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
554,Bareland,Built-up,Non_Water,Non_Wetland,Water
555,Bareland,Built-up,Non_Water,Non_Wetland,Forest
556,Bareland,Built-up,Water,Non_Wetland,Grassland
557,Bareland,Built-up,Water,Non_Wetland,Bareland
558,Bareland,Built-up,Water,Non_Wetland,Built-up
559,Bareland,Built-up,Water,Non_Wetland,Water
560,Bareland,Water,NULL,Water,Grassland
561,Bareland,Water,NULL,Water,Wetland
562,Bareland,Water,NULL,Water,Bareland
563,Bareland,Water,NULL,Water,Water
564,Bareland,Water,NULL,Water,Forest
565,Bareland,Water,Non_Water,Water,Bareland
566,Bareland,Water,Non_Water,Water,Water
567,Bareland,Water,Non_Water,Water,Forest
568,Bareland,Water,Water,Water,Grassland
569,Bareland,Water,Water,Water,Wetland
570,Bareland,Water,Water,Water,Lichens_and_Mosses
571,Bareland,Water,Water,Water,Bareland
572,Bareland,Water,Water,Water,Water
573,Bareland,Water,Water,Water,Forest
574,Bareland,Forest,NULL,Non_Wetland,NULL
575,Bareland,Forest,NULL,Non_Wetland,Grassland
576,Bareland,Forest,NULL,Non_Wetland,Wetland
577,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
578,Bareland,Forest,NULL,Non_Wetland,Bareland
579,Bareland,Forest,NULL,Non_Wetland,Built-up
580,Bareland,Forest,NULL,Non_Wetland,Water
581,Bareland,Forest,NULL,Non_Wetland,Forest
582,Bareland,Forest,Non_Water,Non_Wetland,Grassland
583,Bareland,Forest,Non_Water,Non_Wetland,Wetland
584,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
585,Bareland,Forest,Non_Water,Non_Wetland,Bareland
586,Bareland,Forest,Non_Water,Non_Wetland,Water
587,Bareland,Forest,Non_Water,Non_Wetland,Forest
588,Bareland,Forest,Water,Non_Wetland,Grassland
589,Bareland,Forest,Water,Non_Wetland,Wetland
590,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
591,Bareland,Forest,Water,Non_Wetland,Water
592,Bareland,Forest,Water,Non_Wetland,Forest
593,Built-up,NULL,NULL,Non_Wetland,Grassland
594,Built-up,NULL,NULL,Non_Wetland,Wetland
595,Built-up,NULL,NULL,Non_Wetland,Bareland
596,Built-up,NULL,NULL,Non_Wetland,Built-up
597,Built-up,NULL,NULL,Non_Wetland,Forest
598,Built-up,NULL,Non_Water,Non_Wetland,Wetland
599,Built-up,Shrubland,NULL,Non_Wetland,Grassland
600,Built-up,Shrubland,NULL,Non_Wetland,Wetland
601,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
602,Built-up,Shrubland,NULL,Non_Wetland,Bareland
603,Built-up,Shrubland,NULL,Non_Wetland,Built-up
604,Built-up,Shrubland,NULL,Non_Wetland,Water
605,Built-up,Shrubland,NULL,Non_Wetland,Forest
606,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
607,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
608,Built-up,Shrubland,Non_Water,Non_Wetland,Water
609,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
610,Built-up,Shrubland,Water,Non_Wetland,Grassland
611,Built-up,Shrubland,Water,Non_Wetland,Wetland
612,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
613,Built-up,Shrubland,Water,Non_Wetland,Forest
614,Built-up,Grassland,NULL,Non_Wetland,Grassland
615,Built-up,Grassland,NULL,Non_Wetland,Cropland
616,Built-up,Grassland,NULL,Non_Wetland,Wetland
617,Built-up,Grassland,NULL,Non_Wetland,Bareland
618,Built-up,Grassland,NULL,Non_Wetland,Built-up
619,Built-up,Grassland,NULL,Non_Wetland,Forest
620,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
621,Built-up,Grassland,Non_Water,Non_Wetland,Forest
622,Built-up,Cropland,NULL,Non_Wetland,NULL
623,Built-up,Cropland,NULL,Non_Wetland,Grassland
624,Built-up,Cropland,NULL,Non_Wetland,Cropland
625,Built-up,Cropland,NULL,Non_Wetland,Bareland
626,Built-up,Cropland,NULL,Non_Wetland,Built-up
627,Built-up,Cropland,NULL,Non_Wetland,Forest
628,Built-up,Wetland,NULL,Wetland,NULL
629,Built-up,Wetland,NULL,Wetland,Grassland
630,Built-up,Wetland,NULL,Wetland,Wetland
631,Built-up,Wetland,NULL,Wetland,Bareland
632,Built-up,Wetland,NULL,Wetland,Built-up
633,Built-up,Wetland,NULL,Wetland,Water
634,Built-up,Wetland,NULL,Wetland,Forest
635,Built-up,Wetland,Non_Water,Wetland,Grassland
636,Built-up,Wetland,Non_Water,Wetland,Wetland
637,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
638,Built-up,Wetland,Non_Water,Wetland,Bareland
639,Built-up,Wetland,Non_Water,Wetland,Built-up
640,Built-up,Wetland,Non_Water,Wetland,Water
641,Built-up,Wetland,Non_Water,Wetland,Forest
642,Built-up,Wetland,Water,Wetland,Grassland
643,Built-up,Wetland,Water,Wetland,Wetland
644,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
645,Built-up,Wetland,Water,Wetland,Bareland
646,Built-up,Wetland,Water,Wetland,Built-up
647,Built-up,Wetland,Water,Wetland,Water
648,Built-up,Wetland,Water,Wetland,Forest
649,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
650,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
651,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
652,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
653,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
654,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
655,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
656,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
657,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
658,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
659,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
660,Built-up,Bareland,NULL,Non_Wetland,NULL
661,Built-up,Bareland,NULL,Non_Wetland,Grassland
662,Built-up,Bareland,NULL,Non_Wetland,Cropland
663,Built-up,Bareland,NULL,Non_Wetland,Wetland
664,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
665,Built-up,Bareland,NULL,Non_Wetland,Bareland
666,Built-up,Bareland,NULL,Non_Wetland,Built-up
667,Built-up,Bareland,NULL,Non_Wetland,Water
668,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
669,Built-up,Bareland,NULL,Non_Wetland,Forest
670,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
671,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
672,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
673,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
674,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
675,Built-up,Bareland,Non_Water,Non_Wetland,Water
676,Built-up,Bareland,Non_Water,Non_Wetland,Forest
677,Built-up,Bareland,Water,Non_Wetland,Grassland
678,Built-up,Bareland,Water,Non_Wetland,Wetland
679,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
680,Built-up,Bareland,Water,Non_Wetland,Bareland
681,Built-up,Bareland,Water,Non_Wetland,Built-up
682,Built-up,Bareland,Water,Non_Wetland,Water
683,Built-up,Bareland,Water,Non_Wetland,Forest
684,Built-up,Built-up,NULL,Non_Wetland,Grassland
685,Built-up,Built-up,NULL,Non_Wetland,Cropland
686,Built-up,Built-up,NULL,Non_Wetland,Wetland
687,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
688,Built-up,Built-up,NULL,Non_Wetland,Bareland
689,Built-up,Built-up,NULL,Non_Wetland,Built-up
690,Built-up,Built-up,NULL,Non_Wetland,Water
691,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
692,Built-up,Built-up,NULL,Non_Wetland,Forest
693,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
694,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
695,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
696,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
697,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
698,Built-up,Built-up,Non_Water,Non_Wetland,Water
699,Built-up,Built-up,Non_Water,Non_Wetland,Forest
700,Built-up,Built-up,Water,Non_Wetland,Grassland
701,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
702,Built-up,Built-up,Water,Non_Wetland,Bareland
703,Built-up,Built-up,Water,Non_Wetland,Built-up
704,Built-up,Built-up,Water,Non_Wetland,Water
705,Built-up,Built-up,Water,Non_Wetland,Forest
706,Built-up,Water,NULL,Water,Grassland
707,Built-up,Water,NULL,Water,Wetland
708,Built-up,Water,NULL,Water,Bareland
709,Built-up,Water,NULL,Water,Built-up
710,Built-up,Water,NULL,Water,Water
711,Built-up,Water,NULL,Water,Forest
712,Built-up,Water,Non_Water,Water,Wetland
713,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
714,Built-up,Water,Non_Water,Water,Bareland
715,Built-up,Water,Non_Water,Water,Built-up
716,Built-up,Water,Non_Water,Water,Water
717,Built-up,Water,Non_Water,Water,Forest
718,Built-up,Water,Water,Water,Grassland
719,Built-up,Water,Water,Water,Wetland
720,Built-up,Water,Water,Water,Bareland
721,Built-up,Water,Water,Water,Built-up
722,Built-up,Water,Water,Water,Water
723,Built-up,Water,Water,Water,Forest
724,Built-up,Forest,NULL,Non_Wetland,NULL
725,Built-up,Forest,NULL,Non_Wetland,Grassland
726,Built-up,Forest,NULL,Non_Wetland,Cropland
727,Built-up,Forest,NULL,Non_Wetland,Wetland
728,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
729,Built-up,Forest,NULL,Non_Wetland,Bareland
730,Built-up,Forest,NULL,Non_Wetland,Built-up
731,Built-up,Forest,NULL,Non_Wetland,Water
732,Built-up,Forest,NULL,Non_Wetland,Forest
733,Built-up,Forest,Non_Water,Non_Wetland,Grassland
734,Built-up,Forest,Non_Water,Non_Wetland,Wetland
735,Built-up,Forest,Non_Water,Non_Wetland,Bareland
736,Built-up,Forest,Non_Water,Non_Wetland,Water
737,Built-up,Forest,Non_Water,Non_Wetland,Forest
738,Built-up,Forest,Water,Non_Wetland,Grassland
739,Built-up,Forest,Water,Non_Wetland,Wetland
740,Built-up,Forest,Water,Non_Wetland,Bareland
741,Built-up,Forest,Water,Non_Wetland,Forest
742,Water,NULL,NULL,Non_Wetland,NULL
743,Water,NULL,NULL,Non_Wetland,Grassland
744,Water,NULL,NULL,Non_Wetland,Wetland
745,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
746,Water,NULL,NULL,Non_Wetland,Water
747,Water,NULL,NULL,Non_Wetland,Forest
748,Water,NULL,Non_Water,Non_Wetland,Grassland
749,Water,NULL,Non_Water,Non_Wetland,Wetland
750,Water,NULL,Non_Water,Non_Wetland,Water
751,Water,NULL,Non_Water,Non_Wetland,Forest
752,Water,NULL,Water,Non_Wetland,Grassland
753,Water,NULL,Water,Non_Wetland,Wetland
754,Water,NULL,Water,Non_Wetland,Water
755,Water,NULL,Water,Non_Wetland,Forest
756,Water,Shrubland,NULL,Non_Wetland,Grassland
757,Water,Shrubland,NULL,Non_Wetland,Wetland
758,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
759,Water,Shrubland,NULL,Non_Wetland,Bareland
760,Water,Shrubland,NULL,Non_Wetland,Water
761,Water,Shrubland,NULL,Non_Wetland,Forest
762,Water,Shrubland,Non_Water,Non_Wetland,Grassland
763,Water,Shrubland,Non_Water,Non_Wetland,Wetland
764,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Water,Shrubland,Non_Water,Non_Wetland,Bareland
766,Water,Shrubland,Non_Water,Non_Wetland,Water
767,Water,Shrubland,Non_Water,Non_Wetland,Forest
768,Water,Shrubland,Water,Non_Wetland,NULL
769,Water,Shrubland,Water,Non_Wetland,Grassland
770,Water,Shrubland,Water,Non_Wetland,Cropland
771,Water,Shrubland,Water,Non_Wetland,Wetland
772,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
773,Water,Shrubland,Water,Non_Wetland,Bareland
774,Water,Shrubland,Water,Non_Wetland,Built-up
775,Water,Shrubland,Water,Non_Wetland,Water
776,Water,Shrubland,Water,Non_Wetland,Forest
777,Water,Grassland,NULL,Non_Wetland,Grassland
778,Water,Grassland,NULL,Non_Wetland,Wetland
779,Water,Grassland,NULL,Non_Wetland,Bareland
780,Water,Grassland,NULL,Non_Wetland,Built-up
781,Water,Grassland,NULL,Non_Wetland,Forest
782,Water,Grassland,Non_Water,Non_Wetland,Grassland
783,Water,Grassland,Non_Water,Non_Wetland,Wetland
784,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Water,Grassland,Non_Water,Non_Wetland,Bareland
786,Water,Grassland,Non_Water,Non_Wetland,Water
787,Water,Grassland,Non_Water,Non_Wetland,Forest
788,Water,Grassland,Water,Non_Wetland,Grassland
789,Water,Grassland,Water,Non_Wetland,Wetland
790,Water,Grassland,Water,Non_Wetland,Water
791,Water,Grassland,Water,Non_Wetland,Forest
792,Water,Cropland,NULL,Non_Wetland,Grassland
793,Water,Cropland,NULL,Non_Wetland,Water
794,Water,Cropland,NULL,Non_Wetland,Forest
795,Water,Cropland,Non_Water,Non_Wetland,Grassland
796,Water,Cropland,Non_Water,Non_Wetland,Wetland
797,Water,Cropland,Water,Non_Wetland,Water
798,Water,Cropland,Water,Non_Wetland,Forest
799,Water,Wetland,NULL,Wetland,NULL
800,Water,Wetland,NULL,Wetland,Grassland
801,Water,Wetland,NULL,Wetland,Cropland
802,Water,Wetland,NULL,Wetland,Wetland
803,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
804,Water,Wetland,NULL,Wetland,Bareland
805,Water,Wetland,NULL,Wetland,Built-up
806,Water,Wetland,NULL,Wetland,Water
807,Water,Wetland,NULL,Wetland,Forest
808,Water,Wetland,Non_Water,Wetland,NULL
809,Water,Wetland,Non_Water,Wetland,Grassland
810,Water,Wetland,Non_Water,Wetland,Cropland
811,Water,Wetland,Non_Water,Wetland,Wetland
812,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
813,Water,Wetland,Non_Water,Wetland,Bareland
814,Water,Wetland,Non_Water,Wetland,Built-up
815,Water,Wetland,Non_Water,Wetland,Water
816,Water,Wetland,Non_Water,Wetland,Forest
817,Water,Wetland,Water,Wetland,NULL
818,Water,Wetland,Water,Wetland,Grassland
819,Water,Wetland,Water,Wetland,Cropland
820,Water,Wetland,Water,Wetland,Wetland
821,Water,Wetland,Water,Wetland,Lichens_and_Mosses
822,Water,Wetland,Water,Wetland,Bareland
823,Water,Wetland,Water,Wetland,Built-up
824,Water,Wetland,Water,Wetland,Water
825,Water,Wetland,Water,Wetland,Forest
826,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
827,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
828,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
829,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
830,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
831,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
832,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
833,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
834,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
835,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
836,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
837,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
838,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
839,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
840,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
841,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
842,Water,Bareland,NULL,Non_Wetland,NULL
843,Water,Bareland,NULL,Non_Wetland,Grassland
844,Water,Bareland,NULL,Non_Wetland,Wetland
845,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
846,Water,Bareland,NULL,Non_Wetland,Bareland
847,Water,Bareland,NULL,Non_Wetland,Built-up
848,Water,Bareland,NULL,Non_Wetland,Water
849,Water,Bareland,NULL,Non_Wetland,Forest
850,Water,Bareland,Non_Water,Non_Wetland,NULL
851,Water,Bareland,Non_Water,Non_Wetland,Grassland
852,Water,Bareland,Non_Water,Non_Wetland,Cropland
853,Water,Bareland,Non_Water,Non_Wetland,Wetland
854,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
855,Water,Bareland,Non_Water,Non_Wetland,Bareland
856,Water,Bareland,Non_Water,Non_Wetland,Built-up
857,Water,Bareland,Non_Water,Non_Wetland,Water
858,Water,Bareland,Non_Water,Non_Wetland,Forest
859,Water,Bareland,Water,Non_Wetland,NULL
860,Water,Bareland,Water,Non_Wetland,Grassland
861,Water,Bareland,Water,Non_Wetland,Cropland
862,Water,Bareland,Water,Non_Wetland,Wetland
863,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
864,Water,Bareland,Water,Non_Wetland,Bareland
865,Water,Bareland,Water,Non_Wetland,Built-up
866,Water,Bareland,Water,Non_Wetland,Water
867,Water,Bareland,Water,Non_Wetland,Forest
868,Water,Built-up,NULL,Non_Wetland,NULL
869,Water,Built-up,NULL,Non_Wetland,Grassland
870,Water,Built-up,NULL,Non_Wetland,Wetland
871,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
872,Water,Built-up,NULL,Non_Wetland,Bareland
873,Water,Built-up,NULL,Non_Wetland,Built-up
874,Water,Built-up,NULL,Non_Wetland,Water
875,Water,Built-up,NULL,Non_Wetland,Forest
876,Water,Built-up,Non_Water,Non_Wetland,Grassland
877,Water,Built-up,Non_Water,Non_Wetland,Wetland
878,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
879,Water,Built-up,Non_Water,Non_Wetland,Bareland
880,Water,Built-up,Non_Water,Non_Wetland,Built-up
881,Water,Built-up,Non_Water,Non_Wetland,Water
882,Water,Built-up,Non_Water,Non_Wetland,Forest
883,Water,Built-up,Water,Non_Wetland,Grassland
884,Water,Built-up,Water,Non_Wetland,Wetland
885,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
886,Water,Built-up,Water,Non_Wetland,Bareland
887,Water,Built-up,Water,Non_Wetland,Built-up
888,Water,Built-up,Water,Non_Wetland,Water
889,Water,Built-up,Water,Non_Wetland,Forest
890,Water,Water,NULL,Water,NULL
891,Water,Water,NULL,Water,Grassland
892,Water,Water,NULL,Water,Wetland
893,Water,Water,NULL,Water,Lichens_and_Mosses
894,Water,Water,NULL,Water,Bareland
895,Water,Water,NULL,Water,Water
896,Water,Water,NULL,Water,Forest
897,Water,Water,Non_Water,Water,NULL
898,Water,Water,Non_Water,Water,Grassland
899,Water,Water,Non_Water,Water,Cropland
900,Water,Water,Non_Water,Water,Wetland
901,Water,Water,Non_Water,Water,Lichens_and_Mosses
902,Water,Water,Non_Water,Water,Bareland
903,Water,Water,Non_Water,Water,Water
904,Water,Water,Non_Water,Water,Forest
905,Water,Water,Water,Water,NULL
906,Water,Water,Water,Water,Grassland
907,Water,Water,Water,Water,Wetland
908,Water,Water,Water,Water,Lichens_and_Mosses
909,Water,Water,Water,Water,Bareland
910,Water,Water,Water,Water,Water
911,Water,Water,Water,Water,Permanent_ice_and_snow
912,Water,Water,Water,Water,Forest
913,Water,Forest,NULL,Non_Wetland,NULL
914,Water,Forest,NULL,Non_Wetland,Grassland
915,Water,Forest,NULL,Non_Wetland,Wetland
916,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
917,Water,Forest,NULL,Non_Wetland,Bareland
918,Water,Forest,NULL,Non_Wetland,Built-up
919,Water,Forest,NULL,Non_Wetland,Water
920,Water,Forest,NULL,Non_Wetland,Forest
921,Water,Forest,Non_Water,Non_Wetland,Grassland
922,Water,Forest,Non_Water,Non_Wetland,Cropland
923,Water,Forest,Non_Water,Non_Wetland,Wetland
924,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
925,Water,Forest,Non_Water,Non_Wetland,Bareland
926,Water,Forest,Non_Water,Non_Wetland,Built-up
927,Water,Forest,Non_Water,Non_Wetland,Water
928,Water,Forest,Non_Water,Non_Wetland,Forest
929,Water,Forest,Water,Non_Wetland,NULL
930,Water,Forest,Water,Non_Wetland,Grassland
931,Water,Forest,Water,Non_Wetland,Cropland
932,Water,Forest,Water,Non_Wetland,Wetland
933,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
934,Water,Forest,Water,Non_Wetland,Bareland
935,Water,Forest,Water,Non_Wetland,Built-up
936,Water,Forest,Water,Non_Wetland,Water
937,Water,Forest,Water,Non_Wetland,Forest
938,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
939,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
940,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
941,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
942,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
943,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
944,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
945,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
946,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
947,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
948,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
949,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
950,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
951,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
952,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
953,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
954,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
955,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland
956,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
957,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
958,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
959,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
960,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
961,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
962,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
963,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
964,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
