Value,SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,SIBERIA_2024_WorldCover_2021_42WWA_M_R
796,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
797,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
798,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
799,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
800,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
801,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
802,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
803,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
804,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
805,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
806,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
807,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
808,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
809,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
810,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
811,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
812,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
813,Shrubland,NULL,Wetland,NULL,Wetland,Water
814,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
815,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
816,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
817,Shrubland,NULL,Wetland,Water,Wetland,Wetland
818,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
819,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
820,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
821,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
822,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
823,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
824,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
825,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
826,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
827,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
828,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
829,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
830,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
831,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
832,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
833,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
834,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
835,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
836,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
837,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
838,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
839,Shrubland,NULL,Water,NULL,Water,Grassland
840,Shrubland,NULL,Water,NULL,Water,Wetland
841,Shrubland,NULL,Water,Non_Water,Water,Grassland
842,Shrubland,NULL,Water,Non_Water,Water,Wetland
843,Shrubland,NULL,Water,Non_Water,Water,Water
844,Shrubland,NULL,Water,Water,Water,Grassland
845,Shrubland,NULL,Water,Water,Water,Wetland
846,Shrubland,NULL,Water,Water,Water,Water
847,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
848,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
849,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
850,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
851,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
852,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
853,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
854,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
855,Shrubland,Wetland,NULL,NULL,Non_Wetland,Grassland
856,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
857,Shrubland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
858,Shrubland,Wetland,NULL,NULL,Non_Wetland,Water
859,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
860,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
861,Shrubland,Wetland,NULL,Water,Non_Wetland,Grassland
862,Shrubland,Wetland,NULL,Water,Non_Wetland,Wetland
863,Shrubland,Wetland,NULL,Water,Non_Wetland,Water
864,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
865,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
866,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
867,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
868,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
869,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
870,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
871,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
872,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
873,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
874,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
875,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
876,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
877,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
878,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
879,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
880,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
881,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
882,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
883,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
884,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
885,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
886,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
887,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
888,Shrubland,Wetland,Wetland,NULL,Wetland,Water
889,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
890,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
891,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
892,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
893,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
894,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
895,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
896,Shrubland,Wetland,Wetland,Water,Wetland,Water
897,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
898,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
899,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
900,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
901,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
902,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
903,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
904,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
905,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
906,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
907,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
908,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
909,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
910,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
911,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
912,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
913,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
914,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
915,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
916,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
917,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
918,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
919,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
920,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
921,Shrubland,Wetland,Water,NULL,Water,Grassland
922,Shrubland,Wetland,Water,NULL,Water,Wetland
923,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
924,Shrubland,Wetland,Water,NULL,Water,Water
925,Shrubland,Wetland,Water,Non_Water,Water,Grassland
926,Shrubland,Wetland,Water,Non_Water,Water,Wetland
927,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
928,Shrubland,Wetland,Water,Non_Water,Water,Water
929,Shrubland,Wetland,Water,Water,Water,Grassland
930,Shrubland,Wetland,Water,Water,Water,Wetland
931,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
932,Shrubland,Wetland,Water,Water,Water,Water
933,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
934,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
935,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
936,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
937,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
938,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
939,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
940,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
941,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
942,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
943,Shrubland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
944,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
945,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
946,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
947,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
948,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
949,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
950,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
951,Shrubland,Water,Wetland,NULL,Wetland,Wetland
952,Shrubland,Water,Wetland,NULL,Wetland,Water
953,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
954,Shrubland,Water,Wetland,Non_Water,Wetland,Water
955,Shrubland,Water,Wetland,Water,Wetland,Wetland
956,Shrubland,Water,Wetland,Water,Wetland,Water
957,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
958,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
959,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
960,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
961,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
962,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
963,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
964,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
965,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
966,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
967,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
968,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
969,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
970,Shrubland,Water,Bareland,Water,Non_Wetland,Water
971,Shrubland,Water,Water,NULL,Water,Grassland
972,Shrubland,Water,Water,NULL,Water,Wetland
973,Shrubland,Water,Water,NULL,Water,Water
974,Shrubland,Water,Water,Non_Water,Water,Wetland
975,Shrubland,Water,Water,Non_Water,Water,Water
976,Shrubland,Water,Water,Water,Water,Grassland
977,Shrubland,Water,Water,Water,Water,Wetland
978,Shrubland,Water,Water,Water,Water,Water
979,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
980,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
981,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
982,Shrubland,Water,Forest,NULL,Non_Wetland,Water
983,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
984,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
985,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
986,Shrubland,Water,Forest,Water,Non_Wetland,Water
987,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
988,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
989,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
990,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
991,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
992,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
993,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
994,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
995,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
996,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
997,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
998,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
999,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1000,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1001,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1002,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1003,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1004,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1005,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1006,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1007,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1008,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1009,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1010,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1011,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1012,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1013,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1014,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1015,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1016,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1017,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1018,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1019,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1020,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1021,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1022,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1023,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1024,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1025,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1026,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1027,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1028,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1029,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1030,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1031,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1032,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1033,Wetland,NULL,NULL,NULL,Non_Wetland,Water
1034,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1035,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1036,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1037,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1038,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1039,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1040,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1041,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1042,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1043,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1044,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1045,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1046,Wetland,NULL,Wetland,Water,Wetland,Wetland
1047,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1048,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1049,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1050,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1051,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1052,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1053,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1054,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1055,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1056,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1057,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1058,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1059,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1060,Wetland,NULL,Water,NULL,Water,Grassland
1061,Wetland,NULL,Water,NULL,Water,Wetland
1062,Wetland,NULL,Water,NULL,Water,Water
1063,Wetland,NULL,Water,Non_Water,Water,Wetland
1064,Wetland,NULL,Water,Water,Water,Wetland
1065,Wetland,NULL,Water,Water,Water,Water
1066,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1067,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1068,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1069,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1070,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1071,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1072,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1073,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1074,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1075,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1076,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1077,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1078,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1079,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1080,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1081,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1082,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1083,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1084,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1085,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1086,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1087,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1088,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1089,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1090,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1091,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1092,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1093,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1094,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1095,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1096,Wetland,Wetland,Wetland,NULL,Wetland,Water
1097,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1098,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1099,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1100,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1101,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1102,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1103,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1104,Wetland,Wetland,Wetland,Water,Wetland,Water
1105,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1106,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1107,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1108,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1109,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1110,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1111,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1112,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1113,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1114,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1115,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1116,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1117,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1118,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1119,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1120,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1121,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1122,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1123,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1124,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1125,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1126,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1127,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1128,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1129,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1130,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1131,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1132,Wetland,Wetland,Water,NULL,Water,Grassland
1133,Wetland,Wetland,Water,NULL,Water,Wetland
1134,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1135,Wetland,Wetland,Water,NULL,Water,Water
1136,Wetland,Wetland,Water,Non_Water,Water,Grassland
1137,Wetland,Wetland,Water,Non_Water,Water,Wetland
1138,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1139,Wetland,Wetland,Water,Non_Water,Water,Water
1140,Wetland,Wetland,Water,Water,Water,Grassland
1141,Wetland,Wetland,Water,Water,Water,Wetland
1142,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1143,Wetland,Wetland,Water,Water,Water,Bareland
1144,Wetland,Wetland,Water,Water,Water,Water
1145,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1146,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1147,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1148,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1149,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1150,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1151,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1152,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1153,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1154,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1155,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1156,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1157,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1158,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1159,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1160,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1161,Wetland,Water,NULL,NULL,Non_Wetland,Water
1162,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1163,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1164,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1165,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1166,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1167,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1168,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1169,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1170,Wetland,Water,Wetland,NULL,Wetland,Wetland
1171,Wetland,Water,Wetland,NULL,Wetland,Water
1172,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1173,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1174,Wetland,Water,Wetland,Non_Water,Wetland,Water
1175,Wetland,Water,Wetland,Water,Wetland,Wetland
1176,Wetland,Water,Wetland,Water,Wetland,Water
1177,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1178,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
