Value,SIBERIA_2024_ESA_CALU_2024_44XMF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XMF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XMF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XMF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XMF_M_R,SIBERIA_2024_WorldCover_2021_44XMF_M_R
418,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
419,NULL,Water,Wetland,NULL,NULL,Bareland
420,NULL,Water,Wetland,NULL,NULL,Water
421,NULL,Water,Wetland,NULL,Wetland,Grassland
422,NULL,Water,Wetland,NULL,Wetland,Wetland
423,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
424,NULL,Water,Wetland,NULL,Wetland,Bareland
425,NULL,Water,Wetland,NULL,Wetland,Water
426,NULL,Water,Wetland,Non_Water,NULL,Grassland
427,NULL,Water,Wetland,Non_Water,NULL,Wetland
428,NULL,Water,Wetland,Non_Water,NULL,Lichens_and_Mosses
429,NULL,Water,Wetland,Non_Water,NULL,Bareland
430,NULL,Water,Wetland,Non_Water,NULL,Water
431,NULL,Water,Wetland,Non_Water,Wetland,Grassland
432,NULL,Water,Wetland,Non_Water,Wetland,Wetland
433,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
434,NULL,Water,Wetland,Non_Water,Wetland,Bareland
435,NULL,Water,Wetland,Non_Water,Wetland,Water
436,NULL,Water,Wetland,Water,NULL,Grassland
437,NULL,Water,Wetland,Water,NULL,Wetland
438,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
439,NULL,Water,Wetland,Water,NULL,Bareland
440,NULL,Water,Wetland,Water,NULL,Water
441,NULL,Water,Wetland,Water,Wetland,Grassland
442,NULL,Water,Wetland,Water,Wetland,Wetland
443,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
444,NULL,Water,Wetland,Water,Wetland,Bareland
445,NULL,Water,Wetland,Water,Wetland,Water
446,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
447,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
448,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
449,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
450,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
451,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
452,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
453,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
454,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
455,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
456,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
457,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
458,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
459,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
460,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
461,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
462,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
463,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
464,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
465,NULL,Water,Bareland,NULL,Non_Wetland,Water
466,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
467,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
468,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
469,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
470,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
471,NULL,Water,Bareland,Water,Non_Wetland,Grassland
472,NULL,Water,Bareland,Water,Non_Wetland,Wetland
473,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
474,NULL,Water,Bareland,Water,Non_Wetland,Bareland
475,NULL,Water,Bareland,Water,Non_Wetland,Water
476,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
477,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
478,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
479,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
480,NULL,Water,Built-up,NULL,Non_Wetland,Water
481,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
482,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
483,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
484,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
485,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
486,NULL,Water,Built-up,Water,Non_Wetland,Grassland
487,NULL,Water,Built-up,Water,Non_Wetland,Wetland
488,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
489,NULL,Water,Built-up,Water,Non_Wetland,Bareland
490,NULL,Water,Built-up,Water,Non_Wetland,Water
491,NULL,Water,Water,NULL,NULL,Grassland
492,NULL,Water,Water,NULL,NULL,Wetland
493,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
494,NULL,Water,Water,NULL,NULL,Bareland
495,NULL,Water,Water,NULL,NULL,Water
496,NULL,Water,Water,NULL,NULL,Forest
497,NULL,Water,Water,NULL,Water,Grassland
498,NULL,Water,Water,NULL,Water,Wetland
499,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
500,NULL,Water,Water,NULL,Water,Bareland
501,NULL,Water,Water,NULL,Water,Water
502,NULL,Water,Water,Non_Water,NULL,Wetland
503,NULL,Water,Water,Non_Water,NULL,Lichens_and_Mosses
504,NULL,Water,Water,Non_Water,NULL,Water
505,NULL,Water,Water,Non_Water,Water,Grassland
506,NULL,Water,Water,Non_Water,Water,Wetland
507,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
508,NULL,Water,Water,Non_Water,Water,Bareland
509,NULL,Water,Water,Non_Water,Water,Water
510,NULL,Water,Water,Water,NULL,Grassland
511,NULL,Water,Water,Water,NULL,Wetland
512,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
513,NULL,Water,Water,Water,NULL,Bareland
514,NULL,Water,Water,Water,NULL,Water
515,NULL,Water,Water,Water,Water,Grassland
516,NULL,Water,Water,Water,Water,Wetland
517,NULL,Water,Water,Water,Water,Lichens_and_Mosses
518,NULL,Water,Water,Water,Water,Bareland
519,NULL,Water,Water,Water,Water,Water
520,NULL,Water,Forest,NULL,Non_Wetland,Wetland
521,NULL,Water,Forest,NULL,Non_Wetland,Water
522,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
523,NULL,Water,Forest,Non_Water,Non_Wetland,Water
524,NULL,Water,Forest,Water,Non_Wetland,Wetland
525,NULL,Water,Forest,Water,Non_Wetland,Water
526,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
527,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
528,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
529,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
530,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
531,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
532,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
533,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
534,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
535,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
536,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
537,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
538,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
539,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
540,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
542,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
543,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
544,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
545,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
546,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
547,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
548,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
549,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
550,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
551,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
552,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
553,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
554,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
555,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
556,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
557,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
558,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
559,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
560,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
561,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
562,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
563,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
564,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
565,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
566,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
567,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
568,NULL,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
569,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
570,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
571,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
572,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
573,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
574,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
575,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
576,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
577,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
578,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
579,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
580,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
581,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
582,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
583,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
584,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
585,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
586,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
587,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
588,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
589,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
590,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
591,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
592,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
593,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
594,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
595,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
596,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
597,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
598,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
599,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
600,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
601,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
602,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
603,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
604,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
605,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
606,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
607,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
608,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
609,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
610,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
611,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
612,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
613,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
614,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
615,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
616,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
617,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
618,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
619,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
620,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
621,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
622,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
623,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
624,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
625,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
626,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
627,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
628,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
629,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
630,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
631,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
632,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
633,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
634,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
635,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
636,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
637,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
638,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
639,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
640,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
641,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
642,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
643,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
644,NULL,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
645,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
646,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
647,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
648,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
649,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
650,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
651,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
652,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
653,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
654,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
655,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
656,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
657,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
658,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
659,NULL,Forest,Shrubland,Water,Non_Wetland,Water
660,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
661,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
662,NULL,Forest,Wetland,NULL,Wetland,Grassland
663,NULL,Forest,Wetland,NULL,Wetland,Wetland
664,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
665,NULL,Forest,Wetland,Non_Water,Wetland,Water
666,NULL,Forest,Wetland,Water,Wetland,Wetland
667,NULL,Forest,Wetland,Water,Wetland,Water
668,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
669,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
670,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
671,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
672,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
673,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
674,NULL,Forest,Bareland,NULL,Non_Wetland,Water
675,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
676,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
677,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
678,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
679,NULL,Forest,Water,NULL,Water,Wetland
680,NULL,Forest,Water,NULL,Water,Water
681,NULL,Forest,Water,Non_Water,Water,Wetland
682,NULL,Forest,Water,Non_Water,Water,Water
683,NULL,Forest,Water,Water,Water,Wetland
684,NULL,Forest,Water,Water,Water,Water
685,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
