Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWN_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWN_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWN_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWN_M_R,SIBERIA_2024_WorldCover_2021_42VWN_M_R
470,Wetland,Bareland,NULL,Non_Wetland,Forest
471,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
472,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
473,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
474,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
475,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
476,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
477,Wetland,Bareland,Non_Water,Non_Wetland,Water
478,Wetland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
479,Wetland,Bareland,Non_Water,Non_Wetland,Forest
480,Wetland,Bareland,Water,Non_Wetland,NULL
481,Wetland,Bareland,Water,Non_Wetland,Grassland
482,Wetland,Bareland,Water,Non_Wetland,Cropland
483,Wetland,Bareland,Water,Non_Wetland,Wetland
484,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
485,Wetland,Bareland,Water,Non_Wetland,Bareland
486,Wetland,Bareland,Water,Non_Wetland,Built-up
487,Wetland,Bareland,Water,Non_Wetland,Water
488,Wetland,Bareland,Water,Non_Wetland,Forest
489,Wetland,Built-up,NULL,Non_Wetland,NULL
490,Wetland,Built-up,NULL,Non_Wetland,Grassland
491,Wetland,Built-up,NULL,Non_Wetland,Cropland
492,Wetland,Built-up,NULL,Non_Wetland,Wetland
493,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
494,Wetland,Built-up,NULL,Non_Wetland,Bareland
495,Wetland,Built-up,NULL,Non_Wetland,Built-up
496,Wetland,Built-up,NULL,Non_Wetland,Water
497,Wetland,Built-up,NULL,Non_Wetland,Forest
498,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
499,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
500,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
501,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
502,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
503,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
504,Wetland,Built-up,Non_Water,Non_Wetland,Water
505,Wetland,Built-up,Non_Water,Non_Wetland,Forest
506,Wetland,Built-up,Water,Non_Wetland,Grassland
507,Wetland,Built-up,Water,Non_Wetland,Wetland
508,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
509,Wetland,Built-up,Water,Non_Wetland,Bareland
510,Wetland,Built-up,Water,Non_Wetland,Built-up
511,Wetland,Built-up,Water,Non_Wetland,Water
512,Wetland,Built-up,Water,Non_Wetland,Forest
513,Wetland,Water,NULL,Water,NULL
514,Wetland,Water,NULL,Water,Grassland
515,Wetland,Water,NULL,Water,Wetland
516,Wetland,Water,NULL,Water,Lichens_and_Mosses
517,Wetland,Water,NULL,Water,Bareland
518,Wetland,Water,NULL,Water,Built-up
519,Wetland,Water,NULL,Water,Water
520,Wetland,Water,NULL,Water,Forest
521,Wetland,Water,Non_Water,Water,Grassland
522,Wetland,Water,Non_Water,Water,Cropland
523,Wetland,Water,Non_Water,Water,Wetland
524,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
525,Wetland,Water,Non_Water,Water,Bareland
526,Wetland,Water,Non_Water,Water,Built-up
527,Wetland,Water,Non_Water,Water,Water
528,Wetland,Water,Non_Water,Water,Forest
529,Wetland,Water,Water,Water,NULL
530,Wetland,Water,Water,Water,Grassland
531,Wetland,Water,Water,Water,Cropland
532,Wetland,Water,Water,Water,Wetland
533,Wetland,Water,Water,Water,Lichens_and_Mosses
534,Wetland,Water,Water,Water,Bareland
535,Wetland,Water,Water,Water,Built-up
536,Wetland,Water,Water,Water,Water
537,Wetland,Water,Water,Water,Forest
538,Wetland,Forest,NULL,Non_Wetland,NULL
539,Wetland,Forest,NULL,Non_Wetland,Grassland
540,Wetland,Forest,NULL,Non_Wetland,Cropland
541,Wetland,Forest,NULL,Non_Wetland,Wetland
542,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
543,Wetland,Forest,NULL,Non_Wetland,Bareland
544,Wetland,Forest,NULL,Non_Wetland,Built-up
545,Wetland,Forest,NULL,Non_Wetland,Water
546,Wetland,Forest,NULL,Non_Wetland,Forest
547,Wetland,Forest,Non_Water,Non_Wetland,Grassland
548,Wetland,Forest,Non_Water,Non_Wetland,Cropland
549,Wetland,Forest,Non_Water,Non_Wetland,Wetland
550,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
551,Wetland,Forest,Non_Water,Non_Wetland,Bareland
552,Wetland,Forest,Non_Water,Non_Wetland,Built-up
553,Wetland,Forest,Non_Water,Non_Wetland,Water
554,Wetland,Forest,Non_Water,Non_Wetland,Forest
555,Wetland,Forest,Water,Non_Wetland,NULL
556,Wetland,Forest,Water,Non_Wetland,Grassland
557,Wetland,Forest,Water,Non_Wetland,Cropland
558,Wetland,Forest,Water,Non_Wetland,Wetland
559,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
560,Wetland,Forest,Water,Non_Wetland,Bareland
561,Wetland,Forest,Water,Non_Wetland,Built-up
562,Wetland,Forest,Water,Non_Wetland,Water
563,Wetland,Forest,Water,Non_Wetland,Forest
564,Bareland,NULL,NULL,Non_Wetland,NULL
565,Bareland,NULL,NULL,Non_Wetland,Bareland
566,Bareland,NULL,NULL,Non_Wetland,Forest
567,Bareland,Shrubland,NULL,Non_Wetland,Grassland
568,Bareland,Shrubland,NULL,Non_Wetland,Wetland
569,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
570,Bareland,Shrubland,NULL,Non_Wetland,Bareland
571,Bareland,Shrubland,NULL,Non_Wetland,Built-up
572,Bareland,Shrubland,NULL,Non_Wetland,Water
573,Bareland,Shrubland,NULL,Non_Wetland,Forest
574,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
575,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
576,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
578,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
579,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
580,Bareland,Shrubland,Water,Non_Wetland,Grassland
581,Bareland,Shrubland,Water,Non_Wetland,Cropland
582,Bareland,Shrubland,Water,Non_Wetland,Bareland
583,Bareland,Grassland,NULL,Non_Wetland,Grassland
584,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
585,Bareland,Grassland,NULL,Non_Wetland,Bareland
586,Bareland,Grassland,NULL,Non_Wetland,Forest
587,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
588,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
589,Bareland,Grassland,Non_Water,Non_Wetland,Forest
590,Bareland,Cropland,NULL,Non_Wetland,NULL
591,Bareland,Cropland,NULL,Non_Wetland,Grassland
592,Bareland,Cropland,NULL,Non_Wetland,Wetland
593,Bareland,Cropland,NULL,Non_Wetland,Bareland
594,Bareland,Cropland,NULL,Non_Wetland,Built-up
595,Bareland,Cropland,NULL,Non_Wetland,Water
596,Bareland,Cropland,NULL,Non_Wetland,Forest
597,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
598,Bareland,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
599,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
600,Bareland,Cropland,Water,Non_Wetland,Grassland
601,Bareland,Cropland,Water,Non_Wetland,Water
602,Bareland,Cropland,Water,Non_Wetland,Forest
603,Bareland,Wetland,NULL,Wetland,NULL
604,Bareland,Wetland,NULL,Wetland,Grassland
605,Bareland,Wetland,NULL,Wetland,Wetland
606,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
607,Bareland,Wetland,NULL,Wetland,Bareland
608,Bareland,Wetland,NULL,Wetland,Built-up
609,Bareland,Wetland,NULL,Wetland,Water
610,Bareland,Wetland,NULL,Wetland,Forest
611,Bareland,Wetland,Non_Water,Wetland,Grassland
612,Bareland,Wetland,Non_Water,Wetland,Cropland
613,Bareland,Wetland,Non_Water,Wetland,Wetland
614,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
615,Bareland,Wetland,Non_Water,Wetland,Bareland
616,Bareland,Wetland,Non_Water,Wetland,Built-up
617,Bareland,Wetland,Non_Water,Wetland,Water
618,Bareland,Wetland,Non_Water,Wetland,Forest
619,Bareland,Wetland,Water,Wetland,Grassland
620,Bareland,Wetland,Water,Wetland,Wetland
621,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
622,Bareland,Wetland,Water,Wetland,Bareland
623,Bareland,Wetland,Water,Wetland,Water
624,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
625,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
626,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
627,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
628,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
629,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
630,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
631,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
632,Bareland,Bareland,NULL,Non_Wetland,NULL
633,Bareland,Bareland,NULL,Non_Wetland,Grassland
634,Bareland,Bareland,NULL,Non_Wetland,Cropland
635,Bareland,Bareland,NULL,Non_Wetland,Wetland
636,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
637,Bareland,Bareland,NULL,Non_Wetland,Bareland
638,Bareland,Bareland,NULL,Non_Wetland,Built-up
639,Bareland,Bareland,NULL,Non_Wetland,Water
640,Bareland,Bareland,NULL,Non_Wetland,Forest
641,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
642,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
643,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
644,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
645,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
646,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
647,Bareland,Bareland,Non_Water,Non_Wetland,Water
648,Bareland,Bareland,Non_Water,Non_Wetland,Forest
649,Bareland,Bareland,Water,Non_Wetland,Grassland
650,Bareland,Bareland,Water,Non_Wetland,Wetland
651,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
652,Bareland,Bareland,Water,Non_Wetland,Bareland
653,Bareland,Bareland,Water,Non_Wetland,Built-up
654,Bareland,Bareland,Water,Non_Wetland,Water
655,Bareland,Bareland,Water,Non_Wetland,Forest
656,Bareland,Built-up,NULL,Non_Wetland,Grassland
657,Bareland,Built-up,NULL,Non_Wetland,Wetland
658,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
659,Bareland,Built-up,NULL,Non_Wetland,Bareland
660,Bareland,Built-up,NULL,Non_Wetland,Built-up
661,Bareland,Built-up,NULL,Non_Wetland,Water
662,Bareland,Built-up,NULL,Non_Wetland,Forest
663,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
664,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
665,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
666,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
667,Bareland,Built-up,Non_Water,Non_Wetland,Water
668,Bareland,Built-up,Non_Water,Non_Wetland,Forest
669,Bareland,Built-up,Water,Non_Wetland,Grassland
670,Bareland,Built-up,Water,Non_Wetland,Bareland
671,Bareland,Built-up,Water,Non_Wetland,Built-up
672,Bareland,Built-up,Water,Non_Wetland,Water
673,Bareland,Built-up,Water,Non_Wetland,Forest
674,Bareland,Water,NULL,Water,Grassland
675,Bareland,Water,NULL,Water,Wetland
676,Bareland,Water,NULL,Water,Built-up
677,Bareland,Water,Non_Water,Water,Grassland
678,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
679,Bareland,Water,Non_Water,Water,Bareland
680,Bareland,Water,Non_Water,Water,Water
681,Bareland,Water,Water,Water,Grassland
682,Bareland,Water,Water,Water,Wetland
683,Bareland,Water,Water,Water,Lichens_and_Mosses
684,Bareland,Water,Water,Water,Bareland
685,Bareland,Water,Water,Water,Water
686,Bareland,Forest,NULL,Non_Wetland,NULL
687,Bareland,Forest,NULL,Non_Wetland,Grassland
688,Bareland,Forest,NULL,Non_Wetland,Wetland
689,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
690,Bareland,Forest,NULL,Non_Wetland,Bareland
691,Bareland,Forest,NULL,Non_Wetland,Built-up
692,Bareland,Forest,NULL,Non_Wetland,Water
693,Bareland,Forest,NULL,Non_Wetland,Forest
694,Bareland,Forest,Non_Water,Non_Wetland,Grassland
695,Bareland,Forest,Non_Water,Non_Wetland,Wetland
696,Bareland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
697,Bareland,Forest,Non_Water,Non_Wetland,Bareland
698,Bareland,Forest,Water,Non_Wetland,Wetland
699,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
700,Bareland,Forest,Water,Non_Wetland,Bareland
701,Bareland,Forest,Water,Non_Wetland,Water
702,Bareland,Forest,Water,Non_Wetland,Forest
703,Built-up,NULL,NULL,Non_Wetland,NULL
704,Built-up,NULL,NULL,Non_Wetland,Grassland
705,Built-up,NULL,NULL,Non_Wetland,Wetland
706,Built-up,NULL,NULL,Non_Wetland,Bareland
707,Built-up,NULL,NULL,Non_Wetland,Built-up
708,Built-up,NULL,NULL,Non_Wetland,Water
709,Built-up,NULL,NULL,Non_Wetland,Forest
710,Built-up,NULL,Non_Water,Non_Wetland,Grassland
711,Built-up,NULL,Non_Water,Non_Wetland,Wetland
712,Built-up,NULL,Non_Water,Non_Wetland,Forest
713,Built-up,NULL,Water,Non_Wetland,Grassland
714,Built-up,NULL,Water,Non_Wetland,Water
715,Built-up,NULL,Water,Non_Wetland,Forest
716,Built-up,Shrubland,NULL,Non_Wetland,Grassland
717,Built-up,Shrubland,NULL,Non_Wetland,Cropland
718,Built-up,Shrubland,NULL,Non_Wetland,Wetland
719,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
720,Built-up,Shrubland,NULL,Non_Wetland,Bareland
721,Built-up,Shrubland,NULL,Non_Wetland,Built-up
722,Built-up,Shrubland,NULL,Non_Wetland,Forest
723,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
724,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
725,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
726,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
727,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
728,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
729,Built-up,Shrubland,Water,Non_Wetland,Grassland
730,Built-up,Shrubland,Water,Non_Wetland,Wetland
731,Built-up,Shrubland,Water,Non_Wetland,Built-up
732,Built-up,Shrubland,Water,Non_Wetland,Forest
733,Built-up,Grassland,NULL,Non_Wetland,Grassland
734,Built-up,Grassland,NULL,Non_Wetland,Cropland
735,Built-up,Grassland,NULL,Non_Wetland,Wetland
736,Built-up,Grassland,NULL,Non_Wetland,Bareland
737,Built-up,Grassland,NULL,Non_Wetland,Built-up
738,Built-up,Grassland,NULL,Non_Wetland,Forest
739,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
740,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
741,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
742,Built-up,Grassland,Non_Water,Non_Wetland,Forest
743,Built-up,Grassland,Water,Non_Wetland,Grassland
744,Built-up,Grassland,Water,Non_Wetland,Bareland
745,Built-up,Grassland,Water,Non_Wetland,Forest
746,Built-up,Cropland,NULL,Non_Wetland,NULL
747,Built-up,Cropland,NULL,Non_Wetland,Grassland
748,Built-up,Cropland,NULL,Non_Wetland,Cropland
749,Built-up,Cropland,NULL,Non_Wetland,Wetland
750,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
751,Built-up,Cropland,NULL,Non_Wetland,Bareland
752,Built-up,Cropland,NULL,Non_Wetland,Built-up
753,Built-up,Cropland,NULL,Non_Wetland,Forest
754,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
755,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
756,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
757,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
758,Built-up,Cropland,Non_Water,Non_Wetland,Forest
759,Built-up,Cropland,Water,Non_Wetland,Grassland
760,Built-up,Cropland,Water,Non_Wetland,Wetland
761,Built-up,Cropland,Water,Non_Wetland,Built-up
762,Built-up,Cropland,Water,Non_Wetland,Forest
763,Built-up,Wetland,NULL,Wetland,NULL
764,Built-up,Wetland,NULL,Wetland,Grassland
765,Built-up,Wetland,NULL,Wetland,Cropland
766,Built-up,Wetland,NULL,Wetland,Wetland
767,Built-up,Wetland,NULL,Wetland,Bareland
768,Built-up,Wetland,NULL,Wetland,Built-up
769,Built-up,Wetland,NULL,Wetland,Water
770,Built-up,Wetland,NULL,Wetland,Forest
771,Built-up,Wetland,Non_Water,Wetland,Grassland
772,Built-up,Wetland,Non_Water,Wetland,Cropland
773,Built-up,Wetland,Non_Water,Wetland,Wetland
774,Built-up,Wetland,Non_Water,Wetland,Bareland
775,Built-up,Wetland,Non_Water,Wetland,Built-up
776,Built-up,Wetland,Non_Water,Wetland,Water
777,Built-up,Wetland,Non_Water,Wetland,Forest
778,Built-up,Wetland,Water,Wetland,Grassland
779,Built-up,Wetland,Water,Wetland,Wetland
780,Built-up,Wetland,Water,Wetland,Bareland
781,Built-up,Wetland,Water,Wetland,Built-up
782,Built-up,Wetland,Water,Wetland,Water
783,Built-up,Wetland,Water,Wetland,Forest
784,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
785,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
786,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
787,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
788,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
789,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
790,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
791,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
792,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
793,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
794,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
795,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
796,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
797,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
798,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
799,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
800,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
801,Built-up,Bareland,NULL,Non_Wetland,NULL
802,Built-up,Bareland,NULL,Non_Wetland,Grassland
803,Built-up,Bareland,NULL,Non_Wetland,Cropland
804,Built-up,Bareland,NULL,Non_Wetland,Wetland
805,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
806,Built-up,Bareland,NULL,Non_Wetland,Bareland
807,Built-up,Bareland,NULL,Non_Wetland,Built-up
808,Built-up,Bareland,NULL,Non_Wetland,Water
809,Built-up,Bareland,NULL,Non_Wetland,Forest
810,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
811,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
812,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
813,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
814,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
815,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
816,Built-up,Bareland,Non_Water,Non_Wetland,Water
817,Built-up,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
818,Built-up,Bareland,Non_Water,Non_Wetland,Forest
819,Built-up,Bareland,Water,Non_Wetland,Grassland
820,Built-up,Bareland,Water,Non_Wetland,Cropland
821,Built-up,Bareland,Water,Non_Wetland,Wetland
822,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
823,Built-up,Bareland,Water,Non_Wetland,Bareland
824,Built-up,Bareland,Water,Non_Wetland,Built-up
825,Built-up,Bareland,Water,Non_Wetland,Water
826,Built-up,Bareland,Water,Non_Wetland,Forest
827,Built-up,Built-up,NULL,Non_Wetland,Grassland
828,Built-up,Built-up,NULL,Non_Wetland,Cropland
829,Built-up,Built-up,NULL,Non_Wetland,Wetland
830,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
831,Built-up,Built-up,NULL,Non_Wetland,Bareland
832,Built-up,Built-up,NULL,Non_Wetland,Built-up
833,Built-up,Built-up,NULL,Non_Wetland,Water
834,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
835,Built-up,Built-up,NULL,Non_Wetland,Forest
836,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
837,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
838,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
839,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
840,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
841,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
842,Built-up,Built-up,Non_Water,Non_Wetland,Water
843,Built-up,Built-up,Non_Water,Non_Wetland,Forest
844,Built-up,Built-up,Water,Non_Wetland,Grassland
845,Built-up,Built-up,Water,Non_Wetland,Cropland
846,Built-up,Built-up,Water,Non_Wetland,Wetland
847,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
848,Built-up,Built-up,Water,Non_Wetland,Bareland
849,Built-up,Built-up,Water,Non_Wetland,Built-up
850,Built-up,Built-up,Water,Non_Wetland,Water
851,Built-up,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
852,Built-up,Built-up,Water,Non_Wetland,Forest
853,Built-up,Water,NULL,Water,Grassland
854,Built-up,Water,NULL,Water,Bareland
855,Built-up,Water,NULL,Water,Built-up
856,Built-up,Water,NULL,Water,Water
857,Built-up,Water,NULL,Water,Forest
858,Built-up,Water,Non_Water,Water,Grassland
859,Built-up,Water,Non_Water,Water,Bareland
860,Built-up,Water,Non_Water,Water,Built-up
861,Built-up,Water,Non_Water,Water,Water
862,Built-up,Water,Non_Water,Water,Forest
863,Built-up,Water,Water,Water,Grassland
864,Built-up,Water,Water,Water,Cropland
865,Built-up,Water,Water,Water,Wetland
866,Built-up,Water,Water,Water,Bareland
867,Built-up,Water,Water,Water,Built-up
868,Built-up,Water,Water,Water,Water
869,Built-up,Water,Water,Water,Forest
870,Built-up,Forest,NULL,Non_Wetland,NULL
871,Built-up,Forest,NULL,Non_Wetland,Grassland
872,Built-up,Forest,NULL,Non_Wetland,Cropland
873,Built-up,Forest,NULL,Non_Wetland,Wetland
874,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
875,Built-up,Forest,NULL,Non_Wetland,Bareland
876,Built-up,Forest,NULL,Non_Wetland,Built-up
877,Built-up,Forest,NULL,Non_Wetland,Water
878,Built-up,Forest,NULL,Non_Wetland,Forest
879,Built-up,Forest,Non_Water,Non_Wetland,Grassland
880,Built-up,Forest,Non_Water,Non_Wetland,Cropland
881,Built-up,Forest,Non_Water,Non_Wetland,Wetland
882,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
883,Built-up,Forest,Non_Water,Non_Wetland,Bareland
884,Built-up,Forest,Non_Water,Non_Wetland,Built-up
885,Built-up,Forest,Non_Water,Non_Wetland,Forest
886,Built-up,Forest,Water,Non_Wetland,Grassland
887,Built-up,Forest,Water,Non_Wetland,Wetland
888,Built-up,Forest,Water,Non_Wetland,Bareland
889,Built-up,Forest,Water,Non_Wetland,Built-up
890,Built-up,Forest,Water,Non_Wetland,Forest
891,Water,NULL,NULL,Non_Wetland,Grassland
892,Water,NULL,NULL,Non_Wetland,Wetland
893,Water,NULL,NULL,Non_Wetland,Bareland
894,Water,NULL,NULL,Non_Wetland,Water
895,Water,NULL,NULL,Non_Wetland,Forest
896,Water,NULL,Non_Water,Non_Wetland,Grassland
897,Water,NULL,Non_Water,Non_Wetland,Cropland
898,Water,NULL,Non_Water,Non_Wetland,Wetland
899,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
900,Water,NULL,Non_Water,Non_Wetland,Water
901,Water,NULL,Non_Water,Non_Wetland,Forest
902,Water,NULL,Water,Non_Wetland,Grassland
903,Water,NULL,Water,Non_Wetland,Wetland
904,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
905,Water,NULL,Water,Non_Wetland,Water
906,Water,NULL,Water,Non_Wetland,Forest
907,Water,Shrubland,NULL,Non_Wetland,Grassland
908,Water,Shrubland,NULL,Non_Wetland,Wetland
909,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
910,Water,Shrubland,NULL,Non_Wetland,Bareland
911,Water,Shrubland,NULL,Non_Wetland,Built-up
912,Water,Shrubland,NULL,Non_Wetland,Water
913,Water,Shrubland,NULL,Non_Wetland,Forest
914,Water,Shrubland,Non_Water,Non_Wetland,Grassland
915,Water,Shrubland,Non_Water,Non_Wetland,Cropland
916,Water,Shrubland,Non_Water,Non_Wetland,Wetland
917,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
918,Water,Shrubland,Non_Water,Non_Wetland,Bareland
919,Water,Shrubland,Non_Water,Non_Wetland,Built-up
920,Water,Shrubland,Non_Water,Non_Wetland,Water
921,Water,Shrubland,Non_Water,Non_Wetland,Forest
922,Water,Shrubland,Water,Non_Wetland,Grassland
923,Water,Shrubland,Water,Non_Wetland,Cropland
924,Water,Shrubland,Water,Non_Wetland,Wetland
925,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
926,Water,Shrubland,Water,Non_Wetland,Bareland
927,Water,Shrubland,Water,Non_Wetland,Built-up
928,Water,Shrubland,Water,Non_Wetland,Water
929,Water,Shrubland,Water,Non_Wetland,Forest
930,Water,Grassland,NULL,Non_Wetland,Grassland
931,Water,Grassland,NULL,Non_Wetland,Cropland
932,Water,Grassland,NULL,Non_Wetland,Wetland
933,Water,Grassland,NULL,Non_Wetland,Bareland
934,Water,Grassland,NULL,Non_Wetland,Water
935,Water,Grassland,NULL,Non_Wetland,Forest
936,Water,Grassland,Non_Water,Non_Wetland,Grassland
937,Water,Grassland,Non_Water,Non_Wetland,Cropland
938,Water,Grassland,Non_Water,Non_Wetland,Wetland
939,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
940,Water,Grassland,Non_Water,Non_Wetland,Bareland
941,Water,Grassland,Non_Water,Non_Wetland,Water
942,Water,Grassland,Non_Water,Non_Wetland,Forest
943,Water,Grassland,Water,Non_Wetland,Grassland
944,Water,Grassland,Water,Non_Wetland,Wetland
945,Water,Grassland,Water,Non_Wetland,Bareland
946,Water,Grassland,Water,Non_Wetland,Built-up
947,Water,Grassland,Water,Non_Wetland,Water
948,Water,Cropland,NULL,Non_Wetland,Grassland
949,Water,Cropland,NULL,Non_Wetland,Wetland
950,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
