Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VCG_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VCG_M_R,SIBERIA_2024_GSW_Yearly_2021_43VCG_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VCG_M_R,SIBERIA_2024_WorldCover_2021_43VCG_M_R
487,Built-up,Wetland,NULL,Wetland,NULL
488,Built-up,Wetland,NULL,Wetland,Grassland
489,Built-up,Wetland,NULL,Wetland,Wetland
490,Built-up,Wetland,NULL,Wetland,Bareland
491,Built-up,Wetland,NULL,Wetland,Built-up
492,Built-up,Wetland,NULL,Wetland,Water
493,Built-up,Wetland,NULL,Wetland,Forest
494,Built-up,Wetland,Water,Wetland,Bareland
495,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
496,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
497,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
498,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
499,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
500,Built-up,Bareland,NULL,Non_Wetland,NULL
501,Built-up,Bareland,NULL,Non_Wetland,Grassland
502,Built-up,Bareland,NULL,Non_Wetland,Cropland
503,Built-up,Bareland,NULL,Non_Wetland,Wetland
504,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
505,Built-up,Bareland,NULL,Non_Wetland,Bareland
506,Built-up,Bareland,NULL,Non_Wetland,Built-up
507,Built-up,Bareland,NULL,Non_Wetland,Water
508,Built-up,Bareland,NULL,Non_Wetland,Forest
509,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
510,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
511,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
512,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
513,Built-up,Bareland,Non_Water,Non_Wetland,Water
514,Built-up,Bareland,Non_Water,Non_Wetland,Forest
515,Built-up,Bareland,Water,Non_Wetland,Grassland
516,Built-up,Bareland,Water,Non_Wetland,Wetland
517,Built-up,Bareland,Water,Non_Wetland,Bareland
518,Built-up,Bareland,Water,Non_Wetland,Built-up
519,Built-up,Bareland,Water,Non_Wetland,Water
520,Built-up,Bareland,Water,Non_Wetland,Forest
521,Built-up,Built-up,NULL,Non_Wetland,Grassland
522,Built-up,Built-up,NULL,Non_Wetland,Cropland
523,Built-up,Built-up,NULL,Non_Wetland,Wetland
524,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
525,Built-up,Built-up,NULL,Non_Wetland,Bareland
526,Built-up,Built-up,NULL,Non_Wetland,Built-up
527,Built-up,Built-up,NULL,Non_Wetland,Water
528,Built-up,Built-up,NULL,Non_Wetland,Forest
529,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
530,Built-up,Built-up,Non_Water,Non_Wetland,Forest
531,Built-up,Built-up,Water,Non_Wetland,Grassland
532,Built-up,Built-up,Water,Non_Wetland,Bareland
533,Built-up,Built-up,Water,Non_Wetland,Built-up
534,Built-up,Built-up,Water,Non_Wetland,Water
535,Built-up,Water,NULL,Water,Wetland
536,Built-up,Water,NULL,Water,Bareland
537,Built-up,Water,NULL,Water,Water
538,Built-up,Water,NULL,Water,Forest
539,Built-up,Water,Non_Water,Water,Bareland
540,Built-up,Water,Water,Water,Water
541,Built-up,Forest,NULL,Non_Wetland,NULL
542,Built-up,Forest,NULL,Non_Wetland,Grassland
543,Built-up,Forest,NULL,Non_Wetland,Cropland
544,Built-up,Forest,NULL,Non_Wetland,Wetland
545,Built-up,Forest,NULL,Non_Wetland,Bareland
546,Built-up,Forest,NULL,Non_Wetland,Built-up
547,Built-up,Forest,NULL,Non_Wetland,Water
548,Built-up,Forest,NULL,Non_Wetland,Forest
549,Built-up,Forest,Water,Non_Wetland,Forest
550,Water,NULL,NULL,Non_Wetland,Grassland
551,Water,NULL,NULL,Non_Wetland,Wetland
552,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
553,Water,NULL,NULL,Non_Wetland,Bareland
554,Water,NULL,NULL,Non_Wetland,Water
555,Water,NULL,NULL,Non_Wetland,Forest
556,Water,NULL,Non_Water,Non_Wetland,Grassland
557,Water,NULL,Non_Water,Non_Wetland,Wetland
558,Water,NULL,Non_Water,Non_Wetland,Water
559,Water,NULL,Non_Water,Non_Wetland,Forest
560,Water,NULL,Water,Non_Wetland,Grassland
561,Water,NULL,Water,Non_Wetland,Wetland
562,Water,NULL,Water,Non_Wetland,Bareland
563,Water,NULL,Water,Non_Wetland,Water
564,Water,NULL,Water,Non_Wetland,Forest
565,Water,Shrubland,NULL,Non_Wetland,NULL
566,Water,Shrubland,NULL,Non_Wetland,Grassland
567,Water,Shrubland,NULL,Non_Wetland,Wetland
568,Water,Shrubland,NULL,Non_Wetland,Bareland
569,Water,Shrubland,NULL,Non_Wetland,Water
570,Water,Shrubland,NULL,Non_Wetland,Forest
571,Water,Shrubland,Non_Water,Non_Wetland,Grassland
572,Water,Shrubland,Non_Water,Non_Wetland,Water
573,Water,Shrubland,Non_Water,Non_Wetland,Forest
574,Water,Shrubland,Water,Non_Wetland,Grassland
575,Water,Shrubland,Water,Non_Wetland,Wetland
576,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
577,Water,Shrubland,Water,Non_Wetland,Built-up
578,Water,Shrubland,Water,Non_Wetland,Water
579,Water,Shrubland,Water,Non_Wetland,Forest
580,Water,Grassland,NULL,Non_Wetland,NULL
581,Water,Grassland,NULL,Non_Wetland,Grassland
582,Water,Grassland,NULL,Non_Wetland,Wetland
583,Water,Grassland,NULL,Non_Wetland,Bareland
584,Water,Grassland,NULL,Non_Wetland,Water
585,Water,Grassland,NULL,Non_Wetland,Forest
586,Water,Grassland,Non_Water,Non_Wetland,Water
587,Water,Grassland,Water,Non_Wetland,Grassland
588,Water,Grassland,Water,Non_Wetland,Bareland
589,Water,Grassland,Water,Non_Wetland,Water
590,Water,Cropland,NULL,Non_Wetland,NULL
591,Water,Cropland,NULL,Non_Wetland,Grassland
592,Water,Cropland,NULL,Non_Wetland,Wetland
593,Water,Cropland,NULL,Non_Wetland,Bareland
594,Water,Cropland,NULL,Non_Wetland,Water
595,Water,Cropland,NULL,Non_Wetland,Forest
596,Water,Cropland,Non_Water,Non_Wetland,Grassland
597,Water,Cropland,Non_Water,Non_Wetland,Water
598,Water,Cropland,Non_Water,Non_Wetland,Forest
599,Water,Cropland,Water,Non_Wetland,Grassland
600,Water,Cropland,Water,Non_Wetland,Wetland
601,Water,Cropland,Water,Non_Wetland,Bareland
602,Water,Cropland,Water,Non_Wetland,Water
603,Water,Cropland,Water,Non_Wetland,Forest
604,Water,Wetland,NULL,Wetland,NULL
605,Water,Wetland,NULL,Wetland,Grassland
606,Water,Wetland,NULL,Wetland,Wetland
607,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
608,Water,Wetland,NULL,Wetland,Bareland
609,Water,Wetland,NULL,Wetland,Built-up
610,Water,Wetland,NULL,Wetland,Water
611,Water,Wetland,NULL,Wetland,Forest
612,Water,Wetland,Non_Water,Wetland,NULL
613,Water,Wetland,Non_Water,Wetland,Grassland
614,Water,Wetland,Non_Water,Wetland,Wetland
615,Water,Wetland,Non_Water,Wetland,Bareland
616,Water,Wetland,Non_Water,Wetland,Water
617,Water,Wetland,Non_Water,Wetland,Forest
618,Water,Wetland,Water,Wetland,NULL
619,Water,Wetland,Water,Wetland,Grassland
620,Water,Wetland,Water,Wetland,Wetland
621,Water,Wetland,Water,Wetland,Lichens_and_Mosses
622,Water,Wetland,Water,Wetland,Bareland
623,Water,Wetland,Water,Wetland,Built-up
624,Water,Wetland,Water,Wetland,Water
625,Water,Wetland,Water,Wetland,Forest
626,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
627,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
628,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
629,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
630,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
631,Water,Bareland,NULL,Non_Wetland,NULL
632,Water,Bareland,NULL,Non_Wetland,Grassland
633,Water,Bareland,NULL,Non_Wetland,Cropland
634,Water,Bareland,NULL,Non_Wetland,Wetland
635,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
636,Water,Bareland,NULL,Non_Wetland,Bareland
637,Water,Bareland,NULL,Non_Wetland,Built-up
638,Water,Bareland,NULL,Non_Wetland,Water
639,Water,Bareland,NULL,Non_Wetland,Forest
640,Water,Bareland,Non_Water,Non_Wetland,Grassland
641,Water,Bareland,Non_Water,Non_Wetland,Wetland
642,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
643,Water,Bareland,Non_Water,Non_Wetland,Bareland
644,Water,Bareland,Non_Water,Non_Wetland,Water
645,Water,Bareland,Non_Water,Non_Wetland,Forest
646,Water,Bareland,Water,Non_Wetland,Grassland
647,Water,Bareland,Water,Non_Wetland,Wetland
648,Water,Bareland,Water,Non_Wetland,Bareland
649,Water,Bareland,Water,Non_Wetland,Water
650,Water,Bareland,Water,Non_Wetland,Forest
651,Water,Built-up,NULL,Non_Wetland,Grassland
652,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
653,Water,Built-up,NULL,Non_Wetland,Bareland
654,Water,Built-up,NULL,Non_Wetland,Built-up
655,Water,Built-up,NULL,Non_Wetland,Water
656,Water,Built-up,NULL,Non_Wetland,Forest
657,Water,Built-up,Non_Water,Non_Wetland,Grassland
658,Water,Built-up,Non_Water,Non_Wetland,Water
659,Water,Built-up,Water,Non_Wetland,Grassland
660,Water,Built-up,Water,Non_Wetland,Bareland
661,Water,Built-up,Water,Non_Wetland,Water
662,Water,Built-up,Water,Non_Wetland,Forest
663,Water,Water,NULL,Water,NULL
664,Water,Water,NULL,Water,Grassland
665,Water,Water,NULL,Water,Wetland
666,Water,Water,NULL,Water,Lichens_and_Mosses
667,Water,Water,NULL,Water,Bareland
668,Water,Water,NULL,Water,Built-up
669,Water,Water,NULL,Water,Water
670,Water,Water,NULL,Water,Forest
671,Water,Water,Non_Water,Water,Grassland
672,Water,Water,Non_Water,Water,Wetland
673,Water,Water,Non_Water,Water,Bareland
674,Water,Water,Non_Water,Water,Water
675,Water,Water,Non_Water,Water,Forest
676,Water,Water,Water,Water,NULL
677,Water,Water,Water,Water,Grassland
678,Water,Water,Water,Water,Wetland
679,Water,Water,Water,Water,Bareland
680,Water,Water,Water,Water,Built-up
681,Water,Water,Water,Water,Water
682,Water,Water,Water,Water,Forest
683,Water,Forest,NULL,Non_Wetland,NULL
684,Water,Forest,NULL,Non_Wetland,Grassland
685,Water,Forest,NULL,Non_Wetland,Wetland
686,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
687,Water,Forest,NULL,Non_Wetland,Bareland
688,Water,Forest,NULL,Non_Wetland,Built-up
689,Water,Forest,NULL,Non_Wetland,Water
690,Water,Forest,NULL,Non_Wetland,Forest
691,Water,Forest,Non_Water,Non_Wetland,NULL
692,Water,Forest,Non_Water,Non_Wetland,Grassland
693,Water,Forest,Non_Water,Non_Wetland,Wetland
694,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
695,Water,Forest,Non_Water,Non_Wetland,Water
696,Water,Forest,Non_Water,Non_Wetland,Forest
697,Water,Forest,Water,Non_Wetland,NULL
698,Water,Forest,Water,Non_Wetland,Grassland
699,Water,Forest,Water,Non_Wetland,Wetland
700,Water,Forest,Water,Non_Wetland,Bareland
701,Water,Forest,Water,Non_Wetland,Water
702,Water,Forest,Water,Non_Wetland,Forest
703,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
704,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
705,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
706,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
708,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
709,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
710,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
711,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
712,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
713,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
714,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
715,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
716,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
717,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
718,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
719,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
720,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
721,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
722,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
723,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
724,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
725,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
726,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
727,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
729,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Water
730,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Lichens_and_Mosses
731,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Water
732,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
733,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
734,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
735,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
736,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
737,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
738,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
739,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
740,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
741,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
742,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
743,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
744,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
745,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
746,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
747,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
748,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
749,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
750,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
751,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
752,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
753,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
754,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
755,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
757,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
758,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
759,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
760,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
761,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
762,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
763,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
764,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
765,Permanent_ice_and_snow,Water,NULL,Water,Grassland
766,Permanent_ice_and_snow,Water,NULL,Water,Forest
767,Permanent_ice_and_snow,Water,Water,Water,Water
768,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
769,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
773,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
774,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
775,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
776,Forest,NULL,NULL,Non_Wetland,NULL
777,Forest,NULL,NULL,Non_Wetland,Grassland
778,Forest,NULL,NULL,Non_Wetland,Cropland
779,Forest,NULL,NULL,Non_Wetland,Wetland
780,Forest,NULL,NULL,Non_Wetland,Bareland
781,Forest,NULL,NULL,Non_Wetland,Built-up
782,Forest,NULL,NULL,Non_Wetland,Water
783,Forest,NULL,NULL,Non_Wetland,Forest
784,Forest,NULL,Non_Water,Non_Wetland,NULL
785,Forest,NULL,Non_Water,Non_Wetland,Grassland
786,Forest,NULL,Non_Water,Non_Wetland,Wetland
787,Forest,NULL,Non_Water,Non_Wetland,Water
788,Forest,NULL,Non_Water,Non_Wetland,Forest
789,Forest,NULL,Water,Non_Wetland,NULL
790,Forest,NULL,Water,Non_Wetland,Grassland
791,Forest,NULL,Water,Non_Wetland,Wetland
792,Forest,NULL,Water,Non_Wetland,Bareland
793,Forest,NULL,Water,Non_Wetland,Water
794,Forest,NULL,Water,Non_Wetland,Forest
795,Forest,Shrubland,NULL,Non_Wetland,NULL
796,Forest,Shrubland,NULL,Non_Wetland,Grassland
797,Forest,Shrubland,NULL,Non_Wetland,Wetland
798,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
799,Forest,Shrubland,NULL,Non_Wetland,Bareland
800,Forest,Shrubland,NULL,Non_Wetland,Built-up
801,Forest,Shrubland,NULL,Non_Wetland,Water
802,Forest,Shrubland,NULL,Non_Wetland,Forest
803,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
804,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
805,Forest,Shrubland,Non_Water,Non_Wetland,Forest
806,Forest,Shrubland,Water,Non_Wetland,Grassland
807,Forest,Shrubland,Water,Non_Wetland,Water
808,Forest,Shrubland,Water,Non_Wetland,Forest
809,Forest,Grassland,NULL,Non_Wetland,NULL
810,Forest,Grassland,NULL,Non_Wetland,Grassland
811,Forest,Grassland,NULL,Non_Wetland,Wetland
812,Forest,Grassland,NULL,Non_Wetland,Bareland
813,Forest,Grassland,NULL,Non_Wetland,Built-up
814,Forest,Grassland,NULL,Non_Wetland,Water
815,Forest,Grassland,NULL,Non_Wetland,Forest
816,Forest,Grassland,Water,Non_Wetland,Bareland
817,Forest,Cropland,NULL,Non_Wetland,NULL
818,Forest,Cropland,NULL,Non_Wetland,Grassland
819,Forest,Cropland,NULL,Non_Wetland,Cropland
820,Forest,Cropland,NULL,Non_Wetland,Wetland
821,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
822,Forest,Cropland,NULL,Non_Wetland,Bareland
823,Forest,Cropland,NULL,Non_Wetland,Built-up
824,Forest,Cropland,NULL,Non_Wetland,Water
825,Forest,Cropland,NULL,Non_Wetland,Forest
826,Forest,Cropland,Non_Water,Non_Wetland,Grassland
827,Forest,Cropland,Water,Non_Wetland,Grassland
828,Forest,Cropland,Water,Non_Wetland,Bareland
829,Forest,Cropland,Water,Non_Wetland,Forest
830,Forest,Wetland,NULL,Wetland,NULL
831,Forest,Wetland,NULL,Wetland,Grassland
832,Forest,Wetland,NULL,Wetland,Wetland
833,Forest,Wetland,NULL,Wetland,Bareland
834,Forest,Wetland,NULL,Wetland,Built-up
835,Forest,Wetland,NULL,Wetland,Water
836,Forest,Wetland,NULL,Wetland,Forest
837,Forest,Wetland,Non_Water,Wetland,NULL
838,Forest,Wetland,Non_Water,Wetland,Grassland
839,Forest,Wetland,Non_Water,Wetland,Wetland
840,Forest,Wetland,Non_Water,Wetland,Water
841,Forest,Wetland,Non_Water,Wetland,Forest
842,Forest,Wetland,Water,Wetland,NULL
843,Forest,Wetland,Water,Wetland,Grassland
844,Forest,Wetland,Water,Wetland,Wetland
845,Forest,Wetland,Water,Wetland,Water
846,Forest,Wetland,Water,Wetland,Forest
847,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
848,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
849,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
850,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
851,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
852,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
853,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
854,Forest,Bareland,NULL,Non_Wetland,NULL
855,Forest,Bareland,NULL,Non_Wetland,Grassland
856,Forest,Bareland,NULL,Non_Wetland,Cropland
857,Forest,Bareland,NULL,Non_Wetland,Wetland
858,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
859,Forest,Bareland,NULL,Non_Wetland,Bareland
860,Forest,Bareland,NULL,Non_Wetland,Built-up
861,Forest,Bareland,NULL,Non_Wetland,Water
862,Forest,Bareland,NULL,Non_Wetland,Forest
863,Forest,Bareland,Non_Water,Non_Wetland,NULL
864,Forest,Bareland,Non_Water,Non_Wetland,Grassland
865,Forest,Bareland,Non_Water,Non_Wetland,Wetland
866,Forest,Bareland,Non_Water,Non_Wetland,Water
867,Forest,Bareland,Non_Water,Non_Wetland,Forest
868,Forest,Bareland,Water,Non_Wetland,Grassland
869,Forest,Bareland,Water,Non_Wetland,Wetland
870,Forest,Bareland,Water,Non_Wetland,Bareland
871,Forest,Bareland,Water,Non_Wetland,Water
872,Forest,Bareland,Water,Non_Wetland,Forest
873,Forest,Built-up,NULL,Non_Wetland,Grassland
874,Forest,Built-up,NULL,Non_Wetland,Wetland
875,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
876,Forest,Built-up,NULL,Non_Wetland,Bareland
877,Forest,Built-up,NULL,Non_Wetland,Built-up
878,Forest,Built-up,NULL,Non_Wetland,Forest
879,Forest,Built-up,Non_Water,Non_Wetland,Built-up
880,Forest,Built-up,Non_Water,Non_Wetland,Forest
881,Forest,Built-up,Water,Non_Wetland,Forest
882,Forest,Water,NULL,Water,Grassland
883,Forest,Water,NULL,Water,Wetland
884,Forest,Water,NULL,Water,Water
885,Forest,Water,NULL,Water,Forest
886,Forest,Water,Non_Water,Water,Wetland
887,Forest,Water,Non_Water,Water,Water
888,Forest,Water,Non_Water,Water,Forest
889,Forest,Water,Water,Water,Grassland
890,Forest,Water,Water,Water,Wetland
891,Forest,Water,Water,Water,Water
892,Forest,Water,Water,Water,Forest
893,Forest,Forest,NULL,Non_Wetland,NULL
894,Forest,Forest,NULL,Non_Wetland,Grassland
895,Forest,Forest,NULL,Non_Wetland,Cropland
896,Forest,Forest,NULL,Non_Wetland,Wetland
897,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
898,Forest,Forest,NULL,Non_Wetland,Bareland
899,Forest,Forest,NULL,Non_Wetland,Built-up
900,Forest,Forest,NULL,Non_Wetland,Water
901,Forest,Forest,NULL,Non_Wetland,Forest
902,Forest,Forest,Non_Water,Non_Wetland,NULL
903,Forest,Forest,Non_Water,Non_Wetland,Grassland
904,Forest,Forest,Non_Water,Non_Wetland,Wetland
905,Forest,Forest,Non_Water,Non_Wetland,Water
906,Forest,Forest,Non_Water,Non_Wetland,Forest
907,Forest,Forest,Water,Non_Wetland,NULL
908,Forest,Forest,Water,Non_Wetland,Grassland
909,Forest,Forest,Water,Non_Wetland,Wetland
910,Forest,Forest,Water,Non_Wetland,Bareland
911,Forest,Forest,Water,Non_Wetland,Water
912,Forest,Forest,Water,Non_Wetland,Forest
