Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVV_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVV_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVV_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVV_M_R,SIBERIA_2024_WorldCover_2021_42WVV_M_R
467,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
468,Bareland,Built-up,NULL,Non_Wetland,Bareland
469,Bareland,Built-up,NULL,Non_Wetland,Built-up
470,Bareland,Built-up,NULL,Non_Wetland,Water
471,Bareland,Built-up,NULL,Non_Wetland,Forest
472,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
473,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
474,Bareland,Built-up,Non_Water,Non_Wetland,Water
475,Bareland,Built-up,Water,Non_Wetland,Grassland
476,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
477,Bareland,Built-up,Water,Non_Wetland,Bareland
478,Bareland,Built-up,Water,Non_Wetland,Water
479,Bareland,Water,NULL,Water,Grassland
480,Bareland,Water,NULL,Water,Wetland
481,Bareland,Water,NULL,Water,Lichens_and_Mosses
482,Bareland,Water,NULL,Water,Bareland
483,Bareland,Water,NULL,Water,Water
484,Bareland,Water,NULL,Water,Forest
485,Bareland,Water,Non_Water,Water,Bareland
486,Bareland,Water,Non_Water,Water,Water
487,Bareland,Water,Water,NULL,Water
488,Bareland,Water,Water,Water,Grassland
489,Bareland,Water,Water,Water,Wetland
490,Bareland,Water,Water,Water,Lichens_and_Mosses
491,Bareland,Water,Water,Water,Bareland
492,Bareland,Water,Water,Water,Water
493,Bareland,Water,Water,Water,Forest
494,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
495,Bareland,Forest,NULL,Non_Wetland,Grassland
496,Bareland,Forest,NULL,Non_Wetland,Wetland
497,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
498,Bareland,Forest,NULL,Non_Wetland,Bareland
499,Bareland,Forest,NULL,Non_Wetland,Water
500,Bareland,Forest,NULL,Non_Wetland,Forest
501,Bareland,Forest,Water,Non_Wetland,Grassland
502,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
503,Bareland,Forest,Water,Non_Wetland,Bareland
504,Bareland,Forest,Water,Non_Wetland,Water
505,Bareland,Forest,Water,Non_Wetland,Forest
506,Built-up,NULL,NULL,Non_Wetland,Grassland
507,Built-up,NULL,NULL,Non_Wetland,Wetland
508,Built-up,NULL,NULL,Non_Wetland,Built-up
509,Built-up,NULL,NULL,Non_Wetland,Forest
510,Built-up,Shrubland,NULL,Non_Wetland,Grassland
511,Built-up,Shrubland,NULL,Non_Wetland,Wetland
512,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
513,Built-up,Shrubland,NULL,Non_Wetland,Bareland
514,Built-up,Shrubland,NULL,Non_Wetland,Built-up
515,Built-up,Shrubland,NULL,Non_Wetland,Forest
516,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
517,Built-up,Shrubland,Water,Non_Wetland,Bareland
518,Built-up,Grassland,NULL,Non_Wetland,Grassland
519,Built-up,Grassland,NULL,Non_Wetland,Wetland
520,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
521,Built-up,Grassland,NULL,Non_Wetland,Built-up
522,Built-up,Grassland,NULL,Non_Wetland,Forest
523,Built-up,Wetland,NULL,NULL,Grassland
524,Built-up,Wetland,NULL,NULL,Lichens_and_Mosses
525,Built-up,Wetland,NULL,NULL,Built-up
526,Built-up,Wetland,NULL,NULL,Forest
527,Built-up,Wetland,NULL,Wetland,Grassland
528,Built-up,Wetland,NULL,Wetland,Bareland
529,Built-up,Wetland,NULL,Wetland,Built-up
530,Built-up,Wetland,NULL,Wetland,Forest
531,Built-up,Wetland,Water,NULL,Forest
532,Built-up,Wetland,Water,Wetland,Grassland
533,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
534,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
535,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
536,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
537,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
538,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
539,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
540,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
541,Built-up,Bareland,NULL,Non_Wetland,Grassland
542,Built-up,Bareland,NULL,Non_Wetland,Wetland
543,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
544,Built-up,Bareland,NULL,Non_Wetland,Bareland
545,Built-up,Bareland,NULL,Non_Wetland,Built-up
546,Built-up,Bareland,NULL,Non_Wetland,Water
547,Built-up,Bareland,NULL,Non_Wetland,Forest
548,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
549,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
550,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
551,Built-up,Bareland,Non_Water,Non_Wetland,Water
552,Built-up,Bareland,Water,Non_Wetland,Grassland
553,Built-up,Bareland,Water,Non_Wetland,Wetland
554,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
555,Built-up,Bareland,Water,Non_Wetland,Bareland
556,Built-up,Bareland,Water,Non_Wetland,Built-up
557,Built-up,Bareland,Water,Non_Wetland,Water
558,Built-up,Bareland,Water,Non_Wetland,Forest
559,Built-up,Built-up,NULL,Non_Wetland,Grassland
560,Built-up,Built-up,NULL,Non_Wetland,Wetland
561,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
562,Built-up,Built-up,NULL,Non_Wetland,Bareland
563,Built-up,Built-up,NULL,Non_Wetland,Built-up
564,Built-up,Built-up,NULL,Non_Wetland,Water
565,Built-up,Built-up,NULL,Non_Wetland,Forest
566,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
567,Built-up,Built-up,Water,Non_Wetland,Bareland
568,Built-up,Built-up,Water,Non_Wetland,Forest
569,Built-up,Forest,NULL,Non_Wetland,Grassland
570,Built-up,Forest,NULL,Non_Wetland,Wetland
571,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
572,Built-up,Forest,NULL,Non_Wetland,Built-up
573,Built-up,Forest,NULL,Non_Wetland,Water
574,Built-up,Forest,NULL,Non_Wetland,Forest
575,Built-up,Forest,Water,Non_Wetland,Grassland
576,Built-up,Forest,Water,Non_Wetland,Forest
577,Water,NULL,NULL,Non_Wetland,Grassland
578,Water,NULL,NULL,Non_Wetland,Wetland
579,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
580,Water,NULL,NULL,Non_Wetland,Bareland
581,Water,NULL,NULL,Non_Wetland,Water
582,Water,NULL,NULL,Non_Wetland,Forest
583,Water,NULL,Non_Water,Non_Wetland,Grassland
584,Water,NULL,Non_Water,Non_Wetland,Wetland
585,Water,NULL,Non_Water,Non_Wetland,Water
586,Water,NULL,Non_Water,Non_Wetland,Forest
587,Water,NULL,Water,Non_Wetland,Grassland
588,Water,NULL,Water,Non_Wetland,Wetland
589,Water,NULL,Water,Non_Wetland,Bareland
590,Water,NULL,Water,Non_Wetland,Water
591,Water,NULL,Water,Non_Wetland,Forest
592,Water,Shrubland,NULL,Non_Wetland,Grassland
593,Water,Shrubland,NULL,Non_Wetland,Wetland
594,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
595,Water,Shrubland,NULL,Non_Wetland,Bareland
596,Water,Shrubland,NULL,Non_Wetland,Water
597,Water,Shrubland,NULL,Non_Wetland,Forest
598,Water,Shrubland,Non_Water,Non_Wetland,Grassland
599,Water,Shrubland,Non_Water,Non_Wetland,Wetland
600,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
601,Water,Shrubland,Non_Water,Non_Wetland,Bareland
602,Water,Shrubland,Non_Water,Non_Wetland,Water
603,Water,Shrubland,Non_Water,Non_Wetland,Forest
604,Water,Shrubland,Water,Non_Wetland,Grassland
605,Water,Shrubland,Water,Non_Wetland,Wetland
606,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
607,Water,Shrubland,Water,Non_Wetland,Bareland
608,Water,Shrubland,Water,Non_Wetland,Water
609,Water,Shrubland,Water,Non_Wetland,Forest
610,Water,Grassland,NULL,Non_Wetland,Grassland
611,Water,Grassland,NULL,Non_Wetland,Wetland
612,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
613,Water,Grassland,NULL,Non_Wetland,Bareland
614,Water,Grassland,NULL,Non_Wetland,Water
615,Water,Grassland,NULL,Non_Wetland,Forest
616,Water,Grassland,Non_Water,Non_Wetland,Grassland
617,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
618,Water,Grassland,Non_Water,Non_Wetland,Water
619,Water,Grassland,Water,Non_Wetland,Grassland
620,Water,Grassland,Water,Non_Wetland,Wetland
621,Water,Grassland,Water,Non_Wetland,Bareland
622,Water,Grassland,Water,Non_Wetland,Water
623,Water,Wetland,NULL,NULL,Grassland
624,Water,Wetland,NULL,NULL,Wetland
625,Water,Wetland,NULL,NULL,Lichens_and_Mosses
626,Water,Wetland,NULL,NULL,Bareland
627,Water,Wetland,NULL,NULL,Water
628,Water,Wetland,NULL,NULL,Forest
629,Water,Wetland,NULL,Wetland,Grassland
630,Water,Wetland,NULL,Wetland,Wetland
631,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
632,Water,Wetland,NULL,Wetland,Bareland
633,Water,Wetland,NULL,Wetland,Water
634,Water,Wetland,NULL,Wetland,Forest
635,Water,Wetland,Non_Water,NULL,Wetland
636,Water,Wetland,Non_Water,NULL,Water
637,Water,Wetland,Non_Water,NULL,Forest
638,Water,Wetland,Non_Water,Wetland,Grassland
639,Water,Wetland,Non_Water,Wetland,Wetland
640,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
641,Water,Wetland,Non_Water,Wetland,Bareland
642,Water,Wetland,Non_Water,Wetland,Water
643,Water,Wetland,Non_Water,Wetland,Forest
644,Water,Wetland,Water,NULL,Grassland
645,Water,Wetland,Water,NULL,Wetland
646,Water,Wetland,Water,NULL,Lichens_and_Mosses
647,Water,Wetland,Water,NULL,Bareland
648,Water,Wetland,Water,NULL,Water
649,Water,Wetland,Water,NULL,Forest
650,Water,Wetland,Water,Wetland,Grassland
651,Water,Wetland,Water,Wetland,Wetland
652,Water,Wetland,Water,Wetland,Lichens_and_Mosses
653,Water,Wetland,Water,Wetland,Bareland
654,Water,Wetland,Water,Wetland,Built-up
655,Water,Wetland,Water,Wetland,Water
656,Water,Wetland,Water,Wetland,Forest
657,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
658,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
659,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
660,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
661,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
662,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
663,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
664,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
665,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
666,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
667,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
668,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
669,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
670,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
671,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
672,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
673,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
674,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
675,Water,Bareland,NULL,Non_Wetland,Grassland
676,Water,Bareland,NULL,Non_Wetland,Wetland
677,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
678,Water,Bareland,NULL,Non_Wetland,Bareland
679,Water,Bareland,NULL,Non_Wetland,Water
680,Water,Bareland,NULL,Non_Wetland,Forest
681,Water,Bareland,Non_Water,Non_Wetland,Grassland
682,Water,Bareland,Non_Water,Non_Wetland,Wetland
683,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
684,Water,Bareland,Non_Water,Non_Wetland,Bareland
685,Water,Bareland,Non_Water,Non_Wetland,Water
686,Water,Bareland,Non_Water,Non_Wetland,Forest
687,Water,Bareland,Water,Non_Wetland,Grassland
688,Water,Bareland,Water,Non_Wetland,Wetland
689,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
690,Water,Bareland,Water,Non_Wetland,Bareland
691,Water,Bareland,Water,Non_Wetland,Water
692,Water,Bareland,Water,Non_Wetland,Forest
693,Water,Built-up,NULL,Non_Wetland,Grassland
694,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
695,Water,Built-up,NULL,Non_Wetland,Bareland
696,Water,Built-up,NULL,Non_Wetland,Water
697,Water,Built-up,Non_Water,Non_Wetland,Water
698,Water,Built-up,Water,Non_Wetland,Grassland
699,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
700,Water,Built-up,Water,Non_Wetland,Bareland
701,Water,Built-up,Water,Non_Wetland,Water
702,Water,Built-up,Water,Non_Wetland,Forest
703,Water,Water,NULL,NULL,Wetland
704,Water,Water,NULL,NULL,Lichens_and_Mosses
705,Water,Water,NULL,NULL,Water
706,Water,Water,NULL,NULL,Forest
707,Water,Water,NULL,Water,Grassland
708,Water,Water,NULL,Water,Wetland
709,Water,Water,NULL,Water,Lichens_and_Mosses
710,Water,Water,NULL,Water,Bareland
711,Water,Water,NULL,Water,Water
712,Water,Water,NULL,Water,Forest
713,Water,Water,Non_Water,NULL,Wetland
714,Water,Water,Non_Water,NULL,Water
715,Water,Water,Non_Water,Water,Grassland
716,Water,Water,Non_Water,Water,Wetland
717,Water,Water,Non_Water,Water,Lichens_and_Mosses
718,Water,Water,Non_Water,Water,Bareland
719,Water,Water,Non_Water,Water,Water
720,Water,Water,Non_Water,Water,Forest
721,Water,Water,Water,NULL,Grassland
722,Water,Water,Water,NULL,Wetland
723,Water,Water,Water,NULL,Water
724,Water,Water,Water,NULL,Forest
725,Water,Water,Water,Water,Grassland
726,Water,Water,Water,Water,Wetland
727,Water,Water,Water,Water,Lichens_and_Mosses
728,Water,Water,Water,Water,Bareland
729,Water,Water,Water,Water,Built-up
730,Water,Water,Water,Water,Water
731,Water,Water,Water,Water,Forest
732,Water,Forest,NULL,Non_Wetland,NULL
733,Water,Forest,NULL,Non_Wetland,Grassland
734,Water,Forest,NULL,Non_Wetland,Wetland
735,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
736,Water,Forest,NULL,Non_Wetland,Bareland
737,Water,Forest,NULL,Non_Wetland,Water
738,Water,Forest,NULL,Non_Wetland,Forest
739,Water,Forest,Non_Water,Non_Wetland,Grassland
740,Water,Forest,Non_Water,Non_Wetland,Wetland
741,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
742,Water,Forest,Non_Water,Non_Wetland,Bareland
743,Water,Forest,Non_Water,Non_Wetland,Water
744,Water,Forest,Non_Water,Non_Wetland,Forest
745,Water,Forest,Water,Non_Wetland,Grassland
746,Water,Forest,Water,Non_Wetland,Wetland
747,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
748,Water,Forest,Water,Non_Wetland,Bareland
749,Water,Forest,Water,Non_Wetland,Water
750,Water,Forest,Water,Non_Wetland,Forest
751,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
752,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
753,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
754,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
755,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
756,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
757,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
758,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
759,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
760,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
761,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
762,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
763,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
764,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
765,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
766,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
767,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
768,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
769,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
770,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
771,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
772,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
773,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
774,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
775,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
776,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
777,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
778,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
779,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
780,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
781,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
782,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
783,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
784,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
785,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
786,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
787,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
788,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
789,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
790,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
791,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
792,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
793,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
794,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
795,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
796,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
797,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
798,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
799,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
800,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
801,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
802,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
803,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
804,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
805,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
806,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
807,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
808,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
809,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
810,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
811,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
812,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
813,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
814,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Forest
815,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
816,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
817,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
818,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
819,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
820,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
821,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
822,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
823,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
824,Permanent_ice_and_snow,Wetland,Water,NULL,Forest
825,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
826,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
827,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
828,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
829,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
830,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
831,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
832,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
833,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
834,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
835,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
836,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
837,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
838,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
839,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
840,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
841,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
842,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
843,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
844,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
845,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
846,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
847,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
848,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
849,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
850,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
851,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
852,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
853,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
854,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
855,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
856,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
857,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
858,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
859,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
860,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
861,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
862,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
863,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
864,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
865,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
866,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
867,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
868,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
869,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
870,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
871,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
872,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
873,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
874,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
875,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
876,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
877,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
878,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
879,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
880,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
881,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
882,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
883,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
884,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
885,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
886,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
887,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
888,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
889,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
890,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
891,Permanent_ice_and_snow,Water,NULL,Water,Grassland
892,Permanent_ice_and_snow,Water,NULL,Water,Wetland
893,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
894,Permanent_ice_and_snow,Water,NULL,Water,Bareland
895,Permanent_ice_and_snow,Water,NULL,Water,Water
896,Permanent_ice_and_snow,Water,NULL,Water,Forest
897,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
898,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
899,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
900,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
901,Permanent_ice_and_snow,Water,Non_Water,Water,Water
902,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
903,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
904,Permanent_ice_and_snow,Water,Water,NULL,Bareland
905,Permanent_ice_and_snow,Water,Water,Water,Grassland
906,Permanent_ice_and_snow,Water,Water,Water,Wetland
907,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
908,Permanent_ice_and_snow,Water,Water,Water,Bareland
909,Permanent_ice_and_snow,Water,Water,Water,Water
910,Permanent_ice_and_snow,Water,Water,Water,Forest
911,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
912,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
