Value,SIBERIA_2024_ESA_CALU_2024_42XXF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XXF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XXF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XXF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XXF_M_R,SIBERIA_2024_WorldCover_2021_42XXF_M_R
409,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
410,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
411,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
412,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
413,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
414,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
415,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
416,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Water
417,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
418,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
419,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
420,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
421,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
422,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
423,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
424,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
425,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
426,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
427,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
428,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
429,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
430,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
431,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
432,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
433,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
434,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
435,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
436,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
437,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
438,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
439,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
440,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
441,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
442,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
443,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
444,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
445,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
446,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
447,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
448,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
449,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
450,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
451,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
452,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
453,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
454,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
455,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
456,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
457,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
458,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
459,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
460,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
461,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
462,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
463,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
464,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
465,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
466,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
467,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
468,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Water
469,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
470,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
471,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
472,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
473,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
474,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
475,NULL,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
476,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
477,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
478,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
479,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
480,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
481,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
482,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
483,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
484,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
485,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
486,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
487,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
488,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
489,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
490,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
491,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
492,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
493,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
494,NULL,Forest,Wetland,NULL,Wetland,Wetland
495,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
496,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
497,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
498,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
499,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
500,NULL,Forest,Bareland,NULL,Non_Wetland,Water
501,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
502,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
503,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
504,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
505,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
506,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
507,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
508,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
509,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
510,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
511,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
512,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
513,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
514,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
515,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
516,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
517,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
518,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
519,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
520,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
521,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
522,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
523,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
524,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
525,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
526,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
527,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
528,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
529,Shrubland,NULL,Wetland,NULL,Wetland,Water
530,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
531,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
532,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
533,Shrubland,NULL,Wetland,Water,Wetland,Wetland
534,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
535,Shrubland,NULL,Wetland,Water,Wetland,Bareland
536,Shrubland,NULL,Wetland,Water,Wetland,Water
537,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
538,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
539,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
540,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
541,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
542,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
543,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
544,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
545,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
546,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
547,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
548,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
549,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
550,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
551,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
552,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
553,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
554,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
555,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
556,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
557,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
558,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
559,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
560,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
561,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
562,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
563,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
564,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
565,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
566,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
567,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
568,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
569,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
570,Shrubland,NULL,Water,NULL,Water,Grassland
571,Shrubland,NULL,Water,NULL,Water,Wetland
572,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
573,Shrubland,NULL,Water,NULL,Water,Bareland
574,Shrubland,NULL,Water,NULL,Water,Water
575,Shrubland,NULL,Water,Non_Water,Water,Wetland
576,Shrubland,NULL,Water,Non_Water,Water,Water
577,Shrubland,NULL,Water,Water,Water,Wetland
578,Shrubland,NULL,Water,Water,Water,Water
579,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
580,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
581,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
582,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
583,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
584,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
585,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
586,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
587,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
588,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
589,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
590,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
591,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
592,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
593,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
594,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
595,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
596,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
597,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
598,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
599,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
600,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
601,Shrubland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
602,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
603,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
604,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
605,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
606,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
607,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
608,Shrubland,Wetland,Wetland,NULL,Wetland,Water
609,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
610,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
611,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
612,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
613,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
614,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
615,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
616,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
617,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
618,Shrubland,Wetland,Wetland,Water,Wetland,Water
619,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
620,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
621,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
622,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
623,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
624,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
625,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
626,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
627,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
628,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
629,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
630,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
631,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
632,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
633,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
634,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
635,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
636,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
637,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
638,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
639,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
640,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
641,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
642,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
643,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
644,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
645,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
646,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
647,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
648,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
649,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
650,Shrubland,Wetland,Water,NULL,Water,Wetland
651,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
652,Shrubland,Wetland,Water,NULL,Water,Water
653,Shrubland,Wetland,Water,Non_Water,Water,Grassland
654,Shrubland,Wetland,Water,Non_Water,Water,Wetland
655,Shrubland,Wetland,Water,Non_Water,Water,Water
656,Shrubland,Wetland,Water,Water,Water,Wetland
657,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
658,Shrubland,Wetland,Water,Water,Water,Water
659,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
660,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
661,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
662,Shrubland,Bareland,Wetland,Water,Wetland,Water
663,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
664,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
665,Shrubland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
666,Shrubland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
667,Shrubland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
668,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
669,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
670,Shrubland,Bareland,Bareland,Water,Non_Wetland,Wetland
671,Shrubland,Bareland,Bareland,Water,Non_Wetland,Water
672,Shrubland,Bareland,Water,Water,Water,Wetland
673,Shrubland,Bareland,Water,Water,Water,Water
674,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
675,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
676,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
677,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
678,Shrubland,Water,Wetland,NULL,NULL,Wetland
679,Shrubland,Water,Wetland,NULL,Wetland,Wetland
680,Shrubland,Water,Wetland,NULL,Wetland,Bareland
681,Shrubland,Water,Wetland,NULL,Wetland,Water
682,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
683,Shrubland,Water,Wetland,Non_Water,Wetland,Water
684,Shrubland,Water,Wetland,Water,Wetland,Grassland
685,Shrubland,Water,Wetland,Water,Wetland,Wetland
686,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
687,Shrubland,Water,Wetland,Water,Wetland,Bareland
688,Shrubland,Water,Wetland,Water,Wetland,Water
689,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
690,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
691,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
692,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
693,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
694,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
695,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
696,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
697,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
698,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
699,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
700,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
701,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
702,Shrubland,Water,Bareland,Water,Non_Wetland,Water
703,Shrubland,Water,Water,NULL,Water,Wetland
704,Shrubland,Water,Water,NULL,Water,Water
705,Shrubland,Water,Water,Non_Water,Water,Wetland
706,Shrubland,Water,Water,Non_Water,Water,Water
707,Shrubland,Water,Water,Water,Water,Grassland
708,Shrubland,Water,Water,Water,Water,Wetland
709,Shrubland,Water,Water,Water,Water,Water
710,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
711,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
712,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
713,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
714,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
715,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
716,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
717,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
718,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
719,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
720,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
721,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
722,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
723,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
724,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
725,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
726,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
727,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
728,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
729,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
730,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
731,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
732,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
733,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
734,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
735,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
736,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
737,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
738,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
739,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
740,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
741,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
742,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
743,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
744,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
745,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
746,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
747,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
748,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
749,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
750,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
751,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
752,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
753,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
754,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
755,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
756,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
757,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
758,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
759,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
760,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
761,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
762,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
763,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
764,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
765,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
766,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
767,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
768,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
769,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
770,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
