Value,SIBERIA_2024_ESA_CALU_2024_42XWG_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R,SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R,SIBERIA_2024_WorldCover_2021_42XWG_M_R
821,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
822,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
823,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
824,Water,NULL,Wetland,NULL,Wetland,Water
825,Water,NULL,Wetland,Water,Wetland,Bareland
826,Water,NULL,Wetland,Water,Wetland,Water
827,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
828,Water,NULL,Water,Water,Water,Water
829,Water,Wetland,Water,Water,Water,Wetland
830,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
831,Water,Wetland,Water,Water,Water,Water
832,Water,Bareland,Wetland,Non_Water,Wetland,Water
833,Water,Bareland,Wetland,Water,Wetland,Water
834,Water,Bareland,Bareland,Water,Non_Wetland,Water
835,Water,Bareland,Water,Non_Water,Water,Water
836,Water,Bareland,Water,Water,Water,Water
837,Water,Water,Wetland,NULL,Wetland,Water
838,Water,Water,Wetland,Non_Water,Wetland,Water
839,Water,Water,Wetland,Water,Wetland,Bareland
840,Water,Water,Wetland,Water,Wetland,Water
841,Water,Water,Bareland,NULL,Non_Wetland,Water
842,Water,Water,Water,NULL,Water,Water
843,Water,Water,Water,Non_Water,Water,Water
844,Water,Water,Water,Water,NULL,Water
845,Water,Water,Water,Water,Water,Water
846,Water,Permanent_ice_and_snow,Water,Water,Water,Water
