Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VWL_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VWL_M_R,SIBERIA_2024_GSW_Yearly_2021_45VWL_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VWL_M_R,SIBERIA_2024_WorldCover_2021_45VWL_M_R
493,Water,Forest,NULL,Non_Wetland,Grassland
494,Water,Forest,NULL,Non_Wetland,Wetland
495,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
496,Water,Forest,NULL,Non_Wetland,Bareland
497,Water,Forest,NULL,Non_Wetland,Water
498,Water,Forest,NULL,Non_Wetland,Forest
499,Water,Forest,Non_Water,Non_Wetland,Grassland
500,Water,Forest,Non_Water,Non_Wetland,Wetland
501,Water,Forest,Non_Water,Non_Wetland,Water
502,Water,Forest,Non_Water,Non_Wetland,Forest
503,Water,Forest,Water,Non_Wetland,Grassland
504,Water,Forest,Water,Non_Wetland,Wetland
505,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
506,Water,Forest,Water,Non_Wetland,Bareland
507,Water,Forest,Water,Non_Wetland,Water
508,Water,Forest,Water,Non_Wetland,Forest
509,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
510,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
511,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
512,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
513,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
514,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
515,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
516,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
517,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
518,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
519,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
520,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
521,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
522,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
523,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
524,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
525,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
526,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
527,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
528,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
529,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
530,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
531,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
532,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
533,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
534,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
535,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
536,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
537,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
538,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
539,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
540,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
541,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
542,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
543,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
544,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
545,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
546,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
547,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
548,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
549,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
550,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
551,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
552,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
553,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
554,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
555,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
556,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
557,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
558,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
559,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
560,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
561,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
562,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
563,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
564,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
565,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
566,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
567,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
568,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
569,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
570,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
571,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
572,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
573,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
574,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
575,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
576,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
577,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
578,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
579,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
580,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
581,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
582,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
583,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
584,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
585,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
586,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
587,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
588,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
589,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
590,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
591,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
592,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
593,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
594,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
595,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
597,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
598,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
599,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
600,Permanent_ice_and_snow,Water,NULL,Water,Grassland
601,Permanent_ice_and_snow,Water,NULL,Water,Wetland
602,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
603,Permanent_ice_and_snow,Water,NULL,Water,Bareland
604,Permanent_ice_and_snow,Water,NULL,Water,Water
605,Permanent_ice_and_snow,Water,NULL,Water,Forest
606,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
607,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
608,Permanent_ice_and_snow,Water,Water,Water,Grassland
609,Permanent_ice_and_snow,Water,Water,Water,Wetland
610,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
611,Permanent_ice_and_snow,Water,Water,Water,Bareland
612,Permanent_ice_and_snow,Water,Water,Water,Water
613,Permanent_ice_and_snow,Water,Water,Water,Forest
614,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
615,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
616,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
617,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
618,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
619,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
620,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
621,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
622,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
623,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
624,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
625,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
626,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
627,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
628,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
629,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
630,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
631,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
632,Forest,NULL,NULL,Non_Wetland,NULL
633,Forest,NULL,NULL,Non_Wetland,Grassland
634,Forest,NULL,NULL,Non_Wetland,Wetland
635,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
636,Forest,NULL,NULL,Non_Wetland,Water
637,Forest,NULL,NULL,Non_Wetland,Forest
638,Forest,NULL,Non_Water,Non_Wetland,Grassland
639,Forest,NULL,Non_Water,Non_Wetland,Wetland
640,Forest,NULL,Non_Water,Non_Wetland,Forest
641,Forest,NULL,Water,Non_Wetland,Grassland
642,Forest,NULL,Water,Non_Wetland,Wetland
643,Forest,NULL,Water,Non_Wetland,Water
644,Forest,NULL,Water,Non_Wetland,Forest
645,Forest,Shrubland,NULL,Non_Wetland,NULL
646,Forest,Shrubland,NULL,Non_Wetland,Grassland
647,Forest,Shrubland,NULL,Non_Wetland,Wetland
648,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
649,Forest,Shrubland,NULL,Non_Wetland,Bareland
650,Forest,Shrubland,NULL,Non_Wetland,Forest
651,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
652,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
653,Forest,Shrubland,Non_Water,Non_Wetland,Forest
654,Forest,Shrubland,Water,Non_Wetland,Grassland
655,Forest,Shrubland,Water,Non_Wetland,Wetland
656,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
657,Forest,Shrubland,Water,Non_Wetland,Bareland
658,Forest,Shrubland,Water,Non_Wetland,Water
659,Forest,Shrubland,Water,Non_Wetland,Forest
660,Forest,Grassland,NULL,Non_Wetland,NULL
661,Forest,Grassland,NULL,Non_Wetland,Grassland
662,Forest,Grassland,NULL,Non_Wetland,Wetland
663,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
664,Forest,Grassland,NULL,Non_Wetland,Bareland
665,Forest,Grassland,NULL,Non_Wetland,Water
666,Forest,Grassland,NULL,Non_Wetland,Forest
667,Forest,Grassland,Non_Water,Non_Wetland,Grassland
668,Forest,Grassland,Non_Water,Non_Wetland,Wetland
669,Forest,Grassland,Non_Water,Non_Wetland,Forest
670,Forest,Grassland,Water,Non_Wetland,Grassland
671,Forest,Grassland,Water,Non_Wetland,Wetland
672,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
673,Forest,Grassland,Water,Non_Wetland,Bareland
674,Forest,Grassland,Water,Non_Wetland,Water
675,Forest,Grassland,Water,Non_Wetland,Forest
676,Forest,Cropland,NULL,Non_Wetland,Forest
677,Forest,Wetland,NULL,Wetland,NULL
678,Forest,Wetland,NULL,Wetland,Grassland
679,Forest,Wetland,NULL,Wetland,Wetland
680,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
681,Forest,Wetland,NULL,Wetland,Water
682,Forest,Wetland,NULL,Wetland,Forest
683,Forest,Wetland,Non_Water,Wetland,Grassland
684,Forest,Wetland,Non_Water,Wetland,Wetland
685,Forest,Wetland,Non_Water,Wetland,Water
686,Forest,Wetland,Non_Water,Wetland,Forest
687,Forest,Wetland,Water,Wetland,Grassland
688,Forest,Wetland,Water,Wetland,Wetland
689,Forest,Wetland,Water,Wetland,Bareland
690,Forest,Wetland,Water,Wetland,Water
691,Forest,Wetland,Water,Wetland,Forest
692,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
693,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
694,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
695,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
696,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
697,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
698,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
699,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
700,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
701,Forest,Bareland,NULL,Non_Wetland,NULL
702,Forest,Bareland,NULL,Non_Wetland,Grassland
703,Forest,Bareland,NULL,Non_Wetland,Wetland
704,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
705,Forest,Bareland,NULL,Non_Wetland,Water
706,Forest,Bareland,NULL,Non_Wetland,Forest
707,Forest,Bareland,Non_Water,Non_Wetland,Wetland
708,Forest,Bareland,Non_Water,Non_Wetland,Water
709,Forest,Bareland,Non_Water,Non_Wetland,Forest
710,Forest,Bareland,Water,Non_Wetland,Grassland
711,Forest,Bareland,Water,Non_Wetland,Wetland
712,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
713,Forest,Bareland,Water,Non_Wetland,Bareland
714,Forest,Bareland,Water,Non_Wetland,Water
715,Forest,Bareland,Water,Non_Wetland,Forest
716,Forest,Built-up,NULL,Non_Wetland,NULL
717,Forest,Built-up,NULL,Non_Wetland,Grassland
718,Forest,Built-up,NULL,Non_Wetland,Wetland
719,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
720,Forest,Built-up,NULL,Non_Wetland,Forest
721,Forest,Built-up,Non_Water,Non_Wetland,Wetland
722,Forest,Built-up,Non_Water,Non_Wetland,Forest
723,Forest,Built-up,Water,Non_Wetland,Grassland
724,Forest,Built-up,Water,Non_Wetland,Wetland
725,Forest,Built-up,Water,Non_Wetland,Bareland
726,Forest,Built-up,Water,Non_Wetland,Forest
727,Forest,Water,NULL,Water,Grassland
728,Forest,Water,NULL,Water,Wetland
729,Forest,Water,NULL,Water,Water
730,Forest,Water,NULL,Water,Forest
731,Forest,Water,Non_Water,Water,Wetland
732,Forest,Water,Non_Water,Water,Water
733,Forest,Water,Non_Water,Water,Forest
734,Forest,Water,Water,Water,Grassland
735,Forest,Water,Water,Water,Wetland
736,Forest,Water,Water,Water,Lichens_and_Mosses
737,Forest,Water,Water,Water,Bareland
738,Forest,Water,Water,Water,Water
739,Forest,Water,Water,Water,Forest
740,Forest,Forest,NULL,Non_Wetland,NULL
741,Forest,Forest,NULL,Non_Wetland,Grassland
742,Forest,Forest,NULL,Non_Wetland,Wetland
743,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
744,Forest,Forest,NULL,Non_Wetland,Bareland
745,Forest,Forest,NULL,Non_Wetland,Water
746,Forest,Forest,NULL,Non_Wetland,Forest
747,Forest,Forest,Non_Water,Non_Wetland,Grassland
748,Forest,Forest,Non_Water,Non_Wetland,Wetland
749,Forest,Forest,Non_Water,Non_Wetland,Water
750,Forest,Forest,Non_Water,Non_Wetland,Forest
751,Forest,Forest,Water,Non_Wetland,Grassland
752,Forest,Forest,Water,Non_Wetland,Wetland
753,Forest,Forest,Water,Non_Wetland,Bareland
754,Forest,Forest,Water,Non_Wetland,Water
755,Forest,Forest,Water,Non_Wetland,Forest
