Value,SIBERIA_2024_ESA_CALU_2024_44WPE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPE_M_R,SIBERIA_2024_WorldCover_2021_44WPE_M_R
407,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
408,NULL,Water,Wetland,NULL,Wetland,Bareland
409,NULL,Water,Wetland,NULL,Wetland,Water
410,NULL,Water,Wetland,NULL,Wetland,Forest
411,NULL,Water,Wetland,Non_Water,Wetland,Grassland
412,NULL,Water,Wetland,Non_Water,Wetland,Wetland
413,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
414,NULL,Water,Wetland,Non_Water,Wetland,Bareland
415,NULL,Water,Wetland,Non_Water,Wetland,Water
416,NULL,Water,Wetland,Non_Water,Wetland,Forest
417,NULL,Water,Wetland,Water,Wetland,Grassland
418,NULL,Water,Wetland,Water,Wetland,Wetland
419,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
420,NULL,Water,Wetland,Water,Wetland,Bareland
421,NULL,Water,Wetland,Water,Wetland,Water
422,NULL,Water,Wetland,Water,Wetland,Forest
423,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
424,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
425,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
426,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
427,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
428,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
429,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
430,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
431,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
432,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
433,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
434,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
435,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
436,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
437,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
438,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
439,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
440,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
441,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
442,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
443,NULL,Water,Bareland,NULL,Non_Wetland,Water
444,NULL,Water,Bareland,NULL,Non_Wetland,Forest
445,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
446,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
447,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
448,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
449,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
450,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
451,NULL,Water,Bareland,Water,Non_Wetland,Grassland
452,NULL,Water,Bareland,Water,Non_Wetland,Wetland
453,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
454,NULL,Water,Bareland,Water,Non_Wetland,Bareland
455,NULL,Water,Bareland,Water,Non_Wetland,Water
456,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
457,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
458,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
459,NULL,Water,Built-up,NULL,Non_Wetland,Water
460,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
461,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
462,NULL,Water,Built-up,Water,Non_Wetland,Grassland
463,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
464,NULL,Water,Built-up,Water,Non_Wetland,Bareland
465,NULL,Water,Built-up,Water,Non_Wetland,Water
466,NULL,Water,Water,NULL,Water,Grassland
467,NULL,Water,Water,NULL,Water,Wetland
468,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
469,NULL,Water,Water,NULL,Water,Water
470,NULL,Water,Water,NULL,Water,Forest
471,NULL,Water,Water,Non_Water,Water,Grassland
472,NULL,Water,Water,Non_Water,Water,Wetland
473,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
474,NULL,Water,Water,Non_Water,Water,Bareland
475,NULL,Water,Water,Non_Water,Water,Water
476,NULL,Water,Water,Non_Water,Water,Forest
477,NULL,Water,Water,Water,Water,Grassland
478,NULL,Water,Water,Water,Water,Wetland
479,NULL,Water,Water,Water,Water,Lichens_and_Mosses
480,NULL,Water,Water,Water,Water,Bareland
481,NULL,Water,Water,Water,Water,Water
482,NULL,Water,Water,Water,Water,Forest
483,NULL,Water,Forest,NULL,Non_Wetland,Grassland
484,NULL,Water,Forest,NULL,Non_Wetland,Wetland
485,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
486,NULL,Water,Forest,NULL,Non_Wetland,Water
487,NULL,Water,Forest,NULL,Non_Wetland,Forest
488,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
489,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
490,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
491,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
492,NULL,Water,Forest,Non_Water,Non_Wetland,Water
493,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
494,NULL,Water,Forest,Water,Non_Wetland,Grassland
495,NULL,Water,Forest,Water,Non_Wetland,Wetland
496,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
497,NULL,Water,Forest,Water,Non_Wetland,Water
498,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
499,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
500,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
501,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
502,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
503,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
504,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
505,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
506,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
507,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
508,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
509,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
510,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
511,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
512,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
513,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
514,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
515,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
516,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
517,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
518,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
519,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
520,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
521,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
522,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
523,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
525,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
526,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
527,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
528,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
529,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
530,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
531,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
532,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
533,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
534,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
535,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
536,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
537,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
538,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
540,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
541,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
542,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
543,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
544,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
545,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
546,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
547,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
548,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
549,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
550,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
551,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
552,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
553,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
554,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
555,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
556,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
557,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
558,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
559,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
560,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
561,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
562,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
563,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
564,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
565,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
566,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
567,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
568,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
569,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
570,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
571,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
572,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
573,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
574,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
575,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
576,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
577,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
578,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
579,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
580,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
581,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
582,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
583,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
584,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
585,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
586,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
587,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
588,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
589,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
590,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
591,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
592,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
593,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
594,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
595,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
596,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
597,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
598,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
599,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
600,NULL,Forest,Shrubland,Water,Non_Wetland,Water
601,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
602,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
603,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
604,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
605,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
606,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
607,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
608,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
609,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
610,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
611,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
612,NULL,Forest,Wetland,NULL,Wetland,Wetland
613,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
614,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
615,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
616,NULL,Forest,Wetland,Water,Wetland,Grassland
617,NULL,Forest,Wetland,Water,Wetland,Wetland
618,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
619,NULL,Forest,Wetland,Water,Wetland,Water
620,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
621,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
622,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
623,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
624,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
625,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
626,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
627,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
628,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
629,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
630,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
631,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
632,NULL,Forest,Bareland,NULL,Non_Wetland,Water
633,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
634,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
635,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
636,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
637,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
638,NULL,Forest,Water,Water,Water,Grassland
639,NULL,Forest,Water,Water,Water,Wetland
640,NULL,Forest,Water,Water,Water,Water
641,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
642,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
643,NULL,Forest,Forest,NULL,Non_Wetland,Forest
644,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
645,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
646,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
647,NULL,Forest,Forest,Water,Non_Wetland,Grassland
648,NULL,Forest,Forest,Water,Non_Wetland,Wetland
649,NULL,Forest,Forest,Water,Non_Wetland,Water
650,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
651,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
652,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
653,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
654,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
655,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
656,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
657,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
658,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
659,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
660,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
661,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
662,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
663,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
664,Shrubland,NULL,Shrubland,Water,Non_Wetland,Bareland
665,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
666,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
667,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
668,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
669,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
670,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
671,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
672,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
673,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
674,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
675,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
676,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
677,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
678,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
679,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
680,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
681,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
682,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
683,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
684,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
685,Shrubland,NULL,Wetland,NULL,Wetland,Water
686,Shrubland,NULL,Wetland,NULL,Wetland,Forest
687,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
688,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
689,Shrubland,NULL,Wetland,Water,Wetland,Grassland
690,Shrubland,NULL,Wetland,Water,Wetland,Wetland
691,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
692,Shrubland,NULL,Wetland,Water,Wetland,Bareland
693,Shrubland,NULL,Wetland,Water,Wetland,Water
694,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
695,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
696,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
697,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
698,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
699,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
700,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
701,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
702,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
703,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
704,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
705,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
706,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
707,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
708,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
709,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
710,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
711,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
712,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
713,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
714,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
715,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
716,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
717,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
718,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
719,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
720,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
721,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
722,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
723,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
724,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
725,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
726,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
727,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
728,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
729,Shrubland,NULL,Built-up,Water,Non_Wetland,Grassland
730,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
731,Shrubland,NULL,Water,NULL,Water,Grassland
732,Shrubland,NULL,Water,NULL,Water,Wetland
733,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
734,Shrubland,NULL,Water,NULL,Water,Water
735,Shrubland,NULL,Water,NULL,Water,Forest
736,Shrubland,NULL,Water,Non_Water,Water,Grassland
737,Shrubland,NULL,Water,Non_Water,Water,Wetland
738,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
739,Shrubland,NULL,Water,Water,Water,Grassland
740,Shrubland,NULL,Water,Water,Water,Wetland
741,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
742,Shrubland,NULL,Water,Water,Water,Water
743,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
744,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
745,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
746,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
747,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
748,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
749,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
750,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
751,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
752,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
753,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
754,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
755,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
756,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
757,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
758,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
759,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
760,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
761,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
762,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Bareland
763,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
764,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
765,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
766,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
767,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
768,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
769,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
770,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
771,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
772,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
773,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
774,Shrubland,Wetland,Grassland,Water,Non_Wetland,Bareland
775,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
776,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
777,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
778,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
779,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
780,Shrubland,Wetland,Wetland,NULL,Wetland,Water
781,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
782,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
783,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
784,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
785,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
786,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
787,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
788,Shrubland,Wetland,Wetland,Water,Wetland,Water
789,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
790,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
791,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
792,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
793,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
