Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
1073,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1074,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Forest
1075,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1076,Shrubland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1077,Shrubland,Built-up,Built-up,Water,Non_Wetland,Built-up
1078,Shrubland,Built-up,Water,NULL,Water,Wetland
1079,Shrubland,Built-up,Water,NULL,Water,Water
1080,Shrubland,Built-up,Water,Non_Water,Water,Wetland
1081,Shrubland,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
1082,Shrubland,Built-up,Water,Water,Water,Wetland
1083,Shrubland,Built-up,Water,Water,Water,Water
1084,Shrubland,Built-up,Forest,NULL,Non_Wetland,Grassland
1085,Shrubland,Built-up,Forest,NULL,Non_Wetland,Wetland
1086,Shrubland,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1087,Shrubland,Built-up,Forest,NULL,Non_Wetland,Bareland
1088,Shrubland,Built-up,Forest,NULL,Non_Wetland,Built-up
1089,Shrubland,Built-up,Forest,NULL,Non_Wetland,Forest
1090,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1091,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
1092,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1093,Shrubland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1094,Shrubland,Built-up,Forest,Water,Non_Wetland,Grassland
1095,Shrubland,Built-up,Forest,Water,Non_Wetland,Wetland
1096,Shrubland,Water,NULL,NULL,Non_Wetland,Water
1097,Shrubland,Water,NULL,NULL,Non_Wetland,Forest
1098,Shrubland,Water,NULL,Water,Non_Wetland,Water
1099,Shrubland,Water,NULL,Water,Non_Wetland,Forest
1100,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
1101,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1102,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1103,Shrubland,Water,Shrubland,NULL,Non_Wetland,Bareland
1104,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1105,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1106,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1107,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1108,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1109,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1110,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
1111,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
1112,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1113,Shrubland,Water,Shrubland,Water,Non_Wetland,Forest
1114,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1115,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1116,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1117,Shrubland,Water,Grassland,NULL,Non_Wetland,Bareland
1118,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1119,Shrubland,Water,Grassland,NULL,Non_Wetland,Forest
1120,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1121,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1122,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
1123,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Forest
1124,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
1125,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
1126,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1127,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1128,Shrubland,Water,Grassland,Water,Non_Wetland,Forest
1129,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1130,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1131,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1132,Shrubland,Water,Wetland,NULL,Wetland,Bareland
1133,Shrubland,Water,Wetland,NULL,Wetland,Water
1134,Shrubland,Water,Wetland,NULL,Wetland,Forest
1135,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
1136,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1137,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1138,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1139,Shrubland,Water,Wetland,Non_Water,Wetland,Forest
1140,Shrubland,Water,Wetland,Water,Wetland,Grassland
1141,Shrubland,Water,Wetland,Water,Wetland,Wetland
1142,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1143,Shrubland,Water,Wetland,Water,Wetland,Water
1144,Shrubland,Water,Wetland,Water,Wetland,Forest
1145,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1146,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1147,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1148,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1149,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1150,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1151,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1152,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1153,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1154,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1155,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1156,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1157,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1158,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
1159,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1160,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1161,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1162,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1163,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1164,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1165,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1166,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Forest
1167,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1168,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1169,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1170,Shrubland,Water,Bareland,Water,Non_Wetland,Bareland
1171,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1172,Shrubland,Water,Bareland,Water,Non_Wetland,Forest
1173,Shrubland,Water,Built-up,NULL,Non_Wetland,Grassland
1174,Shrubland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1175,Shrubland,Water,Built-up,NULL,Non_Wetland,Bareland
1176,Shrubland,Water,Built-up,NULL,Non_Wetland,Water
1177,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Water
1178,Shrubland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1179,Shrubland,Water,Built-up,Water,Non_Wetland,Water
1180,Shrubland,Water,Water,NULL,Water,Grassland
1181,Shrubland,Water,Water,NULL,Water,Wetland
1182,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
1183,Shrubland,Water,Water,NULL,Water,Water
1184,Shrubland,Water,Water,NULL,Water,Forest
1185,Shrubland,Water,Water,Non_Water,Water,Grassland
1186,Shrubland,Water,Water,Non_Water,Water,Wetland
1187,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1188,Shrubland,Water,Water,Non_Water,Water,Water
1189,Shrubland,Water,Water,Non_Water,Water,Forest
1190,Shrubland,Water,Water,Water,Water,Grassland
1191,Shrubland,Water,Water,Water,Water,Wetland
1192,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1193,Shrubland,Water,Water,Water,Water,Water
1194,Shrubland,Water,Water,Water,Water,Forest
1195,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1196,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1197,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1198,Shrubland,Water,Forest,NULL,Non_Wetland,Bareland
1199,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1200,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1201,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
1202,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1203,Shrubland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1204,Shrubland,Water,Forest,Non_Water,Non_Wetland,Bareland
1205,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1206,Shrubland,Water,Forest,Non_Water,Non_Wetland,Forest
1207,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1208,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1209,Shrubland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1210,Shrubland,Water,Forest,Water,Non_Wetland,Bareland
1211,Shrubland,Water,Forest,Water,Non_Wetland,Water
1212,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1213,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1214,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1215,Shrubland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1216,Shrubland,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
1217,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1218,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1219,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1220,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1221,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1222,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1223,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1224,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1225,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1226,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
1227,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1228,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
1229,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1230,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1231,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1232,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1233,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
1234,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1235,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1236,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1237,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1238,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1239,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1240,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1241,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1242,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1243,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1244,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
1245,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1246,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1247,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1248,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
1249,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
1250,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
1251,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1252,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1253,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1254,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1255,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1256,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1257,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1258,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1259,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1260,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1261,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1262,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1263,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1264,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1265,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1266,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1267,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1268,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1269,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1270,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1271,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1272,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1273,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1274,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1275,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1276,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1277,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1278,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1279,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1280,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1281,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1282,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1283,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1284,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1285,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1286,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1287,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1288,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1289,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1290,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1291,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1292,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1293,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1294,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1295,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1296,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1297,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1298,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1299,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1300,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1301,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1302,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1303,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1304,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1305,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1306,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1307,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1308,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1309,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1310,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1311,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1312,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1313,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1314,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1315,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1316,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Forest
1317,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1318,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1319,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1320,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1321,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1322,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1323,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1324,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1325,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Forest
1326,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1327,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1328,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1329,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1330,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1331,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1332,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1333,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1334,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1335,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1336,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1337,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1338,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1339,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1340,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
1341,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1342,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1343,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1344,Shrubland,Forest,NULL,NULL,Non_Wetland,Grassland
1345,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
1346,Shrubland,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1347,Shrubland,Forest,NULL,NULL,Non_Wetland,Water
1348,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1349,Shrubland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1350,Shrubland,Forest,NULL,Non_Water,Non_Wetland,Forest
1351,Shrubland,Forest,NULL,Water,Non_Wetland,Grassland
1352,Shrubland,Forest,NULL,Water,Non_Wetland,Bareland
1353,Shrubland,Forest,NULL,Water,Non_Wetland,Forest
1354,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1355,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1356,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1357,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1358,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1359,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Water
1360,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1361,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1362,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1363,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1364,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1365,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1366,Shrubland,Forest,Shrubland,Water,Non_Wetland,Grassland
1367,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1368,Shrubland,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1369,Shrubland,Forest,Shrubland,Water,Non_Wetland,Water
1370,Shrubland,Forest,Shrubland,Water,Non_Wetland,Forest
1371,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1372,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1373,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1374,Shrubland,Forest,Grassland,NULL,Non_Wetland,Bareland
1375,Shrubland,Forest,Grassland,NULL,Non_Wetland,Built-up
1376,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
1377,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1378,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1379,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1380,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1381,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Water
1382,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1383,Shrubland,Forest,Grassland,Water,Non_Wetland,Grassland
1384,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
1385,Shrubland,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1386,Shrubland,Forest,Grassland,Water,Non_Wetland,Bareland
1387,Shrubland,Forest,Grassland,Water,Non_Wetland,Water
1388,Shrubland,Forest,Grassland,Water,Non_Wetland,Forest
1389,Shrubland,Forest,Wetland,NULL,Wetland,NULL
1390,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1391,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1392,Shrubland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1393,Shrubland,Forest,Wetland,NULL,Wetland,Bareland
1394,Shrubland,Forest,Wetland,NULL,Wetland,Water
1395,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1396,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
1397,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1398,Shrubland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1399,Shrubland,Forest,Wetland,Non_Water,Wetland,Bareland
1400,Shrubland,Forest,Wetland,Non_Water,Wetland,Water
1401,Shrubland,Forest,Wetland,Non_Water,Wetland,Forest
1402,Shrubland,Forest,Wetland,Water,Wetland,Grassland
1403,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1404,Shrubland,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1405,Shrubland,Forest,Wetland,Water,Wetland,Bareland
1406,Shrubland,Forest,Wetland,Water,Wetland,Water
1407,Shrubland,Forest,Wetland,Water,Wetland,Forest
1408,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1409,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1410,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1411,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1412,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1413,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1414,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1415,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1416,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1417,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1418,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1419,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1420,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1421,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1422,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1423,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1424,Shrubland,Forest,Bareland,NULL,Non_Wetland,Built-up
1425,Shrubland,Forest,Bareland,NULL,Non_Wetland,Water
1426,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1427,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1428,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1429,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1430,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1431,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Water
