Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,SIBERIA_2024_WorldCover_2021_43VFL_M_R
482,Built-up,Forest,Non_Water,Non_Wetland,Wetland
483,Water,NULL,NULL,Non_Wetland,Grassland
484,Water,NULL,NULL,Non_Wetland,Wetland
485,Water,NULL,NULL,Non_Wetland,Water
486,Water,NULL,NULL,Non_Wetland,Forest
487,Water,NULL,Non_Water,Non_Wetland,Water
488,Water,NULL,Non_Water,Non_Wetland,Forest
489,Water,NULL,Water,Non_Wetland,Wetland
490,Water,NULL,Water,Non_Wetland,Water
491,Water,NULL,Water,Non_Wetland,Forest
492,Water,Shrubland,NULL,Non_Wetland,Grassland
493,Water,Shrubland,NULL,Non_Wetland,Wetland
494,Water,Shrubland,NULL,Non_Wetland,Bareland
495,Water,Shrubland,NULL,Non_Wetland,Water
496,Water,Shrubland,NULL,Non_Wetland,Forest
497,Water,Shrubland,Non_Water,Non_Wetland,Grassland
498,Water,Shrubland,Non_Water,Non_Wetland,Wetland
499,Water,Shrubland,Non_Water,Non_Wetland,Water
500,Water,Shrubland,Non_Water,Non_Wetland,Forest
501,Water,Shrubland,Water,Non_Wetland,Grassland
502,Water,Shrubland,Water,Non_Wetland,Wetland
503,Water,Shrubland,Water,Non_Wetland,Bareland
504,Water,Shrubland,Water,Non_Wetland,Water
505,Water,Shrubland,Water,Non_Wetland,Forest
506,Water,Grassland,NULL,Non_Wetland,Forest
507,Water,Grassland,Water,Non_Wetland,Water
508,Water,Grassland,Water,Non_Wetland,Forest
509,Water,Wetland,NULL,Wetland,NULL
510,Water,Wetland,NULL,Wetland,Grassland
511,Water,Wetland,NULL,Wetland,Wetland
512,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
513,Water,Wetland,NULL,Wetland,Bareland
514,Water,Wetland,NULL,Wetland,Water
515,Water,Wetland,NULL,Wetland,Forest
516,Water,Wetland,Non_Water,Wetland,Grassland
517,Water,Wetland,Non_Water,Wetland,Wetland
518,Water,Wetland,Non_Water,Wetland,Bareland
519,Water,Wetland,Non_Water,Wetland,Water
520,Water,Wetland,Non_Water,Wetland,Forest
521,Water,Wetland,Water,Wetland,Grassland
522,Water,Wetland,Water,Wetland,Wetland
523,Water,Wetland,Water,Wetland,Lichens_and_Mosses
524,Water,Wetland,Water,Wetland,Bareland
525,Water,Wetland,Water,Wetland,Water
526,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
527,Water,Wetland,Water,Wetland,Forest
528,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
529,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
530,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
531,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
532,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
533,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
534,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
535,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
536,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
537,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
538,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
539,Water,Bareland,NULL,Non_Wetland,Grassland
540,Water,Bareland,NULL,Non_Wetland,Wetland
541,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
542,Water,Bareland,NULL,Non_Wetland,Bareland
543,Water,Bareland,NULL,Non_Wetland,Built-up
544,Water,Bareland,NULL,Non_Wetland,Water
545,Water,Bareland,NULL,Non_Wetland,Forest
546,Water,Bareland,Non_Water,Non_Wetland,Grassland
547,Water,Bareland,Non_Water,Non_Wetland,Wetland
548,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
549,Water,Bareland,Non_Water,Non_Wetland,Bareland
550,Water,Bareland,Non_Water,Non_Wetland,Water
551,Water,Bareland,Non_Water,Non_Wetland,Forest
552,Water,Bareland,Water,Non_Wetland,Grassland
553,Water,Bareland,Water,Non_Wetland,Wetland
554,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
555,Water,Bareland,Water,Non_Wetland,Bareland
556,Water,Bareland,Water,Non_Wetland,Water
557,Water,Bareland,Water,Non_Wetland,Forest
558,Water,Built-up,NULL,Non_Wetland,Grassland
559,Water,Built-up,NULL,Non_Wetland,Built-up
560,Water,Built-up,NULL,Non_Wetland,Water
561,Water,Built-up,NULL,Non_Wetland,Forest
562,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
563,Water,Built-up,Water,Non_Wetland,Bareland
564,Water,Built-up,Water,Non_Wetland,Water
565,Water,Water,NULL,Water,Grassland
566,Water,Water,NULL,Water,Wetland
567,Water,Water,NULL,Water,Lichens_and_Mosses
568,Water,Water,NULL,Water,Bareland
569,Water,Water,NULL,Water,Water
570,Water,Water,NULL,Water,Forest
571,Water,Water,Non_Water,Water,Grassland
572,Water,Water,Non_Water,Water,Wetland
573,Water,Water,Non_Water,Water,Bareland
574,Water,Water,Non_Water,Water,Water
575,Water,Water,Non_Water,Water,Forest
576,Water,Water,Water,Water,Grassland
577,Water,Water,Water,Water,Wetland
578,Water,Water,Water,Water,Lichens_and_Mosses
579,Water,Water,Water,Water,Bareland
580,Water,Water,Water,Water,Water
581,Water,Water,Water,Water,Permanent_ice_and_snow
582,Water,Water,Water,Water,Forest
583,Water,Forest,NULL,Non_Wetland,Grassland
584,Water,Forest,NULL,Non_Wetland,Wetland
585,Water,Forest,NULL,Non_Wetland,Bareland
586,Water,Forest,NULL,Non_Wetland,Water
587,Water,Forest,NULL,Non_Wetland,Forest
588,Water,Forest,Non_Water,Non_Wetland,Grassland
589,Water,Forest,Non_Water,Non_Wetland,Wetland
590,Water,Forest,Non_Water,Non_Wetland,Water
591,Water,Forest,Non_Water,Non_Wetland,Forest
592,Water,Forest,Water,Non_Wetland,Grassland
593,Water,Forest,Water,Non_Wetland,Wetland
594,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
595,Water,Forest,Water,Non_Wetland,Water
596,Water,Forest,Water,Non_Wetland,Forest
597,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
598,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
599,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
600,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
601,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
602,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
603,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
604,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
605,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
606,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
607,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
608,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
609,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
610,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
611,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
612,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
613,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
614,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
615,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
616,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
617,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
618,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
619,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
620,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
621,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
622,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
623,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
624,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
625,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
626,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
627,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
628,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
629,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
630,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
631,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
632,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
633,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
634,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
635,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
636,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
637,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
638,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
639,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
640,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
643,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
644,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
645,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
646,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
647,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
648,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
649,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
650,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
651,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
652,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
653,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
654,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
656,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
657,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
658,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
659,Permanent_ice_and_snow,Water,NULL,Water,Grassland
660,Permanent_ice_and_snow,Water,NULL,Water,Wetland
661,Permanent_ice_and_snow,Water,NULL,Water,Water
662,Permanent_ice_and_snow,Water,NULL,Water,Forest
663,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
664,Permanent_ice_and_snow,Water,Non_Water,Water,Water
665,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
666,Permanent_ice_and_snow,Water,Water,Water,Grassland
667,Permanent_ice_and_snow,Water,Water,Water,Wetland
668,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
669,Permanent_ice_and_snow,Water,Water,Water,Bareland
670,Permanent_ice_and_snow,Water,Water,Water,Water
671,Permanent_ice_and_snow,Water,Water,Water,Forest
672,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
673,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
681,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
682,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
683,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
684,Forest,NULL,NULL,Non_Wetland,NULL
685,Forest,NULL,NULL,Non_Wetland,Grassland
686,Forest,NULL,NULL,Non_Wetland,Wetland
687,Forest,NULL,NULL,Non_Wetland,Built-up
688,Forest,NULL,NULL,Non_Wetland,Water
689,Forest,NULL,NULL,Non_Wetland,Forest
690,Forest,NULL,Non_Water,Non_Wetland,Wetland
691,Forest,NULL,Non_Water,Non_Wetland,Water
692,Forest,NULL,Non_Water,Non_Wetland,Forest
693,Forest,NULL,Water,Non_Wetland,Grassland
694,Forest,NULL,Water,Non_Wetland,Wetland
695,Forest,NULL,Water,Non_Wetland,Water
696,Forest,NULL,Water,Non_Wetland,Forest
697,Forest,Shrubland,NULL,Non_Wetland,NULL
698,Forest,Shrubland,NULL,Non_Wetland,Grassland
699,Forest,Shrubland,NULL,Non_Wetland,Wetland
700,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
701,Forest,Shrubland,NULL,Non_Wetland,Bareland
702,Forest,Shrubland,NULL,Non_Wetland,Built-up
703,Forest,Shrubland,NULL,Non_Wetland,Water
704,Forest,Shrubland,NULL,Non_Wetland,Forest
705,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
706,Forest,Shrubland,Non_Water,Non_Wetland,Water
707,Forest,Shrubland,Non_Water,Non_Wetland,Forest
708,Forest,Shrubland,Water,Non_Wetland,Grassland
709,Forest,Shrubland,Water,Non_Wetland,Wetland
710,Forest,Shrubland,Water,Non_Wetland,Water
711,Forest,Shrubland,Water,Non_Wetland,Forest
712,Forest,Grassland,NULL,Non_Wetland,NULL
713,Forest,Grassland,NULL,Non_Wetland,Grassland
714,Forest,Grassland,NULL,Non_Wetland,Wetland
715,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
716,Forest,Grassland,NULL,Non_Wetland,Bareland
717,Forest,Grassland,NULL,Non_Wetland,Built-up
718,Forest,Grassland,NULL,Non_Wetland,Forest
719,Forest,Grassland,Non_Water,Non_Wetland,Grassland
720,Forest,Grassland,Non_Water,Non_Wetland,Forest
721,Forest,Grassland,Water,Non_Wetland,Grassland
722,Forest,Grassland,Water,Non_Wetland,Water
723,Forest,Grassland,Water,Non_Wetland,Forest
724,Forest,Cropland,NULL,Non_Wetland,Forest
725,Forest,Wetland,NULL,Wetland,NULL
726,Forest,Wetland,NULL,Wetland,Grassland
727,Forest,Wetland,NULL,Wetland,Wetland
728,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
729,Forest,Wetland,NULL,Wetland,Bareland
730,Forest,Wetland,NULL,Wetland,Water
731,Forest,Wetland,NULL,Wetland,Forest
732,Forest,Wetland,Non_Water,Wetland,Grassland
733,Forest,Wetland,Non_Water,Wetland,Wetland
734,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
735,Forest,Wetland,Non_Water,Wetland,Built-up
736,Forest,Wetland,Non_Water,Wetland,Water
737,Forest,Wetland,Non_Water,Wetland,Forest
738,Forest,Wetland,Water,Wetland,Grassland
739,Forest,Wetland,Water,Wetland,Wetland
740,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
741,Forest,Wetland,Water,Wetland,Bareland
742,Forest,Wetland,Water,Wetland,Water
743,Forest,Wetland,Water,Wetland,Forest
744,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
745,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
746,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
747,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
748,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
749,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
750,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
751,Forest,Bareland,NULL,Non_Wetland,NULL
752,Forest,Bareland,NULL,Non_Wetland,Grassland
753,Forest,Bareland,NULL,Non_Wetland,Wetland
754,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
755,Forest,Bareland,NULL,Non_Wetland,Bareland
756,Forest,Bareland,NULL,Non_Wetland,Built-up
757,Forest,Bareland,NULL,Non_Wetland,Water
758,Forest,Bareland,NULL,Non_Wetland,Forest
759,Forest,Bareland,Non_Water,Non_Wetland,Grassland
760,Forest,Bareland,Non_Water,Non_Wetland,Wetland
761,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
762,Forest,Bareland,Non_Water,Non_Wetland,Bareland
763,Forest,Bareland,Non_Water,Non_Wetland,Built-up
764,Forest,Bareland,Non_Water,Non_Wetland,Water
765,Forest,Bareland,Non_Water,Non_Wetland,Forest
766,Forest,Bareland,Water,Non_Wetland,Grassland
767,Forest,Bareland,Water,Non_Wetland,Wetland
768,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
769,Forest,Bareland,Water,Non_Wetland,Bareland
770,Forest,Bareland,Water,Non_Wetland,Water
771,Forest,Bareland,Water,Non_Wetland,Forest
772,Forest,Built-up,NULL,Non_Wetland,Grassland
773,Forest,Built-up,NULL,Non_Wetland,Wetland
774,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
775,Forest,Built-up,NULL,Non_Wetland,Bareland
776,Forest,Built-up,NULL,Non_Wetland,Built-up
777,Forest,Built-up,NULL,Non_Wetland,Forest
778,Forest,Built-up,Non_Water,Non_Wetland,Forest
779,Forest,Built-up,Water,Non_Wetland,Forest
780,Forest,Water,NULL,Water,Grassland
781,Forest,Water,NULL,Water,Wetland
782,Forest,Water,NULL,Water,Lichens_and_Mosses
783,Forest,Water,NULL,Water,Water
784,Forest,Water,NULL,Water,Forest
785,Forest,Water,Non_Water,Water,Grassland
786,Forest,Water,Non_Water,Water,Wetland
787,Forest,Water,Non_Water,Water,Lichens_and_Mosses
788,Forest,Water,Non_Water,Water,Water
789,Forest,Water,Non_Water,Water,Forest
790,Forest,Water,Water,Water,Grassland
791,Forest,Water,Water,Water,Wetland
792,Forest,Water,Water,Water,Lichens_and_Mosses
793,Forest,Water,Water,Water,Water
794,Forest,Water,Water,Water,Forest
795,Forest,Forest,NULL,Non_Wetland,NULL
796,Forest,Forest,NULL,Non_Wetland,Grassland
797,Forest,Forest,NULL,Non_Wetland,Wetland
798,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
799,Forest,Forest,NULL,Non_Wetland,Bareland
800,Forest,Forest,NULL,Non_Wetland,Built-up
801,Forest,Forest,NULL,Non_Wetland,Water
802,Forest,Forest,NULL,Non_Wetland,Forest
803,Forest,Forest,Non_Water,Non_Wetland,Grassland
804,Forest,Forest,Non_Water,Non_Wetland,Wetland
805,Forest,Forest,Non_Water,Non_Wetland,Bareland
806,Forest,Forest,Non_Water,Non_Wetland,Built-up
807,Forest,Forest,Non_Water,Non_Wetland,Water
808,Forest,Forest,Non_Water,Non_Wetland,Forest
809,Forest,Forest,Water,Non_Wetland,Grassland
810,Forest,Forest,Water,Non_Wetland,Wetland
811,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
812,Forest,Forest,Water,Non_Wetland,Water
813,Forest,Forest,Water,Non_Wetland,Forest
