Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,SIBERIA_2024_WorldCover_2021_43VCH_M_R
473,Wetland,Built-up,Non_Water,Non_Wetland,Forest
474,Wetland,Built-up,Water,Non_Wetland,Grassland
475,Wetland,Built-up,Water,Non_Wetland,Wetland
476,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
477,Wetland,Built-up,Water,Non_Wetland,Bareland
478,Wetland,Built-up,Water,Non_Wetland,Built-up
479,Wetland,Built-up,Water,Non_Wetland,Water
480,Wetland,Built-up,Water,Non_Wetland,Forest
481,Wetland,Water,NULL,Water,NULL
482,Wetland,Water,NULL,Water,Grassland
483,Wetland,Water,NULL,Water,Wetland
484,Wetland,Water,NULL,Water,Lichens_and_Mosses
485,Wetland,Water,NULL,Water,Built-up
486,Wetland,Water,NULL,Water,Water
487,Wetland,Water,NULL,Water,Forest
488,Wetland,Water,Non_Water,Water,Grassland
489,Wetland,Water,Non_Water,Water,Wetland
490,Wetland,Water,Non_Water,Water,Bareland
491,Wetland,Water,Non_Water,Water,Built-up
492,Wetland,Water,Non_Water,Water,Water
493,Wetland,Water,Non_Water,Water,Forest
494,Wetland,Water,Water,Water,NULL
495,Wetland,Water,Water,Water,Grassland
496,Wetland,Water,Water,Water,Cropland
497,Wetland,Water,Water,Water,Wetland
498,Wetland,Water,Water,Water,Lichens_and_Mosses
499,Wetland,Water,Water,Water,Bareland
500,Wetland,Water,Water,Water,Built-up
501,Wetland,Water,Water,Water,Water
502,Wetland,Water,Water,Water,Forest
503,Wetland,Forest,NULL,Non_Wetland,NULL
504,Wetland,Forest,NULL,Non_Wetland,Grassland
505,Wetland,Forest,NULL,Non_Wetland,Cropland
506,Wetland,Forest,NULL,Non_Wetland,Wetland
507,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
508,Wetland,Forest,NULL,Non_Wetland,Bareland
509,Wetland,Forest,NULL,Non_Wetland,Built-up
510,Wetland,Forest,NULL,Non_Wetland,Water
511,Wetland,Forest,NULL,Non_Wetland,Forest
512,Wetland,Forest,Non_Water,Non_Wetland,NULL
513,Wetland,Forest,Non_Water,Non_Wetland,Grassland
514,Wetland,Forest,Non_Water,Non_Wetland,Cropland
515,Wetland,Forest,Non_Water,Non_Wetland,Wetland
516,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
517,Wetland,Forest,Non_Water,Non_Wetland,Bareland
518,Wetland,Forest,Non_Water,Non_Wetland,Built-up
519,Wetland,Forest,Non_Water,Non_Wetland,Water
520,Wetland,Forest,Non_Water,Non_Wetland,Forest
521,Wetland,Forest,Water,Non_Wetland,NULL
522,Wetland,Forest,Water,Non_Wetland,Grassland
523,Wetland,Forest,Water,Non_Wetland,Cropland
524,Wetland,Forest,Water,Non_Wetland,Wetland
525,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
526,Wetland,Forest,Water,Non_Wetland,Bareland
527,Wetland,Forest,Water,Non_Wetland,Built-up
528,Wetland,Forest,Water,Non_Wetland,Water
529,Wetland,Forest,Water,Non_Wetland,Forest
530,Bareland,NULL,NULL,Non_Wetland,Grassland
531,Bareland,NULL,NULL,Non_Wetland,Wetland
532,Bareland,NULL,NULL,Non_Wetland,Bareland
533,Bareland,NULL,NULL,Non_Wetland,Built-up
534,Bareland,NULL,NULL,Non_Wetland,Water
535,Bareland,NULL,NULL,Non_Wetland,Forest
536,Bareland,NULL,Non_Water,Non_Wetland,Grassland
537,Bareland,NULL,Non_Water,Non_Wetland,Water
538,Bareland,NULL,Water,Non_Wetland,Grassland
539,Bareland,NULL,Water,Non_Wetland,Water
540,Bareland,NULL,Water,Non_Wetland,Forest
541,Bareland,Shrubland,NULL,Non_Wetland,Grassland
542,Bareland,Shrubland,NULL,Non_Wetland,Wetland
543,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
544,Bareland,Shrubland,NULL,Non_Wetland,Bareland
545,Bareland,Shrubland,NULL,Non_Wetland,Built-up
546,Bareland,Shrubland,NULL,Non_Wetland,Water
547,Bareland,Shrubland,NULL,Non_Wetland,Forest
548,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
549,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
550,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
551,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up
552,Bareland,Shrubland,Non_Water,Non_Wetland,Water
553,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
554,Bareland,Shrubland,Water,Non_Wetland,Grassland
555,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
556,Bareland,Shrubland,Water,Non_Wetland,Bareland
557,Bareland,Shrubland,Water,Non_Wetland,Water
558,Bareland,Grassland,NULL,Non_Wetland,Grassland
559,Bareland,Grassland,NULL,Non_Wetland,Cropland
560,Bareland,Grassland,NULL,Non_Wetland,Bareland
561,Bareland,Grassland,NULL,Non_Wetland,Built-up
562,Bareland,Grassland,NULL,Non_Wetland,Forest
563,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
564,Bareland,Cropland,NULL,Non_Wetland,Grassland
565,Bareland,Cropland,NULL,Non_Wetland,Cropland
566,Bareland,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
567,Bareland,Cropland,NULL,Non_Wetland,Bareland
568,Bareland,Cropland,NULL,Non_Wetland,Built-up
569,Bareland,Cropland,NULL,Non_Wetland,Forest
570,Bareland,Wetland,NULL,Wetland,NULL
571,Bareland,Wetland,NULL,Wetland,Grassland
572,Bareland,Wetland,NULL,Wetland,Wetland
573,Bareland,Wetland,NULL,Wetland,Bareland
574,Bareland,Wetland,NULL,Wetland,Built-up
575,Bareland,Wetland,NULL,Wetland,Water
576,Bareland,Wetland,NULL,Wetland,Forest
577,Bareland,Wetland,Non_Water,Wetland,Grassland
578,Bareland,Wetland,Non_Water,Wetland,Wetland
579,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
580,Bareland,Wetland,Non_Water,Wetland,Bareland
581,Bareland,Wetland,Non_Water,Wetland,Water
582,Bareland,Wetland,Non_Water,Wetland,Forest
583,Bareland,Wetland,Water,Wetland,Grassland
584,Bareland,Wetland,Water,Wetland,Wetland
585,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
586,Bareland,Wetland,Water,Wetland,Bareland
587,Bareland,Wetland,Water,Wetland,Water
588,Bareland,Wetland,Water,Wetland,Forest
589,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
590,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
591,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
592,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
593,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
594,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
595,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
596,Bareland,Bareland,NULL,Non_Wetland,NULL
597,Bareland,Bareland,NULL,Non_Wetland,Grassland
598,Bareland,Bareland,NULL,Non_Wetland,Wetland
599,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
600,Bareland,Bareland,NULL,Non_Wetland,Bareland
601,Bareland,Bareland,NULL,Non_Wetland,Built-up
602,Bareland,Bareland,NULL,Non_Wetland,Water
603,Bareland,Bareland,NULL,Non_Wetland,Forest
604,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
605,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
606,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
607,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
608,Bareland,Bareland,Non_Water,Non_Wetland,Water
609,Bareland,Bareland,Non_Water,Non_Wetland,Forest
610,Bareland,Bareland,Water,Non_Wetland,Grassland
611,Bareland,Bareland,Water,Non_Wetland,Wetland
612,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
613,Bareland,Bareland,Water,Non_Wetland,Bareland
614,Bareland,Bareland,Water,Non_Wetland,Built-up
615,Bareland,Bareland,Water,Non_Wetland,Water
616,Bareland,Bareland,Water,Non_Wetland,Forest
617,Bareland,Built-up,NULL,Non_Wetland,Grassland
618,Bareland,Built-up,NULL,Non_Wetland,Wetland
619,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
620,Bareland,Built-up,NULL,Non_Wetland,Bareland
621,Bareland,Built-up,NULL,Non_Wetland,Built-up
622,Bareland,Built-up,NULL,Non_Wetland,Water
623,Bareland,Built-up,NULL,Non_Wetland,Forest
624,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
625,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
626,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
627,Bareland,Built-up,Non_Water,Non_Wetland,Forest
628,Bareland,Built-up,Water,Non_Wetland,Grassland
629,Bareland,Built-up,Water,Non_Wetland,Bareland
630,Bareland,Built-up,Water,Non_Wetland,Built-up
631,Bareland,Built-up,Water,Non_Wetland,Water
632,Bareland,Built-up,Water,Non_Wetland,Forest
633,Bareland,Water,NULL,Water,Grassland
634,Bareland,Water,NULL,Water,Wetland
635,Bareland,Water,NULL,Water,Bareland
636,Bareland,Water,NULL,Water,Water
637,Bareland,Water,NULL,Water,Forest
638,Bareland,Water,Non_Water,Water,Grassland
639,Bareland,Water,Non_Water,Water,Wetland
640,Bareland,Water,Non_Water,Water,Bareland
641,Bareland,Water,Non_Water,Water,Built-up
642,Bareland,Water,Non_Water,Water,Water
643,Bareland,Water,Non_Water,Water,Forest
644,Bareland,Water,Water,Water,Wetland
645,Bareland,Water,Water,Water,Bareland
646,Bareland,Water,Water,Water,Water
647,Bareland,Water,Water,Water,Forest
648,Bareland,Forest,NULL,Non_Wetland,NULL
649,Bareland,Forest,NULL,Non_Wetland,Grassland
650,Bareland,Forest,NULL,Non_Wetland,Wetland
651,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
652,Bareland,Forest,NULL,Non_Wetland,Bareland
653,Bareland,Forest,NULL,Non_Wetland,Built-up
654,Bareland,Forest,NULL,Non_Wetland,Water
655,Bareland,Forest,NULL,Non_Wetland,Forest
656,Bareland,Forest,Non_Water,Non_Wetland,Grassland
657,Bareland,Forest,Non_Water,Non_Wetland,Bareland
658,Bareland,Forest,Non_Water,Non_Wetland,Built-up
659,Bareland,Forest,Non_Water,Non_Wetland,Water
660,Bareland,Forest,Non_Water,Non_Wetland,Forest
661,Bareland,Forest,Water,Non_Wetland,Grassland
662,Bareland,Forest,Water,Non_Wetland,Wetland
663,Bareland,Forest,Water,Non_Wetland,Bareland
664,Bareland,Forest,Water,Non_Wetland,Water
665,Bareland,Forest,Water,Non_Wetland,Forest
666,Built-up,NULL,NULL,Non_Wetland,Grassland
667,Built-up,NULL,NULL,Non_Wetland,Cropland
668,Built-up,NULL,NULL,Non_Wetland,Wetland
669,Built-up,NULL,NULL,Non_Wetland,Bareland
670,Built-up,NULL,NULL,Non_Wetland,Built-up
671,Built-up,NULL,NULL,Non_Wetland,Water
672,Built-up,NULL,NULL,Non_Wetland,Forest
673,Built-up,NULL,Non_Water,Non_Wetland,Wetland
674,Built-up,NULL,Non_Water,Non_Wetland,Built-up
675,Built-up,NULL,Non_Water,Non_Wetland,Forest
676,Built-up,NULL,Water,Non_Wetland,Grassland
677,Built-up,NULL,Water,Non_Wetland,Wetland
678,Built-up,NULL,Water,Non_Wetland,Bareland
679,Built-up,NULL,Water,Non_Wetland,Water
680,Built-up,NULL,Water,Non_Wetland,Forest
681,Built-up,Shrubland,NULL,Non_Wetland,Grassland
682,Built-up,Shrubland,NULL,Non_Wetland,Wetland
683,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
684,Built-up,Shrubland,NULL,Non_Wetland,Bareland
685,Built-up,Shrubland,NULL,Non_Wetland,Built-up
686,Built-up,Shrubland,NULL,Non_Wetland,Water
687,Built-up,Shrubland,NULL,Non_Wetland,Forest
688,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
689,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
690,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
691,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
692,Built-up,Shrubland,Non_Water,Non_Wetland,Water
693,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
694,Built-up,Shrubland,Water,Non_Wetland,Grassland
695,Built-up,Shrubland,Water,Non_Wetland,Wetland
696,Built-up,Shrubland,Water,Non_Wetland,Built-up
697,Built-up,Shrubland,Water,Non_Wetland,Water
698,Built-up,Shrubland,Water,Non_Wetland,Forest
699,Built-up,Grassland,NULL,Non_Wetland,Grassland
700,Built-up,Grassland,NULL,Non_Wetland,Cropland
701,Built-up,Grassland,NULL,Non_Wetland,Wetland
702,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
703,Built-up,Grassland,NULL,Non_Wetland,Bareland
704,Built-up,Grassland,NULL,Non_Wetland,Built-up
705,Built-up,Grassland,NULL,Non_Wetland,Water
706,Built-up,Grassland,NULL,Non_Wetland,Forest
707,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
708,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
709,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
710,Built-up,Grassland,Non_Water,Non_Wetland,Forest
711,Built-up,Grassland,Water,Non_Wetland,Grassland
712,Built-up,Grassland,Water,Non_Wetland,Water
713,Built-up,Grassland,Water,Non_Wetland,Forest
714,Built-up,Cropland,NULL,Non_Wetland,Grassland
715,Built-up,Cropland,NULL,Non_Wetland,Cropland
716,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
717,Built-up,Cropland,NULL,Non_Wetland,Bareland
718,Built-up,Cropland,NULL,Non_Wetland,Built-up
719,Built-up,Cropland,NULL,Non_Wetland,Forest
720,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
721,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
722,Built-up,Cropland,Non_Water,Non_Wetland,Forest
723,Built-up,Wetland,NULL,Wetland,NULL
724,Built-up,Wetland,NULL,Wetland,Grassland
725,Built-up,Wetland,NULL,Wetland,Cropland
726,Built-up,Wetland,NULL,Wetland,Wetland
727,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
728,Built-up,Wetland,NULL,Wetland,Bareland
729,Built-up,Wetland,NULL,Wetland,Built-up
730,Built-up,Wetland,NULL,Wetland,Water
731,Built-up,Wetland,NULL,Wetland,Forest
732,Built-up,Wetland,Non_Water,Wetland,Grassland
733,Built-up,Wetland,Non_Water,Wetland,Cropland
734,Built-up,Wetland,Non_Water,Wetland,Wetland
735,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
736,Built-up,Wetland,Non_Water,Wetland,Built-up
737,Built-up,Wetland,Non_Water,Wetland,Water
738,Built-up,Wetland,Non_Water,Wetland,Forest
739,Built-up,Wetland,Water,Wetland,Grassland
740,Built-up,Wetland,Water,Wetland,Wetland
741,Built-up,Wetland,Water,Wetland,Bareland
742,Built-up,Wetland,Water,Wetland,Built-up
743,Built-up,Wetland,Water,Wetland,Water
744,Built-up,Wetland,Water,Wetland,Forest
745,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
746,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
747,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
748,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
749,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
750,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
751,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
752,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
753,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
754,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
755,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
756,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
757,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
758,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
759,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
760,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
761,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
762,Built-up,Bareland,NULL,Non_Wetland,NULL
763,Built-up,Bareland,NULL,Non_Wetland,Grassland
764,Built-up,Bareland,NULL,Non_Wetland,Cropland
765,Built-up,Bareland,NULL,Non_Wetland,Wetland
766,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
767,Built-up,Bareland,NULL,Non_Wetland,Bareland
768,Built-up,Bareland,NULL,Non_Wetland,Built-up
769,Built-up,Bareland,NULL,Non_Wetland,Water
770,Built-up,Bareland,NULL,Non_Wetland,Forest
771,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
772,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
773,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
774,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
775,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
776,Built-up,Bareland,Non_Water,Non_Wetland,Water
777,Built-up,Bareland,Non_Water,Non_Wetland,Forest
778,Built-up,Bareland,Water,Non_Wetland,Grassland
779,Built-up,Bareland,Water,Non_Wetland,Wetland
780,Built-up,Bareland,Water,Non_Wetland,Bareland
781,Built-up,Bareland,Water,Non_Wetland,Built-up
782,Built-up,Bareland,Water,Non_Wetland,Water
783,Built-up,Bareland,Water,Non_Wetland,Forest
784,Built-up,Built-up,NULL,Non_Wetland,NULL
785,Built-up,Built-up,NULL,Non_Wetland,Grassland
786,Built-up,Built-up,NULL,Non_Wetland,Cropland
787,Built-up,Built-up,NULL,Non_Wetland,Wetland
788,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
789,Built-up,Built-up,NULL,Non_Wetland,Bareland
790,Built-up,Built-up,NULL,Non_Wetland,Built-up
791,Built-up,Built-up,NULL,Non_Wetland,Water
792,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
793,Built-up,Built-up,NULL,Non_Wetland,Forest
794,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
795,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
796,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
797,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
798,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
799,Built-up,Built-up,Non_Water,Non_Wetland,Water
800,Built-up,Built-up,Non_Water,Non_Wetland,Forest
801,Built-up,Built-up,Water,Non_Wetland,Grassland
802,Built-up,Built-up,Water,Non_Wetland,Wetland
803,Built-up,Built-up,Water,Non_Wetland,Bareland
804,Built-up,Built-up,Water,Non_Wetland,Built-up
805,Built-up,Built-up,Water,Non_Wetland,Water
806,Built-up,Built-up,Water,Non_Wetland,Forest
807,Built-up,Water,NULL,Water,Grassland
808,Built-up,Water,NULL,Water,Wetland
809,Built-up,Water,NULL,Water,Bareland
810,Built-up,Water,NULL,Water,Built-up
811,Built-up,Water,NULL,Water,Water
812,Built-up,Water,NULL,Water,Forest
813,Built-up,Water,Non_Water,Water,Grassland
814,Built-up,Water,Non_Water,Water,Wetland
815,Built-up,Water,Non_Water,Water,Bareland
816,Built-up,Water,Non_Water,Water,Built-up
817,Built-up,Water,Non_Water,Water,Water
818,Built-up,Water,Non_Water,Water,Forest
819,Built-up,Water,Water,Water,Grassland
820,Built-up,Water,Water,Water,Wetland
821,Built-up,Water,Water,Water,Bareland
822,Built-up,Water,Water,Water,Built-up
823,Built-up,Water,Water,Water,Water
824,Built-up,Water,Water,Water,Forest
825,Built-up,Forest,NULL,Non_Wetland,NULL
826,Built-up,Forest,NULL,Non_Wetland,Grassland
827,Built-up,Forest,NULL,Non_Wetland,Cropland
828,Built-up,Forest,NULL,Non_Wetland,Wetland
829,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
830,Built-up,Forest,NULL,Non_Wetland,Bareland
831,Built-up,Forest,NULL,Non_Wetland,Built-up
832,Built-up,Forest,NULL,Non_Wetland,Water
833,Built-up,Forest,NULL,Non_Wetland,Forest
834,Built-up,Forest,Non_Water,Non_Wetland,Grassland
835,Built-up,Forest,Non_Water,Non_Wetland,Wetland
836,Built-up,Forest,Non_Water,Non_Wetland,Bareland
837,Built-up,Forest,Non_Water,Non_Wetland,Built-up
838,Built-up,Forest,Non_Water,Non_Wetland,Water
839,Built-up,Forest,Non_Water,Non_Wetland,Forest
840,Built-up,Forest,Water,Non_Wetland,Grassland
841,Built-up,Forest,Water,Non_Wetland,Wetland
842,Built-up,Forest,Water,Non_Wetland,Bareland
843,Built-up,Forest,Water,Non_Wetland,Built-up
844,Built-up,Forest,Water,Non_Wetland,Water
845,Built-up,Forest,Water,Non_Wetland,Forest
846,Water,NULL,NULL,Non_Wetland,Grassland
847,Water,NULL,NULL,Non_Wetland,Wetland
848,Water,NULL,NULL,Non_Wetland,Bareland
849,Water,NULL,NULL,Non_Wetland,Water
850,Water,NULL,NULL,Non_Wetland,Forest
851,Water,NULL,Non_Water,Non_Wetland,Grassland
852,Water,NULL,Non_Water,Non_Wetland,Wetland
853,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
854,Water,NULL,Non_Water,Non_Wetland,Bareland
855,Water,NULL,Non_Water,Non_Wetland,Built-up
856,Water,NULL,Non_Water,Non_Wetland,Water
857,Water,NULL,Non_Water,Non_Wetland,Forest
858,Water,NULL,Water,Non_Wetland,Grassland
859,Water,NULL,Water,Non_Wetland,Cropland
860,Water,NULL,Water,Non_Wetland,Wetland
861,Water,NULL,Water,Non_Wetland,Bareland
862,Water,NULL,Water,Non_Wetland,Water
863,Water,NULL,Water,Non_Wetland,Forest
864,Water,Shrubland,NULL,Non_Wetland,Grassland
865,Water,Shrubland,NULL,Non_Wetland,Wetland
866,Water,Shrubland,NULL,Non_Wetland,Bareland
867,Water,Shrubland,NULL,Non_Wetland,Built-up
868,Water,Shrubland,NULL,Non_Wetland,Water
869,Water,Shrubland,NULL,Non_Wetland,Forest
870,Water,Shrubland,Non_Water,Non_Wetland,Grassland
871,Water,Shrubland,Non_Water,Non_Wetland,Wetland
872,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
873,Water,Shrubland,Non_Water,Non_Wetland,Bareland
874,Water,Shrubland,Non_Water,Non_Wetland,Built-up
875,Water,Shrubland,Non_Water,Non_Wetland,Water
876,Water,Shrubland,Non_Water,Non_Wetland,Forest
877,Water,Shrubland,Water,Non_Wetland,Grassland
878,Water,Shrubland,Water,Non_Wetland,Cropland
879,Water,Shrubland,Water,Non_Wetland,Wetland
880,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
881,Water,Shrubland,Water,Non_Wetland,Bareland
882,Water,Shrubland,Water,Non_Wetland,Built-up
883,Water,Shrubland,Water,Non_Wetland,Water
884,Water,Shrubland,Water,Non_Wetland,Forest
885,Water,Grassland,NULL,Non_Wetland,Grassland
886,Water,Grassland,NULL,Non_Wetland,Wetland
887,Water,Grassland,NULL,Non_Wetland,Bareland
888,Water,Grassland,NULL,Non_Wetland,Built-up
889,Water,Grassland,NULL,Non_Wetland,Water
890,Water,Grassland,NULL,Non_Wetland,Forest
891,Water,Grassland,Non_Water,Non_Wetland,Grassland
892,Water,Grassland,Non_Water,Non_Wetland,Wetland
893,Water,Grassland,Non_Water,Non_Wetland,Water
894,Water,Grassland,Non_Water,Non_Wetland,Forest
895,Water,Grassland,Water,Non_Wetland,Grassland
896,Water,Grassland,Water,Non_Wetland,Wetland
897,Water,Grassland,Water,Non_Wetland,Water
898,Water,Grassland,Water,Non_Wetland,Forest
899,Water,Cropland,NULL,Non_Wetland,Grassland
900,Water,Cropland,NULL,Non_Wetland,Wetland
901,Water,Cropland,NULL,Non_Wetland,Bareland
902,Water,Cropland,NULL,Non_Wetland,Forest
903,Water,Cropland,Non_Water,Non_Wetland,Grassland
904,Water,Cropland,Non_Water,Non_Wetland,Wetland
905,Water,Cropland,Non_Water,Non_Wetland,Built-up
906,Water,Cropland,Non_Water,Non_Wetland,Forest
907,Water,Cropland,Water,Non_Wetland,Grassland
908,Water,Cropland,Water,Non_Wetland,Water
909,Water,Cropland,Water,Non_Wetland,Forest
910,Water,Wetland,NULL,Wetland,NULL
911,Water,Wetland,NULL,Wetland,Grassland
912,Water,Wetland,NULL,Wetland,Cropland
913,Water,Wetland,NULL,Wetland,Wetland
914,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
915,Water,Wetland,NULL,Wetland,Bareland
916,Water,Wetland,NULL,Wetland,Built-up
917,Water,Wetland,NULL,Wetland,Water
918,Water,Wetland,NULL,Wetland,Forest
919,Water,Wetland,Non_Water,Wetland,Grassland
920,Water,Wetland,Non_Water,Wetland,Cropland
921,Water,Wetland,Non_Water,Wetland,Wetland
922,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
923,Water,Wetland,Non_Water,Wetland,Bareland
924,Water,Wetland,Non_Water,Wetland,Built-up
925,Water,Wetland,Non_Water,Wetland,Water
926,Water,Wetland,Non_Water,Wetland,Forest
927,Water,Wetland,Water,Wetland,NULL
928,Water,Wetland,Water,Wetland,Grassland
929,Water,Wetland,Water,Wetland,Cropland
930,Water,Wetland,Water,Wetland,Wetland
931,Water,Wetland,Water,Wetland,Lichens_and_Mosses
932,Water,Wetland,Water,Wetland,Bareland
933,Water,Wetland,Water,Wetland,Built-up
934,Water,Wetland,Water,Wetland,Water
935,Water,Wetland,Water,Wetland,Forest
936,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
937,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
938,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
939,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
940,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
941,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
942,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
943,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
944,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
945,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
946,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
947,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
948,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
949,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
950,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
951,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
952,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
953,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
954,Water,Bareland,NULL,Non_Wetland,NULL
955,Water,Bareland,NULL,Non_Wetland,Grassland
956,Water,Bareland,NULL,Non_Wetland,Cropland
957,Water,Bareland,NULL,Non_Wetland,Wetland
958,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
959,Water,Bareland,NULL,Non_Wetland,Bareland
960,Water,Bareland,NULL,Non_Wetland,Built-up
961,Water,Bareland,NULL,Non_Wetland,Water
962,Water,Bareland,NULL,Non_Wetland,Forest
