Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXL_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXL_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXL_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXL_M_R,SIBERIA_2024_WorldCover_2021_42VXL_M_R
509,Forest,Bareland,Non_Water,Non_Wetland,Water
510,Forest,Bareland,Non_Water,Non_Wetland,Forest
511,Forest,Bareland,Water,Non_Wetland,Wetland
512,Forest,Bareland,Water,Non_Wetland,Bareland
513,Forest,Bareland,Water,Non_Wetland,Water
514,Forest,Bareland,Water,Non_Wetland,Forest
515,Forest,Built-up,NULL,Non_Wetland,Grassland
516,Forest,Built-up,NULL,Non_Wetland,Wetland
517,Forest,Built-up,NULL,Non_Wetland,Bareland
518,Forest,Built-up,NULL,Non_Wetland,Built-up
519,Forest,Built-up,NULL,Non_Wetland,Forest
520,Forest,Built-up,Non_Water,Non_Wetland,Forest
521,Forest,Built-up,Water,Non_Wetland,Grassland
522,Forest,Built-up,Water,Non_Wetland,Built-up
523,Forest,Built-up,Water,Non_Wetland,Forest
524,Forest,Water,NULL,Water,Grassland
525,Forest,Water,NULL,Water,Wetland
526,Forest,Water,NULL,Water,Water
527,Forest,Water,NULL,Water,Forest
528,Forest,Water,Non_Water,Water,Water
529,Forest,Water,Non_Water,Water,Forest
530,Forest,Water,Water,Water,Grassland
531,Forest,Water,Water,Water,Wetland
532,Forest,Water,Water,Water,Water
533,Forest,Water,Water,Water,Forest
534,Forest,Forest,NULL,Non_Wetland,NULL
535,Forest,Forest,NULL,Non_Wetland,Grassland
536,Forest,Forest,NULL,Non_Wetland,Wetland
537,Forest,Forest,NULL,Non_Wetland,Bareland
538,Forest,Forest,NULL,Non_Wetland,Built-up
539,Forest,Forest,NULL,Non_Wetland,Water
540,Forest,Forest,NULL,Non_Wetland,Forest
541,Forest,Forest,Non_Water,Non_Wetland,Grassland
542,Forest,Forest,Non_Water,Non_Wetland,Wetland
543,Forest,Forest,Non_Water,Non_Wetland,Water
544,Forest,Forest,Non_Water,Non_Wetland,Forest
545,Forest,Forest,Water,Non_Wetland,Grassland
546,Forest,Forest,Water,Non_Wetland,Wetland
547,Forest,Forest,Water,Non_Wetland,Bareland
548,Forest,Forest,Water,Non_Wetland,Water
549,Forest,Forest,Water,Non_Wetland,Forest
