Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWM_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,SIBERIA_2024_WorldCover_2021_42VWM_M_R
480,Bareland,Wetland,NULL,Wetland,Bareland
481,Bareland,Wetland,NULL,Wetland,Built-up
482,Bareland,Wetland,NULL,Wetland,Water
483,Bareland,Wetland,NULL,Wetland,Forest
484,Bareland,Wetland,Non_Water,Wetland,Grassland
485,Bareland,Wetland,Non_Water,Wetland,Bareland
486,Bareland,Wetland,Non_Water,Wetland,Forest
487,Bareland,Wetland,Water,Wetland,Grassland
488,Bareland,Wetland,Water,Wetland,Bareland
489,Bareland,Wetland,Water,Wetland,Water
490,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
491,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
492,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
493,Bareland,Bareland,NULL,Non_Wetland,NULL
494,Bareland,Bareland,NULL,Non_Wetland,Grassland
495,Bareland,Bareland,NULL,Non_Wetland,Cropland
496,Bareland,Bareland,NULL,Non_Wetland,Wetland
497,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
498,Bareland,Bareland,NULL,Non_Wetland,Bareland
499,Bareland,Bareland,NULL,Non_Wetland,Built-up
500,Bareland,Bareland,NULL,Non_Wetland,Water
501,Bareland,Bareland,NULL,Non_Wetland,Forest
502,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
503,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
504,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
505,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
506,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
507,Bareland,Bareland,Non_Water,Non_Wetland,Forest
508,Bareland,Bareland,Water,Non_Wetland,Grassland
509,Bareland,Bareland,Water,Non_Wetland,Bareland
510,Bareland,Bareland,Water,Non_Wetland,Built-up
511,Bareland,Bareland,Water,Non_Wetland,Water
512,Bareland,Built-up,NULL,Non_Wetland,Grassland
513,Bareland,Built-up,NULL,Non_Wetland,Bareland
514,Bareland,Built-up,NULL,Non_Wetland,Built-up
515,Bareland,Built-up,NULL,Non_Wetland,Water
516,Bareland,Built-up,NULL,Non_Wetland,Forest
517,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
518,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
519,Bareland,Built-up,Water,Non_Wetland,Grassland
520,Bareland,Built-up,Water,Non_Wetland,Bareland
521,Bareland,Built-up,Water,Non_Wetland,Built-up
522,Bareland,Built-up,Water,Non_Wetland,Water
523,Bareland,Built-up,Water,Non_Wetland,Forest
524,Bareland,Water,NULL,Water,Grassland
525,Bareland,Water,NULL,Water,Bareland
526,Bareland,Water,NULL,Water,Water
527,Bareland,Water,NULL,Water,Forest
528,Bareland,Water,Non_Water,Water,Bareland
529,Bareland,Water,Water,Water,Grassland
530,Bareland,Water,Water,Water,Bareland
531,Bareland,Water,Water,Water,Water
532,Bareland,Forest,NULL,Non_Wetland,NULL
533,Bareland,Forest,NULL,Non_Wetland,Grassland
534,Bareland,Forest,NULL,Non_Wetland,Cropland
535,Bareland,Forest,NULL,Non_Wetland,Wetland
536,Bareland,Forest,NULL,Non_Wetland,Bareland
537,Bareland,Forest,NULL,Non_Wetland,Built-up
538,Bareland,Forest,NULL,Non_Wetland,Forest
539,Bareland,Forest,Non_Water,Non_Wetland,Grassland
540,Bareland,Forest,Non_Water,Non_Wetland,Bareland
541,Bareland,Forest,Water,Non_Wetland,Bareland
542,Bareland,Forest,Water,Non_Wetland,Water
543,Built-up,NULL,NULL,Non_Wetland,Grassland
544,Built-up,NULL,NULL,Non_Wetland,Cropland
545,Built-up,NULL,NULL,Non_Wetland,Wetland
546,Built-up,NULL,NULL,Non_Wetland,Bareland
547,Built-up,NULL,NULL,Non_Wetland,Built-up
548,Built-up,NULL,NULL,Non_Wetland,Forest
549,Built-up,NULL,Non_Water,Non_Wetland,Grassland
550,Built-up,NULL,Non_Water,Non_Wetland,Built-up
551,Built-up,NULL,Non_Water,Non_Wetland,Forest
552,Built-up,NULL,Water,Non_Wetland,Grassland
553,Built-up,Shrubland,NULL,Non_Wetland,Grassland
554,Built-up,Shrubland,NULL,Non_Wetland,Cropland
555,Built-up,Shrubland,NULL,Non_Wetland,Wetland
556,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
557,Built-up,Shrubland,NULL,Non_Wetland,Bareland
558,Built-up,Shrubland,NULL,Non_Wetland,Built-up
559,Built-up,Shrubland,NULL,Non_Wetland,Water
560,Built-up,Shrubland,NULL,Non_Wetland,Forest
561,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
562,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
563,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
564,Built-up,Shrubland,Water,Non_Wetland,Grassland
565,Built-up,Shrubland,Water,Non_Wetland,Wetland
566,Built-up,Grassland,NULL,Non_Wetland,Grassland
567,Built-up,Grassland,NULL,Non_Wetland,Cropland
568,Built-up,Grassland,NULL,Non_Wetland,Wetland
569,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
570,Built-up,Grassland,NULL,Non_Wetland,Bareland
571,Built-up,Grassland,NULL,Non_Wetland,Built-up
572,Built-up,Grassland,NULL,Non_Wetland,Water
573,Built-up,Grassland,NULL,Non_Wetland,Forest
574,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
575,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
576,Built-up,Grassland,Water,Non_Wetland,Grassland
577,Built-up,Grassland,Water,Non_Wetland,Bareland
578,Built-up,Cropland,NULL,Non_Wetland,NULL
579,Built-up,Cropland,NULL,Non_Wetland,Grassland
580,Built-up,Cropland,NULL,Non_Wetland,Cropland
581,Built-up,Cropland,NULL,Non_Wetland,Wetland
582,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
583,Built-up,Cropland,NULL,Non_Wetland,Bareland
584,Built-up,Cropland,NULL,Non_Wetland,Built-up
585,Built-up,Cropland,NULL,Non_Wetland,Water
586,Built-up,Cropland,NULL,Non_Wetland,Forest
587,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
588,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
589,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
590,Built-up,Cropland,Non_Water,Non_Wetland,Forest
591,Built-up,Cropland,Water,Non_Wetland,Grassland
592,Built-up,Cropland,Water,Non_Wetland,Wetland
593,Built-up,Cropland,Water,Non_Wetland,Bareland
594,Built-up,Cropland,Water,Non_Wetland,Water
595,Built-up,Cropland,Water,Non_Wetland,Forest
596,Built-up,Wetland,NULL,Wetland,NULL
597,Built-up,Wetland,NULL,Wetland,Grassland
598,Built-up,Wetland,NULL,Wetland,Cropland
599,Built-up,Wetland,NULL,Wetland,Wetland
600,Built-up,Wetland,NULL,Wetland,Bareland
601,Built-up,Wetland,NULL,Wetland,Built-up
602,Built-up,Wetland,NULL,Wetland,Water
603,Built-up,Wetland,NULL,Wetland,Forest
604,Built-up,Wetland,Non_Water,Wetland,Grassland
605,Built-up,Wetland,Non_Water,Wetland,Wetland
606,Built-up,Wetland,Non_Water,Wetland,Bareland
607,Built-up,Wetland,Non_Water,Wetland,Built-up
608,Built-up,Wetland,Non_Water,Wetland,Forest
609,Built-up,Wetland,Water,Wetland,Grassland
610,Built-up,Wetland,Water,Wetland,Bareland
611,Built-up,Wetland,Water,Wetland,Built-up
612,Built-up,Wetland,Water,Wetland,Water
613,Built-up,Wetland,Water,Wetland,Forest
614,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
615,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
616,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
617,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
618,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
619,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
620,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
621,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
622,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
623,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
624,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
625,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
626,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
627,Built-up,Bareland,NULL,Non_Wetland,NULL
628,Built-up,Bareland,NULL,Non_Wetland,Grassland
629,Built-up,Bareland,NULL,Non_Wetland,Cropland
630,Built-up,Bareland,NULL,Non_Wetland,Wetland
631,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
632,Built-up,Bareland,NULL,Non_Wetland,Bareland
633,Built-up,Bareland,NULL,Non_Wetland,Built-up
634,Built-up,Bareland,NULL,Non_Wetland,Water
635,Built-up,Bareland,NULL,Non_Wetland,Forest
636,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
637,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
638,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
639,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
640,Built-up,Bareland,Non_Water,Non_Wetland,Water
641,Built-up,Bareland,Non_Water,Non_Wetland,Forest
642,Built-up,Bareland,Water,Non_Wetland,Grassland
643,Built-up,Bareland,Water,Non_Wetland,Bareland
644,Built-up,Bareland,Water,Non_Wetland,Built-up
645,Built-up,Bareland,Water,Non_Wetland,Water
646,Built-up,Bareland,Water,Non_Wetland,Forest
647,Built-up,Built-up,NULL,Non_Wetland,Grassland
648,Built-up,Built-up,NULL,Non_Wetland,Cropland
649,Built-up,Built-up,NULL,Non_Wetland,Wetland
650,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
651,Built-up,Built-up,NULL,Non_Wetland,Bareland
652,Built-up,Built-up,NULL,Non_Wetland,Built-up
653,Built-up,Built-up,NULL,Non_Wetland,Water
654,Built-up,Built-up,NULL,Non_Wetland,Forest
655,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
656,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
657,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
658,Built-up,Built-up,Non_Water,Non_Wetland,Water
659,Built-up,Built-up,Non_Water,Non_Wetland,Forest
660,Built-up,Built-up,Water,Non_Wetland,Grassland
661,Built-up,Built-up,Water,Non_Wetland,Bareland
662,Built-up,Built-up,Water,Non_Wetland,Built-up
663,Built-up,Built-up,Water,Non_Wetland,Water
664,Built-up,Built-up,Water,Non_Wetland,Forest
665,Built-up,Water,NULL,Water,Grassland
666,Built-up,Water,NULL,Water,Wetland
667,Built-up,Water,NULL,Water,Bareland
668,Built-up,Water,NULL,Water,Built-up
669,Built-up,Water,NULL,Water,Water
670,Built-up,Water,NULL,Water,Forest
671,Built-up,Water,Non_Water,Water,Bareland
672,Built-up,Water,Water,Water,Grassland
673,Built-up,Water,Water,Water,Wetland
674,Built-up,Water,Water,Water,Bareland
675,Built-up,Water,Water,Water,Built-up
676,Built-up,Water,Water,Water,Water
677,Built-up,Water,Water,Water,Forest
678,Built-up,Forest,NULL,Non_Wetland,NULL
679,Built-up,Forest,NULL,Non_Wetland,Grassland
680,Built-up,Forest,NULL,Non_Wetland,Cropland
681,Built-up,Forest,NULL,Non_Wetland,Wetland
682,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
683,Built-up,Forest,NULL,Non_Wetland,Bareland
684,Built-up,Forest,NULL,Non_Wetland,Built-up
685,Built-up,Forest,NULL,Non_Wetland,Forest
686,Built-up,Forest,Non_Water,Non_Wetland,Grassland
687,Built-up,Forest,Non_Water,Non_Wetland,Forest
688,Built-up,Forest,Water,Non_Wetland,Grassland
689,Built-up,Forest,Water,Non_Wetland,Wetland
690,Built-up,Forest,Water,Non_Wetland,Forest
691,Water,NULL,NULL,Non_Wetland,Grassland
692,Water,NULL,NULL,Non_Wetland,Wetland
693,Water,NULL,NULL,Non_Wetland,Bareland
694,Water,NULL,NULL,Non_Wetland,Water
695,Water,NULL,NULL,Non_Wetland,Forest
696,Water,NULL,Non_Water,Non_Wetland,Grassland
697,Water,NULL,Non_Water,Non_Wetland,Wetland
698,Water,NULL,Non_Water,Non_Wetland,Water
699,Water,NULL,Non_Water,Non_Wetland,Forest
700,Water,NULL,Water,Non_Wetland,Grassland
701,Water,NULL,Water,Non_Wetland,Wetland
702,Water,NULL,Water,Non_Wetland,Bareland
703,Water,NULL,Water,Non_Wetland,Water
704,Water,NULL,Water,Non_Wetland,Forest
705,Water,Shrubland,NULL,Non_Wetland,Grassland
706,Water,Shrubland,NULL,Non_Wetland,Wetland
707,Water,Shrubland,NULL,Non_Wetland,Bareland
708,Water,Shrubland,NULL,Non_Wetland,Water
709,Water,Shrubland,NULL,Non_Wetland,Forest
710,Water,Shrubland,Non_Water,Non_Wetland,Grassland
711,Water,Shrubland,Non_Water,Non_Wetland,Wetland
712,Water,Shrubland,Non_Water,Non_Wetland,Bareland
713,Water,Shrubland,Non_Water,Non_Wetland,Water
714,Water,Shrubland,Non_Water,Non_Wetland,Forest
715,Water,Shrubland,Water,Non_Wetland,Grassland
716,Water,Shrubland,Water,Non_Wetland,Wetland
717,Water,Shrubland,Water,Non_Wetland,Bareland
718,Water,Shrubland,Water,Non_Wetland,Water
719,Water,Shrubland,Water,Non_Wetland,Forest
720,Water,Grassland,NULL,Non_Wetland,Grassland
721,Water,Grassland,NULL,Non_Wetland,Wetland
722,Water,Grassland,NULL,Non_Wetland,Bareland
723,Water,Grassland,NULL,Non_Wetland,Water
724,Water,Grassland,NULL,Non_Wetland,Forest
725,Water,Grassland,Non_Water,Non_Wetland,Grassland
726,Water,Grassland,Non_Water,Non_Wetland,Cropland
727,Water,Grassland,Non_Water,Non_Wetland,Wetland
728,Water,Grassland,Non_Water,Non_Wetland,Bareland
729,Water,Grassland,Non_Water,Non_Wetland,Water
730,Water,Grassland,Non_Water,Non_Wetland,Forest
731,Water,Grassland,Water,Non_Wetland,Grassland
732,Water,Grassland,Water,Non_Wetland,Wetland
733,Water,Grassland,Water,Non_Wetland,Bareland
734,Water,Grassland,Water,Non_Wetland,Water
735,Water,Grassland,Water,Non_Wetland,Forest
736,Water,Cropland,NULL,Non_Wetland,Grassland
737,Water,Cropland,NULL,Non_Wetland,Wetland
738,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
739,Water,Cropland,NULL,Non_Wetland,Bareland
740,Water,Cropland,NULL,Non_Wetland,Built-up
741,Water,Cropland,NULL,Non_Wetland,Water
742,Water,Cropland,NULL,Non_Wetland,Forest
743,Water,Cropland,Non_Water,Non_Wetland,Grassland
744,Water,Cropland,Non_Water,Non_Wetland,Cropland
745,Water,Cropland,Non_Water,Non_Wetland,Wetland
746,Water,Cropland,Non_Water,Non_Wetland,Bareland
747,Water,Cropland,Non_Water,Non_Wetland,Water
748,Water,Cropland,Non_Water,Non_Wetland,Forest
749,Water,Cropland,Water,Non_Wetland,Grassland
750,Water,Cropland,Water,Non_Wetland,Wetland
751,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
752,Water,Cropland,Water,Non_Wetland,Bareland
753,Water,Cropland,Water,Non_Wetland,Water
754,Water,Cropland,Water,Non_Wetland,Forest
755,Water,Wetland,NULL,Wetland,NULL
756,Water,Wetland,NULL,Wetland,Grassland
757,Water,Wetland,NULL,Wetland,Cropland
758,Water,Wetland,NULL,Wetland,Wetland
759,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
760,Water,Wetland,NULL,Wetland,Bareland
761,Water,Wetland,NULL,Wetland,Built-up
762,Water,Wetland,NULL,Wetland,Water
763,Water,Wetland,NULL,Wetland,Forest
764,Water,Wetland,Non_Water,Wetland,NULL
765,Water,Wetland,Non_Water,Wetland,Grassland
766,Water,Wetland,Non_Water,Wetland,Cropland
767,Water,Wetland,Non_Water,Wetland,Wetland
768,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
769,Water,Wetland,Non_Water,Wetland,Bareland
770,Water,Wetland,Non_Water,Wetland,Built-up
771,Water,Wetland,Non_Water,Wetland,Water
772,Water,Wetland,Non_Water,Wetland,Forest
773,Water,Wetland,Water,Wetland,NULL
774,Water,Wetland,Water,Wetland,Grassland
775,Water,Wetland,Water,Wetland,Cropland
776,Water,Wetland,Water,Wetland,Wetland
777,Water,Wetland,Water,Wetland,Lichens_and_Mosses
778,Water,Wetland,Water,Wetland,Bareland
779,Water,Wetland,Water,Wetland,Built-up
780,Water,Wetland,Water,Wetland,Water
781,Water,Wetland,Water,Wetland,Forest
782,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
783,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
784,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
785,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
786,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
787,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
788,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
789,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
790,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
791,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
792,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
793,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
794,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
795,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
796,Water,Bareland,NULL,Non_Wetland,NULL
797,Water,Bareland,NULL,Non_Wetland,Grassland
798,Water,Bareland,NULL,Non_Wetland,Wetland
799,Water,Bareland,NULL,Non_Wetland,Bareland
800,Water,Bareland,NULL,Non_Wetland,Built-up
801,Water,Bareland,NULL,Non_Wetland,Water
802,Water,Bareland,NULL,Non_Wetland,Forest
803,Water,Bareland,Non_Water,Non_Wetland,Grassland
804,Water,Bareland,Non_Water,Non_Wetland,Wetland
805,Water,Bareland,Non_Water,Non_Wetland,Bareland
806,Water,Bareland,Non_Water,Non_Wetland,Built-up
807,Water,Bareland,Non_Water,Non_Wetland,Water
808,Water,Bareland,Non_Water,Non_Wetland,Forest
809,Water,Bareland,Water,Non_Wetland,Grassland
810,Water,Bareland,Water,Non_Wetland,Wetland
811,Water,Bareland,Water,Non_Wetland,Bareland
812,Water,Bareland,Water,Non_Wetland,Built-up
813,Water,Bareland,Water,Non_Wetland,Water
814,Water,Bareland,Water,Non_Wetland,Forest
815,Water,Built-up,NULL,Non_Wetland,Grassland
816,Water,Built-up,NULL,Non_Wetland,Wetland
817,Water,Built-up,NULL,Non_Wetland,Bareland
818,Water,Built-up,NULL,Non_Wetland,Built-up
819,Water,Built-up,NULL,Non_Wetland,Water
820,Water,Built-up,NULL,Non_Wetland,Forest
821,Water,Built-up,Non_Water,Non_Wetland,Grassland
822,Water,Built-up,Non_Water,Non_Wetland,Wetland
823,Water,Built-up,Non_Water,Non_Wetland,Bareland
824,Water,Built-up,Non_Water,Non_Wetland,Built-up
825,Water,Built-up,Non_Water,Non_Wetland,Water
826,Water,Built-up,Non_Water,Non_Wetland,Forest
827,Water,Built-up,Water,Non_Wetland,Grassland
828,Water,Built-up,Water,Non_Wetland,Wetland
829,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
830,Water,Built-up,Water,Non_Wetland,Bareland
831,Water,Built-up,Water,Non_Wetland,Built-up
832,Water,Built-up,Water,Non_Wetland,Water
833,Water,Built-up,Water,Non_Wetland,Forest
834,Water,Water,NULL,Water,NULL
835,Water,Water,NULL,Water,Grassland
836,Water,Water,NULL,Water,Wetland
837,Water,Water,NULL,Water,Bareland
838,Water,Water,NULL,Water,Water
839,Water,Water,NULL,Water,Forest
840,Water,Water,Non_Water,Water,NULL
841,Water,Water,Non_Water,Water,Grassland
842,Water,Water,Non_Water,Water,Cropland
843,Water,Water,Non_Water,Water,Wetland
844,Water,Water,Non_Water,Water,Bareland
845,Water,Water,Non_Water,Water,Water
846,Water,Water,Non_Water,Water,Forest
847,Water,Water,Water,Water,NULL
848,Water,Water,Water,Water,Grassland
849,Water,Water,Water,Water,Cropland
850,Water,Water,Water,Water,Wetland
851,Water,Water,Water,Water,Lichens_and_Mosses
852,Water,Water,Water,Water,Bareland
853,Water,Water,Water,Water,Built-up
854,Water,Water,Water,Water,Water
855,Water,Water,Water,Water,Forest
856,Water,Forest,NULL,Non_Wetland,NULL
857,Water,Forest,NULL,Non_Wetland,Grassland
858,Water,Forest,NULL,Non_Wetland,Cropland
859,Water,Forest,NULL,Non_Wetland,Wetland
860,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
861,Water,Forest,NULL,Non_Wetland,Bareland
862,Water,Forest,NULL,Non_Wetland,Built-up
863,Water,Forest,NULL,Non_Wetland,Water
864,Water,Forest,NULL,Non_Wetland,Forest
865,Water,Forest,Non_Water,Non_Wetland,NULL
866,Water,Forest,Non_Water,Non_Wetland,Grassland
867,Water,Forest,Non_Water,Non_Wetland,Cropland
868,Water,Forest,Non_Water,Non_Wetland,Wetland
869,Water,Forest,Non_Water,Non_Wetland,Bareland
870,Water,Forest,Non_Water,Non_Wetland,Built-up
871,Water,Forest,Non_Water,Non_Wetland,Water
872,Water,Forest,Non_Water,Non_Wetland,Forest
873,Water,Forest,Water,Non_Wetland,NULL
874,Water,Forest,Water,Non_Wetland,Grassland
875,Water,Forest,Water,Non_Wetland,Cropland
876,Water,Forest,Water,Non_Wetland,Wetland
877,Water,Forest,Water,Non_Wetland,Bareland
878,Water,Forest,Water,Non_Wetland,Water
879,Water,Forest,Water,Non_Wetland,Forest
880,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
881,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
882,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
883,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
884,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
885,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
886,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
887,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
888,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL
889,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
890,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
891,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
892,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
893,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
894,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
895,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
896,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland
897,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
898,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland
899,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
900,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
901,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
902,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
903,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
904,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
905,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
906,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
907,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
908,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
909,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
910,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
911,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
912,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
913,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
914,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
915,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
916,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
917,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
918,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
919,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
920,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
921,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
922,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
923,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
924,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
925,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
926,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
927,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
928,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
929,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
930,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
931,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
932,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
933,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
934,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
935,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
936,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
937,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
938,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
939,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
940,Permanent_ice_and_snow,Water,NULL,Water,NULL
941,Permanent_ice_and_snow,Water,NULL,Water,Grassland
942,Permanent_ice_and_snow,Water,NULL,Water,Wetland
943,Permanent_ice_and_snow,Water,NULL,Water,Bareland
944,Permanent_ice_and_snow,Water,NULL,Water,Water
945,Permanent_ice_and_snow,Water,NULL,Water,Forest
946,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
947,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
948,Permanent_ice_and_snow,Water,Water,Water,NULL
949,Permanent_ice_and_snow,Water,Water,Water,Grassland
950,Permanent_ice_and_snow,Water,Water,Water,Wetland
951,Permanent_ice_and_snow,Water,Water,Water,Bareland
952,Permanent_ice_and_snow,Water,Water,Water,Forest
953,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
954,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
955,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
956,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
957,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
958,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
959,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
960,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
