Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,SIBERIA_2024_WorldCover_2021_41VNG_M_R
486,Bareland,Wetland,Water,Wetland,Water
487,Bareland,Wetland,Water,Wetland,Forest
488,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
489,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
490,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
491,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
492,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
493,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
494,Bareland,Bareland,NULL,Non_Wetland,Grassland
495,Bareland,Bareland,NULL,Non_Wetland,Cropland
496,Bareland,Bareland,NULL,Non_Wetland,Wetland
497,Bareland,Bareland,NULL,Non_Wetland,Bareland
498,Bareland,Bareland,NULL,Non_Wetland,Built-up
499,Bareland,Bareland,NULL,Non_Wetland,Water
500,Bareland,Bareland,NULL,Non_Wetland,Forest
501,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
502,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
503,Bareland,Bareland,Water,Non_Wetland,Grassland
504,Bareland,Bareland,Water,Non_Wetland,Bareland
505,Bareland,Bareland,Water,Non_Wetland,Water
506,Bareland,Built-up,NULL,Non_Wetland,Grassland
507,Bareland,Built-up,NULL,Non_Wetland,Bareland
508,Bareland,Built-up,NULL,Non_Wetland,Built-up
509,Bareland,Built-up,NULL,Non_Wetland,Water
510,Bareland,Built-up,NULL,Non_Wetland,Forest
511,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
512,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
513,Bareland,Built-up,Water,Non_Wetland,Grassland
514,Bareland,Built-up,Water,Non_Wetland,Bareland
515,Bareland,Built-up,Water,Non_Wetland,Built-up
516,Bareland,Built-up,Water,Non_Wetland,Water
517,Bareland,Water,NULL,Water,Grassland
518,Bareland,Water,NULL,Water,Wetland
519,Bareland,Water,NULL,Water,Bareland
520,Bareland,Water,Non_Water,Water,Forest
521,Bareland,Water,Water,Water,Wetland
522,Bareland,Water,Water,Water,Bareland
523,Bareland,Water,Water,Water,Water
524,Bareland,Water,Water,Water,Forest
525,Bareland,Forest,NULL,Non_Wetland,Grassland
526,Bareland,Forest,NULL,Non_Wetland,Bareland
527,Bareland,Forest,NULL,Non_Wetland,Forest
528,Bareland,Forest,Non_Water,Non_Wetland,Grassland
529,Bareland,Forest,Non_Water,Non_Wetland,Cropland
530,Bareland,Forest,Water,Non_Wetland,Grassland
531,Built-up,NULL,NULL,Non_Wetland,Grassland
532,Built-up,NULL,NULL,Non_Wetland,Cropland
533,Built-up,NULL,NULL,Non_Wetland,Bareland
534,Built-up,NULL,NULL,Non_Wetland,Built-up
535,Built-up,NULL,NULL,Non_Wetland,Water
536,Built-up,NULL,NULL,Non_Wetland,Forest
537,Built-up,NULL,Water,Non_Wetland,Forest
538,Built-up,Shrubland,NULL,Non_Wetland,Grassland
539,Built-up,Shrubland,NULL,Non_Wetland,Cropland
540,Built-up,Shrubland,NULL,Non_Wetland,Wetland
541,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
542,Built-up,Shrubland,NULL,Non_Wetland,Bareland
543,Built-up,Shrubland,NULL,Non_Wetland,Built-up
544,Built-up,Shrubland,NULL,Non_Wetland,Water
545,Built-up,Shrubland,NULL,Non_Wetland,Forest
546,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
547,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
548,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
549,Built-up,Shrubland,Water,Non_Wetland,Grassland
550,Built-up,Shrubland,Water,Non_Wetland,Built-up
551,Built-up,Shrubland,Water,Non_Wetland,Forest
552,Built-up,Grassland,NULL,Non_Wetland,Grassland
553,Built-up,Grassland,NULL,Non_Wetland,Cropland
554,Built-up,Grassland,NULL,Non_Wetland,Bareland
555,Built-up,Grassland,NULL,Non_Wetland,Built-up
556,Built-up,Grassland,NULL,Non_Wetland,Forest
557,Built-up,Cropland,NULL,Non_Wetland,Grassland
558,Built-up,Cropland,NULL,Non_Wetland,Cropland
559,Built-up,Cropland,NULL,Non_Wetland,Wetland
560,Built-up,Cropland,NULL,Non_Wetland,Bareland
561,Built-up,Cropland,NULL,Non_Wetland,Built-up
562,Built-up,Cropland,NULL,Non_Wetland,Forest
563,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
564,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
565,Built-up,Cropland,Non_Water,Non_Wetland,Forest
566,Built-up,Cropland,Water,Non_Wetland,Grassland
567,Built-up,Cropland,Water,Non_Wetland,Forest
568,Built-up,Wetland,NULL,Wetland,Grassland
569,Built-up,Wetland,NULL,Wetland,Cropland
570,Built-up,Wetland,NULL,Wetland,Wetland
571,Built-up,Wetland,NULL,Wetland,Bareland
572,Built-up,Wetland,NULL,Wetland,Built-up
573,Built-up,Wetland,NULL,Wetland,Water
574,Built-up,Wetland,NULL,Wetland,Forest
575,Built-up,Wetland,Non_Water,Wetland,Grassland
576,Built-up,Wetland,Non_Water,Wetland,Bareland
577,Built-up,Wetland,Non_Water,Wetland,Water
578,Built-up,Wetland,Non_Water,Wetland,Forest
579,Built-up,Wetland,Water,Wetland,Grassland
580,Built-up,Wetland,Water,Wetland,Bareland
581,Built-up,Wetland,Water,Wetland,Built-up
582,Built-up,Wetland,Water,Wetland,Water
583,Built-up,Wetland,Water,Wetland,Forest
584,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
585,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
586,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
587,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
588,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
589,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
590,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
591,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
592,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
593,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
594,Built-up,Bareland,NULL,Non_Wetland,Grassland
595,Built-up,Bareland,NULL,Non_Wetland,Cropland
596,Built-up,Bareland,NULL,Non_Wetland,Wetland
597,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
598,Built-up,Bareland,NULL,Non_Wetland,Bareland
599,Built-up,Bareland,NULL,Non_Wetland,Built-up
600,Built-up,Bareland,NULL,Non_Wetland,Water
601,Built-up,Bareland,NULL,Non_Wetland,Forest
602,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
603,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
604,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
605,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
606,Built-up,Bareland,Non_Water,Non_Wetland,Forest
607,Built-up,Bareland,Water,Non_Wetland,Grassland
608,Built-up,Bareland,Water,Non_Wetland,Built-up
609,Built-up,Bareland,Water,Non_Wetland,Water
610,Built-up,Bareland,Water,Non_Wetland,Forest
611,Built-up,Built-up,NULL,Non_Wetland,Grassland
612,Built-up,Built-up,NULL,Non_Wetland,Cropland
613,Built-up,Built-up,NULL,Non_Wetland,Wetland
614,Built-up,Built-up,NULL,Non_Wetland,Bareland
615,Built-up,Built-up,NULL,Non_Wetland,Built-up
616,Built-up,Built-up,NULL,Non_Wetland,Water
617,Built-up,Built-up,NULL,Non_Wetland,Forest
618,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
619,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
620,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
621,Built-up,Built-up,Non_Water,Non_Wetland,Water
622,Built-up,Built-up,Non_Water,Non_Wetland,Forest
623,Built-up,Built-up,Water,Non_Wetland,Grassland
624,Built-up,Built-up,Water,Non_Wetland,Bareland
625,Built-up,Built-up,Water,Non_Wetland,Built-up
626,Built-up,Built-up,Water,Non_Wetland,Water
627,Built-up,Built-up,Water,Non_Wetland,Forest
628,Built-up,Water,NULL,Water,Grassland
629,Built-up,Water,NULL,Water,Wetland
630,Built-up,Water,NULL,Water,Bareland
631,Built-up,Water,NULL,Water,Water
632,Built-up,Water,NULL,Water,Forest
633,Built-up,Water,Non_Water,Water,Grassland
634,Built-up,Water,Non_Water,Water,Forest
635,Built-up,Water,Water,Water,Water
636,Built-up,Water,Water,Water,Forest
637,Built-up,Forest,NULL,Non_Wetland,Grassland
638,Built-up,Forest,NULL,Non_Wetland,Cropland
639,Built-up,Forest,NULL,Non_Wetland,Wetland
640,Built-up,Forest,NULL,Non_Wetland,Bareland
641,Built-up,Forest,NULL,Non_Wetland,Built-up
642,Built-up,Forest,NULL,Non_Wetland,Water
643,Built-up,Forest,NULL,Non_Wetland,Forest
644,Built-up,Forest,Non_Water,Non_Wetland,Grassland
645,Built-up,Forest,Non_Water,Non_Wetland,Cropland
646,Built-up,Forest,Non_Water,Non_Wetland,Water
647,Built-up,Forest,Non_Water,Non_Wetland,Forest
648,Built-up,Forest,Water,Non_Wetland,Grassland
649,Built-up,Forest,Water,Non_Wetland,Water
650,Built-up,Forest,Water,Non_Wetland,Forest
651,Water,NULL,NULL,Non_Wetland,NULL
652,Water,NULL,NULL,Non_Wetland,Grassland
653,Water,NULL,NULL,Non_Wetland,Cropland
654,Water,NULL,NULL,Non_Wetland,Wetland
655,Water,NULL,NULL,Non_Wetland,Water
656,Water,NULL,NULL,Non_Wetland,Forest
657,Water,NULL,Non_Water,Non_Wetland,Grassland
658,Water,NULL,Non_Water,Non_Wetland,Cropland
659,Water,NULL,Non_Water,Non_Wetland,Wetland
660,Water,NULL,Non_Water,Non_Wetland,Water
661,Water,NULL,Non_Water,Non_Wetland,Forest
662,Water,NULL,Water,Non_Wetland,Grassland
663,Water,NULL,Water,Non_Wetland,Cropland
664,Water,NULL,Water,Non_Wetland,Wetland
665,Water,NULL,Water,Non_Wetland,Water
666,Water,NULL,Water,Non_Wetland,Forest
667,Water,Shrubland,NULL,Non_Wetland,Grassland
668,Water,Shrubland,NULL,Non_Wetland,Wetland
669,Water,Shrubland,NULL,Non_Wetland,Water
670,Water,Shrubland,NULL,Non_Wetland,Forest
671,Water,Shrubland,Non_Water,Non_Wetland,Grassland
672,Water,Shrubland,Non_Water,Non_Wetland,Cropland
673,Water,Shrubland,Non_Water,Non_Wetland,Wetland
674,Water,Shrubland,Non_Water,Non_Wetland,Water
675,Water,Shrubland,Non_Water,Non_Wetland,Forest
676,Water,Shrubland,Water,Non_Wetland,Grassland
677,Water,Shrubland,Water,Non_Wetland,Cropland
678,Water,Shrubland,Water,Non_Wetland,Wetland
679,Water,Shrubland,Water,Non_Wetland,Water
680,Water,Shrubland,Water,Non_Wetland,Forest
681,Water,Grassland,Non_Water,Non_Wetland,Grassland
682,Water,Grassland,Non_Water,Non_Wetland,Water
683,Water,Cropland,NULL,Non_Wetland,Grassland
684,Water,Cropland,NULL,Non_Wetland,Wetland
685,Water,Cropland,NULL,Non_Wetland,Bareland
686,Water,Cropland,NULL,Non_Wetland,Water
687,Water,Cropland,NULL,Non_Wetland,Forest
688,Water,Cropland,Non_Water,Non_Wetland,Grassland
689,Water,Cropland,Non_Water,Non_Wetland,Wetland
690,Water,Cropland,Non_Water,Non_Wetland,Water
691,Water,Cropland,Non_Water,Non_Wetland,Forest
692,Water,Cropland,Water,Non_Wetland,Grassland
693,Water,Cropland,Water,Non_Wetland,Cropland
694,Water,Cropland,Water,Non_Wetland,Wetland
695,Water,Cropland,Water,Non_Wetland,Water
696,Water,Cropland,Water,Non_Wetland,Forest
697,Water,Wetland,NULL,Wetland,NULL
698,Water,Wetland,NULL,Wetland,Grassland
699,Water,Wetland,NULL,Wetland,Wetland
700,Water,Wetland,NULL,Wetland,Bareland
701,Water,Wetland,NULL,Wetland,Built-up
702,Water,Wetland,NULL,Wetland,Water
703,Water,Wetland,NULL,Wetland,Forest
704,Water,Wetland,Non_Water,Wetland,NULL
705,Water,Wetland,Non_Water,Wetland,Grassland
706,Water,Wetland,Non_Water,Wetland,Cropland
707,Water,Wetland,Non_Water,Wetland,Wetland
708,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
709,Water,Wetland,Non_Water,Wetland,Bareland
710,Water,Wetland,Non_Water,Wetland,Water
711,Water,Wetland,Non_Water,Wetland,Forest
712,Water,Wetland,Water,Wetland,NULL
713,Water,Wetland,Water,Wetland,Grassland
714,Water,Wetland,Water,Wetland,Cropland
715,Water,Wetland,Water,Wetland,Wetland
716,Water,Wetland,Water,Wetland,Bareland
717,Water,Wetland,Water,Wetland,Built-up
718,Water,Wetland,Water,Wetland,Water
719,Water,Wetland,Water,Wetland,Forest
720,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
721,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
722,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
723,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
724,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
725,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
726,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
727,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
728,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
729,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
730,Water,Bareland,NULL,Non_Wetland,NULL
731,Water,Bareland,NULL,Non_Wetland,Grassland
732,Water,Bareland,NULL,Non_Wetland,Wetland
733,Water,Bareland,NULL,Non_Wetland,Bareland
734,Water,Bareland,NULL,Non_Wetland,Built-up
735,Water,Bareland,NULL,Non_Wetland,Water
736,Water,Bareland,NULL,Non_Wetland,Forest
737,Water,Bareland,Non_Water,Non_Wetland,Grassland
738,Water,Bareland,Non_Water,Non_Wetland,Cropland
739,Water,Bareland,Non_Water,Non_Wetland,Wetland
740,Water,Bareland,Non_Water,Non_Wetland,Bareland
741,Water,Bareland,Non_Water,Non_Wetland,Water
742,Water,Bareland,Non_Water,Non_Wetland,Forest
743,Water,Bareland,Water,Non_Wetland,Grassland
744,Water,Bareland,Water,Non_Wetland,Wetland
745,Water,Bareland,Water,Non_Wetland,Bareland
746,Water,Bareland,Water,Non_Wetland,Built-up
747,Water,Bareland,Water,Non_Wetland,Water
748,Water,Bareland,Water,Non_Wetland,Forest
749,Water,Built-up,NULL,Non_Wetland,Grassland
750,Water,Built-up,NULL,Non_Wetland,Wetland
751,Water,Built-up,NULL,Non_Wetland,Bareland
752,Water,Built-up,NULL,Non_Wetland,Built-up
753,Water,Built-up,NULL,Non_Wetland,Water
754,Water,Built-up,NULL,Non_Wetland,Forest
755,Water,Built-up,Non_Water,Non_Wetland,Grassland
756,Water,Built-up,Non_Water,Non_Wetland,Bareland
757,Water,Built-up,Non_Water,Non_Wetland,Built-up
758,Water,Built-up,Non_Water,Non_Wetland,Water
759,Water,Built-up,Non_Water,Non_Wetland,Forest
760,Water,Built-up,Water,Non_Wetland,Grassland
761,Water,Built-up,Water,Non_Wetland,Cropland
762,Water,Built-up,Water,Non_Wetland,Wetland
763,Water,Built-up,Water,Non_Wetland,Bareland
764,Water,Built-up,Water,Non_Wetland,Built-up
765,Water,Built-up,Water,Non_Wetland,Water
766,Water,Built-up,Water,Non_Wetland,Forest
767,Water,Water,NULL,Water,NULL
768,Water,Water,NULL,Water,Grassland
769,Water,Water,NULL,Water,Wetland
770,Water,Water,NULL,Water,Bareland
771,Water,Water,NULL,Water,Built-up
772,Water,Water,NULL,Water,Water
773,Water,Water,NULL,Water,Forest
774,Water,Water,Non_Water,Water,Grassland
775,Water,Water,Non_Water,Water,Cropland
776,Water,Water,Non_Water,Water,Wetland
777,Water,Water,Non_Water,Water,Water
778,Water,Water,Non_Water,Water,Forest
779,Water,Water,Water,Water,NULL
780,Water,Water,Water,Water,Grassland
781,Water,Water,Water,Water,Cropland
782,Water,Water,Water,Water,Wetland
783,Water,Water,Water,Water,Bareland
784,Water,Water,Water,Water,Built-up
785,Water,Water,Water,Water,Water
786,Water,Water,Water,Water,Forest
787,Water,Forest,NULL,Non_Wetland,NULL
788,Water,Forest,NULL,Non_Wetland,Grassland
789,Water,Forest,NULL,Non_Wetland,Cropland
790,Water,Forest,NULL,Non_Wetland,Wetland
791,Water,Forest,NULL,Non_Wetland,Bareland
792,Water,Forest,NULL,Non_Wetland,Built-up
793,Water,Forest,NULL,Non_Wetland,Water
794,Water,Forest,NULL,Non_Wetland,Forest
795,Water,Forest,Non_Water,Non_Wetland,NULL
796,Water,Forest,Non_Water,Non_Wetland,Grassland
797,Water,Forest,Non_Water,Non_Wetland,Cropland
798,Water,Forest,Non_Water,Non_Wetland,Wetland
799,Water,Forest,Non_Water,Non_Wetland,Water
800,Water,Forest,Non_Water,Non_Wetland,Forest
801,Water,Forest,Water,Non_Wetland,NULL
802,Water,Forest,Water,Non_Wetland,Grassland
803,Water,Forest,Water,Non_Wetland,Cropland
804,Water,Forest,Water,Non_Wetland,Wetland
805,Water,Forest,Water,Non_Wetland,Water
806,Water,Forest,Water,Non_Wetland,Forest
807,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
808,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
809,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
810,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
811,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
812,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
813,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
814,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
815,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
816,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
817,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
818,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
819,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
820,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
821,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
822,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
823,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
824,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
825,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
826,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
827,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
828,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
829,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
830,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
831,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
832,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
833,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
834,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
835,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
836,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
837,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
838,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
839,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
840,Permanent_ice_and_snow,Water,NULL,Water,Grassland
841,Permanent_ice_and_snow,Water,NULL,Water,Water
842,Permanent_ice_and_snow,Water,Water,Water,Grassland
843,Permanent_ice_and_snow,Water,Water,Water,Wetland
844,Permanent_ice_and_snow,Water,Water,Water,Water
845,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
846,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
847,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
848,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
849,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
850,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
851,Forest,NULL,NULL,Non_Wetland,NULL
852,Forest,NULL,NULL,Non_Wetland,Grassland
853,Forest,NULL,NULL,Non_Wetland,Cropland
854,Forest,NULL,NULL,Non_Wetland,Wetland
855,Forest,NULL,NULL,Non_Wetland,Bareland
856,Forest,NULL,NULL,Non_Wetland,Built-up
857,Forest,NULL,NULL,Non_Wetland,Water
858,Forest,NULL,NULL,Non_Wetland,Forest
859,Forest,NULL,Non_Water,Non_Wetland,NULL
860,Forest,NULL,Non_Water,Non_Wetland,Grassland
861,Forest,NULL,Non_Water,Non_Wetland,Wetland
862,Forest,NULL,Non_Water,Non_Wetland,Water
863,Forest,NULL,Non_Water,Non_Wetland,Forest
864,Forest,NULL,Water,Non_Wetland,Grassland
865,Forest,NULL,Water,Non_Wetland,Cropland
866,Forest,NULL,Water,Non_Wetland,Wetland
867,Forest,NULL,Water,Non_Wetland,Water
868,Forest,NULL,Water,Non_Wetland,Forest
869,Forest,Shrubland,NULL,Non_Wetland,NULL
870,Forest,Shrubland,NULL,Non_Wetland,Grassland
871,Forest,Shrubland,NULL,Non_Wetland,Cropland
872,Forest,Shrubland,NULL,Non_Wetland,Wetland
873,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
874,Forest,Shrubland,NULL,Non_Wetland,Bareland
875,Forest,Shrubland,NULL,Non_Wetland,Built-up
876,Forest,Shrubland,NULL,Non_Wetland,Forest
877,Forest,Shrubland,Non_Water,Non_Wetland,NULL
878,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
879,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
880,Forest,Shrubland,Non_Water,Non_Wetland,Water
881,Forest,Shrubland,Non_Water,Non_Wetland,Forest
882,Forest,Shrubland,Water,Non_Wetland,Grassland
883,Forest,Shrubland,Water,Non_Wetland,Wetland
884,Forest,Shrubland,Water,Non_Wetland,Forest
885,Forest,Grassland,NULL,Non_Wetland,NULL
886,Forest,Grassland,NULL,Non_Wetland,Grassland
887,Forest,Grassland,NULL,Non_Wetland,Cropland
888,Forest,Grassland,NULL,Non_Wetland,Wetland
889,Forest,Grassland,NULL,Non_Wetland,Built-up
890,Forest,Grassland,NULL,Non_Wetland,Forest
891,Forest,Grassland,Non_Water,Non_Wetland,Forest
892,Forest,Cropland,NULL,Non_Wetland,NULL
893,Forest,Cropland,NULL,Non_Wetland,Grassland
894,Forest,Cropland,NULL,Non_Wetland,Cropland
895,Forest,Cropland,NULL,Non_Wetland,Wetland
896,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
897,Forest,Cropland,NULL,Non_Wetland,Bareland
898,Forest,Cropland,NULL,Non_Wetland,Built-up
899,Forest,Cropland,NULL,Non_Wetland,Water
900,Forest,Cropland,NULL,Non_Wetland,Forest
901,Forest,Cropland,Non_Water,Non_Wetland,NULL
902,Forest,Cropland,Non_Water,Non_Wetland,Grassland
903,Forest,Cropland,Non_Water,Non_Wetland,Cropland
904,Forest,Cropland,Non_Water,Non_Wetland,Wetland
905,Forest,Cropland,Non_Water,Non_Wetland,Built-up
906,Forest,Cropland,Non_Water,Non_Wetland,Forest
907,Forest,Cropland,Water,Non_Wetland,Grassland
908,Forest,Cropland,Water,Non_Wetland,Cropland
909,Forest,Cropland,Water,Non_Wetland,Wetland
910,Forest,Cropland,Water,Non_Wetland,Built-up
911,Forest,Cropland,Water,Non_Wetland,Water
912,Forest,Cropland,Water,Non_Wetland,Forest
913,Forest,Wetland,NULL,Wetland,NULL
914,Forest,Wetland,NULL,Wetland,Grassland
915,Forest,Wetland,NULL,Wetland,Wetland
916,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
917,Forest,Wetland,NULL,Wetland,Bareland
918,Forest,Wetland,NULL,Wetland,Built-up
919,Forest,Wetland,NULL,Wetland,Water
920,Forest,Wetland,NULL,Wetland,Forest
921,Forest,Wetland,Non_Water,Wetland,NULL
922,Forest,Wetland,Non_Water,Wetland,Grassland
923,Forest,Wetland,Non_Water,Wetland,Cropland
924,Forest,Wetland,Non_Water,Wetland,Wetland
925,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
926,Forest,Wetland,Non_Water,Wetland,Water
927,Forest,Wetland,Non_Water,Wetland,Forest
928,Forest,Wetland,Water,Wetland,Grassland
929,Forest,Wetland,Water,Wetland,Wetland
930,Forest,Wetland,Water,Wetland,Water
931,Forest,Wetland,Water,Wetland,Forest
932,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
933,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
934,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
935,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
936,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
937,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
938,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
939,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
940,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
941,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
942,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
943,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
944,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
945,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
946,Forest,Bareland,NULL,Non_Wetland,NULL
947,Forest,Bareland,NULL,Non_Wetland,Grassland
948,Forest,Bareland,NULL,Non_Wetland,Cropland
949,Forest,Bareland,NULL,Non_Wetland,Wetland
950,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
951,Forest,Bareland,NULL,Non_Wetland,Bareland
952,Forest,Bareland,NULL,Non_Wetland,Built-up
953,Forest,Bareland,NULL,Non_Wetland,Water
954,Forest,Bareland,NULL,Non_Wetland,Forest
955,Forest,Bareland,Non_Water,Non_Wetland,NULL
956,Forest,Bareland,Non_Water,Non_Wetland,Grassland
957,Forest,Bareland,Non_Water,Non_Wetland,Cropland
958,Forest,Bareland,Non_Water,Non_Wetland,Wetland
959,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
960,Forest,Bareland,Non_Water,Non_Wetland,Water
961,Forest,Bareland,Non_Water,Non_Wetland,Forest
962,Forest,Bareland,Water,Non_Wetland,Grassland
963,Forest,Bareland,Water,Non_Wetland,Wetland
964,Forest,Bareland,Water,Non_Wetland,Water
965,Forest,Bareland,Water,Non_Wetland,Forest
966,Forest,Built-up,NULL,Non_Wetland,NULL
967,Forest,Built-up,NULL,Non_Wetland,Grassland
968,Forest,Built-up,NULL,Non_Wetland,Cropland
969,Forest,Built-up,NULL,Non_Wetland,Wetland
970,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
971,Forest,Built-up,NULL,Non_Wetland,Bareland
972,Forest,Built-up,NULL,Non_Wetland,Built-up
973,Forest,Built-up,NULL,Non_Wetland,Water
974,Forest,Built-up,NULL,Non_Wetland,Forest
975,Forest,Built-up,Non_Water,Non_Wetland,Grassland
