Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNR_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNR_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNR_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNR_M_R,SIBERIA_2024_WorldCover_2021_41WNR_M_R
468,Bareland,Water,Water,Water,Bareland
469,Bareland,Water,Water,Water,Water
470,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
471,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
472,Bareland,Forest,NULL,Non_Wetland,Grassland
473,Bareland,Forest,NULL,Non_Wetland,Wetland
474,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
475,Bareland,Forest,NULL,Non_Wetland,Bareland
476,Bareland,Forest,NULL,Non_Wetland,Water
477,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
478,Bareland,Forest,NULL,Non_Wetland,Forest
479,Bareland,Forest,Non_Water,Non_Wetland,Bareland
480,Bareland,Forest,Non_Water,Non_Wetland,Water
481,Bareland,Forest,Water,Non_Wetland,Grassland
482,Bareland,Forest,Water,Non_Wetland,Wetland
483,Bareland,Forest,Water,Non_Wetland,Bareland
484,Bareland,Forest,Water,Non_Wetland,Water
485,Bareland,Forest,Water,Non_Wetland,Forest
486,Built-up,NULL,NULL,Non_Wetland,Grassland
487,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
488,Built-up,NULL,NULL,Non_Wetland,Bareland
489,Built-up,NULL,NULL,Non_Wetland,Built-up
490,Built-up,NULL,NULL,Non_Wetland,Water
491,Built-up,NULL,NULL,Non_Wetland,Forest
492,Built-up,NULL,Non_Water,Non_Wetland,Grassland
493,Built-up,NULL,Non_Water,Non_Wetland,Bareland
494,Built-up,NULL,Water,Non_Wetland,Grassland
495,Built-up,NULL,Water,Non_Wetland,Bareland
496,Built-up,Shrubland,NULL,Non_Wetland,Grassland
497,Built-up,Shrubland,NULL,Non_Wetland,Wetland
498,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
499,Built-up,Shrubland,NULL,Non_Wetland,Bareland
500,Built-up,Shrubland,NULL,Non_Wetland,Built-up
501,Built-up,Shrubland,NULL,Non_Wetland,Water
502,Built-up,Shrubland,NULL,Non_Wetland,Forest
503,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
504,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
505,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
506,Built-up,Shrubland,Non_Water,Non_Wetland,Water
507,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
508,Built-up,Shrubland,Water,Non_Wetland,Grassland
509,Built-up,Shrubland,Water,Non_Wetland,Bareland
510,Built-up,Shrubland,Water,Non_Wetland,Built-up
511,Built-up,Shrubland,Water,Non_Wetland,Water
512,Built-up,Shrubland,Water,Non_Wetland,Forest
513,Built-up,Grassland,NULL,Non_Wetland,Grassland
514,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
515,Built-up,Grassland,NULL,Non_Wetland,Bareland
516,Built-up,Grassland,NULL,Non_Wetland,Forest
517,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
518,Built-up,Wetland,NULL,Wetland,Grassland
519,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
520,Built-up,Wetland,NULL,Wetland,Bareland
521,Built-up,Wetland,NULL,Wetland,Built-up
522,Built-up,Wetland,NULL,Wetland,Water
523,Built-up,Wetland,NULL,Wetland,Forest
524,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
525,Built-up,Wetland,Water,Wetland,Bareland
526,Built-up,Wetland,Water,Wetland,Built-up
527,Built-up,Wetland,Water,Wetland,Water
528,Built-up,Wetland,Water,Wetland,Forest
529,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
530,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
531,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
532,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
533,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
534,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
535,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
536,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
537,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
538,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
539,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
540,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
541,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
542,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
543,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
544,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
545,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
546,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
547,Built-up,Bareland,NULL,Non_Wetland,Grassland
548,Built-up,Bareland,NULL,Non_Wetland,Wetland
549,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
550,Built-up,Bareland,NULL,Non_Wetland,Bareland
551,Built-up,Bareland,NULL,Non_Wetland,Built-up
552,Built-up,Bareland,NULL,Non_Wetland,Water
553,Built-up,Bareland,NULL,Non_Wetland,Forest
554,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
555,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
556,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
557,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
558,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
559,Built-up,Bareland,Non_Water,Non_Wetland,Water
560,Built-up,Bareland,Non_Water,Non_Wetland,Forest
561,Built-up,Bareland,Water,Non_Wetland,Grassland
562,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
563,Built-up,Bareland,Water,Non_Wetland,Bareland
564,Built-up,Bareland,Water,Non_Wetland,Built-up
565,Built-up,Bareland,Water,Non_Wetland,Water
566,Built-up,Bareland,Water,Non_Wetland,Forest
567,Built-up,Built-up,NULL,Non_Wetland,Grassland
568,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
569,Built-up,Built-up,NULL,Non_Wetland,Bareland
570,Built-up,Built-up,NULL,Non_Wetland,Built-up
571,Built-up,Built-up,NULL,Non_Wetland,Water
572,Built-up,Built-up,NULL,Non_Wetland,Forest
573,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
574,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
575,Built-up,Built-up,Non_Water,Non_Wetland,Water
576,Built-up,Built-up,Non_Water,Non_Wetland,Forest
577,Built-up,Built-up,Water,Non_Wetland,Bareland
578,Built-up,Built-up,Water,Non_Wetland,Built-up
579,Built-up,Built-up,Water,Non_Wetland,Water
580,Built-up,Built-up,Water,Non_Wetland,Forest
581,Built-up,Water,NULL,Water,Grassland
582,Built-up,Water,NULL,Water,Bareland
583,Built-up,Water,NULL,Water,Built-up
584,Built-up,Water,NULL,Water,Water
585,Built-up,Water,NULL,Water,Forest
586,Built-up,Water,Non_Water,Water,Bareland
587,Built-up,Water,Non_Water,Water,Forest
588,Built-up,Water,Water,Water,Lichens_and_Mosses
589,Built-up,Water,Water,Water,Bareland
590,Built-up,Water,Water,Water,Built-up
591,Built-up,Water,Water,Water,Water
592,Built-up,Forest,NULL,Non_Wetland,Grassland
593,Built-up,Forest,NULL,Non_Wetland,Wetland
594,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
595,Built-up,Forest,NULL,Non_Wetland,Bareland
596,Built-up,Forest,NULL,Non_Wetland,Built-up
597,Built-up,Forest,NULL,Non_Wetland,Water
598,Built-up,Forest,NULL,Non_Wetland,Forest
599,Built-up,Forest,Non_Water,Non_Wetland,Bareland
600,Built-up,Forest,Non_Water,Non_Wetland,Built-up
601,Built-up,Forest,Non_Water,Non_Wetland,Forest
602,Built-up,Forest,Water,Non_Wetland,Bareland
603,Built-up,Forest,Water,Non_Wetland,Built-up
604,Built-up,Forest,Water,Non_Wetland,Forest
605,Water,NULL,NULL,Non_Wetland,NULL
606,Water,NULL,NULL,Non_Wetland,Grassland
607,Water,NULL,NULL,Non_Wetland,Wetland
608,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
609,Water,NULL,NULL,Non_Wetland,Bareland
610,Water,NULL,NULL,Non_Wetland,Water
611,Water,NULL,NULL,Non_Wetland,Forest
612,Water,NULL,Non_Water,Non_Wetland,Grassland
613,Water,NULL,Non_Water,Non_Wetland,Wetland
614,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
615,Water,NULL,Non_Water,Non_Wetland,Bareland
616,Water,NULL,Non_Water,Non_Wetland,Water
617,Water,NULL,Non_Water,Non_Wetland,Forest
618,Water,NULL,Water,Non_Wetland,Grassland
619,Water,NULL,Water,Non_Wetland,Wetland
620,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
621,Water,NULL,Water,Non_Wetland,Bareland
622,Water,NULL,Water,Non_Wetland,Water
623,Water,NULL,Water,Non_Wetland,Forest
624,Water,Shrubland,NULL,Non_Wetland,NULL
625,Water,Shrubland,NULL,Non_Wetland,Grassland
626,Water,Shrubland,NULL,Non_Wetland,Wetland
627,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
628,Water,Shrubland,NULL,Non_Wetland,Bareland
629,Water,Shrubland,NULL,Non_Wetland,Water
630,Water,Shrubland,NULL,Non_Wetland,Forest
631,Water,Shrubland,Non_Water,Non_Wetland,Grassland
632,Water,Shrubland,Non_Water,Non_Wetland,Wetland
633,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
634,Water,Shrubland,Non_Water,Non_Wetland,Bareland
635,Water,Shrubland,Non_Water,Non_Wetland,Water
636,Water,Shrubland,Non_Water,Non_Wetland,Forest
637,Water,Shrubland,Water,Non_Wetland,Grassland
638,Water,Shrubland,Water,Non_Wetland,Wetland
639,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
640,Water,Shrubland,Water,Non_Wetland,Bareland
641,Water,Shrubland,Water,Non_Wetland,Water
642,Water,Shrubland,Water,Non_Wetland,Forest
643,Water,Grassland,NULL,Non_Wetland,Grassland
644,Water,Grassland,NULL,Non_Wetland,Wetland
645,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
646,Water,Grassland,NULL,Non_Wetland,Bareland
647,Water,Grassland,NULL,Non_Wetland,Water
648,Water,Grassland,NULL,Non_Wetland,Forest
649,Water,Grassland,Non_Water,Non_Wetland,Wetland
650,Water,Grassland,Non_Water,Non_Wetland,Bareland
651,Water,Grassland,Non_Water,Non_Wetland,Water
652,Water,Grassland,Water,Non_Wetland,Grassland
653,Water,Grassland,Water,Non_Wetland,Water
654,Water,Grassland,Water,Non_Wetland,Forest
655,Water,Wetland,NULL,Wetland,Grassland
656,Water,Wetland,NULL,Wetland,Wetland
657,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
658,Water,Wetland,NULL,Wetland,Bareland
659,Water,Wetland,NULL,Wetland,Built-up
660,Water,Wetland,NULL,Wetland,Water
661,Water,Wetland,NULL,Wetland,Forest
662,Water,Wetland,Non_Water,Wetland,Grassland
663,Water,Wetland,Non_Water,Wetland,Wetland
664,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
665,Water,Wetland,Non_Water,Wetland,Bareland
666,Water,Wetland,Non_Water,Wetland,Water
667,Water,Wetland,Non_Water,Wetland,Forest
668,Water,Wetland,Water,Wetland,NULL
669,Water,Wetland,Water,Wetland,Grassland
670,Water,Wetland,Water,Wetland,Wetland
671,Water,Wetland,Water,Wetland,Lichens_and_Mosses
672,Water,Wetland,Water,Wetland,Bareland
673,Water,Wetland,Water,Wetland,Built-up
674,Water,Wetland,Water,Wetland,Water
675,Water,Wetland,Water,Wetland,Forest
676,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
677,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
678,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
679,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
680,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
681,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
682,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
683,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
684,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
685,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
686,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
687,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
688,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
689,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
690,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
691,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
692,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
693,Water,Bareland,NULL,Non_Wetland,Grassland
694,Water,Bareland,NULL,Non_Wetland,Wetland
695,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
696,Water,Bareland,NULL,Non_Wetland,Bareland
697,Water,Bareland,NULL,Non_Wetland,Water
698,Water,Bareland,NULL,Non_Wetland,Forest
699,Water,Bareland,Non_Water,Non_Wetland,Grassland
700,Water,Bareland,Non_Water,Non_Wetland,Wetland
701,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
702,Water,Bareland,Non_Water,Non_Wetland,Bareland
703,Water,Bareland,Non_Water,Non_Wetland,Water
704,Water,Bareland,Non_Water,Non_Wetland,Forest
705,Water,Bareland,Water,Non_Wetland,Grassland
706,Water,Bareland,Water,Non_Wetland,Wetland
707,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
708,Water,Bareland,Water,Non_Wetland,Bareland
709,Water,Bareland,Water,Non_Wetland,Built-up
710,Water,Bareland,Water,Non_Wetland,Water
711,Water,Bareland,Water,Non_Wetland,Forest
712,Water,Built-up,NULL,Non_Wetland,Grassland
713,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
714,Water,Built-up,NULL,Non_Wetland,Bareland
715,Water,Built-up,NULL,Non_Wetland,Water
716,Water,Built-up,NULL,Non_Wetland,Forest
717,Water,Built-up,Non_Water,Non_Wetland,Bareland
718,Water,Built-up,Water,Non_Wetland,Grassland
719,Water,Built-up,Water,Non_Wetland,Wetland
720,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
721,Water,Built-up,Water,Non_Wetland,Bareland
722,Water,Built-up,Water,Non_Wetland,Water
723,Water,Built-up,Water,Non_Wetland,Forest
724,Water,Water,NULL,Water,NULL
725,Water,Water,NULL,Water,Grassland
726,Water,Water,NULL,Water,Wetland
727,Water,Water,NULL,Water,Lichens_and_Mosses
728,Water,Water,NULL,Water,Bareland
729,Water,Water,NULL,Water,Water
730,Water,Water,NULL,Water,Forest
731,Water,Water,Non_Water,Water,Grassland
732,Water,Water,Non_Water,Water,Wetland
733,Water,Water,Non_Water,Water,Lichens_and_Mosses
734,Water,Water,Non_Water,Water,Bareland
735,Water,Water,Non_Water,Water,Water
736,Water,Water,Non_Water,Water,Forest
737,Water,Water,Water,Water,NULL
738,Water,Water,Water,Water,Grassland
739,Water,Water,Water,Water,Wetland
740,Water,Water,Water,Water,Lichens_and_Mosses
741,Water,Water,Water,Water,Bareland
742,Water,Water,Water,Water,Built-up
743,Water,Water,Water,Water,Water
744,Water,Water,Water,Water,Forest
745,Water,Forest,NULL,Non_Wetland,NULL
746,Water,Forest,NULL,Non_Wetland,Grassland
747,Water,Forest,NULL,Non_Wetland,Wetland
748,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
749,Water,Forest,NULL,Non_Wetland,Bareland
750,Water,Forest,NULL,Non_Wetland,Built-up
751,Water,Forest,NULL,Non_Wetland,Water
752,Water,Forest,NULL,Non_Wetland,Forest
753,Water,Forest,Non_Water,Non_Wetland,NULL
754,Water,Forest,Non_Water,Non_Wetland,Grassland
755,Water,Forest,Non_Water,Non_Wetland,Wetland
756,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
757,Water,Forest,Non_Water,Non_Wetland,Bareland
758,Water,Forest,Non_Water,Non_Wetland,Water
759,Water,Forest,Non_Water,Non_Wetland,Forest
760,Water,Forest,Water,Non_Wetland,NULL
761,Water,Forest,Water,Non_Wetland,Grassland
762,Water,Forest,Water,Non_Wetland,Wetland
763,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
764,Water,Forest,Water,Non_Wetland,Bareland
765,Water,Forest,Water,Non_Wetland,Water
766,Water,Forest,Water,Non_Wetland,Forest
767,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
768,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
769,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
770,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
771,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
772,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
773,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
774,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
775,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
776,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
777,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
778,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
779,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
780,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
781,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
782,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
783,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
784,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
785,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
786,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
787,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
788,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
789,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
790,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
791,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
792,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
793,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
794,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
795,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
796,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,NULL
797,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
798,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
799,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
800,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
801,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
802,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
803,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL
804,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
805,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
806,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
807,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
808,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
809,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
810,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
811,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
812,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
813,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
814,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
815,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
816,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
817,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
818,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
819,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
820,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
821,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
822,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
823,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
824,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
825,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
827,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
828,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
829,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
830,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
831,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
832,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
833,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
834,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
835,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
836,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
837,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
838,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
839,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
840,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
841,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
842,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
843,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
844,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
845,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
846,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
847,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
848,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
849,Permanent_ice_and_snow,Wetland,Water,Wetland,Permanent_ice_and_snow
850,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
851,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
852,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
853,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
854,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
855,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
856,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
857,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
858,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
859,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
860,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
861,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
862,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
863,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
864,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
865,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
866,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
867,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
868,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
869,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
870,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
871,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
872,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
873,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
874,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
875,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
876,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
877,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
878,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
879,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
880,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
881,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
882,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
883,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
884,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
885,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
886,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
887,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
888,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
889,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
890,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
891,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
892,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
893,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
894,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
895,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
896,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
897,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
898,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
899,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
900,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
901,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
902,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
903,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
904,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
905,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
