Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,SIBERIA_2024_WorldCover_2021_44WPC_M_R
470,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
471,Bareland,Forest,NULL,Non_Wetland,Bareland
472,Bareland,Forest,NULL,Non_Wetland,Water
473,Bareland,Forest,NULL,Non_Wetland,Forest
474,Bareland,Forest,Non_Water,Non_Wetland,Wetland
475,Bareland,Forest,Non_Water,Non_Wetland,Water
476,Bareland,Forest,Water,Non_Wetland,Grassland
477,Bareland,Forest,Water,Non_Wetland,Wetland
478,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
479,Bareland,Forest,Water,Non_Wetland,Bareland
480,Bareland,Forest,Water,Non_Wetland,Water
481,Built-up,NULL,NULL,Non_Wetland,Grassland
482,Built-up,NULL,NULL,Non_Wetland,Wetland
483,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
484,Built-up,NULL,NULL,Non_Wetland,Bareland
485,Built-up,NULL,NULL,Non_Wetland,Water
486,Built-up,NULL,NULL,Non_Wetland,Forest
487,Built-up,NULL,Non_Water,Non_Wetland,Grassland
488,Built-up,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
489,Built-up,NULL,Non_Water,Non_Wetland,Forest
490,Built-up,NULL,Water,Non_Wetland,Lichens_and_Mosses
491,Built-up,NULL,Water,Non_Wetland,Water
492,Built-up,Shrubland,NULL,Non_Wetland,Grassland
493,Built-up,Shrubland,NULL,Non_Wetland,Wetland
494,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
495,Built-up,Shrubland,NULL,Non_Wetland,Bareland
496,Built-up,Shrubland,NULL,Non_Wetland,Built-up
497,Built-up,Shrubland,NULL,Non_Wetland,Water
498,Built-up,Shrubland,NULL,Non_Wetland,Forest
499,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
500,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
501,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
502,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
503,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
504,Built-up,Shrubland,Non_Water,Non_Wetland,Water
505,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
506,Built-up,Shrubland,Water,Non_Wetland,Grassland
507,Built-up,Shrubland,Water,Non_Wetland,Wetland
508,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
509,Built-up,Shrubland,Water,Non_Wetland,Bareland
510,Built-up,Shrubland,Water,Non_Wetland,Built-up
511,Built-up,Shrubland,Water,Non_Wetland,Water
512,Built-up,Grassland,NULL,Non_Wetland,Grassland
513,Built-up,Grassland,NULL,Non_Wetland,Wetland
514,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
515,Built-up,Grassland,NULL,Non_Wetland,Bareland
516,Built-up,Grassland,NULL,Non_Wetland,Built-up
517,Built-up,Grassland,NULL,Non_Wetland,Forest
518,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
519,Built-up,Grassland,Water,Non_Wetland,Grassland
520,Built-up,Grassland,Water,Non_Wetland,Wetland
521,Built-up,Grassland,Water,Non_Wetland,Forest
522,Built-up,Wetland,NULL,Wetland,Grassland
523,Built-up,Wetland,NULL,Wetland,Wetland
524,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
525,Built-up,Wetland,NULL,Wetland,Bareland
526,Built-up,Wetland,NULL,Wetland,Built-up
527,Built-up,Wetland,NULL,Wetland,Water
528,Built-up,Wetland,NULL,Wetland,Forest
529,Built-up,Wetland,Non_Water,Wetland,Grassland
530,Built-up,Wetland,Non_Water,Wetland,Wetland
531,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
532,Built-up,Wetland,Non_Water,Wetland,Bareland
533,Built-up,Wetland,Non_Water,Wetland,Built-up
534,Built-up,Wetland,Non_Water,Wetland,Water
535,Built-up,Wetland,Non_Water,Wetland,Forest
536,Built-up,Wetland,Water,Wetland,Wetland
537,Built-up,Wetland,Water,Wetland,Bareland
538,Built-up,Wetland,Water,Wetland,Built-up
539,Built-up,Wetland,Water,Wetland,Water
540,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
541,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
542,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
543,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
544,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
545,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
546,Built-up,Bareland,NULL,Non_Wetland,Grassland
547,Built-up,Bareland,NULL,Non_Wetland,Wetland
548,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
549,Built-up,Bareland,NULL,Non_Wetland,Bareland
550,Built-up,Bareland,NULL,Non_Wetland,Built-up
551,Built-up,Bareland,NULL,Non_Wetland,Water
552,Built-up,Bareland,NULL,Non_Wetland,Forest
553,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
554,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
555,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
556,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
557,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
558,Built-up,Bareland,Non_Water,Non_Wetland,Water
559,Built-up,Bareland,Non_Water,Non_Wetland,Forest
560,Built-up,Bareland,Water,Non_Wetland,Grassland
561,Built-up,Bareland,Water,Non_Wetland,Wetland
562,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
563,Built-up,Bareland,Water,Non_Wetland,Bareland
564,Built-up,Bareland,Water,Non_Wetland,Built-up
565,Built-up,Bareland,Water,Non_Wetland,Water
566,Built-up,Bareland,Water,Non_Wetland,Forest
567,Built-up,Built-up,NULL,Non_Wetland,Grassland
568,Built-up,Built-up,NULL,Non_Wetland,Wetland
569,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
570,Built-up,Built-up,NULL,Non_Wetland,Bareland
571,Built-up,Built-up,NULL,Non_Wetland,Built-up
572,Built-up,Built-up,NULL,Non_Wetland,Water
573,Built-up,Built-up,NULL,Non_Wetland,Forest
574,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
575,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
576,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
577,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
578,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
579,Built-up,Built-up,Non_Water,Non_Wetland,Water
580,Built-up,Built-up,Non_Water,Non_Wetland,Forest
581,Built-up,Built-up,Water,Non_Wetland,Grassland
582,Built-up,Built-up,Water,Non_Wetland,Wetland
583,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
584,Built-up,Built-up,Water,Non_Wetland,Bareland
585,Built-up,Built-up,Water,Non_Wetland,Built-up
586,Built-up,Built-up,Water,Non_Wetland,Water
587,Built-up,Built-up,Water,Non_Wetland,Forest
588,Built-up,Water,NULL,Water,Grassland
589,Built-up,Water,NULL,Water,Lichens_and_Mosses
590,Built-up,Water,NULL,Water,Bareland
591,Built-up,Water,NULL,Water,Built-up
592,Built-up,Water,NULL,Water,Water
593,Built-up,Water,NULL,Water,Forest
594,Built-up,Water,Non_Water,Water,Grassland
595,Built-up,Water,Non_Water,Water,Bareland
596,Built-up,Water,Non_Water,Water,Water
597,Built-up,Water,Non_Water,Water,Forest
598,Built-up,Water,Water,Water,Grassland
599,Built-up,Water,Water,Water,Lichens_and_Mosses
600,Built-up,Water,Water,Water,Bareland
601,Built-up,Water,Water,Water,Built-up
602,Built-up,Water,Water,Water,Water
603,Built-up,Water,Water,Water,Forest
604,Built-up,Forest,NULL,Non_Wetland,Grassland
605,Built-up,Forest,NULL,Non_Wetland,Wetland
606,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
607,Built-up,Forest,NULL,Non_Wetland,Bareland
608,Built-up,Forest,NULL,Non_Wetland,Built-up
609,Built-up,Forest,NULL,Non_Wetland,Water
610,Built-up,Forest,NULL,Non_Wetland,Forest
611,Built-up,Forest,Non_Water,Non_Wetland,Grassland
612,Built-up,Forest,Non_Water,Non_Wetland,Wetland
613,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
614,Built-up,Forest,Non_Water,Non_Wetland,Bareland
615,Built-up,Forest,Non_Water,Non_Wetland,Built-up
616,Built-up,Forest,Non_Water,Non_Wetland,Water
617,Built-up,Forest,Non_Water,Non_Wetland,Forest
618,Built-up,Forest,Water,Non_Wetland,Grassland
619,Built-up,Forest,Water,Non_Wetland,Wetland
620,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
621,Built-up,Forest,Water,Non_Wetland,Bareland
622,Built-up,Forest,Water,Non_Wetland,Water
623,Built-up,Forest,Water,Non_Wetland,Forest
624,Water,NULL,NULL,Non_Wetland,Grassland
625,Water,NULL,NULL,Non_Wetland,Wetland
626,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
627,Water,NULL,NULL,Non_Wetland,Bareland
628,Water,NULL,NULL,Non_Wetland,Water
629,Water,NULL,NULL,Non_Wetland,Forest
630,Water,NULL,Non_Water,Non_Wetland,Grassland
631,Water,NULL,Non_Water,Non_Wetland,Wetland
632,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
633,Water,NULL,Non_Water,Non_Wetland,Bareland
634,Water,NULL,Non_Water,Non_Wetland,Water
635,Water,NULL,Non_Water,Non_Wetland,Forest
636,Water,NULL,Water,Non_Wetland,Grassland
637,Water,NULL,Water,Non_Wetland,Wetland
638,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
639,Water,NULL,Water,Non_Wetland,Bareland
640,Water,NULL,Water,Non_Wetland,Water
641,Water,NULL,Water,Non_Wetland,Forest
642,Water,Shrubland,NULL,Non_Wetland,Grassland
643,Water,Shrubland,NULL,Non_Wetland,Wetland
644,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
645,Water,Shrubland,NULL,Non_Wetland,Bareland
646,Water,Shrubland,NULL,Non_Wetland,Water
647,Water,Shrubland,NULL,Non_Wetland,Forest
648,Water,Shrubland,Non_Water,Non_Wetland,Grassland
649,Water,Shrubland,Non_Water,Non_Wetland,Wetland
650,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
651,Water,Shrubland,Non_Water,Non_Wetland,Bareland
652,Water,Shrubland,Non_Water,Non_Wetland,Water
653,Water,Shrubland,Non_Water,Non_Wetland,Forest
654,Water,Shrubland,Water,Non_Wetland,Grassland
655,Water,Shrubland,Water,Non_Wetland,Wetland
656,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
657,Water,Shrubland,Water,Non_Wetland,Bareland
658,Water,Shrubland,Water,Non_Wetland,Water
659,Water,Shrubland,Water,Non_Wetland,Forest
660,Water,Grassland,NULL,Non_Wetland,Grassland
661,Water,Grassland,NULL,Non_Wetland,Wetland
662,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
663,Water,Grassland,NULL,Non_Wetland,Bareland
664,Water,Grassland,NULL,Non_Wetland,Water
665,Water,Grassland,NULL,Non_Wetland,Forest
666,Water,Grassland,Non_Water,Non_Wetland,Grassland
667,Water,Grassland,Non_Water,Non_Wetland,Wetland
668,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
669,Water,Grassland,Non_Water,Non_Wetland,Bareland
670,Water,Grassland,Non_Water,Non_Wetland,Water
671,Water,Grassland,Non_Water,Non_Wetland,Forest
672,Water,Grassland,Water,Non_Wetland,Grassland
673,Water,Grassland,Water,Non_Wetland,Wetland
674,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
675,Water,Grassland,Water,Non_Wetland,Bareland
676,Water,Grassland,Water,Non_Wetland,Water
677,Water,Grassland,Water,Non_Wetland,Forest
678,Water,Wetland,NULL,NULL,Grassland
679,Water,Wetland,NULL,NULL,Wetland
680,Water,Wetland,NULL,Wetland,Grassland
681,Water,Wetland,NULL,Wetland,Wetland
682,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
683,Water,Wetland,NULL,Wetland,Bareland
684,Water,Wetland,NULL,Wetland,Water
685,Water,Wetland,NULL,Wetland,Forest
686,Water,Wetland,Non_Water,NULL,Water
687,Water,Wetland,Non_Water,Wetland,Grassland
688,Water,Wetland,Non_Water,Wetland,Wetland
689,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
690,Water,Wetland,Non_Water,Wetland,Bareland
691,Water,Wetland,Non_Water,Wetland,Water
692,Water,Wetland,Non_Water,Wetland,Forest
693,Water,Wetland,Water,NULL,Grassland
694,Water,Wetland,Water,NULL,Wetland
695,Water,Wetland,Water,NULL,Water
696,Water,Wetland,Water,Wetland,Grassland
697,Water,Wetland,Water,Wetland,Wetland
698,Water,Wetland,Water,Wetland,Lichens_and_Mosses
699,Water,Wetland,Water,Wetland,Bareland
700,Water,Wetland,Water,Wetland,Water
701,Water,Wetland,Water,Wetland,Forest
702,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
703,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
704,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
705,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
706,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
707,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
708,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
709,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
710,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
711,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
712,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
713,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
714,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
715,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
716,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
717,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
718,Water,Bareland,NULL,Non_Wetland,Grassland
719,Water,Bareland,NULL,Non_Wetland,Wetland
720,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
721,Water,Bareland,NULL,Non_Wetland,Bareland
722,Water,Bareland,NULL,Non_Wetland,Water
723,Water,Bareland,NULL,Non_Wetland,Forest
724,Water,Bareland,Non_Water,Non_Wetland,Grassland
725,Water,Bareland,Non_Water,Non_Wetland,Wetland
726,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
727,Water,Bareland,Non_Water,Non_Wetland,Bareland
728,Water,Bareland,Non_Water,Non_Wetland,Water
729,Water,Bareland,Non_Water,Non_Wetland,Forest
730,Water,Bareland,Water,Non_Wetland,Grassland
731,Water,Bareland,Water,Non_Wetland,Wetland
732,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
733,Water,Bareland,Water,Non_Wetland,Bareland
734,Water,Bareland,Water,Non_Wetland,Water
735,Water,Bareland,Water,Non_Wetland,Forest
736,Water,Built-up,NULL,Non_Wetland,Grassland
737,Water,Built-up,NULL,Non_Wetland,Wetland
738,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
739,Water,Built-up,NULL,Non_Wetland,Bareland
740,Water,Built-up,NULL,Non_Wetland,Water
741,Water,Built-up,NULL,Non_Wetland,Forest
742,Water,Built-up,Non_Water,Non_Wetland,Grassland
743,Water,Built-up,Non_Water,Non_Wetland,Wetland
744,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
745,Water,Built-up,Non_Water,Non_Wetland,Bareland
746,Water,Built-up,Non_Water,Non_Wetland,Water
747,Water,Built-up,Non_Water,Non_Wetland,Forest
748,Water,Built-up,Water,Non_Wetland,Grassland
749,Water,Built-up,Water,Non_Wetland,Wetland
750,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
751,Water,Built-up,Water,Non_Wetland,Bareland
752,Water,Built-up,Water,Non_Wetland,Built-up
753,Water,Built-up,Water,Non_Wetland,Water
754,Water,Built-up,Water,Non_Wetland,Forest
755,Water,Water,NULL,NULL,Grassland
756,Water,Water,NULL,NULL,Wetland
757,Water,Water,NULL,NULL,Water
758,Water,Water,NULL,NULL,Forest
759,Water,Water,NULL,Water,Grassland
760,Water,Water,NULL,Water,Wetland
761,Water,Water,NULL,Water,Lichens_and_Mosses
762,Water,Water,NULL,Water,Bareland
763,Water,Water,NULL,Water,Water
764,Water,Water,NULL,Water,Forest
765,Water,Water,Non_Water,NULL,Water
766,Water,Water,Non_Water,Water,Grassland
767,Water,Water,Non_Water,Water,Wetland
768,Water,Water,Non_Water,Water,Lichens_and_Mosses
769,Water,Water,Non_Water,Water,Bareland
770,Water,Water,Non_Water,Water,Water
771,Water,Water,Non_Water,Water,Forest
772,Water,Water,Water,NULL,Grassland
773,Water,Water,Water,NULL,Lichens_and_Mosses
774,Water,Water,Water,NULL,Water
775,Water,Water,Water,Water,Grassland
776,Water,Water,Water,Water,Wetland
777,Water,Water,Water,Water,Lichens_and_Mosses
778,Water,Water,Water,Water,Bareland
779,Water,Water,Water,Water,Built-up
780,Water,Water,Water,Water,Water
781,Water,Water,Water,Water,Forest
782,Water,Forest,NULL,Non_Wetland,Grassland
783,Water,Forest,NULL,Non_Wetland,Wetland
784,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
785,Water,Forest,NULL,Non_Wetland,Bareland
786,Water,Forest,NULL,Non_Wetland,Water
787,Water,Forest,NULL,Non_Wetland,Forest
788,Water,Forest,Non_Water,Non_Wetland,Grassland
789,Water,Forest,Non_Water,Non_Wetland,Wetland
790,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
791,Water,Forest,Non_Water,Non_Wetland,Bareland
792,Water,Forest,Non_Water,Non_Wetland,Water
793,Water,Forest,Non_Water,Non_Wetland,Forest
794,Water,Forest,Water,Non_Wetland,Grassland
795,Water,Forest,Water,Non_Wetland,Wetland
796,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
797,Water,Forest,Water,Non_Wetland,Bareland
798,Water,Forest,Water,Non_Wetland,Water
799,Water,Forest,Water,Non_Wetland,Forest
800,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
801,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
802,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
803,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
804,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
805,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
806,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
807,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
808,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
809,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
810,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
811,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
812,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
813,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
814,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
815,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
816,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
817,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
818,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
819,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
820,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
821,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
822,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
823,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
824,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
825,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
827,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
828,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
829,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
830,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
831,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
832,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
833,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
834,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
835,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
836,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
837,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
838,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
839,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
840,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
841,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
842,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
843,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
844,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
845,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
846,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
847,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
848,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
849,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
850,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
851,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
852,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
853,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
854,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
855,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
856,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
857,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
858,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
859,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
860,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
861,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
862,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
863,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
864,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
865,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
866,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
867,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
868,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
869,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
870,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
871,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
872,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
873,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
874,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
875,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
876,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
877,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
878,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
879,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
880,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
881,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
882,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
883,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
884,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
885,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
886,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
887,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
888,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
889,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
890,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
891,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
892,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
893,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
894,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
895,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
896,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
897,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
898,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
899,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
900,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
901,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
902,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
903,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
904,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
905,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
906,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
907,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
908,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
909,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
910,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
911,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
912,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
913,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
914,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
915,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
916,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
917,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
918,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
919,Permanent_ice_and_snow,Water,NULL,Water,Grassland
920,Permanent_ice_and_snow,Water,NULL,Water,Wetland
921,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
