Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,SIBERIA_2024_WorldCover_2021_44WNC_M_R
478,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
479,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
480,Built-up,Shrubland,Water,Non_Wetland,Bareland
481,Built-up,Shrubland,Water,Non_Wetland,Forest
482,Built-up,Grassland,NULL,Non_Wetland,Grassland
483,Built-up,Grassland,NULL,Non_Wetland,Wetland
484,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
485,Built-up,Grassland,NULL,Non_Wetland,Bareland
486,Built-up,Grassland,NULL,Non_Wetland,Water
487,Built-up,Grassland,NULL,Non_Wetland,Forest
488,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
489,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
490,Built-up,Grassland,Water,Non_Wetland,Grassland
491,Built-up,Grassland,Water,Non_Wetland,Wetland
492,Built-up,Grassland,Water,Non_Wetland,Lichens_and_Mosses
493,Built-up,Grassland,Water,Non_Wetland,Bareland
494,Built-up,Grassland,Water,Non_Wetland,Forest
495,Built-up,Wetland,NULL,NULL,Bareland
496,Built-up,Wetland,NULL,Wetland,Grassland
497,Built-up,Wetland,NULL,Wetland,Wetland
498,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
499,Built-up,Wetland,NULL,Wetland,Bareland
500,Built-up,Wetland,NULL,Wetland,Built-up
501,Built-up,Wetland,NULL,Wetland,Water
502,Built-up,Wetland,NULL,Wetland,Forest
503,Built-up,Wetland,Non_Water,Wetland,Wetland
504,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
505,Built-up,Wetland,Non_Water,Wetland,Bareland
506,Built-up,Wetland,Non_Water,Wetland,Water
507,Built-up,Wetland,Water,NULL,Wetland
508,Built-up,Wetland,Water,NULL,Bareland
509,Built-up,Wetland,Water,NULL,Water
510,Built-up,Wetland,Water,Wetland,Grassland
511,Built-up,Wetland,Water,Wetland,Wetland
512,Built-up,Wetland,Water,Wetland,Bareland
513,Built-up,Wetland,Water,Wetland,Built-up
514,Built-up,Wetland,Water,Wetland,Water
515,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
516,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
517,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
518,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
519,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
520,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
521,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
522,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
523,Built-up,Bareland,NULL,Non_Wetland,Grassland
524,Built-up,Bareland,NULL,Non_Wetland,Wetland
525,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
526,Built-up,Bareland,NULL,Non_Wetland,Bareland
527,Built-up,Bareland,NULL,Non_Wetland,Built-up
528,Built-up,Bareland,NULL,Non_Wetland,Water
529,Built-up,Bareland,NULL,Non_Wetland,Forest
530,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
531,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
532,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
533,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
534,Built-up,Bareland,Non_Water,Non_Wetland,Water
535,Built-up,Bareland,Water,Non_Wetland,Wetland
536,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
537,Built-up,Bareland,Water,Non_Wetland,Bareland
538,Built-up,Bareland,Water,Non_Wetland,Water
539,Built-up,Built-up,NULL,Non_Wetland,Grassland
540,Built-up,Built-up,NULL,Non_Wetland,Wetland
541,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
542,Built-up,Built-up,NULL,Non_Wetland,Bareland
543,Built-up,Built-up,NULL,Non_Wetland,Built-up
544,Built-up,Built-up,NULL,Non_Wetland,Water
545,Built-up,Built-up,NULL,Non_Wetland,Forest
546,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
547,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
548,Built-up,Built-up,Water,Non_Wetland,Wetland
549,Built-up,Built-up,Water,Non_Wetland,Lichens_and_Mosses
550,Built-up,Built-up,Water,Non_Wetland,Bareland
551,Built-up,Built-up,Water,Non_Wetland,Water
552,Built-up,Water,NULL,Water,Grassland
553,Built-up,Water,NULL,Water,Wetland
554,Built-up,Water,NULL,Water,Lichens_and_Mosses
555,Built-up,Water,NULL,Water,Bareland
556,Built-up,Water,NULL,Water,Built-up
557,Built-up,Water,NULL,Water,Water
558,Built-up,Water,NULL,Water,Forest
559,Built-up,Water,Non_Water,Water,Bareland
560,Built-up,Water,Non_Water,Water,Water
561,Built-up,Water,Water,Water,Grassland
562,Built-up,Water,Water,Water,Wetland
563,Built-up,Water,Water,Water,Lichens_and_Mosses
564,Built-up,Water,Water,Water,Bareland
565,Built-up,Water,Water,Water,Water
566,Built-up,Forest,NULL,Non_Wetland,Grassland
567,Built-up,Forest,NULL,Non_Wetland,Wetland
568,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
569,Built-up,Forest,NULL,Non_Wetland,Bareland
570,Built-up,Forest,NULL,Non_Wetland,Forest
571,Built-up,Forest,Water,Non_Wetland,Water
572,Water,NULL,NULL,Non_Wetland,Grassland
573,Water,NULL,NULL,Non_Wetland,Wetland
574,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
575,Water,NULL,NULL,Non_Wetland,Bareland
576,Water,NULL,NULL,Non_Wetland,Water
577,Water,NULL,NULL,Non_Wetland,Forest
578,Water,NULL,Non_Water,Non_Wetland,Grassland
579,Water,NULL,Non_Water,Non_Wetland,Wetland
580,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
581,Water,NULL,Non_Water,Non_Wetland,Bareland
582,Water,NULL,Non_Water,Non_Wetland,Water
583,Water,NULL,Non_Water,Non_Wetland,Forest
584,Water,NULL,Water,Non_Wetland,Grassland
585,Water,NULL,Water,Non_Wetland,Wetland
586,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
587,Water,NULL,Water,Non_Wetland,Bareland
588,Water,NULL,Water,Non_Wetland,Water
589,Water,NULL,Water,Non_Wetland,Forest
590,Water,Shrubland,NULL,Non_Wetland,Grassland
591,Water,Shrubland,NULL,Non_Wetland,Wetland
592,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
593,Water,Shrubland,NULL,Non_Wetland,Bareland
594,Water,Shrubland,NULL,Non_Wetland,Water
595,Water,Shrubland,NULL,Non_Wetland,Forest
596,Water,Shrubland,Non_Water,Non_Wetland,Grassland
597,Water,Shrubland,Non_Water,Non_Wetland,Wetland
598,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
599,Water,Shrubland,Non_Water,Non_Wetland,Bareland
600,Water,Shrubland,Non_Water,Non_Wetland,Water
601,Water,Shrubland,Non_Water,Non_Wetland,Forest
602,Water,Shrubland,Water,Non_Wetland,Grassland
603,Water,Shrubland,Water,Non_Wetland,Wetland
604,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
605,Water,Shrubland,Water,Non_Wetland,Bareland
606,Water,Shrubland,Water,Non_Wetland,Water
607,Water,Shrubland,Water,Non_Wetland,Forest
608,Water,Grassland,NULL,Non_Wetland,Grassland
609,Water,Grassland,NULL,Non_Wetland,Wetland
610,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
611,Water,Grassland,NULL,Non_Wetland,Bareland
612,Water,Grassland,NULL,Non_Wetland,Water
613,Water,Grassland,NULL,Non_Wetland,Forest
614,Water,Grassland,Non_Water,Non_Wetland,Grassland
615,Water,Grassland,Non_Water,Non_Wetland,Wetland
616,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
617,Water,Grassland,Non_Water,Non_Wetland,Water
618,Water,Grassland,Non_Water,Non_Wetland,Forest
619,Water,Grassland,Water,Non_Wetland,Grassland
620,Water,Grassland,Water,Non_Wetland,Wetland
621,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
622,Water,Grassland,Water,Non_Wetland,Bareland
623,Water,Grassland,Water,Non_Wetland,Water
624,Water,Grassland,Water,Non_Wetland,Forest
625,Water,Wetland,NULL,NULL,Grassland
626,Water,Wetland,NULL,NULL,Wetland
627,Water,Wetland,NULL,NULL,Lichens_and_Mosses
628,Water,Wetland,NULL,NULL,Bareland
629,Water,Wetland,NULL,NULL,Water
630,Water,Wetland,NULL,NULL,Forest
631,Water,Wetland,NULL,Wetland,Grassland
632,Water,Wetland,NULL,Wetland,Wetland
633,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
634,Water,Wetland,NULL,Wetland,Bareland
635,Water,Wetland,NULL,Wetland,Water
636,Water,Wetland,NULL,Wetland,Forest
637,Water,Wetland,Non_Water,NULL,Grassland
638,Water,Wetland,Non_Water,NULL,Wetland
639,Water,Wetland,Non_Water,NULL,Bareland
640,Water,Wetland,Non_Water,NULL,Water
641,Water,Wetland,Non_Water,NULL,Forest
642,Water,Wetland,Non_Water,Wetland,Grassland
643,Water,Wetland,Non_Water,Wetland,Wetland
644,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
645,Water,Wetland,Non_Water,Wetland,Bareland
646,Water,Wetland,Non_Water,Wetland,Water
647,Water,Wetland,Non_Water,Wetland,Forest
648,Water,Wetland,Water,NULL,Grassland
649,Water,Wetland,Water,NULL,Wetland
650,Water,Wetland,Water,NULL,Lichens_and_Mosses
651,Water,Wetland,Water,NULL,Bareland
652,Water,Wetland,Water,NULL,Water
653,Water,Wetland,Water,NULL,Forest
654,Water,Wetland,Water,Wetland,Grassland
655,Water,Wetland,Water,Wetland,Wetland
656,Water,Wetland,Water,Wetland,Lichens_and_Mosses
657,Water,Wetland,Water,Wetland,Bareland
658,Water,Wetland,Water,Wetland,Water
659,Water,Wetland,Water,Wetland,Forest
660,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
661,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
662,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
663,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
664,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
665,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
666,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
667,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
668,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
669,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
670,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
671,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
672,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
673,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
674,Water,Bareland,NULL,Non_Wetland,Grassland
675,Water,Bareland,NULL,Non_Wetland,Wetland
676,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
677,Water,Bareland,NULL,Non_Wetland,Bareland
678,Water,Bareland,NULL,Non_Wetland,Water
679,Water,Bareland,NULL,Non_Wetland,Forest
680,Water,Bareland,Non_Water,Non_Wetland,Grassland
681,Water,Bareland,Non_Water,Non_Wetland,Wetland
682,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
683,Water,Bareland,Non_Water,Non_Wetland,Bareland
684,Water,Bareland,Non_Water,Non_Wetland,Water
685,Water,Bareland,Non_Water,Non_Wetland,Forest
686,Water,Bareland,Water,Non_Wetland,Grassland
687,Water,Bareland,Water,Non_Wetland,Wetland
688,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
689,Water,Bareland,Water,Non_Wetland,Bareland
690,Water,Bareland,Water,Non_Wetland,Water
691,Water,Bareland,Water,Non_Wetland,Forest
692,Water,Built-up,NULL,Non_Wetland,Grassland
693,Water,Built-up,NULL,Non_Wetland,Wetland
694,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
695,Water,Built-up,NULL,Non_Wetland,Bareland
696,Water,Built-up,NULL,Non_Wetland,Water
697,Water,Built-up,NULL,Non_Wetland,Forest
698,Water,Built-up,Non_Water,Non_Wetland,Grassland
699,Water,Built-up,Non_Water,Non_Wetland,Wetland
700,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
701,Water,Built-up,Non_Water,Non_Wetland,Bareland
702,Water,Built-up,Non_Water,Non_Wetland,Water
703,Water,Built-up,Water,Non_Wetland,Grassland
704,Water,Built-up,Water,Non_Wetland,Wetland
705,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
706,Water,Built-up,Water,Non_Wetland,Bareland
707,Water,Built-up,Water,Non_Wetland,Water
708,Water,Water,NULL,NULL,Wetland
709,Water,Water,NULL,NULL,Lichens_and_Mosses
710,Water,Water,NULL,NULL,Bareland
711,Water,Water,NULL,NULL,Water
712,Water,Water,NULL,Water,Grassland
713,Water,Water,NULL,Water,Wetland
714,Water,Water,NULL,Water,Lichens_and_Mosses
715,Water,Water,NULL,Water,Bareland
716,Water,Water,NULL,Water,Water
717,Water,Water,NULL,Water,Forest
718,Water,Water,Non_Water,NULL,Wetland
719,Water,Water,Non_Water,NULL,Bareland
720,Water,Water,Non_Water,NULL,Water
721,Water,Water,Non_Water,Water,Grassland
722,Water,Water,Non_Water,Water,Wetland
723,Water,Water,Non_Water,Water,Lichens_and_Mosses
724,Water,Water,Non_Water,Water,Bareland
725,Water,Water,Non_Water,Water,Water
726,Water,Water,Non_Water,Water,Forest
727,Water,Water,Water,NULL,Wetland
728,Water,Water,Water,NULL,Lichens_and_Mosses
729,Water,Water,Water,NULL,Bareland
730,Water,Water,Water,NULL,Water
731,Water,Water,Water,NULL,Forest
732,Water,Water,Water,Water,Grassland
733,Water,Water,Water,Water,Wetland
734,Water,Water,Water,Water,Lichens_and_Mosses
735,Water,Water,Water,Water,Bareland
736,Water,Water,Water,Water,Water
737,Water,Water,Water,Water,Forest
738,Water,Forest,NULL,Non_Wetland,Grassland
739,Water,Forest,NULL,Non_Wetland,Wetland
740,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
741,Water,Forest,NULL,Non_Wetland,Bareland
742,Water,Forest,NULL,Non_Wetland,Water
743,Water,Forest,NULL,Non_Wetland,Forest
744,Water,Forest,Non_Water,Non_Wetland,Grassland
745,Water,Forest,Non_Water,Non_Wetland,Wetland
746,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
747,Water,Forest,Non_Water,Non_Wetland,Bareland
748,Water,Forest,Non_Water,Non_Wetland,Water
749,Water,Forest,Non_Water,Non_Wetland,Forest
750,Water,Forest,Water,Non_Wetland,Grassland
751,Water,Forest,Water,Non_Wetland,Wetland
752,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
753,Water,Forest,Water,Non_Wetland,Bareland
754,Water,Forest,Water,Non_Wetland,Water
755,Water,Forest,Water,Non_Wetland,Forest
756,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
757,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
758,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
759,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
760,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
761,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
762,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
763,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
764,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
766,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
767,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
768,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
769,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
770,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
771,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
772,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
773,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
774,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
775,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
776,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
777,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
778,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
781,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
783,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
784,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
785,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
786,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
787,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
788,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
789,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
790,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
791,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
792,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
793,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
794,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
795,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
797,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
798,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
799,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
800,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
801,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
802,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
803,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
804,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
805,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
806,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
807,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
808,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
809,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
810,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
811,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
812,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
813,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
814,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
815,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
816,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
817,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
818,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
819,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
820,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
821,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
822,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
823,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
824,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
825,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
826,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
827,Permanent_ice_and_snow,Wetland,Water,NULL,Water
828,Permanent_ice_and_snow,Wetland,Water,NULL,Forest
829,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
830,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
831,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
832,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
833,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
834,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
835,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
836,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
837,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
838,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
839,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
840,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
841,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
842,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
843,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
844,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
845,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
846,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
847,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
848,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
849,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
850,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
851,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
852,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
853,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
854,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
855,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
856,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
857,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
858,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
859,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
860,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
861,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
862,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
863,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
864,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
865,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
866,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
867,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
869,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
870,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
871,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
872,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
873,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
874,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
875,Permanent_ice_and_snow,Water,NULL,Water,Grassland
876,Permanent_ice_and_snow,Water,NULL,Water,Wetland
877,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
878,Permanent_ice_and_snow,Water,NULL,Water,Bareland
879,Permanent_ice_and_snow,Water,NULL,Water,Water
880,Permanent_ice_and_snow,Water,NULL,Water,Forest
881,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
882,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
883,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
884,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
885,Permanent_ice_and_snow,Water,Non_Water,Water,Water
886,Permanent_ice_and_snow,Water,Water,NULL,Grassland
887,Permanent_ice_and_snow,Water,Water,Water,Grassland
888,Permanent_ice_and_snow,Water,Water,Water,Wetland
889,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
890,Permanent_ice_and_snow,Water,Water,Water,Bareland
891,Permanent_ice_and_snow,Water,Water,Water,Water
892,Permanent_ice_and_snow,Water,Water,Water,Forest
893,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
894,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
895,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
896,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
897,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
898,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
899,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
900,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
901,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
902,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
903,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
904,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
905,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
906,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
907,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
908,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
909,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
910,Forest,NULL,NULL,Non_Wetland,Grassland
911,Forest,NULL,NULL,Non_Wetland,Wetland
912,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
913,Forest,NULL,NULL,Non_Wetland,Bareland
914,Forest,NULL,NULL,Non_Wetland,Water
915,Forest,NULL,NULL,Non_Wetland,Forest
916,Forest,NULL,Non_Water,Non_Wetland,Grassland
917,Forest,NULL,Non_Water,Non_Wetland,Wetland
918,Forest,NULL,Non_Water,Non_Wetland,Forest
919,Forest,NULL,Water,Non_Wetland,Grassland
920,Forest,NULL,Water,Non_Wetland,Wetland
921,Forest,NULL,Water,Non_Wetland,Bareland
922,Forest,NULL,Water,Non_Wetland,Water
923,Forest,NULL,Water,Non_Wetland,Forest
924,Forest,Shrubland,NULL,Non_Wetland,Grassland
925,Forest,Shrubland,NULL,Non_Wetland,Wetland
926,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
927,Forest,Shrubland,NULL,Non_Wetland,Bareland
928,Forest,Shrubland,NULL,Non_Wetland,Water
929,Forest,Shrubland,NULL,Non_Wetland,Forest
930,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
