Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VPP_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VPP_M_R,SIBERIA_2024_GSW_Yearly_2021_44VPP_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VPP_M_R,SIBERIA_2024_WorldCover_2021_44VPP_M_R
503,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
504,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
505,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
506,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
507,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
508,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
509,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
510,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
511,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
512,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
513,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
514,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
515,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
516,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
517,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
518,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
519,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
520,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
521,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
522,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
523,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
524,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
525,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
526,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
527,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Lichens_and_Mosses
528,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
529,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
530,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
531,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
532,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
533,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
534,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
535,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
536,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
537,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
538,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
539,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
540,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
541,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
542,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
543,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
544,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
545,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
546,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
547,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
548,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
549,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
550,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
551,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
552,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
553,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
554,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
555,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
556,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
557,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
558,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
559,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
560,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
561,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
562,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
563,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
564,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
565,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
566,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
567,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
568,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
569,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
570,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
571,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
572,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
573,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
574,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
575,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
576,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
577,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
578,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
579,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
580,Permanent_ice_and_snow,Water,NULL,Water,NULL
581,Permanent_ice_and_snow,Water,NULL,Water,Grassland
582,Permanent_ice_and_snow,Water,NULL,Water,Wetland
583,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
584,Permanent_ice_and_snow,Water,NULL,Water,Bareland
585,Permanent_ice_and_snow,Water,NULL,Water,Water
586,Permanent_ice_and_snow,Water,NULL,Water,Forest
587,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
588,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
589,Permanent_ice_and_snow,Water,Non_Water,Water,Water
590,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
591,Permanent_ice_and_snow,Water,Water,Water,NULL
592,Permanent_ice_and_snow,Water,Water,Water,Grassland
593,Permanent_ice_and_snow,Water,Water,Water,Wetland
594,Permanent_ice_and_snow,Water,Water,Water,Bareland
595,Permanent_ice_and_snow,Water,Water,Water,Water
596,Permanent_ice_and_snow,Water,Water,Water,Forest
597,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
598,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
599,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
600,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
601,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
602,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
603,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
604,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
605,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
606,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
607,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
608,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
609,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
610,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
611,Forest,NULL,NULL,Non_Wetland,NULL
612,Forest,NULL,NULL,Non_Wetland,Grassland
613,Forest,NULL,NULL,Non_Wetland,Wetland
614,Forest,NULL,NULL,Non_Wetland,Bareland
615,Forest,NULL,NULL,Non_Wetland,Water
616,Forest,NULL,NULL,Non_Wetland,Forest
617,Forest,NULL,Non_Water,Non_Wetland,Grassland
618,Forest,NULL,Non_Water,Non_Wetland,Wetland
619,Forest,NULL,Non_Water,Non_Wetland,Water
620,Forest,NULL,Non_Water,Non_Wetland,Forest
621,Forest,NULL,Water,Non_Wetland,Grassland
622,Forest,NULL,Water,Non_Wetland,Wetland
623,Forest,NULL,Water,Non_Wetland,Bareland
624,Forest,NULL,Water,Non_Wetland,Water
625,Forest,NULL,Water,Non_Wetland,Forest
626,Forest,Shrubland,NULL,Non_Wetland,NULL
627,Forest,Shrubland,NULL,Non_Wetland,Grassland
628,Forest,Shrubland,NULL,Non_Wetland,Wetland
629,Forest,Shrubland,NULL,Non_Wetland,Bareland
630,Forest,Shrubland,NULL,Non_Wetland,Water
631,Forest,Shrubland,NULL,Non_Wetland,Forest
632,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
633,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
634,Forest,Shrubland,Non_Water,Non_Wetland,Water
635,Forest,Shrubland,Non_Water,Non_Wetland,Forest
636,Forest,Shrubland,Water,Non_Wetland,Grassland
637,Forest,Shrubland,Water,Non_Wetland,Wetland
638,Forest,Shrubland,Water,Non_Wetland,Bareland
639,Forest,Shrubland,Water,Non_Wetland,Water
640,Forest,Shrubland,Water,Non_Wetland,Forest
641,Forest,Grassland,NULL,Non_Wetland,NULL
642,Forest,Grassland,NULL,Non_Wetland,Grassland
643,Forest,Grassland,NULL,Non_Wetland,Wetland
644,Forest,Grassland,NULL,Non_Wetland,Forest
645,Forest,Grassland,Non_Water,Non_Wetland,Forest
646,Forest,Grassland,Water,Non_Wetland,Forest
647,Forest,Cropland,NULL,Non_Wetland,Grassland
648,Forest,Cropland,NULL,Non_Wetland,Forest
649,Forest,Cropland,Non_Water,Non_Wetland,Forest
650,Forest,Cropland,Water,Non_Wetland,Grassland
651,Forest,Cropland,Water,Non_Wetland,Forest
652,Forest,Wetland,NULL,Wetland,NULL
653,Forest,Wetland,NULL,Wetland,Grassland
654,Forest,Wetland,NULL,Wetland,Wetland
655,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
656,Forest,Wetland,NULL,Wetland,Bareland
657,Forest,Wetland,NULL,Wetland,Water
658,Forest,Wetland,NULL,Wetland,Forest
659,Forest,Wetland,Non_Water,Wetland,NULL
660,Forest,Wetland,Non_Water,Wetland,Grassland
661,Forest,Wetland,Non_Water,Wetland,Wetland
662,Forest,Wetland,Non_Water,Wetland,Water
663,Forest,Wetland,Non_Water,Wetland,Forest
664,Forest,Wetland,Water,Wetland,Grassland
665,Forest,Wetland,Water,Wetland,Wetland
666,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
667,Forest,Wetland,Water,Wetland,Bareland
668,Forest,Wetland,Water,Wetland,Water
669,Forest,Wetland,Water,Wetland,Forest
670,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
671,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
672,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
673,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
674,Forest,Bareland,NULL,Non_Wetland,NULL
675,Forest,Bareland,NULL,Non_Wetland,Grassland
676,Forest,Bareland,NULL,Non_Wetland,Wetland
677,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
678,Forest,Bareland,NULL,Non_Wetland,Bareland
679,Forest,Bareland,NULL,Non_Wetland,Water
680,Forest,Bareland,NULL,Non_Wetland,Forest
681,Forest,Bareland,Non_Water,Non_Wetland,Grassland
682,Forest,Bareland,Non_Water,Non_Wetland,Wetland
683,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
684,Forest,Bareland,Non_Water,Non_Wetland,Bareland
685,Forest,Bareland,Non_Water,Non_Wetland,Water
686,Forest,Bareland,Non_Water,Non_Wetland,Forest
687,Forest,Bareland,Water,Non_Wetland,Grassland
688,Forest,Bareland,Water,Non_Wetland,Wetland
689,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
690,Forest,Bareland,Water,Non_Wetland,Bareland
691,Forest,Bareland,Water,Non_Wetland,Water
692,Forest,Bareland,Water,Non_Wetland,Forest
693,Forest,Built-up,NULL,Non_Wetland,Grassland
694,Forest,Built-up,NULL,Non_Wetland,Wetland
695,Forest,Built-up,NULL,Non_Wetland,Bareland
696,Forest,Built-up,NULL,Non_Wetland,Built-up
697,Forest,Built-up,NULL,Non_Wetland,Water
698,Forest,Built-up,NULL,Non_Wetland,Forest
699,Forest,Built-up,Non_Water,Non_Wetland,Forest
700,Forest,Built-up,Water,Non_Wetland,Grassland
701,Forest,Built-up,Water,Non_Wetland,Wetland
702,Forest,Built-up,Water,Non_Wetland,Bareland
703,Forest,Built-up,Water,Non_Wetland,Water
704,Forest,Built-up,Water,Non_Wetland,Forest
705,Forest,Water,NULL,Water,Grassland
706,Forest,Water,NULL,Water,Wetland
707,Forest,Water,NULL,Water,Water
708,Forest,Water,NULL,Water,Forest
709,Forest,Water,Non_Water,Water,Grassland
710,Forest,Water,Non_Water,Water,Wetland
711,Forest,Water,Non_Water,Water,Bareland
712,Forest,Water,Non_Water,Water,Water
713,Forest,Water,Non_Water,Water,Forest
714,Forest,Water,Water,Water,Grassland
715,Forest,Water,Water,Water,Wetland
716,Forest,Water,Water,Water,Bareland
717,Forest,Water,Water,Water,Water
718,Forest,Water,Water,Water,Forest
719,Forest,Forest,NULL,Non_Wetland,NULL
720,Forest,Forest,NULL,Non_Wetland,Grassland
721,Forest,Forest,NULL,Non_Wetland,Wetland
722,Forest,Forest,NULL,Non_Wetland,Bareland
723,Forest,Forest,NULL,Non_Wetland,Water
724,Forest,Forest,NULL,Non_Wetland,Forest
725,Forest,Forest,Non_Water,Non_Wetland,NULL
726,Forest,Forest,Non_Water,Non_Wetland,Grassland
727,Forest,Forest,Non_Water,Non_Wetland,Wetland
728,Forest,Forest,Non_Water,Non_Wetland,Water
729,Forest,Forest,Non_Water,Non_Wetland,Forest
730,Forest,Forest,Water,Non_Wetland,Grassland
731,Forest,Forest,Water,Non_Wetland,Wetland
732,Forest,Forest,Water,Non_Wetland,Bareland
733,Forest,Forest,Water,Non_Wetland,Water
734,Forest,Forest,Water,Non_Wetland,Forest
