Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R,SIBERIA_2024_WorldCover_2021_43WFS_M_R
910,Forest,Bareland,Non_Water,Non_Wetland,Forest
911,Forest,Bareland,Water,Non_Wetland,Grassland
912,Forest,Bareland,Water,Non_Wetland,Wetland
913,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
914,Forest,Bareland,Water,Non_Wetland,Bareland
915,Forest,Bareland,Water,Non_Wetland,Water
916,Forest,Bareland,Water,Non_Wetland,Forest
917,Forest,Built-up,NULL,Non_Wetland,Grassland
918,Forest,Built-up,NULL,Non_Wetland,Wetland
919,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
920,Forest,Built-up,NULL,Non_Wetland,Bareland
921,Forest,Built-up,NULL,Non_Wetland,Water
922,Forest,Built-up,NULL,Non_Wetland,Forest
923,Forest,Built-up,Non_Water,Non_Wetland,Grassland
924,Forest,Built-up,Non_Water,Non_Wetland,Wetland
925,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
926,Forest,Built-up,Non_Water,Non_Wetland,Bareland
927,Forest,Built-up,Water,Non_Wetland,Wetland
928,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
929,Forest,Built-up,Water,Non_Wetland,Bareland
930,Forest,Water,NULL,Water,Grassland
931,Forest,Water,NULL,Water,Wetland
932,Forest,Water,NULL,Water,Lichens_and_Mosses
933,Forest,Water,NULL,Water,Forest
934,Forest,Water,Non_Water,Water,Grassland
935,Forest,Water,Non_Water,Water,Wetland
936,Forest,Water,Non_Water,Water,Water
937,Forest,Water,Water,Water,Grassland
938,Forest,Water,Water,Water,Wetland
939,Forest,Water,Water,Water,Lichens_and_Mosses
940,Forest,Water,Water,Water,Bareland
941,Forest,Water,Water,Water,Water
942,Forest,Forest,NULL,Non_Wetland,Grassland
943,Forest,Forest,NULL,Non_Wetland,Wetland
944,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
945,Forest,Forest,NULL,Non_Wetland,Bareland
946,Forest,Forest,NULL,Non_Wetland,Water
947,Forest,Forest,NULL,Non_Wetland,Forest
948,Forest,Forest,Non_Water,Non_Wetland,Grassland
949,Forest,Forest,Non_Water,Non_Wetland,Wetland
950,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
951,Forest,Forest,Non_Water,Non_Wetland,Bareland
952,Forest,Forest,Non_Water,Non_Wetland,Water
953,Forest,Forest,Non_Water,Non_Wetland,Forest
954,Forest,Forest,Water,Non_Wetland,Grassland
955,Forest,Forest,Water,Non_Wetland,Wetland
956,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
957,Forest,Forest,Water,Non_Wetland,Bareland
958,Forest,Forest,Water,Non_Wetland,Water
959,Forest,Forest,Water,Non_Wetland,Forest
