Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,SIBERIA_2024_WorldCover_2021_41WNQ_M_R
466,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
467,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
468,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
469,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
470,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
471,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
472,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
473,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
474,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
475,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
476,Bareland,Bareland,NULL,Non_Wetland,Grassland
477,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
478,Bareland,Bareland,NULL,Non_Wetland,Bareland
479,Bareland,Bareland,NULL,Non_Wetland,Built-up
480,Bareland,Bareland,NULL,Non_Wetland,Water
481,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
482,Bareland,Bareland,NULL,Non_Wetland,Forest
483,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
484,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
485,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
486,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
487,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
488,Bareland,Bareland,Non_Water,Non_Wetland,Water
489,Bareland,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
490,Bareland,Bareland,Non_Water,Non_Wetland,Forest
491,Bareland,Bareland,Water,Non_Wetland,Grassland
492,Bareland,Bareland,Water,Non_Wetland,Wetland
493,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
494,Bareland,Bareland,Water,Non_Wetland,Bareland
495,Bareland,Bareland,Water,Non_Wetland,Built-up
496,Bareland,Bareland,Water,Non_Wetland,Water
497,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
498,Bareland,Bareland,Water,Non_Wetland,Forest
499,Bareland,Built-up,NULL,Non_Wetland,Grassland
500,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
501,Bareland,Built-up,NULL,Non_Wetland,Bareland
502,Bareland,Built-up,NULL,Non_Wetland,Built-up
503,Bareland,Built-up,NULL,Non_Wetland,Water
504,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
505,Bareland,Built-up,NULL,Non_Wetland,Forest
506,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
507,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
508,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
509,Bareland,Built-up,Non_Water,Non_Wetland,Water
510,Bareland,Built-up,Water,Non_Wetland,Grassland
511,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
512,Bareland,Built-up,Water,Non_Wetland,Bareland
513,Bareland,Built-up,Water,Non_Wetland,Built-up
514,Bareland,Built-up,Water,Non_Wetland,Water
515,Bareland,Water,NULL,NULL,Lichens_and_Mosses
516,Bareland,Water,NULL,NULL,Bareland
517,Bareland,Water,NULL,NULL,Water
518,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
519,Bareland,Water,NULL,Water,Grassland
520,Bareland,Water,NULL,Water,Lichens_and_Mosses
521,Bareland,Water,NULL,Water,Bareland
522,Bareland,Water,NULL,Water,Built-up
523,Bareland,Water,NULL,Water,Water
524,Bareland,Water,NULL,Water,Permanent_ice_and_snow
525,Bareland,Water,NULL,Water,Forest
526,Bareland,Water,Non_Water,NULL,Water
527,Bareland,Water,Non_Water,Water,Wetland
528,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
529,Bareland,Water,Non_Water,Water,Bareland
530,Bareland,Water,Non_Water,Water,Built-up
531,Bareland,Water,Non_Water,Water,Water
532,Bareland,Water,Non_Water,Water,Permanent_ice_and_snow
533,Bareland,Water,Water,NULL,Lichens_and_Mosses
534,Bareland,Water,Water,NULL,Bareland
535,Bareland,Water,Water,NULL,Water
536,Bareland,Water,Water,NULL,Permanent_ice_and_snow
537,Bareland,Water,Water,Water,Grassland
538,Bareland,Water,Water,Water,Wetland
539,Bareland,Water,Water,Water,Lichens_and_Mosses
540,Bareland,Water,Water,Water,Bareland
541,Bareland,Water,Water,Water,Built-up
542,Bareland,Water,Water,Water,Water
543,Bareland,Water,Water,Water,Permanent_ice_and_snow
544,Bareland,Water,Water,Water,Forest
545,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
546,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
547,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
548,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
549,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
550,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
551,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
552,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
553,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
554,Bareland,Forest,NULL,Non_Wetland,Grassland
555,Bareland,Forest,NULL,Non_Wetland,Wetland
556,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
557,Bareland,Forest,NULL,Non_Wetland,Bareland
558,Bareland,Forest,NULL,Non_Wetland,Built-up
559,Bareland,Forest,NULL,Non_Wetland,Water
560,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
561,Bareland,Forest,NULL,Non_Wetland,Forest
562,Bareland,Forest,Non_Water,Non_Wetland,Grassland
563,Bareland,Forest,Non_Water,Non_Wetland,Bareland
564,Bareland,Forest,Non_Water,Non_Wetland,Water
565,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
566,Bareland,Forest,Water,Non_Wetland,Bareland
567,Bareland,Forest,Water,Non_Wetland,Water
568,Built-up,NULL,NULL,Non_Wetland,Grassland
569,Built-up,NULL,NULL,Non_Wetland,Lichens_and_Mosses
570,Built-up,NULL,NULL,Non_Wetland,Bareland
571,Built-up,NULL,NULL,Non_Wetland,Built-up
572,Built-up,NULL,NULL,Non_Wetland,Water
573,Built-up,NULL,NULL,Non_Wetland,Forest
574,Built-up,NULL,Non_Water,Non_Wetland,Grassland
575,Built-up,NULL,Non_Water,Non_Wetland,Bareland
576,Built-up,NULL,Non_Water,Non_Wetland,Forest
577,Built-up,NULL,Water,Non_Wetland,Grassland
578,Built-up,NULL,Water,Non_Wetland,Lichens_and_Mosses
579,Built-up,NULL,Water,Non_Wetland,Bareland
580,Built-up,NULL,Water,Non_Wetland,Built-up
581,Built-up,Shrubland,NULL,Non_Wetland,Grassland
582,Built-up,Shrubland,NULL,Non_Wetland,Wetland
583,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
584,Built-up,Shrubland,NULL,Non_Wetland,Bareland
585,Built-up,Shrubland,NULL,Non_Wetland,Built-up
586,Built-up,Shrubland,NULL,Non_Wetland,Water
587,Built-up,Shrubland,NULL,Non_Wetland,Forest
588,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
589,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
590,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
591,Built-up,Shrubland,Non_Water,Non_Wetland,Water
592,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
593,Built-up,Shrubland,Water,Non_Wetland,Grassland
594,Built-up,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
595,Built-up,Shrubland,Water,Non_Wetland,Bareland
596,Built-up,Shrubland,Water,Non_Wetland,Built-up
597,Built-up,Shrubland,Water,Non_Wetland,Water
598,Built-up,Shrubland,Water,Non_Wetland,Forest
599,Built-up,Grassland,NULL,Non_Wetland,Grassland
600,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
601,Built-up,Grassland,NULL,Non_Wetland,Bareland
602,Built-up,Grassland,NULL,Non_Wetland,Built-up
603,Built-up,Grassland,NULL,Non_Wetland,Forest
604,Built-up,Wetland,NULL,Wetland,Grassland
605,Built-up,Wetland,NULL,Wetland,Bareland
606,Built-up,Wetland,NULL,Wetland,Built-up
607,Built-up,Wetland,NULL,Wetland,Forest
608,Built-up,Wetland,Non_Water,Wetland,Grassland
609,Built-up,Wetland,Non_Water,Wetland,Forest
610,Built-up,Wetland,Water,Wetland,Bareland
611,Built-up,Wetland,Water,Wetland,Built-up
612,Built-up,Wetland,Water,Wetland,Water
613,Built-up,Wetland,Water,Wetland,Forest
614,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
615,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
616,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
617,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
618,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
619,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
620,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
621,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
622,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
623,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
624,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
625,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
626,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
627,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
628,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
629,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
630,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
631,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
632,Built-up,Bareland,NULL,Non_Wetland,Grassland
633,Built-up,Bareland,NULL,Non_Wetland,Wetland
634,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
635,Built-up,Bareland,NULL,Non_Wetland,Bareland
636,Built-up,Bareland,NULL,Non_Wetland,Built-up
637,Built-up,Bareland,NULL,Non_Wetland,Water
638,Built-up,Bareland,NULL,Non_Wetland,Forest
639,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
640,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
641,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
642,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
643,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
644,Built-up,Bareland,Non_Water,Non_Wetland,Water
645,Built-up,Bareland,Non_Water,Non_Wetland,Forest
646,Built-up,Bareland,Water,Non_Wetland,Grassland
647,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
648,Built-up,Bareland,Water,Non_Wetland,Bareland
649,Built-up,Bareland,Water,Non_Wetland,Built-up
650,Built-up,Bareland,Water,Non_Wetland,Water
651,Built-up,Bareland,Water,Non_Wetland,Forest
652,Built-up,Built-up,NULL,Non_Wetland,Grassland
653,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
654,Built-up,Built-up,NULL,Non_Wetland,Bareland
655,Built-up,Built-up,NULL,Non_Wetland,Built-up
656,Built-up,Built-up,NULL,Non_Wetland,Water
657,Built-up,Built-up,NULL,Non_Wetland,Forest
658,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
659,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
660,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
661,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
662,Built-up,Built-up,Non_Water,Non_Wetland,Water
663,Built-up,Built-up,Non_Water,Non_Wetland,Forest
664,Built-up,Built-up,Water,Non_Wetland,Bareland
665,Built-up,Built-up,Water,Non_Wetland,Built-up
666,Built-up,Built-up,Water,Non_Wetland,Water
667,Built-up,Built-up,Water,Non_Wetland,Forest
668,Built-up,Water,NULL,Water,Grassland
669,Built-up,Water,NULL,Water,Bareland
670,Built-up,Water,NULL,Water,Built-up
671,Built-up,Water,NULL,Water,Water
672,Built-up,Water,NULL,Water,Forest
673,Built-up,Water,Non_Water,Water,Grassland
674,Built-up,Water,Non_Water,Water,Bareland
675,Built-up,Water,Non_Water,Water,Water
676,Built-up,Water,Non_Water,Water,Forest
677,Built-up,Water,Water,Water,Lichens_and_Mosses
678,Built-up,Water,Water,Water,Bareland
679,Built-up,Water,Water,Water,Built-up
680,Built-up,Water,Water,Water,Water
681,Built-up,Water,Water,Water,Forest
682,Built-up,Forest,NULL,Non_Wetland,Grassland
683,Built-up,Forest,NULL,Non_Wetland,Wetland
684,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
685,Built-up,Forest,NULL,Non_Wetland,Bareland
686,Built-up,Forest,NULL,Non_Wetland,Built-up
687,Built-up,Forest,NULL,Non_Wetland,Water
688,Built-up,Forest,NULL,Non_Wetland,Forest
689,Built-up,Forest,Non_Water,Non_Wetland,Grassland
690,Built-up,Forest,Non_Water,Non_Wetland,Bareland
691,Built-up,Forest,Non_Water,Non_Wetland,Built-up
692,Built-up,Forest,Non_Water,Non_Wetland,Forest
693,Built-up,Forest,Water,Non_Wetland,Grassland
694,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
695,Built-up,Forest,Water,Non_Wetland,Bareland
696,Built-up,Forest,Water,Non_Wetland,Built-up
697,Built-up,Forest,Water,Non_Wetland,Water
698,Built-up,Forest,Water,Non_Wetland,Forest
699,Water,NULL,NULL,Non_Wetland,Grassland
700,Water,NULL,NULL,Non_Wetland,Wetland
701,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
702,Water,NULL,NULL,Non_Wetland,Bareland
703,Water,NULL,NULL,Non_Wetland,Water
704,Water,NULL,NULL,Non_Wetland,Forest
705,Water,NULL,Non_Water,Non_Wetland,Grassland
706,Water,NULL,Non_Water,Non_Wetland,Wetland
707,Water,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
708,Water,NULL,Non_Water,Non_Wetland,Bareland
709,Water,NULL,Non_Water,Non_Wetland,Water
710,Water,NULL,Non_Water,Non_Wetland,Forest
711,Water,NULL,Water,Non_Wetland,Grassland
712,Water,NULL,Water,Non_Wetland,Wetland
713,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
714,Water,NULL,Water,Non_Wetland,Bareland
715,Water,NULL,Water,Non_Wetland,Water
716,Water,NULL,Water,Non_Wetland,Forest
717,Water,Shrubland,NULL,Non_Wetland,Grassland
718,Water,Shrubland,NULL,Non_Wetland,Wetland
719,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
720,Water,Shrubland,NULL,Non_Wetland,Bareland
721,Water,Shrubland,NULL,Non_Wetland,Built-up
722,Water,Shrubland,NULL,Non_Wetland,Water
723,Water,Shrubland,NULL,Non_Wetland,Forest
724,Water,Shrubland,Non_Water,Non_Wetland,Grassland
725,Water,Shrubland,Non_Water,Non_Wetland,Wetland
726,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
727,Water,Shrubland,Non_Water,Non_Wetland,Bareland
728,Water,Shrubland,Non_Water,Non_Wetland,Water
729,Water,Shrubland,Non_Water,Non_Wetland,Forest
730,Water,Shrubland,Water,Non_Wetland,Grassland
731,Water,Shrubland,Water,Non_Wetland,Wetland
732,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
733,Water,Shrubland,Water,Non_Wetland,Bareland
734,Water,Shrubland,Water,Non_Wetland,Water
735,Water,Shrubland,Water,Non_Wetland,Forest
736,Water,Grassland,NULL,Non_Wetland,Grassland
737,Water,Grassland,NULL,Non_Wetland,Wetland
738,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
739,Water,Grassland,NULL,Non_Wetland,Bareland
740,Water,Grassland,NULL,Non_Wetland,Water
741,Water,Grassland,NULL,Non_Wetland,Forest
742,Water,Grassland,Water,Non_Wetland,Grassland
743,Water,Grassland,Water,Non_Wetland,Wetland
744,Water,Grassland,Water,Non_Wetland,Water
745,Water,Grassland,Water,Non_Wetland,Forest
746,Water,Wetland,NULL,Wetland,Grassland
747,Water,Wetland,NULL,Wetland,Wetland
748,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
749,Water,Wetland,NULL,Wetland,Bareland
750,Water,Wetland,NULL,Wetland,Water
751,Water,Wetland,NULL,Wetland,Forest
752,Water,Wetland,Non_Water,Wetland,Grassland
753,Water,Wetland,Non_Water,Wetland,Wetland
754,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
755,Water,Wetland,Non_Water,Wetland,Bareland
756,Water,Wetland,Non_Water,Wetland,Water
757,Water,Wetland,Non_Water,Wetland,Forest
758,Water,Wetland,Water,Wetland,NULL
759,Water,Wetland,Water,Wetland,Grassland
760,Water,Wetland,Water,Wetland,Wetland
761,Water,Wetland,Water,Wetland,Lichens_and_Mosses
762,Water,Wetland,Water,Wetland,Bareland
763,Water,Wetland,Water,Wetland,Water
764,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
765,Water,Wetland,Water,Wetland,Forest
766,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
767,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
768,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
769,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
770,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
771,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
772,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
773,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
774,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
775,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
776,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
777,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
778,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
779,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL
780,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
781,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
782,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
783,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
784,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
785,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
786,Water,Bareland,NULL,Non_Wetland,Grassland
787,Water,Bareland,NULL,Non_Wetland,Wetland
788,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
789,Water,Bareland,NULL,Non_Wetland,Bareland
790,Water,Bareland,NULL,Non_Wetland,Built-up
791,Water,Bareland,NULL,Non_Wetland,Water
792,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
793,Water,Bareland,NULL,Non_Wetland,Forest
794,Water,Bareland,Non_Water,Non_Wetland,NULL
795,Water,Bareland,Non_Water,Non_Wetland,Grassland
796,Water,Bareland,Non_Water,Non_Wetland,Wetland
797,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
798,Water,Bareland,Non_Water,Non_Wetland,Bareland
799,Water,Bareland,Non_Water,Non_Wetland,Water
800,Water,Bareland,Non_Water,Non_Wetland,Forest
801,Water,Bareland,Water,Non_Wetland,Grassland
802,Water,Bareland,Water,Non_Wetland,Wetland
803,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
804,Water,Bareland,Water,Non_Wetland,Bareland
805,Water,Bareland,Water,Non_Wetland,Built-up
806,Water,Bareland,Water,Non_Wetland,Water
807,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
808,Water,Bareland,Water,Non_Wetland,Forest
809,Water,Built-up,NULL,Non_Wetland,Grassland
810,Water,Built-up,NULL,Non_Wetland,Wetland
811,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
812,Water,Built-up,NULL,Non_Wetland,Bareland
813,Water,Built-up,NULL,Non_Wetland,Built-up
814,Water,Built-up,NULL,Non_Wetland,Water
815,Water,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
816,Water,Built-up,Non_Water,Non_Wetland,Grassland
817,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
818,Water,Built-up,Non_Water,Non_Wetland,Bareland
819,Water,Built-up,Non_Water,Non_Wetland,Water
820,Water,Built-up,Water,Non_Wetland,Grassland
821,Water,Built-up,Water,Non_Wetland,Wetland
822,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
823,Water,Built-up,Water,Non_Wetland,Bareland
824,Water,Built-up,Water,Non_Wetland,Built-up
825,Water,Built-up,Water,Non_Wetland,Water
826,Water,Built-up,Water,Non_Wetland,Forest
827,Water,Water,NULL,NULL,Lichens_and_Mosses
828,Water,Water,NULL,NULL,Water
829,Water,Water,NULL,NULL,Permanent_ice_and_snow
830,Water,Water,NULL,Water,Grassland
831,Water,Water,NULL,Water,Wetland
832,Water,Water,NULL,Water,Lichens_and_Mosses
833,Water,Water,NULL,Water,Bareland
834,Water,Water,NULL,Water,Water
835,Water,Water,NULL,Water,Permanent_ice_and_snow
836,Water,Water,NULL,Water,Forest
837,Water,Water,Non_Water,Water,NULL
838,Water,Water,Non_Water,Water,Grassland
839,Water,Water,Non_Water,Water,Wetland
840,Water,Water,Non_Water,Water,Lichens_and_Mosses
841,Water,Water,Non_Water,Water,Bareland
842,Water,Water,Non_Water,Water,Built-up
843,Water,Water,Non_Water,Water,Water
844,Water,Water,Non_Water,Water,Forest
845,Water,Water,Water,NULL,Lichens_and_Mosses
846,Water,Water,Water,NULL,Bareland
847,Water,Water,Water,NULL,Water
848,Water,Water,Water,NULL,Permanent_ice_and_snow
849,Water,Water,Water,Water,NULL
850,Water,Water,Water,Water,Grassland
851,Water,Water,Water,Water,Wetland
852,Water,Water,Water,Water,Lichens_and_Mosses
853,Water,Water,Water,Water,Bareland
854,Water,Water,Water,Water,Built-up
855,Water,Water,Water,Water,Water
856,Water,Water,Water,Water,Permanent_ice_and_snow
857,Water,Water,Water,Water,Forest
858,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
859,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
860,Water,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
861,Water,Forest,NULL,Non_Wetland,NULL
862,Water,Forest,NULL,Non_Wetland,Grassland
863,Water,Forest,NULL,Non_Wetland,Wetland
864,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
865,Water,Forest,NULL,Non_Wetland,Bareland
866,Water,Forest,NULL,Non_Wetland,Built-up
867,Water,Forest,NULL,Non_Wetland,Water
868,Water,Forest,NULL,Non_Wetland,Forest
869,Water,Forest,Non_Water,Non_Wetland,Grassland
870,Water,Forest,Non_Water,Non_Wetland,Wetland
871,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
872,Water,Forest,Non_Water,Non_Wetland,Bareland
873,Water,Forest,Non_Water,Non_Wetland,Water
874,Water,Forest,Non_Water,Non_Wetland,Forest
875,Water,Forest,Water,Non_Wetland,NULL
876,Water,Forest,Water,Non_Wetland,Grassland
877,Water,Forest,Water,Non_Wetland,Wetland
878,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
879,Water,Forest,Water,Non_Wetland,Bareland
880,Water,Forest,Water,Non_Wetland,Water
881,Water,Forest,Water,Non_Wetland,Forest
882,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
883,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
884,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
885,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
886,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
887,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
888,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
889,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
890,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
891,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
892,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
893,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
894,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
895,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
896,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
897,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
898,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
899,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
900,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
901,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
902,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
903,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
904,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
905,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
906,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
907,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
908,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
909,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
910,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
911,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
912,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,NULL
913,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
914,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
915,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
916,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
917,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
918,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
919,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL
920,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
921,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
922,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
923,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
924,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
925,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Permanent_ice_and_snow
926,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
927,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
928,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
929,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
