Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,SIBERIA_2024_WorldCover_2021_42WWS_M_R
475,Built-up,Bareland,Water,Non_Wetland,Bareland
476,Built-up,Bareland,Water,Non_Wetland,Built-up
477,Built-up,Bareland,Water,Non_Wetland,Water
478,Built-up,Bareland,Water,Non_Wetland,Forest
479,Built-up,Built-up,NULL,Non_Wetland,Grassland
480,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
481,Built-up,Built-up,NULL,Non_Wetland,Bareland
482,Built-up,Built-up,NULL,Non_Wetland,Built-up
483,Built-up,Built-up,NULL,Non_Wetland,Water
484,Built-up,Built-up,NULL,Non_Wetland,Forest
485,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
486,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
487,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
488,Built-up,Built-up,Non_Water,Non_Wetland,Forest
489,Built-up,Built-up,Water,Non_Wetland,Grassland
490,Built-up,Built-up,Water,Non_Wetland,Bareland
491,Built-up,Built-up,Water,Non_Wetland,Built-up
492,Built-up,Built-up,Water,Non_Wetland,Forest
493,Built-up,Water,Water,Water,Built-up
494,Built-up,Water,Water,Water,Water
495,Built-up,Forest,NULL,Non_Wetland,Grassland
496,Built-up,Forest,NULL,Non_Wetland,Wetland
497,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
498,Built-up,Forest,NULL,Non_Wetland,Bareland
499,Built-up,Forest,NULL,Non_Wetland,Built-up
500,Built-up,Forest,NULL,Non_Wetland,Forest
501,Water,NULL,NULL,Non_Wetland,Grassland
502,Water,NULL,NULL,Non_Wetland,Wetland
503,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
504,Water,NULL,NULL,Non_Wetland,Water
505,Water,NULL,NULL,Non_Wetland,Forest
506,Water,NULL,Non_Water,Non_Wetland,Wetland
507,Water,NULL,Non_Water,Non_Wetland,Water
508,Water,NULL,Non_Water,Non_Wetland,Forest
509,Water,NULL,Water,Non_Wetland,Grassland
510,Water,NULL,Water,Non_Wetland,Wetland
511,Water,NULL,Water,Non_Wetland,Water
512,Water,NULL,Water,Non_Wetland,Forest
513,Water,Shrubland,NULL,Non_Wetland,Grassland
514,Water,Shrubland,NULL,Non_Wetland,Wetland
515,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
516,Water,Shrubland,NULL,Non_Wetland,Water
517,Water,Shrubland,NULL,Non_Wetland,Forest
518,Water,Shrubland,Non_Water,Non_Wetland,Grassland
519,Water,Shrubland,Non_Water,Non_Wetland,Wetland
520,Water,Shrubland,Non_Water,Non_Wetland,Bareland
521,Water,Shrubland,Non_Water,Non_Wetland,Water
522,Water,Shrubland,Non_Water,Non_Wetland,Forest
523,Water,Shrubland,Water,Non_Wetland,Grassland
524,Water,Shrubland,Water,Non_Wetland,Wetland
525,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
526,Water,Shrubland,Water,Non_Wetland,Water
527,Water,Shrubland,Water,Non_Wetland,Forest
528,Water,Grassland,NULL,Non_Wetland,Wetland
529,Water,Grassland,NULL,Non_Wetland,Bareland
530,Water,Grassland,NULL,Non_Wetland,Water
531,Water,Grassland,NULL,Non_Wetland,Forest
532,Water,Grassland,Water,Non_Wetland,Water
533,Water,Grassland,Water,Non_Wetland,Forest
534,Water,Cropland,NULL,Non_Wetland,Grassland
535,Water,Cropland,NULL,Non_Wetland,Forest
536,Water,Wetland,NULL,Wetland,NULL
537,Water,Wetland,NULL,Wetland,Grassland
538,Water,Wetland,NULL,Wetland,Wetland
539,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
540,Water,Wetland,NULL,Wetland,Bareland
541,Water,Wetland,NULL,Wetland,Water
542,Water,Wetland,NULL,Wetland,Forest
543,Water,Wetland,Non_Water,Wetland,Grassland
544,Water,Wetland,Non_Water,Wetland,Wetland
545,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
546,Water,Wetland,Non_Water,Wetland,Bareland
547,Water,Wetland,Non_Water,Wetland,Built-up
548,Water,Wetland,Non_Water,Wetland,Water
549,Water,Wetland,Non_Water,Wetland,Forest
550,Water,Wetland,Water,Wetland,Grassland
551,Water,Wetland,Water,Wetland,Wetland
552,Water,Wetland,Water,Wetland,Lichens_and_Mosses
553,Water,Wetland,Water,Wetland,Bareland
554,Water,Wetland,Water,Wetland,Water
555,Water,Wetland,Water,Wetland,Forest
556,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
557,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
558,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
559,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
560,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
561,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
562,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
563,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
564,Water,Bareland,NULL,Non_Wetland,NULL
565,Water,Bareland,NULL,Non_Wetland,Grassland
566,Water,Bareland,NULL,Non_Wetland,Wetland
567,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
568,Water,Bareland,NULL,Non_Wetland,Bareland
569,Water,Bareland,NULL,Non_Wetland,Water
570,Water,Bareland,NULL,Non_Wetland,Forest
571,Water,Bareland,Non_Water,Non_Wetland,Grassland
572,Water,Bareland,Non_Water,Non_Wetland,Wetland
573,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
574,Water,Bareland,Non_Water,Non_Wetland,Bareland
575,Water,Bareland,Non_Water,Non_Wetland,Water
576,Water,Bareland,Non_Water,Non_Wetland,Forest
577,Water,Bareland,Water,Non_Wetland,Grassland
578,Water,Bareland,Water,Non_Wetland,Wetland
579,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
580,Water,Bareland,Water,Non_Wetland,Bareland
581,Water,Bareland,Water,Non_Wetland,Water
582,Water,Bareland,Water,Non_Wetland,Forest
583,Water,Built-up,NULL,Non_Wetland,Grassland
584,Water,Built-up,NULL,Non_Wetland,Bareland
585,Water,Built-up,NULL,Non_Wetland,Water
586,Water,Built-up,Non_Water,Non_Wetland,Bareland
587,Water,Built-up,Non_Water,Non_Wetland,Water
588,Water,Built-up,Non_Water,Non_Wetland,Forest
589,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
590,Water,Built-up,Water,Non_Wetland,Bareland
591,Water,Built-up,Water,Non_Wetland,Water
592,Water,Water,NULL,Water,Grassland
593,Water,Water,NULL,Water,Wetland
594,Water,Water,NULL,Water,Lichens_and_Mosses
595,Water,Water,NULL,Water,Bareland
596,Water,Water,NULL,Water,Water
597,Water,Water,NULL,Water,Forest
598,Water,Water,Non_Water,Water,Grassland
599,Water,Water,Non_Water,Water,Wetland
600,Water,Water,Non_Water,Water,Water
601,Water,Water,Non_Water,Water,Forest
602,Water,Water,Water,Water,NULL
603,Water,Water,Water,Water,Grassland
604,Water,Water,Water,Water,Wetland
605,Water,Water,Water,Water,Lichens_and_Mosses
606,Water,Water,Water,Water,Bareland
607,Water,Water,Water,Water,Water
608,Water,Water,Water,Water,Forest
609,Water,Forest,NULL,Non_Wetland,Grassland
610,Water,Forest,NULL,Non_Wetland,Wetland
611,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
612,Water,Forest,NULL,Non_Wetland,Bareland
613,Water,Forest,NULL,Non_Wetland,Water
614,Water,Forest,NULL,Non_Wetland,Forest
615,Water,Forest,Non_Water,Non_Wetland,Grassland
616,Water,Forest,Non_Water,Non_Wetland,Wetland
617,Water,Forest,Non_Water,Non_Wetland,Water
618,Water,Forest,Non_Water,Non_Wetland,Forest
619,Water,Forest,Water,Non_Wetland,Grassland
620,Water,Forest,Water,Non_Wetland,Wetland
621,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
622,Water,Forest,Water,Non_Wetland,Water
623,Water,Forest,Water,Non_Wetland,Forest
624,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
625,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
626,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
627,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
628,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
629,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
630,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
631,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
632,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
633,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
634,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
636,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
637,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
638,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
639,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
640,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
643,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
644,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
645,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
646,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
647,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
648,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
649,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
650,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
651,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
652,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
653,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
654,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
655,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
656,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
657,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
658,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
659,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
660,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
661,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
662,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
664,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
665,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
666,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
667,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
668,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
669,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
670,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
671,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
672,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
673,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
674,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
675,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
676,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
677,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
678,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
679,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
680,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
681,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
682,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
683,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
684,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
685,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
686,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
687,Permanent_ice_and_snow,Water,NULL,Water,Grassland
688,Permanent_ice_and_snow,Water,NULL,Water,Wetland
689,Permanent_ice_and_snow,Water,NULL,Water,Water
690,Permanent_ice_and_snow,Water,NULL,Water,Forest
691,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
692,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
693,Permanent_ice_and_snow,Water,Water,Water,Grassland
694,Permanent_ice_and_snow,Water,Water,Water,Wetland
695,Permanent_ice_and_snow,Water,Water,Water,Water
696,Permanent_ice_and_snow,Water,Water,Water,Forest
697,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
698,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
703,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
704,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
705,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
706,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
707,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
708,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
709,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
710,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
711,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
712,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
713,Forest,NULL,NULL,Non_Wetland,NULL
714,Forest,NULL,NULL,Non_Wetland,Grassland
715,Forest,NULL,NULL,Non_Wetland,Wetland
716,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
717,Forest,NULL,NULL,Non_Wetland,Bareland
718,Forest,NULL,NULL,Non_Wetland,Built-up
719,Forest,NULL,NULL,Non_Wetland,Water
720,Forest,NULL,NULL,Non_Wetland,Forest
721,Forest,NULL,Non_Water,Non_Wetland,NULL
722,Forest,NULL,Non_Water,Non_Wetland,Grassland
723,Forest,NULL,Non_Water,Non_Wetland,Water
724,Forest,NULL,Non_Water,Non_Wetland,Forest
725,Forest,NULL,Water,Non_Wetland,Grassland
726,Forest,NULL,Water,Non_Wetland,Wetland
727,Forest,NULL,Water,Non_Wetland,Water
728,Forest,NULL,Water,Non_Wetland,Forest
729,Forest,Shrubland,NULL,Non_Wetland,NULL
730,Forest,Shrubland,NULL,Non_Wetland,Grassland
731,Forest,Shrubland,NULL,Non_Wetland,Wetland
732,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
733,Forest,Shrubland,NULL,Non_Wetland,Bareland
734,Forest,Shrubland,NULL,Non_Wetland,Built-up
735,Forest,Shrubland,NULL,Non_Wetland,Water
736,Forest,Shrubland,NULL,Non_Wetland,Forest
737,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
738,Forest,Shrubland,Non_Water,Non_Wetland,Forest
739,Forest,Shrubland,Water,Non_Wetland,Grassland
740,Forest,Shrubland,Water,Non_Wetland,Wetland
741,Forest,Shrubland,Water,Non_Wetland,Water
742,Forest,Shrubland,Water,Non_Wetland,Forest
743,Forest,Grassland,NULL,Non_Wetland,NULL
744,Forest,Grassland,NULL,Non_Wetland,Grassland
745,Forest,Grassland,NULL,Non_Wetland,Wetland
746,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
747,Forest,Grassland,NULL,Non_Wetland,Bareland
748,Forest,Grassland,NULL,Non_Wetland,Built-up
749,Forest,Grassland,NULL,Non_Wetland,Water
750,Forest,Grassland,NULL,Non_Wetland,Forest
751,Forest,Grassland,Non_Water,Non_Wetland,Grassland
752,Forest,Grassland,Non_Water,Non_Wetland,Water
753,Forest,Grassland,Non_Water,Non_Wetland,Forest
754,Forest,Grassland,Water,Non_Wetland,Grassland
755,Forest,Grassland,Water,Non_Wetland,Water
756,Forest,Grassland,Water,Non_Wetland,Forest
757,Forest,Cropland,NULL,Non_Wetland,NULL
758,Forest,Cropland,NULL,Non_Wetland,Grassland
759,Forest,Cropland,NULL,Non_Wetland,Wetland
760,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
761,Forest,Cropland,NULL,Non_Wetland,Bareland
762,Forest,Cropland,NULL,Non_Wetland,Built-up
763,Forest,Cropland,NULL,Non_Wetland,Water
764,Forest,Cropland,NULL,Non_Wetland,Forest
765,Forest,Cropland,Non_Water,Non_Wetland,Grassland
766,Forest,Cropland,Non_Water,Non_Wetland,Forest
767,Forest,Cropland,Water,Non_Wetland,Forest
768,Forest,Wetland,NULL,Wetland,NULL
769,Forest,Wetland,NULL,Wetland,Grassland
770,Forest,Wetland,NULL,Wetland,Wetland
771,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
772,Forest,Wetland,NULL,Wetland,Bareland
773,Forest,Wetland,NULL,Wetland,Water
774,Forest,Wetland,NULL,Wetland,Forest
775,Forest,Wetland,Non_Water,Wetland,Grassland
776,Forest,Wetland,Non_Water,Wetland,Wetland
777,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
778,Forest,Wetland,Non_Water,Wetland,Water
779,Forest,Wetland,Non_Water,Wetland,Forest
780,Forest,Wetland,Water,Wetland,Grassland
781,Forest,Wetland,Water,Wetland,Wetland
782,Forest,Wetland,Water,Wetland,Bareland
783,Forest,Wetland,Water,Wetland,Water
784,Forest,Wetland,Water,Wetland,Forest
785,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
786,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
787,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
788,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
789,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
790,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
791,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
792,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
793,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
794,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
795,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
796,Forest,Bareland,NULL,Non_Wetland,NULL
797,Forest,Bareland,NULL,Non_Wetland,Grassland
798,Forest,Bareland,NULL,Non_Wetland,Wetland
799,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
800,Forest,Bareland,NULL,Non_Wetland,Bareland
801,Forest,Bareland,NULL,Non_Wetland,Built-up
802,Forest,Bareland,NULL,Non_Wetland,Water
803,Forest,Bareland,NULL,Non_Wetland,Forest
804,Forest,Bareland,Non_Water,Non_Wetland,Grassland
805,Forest,Bareland,Non_Water,Non_Wetland,Wetland
806,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
807,Forest,Bareland,Non_Water,Non_Wetland,Bareland
808,Forest,Bareland,Non_Water,Non_Wetland,Water
809,Forest,Bareland,Non_Water,Non_Wetland,Forest
810,Forest,Bareland,Water,Non_Wetland,Grassland
811,Forest,Bareland,Water,Non_Wetland,Wetland
812,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
813,Forest,Bareland,Water,Non_Wetland,Bareland
814,Forest,Bareland,Water,Non_Wetland,Water
815,Forest,Bareland,Water,Non_Wetland,Forest
816,Forest,Built-up,NULL,Non_Wetland,Grassland
817,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
818,Forest,Built-up,NULL,Non_Wetland,Bareland
819,Forest,Built-up,NULL,Non_Wetland,Built-up
820,Forest,Built-up,NULL,Non_Wetland,Forest
821,Forest,Built-up,Non_Water,Non_Wetland,Grassland
822,Forest,Built-up,Non_Water,Non_Wetland,Bareland
823,Forest,Built-up,Non_Water,Non_Wetland,Forest
824,Forest,Built-up,Water,Non_Wetland,Grassland
825,Forest,Water,NULL,Water,Grassland
826,Forest,Water,NULL,Water,Wetland
827,Forest,Water,NULL,Water,Water
828,Forest,Water,NULL,Water,Forest
829,Forest,Water,Non_Water,Water,Grassland
830,Forest,Water,Non_Water,Water,Wetland
831,Forest,Water,Non_Water,Water,Water
832,Forest,Water,Non_Water,Water,Forest
833,Forest,Water,Water,Water,Grassland
834,Forest,Water,Water,Water,Wetland
835,Forest,Water,Water,Water,Water
836,Forest,Water,Water,Water,Forest
837,Forest,Forest,NULL,Non_Wetland,NULL
838,Forest,Forest,NULL,Non_Wetland,Grassland
839,Forest,Forest,NULL,Non_Wetland,Wetland
840,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
841,Forest,Forest,NULL,Non_Wetland,Bareland
842,Forest,Forest,NULL,Non_Wetland,Built-up
843,Forest,Forest,NULL,Non_Wetland,Water
844,Forest,Forest,NULL,Non_Wetland,Forest
845,Forest,Forest,Non_Water,Non_Wetland,NULL
846,Forest,Forest,Non_Water,Non_Wetland,Grassland
847,Forest,Forest,Non_Water,Non_Wetland,Wetland
848,Forest,Forest,Non_Water,Non_Wetland,Bareland
849,Forest,Forest,Non_Water,Non_Wetland,Water
850,Forest,Forest,Non_Water,Non_Wetland,Forest
851,Forest,Forest,Water,Non_Wetland,Grassland
852,Forest,Forest,Water,Non_Wetland,Wetland
853,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
854,Forest,Forest,Water,Non_Wetland,Water
855,Forest,Forest,Water,Non_Wetland,Forest
