Value,SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,SIBERIA_2024_WorldCover_2021_42WXB_M_R
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
421,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
422,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
423,NULL,Built-up,Wetland,NULL,Wetland,Grassland
424,NULL,Built-up,Wetland,NULL,Wetland,Wetland
425,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
426,NULL,Built-up,Wetland,NULL,Wetland,Bareland
427,NULL,Built-up,Wetland,NULL,Wetland,Built-up
428,NULL,Built-up,Wetland,NULL,Wetland,Water
429,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
430,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
431,NULL,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
432,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
433,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
434,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
435,NULL,Built-up,Wetland,Water,Wetland,Grassland
436,NULL,Built-up,Wetland,Water,Wetland,Wetland
437,NULL,Built-up,Wetland,Water,Wetland,Bareland
438,NULL,Built-up,Wetland,Water,Wetland,Built-up
439,NULL,Built-up,Wetland,Water,Wetland,Water
440,NULL,Built-up,Wetland,Water,Wetland,Forest
441,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
442,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
443,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
444,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
445,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
446,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
447,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
448,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
449,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
450,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
451,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
452,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
453,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
454,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
455,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
456,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
457,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
458,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
459,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
460,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
461,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
462,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
463,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
464,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
465,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
466,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
467,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
468,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
469,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
470,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
471,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
472,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
473,NULL,Built-up,Bareland,Water,Non_Wetland,Water
474,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
475,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
476,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
477,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
478,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
480,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
481,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
482,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
483,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
484,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
485,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
486,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
487,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
488,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland
489,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
490,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
491,NULL,Built-up,Built-up,Water,Non_Wetland,Water
492,NULL,Built-up,Water,NULL,Water,Grassland
493,NULL,Built-up,Water,NULL,Water,Wetland
494,NULL,Built-up,Water,NULL,Water,Bareland
495,NULL,Built-up,Water,NULL,Water,Built-up
496,NULL,Built-up,Water,NULL,Water,Water
497,NULL,Built-up,Water,Non_Water,Water,Grassland
498,NULL,Built-up,Water,Non_Water,Water,Bareland
499,NULL,Built-up,Water,Non_Water,Water,Built-up
500,NULL,Built-up,Water,Water,Water,Grassland
501,NULL,Built-up,Water,Water,Water,Wetland
502,NULL,Built-up,Water,Water,Water,Bareland
503,NULL,Built-up,Water,Water,Water,Built-up
504,NULL,Built-up,Water,Water,Water,Water
505,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
506,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
507,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
508,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
509,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
510,NULL,Built-up,Forest,NULL,Non_Wetland,Water
511,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
512,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
513,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
514,NULL,Built-up,Forest,Water,Non_Wetland,Lichens_and_Mosses
515,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
516,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
517,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
518,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
519,NULL,Water,Shrubland,NULL,Non_Wetland,Water
520,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
521,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
522,NULL,Water,Shrubland,Water,Non_Wetland,Water
523,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
524,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
525,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
526,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
527,NULL,Water,Grassland,NULL,Non_Wetland,Water
528,NULL,Water,Grassland,NULL,Non_Wetland,Forest
529,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
530,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
531,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
532,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
533,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
534,NULL,Water,Grassland,Water,Non_Wetland,Wetland
535,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
536,NULL,Water,Grassland,Water,Non_Wetland,Bareland
537,NULL,Water,Grassland,Water,Non_Wetland,Water
538,NULL,Water,Wetland,NULL,NULL,Grassland
539,NULL,Water,Wetland,NULL,NULL,Wetland
540,NULL,Water,Wetland,NULL,NULL,Lichens_and_Mosses
541,NULL,Water,Wetland,NULL,NULL,Bareland
542,NULL,Water,Wetland,NULL,NULL,Water
543,NULL,Water,Wetland,NULL,Wetland,Grassland
544,NULL,Water,Wetland,NULL,Wetland,Wetland
545,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
546,NULL,Water,Wetland,NULL,Wetland,Bareland
547,NULL,Water,Wetland,NULL,Wetland,Water
548,NULL,Water,Wetland,NULL,Wetland,Forest
549,NULL,Water,Wetland,Non_Water,NULL,Wetland
550,NULL,Water,Wetland,Non_Water,NULL,Bareland
551,NULL,Water,Wetland,Non_Water,NULL,Water
552,NULL,Water,Wetland,Non_Water,Wetland,Grassland
553,NULL,Water,Wetland,Non_Water,Wetland,Wetland
554,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
555,NULL,Water,Wetland,Non_Water,Wetland,Bareland
556,NULL,Water,Wetland,Non_Water,Wetland,Water
557,NULL,Water,Wetland,Non_Water,Wetland,Forest
558,NULL,Water,Wetland,Water,NULL,Grassland
559,NULL,Water,Wetland,Water,NULL,Wetland
560,NULL,Water,Wetland,Water,NULL,Lichens_and_Mosses
561,NULL,Water,Wetland,Water,NULL,Bareland
562,NULL,Water,Wetland,Water,NULL,Water
563,NULL,Water,Wetland,Water,Wetland,Grassland
564,NULL,Water,Wetland,Water,Wetland,Wetland
565,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
566,NULL,Water,Wetland,Water,Wetland,Bareland
567,NULL,Water,Wetland,Water,Wetland,Water
568,NULL,Water,Wetland,Water,Wetland,Forest
569,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
570,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
571,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
572,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
573,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
574,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
575,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
576,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
577,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
578,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
579,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
580,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
581,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
582,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
583,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
584,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
585,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
586,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
587,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
588,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
589,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
590,NULL,Water,Bareland,NULL,Non_Wetland,Water
591,NULL,Water,Bareland,NULL,Non_Wetland,Forest
592,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
593,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
594,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
595,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
596,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
597,NULL,Water,Bareland,Water,Non_Wetland,Grassland
598,NULL,Water,Bareland,Water,Non_Wetland,Wetland
599,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
600,NULL,Water,Bareland,Water,Non_Wetland,Bareland
601,NULL,Water,Bareland,Water,Non_Wetland,Built-up
602,NULL,Water,Bareland,Water,Non_Wetland,Water
603,NULL,Water,Bareland,Water,Non_Wetland,Forest
604,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
605,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
606,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
607,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
608,NULL,Water,Built-up,NULL,Non_Wetland,Water
609,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
610,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
611,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
612,NULL,Water,Built-up,Water,Non_Wetland,Wetland
613,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
614,NULL,Water,Built-up,Water,Non_Wetland,Bareland
615,NULL,Water,Built-up,Water,Non_Wetland,Water
616,NULL,Water,Water,NULL,NULL,Grassland
617,NULL,Water,Water,NULL,NULL,Wetland
618,NULL,Water,Water,NULL,NULL,Lichens_and_Mosses
619,NULL,Water,Water,NULL,NULL,Bareland
620,NULL,Water,Water,NULL,NULL,Water
621,NULL,Water,Water,NULL,Water,Grassland
622,NULL,Water,Water,NULL,Water,Wetland
623,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
624,NULL,Water,Water,NULL,Water,Bareland
625,NULL,Water,Water,NULL,Water,Water
626,NULL,Water,Water,NULL,Water,Forest
627,NULL,Water,Water,Non_Water,NULL,Wetland
628,NULL,Water,Water,Non_Water,NULL,Lichens_and_Mosses
629,NULL,Water,Water,Non_Water,NULL,Bareland
630,NULL,Water,Water,Non_Water,NULL,Water
631,NULL,Water,Water,Non_Water,Water,Grassland
632,NULL,Water,Water,Non_Water,Water,Wetland
633,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
634,NULL,Water,Water,Non_Water,Water,Bareland
635,NULL,Water,Water,Non_Water,Water,Water
636,NULL,Water,Water,Non_Water,Water,Forest
637,NULL,Water,Water,Water,NULL,Grassland
638,NULL,Water,Water,Water,NULL,Wetland
639,NULL,Water,Water,Water,NULL,Lichens_and_Mosses
640,NULL,Water,Water,Water,NULL,Bareland
641,NULL,Water,Water,Water,NULL,Water
642,NULL,Water,Water,Water,Water,Grassland
643,NULL,Water,Water,Water,Water,Wetland
644,NULL,Water,Water,Water,Water,Lichens_and_Mosses
645,NULL,Water,Water,Water,Water,Bareland
646,NULL,Water,Water,Water,Water,Water
647,NULL,Water,Water,Water,Water,Permanent_ice_and_snow
648,NULL,Water,Water,Water,Water,Forest
649,NULL,Water,Forest,NULL,Non_Wetland,Grassland
650,NULL,Water,Forest,NULL,Non_Wetland,Wetland
651,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
652,NULL,Water,Forest,NULL,Non_Wetland,Bareland
653,NULL,Water,Forest,NULL,Non_Wetland,Water
654,NULL,Water,Forest,NULL,Non_Wetland,Forest
655,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
656,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
657,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
658,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
659,NULL,Water,Forest,Non_Water,Non_Wetland,Water
660,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
661,NULL,Water,Forest,Water,Non_Wetland,Grassland
662,NULL,Water,Forest,Water,Non_Wetland,Wetland
663,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
664,NULL,Water,Forest,Water,Non_Wetland,Bareland
665,NULL,Water,Forest,Water,Non_Wetland,Water
666,NULL,Water,Forest,Water,Non_Wetland,Forest
667,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
668,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
669,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
670,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
671,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
672,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
673,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
674,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
675,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
676,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
677,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
678,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
679,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
680,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
681,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
682,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
683,NULL,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
684,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
685,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
686,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
687,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
688,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
689,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
690,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
691,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
692,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
693,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
694,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
695,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
696,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
697,NULL,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
698,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
699,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
700,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
701,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
702,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
703,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
704,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
705,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
706,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
707,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
708,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
709,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
710,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
711,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
712,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
713,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
714,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
715,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
716,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
717,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
718,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
719,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
720,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
721,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
722,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
723,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
724,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
725,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
726,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
727,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
728,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
729,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
730,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
731,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
732,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
733,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
734,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
735,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
736,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
737,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
738,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
739,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
740,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
741,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
742,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
743,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
744,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
745,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
746,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
747,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
748,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
749,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
750,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
751,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
752,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
753,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
754,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
755,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
756,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
757,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
758,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
759,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
760,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
761,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
762,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
763,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
764,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
765,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
766,NULL,Permanent_ice_and_snow,Water,Water,Water,Built-up
767,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
768,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
769,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
770,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
771,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
772,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
773,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
774,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
775,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
776,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
777,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
778,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
779,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
780,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
781,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
782,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
783,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
784,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
785,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
786,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
787,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
788,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
789,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
790,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
791,NULL,Forest,Grassland,NULL,Non_Wetland,Water
792,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
793,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
794,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
795,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
796,NULL,Forest,Wetland,NULL,Wetland,Grassland
797,NULL,Forest,Wetland,NULL,Wetland,Wetland
798,NULL,Forest,Wetland,NULL,Wetland,Water
799,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
800,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
801,NULL,Forest,Wetland,Non_Water,Wetland,Water
802,NULL,Forest,Wetland,Non_Water,Wetland,Forest
803,NULL,Forest,Wetland,Water,Wetland,Grassland
804,NULL,Forest,Wetland,Water,Wetland,Wetland
805,NULL,Forest,Wetland,Water,Wetland,Water
806,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
807,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
808,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
809,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
810,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
811,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
812,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
813,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
814,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
815,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
816,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
