Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXQ_M_R,SIBERIA_2024_WorldCover_2021_42VXQ_M_R
475,Bareland,Forest,NULL,Non_Wetland,Built-up
476,Bareland,Forest,NULL,Non_Wetland,Water
477,Bareland,Forest,NULL,Non_Wetland,Forest
478,Bareland,Forest,Non_Water,Non_Wetland,Bareland
479,Bareland,Forest,Non_Water,Non_Wetland,Forest
480,Bareland,Forest,Water,Non_Wetland,Bareland
481,Bareland,Forest,Water,Non_Wetland,Water
482,Bareland,Forest,Water,Non_Wetland,Forest
483,Built-up,NULL,NULL,Non_Wetland,Grassland
484,Built-up,NULL,NULL,Non_Wetland,Wetland
485,Built-up,NULL,NULL,Non_Wetland,Bareland
486,Built-up,NULL,NULL,Non_Wetland,Built-up
487,Built-up,NULL,NULL,Non_Wetland,Forest
488,Built-up,NULL,Water,Non_Wetland,Water
489,Built-up,Shrubland,NULL,Non_Wetland,Grassland
490,Built-up,Shrubland,NULL,Non_Wetland,Wetland
491,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
492,Built-up,Shrubland,NULL,Non_Wetland,Bareland
493,Built-up,Shrubland,NULL,Non_Wetland,Built-up
494,Built-up,Shrubland,NULL,Non_Wetland,Water
495,Built-up,Shrubland,NULL,Non_Wetland,Forest
496,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
497,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
498,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
499,Built-up,Shrubland,Non_Water,Non_Wetland,Water
500,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
501,Built-up,Shrubland,Water,Non_Wetland,Grassland
502,Built-up,Shrubland,Water,Non_Wetland,Water
503,Built-up,Shrubland,Water,Non_Wetland,Forest
504,Built-up,Grassland,NULL,Non_Wetland,NULL
505,Built-up,Grassland,NULL,Non_Wetland,Grassland
506,Built-up,Grassland,NULL,Non_Wetland,Wetland
507,Built-up,Grassland,NULL,Non_Wetland,Bareland
508,Built-up,Grassland,NULL,Non_Wetland,Forest
509,Built-up,Cropland,NULL,Non_Wetland,Grassland
510,Built-up,Cropland,NULL,Non_Wetland,Wetland
511,Built-up,Cropland,NULL,Non_Wetland,Bareland
512,Built-up,Wetland,NULL,Wetland,NULL
513,Built-up,Wetland,NULL,Wetland,Grassland
514,Built-up,Wetland,NULL,Wetland,Wetland
515,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
516,Built-up,Wetland,NULL,Wetland,Bareland
517,Built-up,Wetland,NULL,Wetland,Built-up
518,Built-up,Wetland,NULL,Wetland,Water
519,Built-up,Wetland,NULL,Wetland,Forest
520,Built-up,Wetland,Non_Water,Wetland,Wetland
521,Built-up,Wetland,Non_Water,Wetland,Water
522,Built-up,Wetland,Non_Water,Wetland,Forest
523,Built-up,Wetland,Water,Wetland,Grassland
524,Built-up,Wetland,Water,Wetland,Wetland
525,Built-up,Wetland,Water,Wetland,Bareland
526,Built-up,Wetland,Water,Wetland,Built-up
527,Built-up,Wetland,Water,Wetland,Water
528,Built-up,Wetland,Water,Wetland,Forest
529,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
530,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
531,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
532,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
533,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
534,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
535,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
536,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
537,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
538,Built-up,Bareland,NULL,Non_Wetland,NULL
539,Built-up,Bareland,NULL,Non_Wetland,Grassland
540,Built-up,Bareland,NULL,Non_Wetland,Cropland
541,Built-up,Bareland,NULL,Non_Wetland,Wetland
542,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
543,Built-up,Bareland,NULL,Non_Wetland,Bareland
544,Built-up,Bareland,NULL,Non_Wetland,Built-up
545,Built-up,Bareland,NULL,Non_Wetland,Water
546,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
547,Built-up,Bareland,NULL,Non_Wetland,Forest
548,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
549,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
550,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
551,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
552,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
553,Built-up,Bareland,Non_Water,Non_Wetland,Water
554,Built-up,Bareland,Non_Water,Non_Wetland,Forest
555,Built-up,Bareland,Water,Non_Wetland,Grassland
556,Built-up,Bareland,Water,Non_Wetland,Wetland
557,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
558,Built-up,Bareland,Water,Non_Wetland,Bareland
559,Built-up,Bareland,Water,Non_Wetland,Built-up
560,Built-up,Bareland,Water,Non_Wetland,Water
561,Built-up,Bareland,Water,Non_Wetland,Forest
562,Built-up,Built-up,NULL,Non_Wetland,Grassland
563,Built-up,Built-up,NULL,Non_Wetland,Wetland
564,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
565,Built-up,Built-up,NULL,Non_Wetland,Bareland
566,Built-up,Built-up,NULL,Non_Wetland,Built-up
567,Built-up,Built-up,NULL,Non_Wetland,Water
568,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
569,Built-up,Built-up,NULL,Non_Wetland,Forest
570,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
571,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
572,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
573,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
574,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
575,Built-up,Built-up,Non_Water,Non_Wetland,Forest
576,Built-up,Built-up,Water,Non_Wetland,Grassland
577,Built-up,Built-up,Water,Non_Wetland,Wetland
578,Built-up,Built-up,Water,Non_Wetland,Bareland
579,Built-up,Built-up,Water,Non_Wetland,Built-up
580,Built-up,Built-up,Water,Non_Wetland,Water
581,Built-up,Built-up,Water,Non_Wetland,Forest
582,Built-up,Water,NULL,Water,Wetland
583,Built-up,Water,NULL,Water,Bareland
584,Built-up,Water,NULL,Water,Water
585,Built-up,Water,NULL,Water,Forest
586,Built-up,Water,Non_Water,Water,Bareland
587,Built-up,Water,Non_Water,Water,Water
588,Built-up,Water,Water,Water,Grassland
589,Built-up,Water,Water,Water,Wetland
590,Built-up,Water,Water,Water,Bareland
591,Built-up,Water,Water,Water,Water
592,Built-up,Water,Water,Water,Forest
593,Built-up,Forest,NULL,Non_Wetland,NULL
594,Built-up,Forest,NULL,Non_Wetland,Grassland
595,Built-up,Forest,NULL,Non_Wetland,Wetland
596,Built-up,Forest,NULL,Non_Wetland,Bareland
597,Built-up,Forest,NULL,Non_Wetland,Built-up
598,Built-up,Forest,NULL,Non_Wetland,Water
599,Built-up,Forest,NULL,Non_Wetland,Forest
600,Built-up,Forest,Non_Water,Non_Wetland,Grassland
601,Built-up,Forest,Non_Water,Non_Wetland,Wetland
602,Built-up,Forest,Non_Water,Non_Wetland,Bareland
603,Built-up,Forest,Non_Water,Non_Wetland,Built-up
604,Built-up,Forest,Non_Water,Non_Wetland,Forest
605,Built-up,Forest,Water,Non_Wetland,Wetland
606,Built-up,Forest,Water,Non_Wetland,Water
607,Built-up,Forest,Water,Non_Wetland,Forest
608,Water,NULL,NULL,Non_Wetland,Grassland
609,Water,NULL,NULL,Non_Wetland,Wetland
610,Water,NULL,NULL,Non_Wetland,Bareland
611,Water,NULL,NULL,Non_Wetland,Water
612,Water,NULL,NULL,Non_Wetland,Forest
613,Water,NULL,Non_Water,Non_Wetland,Wetland
614,Water,NULL,Non_Water,Non_Wetland,Water
615,Water,NULL,Non_Water,Non_Wetland,Forest
616,Water,NULL,Water,Non_Wetland,Wetland
617,Water,NULL,Water,Non_Wetland,Water
618,Water,NULL,Water,Non_Wetland,Forest
619,Water,Shrubland,NULL,Non_Wetland,Grassland
620,Water,Shrubland,NULL,Non_Wetland,Wetland
621,Water,Shrubland,NULL,Non_Wetland,Bareland
622,Water,Shrubland,NULL,Non_Wetland,Built-up
623,Water,Shrubland,NULL,Non_Wetland,Water
624,Water,Shrubland,NULL,Non_Wetland,Forest
625,Water,Shrubland,Non_Water,Non_Wetland,Wetland
626,Water,Shrubland,Non_Water,Non_Wetland,Water
627,Water,Shrubland,Non_Water,Non_Wetland,Forest
628,Water,Shrubland,Water,Non_Wetland,Wetland
629,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
630,Water,Shrubland,Water,Non_Wetland,Bareland
631,Water,Shrubland,Water,Non_Wetland,Water
632,Water,Shrubland,Water,Non_Wetland,Forest
633,Water,Grassland,NULL,Non_Wetland,Wetland
634,Water,Grassland,Water,Non_Wetland,Forest
635,Water,Wetland,NULL,Wetland,NULL
636,Water,Wetland,NULL,Wetland,Grassland
637,Water,Wetland,NULL,Wetland,Wetland
638,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
639,Water,Wetland,NULL,Wetland,Bareland
640,Water,Wetland,NULL,Wetland,Water
641,Water,Wetland,NULL,Wetland,Forest
642,Water,Wetland,Non_Water,Wetland,Grassland
643,Water,Wetland,Non_Water,Wetland,Wetland
644,Water,Wetland,Non_Water,Wetland,Water
645,Water,Wetland,Non_Water,Wetland,Forest
646,Water,Wetland,Water,Wetland,NULL
647,Water,Wetland,Water,Wetland,Grassland
648,Water,Wetland,Water,Wetland,Wetland
649,Water,Wetland,Water,Wetland,Lichens_and_Mosses
650,Water,Wetland,Water,Wetland,Bareland
651,Water,Wetland,Water,Wetland,Water
652,Water,Wetland,Water,Wetland,Forest
653,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
654,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
655,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
656,Water,Bareland,NULL,Non_Wetland,NULL
657,Water,Bareland,NULL,Non_Wetland,Grassland
658,Water,Bareland,NULL,Non_Wetland,Wetland
659,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
660,Water,Bareland,NULL,Non_Wetland,Bareland
661,Water,Bareland,NULL,Non_Wetland,Built-up
662,Water,Bareland,NULL,Non_Wetland,Water
663,Water,Bareland,NULL,Non_Wetland,Forest
664,Water,Bareland,Non_Water,Non_Wetland,Grassland
665,Water,Bareland,Non_Water,Non_Wetland,Wetland
666,Water,Bareland,Non_Water,Non_Wetland,Bareland
667,Water,Bareland,Non_Water,Non_Wetland,Water
668,Water,Bareland,Non_Water,Non_Wetland,Forest
669,Water,Bareland,Water,Non_Wetland,NULL
670,Water,Bareland,Water,Non_Wetland,Grassland
671,Water,Bareland,Water,Non_Wetland,Wetland
672,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
673,Water,Bareland,Water,Non_Wetland,Bareland
674,Water,Bareland,Water,Non_Wetland,Water
675,Water,Bareland,Water,Non_Wetland,Forest
676,Water,Built-up,NULL,Non_Wetland,Wetland
677,Water,Built-up,NULL,Non_Wetland,Bareland
678,Water,Built-up,NULL,Non_Wetland,Built-up
679,Water,Built-up,NULL,Non_Wetland,Water
680,Water,Built-up,NULL,Non_Wetland,Forest
681,Water,Built-up,Non_Water,Non_Wetland,Water
682,Water,Built-up,Water,Non_Wetland,Grassland
683,Water,Built-up,Water,Non_Wetland,Water
684,Water,Water,NULL,Water,NULL
685,Water,Water,NULL,Water,Grassland
686,Water,Water,NULL,Water,Wetland
687,Water,Water,NULL,Water,Lichens_and_Mosses
688,Water,Water,NULL,Water,Bareland
689,Water,Water,NULL,Water,Water
690,Water,Water,NULL,Water,Forest
691,Water,Water,Non_Water,Water,Grassland
692,Water,Water,Non_Water,Water,Wetland
693,Water,Water,Non_Water,Water,Bareland
694,Water,Water,Non_Water,Water,Water
695,Water,Water,Non_Water,Water,Forest
696,Water,Water,Water,Water,NULL
697,Water,Water,Water,Water,Grassland
698,Water,Water,Water,Water,Wetland
699,Water,Water,Water,Water,Lichens_and_Mosses
700,Water,Water,Water,Water,Bareland
701,Water,Water,Water,Water,Water
702,Water,Water,Water,Water,Permanent_ice_and_snow
703,Water,Water,Water,Water,Forest
704,Water,Forest,NULL,Non_Wetland,NULL
705,Water,Forest,NULL,Non_Wetland,Grassland
706,Water,Forest,NULL,Non_Wetland,Wetland
707,Water,Forest,NULL,Non_Wetland,Bareland
708,Water,Forest,NULL,Non_Wetland,Water
709,Water,Forest,NULL,Non_Wetland,Forest
710,Water,Forest,Non_Water,Non_Wetland,Grassland
711,Water,Forest,Non_Water,Non_Wetland,Wetland
712,Water,Forest,Non_Water,Non_Wetland,Water
713,Water,Forest,Non_Water,Non_Wetland,Forest
714,Water,Forest,Water,Non_Wetland,NULL
715,Water,Forest,Water,Non_Wetland,Grassland
716,Water,Forest,Water,Non_Wetland,Wetland
717,Water,Forest,Water,Non_Wetland,Bareland
718,Water,Forest,Water,Non_Wetland,Water
719,Water,Forest,Water,Non_Wetland,Forest
720,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
721,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
722,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
723,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
724,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
725,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
726,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
727,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
728,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
729,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
730,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
731,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
732,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
733,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
734,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
735,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
736,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
737,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
738,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
739,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
740,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
741,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
742,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
743,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
744,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
745,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
746,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
747,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
748,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
749,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
750,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
751,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
752,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
753,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
754,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
755,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
756,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
757,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
758,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
759,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
760,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
761,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
762,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
763,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
764,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
765,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
766,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
767,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
768,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
769,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
770,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
771,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
772,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
773,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
774,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
775,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
776,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
777,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
778,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
780,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
781,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
782,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
783,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
784,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
785,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
786,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
787,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
788,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
789,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
790,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
791,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
792,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
793,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
794,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
795,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
796,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
797,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
798,Permanent_ice_and_snow,Water,NULL,Water,Grassland
799,Permanent_ice_and_snow,Water,NULL,Water,Wetland
800,Permanent_ice_and_snow,Water,NULL,Water,Bareland
801,Permanent_ice_and_snow,Water,NULL,Water,Water
802,Permanent_ice_and_snow,Water,NULL,Water,Forest
803,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
804,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
805,Permanent_ice_and_snow,Water,Non_Water,Water,Water
806,Permanent_ice_and_snow,Water,Water,Water,Grassland
807,Permanent_ice_and_snow,Water,Water,Water,Wetland
808,Permanent_ice_and_snow,Water,Water,Water,Bareland
809,Permanent_ice_and_snow,Water,Water,Water,Built-up
810,Permanent_ice_and_snow,Water,Water,Water,Water
811,Permanent_ice_and_snow,Water,Water,Water,Forest
812,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
813,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
814,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
815,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
816,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
817,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
818,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
819,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
820,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
821,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
822,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
823,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
824,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
825,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
826,Forest,NULL,NULL,Non_Wetland,NULL
827,Forest,NULL,NULL,Non_Wetland,Grassland
828,Forest,NULL,NULL,Non_Wetland,Wetland
829,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
830,Forest,NULL,NULL,Non_Wetland,Bareland
831,Forest,NULL,NULL,Non_Wetland,Built-up
832,Forest,NULL,NULL,Non_Wetland,Water
833,Forest,NULL,NULL,Non_Wetland,Forest
834,Forest,NULL,Non_Water,Non_Wetland,Grassland
835,Forest,NULL,Non_Water,Non_Wetland,Wetland
836,Forest,NULL,Non_Water,Non_Wetland,Water
837,Forest,NULL,Non_Water,Non_Wetland,Forest
838,Forest,NULL,Water,Non_Wetland,Grassland
839,Forest,NULL,Water,Non_Wetland,Wetland
840,Forest,NULL,Water,Non_Wetland,Water
841,Forest,NULL,Water,Non_Wetland,Forest
842,Forest,Shrubland,NULL,Non_Wetland,Grassland
843,Forest,Shrubland,NULL,Non_Wetland,Wetland
844,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
845,Forest,Shrubland,NULL,Non_Wetland,Bareland
846,Forest,Shrubland,NULL,Non_Wetland,Built-up
847,Forest,Shrubland,NULL,Non_Wetland,Water
848,Forest,Shrubland,NULL,Non_Wetland,Forest
849,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
850,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
851,Forest,Shrubland,Non_Water,Non_Wetland,Water
852,Forest,Shrubland,Non_Water,Non_Wetland,Forest
853,Forest,Shrubland,Water,Non_Wetland,Wetland
854,Forest,Shrubland,Water,Non_Wetland,Water
855,Forest,Shrubland,Water,Non_Wetland,Forest
856,Forest,Grassland,NULL,Non_Wetland,NULL
857,Forest,Grassland,NULL,Non_Wetland,Grassland
858,Forest,Grassland,NULL,Non_Wetland,Wetland
859,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
860,Forest,Grassland,NULL,Non_Wetland,Built-up
861,Forest,Grassland,NULL,Non_Wetland,Forest
862,Forest,Grassland,Non_Water,Non_Wetland,Grassland
863,Forest,Cropland,NULL,Non_Wetland,Grassland
864,Forest,Cropland,NULL,Non_Wetland,Bareland
865,Forest,Cropland,NULL,Non_Wetland,Forest
866,Forest,Wetland,NULL,Wetland,NULL
867,Forest,Wetland,NULL,Wetland,Grassland
868,Forest,Wetland,NULL,Wetland,Wetland
869,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
870,Forest,Wetland,NULL,Wetland,Bareland
871,Forest,Wetland,NULL,Wetland,Built-up
872,Forest,Wetland,NULL,Wetland,Water
873,Forest,Wetland,NULL,Wetland,Forest
874,Forest,Wetland,Non_Water,Wetland,Grassland
875,Forest,Wetland,Non_Water,Wetland,Wetland
876,Forest,Wetland,Non_Water,Wetland,Water
877,Forest,Wetland,Non_Water,Wetland,Forest
878,Forest,Wetland,Water,Wetland,NULL
879,Forest,Wetland,Water,Wetland,Grassland
880,Forest,Wetland,Water,Wetland,Wetland
881,Forest,Wetland,Water,Wetland,Water
882,Forest,Wetland,Water,Wetland,Forest
883,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
884,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
885,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
886,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
887,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
888,Forest,Bareland,NULL,Non_Wetland,NULL
889,Forest,Bareland,NULL,Non_Wetland,Grassland
890,Forest,Bareland,NULL,Non_Wetland,Wetland
891,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
892,Forest,Bareland,NULL,Non_Wetland,Bareland
893,Forest,Bareland,NULL,Non_Wetland,Built-up
894,Forest,Bareland,NULL,Non_Wetland,Water
895,Forest,Bareland,NULL,Non_Wetland,Forest
896,Forest,Bareland,Non_Water,Non_Wetland,Grassland
897,Forest,Bareland,Non_Water,Non_Wetland,Wetland
898,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
899,Forest,Bareland,Non_Water,Non_Wetland,Bareland
900,Forest,Bareland,Non_Water,Non_Wetland,Water
901,Forest,Bareland,Non_Water,Non_Wetland,Forest
902,Forest,Bareland,Water,Non_Wetland,Grassland
903,Forest,Bareland,Water,Non_Wetland,Wetland
904,Forest,Bareland,Water,Non_Wetland,Bareland
905,Forest,Bareland,Water,Non_Wetland,Water
906,Forest,Bareland,Water,Non_Wetland,Forest
907,Forest,Built-up,NULL,Non_Wetland,Grassland
908,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
909,Forest,Built-up,NULL,Non_Wetland,Bareland
910,Forest,Built-up,NULL,Non_Wetland,Built-up
911,Forest,Built-up,NULL,Non_Wetland,Forest
912,Forest,Built-up,Water,Non_Wetland,Bareland
913,Forest,Water,NULL,Water,Grassland
914,Forest,Water,NULL,Water,Wetland
915,Forest,Water,NULL,Water,Lichens_and_Mosses
916,Forest,Water,NULL,Water,Water
917,Forest,Water,NULL,Water,Forest
918,Forest,Water,Non_Water,Water,Wetland
919,Forest,Water,Non_Water,Water,Water
920,Forest,Water,Non_Water,Water,Forest
921,Forest,Water,Water,Water,Grassland
922,Forest,Water,Water,Water,Wetland
923,Forest,Water,Water,Water,Water
924,Forest,Water,Water,Water,Forest
925,Forest,Forest,NULL,Non_Wetland,NULL
926,Forest,Forest,NULL,Non_Wetland,Grassland
927,Forest,Forest,NULL,Non_Wetland,Wetland
928,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
929,Forest,Forest,NULL,Non_Wetland,Bareland
930,Forest,Forest,NULL,Non_Wetland,Built-up
931,Forest,Forest,NULL,Non_Wetland,Water
932,Forest,Forest,NULL,Non_Wetland,Forest
933,Forest,Forest,Non_Water,Non_Wetland,Grassland
934,Forest,Forest,Non_Water,Non_Wetland,Wetland
935,Forest,Forest,Non_Water,Non_Wetland,Water
936,Forest,Forest,Non_Water,Non_Wetland,Forest
937,Forest,Forest,Water,Non_Wetland,Grassland
938,Forest,Forest,Water,Non_Wetland,Wetland
939,Forest,Forest,Water,Non_Wetland,Water
940,Forest,Forest,Water,Non_Wetland,Forest
