Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WER_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WER_M_R,SIBERIA_2024_GSW_Yearly_2021_43WER_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WER_M_R,SIBERIA_2024_WorldCover_2021_43WER_M_R
925,Forest,Wetland,NULL,Wetland,Wetland
926,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
927,Forest,Wetland,NULL,Wetland,Bareland
928,Forest,Wetland,NULL,Wetland,Water
929,Forest,Wetland,NULL,Wetland,Forest
930,Forest,Wetland,Non_Water,Wetland,Grassland
931,Forest,Wetland,Non_Water,Wetland,Wetland
932,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
933,Forest,Wetland,Non_Water,Wetland,Bareland
934,Forest,Wetland,Non_Water,Wetland,Water
935,Forest,Wetland,Non_Water,Wetland,Forest
936,Forest,Wetland,Water,Wetland,Grassland
937,Forest,Wetland,Water,Wetland,Wetland
938,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
939,Forest,Wetland,Water,Wetland,Water
940,Forest,Wetland,Water,Wetland,Forest
941,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
942,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
943,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
944,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
945,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
946,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
947,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
948,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
949,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
950,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
951,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
952,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
953,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
954,Forest,Bareland,NULL,Non_Wetland,Grassland
955,Forest,Bareland,NULL,Non_Wetland,Wetland
956,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
957,Forest,Bareland,NULL,Non_Wetland,Bareland
958,Forest,Bareland,NULL,Non_Wetland,Built-up
959,Forest,Bareland,NULL,Non_Wetland,Water
960,Forest,Bareland,NULL,Non_Wetland,Forest
961,Forest,Bareland,Non_Water,Non_Wetland,Grassland
962,Forest,Bareland,Non_Water,Non_Wetland,Wetland
963,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
964,Forest,Bareland,Non_Water,Non_Wetland,Bareland
965,Forest,Bareland,Non_Water,Non_Wetland,Water
966,Forest,Bareland,Non_Water,Non_Wetland,Forest
967,Forest,Bareland,Water,Non_Wetland,Grassland
968,Forest,Bareland,Water,Non_Wetland,Wetland
969,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
970,Forest,Bareland,Water,Non_Wetland,Bareland
971,Forest,Bareland,Water,Non_Wetland,Water
972,Forest,Bareland,Water,Non_Wetland,Forest
973,Forest,Built-up,NULL,Non_Wetland,Grassland
974,Forest,Built-up,NULL,Non_Wetland,Wetland
975,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
976,Forest,Built-up,NULL,Non_Wetland,Bareland
977,Forest,Built-up,NULL,Non_Wetland,Forest
978,Forest,Built-up,Non_Water,Non_Wetland,Grassland
979,Forest,Built-up,Non_Water,Non_Wetland,Wetland
980,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
981,Forest,Built-up,Non_Water,Non_Wetland,Forest
982,Forest,Built-up,Water,Non_Wetland,Forest
983,Forest,Water,NULL,Water,Grassland
984,Forest,Water,NULL,Water,Wetland
985,Forest,Water,NULL,Water,Forest
986,Forest,Water,Non_Water,Water,Grassland
987,Forest,Water,Non_Water,Water,Wetland
988,Forest,Water,Non_Water,Water,Lichens_and_Mosses
989,Forest,Water,Water,Water,Grassland
990,Forest,Water,Water,Water,Wetland
991,Forest,Water,Water,Water,Lichens_and_Mosses
992,Forest,Water,Water,Water,Water
993,Forest,Forest,NULL,Non_Wetland,Grassland
994,Forest,Forest,NULL,Non_Wetland,Wetland
995,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
996,Forest,Forest,NULL,Non_Wetland,Bareland
997,Forest,Forest,NULL,Non_Wetland,Water
998,Forest,Forest,NULL,Non_Wetland,Forest
999,Forest,Forest,Non_Water,Non_Wetland,Grassland
1000,Forest,Forest,Non_Water,Non_Wetland,Wetland
1001,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1002,Forest,Forest,Non_Water,Non_Wetland,Bareland
1003,Forest,Forest,Non_Water,Non_Wetland,Water
1004,Forest,Forest,Non_Water,Non_Wetland,Forest
1005,Forest,Forest,Water,Non_Wetland,Grassland
1006,Forest,Forest,Water,Non_Wetland,Wetland
1007,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1008,Forest,Forest,Water,Non_Wetland,Bareland
1009,Forest,Forest,Water,Non_Wetland,Water
1010,Forest,Forest,Water,Non_Wetland,Forest
