Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45VWH_M_R,SIBERIA_2024_GLC_FCS30D_2022_45VWH_M_R,SIBERIA_2024_GSW_Yearly_2021_45VWH_M_R,SIBERIA_2024_GWL_FCS30D_2022_45VWH_M_R,SIBERIA_2024_WorldCover_2021_45VWH_M_R
484,Water,Wetland,NULL,Wetland,Bareland
485,Water,Wetland,NULL,Wetland,Water
486,Water,Wetland,NULL,Wetland,Forest
487,Water,Wetland,Non_Water,Wetland,Wetland
488,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
489,Water,Wetland,Non_Water,Wetland,Bareland
490,Water,Wetland,Non_Water,Wetland,Water
491,Water,Wetland,Non_Water,Wetland,Forest
492,Water,Wetland,Water,Wetland,Grassland
493,Water,Wetland,Water,Wetland,Wetland
494,Water,Wetland,Water,Wetland,Lichens_and_Mosses
495,Water,Wetland,Water,Wetland,Bareland
496,Water,Wetland,Water,Wetland,Water
497,Water,Wetland,Water,Wetland,Forest
498,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
499,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
500,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
501,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
502,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
503,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
504,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
505,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
506,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
507,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
508,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
509,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
510,Water,Bareland,NULL,Non_Wetland,Grassland
511,Water,Bareland,NULL,Non_Wetland,Wetland
512,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
513,Water,Bareland,NULL,Non_Wetland,Bareland
514,Water,Bareland,NULL,Non_Wetland,Built-up
515,Water,Bareland,NULL,Non_Wetland,Water
516,Water,Bareland,NULL,Non_Wetland,Forest
517,Water,Bareland,Non_Water,Non_Wetland,Grassland
518,Water,Bareland,Non_Water,Non_Wetland,Wetland
519,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
520,Water,Bareland,Non_Water,Non_Wetland,Bareland
521,Water,Bareland,Non_Water,Non_Wetland,Water
522,Water,Bareland,Non_Water,Non_Wetland,Forest
523,Water,Bareland,Water,Non_Wetland,Grassland
524,Water,Bareland,Water,Non_Wetland,Wetland
525,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
526,Water,Bareland,Water,Non_Wetland,Bareland
527,Water,Bareland,Water,Non_Wetland,Built-up
528,Water,Bareland,Water,Non_Wetland,Water
529,Water,Bareland,Water,Non_Wetland,Forest
530,Water,Built-up,NULL,Non_Wetland,Grassland
531,Water,Built-up,NULL,Non_Wetland,Wetland
532,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
533,Water,Built-up,NULL,Non_Wetland,Bareland
534,Water,Built-up,NULL,Non_Wetland,Built-up
535,Water,Built-up,NULL,Non_Wetland,Water
536,Water,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
537,Water,Built-up,NULL,Non_Wetland,Forest
538,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
539,Water,Built-up,Non_Water,Non_Wetland,Water
540,Water,Built-up,Non_Water,Non_Wetland,Forest
541,Water,Built-up,Water,Non_Wetland,Grassland
542,Water,Built-up,Water,Non_Wetland,Wetland
543,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
544,Water,Built-up,Water,Non_Wetland,Bareland
545,Water,Built-up,Water,Non_Wetland,Water
546,Water,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
547,Water,Built-up,Water,Non_Wetland,Forest
548,Water,Water,NULL,Water,Grassland
549,Water,Water,NULL,Water,Wetland
550,Water,Water,NULL,Water,Lichens_and_Mosses
551,Water,Water,NULL,Water,Bareland
552,Water,Water,NULL,Water,Water
553,Water,Water,NULL,Water,Forest
554,Water,Water,Non_Water,Water,Grassland
555,Water,Water,Non_Water,Water,Wetland
556,Water,Water,Non_Water,Water,Lichens_and_Mosses
557,Water,Water,Non_Water,Water,Bareland
558,Water,Water,Non_Water,Water,Water
559,Water,Water,Non_Water,Water,Forest
560,Water,Water,Water,Water,Grassland
561,Water,Water,Water,Water,Wetland
562,Water,Water,Water,Water,Lichens_and_Mosses
563,Water,Water,Water,Water,Bareland
564,Water,Water,Water,Water,Built-up
565,Water,Water,Water,Water,Water
566,Water,Water,Water,Water,Forest
567,Water,Forest,NULL,Non_Wetland,Grassland
568,Water,Forest,NULL,Non_Wetland,Cropland
569,Water,Forest,NULL,Non_Wetland,Wetland
570,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
571,Water,Forest,NULL,Non_Wetland,Bareland
572,Water,Forest,NULL,Non_Wetland,Built-up
573,Water,Forest,NULL,Non_Wetland,Water
574,Water,Forest,NULL,Non_Wetland,Forest
575,Water,Forest,Non_Water,Non_Wetland,Grassland
576,Water,Forest,Non_Water,Non_Wetland,Wetland
577,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
578,Water,Forest,Non_Water,Non_Wetland,Water
579,Water,Forest,Non_Water,Non_Wetland,Forest
580,Water,Forest,Water,Non_Wetland,Grassland
581,Water,Forest,Water,Non_Wetland,Wetland
582,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
583,Water,Forest,Water,Non_Wetland,Bareland
584,Water,Forest,Water,Non_Wetland,Water
585,Water,Forest,Water,Non_Wetland,Forest
586,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
587,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
588,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
589,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
590,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
591,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
592,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
593,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
594,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
595,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
597,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
598,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
599,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
600,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
601,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
602,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
603,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
604,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
605,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
606,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
607,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
608,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
609,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
610,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
611,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
612,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
613,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
614,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
615,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
616,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
617,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
618,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
619,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
620,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
621,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
622,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
623,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
624,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
625,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
626,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
627,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
628,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
629,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
630,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
631,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
632,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
633,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
634,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
635,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
636,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
637,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
638,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
639,Permanent_ice_and_snow,Water,NULL,Water,Grassland
640,Permanent_ice_and_snow,Water,NULL,Water,Wetland
641,Permanent_ice_and_snow,Water,NULL,Water,Bareland
642,Permanent_ice_and_snow,Water,NULL,Water,Water
643,Permanent_ice_and_snow,Water,NULL,Water,Forest
644,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
645,Permanent_ice_and_snow,Water,Water,Water,Grassland
646,Permanent_ice_and_snow,Water,Water,Water,Wetland
647,Permanent_ice_and_snow,Water,Water,Water,Water
648,Permanent_ice_and_snow,Water,Water,Water,Forest
649,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
651,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
652,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
653,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
654,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
655,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
657,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
658,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
659,Forest,NULL,NULL,Non_Wetland,NULL
660,Forest,NULL,NULL,Non_Wetland,Grassland
661,Forest,NULL,NULL,Non_Wetland,Wetland
662,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
663,Forest,NULL,NULL,Non_Wetland,Bareland
664,Forest,NULL,NULL,Non_Wetland,Water
665,Forest,NULL,NULL,Non_Wetland,Forest
666,Forest,NULL,Non_Water,Non_Wetland,Grassland
667,Forest,NULL,Non_Water,Non_Wetland,Wetland
668,Forest,NULL,Non_Water,Non_Wetland,Water
669,Forest,NULL,Non_Water,Non_Wetland,Forest
670,Forest,NULL,Water,Non_Wetland,Grassland
671,Forest,NULL,Water,Non_Wetland,Wetland
672,Forest,NULL,Water,Non_Wetland,Water
673,Forest,NULL,Water,Non_Wetland,Forest
674,Forest,Shrubland,NULL,Non_Wetland,NULL
675,Forest,Shrubland,NULL,Non_Wetland,Grassland
676,Forest,Shrubland,NULL,Non_Wetland,Wetland
677,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
678,Forest,Shrubland,NULL,Non_Wetland,Bareland
679,Forest,Shrubland,NULL,Non_Wetland,Water
680,Forest,Shrubland,NULL,Non_Wetland,Forest
681,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
682,Forest,Shrubland,Non_Water,Non_Wetland,Forest
683,Forest,Shrubland,Water,Non_Wetland,Grassland
684,Forest,Shrubland,Water,Non_Wetland,Wetland
685,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
686,Forest,Shrubland,Water,Non_Wetland,Bareland
687,Forest,Shrubland,Water,Non_Wetland,Water
688,Forest,Shrubland,Water,Non_Wetland,Forest
689,Forest,Grassland,NULL,Non_Wetland,NULL
690,Forest,Grassland,NULL,Non_Wetland,Grassland
691,Forest,Grassland,NULL,Non_Wetland,Cropland
692,Forest,Grassland,NULL,Non_Wetland,Wetland
693,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
694,Forest,Grassland,NULL,Non_Wetland,Bareland
695,Forest,Grassland,NULL,Non_Wetland,Forest
696,Forest,Grassland,Non_Water,Non_Wetland,Grassland
697,Forest,Grassland,Non_Water,Non_Wetland,Forest
698,Forest,Grassland,Water,Non_Wetland,Grassland
699,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
700,Forest,Grassland,Water,Non_Wetland,Bareland
701,Forest,Grassland,Water,Non_Wetland,Forest
702,Forest,Cropland,NULL,Non_Wetland,NULL
703,Forest,Cropland,NULL,Non_Wetland,Grassland
704,Forest,Cropland,NULL,Non_Wetland,Forest
705,Forest,Wetland,NULL,Wetland,NULL
706,Forest,Wetland,NULL,Wetland,Grassland
707,Forest,Wetland,NULL,Wetland,Wetland
708,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
709,Forest,Wetland,NULL,Wetland,Bareland
710,Forest,Wetland,NULL,Wetland,Water
711,Forest,Wetland,NULL,Wetland,Forest
712,Forest,Wetland,Non_Water,Wetland,Grassland
713,Forest,Wetland,Non_Water,Wetland,Wetland
714,Forest,Wetland,Non_Water,Wetland,Water
715,Forest,Wetland,Non_Water,Wetland,Forest
716,Forest,Wetland,Water,Wetland,Grassland
717,Forest,Wetland,Water,Wetland,Wetland
718,Forest,Wetland,Water,Wetland,Bareland
719,Forest,Wetland,Water,Wetland,Water
720,Forest,Wetland,Water,Wetland,Forest
721,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
722,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
723,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
724,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
725,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
726,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
727,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
728,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
729,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
730,Forest,Bareland,NULL,Non_Wetland,NULL
731,Forest,Bareland,NULL,Non_Wetland,Grassland
732,Forest,Bareland,NULL,Non_Wetland,Wetland
733,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
734,Forest,Bareland,NULL,Non_Wetland,Bareland
735,Forest,Bareland,NULL,Non_Wetland,Built-up
736,Forest,Bareland,NULL,Non_Wetland,Water
737,Forest,Bareland,NULL,Non_Wetland,Forest
738,Forest,Bareland,Non_Water,Non_Wetland,Grassland
739,Forest,Bareland,Non_Water,Non_Wetland,Wetland
740,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
741,Forest,Bareland,Non_Water,Non_Wetland,Water
742,Forest,Bareland,Non_Water,Non_Wetland,Forest
743,Forest,Bareland,Water,Non_Wetland,Grassland
744,Forest,Bareland,Water,Non_Wetland,Wetland
745,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
746,Forest,Bareland,Water,Non_Wetland,Bareland
747,Forest,Bareland,Water,Non_Wetland,Built-up
748,Forest,Bareland,Water,Non_Wetland,Water
749,Forest,Bareland,Water,Non_Wetland,Forest
750,Forest,Built-up,NULL,Non_Wetland,NULL
751,Forest,Built-up,NULL,Non_Wetland,Grassland
752,Forest,Built-up,NULL,Non_Wetland,Wetland
753,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
754,Forest,Built-up,NULL,Non_Wetland,Bareland
755,Forest,Built-up,NULL,Non_Wetland,Water
756,Forest,Built-up,NULL,Non_Wetland,Forest
757,Forest,Built-up,Non_Water,Non_Wetland,Grassland
758,Forest,Built-up,Non_Water,Non_Wetland,Wetland
759,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
760,Forest,Built-up,Non_Water,Non_Wetland,Forest
761,Forest,Built-up,Water,Non_Wetland,Grassland
762,Forest,Built-up,Water,Non_Wetland,Wetland
763,Forest,Built-up,Water,Non_Wetland,Water
764,Forest,Built-up,Water,Non_Wetland,Forest
765,Forest,Water,NULL,Water,Grassland
766,Forest,Water,NULL,Water,Wetland
767,Forest,Water,NULL,Water,Water
768,Forest,Water,NULL,Water,Forest
769,Forest,Water,Non_Water,Water,Wetland
770,Forest,Water,Non_Water,Water,Water
771,Forest,Water,Non_Water,Water,Forest
772,Forest,Water,Water,Water,Grassland
773,Forest,Water,Water,Water,Wetland
774,Forest,Water,Water,Water,Bareland
775,Forest,Water,Water,Water,Water
776,Forest,Water,Water,Water,Forest
777,Forest,Forest,NULL,Non_Wetland,NULL
778,Forest,Forest,NULL,Non_Wetland,Grassland
779,Forest,Forest,NULL,Non_Wetland,Wetland
780,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
781,Forest,Forest,NULL,Non_Wetland,Bareland
782,Forest,Forest,NULL,Non_Wetland,Water
783,Forest,Forest,NULL,Non_Wetland,Forest
784,Forest,Forest,Non_Water,Non_Wetland,NULL
785,Forest,Forest,Non_Water,Non_Wetland,Grassland
786,Forest,Forest,Non_Water,Non_Wetland,Wetland
787,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
788,Forest,Forest,Non_Water,Non_Wetland,Water
789,Forest,Forest,Non_Water,Non_Wetland,Forest
790,Forest,Forest,Water,Non_Wetland,Grassland
791,Forest,Forest,Water,Non_Wetland,Wetland
792,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
793,Forest,Forest,Water,Non_Wetland,Bareland
794,Forest,Forest,Water,Non_Wetland,Water
795,Forest,Forest,Water,Non_Wetland,Forest
