Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNU_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNU_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNU_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNU_M_R,SIBERIA_2024_WorldCover_2021_44WNU_M_R
478,Water,Grassland,NULL,Non_Wetland,Grassland
479,Water,Grassland,NULL,Non_Wetland,Wetland
480,Water,Grassland,NULL,Non_Wetland,Water
481,Water,Grassland,NULL,Non_Wetland,Forest
482,Water,Grassland,Non_Water,Non_Wetland,Wetland
483,Water,Grassland,Non_Water,Non_Wetland,Bareland
484,Water,Grassland,Non_Water,Non_Wetland,Water
485,Water,Grassland,Water,Non_Wetland,Grassland
486,Water,Grassland,Water,Non_Wetland,Wetland
487,Water,Grassland,Water,Non_Wetland,Bareland
488,Water,Grassland,Water,Non_Wetland,Water
489,Water,Grassland,Water,Non_Wetland,Forest
490,Water,Wetland,NULL,Wetland,Grassland
491,Water,Wetland,NULL,Wetland,Wetland
492,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
493,Water,Wetland,NULL,Wetland,Bareland
494,Water,Wetland,NULL,Wetland,Water
495,Water,Wetland,NULL,Wetland,Forest
496,Water,Wetland,Non_Water,Wetland,Grassland
497,Water,Wetland,Non_Water,Wetland,Wetland
498,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
499,Water,Wetland,Non_Water,Wetland,Bareland
500,Water,Wetland,Non_Water,Wetland,Water
501,Water,Wetland,Non_Water,Wetland,Forest
502,Water,Wetland,Water,Wetland,Grassland
503,Water,Wetland,Water,Wetland,Wetland
504,Water,Wetland,Water,Wetland,Lichens_and_Mosses
505,Water,Wetland,Water,Wetland,Bareland
506,Water,Wetland,Water,Wetland,Water
507,Water,Wetland,Water,Wetland,Forest
508,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
509,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
510,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
511,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
512,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
513,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
514,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
515,Water,Bareland,NULL,Non_Wetland,Grassland
516,Water,Bareland,NULL,Non_Wetland,Wetland
517,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
518,Water,Bareland,NULL,Non_Wetland,Bareland
519,Water,Bareland,NULL,Non_Wetland,Water
520,Water,Bareland,NULL,Non_Wetland,Forest
521,Water,Bareland,Non_Water,Non_Wetland,Grassland
522,Water,Bareland,Non_Water,Non_Wetland,Wetland
523,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
524,Water,Bareland,Non_Water,Non_Wetland,Bareland
525,Water,Bareland,Non_Water,Non_Wetland,Water
526,Water,Bareland,Non_Water,Non_Wetland,Forest
527,Water,Bareland,Water,Non_Wetland,Grassland
528,Water,Bareland,Water,Non_Wetland,Wetland
529,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
530,Water,Bareland,Water,Non_Wetland,Bareland
531,Water,Bareland,Water,Non_Wetland,Water
532,Water,Bareland,Water,Non_Wetland,Forest
533,Water,Built-up,NULL,Non_Wetland,Grassland
534,Water,Built-up,NULL,Non_Wetland,Wetland
535,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
536,Water,Built-up,NULL,Non_Wetland,Bareland
537,Water,Built-up,NULL,Non_Wetland,Water
538,Water,Built-up,NULL,Non_Wetland,Forest
539,Water,Built-up,Non_Water,Non_Wetland,Grassland
540,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
541,Water,Built-up,Non_Water,Non_Wetland,Water
542,Water,Built-up,Non_Water,Non_Wetland,Forest
543,Water,Built-up,Water,Non_Wetland,Grassland
544,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
545,Water,Built-up,Water,Non_Wetland,Bareland
546,Water,Built-up,Water,Non_Wetland,Water
547,Water,Built-up,Water,Non_Wetland,Forest
548,Water,Water,NULL,Water,Grassland
549,Water,Water,NULL,Water,Wetland
550,Water,Water,NULL,Water,Lichens_and_Mosses
551,Water,Water,NULL,Water,Bareland
552,Water,Water,NULL,Water,Water
553,Water,Water,NULL,Water,Forest
554,Water,Water,Non_Water,Water,Grassland
555,Water,Water,Non_Water,Water,Wetland
556,Water,Water,Non_Water,Water,Lichens_and_Mosses
557,Water,Water,Non_Water,Water,Bareland
558,Water,Water,Non_Water,Water,Water
559,Water,Water,Non_Water,Water,Forest
560,Water,Water,Water,Water,Grassland
561,Water,Water,Water,Water,Wetland
562,Water,Water,Water,Water,Lichens_and_Mosses
563,Water,Water,Water,Water,Bareland
564,Water,Water,Water,Water,Water
565,Water,Water,Water,Water,Forest
566,Water,Forest,NULL,Non_Wetland,Grassland
567,Water,Forest,NULL,Non_Wetland,Wetland
568,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
569,Water,Forest,NULL,Non_Wetland,Bareland
570,Water,Forest,NULL,Non_Wetland,Water
571,Water,Forest,NULL,Non_Wetland,Forest
572,Water,Forest,Non_Water,Non_Wetland,Grassland
573,Water,Forest,Non_Water,Non_Wetland,Wetland
574,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
575,Water,Forest,Non_Water,Non_Wetland,Bareland
576,Water,Forest,Non_Water,Non_Wetland,Water
577,Water,Forest,Non_Water,Non_Wetland,Forest
578,Water,Forest,Water,Non_Wetland,Grassland
579,Water,Forest,Water,Non_Wetland,Wetland
580,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
581,Water,Forest,Water,Non_Wetland,Bareland
582,Water,Forest,Water,Non_Wetland,Water
583,Water,Forest,Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
585,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
586,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
587,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
588,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
589,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
590,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
591,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
592,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
593,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
594,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
595,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
596,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
597,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
598,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
599,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
600,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
601,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
602,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
603,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
604,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
605,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
606,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
607,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
608,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
609,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
610,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
611,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
612,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
613,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
614,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
615,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
616,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
617,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
618,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
619,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
620,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
621,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
622,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
623,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
624,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
625,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
626,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
627,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
628,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
629,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
630,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
631,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
632,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
633,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
634,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
635,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
636,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
637,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
638,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
639,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
640,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
641,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
642,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
643,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
644,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
645,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
646,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
647,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
648,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
649,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
651,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
652,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
653,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
654,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
655,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
656,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
657,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
658,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
659,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
660,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
661,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
662,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
663,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
664,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
665,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
666,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
667,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
668,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
669,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
670,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
671,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
672,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
673,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
674,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
675,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
676,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
677,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
678,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
679,Permanent_ice_and_snow,Water,NULL,Water,Grassland
680,Permanent_ice_and_snow,Water,NULL,Water,Wetland
681,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
682,Permanent_ice_and_snow,Water,NULL,Water,Bareland
683,Permanent_ice_and_snow,Water,NULL,Water,Water
684,Permanent_ice_and_snow,Water,NULL,Water,Forest
685,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
686,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
687,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
688,Permanent_ice_and_snow,Water,Non_Water,Water,Water
689,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
690,Permanent_ice_and_snow,Water,Water,Water,Grassland
691,Permanent_ice_and_snow,Water,Water,Water,Wetland
692,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
693,Permanent_ice_and_snow,Water,Water,Water,Bareland
694,Permanent_ice_and_snow,Water,Water,Water,Water
695,Permanent_ice_and_snow,Water,Water,Water,Forest
696,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
697,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
698,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
699,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
700,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
701,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
702,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
703,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
704,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
705,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
706,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
708,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
710,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
711,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
712,Forest,NULL,NULL,Non_Wetland,Grassland
713,Forest,NULL,NULL,Non_Wetland,Wetland
714,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
715,Forest,NULL,NULL,Non_Wetland,Bareland
716,Forest,NULL,NULL,Non_Wetland,Water
717,Forest,NULL,NULL,Non_Wetland,Forest
718,Forest,NULL,Non_Water,Non_Wetland,Grassland
719,Forest,NULL,Non_Water,Non_Wetland,Wetland
720,Forest,NULL,Non_Water,Non_Wetland,Water
721,Forest,NULL,Non_Water,Non_Wetland,Forest
722,Forest,NULL,Water,Non_Wetland,Grassland
723,Forest,NULL,Water,Non_Wetland,Wetland
724,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
725,Forest,NULL,Water,Non_Wetland,Water
726,Forest,NULL,Water,Non_Wetland,Forest
727,Forest,Shrubland,NULL,Non_Wetland,NULL
728,Forest,Shrubland,NULL,Non_Wetland,Grassland
729,Forest,Shrubland,NULL,Non_Wetland,Wetland
730,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
731,Forest,Shrubland,NULL,Non_Wetland,Bareland
732,Forest,Shrubland,NULL,Non_Wetland,Water
733,Forest,Shrubland,NULL,Non_Wetland,Forest
734,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
735,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
736,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
737,Forest,Shrubland,Non_Water,Non_Wetland,Water
738,Forest,Shrubland,Non_Water,Non_Wetland,Forest
739,Forest,Shrubland,Water,Non_Wetland,Grassland
740,Forest,Shrubland,Water,Non_Wetland,Wetland
741,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
742,Forest,Shrubland,Water,Non_Wetland,Bareland
743,Forest,Shrubland,Water,Non_Wetland,Water
744,Forest,Shrubland,Water,Non_Wetland,Forest
745,Forest,Grassland,NULL,Non_Wetland,Grassland
746,Forest,Grassland,NULL,Non_Wetland,Wetland
747,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
748,Forest,Grassland,NULL,Non_Wetland,Bareland
749,Forest,Grassland,NULL,Non_Wetland,Water
750,Forest,Grassland,NULL,Non_Wetland,Forest
751,Forest,Grassland,Non_Water,Non_Wetland,Grassland
752,Forest,Grassland,Non_Water,Non_Wetland,Wetland
753,Forest,Grassland,Non_Water,Non_Wetland,Water
754,Forest,Grassland,Non_Water,Non_Wetland,Forest
755,Forest,Grassland,Water,Non_Wetland,Grassland
756,Forest,Grassland,Water,Non_Wetland,Wetland
757,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
758,Forest,Grassland,Water,Non_Wetland,Water
759,Forest,Grassland,Water,Non_Wetland,Forest
760,Forest,Wetland,NULL,Wetland,NULL
761,Forest,Wetland,NULL,Wetland,Grassland
762,Forest,Wetland,NULL,Wetland,Wetland
763,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
764,Forest,Wetland,NULL,Wetland,Bareland
765,Forest,Wetland,NULL,Wetland,Water
766,Forest,Wetland,NULL,Wetland,Forest
767,Forest,Wetland,Non_Water,Wetland,Grassland
768,Forest,Wetland,Non_Water,Wetland,Wetland
769,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
770,Forest,Wetland,Non_Water,Wetland,Bareland
771,Forest,Wetland,Non_Water,Wetland,Water
772,Forest,Wetland,Non_Water,Wetland,Forest
773,Forest,Wetland,Water,Wetland,Grassland
774,Forest,Wetland,Water,Wetland,Wetland
775,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
776,Forest,Wetland,Water,Wetland,Bareland
777,Forest,Wetland,Water,Wetland,Water
778,Forest,Wetland,Water,Wetland,Forest
779,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
780,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
781,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
782,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
783,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
784,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
785,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
786,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
787,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
788,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
789,Forest,Bareland,NULL,Non_Wetland,NULL
790,Forest,Bareland,NULL,Non_Wetland,Grassland
791,Forest,Bareland,NULL,Non_Wetland,Wetland
792,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
793,Forest,Bareland,NULL,Non_Wetland,Bareland
794,Forest,Bareland,NULL,Non_Wetland,Water
795,Forest,Bareland,NULL,Non_Wetland,Forest
796,Forest,Bareland,Non_Water,Non_Wetland,Grassland
797,Forest,Bareland,Non_Water,Non_Wetland,Wetland
798,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
799,Forest,Bareland,Non_Water,Non_Wetland,Bareland
800,Forest,Bareland,Non_Water,Non_Wetland,Forest
801,Forest,Bareland,Water,Non_Wetland,Grassland
802,Forest,Bareland,Water,Non_Wetland,Wetland
803,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
804,Forest,Bareland,Water,Non_Wetland,Bareland
805,Forest,Bareland,Water,Non_Wetland,Water
806,Forest,Bareland,Water,Non_Wetland,Forest
807,Forest,Built-up,NULL,Non_Wetland,Grassland
808,Forest,Built-up,NULL,Non_Wetland,Wetland
809,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
810,Forest,Built-up,NULL,Non_Wetland,Bareland
811,Forest,Built-up,NULL,Non_Wetland,Water
812,Forest,Built-up,NULL,Non_Wetland,Forest
813,Forest,Built-up,Non_Water,Non_Wetland,Grassland
814,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
815,Forest,Built-up,Non_Water,Non_Wetland,Bareland
816,Forest,Built-up,Non_Water,Non_Wetland,Water
817,Forest,Built-up,Non_Water,Non_Wetland,Forest
818,Forest,Built-up,Water,Non_Wetland,Grassland
819,Forest,Built-up,Water,Non_Wetland,Wetland
820,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
821,Forest,Built-up,Water,Non_Wetland,Bareland
822,Forest,Built-up,Water,Non_Wetland,Water
823,Forest,Built-up,Water,Non_Wetland,Forest
824,Forest,Water,NULL,Water,Grassland
825,Forest,Water,NULL,Water,Wetland
826,Forest,Water,NULL,Water,Lichens_and_Mosses
827,Forest,Water,NULL,Water,Water
828,Forest,Water,NULL,Water,Forest
829,Forest,Water,Non_Water,Water,Grassland
830,Forest,Water,Non_Water,Water,Wetland
831,Forest,Water,Non_Water,Water,Water
832,Forest,Water,Non_Water,Water,Forest
833,Forest,Water,Water,Water,Grassland
834,Forest,Water,Water,Water,Wetland
835,Forest,Water,Water,Water,Lichens_and_Mosses
836,Forest,Water,Water,Water,Bareland
837,Forest,Water,Water,Water,Water
838,Forest,Water,Water,Water,Forest
839,Forest,Forest,NULL,Non_Wetland,NULL
840,Forest,Forest,NULL,Non_Wetland,Grassland
841,Forest,Forest,NULL,Non_Wetland,Wetland
842,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
843,Forest,Forest,NULL,Non_Wetland,Bareland
844,Forest,Forest,NULL,Non_Wetland,Built-up
845,Forest,Forest,NULL,Non_Wetland,Water
846,Forest,Forest,NULL,Non_Wetland,Forest
847,Forest,Forest,Non_Water,Non_Wetland,Grassland
848,Forest,Forest,Non_Water,Non_Wetland,Wetland
849,Forest,Forest,Non_Water,Non_Wetland,Water
850,Forest,Forest,Non_Water,Non_Wetland,Forest
851,Forest,Forest,Water,Non_Wetland,Grassland
852,Forest,Forest,Water,Non_Wetland,Wetland
853,Forest,Forest,Water,Non_Wetland,Bareland
854,Forest,Forest,Water,Non_Wetland,Water
855,Forest,Forest,Water,Non_Wetland,Forest
