Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VNL_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VNL_M_R,SIBERIA_2024_GSW_Yearly_2021_44VNL_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VNL_M_R,SIBERIA_2024_WorldCover_2021_44VNL_M_R
501,Water,Grassland,Non_Water,Non_Wetland,Grassland
502,Water,Grassland,Non_Water,Non_Wetland,Forest
503,Water,Grassland,Water,Non_Wetland,Grassland
504,Water,Grassland,Water,Non_Wetland,Wetland
505,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
506,Water,Grassland,Water,Non_Wetland,Bareland
507,Water,Grassland,Water,Non_Wetland,Water
508,Water,Grassland,Water,Non_Wetland,Forest
509,Water,Cropland,NULL,Non_Wetland,Grassland
510,Water,Cropland,NULL,Non_Wetland,Wetland
511,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
512,Water,Cropland,NULL,Non_Wetland,Bareland
513,Water,Cropland,NULL,Non_Wetland,Built-up
514,Water,Cropland,NULL,Non_Wetland,Water
515,Water,Cropland,NULL,Non_Wetland,Forest
516,Water,Cropland,Non_Water,Non_Wetland,Grassland
517,Water,Cropland,Non_Water,Non_Wetland,Wetland
518,Water,Cropland,Non_Water,Non_Wetland,Water
519,Water,Cropland,Non_Water,Non_Wetland,Forest
520,Water,Cropland,Water,Non_Wetland,Grassland
521,Water,Cropland,Water,Non_Wetland,Wetland
522,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
523,Water,Cropland,Water,Non_Wetland,Bareland
524,Water,Cropland,Water,Non_Wetland,Water
525,Water,Cropland,Water,Non_Wetland,Forest
526,Water,Wetland,NULL,Wetland,NULL
527,Water,Wetland,NULL,Wetland,Grassland
528,Water,Wetland,NULL,Wetland,Wetland
529,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
530,Water,Wetland,NULL,Wetland,Bareland
531,Water,Wetland,NULL,Wetland,Water
532,Water,Wetland,NULL,Wetland,Forest
533,Water,Wetland,Non_Water,Wetland,Grassland
534,Water,Wetland,Non_Water,Wetland,Wetland
535,Water,Wetland,Non_Water,Wetland,Bareland
536,Water,Wetland,Non_Water,Wetland,Water
537,Water,Wetland,Non_Water,Wetland,Forest
538,Water,Wetland,Water,Wetland,NULL
539,Water,Wetland,Water,Wetland,Grassland
540,Water,Wetland,Water,Wetland,Cropland
541,Water,Wetland,Water,Wetland,Wetland
542,Water,Wetland,Water,Wetland,Lichens_and_Mosses
543,Water,Wetland,Water,Wetland,Bareland
544,Water,Wetland,Water,Wetland,Water
545,Water,Wetland,Water,Wetland,Forest
546,Water,Bareland,NULL,Non_Wetland,NULL
547,Water,Bareland,NULL,Non_Wetland,Grassland
548,Water,Bareland,NULL,Non_Wetland,Wetland
549,Water,Bareland,NULL,Non_Wetland,Bareland
550,Water,Bareland,NULL,Non_Wetland,Water
551,Water,Bareland,NULL,Non_Wetland,Forest
552,Water,Bareland,Non_Water,Non_Wetland,Grassland
553,Water,Bareland,Non_Water,Non_Wetland,Wetland
554,Water,Bareland,Non_Water,Non_Wetland,Water
555,Water,Bareland,Non_Water,Non_Wetland,Forest
556,Water,Bareland,Water,Non_Wetland,Grassland
557,Water,Bareland,Water,Non_Wetland,Wetland
558,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
559,Water,Bareland,Water,Non_Wetland,Bareland
560,Water,Bareland,Water,Non_Wetland,Water
561,Water,Bareland,Water,Non_Wetland,Forest
562,Water,Built-up,NULL,Non_Wetland,Grassland
563,Water,Built-up,NULL,Non_Wetland,Built-up
564,Water,Built-up,NULL,Non_Wetland,Water
565,Water,Built-up,NULL,Non_Wetland,Forest
566,Water,Built-up,Non_Water,Non_Wetland,Wetland
567,Water,Built-up,Non_Water,Non_Wetland,Bareland
568,Water,Built-up,Non_Water,Non_Wetland,Forest
569,Water,Built-up,Water,Non_Wetland,Grassland
570,Water,Built-up,Water,Non_Wetland,Wetland
571,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
572,Water,Built-up,Water,Non_Wetland,Bareland
573,Water,Built-up,Water,Non_Wetland,Built-up
574,Water,Built-up,Water,Non_Wetland,Water
575,Water,Built-up,Water,Non_Wetland,Forest
576,Water,Water,NULL,Water,NULL
577,Water,Water,NULL,Water,Grassland
578,Water,Water,NULL,Water,Wetland
579,Water,Water,NULL,Water,Lichens_and_Mosses
580,Water,Water,NULL,Water,Bareland
581,Water,Water,NULL,Water,Water
582,Water,Water,NULL,Water,Forest
583,Water,Water,Non_Water,Water,Grassland
584,Water,Water,Non_Water,Water,Wetland
585,Water,Water,Non_Water,Water,Lichens_and_Mosses
586,Water,Water,Non_Water,Water,Bareland
587,Water,Water,Non_Water,Water,Water
588,Water,Water,Non_Water,Water,Forest
589,Water,Water,Water,Water,NULL
590,Water,Water,Water,Water,Grassland
591,Water,Water,Water,Water,Wetland
592,Water,Water,Water,Water,Lichens_and_Mosses
593,Water,Water,Water,Water,Bareland
594,Water,Water,Water,Water,Water
595,Water,Water,Water,Water,Forest
596,Water,Forest,NULL,Non_Wetland,NULL
597,Water,Forest,NULL,Non_Wetland,Grassland
598,Water,Forest,NULL,Non_Wetland,Wetland
599,Water,Forest,NULL,Non_Wetland,Water
600,Water,Forest,NULL,Non_Wetland,Forest
601,Water,Forest,Non_Water,Non_Wetland,NULL
602,Water,Forest,Non_Water,Non_Wetland,Grassland
603,Water,Forest,Non_Water,Non_Wetland,Wetland
604,Water,Forest,Non_Water,Non_Wetland,Water
605,Water,Forest,Non_Water,Non_Wetland,Forest
606,Water,Forest,Water,Non_Wetland,Grassland
607,Water,Forest,Water,Non_Wetland,Wetland
608,Water,Forest,Water,Non_Wetland,Water
609,Water,Forest,Water,Non_Wetland,Forest
610,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
611,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
612,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
613,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
614,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
615,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
616,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
617,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
618,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
619,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
620,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
621,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
622,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
623,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
624,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
625,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
626,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
627,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
628,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
629,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
630,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland
631,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland
632,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Water
633,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
634,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
635,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
636,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
637,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
638,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
639,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
640,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
641,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
642,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
643,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
644,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
645,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
646,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
647,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
648,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
649,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
651,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
652,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
653,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
654,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
655,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
656,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
657,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
658,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
659,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
660,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
661,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
662,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
663,Permanent_ice_and_snow,Water,NULL,Water,Grassland
664,Permanent_ice_and_snow,Water,NULL,Water,Wetland
665,Permanent_ice_and_snow,Water,NULL,Water,Bareland
666,Permanent_ice_and_snow,Water,NULL,Water,Water
667,Permanent_ice_and_snow,Water,NULL,Water,Forest
668,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
669,Permanent_ice_and_snow,Water,Water,Water,NULL
670,Permanent_ice_and_snow,Water,Water,Water,Grassland
671,Permanent_ice_and_snow,Water,Water,Water,Wetland
672,Permanent_ice_and_snow,Water,Water,Water,Bareland
673,Permanent_ice_and_snow,Water,Water,Water,Forest
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
678,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
679,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
680,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
682,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
683,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
684,Forest,NULL,NULL,Non_Wetland,NULL
685,Forest,NULL,NULL,Non_Wetland,Grassland
686,Forest,NULL,NULL,Non_Wetland,Wetland
687,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
688,Forest,NULL,NULL,Non_Wetland,Built-up
689,Forest,NULL,NULL,Non_Wetland,Water
690,Forest,NULL,NULL,Non_Wetland,Forest
691,Forest,NULL,Non_Water,Non_Wetland,Grassland
692,Forest,NULL,Non_Water,Non_Wetland,Wetland
693,Forest,NULL,Non_Water,Non_Wetland,Bareland
694,Forest,NULL,Non_Water,Non_Wetland,Water
695,Forest,NULL,Non_Water,Non_Wetland,Forest
696,Forest,NULL,Water,Non_Wetland,Grassland
697,Forest,NULL,Water,Non_Wetland,Wetland
698,Forest,NULL,Water,Non_Wetland,Bareland
699,Forest,NULL,Water,Non_Wetland,Water
700,Forest,NULL,Water,Non_Wetland,Forest
701,Forest,Shrubland,NULL,Non_Wetland,Grassland
702,Forest,Shrubland,NULL,Non_Wetland,Wetland
703,Forest,Shrubland,NULL,Non_Wetland,Forest
704,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
705,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
706,Forest,Shrubland,Non_Water,Non_Wetland,Forest
707,Forest,Shrubland,Water,Non_Wetland,Grassland
708,Forest,Shrubland,Water,Non_Wetland,Wetland
709,Forest,Shrubland,Water,Non_Wetland,Forest
710,Forest,Grassland,NULL,Non_Wetland,Grassland
711,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
712,Forest,Grassland,NULL,Non_Wetland,Bareland
713,Forest,Grassland,NULL,Non_Wetland,Water
714,Forest,Grassland,NULL,Non_Wetland,Forest
715,Forest,Grassland,Non_Water,Non_Wetland,Grassland
716,Forest,Grassland,Water,Non_Wetland,Grassland
717,Forest,Grassland,Water,Non_Wetland,Wetland
718,Forest,Grassland,Water,Non_Wetland,Water
719,Forest,Grassland,Water,Non_Wetland,Forest
720,Forest,Cropland,NULL,Non_Wetland,NULL
721,Forest,Cropland,NULL,Non_Wetland,Grassland
722,Forest,Cropland,NULL,Non_Wetland,Wetland
723,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
724,Forest,Cropland,NULL,Non_Wetland,Bareland
725,Forest,Cropland,NULL,Non_Wetland,Built-up
726,Forest,Cropland,NULL,Non_Wetland,Water
727,Forest,Cropland,NULL,Non_Wetland,Forest
728,Forest,Cropland,Non_Water,Non_Wetland,Grassland
729,Forest,Cropland,Non_Water,Non_Wetland,Wetland
730,Forest,Cropland,Non_Water,Non_Wetland,Water
731,Forest,Cropland,Non_Water,Non_Wetland,Forest
732,Forest,Cropland,Water,Non_Wetland,Grassland
733,Forest,Cropland,Water,Non_Wetland,Wetland
734,Forest,Cropland,Water,Non_Wetland,Water
735,Forest,Cropland,Water,Non_Wetland,Forest
736,Forest,Wetland,NULL,Wetland,NULL
737,Forest,Wetland,NULL,Wetland,Grassland
738,Forest,Wetland,NULL,Wetland,Wetland
739,Forest,Wetland,NULL,Wetland,Bareland
740,Forest,Wetland,NULL,Wetland,Built-up
741,Forest,Wetland,NULL,Wetland,Water
742,Forest,Wetland,NULL,Wetland,Forest
743,Forest,Wetland,Non_Water,Wetland,NULL
744,Forest,Wetland,Non_Water,Wetland,Grassland
745,Forest,Wetland,Non_Water,Wetland,Wetland
746,Forest,Wetland,Non_Water,Wetland,Water
747,Forest,Wetland,Non_Water,Wetland,Forest
748,Forest,Wetland,Water,Wetland,NULL
749,Forest,Wetland,Water,Wetland,Grassland
750,Forest,Wetland,Water,Wetland,Wetland
751,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
752,Forest,Wetland,Water,Wetland,Bareland
753,Forest,Wetland,Water,Wetland,Water
754,Forest,Wetland,Water,Wetland,Forest
755,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
756,Forest,Bareland,NULL,Non_Wetland,NULL
757,Forest,Bareland,NULL,Non_Wetland,Grassland
758,Forest,Bareland,NULL,Non_Wetland,Wetland
759,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
760,Forest,Bareland,NULL,Non_Wetland,Bareland
761,Forest,Bareland,NULL,Non_Wetland,Built-up
762,Forest,Bareland,NULL,Non_Wetland,Water
763,Forest,Bareland,NULL,Non_Wetland,Forest
764,Forest,Bareland,Non_Water,Non_Wetland,Grassland
765,Forest,Bareland,Non_Water,Non_Wetland,Wetland
766,Forest,Bareland,Non_Water,Non_Wetland,Water
767,Forest,Bareland,Non_Water,Non_Wetland,Forest
768,Forest,Bareland,Water,Non_Wetland,Grassland
769,Forest,Bareland,Water,Non_Wetland,Wetland
770,Forest,Bareland,Water,Non_Wetland,Water
771,Forest,Bareland,Water,Non_Wetland,Forest
772,Forest,Built-up,NULL,Non_Wetland,Grassland
773,Forest,Built-up,NULL,Non_Wetland,Wetland
774,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
775,Forest,Built-up,NULL,Non_Wetland,Bareland
776,Forest,Built-up,NULL,Non_Wetland,Built-up
777,Forest,Built-up,NULL,Non_Wetland,Water
778,Forest,Built-up,NULL,Non_Wetland,Forest
779,Forest,Built-up,Non_Water,Non_Wetland,Grassland
780,Forest,Built-up,Non_Water,Non_Wetland,Wetland
781,Forest,Built-up,Non_Water,Non_Wetland,Forest
782,Forest,Built-up,Water,Non_Wetland,Grassland
783,Forest,Built-up,Water,Non_Wetland,Wetland
784,Forest,Built-up,Water,Non_Wetland,Water
785,Forest,Built-up,Water,Non_Wetland,Forest
786,Forest,Water,NULL,Water,Grassland
787,Forest,Water,NULL,Water,Wetland
788,Forest,Water,NULL,Water,Water
789,Forest,Water,NULL,Water,Forest
790,Forest,Water,Non_Water,Water,Grassland
791,Forest,Water,Non_Water,Water,Wetland
792,Forest,Water,Non_Water,Water,Water
793,Forest,Water,Non_Water,Water,Forest
794,Forest,Water,Water,Water,Grassland
795,Forest,Water,Water,Water,Wetland
796,Forest,Water,Water,Water,Water
797,Forest,Water,Water,Water,Forest
798,Forest,Forest,NULL,Non_Wetland,NULL
799,Forest,Forest,NULL,Non_Wetland,Grassland
800,Forest,Forest,NULL,Non_Wetland,Wetland
801,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
802,Forest,Forest,NULL,Non_Wetland,Bareland
803,Forest,Forest,NULL,Non_Wetland,Built-up
804,Forest,Forest,NULL,Non_Wetland,Water
805,Forest,Forest,NULL,Non_Wetland,Forest
806,Forest,Forest,Non_Water,Non_Wetland,NULL
807,Forest,Forest,Non_Water,Non_Wetland,Grassland
808,Forest,Forest,Non_Water,Non_Wetland,Wetland
809,Forest,Forest,Non_Water,Non_Wetland,Water
810,Forest,Forest,Non_Water,Non_Wetland,Forest
811,Forest,Forest,Water,Non_Wetland,NULL
812,Forest,Forest,Water,Non_Wetland,Grassland
813,Forest,Forest,Water,Non_Wetland,Wetland
814,Forest,Forest,Water,Non_Wetland,Water
815,Forest,Forest,Water,Non_Wetland,Forest
