Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMM_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMM_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMM_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMM_M_R,SIBERIA_2024_WorldCover_2021_44VMM_M_R
497,Water,Built-up,NULL,Non_Wetland,Forest
498,Water,Built-up,Non_Water,Non_Wetland,Forest
499,Water,Built-up,Water,Non_Wetland,Grassland
500,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
501,Water,Built-up,Water,Non_Wetland,Bareland
502,Water,Built-up,Water,Non_Wetland,Water
503,Water,Built-up,Water,Non_Wetland,Forest
504,Water,Water,NULL,Water,NULL
505,Water,Water,NULL,Water,Grassland
506,Water,Water,NULL,Water,Wetland
507,Water,Water,NULL,Water,Lichens_and_Mosses
508,Water,Water,NULL,Water,Water
509,Water,Water,NULL,Water,Forest
510,Water,Water,Non_Water,Water,Grassland
511,Water,Water,Non_Water,Water,Wetland
512,Water,Water,Non_Water,Water,Water
513,Water,Water,Non_Water,Water,Forest
514,Water,Water,Water,Water,NULL
515,Water,Water,Water,Water,Grassland
516,Water,Water,Water,Water,Wetland
517,Water,Water,Water,Water,Lichens_and_Mosses
518,Water,Water,Water,Water,Bareland
519,Water,Water,Water,Water,Water
520,Water,Water,Water,Water,Forest
521,Water,Forest,NULL,Non_Wetland,NULL
522,Water,Forest,NULL,Non_Wetland,Grassland
523,Water,Forest,NULL,Non_Wetland,Wetland
524,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
525,Water,Forest,NULL,Non_Wetland,Bareland
526,Water,Forest,NULL,Non_Wetland,Water
527,Water,Forest,NULL,Non_Wetland,Forest
528,Water,Forest,Non_Water,Non_Wetland,NULL
529,Water,Forest,Non_Water,Non_Wetland,Grassland
530,Water,Forest,Non_Water,Non_Wetland,Wetland
531,Water,Forest,Non_Water,Non_Wetland,Water
532,Water,Forest,Non_Water,Non_Wetland,Forest
533,Water,Forest,Water,Non_Wetland,Grassland
534,Water,Forest,Water,Non_Wetland,Wetland
535,Water,Forest,Water,Non_Wetland,Bareland
536,Water,Forest,Water,Non_Wetland,Water
537,Water,Forest,Water,Non_Wetland,Forest
538,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
539,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
540,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
541,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
542,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
543,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
544,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
545,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
546,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
547,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
548,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
549,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
550,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
551,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
552,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
553,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
554,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
555,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
556,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
557,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
558,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
559,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
560,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
561,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
562,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
563,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
564,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
565,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
566,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
567,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
568,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
569,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
570,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
571,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
572,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
573,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
574,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
575,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
576,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
577,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
578,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
579,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
580,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
581,Permanent_ice_and_snow,Water,NULL,Water,NULL
582,Permanent_ice_and_snow,Water,NULL,Water,Grassland
583,Permanent_ice_and_snow,Water,NULL,Water,Wetland
584,Permanent_ice_and_snow,Water,NULL,Water,Water
585,Permanent_ice_and_snow,Water,NULL,Water,Forest
586,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
587,Permanent_ice_and_snow,Water,Non_Water,Water,Water
588,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
589,Permanent_ice_and_snow,Water,Water,Water,NULL
590,Permanent_ice_and_snow,Water,Water,Water,Grassland
591,Permanent_ice_and_snow,Water,Water,Water,Wetland
592,Permanent_ice_and_snow,Water,Water,Water,Water
593,Permanent_ice_and_snow,Water,Water,Water,Forest
594,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
595,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
597,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
598,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
599,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
600,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
601,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
602,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
603,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
604,Forest,NULL,NULL,Non_Wetland,NULL
605,Forest,NULL,NULL,Non_Wetland,Grassland
606,Forest,NULL,NULL,Non_Wetland,Wetland
607,Forest,NULL,NULL,Non_Wetland,Bareland
608,Forest,NULL,NULL,Non_Wetland,Water
609,Forest,NULL,NULL,Non_Wetland,Forest
610,Forest,NULL,Non_Water,Non_Wetland,Grassland
611,Forest,NULL,Non_Water,Non_Wetland,Wetland
612,Forest,NULL,Non_Water,Non_Wetland,Water
613,Forest,NULL,Non_Water,Non_Wetland,Forest
614,Forest,NULL,Water,Non_Wetland,Grassland
615,Forest,NULL,Water,Non_Wetland,Wetland
616,Forest,NULL,Water,Non_Wetland,Water
617,Forest,NULL,Water,Non_Wetland,Forest
618,Forest,Shrubland,NULL,Non_Wetland,NULL
619,Forest,Shrubland,NULL,Non_Wetland,Grassland
620,Forest,Shrubland,NULL,Non_Wetland,Wetland
621,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
622,Forest,Shrubland,NULL,Non_Wetland,Bareland
623,Forest,Shrubland,NULL,Non_Wetland,Built-up
624,Forest,Shrubland,NULL,Non_Wetland,Water
625,Forest,Shrubland,NULL,Non_Wetland,Forest
626,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
627,Forest,Shrubland,Non_Water,Non_Wetland,Forest
628,Forest,Shrubland,Water,Non_Wetland,Grassland
629,Forest,Shrubland,Water,Non_Wetland,Wetland
630,Forest,Shrubland,Water,Non_Wetland,Forest
631,Forest,Grassland,NULL,Non_Wetland,NULL
632,Forest,Grassland,NULL,Non_Wetland,Grassland
633,Forest,Grassland,NULL,Non_Wetland,Wetland
634,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
635,Forest,Grassland,NULL,Non_Wetland,Bareland
636,Forest,Grassland,NULL,Non_Wetland,Built-up
637,Forest,Grassland,NULL,Non_Wetland,Forest
638,Forest,Grassland,Non_Water,Non_Wetland,Grassland
639,Forest,Grassland,Non_Water,Non_Wetland,Forest
640,Forest,Grassland,Water,Non_Wetland,Forest
641,Forest,Cropland,NULL,Non_Wetland,NULL
642,Forest,Cropland,NULL,Non_Wetland,Grassland
643,Forest,Cropland,NULL,Non_Wetland,Wetland
644,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
645,Forest,Cropland,NULL,Non_Wetland,Bareland
646,Forest,Cropland,NULL,Non_Wetland,Water
647,Forest,Cropland,NULL,Non_Wetland,Forest
648,Forest,Cropland,Non_Water,Non_Wetland,Grassland
649,Forest,Cropland,Non_Water,Non_Wetland,Forest
650,Forest,Cropland,Water,Non_Wetland,Grassland
651,Forest,Cropland,Water,Non_Wetland,Wetland
652,Forest,Cropland,Water,Non_Wetland,Forest
653,Forest,Wetland,NULL,Wetland,NULL
654,Forest,Wetland,NULL,Wetland,Grassland
655,Forest,Wetland,NULL,Wetland,Wetland
656,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
657,Forest,Wetland,NULL,Wetland,Water
658,Forest,Wetland,NULL,Wetland,Forest
659,Forest,Wetland,Non_Water,Wetland,NULL
660,Forest,Wetland,Non_Water,Wetland,Grassland
661,Forest,Wetland,Non_Water,Wetland,Wetland
662,Forest,Wetland,Non_Water,Wetland,Water
663,Forest,Wetland,Non_Water,Wetland,Forest
664,Forest,Wetland,Water,Wetland,NULL
665,Forest,Wetland,Water,Wetland,Grassland
666,Forest,Wetland,Water,Wetland,Wetland
667,Forest,Wetland,Water,Wetland,Water
668,Forest,Wetland,Water,Wetland,Forest
669,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
670,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
671,Forest,Bareland,NULL,Non_Wetland,NULL
672,Forest,Bareland,NULL,Non_Wetland,Grassland
673,Forest,Bareland,NULL,Non_Wetland,Wetland
674,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
675,Forest,Bareland,NULL,Non_Wetland,Bareland
676,Forest,Bareland,NULL,Non_Wetland,Built-up
677,Forest,Bareland,NULL,Non_Wetland,Water
678,Forest,Bareland,NULL,Non_Wetland,Forest
679,Forest,Bareland,Non_Water,Non_Wetland,Grassland
680,Forest,Bareland,Non_Water,Non_Wetland,Wetland
681,Forest,Bareland,Non_Water,Non_Wetland,Water
682,Forest,Bareland,Non_Water,Non_Wetland,Forest
683,Forest,Bareland,Water,Non_Wetland,Grassland
684,Forest,Bareland,Water,Non_Wetland,Wetland
685,Forest,Bareland,Water,Non_Wetland,Water
686,Forest,Bareland,Water,Non_Wetland,Forest
687,Forest,Built-up,NULL,Non_Wetland,NULL
688,Forest,Built-up,NULL,Non_Wetland,Grassland
689,Forest,Built-up,NULL,Non_Wetland,Wetland
690,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
691,Forest,Built-up,NULL,Non_Wetland,Bareland
692,Forest,Built-up,NULL,Non_Wetland,Forest
693,Forest,Built-up,Non_Water,Non_Wetland,Forest
694,Forest,Built-up,Water,Non_Wetland,Grassland
695,Forest,Built-up,Water,Non_Wetland,Forest
696,Forest,Water,NULL,Water,NULL
697,Forest,Water,NULL,Water,Grassland
698,Forest,Water,NULL,Water,Wetland
699,Forest,Water,NULL,Water,Water
700,Forest,Water,NULL,Water,Forest
701,Forest,Water,Non_Water,Water,Grassland
702,Forest,Water,Non_Water,Water,Wetland
703,Forest,Water,Non_Water,Water,Water
704,Forest,Water,Non_Water,Water,Forest
705,Forest,Water,Water,Water,Grassland
706,Forest,Water,Water,Water,Wetland
707,Forest,Water,Water,Water,Water
708,Forest,Water,Water,Water,Forest
709,Forest,Forest,NULL,Non_Wetland,NULL
710,Forest,Forest,NULL,Non_Wetland,Grassland
711,Forest,Forest,NULL,Non_Wetland,Wetland
712,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
713,Forest,Forest,NULL,Non_Wetland,Bareland
714,Forest,Forest,NULL,Non_Wetland,Water
715,Forest,Forest,NULL,Non_Wetland,Forest
716,Forest,Forest,Non_Water,Non_Wetland,NULL
717,Forest,Forest,Non_Water,Non_Wetland,Grassland
718,Forest,Forest,Non_Water,Non_Wetland,Wetland
719,Forest,Forest,Non_Water,Non_Wetland,Water
720,Forest,Forest,Non_Water,Non_Wetland,Forest
721,Forest,Forest,Water,Non_Wetland,NULL
722,Forest,Forest,Water,Non_Wetland,Grassland
723,Forest,Forest,Water,Non_Wetland,Wetland
724,Forest,Forest,Water,Non_Wetland,Water
725,Forest,Forest,Water,Non_Wetland,Forest
