Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,SIBERIA_2024_WorldCover_2021_44VPR_M_R
493,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
494,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
495,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
496,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
497,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
498,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
499,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
500,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
501,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
502,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
503,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
504,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
505,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
506,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
507,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
508,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
509,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
510,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
511,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
512,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
513,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
514,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
515,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
516,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
517,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
518,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
519,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
520,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
521,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
522,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
523,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
524,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
525,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
526,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
527,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
528,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
529,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
530,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
531,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
532,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
533,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
534,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
535,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
536,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
537,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
538,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
539,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
540,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
541,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
542,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
543,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
544,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
545,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
546,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
547,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
548,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
549,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
550,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
551,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
552,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
553,Permanent_ice_and_snow,Water,NULL,Water,Grassland
554,Permanent_ice_and_snow,Water,NULL,Water,Wetland
555,Permanent_ice_and_snow,Water,NULL,Water,Water
556,Permanent_ice_and_snow,Water,NULL,Water,Forest
557,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
558,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
559,Permanent_ice_and_snow,Water,Non_Water,Water,Water
560,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
561,Permanent_ice_and_snow,Water,Water,Water,Grassland
562,Permanent_ice_and_snow,Water,Water,Water,Wetland
563,Permanent_ice_and_snow,Water,Water,Water,Bareland
564,Permanent_ice_and_snow,Water,Water,Water,Water
565,Permanent_ice_and_snow,Water,Water,Water,Forest
566,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
567,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
568,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
569,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
570,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
571,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
572,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
573,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
574,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
575,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
576,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
577,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
578,Forest,NULL,NULL,Non_Wetland,NULL
579,Forest,NULL,NULL,Non_Wetland,Grassland
580,Forest,NULL,NULL,Non_Wetland,Wetland
581,Forest,NULL,NULL,Non_Wetland,Water
582,Forest,NULL,NULL,Non_Wetland,Forest
583,Forest,NULL,Non_Water,Non_Wetland,Grassland
584,Forest,NULL,Non_Water,Non_Wetland,Wetland
585,Forest,NULL,Non_Water,Non_Wetland,Water
586,Forest,NULL,Non_Water,Non_Wetland,Forest
587,Forest,NULL,Water,Non_Wetland,Grassland
588,Forest,NULL,Water,Non_Wetland,Wetland
589,Forest,NULL,Water,Non_Wetland,Water
590,Forest,NULL,Water,Non_Wetland,Forest
591,Forest,Shrubland,NULL,Non_Wetland,NULL
592,Forest,Shrubland,NULL,Non_Wetland,Grassland
593,Forest,Shrubland,NULL,Non_Wetland,Wetland
594,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
595,Forest,Shrubland,NULL,Non_Wetland,Bareland
596,Forest,Shrubland,NULL,Non_Wetland,Water
597,Forest,Shrubland,NULL,Non_Wetland,Forest
598,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
599,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
600,Forest,Shrubland,Non_Water,Non_Wetland,Water
601,Forest,Shrubland,Non_Water,Non_Wetland,Forest
602,Forest,Shrubland,Water,Non_Wetland,NULL
603,Forest,Shrubland,Water,Non_Wetland,Grassland
604,Forest,Shrubland,Water,Non_Wetland,Wetland
605,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
606,Forest,Shrubland,Water,Non_Wetland,Bareland
607,Forest,Shrubland,Water,Non_Wetland,Water
608,Forest,Shrubland,Water,Non_Wetland,Forest
609,Forest,Grassland,NULL,Non_Wetland,NULL
610,Forest,Grassland,NULL,Non_Wetland,Grassland
611,Forest,Grassland,NULL,Non_Wetland,Wetland
612,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
613,Forest,Grassland,NULL,Non_Wetland,Bareland
614,Forest,Grassland,NULL,Non_Wetland,Water
615,Forest,Grassland,NULL,Non_Wetland,Forest
616,Forest,Grassland,Non_Water,Non_Wetland,Grassland
617,Forest,Grassland,Non_Water,Non_Wetland,Forest
618,Forest,Grassland,Water,Non_Wetland,Grassland
619,Forest,Grassland,Water,Non_Wetland,Bareland
620,Forest,Grassland,Water,Non_Wetland,Forest
621,Forest,Cropland,NULL,Non_Wetland,Grassland
622,Forest,Cropland,NULL,Non_Wetland,Wetland
623,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
624,Forest,Cropland,NULL,Non_Wetland,Forest
625,Forest,Cropland,Non_Water,Non_Wetland,Grassland
626,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
627,Forest,Cropland,Non_Water,Non_Wetland,Forest
628,Forest,Cropland,Water,Non_Wetland,Forest
629,Forest,Wetland,NULL,Wetland,NULL
630,Forest,Wetland,NULL,Wetland,Grassland
631,Forest,Wetland,NULL,Wetland,Wetland
632,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
633,Forest,Wetland,NULL,Wetland,Water
634,Forest,Wetland,NULL,Wetland,Forest
635,Forest,Wetland,Non_Water,Wetland,Grassland
636,Forest,Wetland,Non_Water,Wetland,Wetland
637,Forest,Wetland,Non_Water,Wetland,Water
638,Forest,Wetland,Non_Water,Wetland,Forest
639,Forest,Wetland,Water,Wetland,Grassland
640,Forest,Wetland,Water,Wetland,Wetland
641,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
642,Forest,Wetland,Water,Wetland,Bareland
643,Forest,Wetland,Water,Wetland,Water
644,Forest,Wetland,Water,Wetland,Forest
645,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
646,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
647,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
648,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
649,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
650,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
651,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
652,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
653,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
654,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
655,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
656,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
657,Forest,Bareland,NULL,Non_Wetland,NULL
658,Forest,Bareland,NULL,Non_Wetland,Grassland
659,Forest,Bareland,NULL,Non_Wetland,Wetland
660,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
661,Forest,Bareland,NULL,Non_Wetland,Bareland
662,Forest,Bareland,NULL,Non_Wetland,Water
663,Forest,Bareland,NULL,Non_Wetland,Forest
664,Forest,Bareland,Non_Water,Non_Wetland,Grassland
665,Forest,Bareland,Non_Water,Non_Wetland,Wetland
666,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
667,Forest,Bareland,Non_Water,Non_Wetland,Bareland
668,Forest,Bareland,Non_Water,Non_Wetland,Water
669,Forest,Bareland,Non_Water,Non_Wetland,Forest
670,Forest,Bareland,Water,Non_Wetland,Grassland
671,Forest,Bareland,Water,Non_Wetland,Wetland
672,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
673,Forest,Bareland,Water,Non_Wetland,Bareland
674,Forest,Bareland,Water,Non_Wetland,Water
675,Forest,Bareland,Water,Non_Wetland,Forest
676,Forest,Built-up,NULL,Non_Wetland,Grassland
677,Forest,Built-up,NULL,Non_Wetland,Wetland
678,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
679,Forest,Built-up,NULL,Non_Wetland,Forest
680,Forest,Built-up,Non_Water,Non_Wetland,Bareland
681,Forest,Built-up,Non_Water,Non_Wetland,Forest
682,Forest,Built-up,Water,Non_Wetland,Grassland
683,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
684,Forest,Built-up,Water,Non_Wetland,Bareland
685,Forest,Built-up,Water,Non_Wetland,Forest
686,Forest,Water,NULL,Water,Grassland
687,Forest,Water,NULL,Water,Wetland
688,Forest,Water,NULL,Water,Lichens_and_Mosses
689,Forest,Water,NULL,Water,Water
690,Forest,Water,NULL,Water,Forest
691,Forest,Water,Non_Water,Water,Grassland
692,Forest,Water,Non_Water,Water,Wetland
693,Forest,Water,Non_Water,Water,Water
694,Forest,Water,Non_Water,Water,Forest
695,Forest,Water,Water,Water,Grassland
696,Forest,Water,Water,Water,Wetland
697,Forest,Water,Water,Water,Water
698,Forest,Water,Water,Water,Forest
699,Forest,Forest,NULL,Non_Wetland,NULL
700,Forest,Forest,NULL,Non_Wetland,Grassland
701,Forest,Forest,NULL,Non_Wetland,Wetland
702,Forest,Forest,NULL,Non_Wetland,Water
703,Forest,Forest,NULL,Non_Wetland,Forest
704,Forest,Forest,Non_Water,Non_Wetland,NULL
705,Forest,Forest,Non_Water,Non_Wetland,Grassland
706,Forest,Forest,Non_Water,Non_Wetland,Wetland
707,Forest,Forest,Non_Water,Non_Wetland,Water
708,Forest,Forest,Non_Water,Non_Wetland,Forest
709,Forest,Forest,Water,Non_Wetland,Grassland
710,Forest,Forest,Water,Non_Wetland,Wetland
711,Forest,Forest,Water,Non_Wetland,Water
712,Forest,Forest,Water,Non_Wetland,Forest
