Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,SIBERIA_2024_WorldCover_2021_42WWT_M_R
477,Water,Wetland,NULL,Wetland,Wetland
478,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
479,Water,Wetland,NULL,Wetland,Bareland
480,Water,Wetland,NULL,Wetland,Water
481,Water,Wetland,NULL,Wetland,Forest
482,Water,Wetland,Non_Water,Wetland,Grassland
483,Water,Wetland,Non_Water,Wetland,Wetland
484,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
485,Water,Wetland,Non_Water,Wetland,Bareland
486,Water,Wetland,Non_Water,Wetland,Water
487,Water,Wetland,Non_Water,Wetland,Forest
488,Water,Wetland,Water,Wetland,Grassland
489,Water,Wetland,Water,Wetland,Wetland
490,Water,Wetland,Water,Wetland,Lichens_and_Mosses
491,Water,Wetland,Water,Wetland,Bareland
492,Water,Wetland,Water,Wetland,Water
493,Water,Wetland,Water,Wetland,Forest
494,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
495,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
496,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
497,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
498,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
499,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
500,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
501,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
502,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
503,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
504,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
505,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
506,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
507,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
508,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
509,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
510,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
511,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
512,Water,Bareland,NULL,Non_Wetland,Grassland
513,Water,Bareland,NULL,Non_Wetland,Wetland
514,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
515,Water,Bareland,NULL,Non_Wetland,Bareland
516,Water,Bareland,NULL,Non_Wetland,Built-up
517,Water,Bareland,NULL,Non_Wetland,Water
518,Water,Bareland,NULL,Non_Wetland,Forest
519,Water,Bareland,Non_Water,Non_Wetland,Grassland
520,Water,Bareland,Non_Water,Non_Wetland,Wetland
521,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
522,Water,Bareland,Non_Water,Non_Wetland,Bareland
523,Water,Bareland,Non_Water,Non_Wetland,Water
524,Water,Bareland,Non_Water,Non_Wetland,Forest
525,Water,Bareland,Water,Non_Wetland,Grassland
526,Water,Bareland,Water,Non_Wetland,Wetland
527,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
528,Water,Bareland,Water,Non_Wetland,Bareland
529,Water,Bareland,Water,Non_Wetland,Water
530,Water,Bareland,Water,Non_Wetland,Forest
531,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
532,Water,Built-up,NULL,Non_Wetland,Bareland
533,Water,Built-up,NULL,Non_Wetland,Built-up
534,Water,Built-up,NULL,Non_Wetland,Water
535,Water,Built-up,NULL,Non_Wetland,Forest
536,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
537,Water,Built-up,Non_Water,Non_Wetland,Bareland
538,Water,Built-up,Non_Water,Non_Wetland,Water
539,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
540,Water,Built-up,Water,Non_Wetland,Bareland
541,Water,Built-up,Water,Non_Wetland,Water
542,Water,Water,NULL,Water,Grassland
543,Water,Water,NULL,Water,Wetland
544,Water,Water,NULL,Water,Lichens_and_Mosses
545,Water,Water,NULL,Water,Bareland
546,Water,Water,NULL,Water,Water
547,Water,Water,NULL,Water,Forest
548,Water,Water,Non_Water,Water,Grassland
549,Water,Water,Non_Water,Water,Wetland
550,Water,Water,Non_Water,Water,Lichens_and_Mosses
551,Water,Water,Non_Water,Water,Water
552,Water,Water,Non_Water,Water,Forest
553,Water,Water,Water,Water,NULL
554,Water,Water,Water,Water,Grassland
555,Water,Water,Water,Water,Wetland
556,Water,Water,Water,Water,Lichens_and_Mosses
557,Water,Water,Water,Water,Bareland
558,Water,Water,Water,Water,Water
559,Water,Water,Water,Water,Forest
560,Water,Forest,NULL,Non_Wetland,NULL
561,Water,Forest,NULL,Non_Wetland,Grassland
562,Water,Forest,NULL,Non_Wetland,Wetland
563,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
564,Water,Forest,NULL,Non_Wetland,Bareland
565,Water,Forest,NULL,Non_Wetland,Built-up
566,Water,Forest,NULL,Non_Wetland,Water
567,Water,Forest,NULL,Non_Wetland,Forest
568,Water,Forest,Non_Water,Non_Wetland,Grassland
569,Water,Forest,Non_Water,Non_Wetland,Wetland
570,Water,Forest,Non_Water,Non_Wetland,Water
571,Water,Forest,Non_Water,Non_Wetland,Forest
572,Water,Forest,Water,Non_Wetland,Grassland
573,Water,Forest,Water,Non_Wetland,Wetland
574,Water,Forest,Water,Non_Wetland,Bareland
575,Water,Forest,Water,Non_Wetland,Water
576,Water,Forest,Water,Non_Wetland,Forest
577,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
578,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
579,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
580,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
581,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
582,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
583,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
584,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
585,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
586,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
587,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
588,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
589,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
590,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
591,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
592,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
593,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
594,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
595,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
596,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
597,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
598,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
599,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
600,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
601,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
602,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
603,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
604,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
605,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
606,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
607,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
608,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
609,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
610,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
611,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
612,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
613,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
614,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
615,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
616,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
617,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
618,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
619,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
620,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
621,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
622,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
623,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
624,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
625,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
626,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
627,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
628,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
629,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
630,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
631,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
632,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
633,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
634,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
635,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
636,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
637,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
638,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
639,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
640,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
641,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
642,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
643,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
644,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
645,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
646,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
647,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
648,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
649,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
650,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
651,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
652,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
653,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
654,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
656,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
657,Permanent_ice_and_snow,Water,NULL,Water,Grassland
658,Permanent_ice_and_snow,Water,NULL,Water,Wetland
659,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
660,Permanent_ice_and_snow,Water,NULL,Water,Water
661,Permanent_ice_and_snow,Water,NULL,Water,Forest
662,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
663,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
664,Permanent_ice_and_snow,Water,Non_Water,Water,Water
665,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
666,Permanent_ice_and_snow,Water,Water,Water,Grassland
667,Permanent_ice_and_snow,Water,Water,Water,Wetland
668,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
669,Permanent_ice_and_snow,Water,Water,Water,Water
670,Permanent_ice_and_snow,Water,Water,Water,Forest
671,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
672,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
678,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
679,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
680,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
682,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
683,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
684,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
685,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
686,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
687,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
688,Forest,NULL,NULL,Non_Wetland,NULL
689,Forest,NULL,NULL,Non_Wetland,Grassland
690,Forest,NULL,NULL,Non_Wetland,Wetland
691,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
692,Forest,NULL,NULL,Non_Wetland,Built-up
693,Forest,NULL,NULL,Non_Wetland,Water
694,Forest,NULL,NULL,Non_Wetland,Forest
695,Forest,NULL,Non_Water,Non_Wetland,Grassland
696,Forest,NULL,Non_Water,Non_Wetland,Wetland
697,Forest,NULL,Non_Water,Non_Wetland,Water
698,Forest,NULL,Non_Water,Non_Wetland,Forest
699,Forest,NULL,Water,Non_Wetland,Grassland
700,Forest,NULL,Water,Non_Wetland,Wetland
701,Forest,NULL,Water,Non_Wetland,Water
702,Forest,NULL,Water,Non_Wetland,Forest
703,Forest,Shrubland,NULL,Non_Wetland,NULL
704,Forest,Shrubland,NULL,Non_Wetland,Grassland
705,Forest,Shrubland,NULL,Non_Wetland,Wetland
706,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
707,Forest,Shrubland,NULL,Non_Wetland,Built-up
708,Forest,Shrubland,NULL,Non_Wetland,Water
709,Forest,Shrubland,NULL,Non_Wetland,Forest
710,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
711,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
712,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
713,Forest,Shrubland,Non_Water,Non_Wetland,Forest
714,Forest,Shrubland,Water,Non_Wetland,Grassland
715,Forest,Shrubland,Water,Non_Wetland,Wetland
716,Forest,Shrubland,Water,Non_Wetland,Water
717,Forest,Shrubland,Water,Non_Wetland,Forest
718,Forest,Grassland,NULL,Non_Wetland,NULL
719,Forest,Grassland,NULL,Non_Wetland,Grassland
720,Forest,Grassland,NULL,Non_Wetland,Wetland
721,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
722,Forest,Grassland,NULL,Non_Wetland,Built-up
723,Forest,Grassland,NULL,Non_Wetland,Water
724,Forest,Grassland,NULL,Non_Wetland,Forest
725,Forest,Grassland,Non_Water,Non_Wetland,Grassland
726,Forest,Grassland,Non_Water,Non_Wetland,Wetland
727,Forest,Grassland,Non_Water,Non_Wetland,Water
728,Forest,Grassland,Non_Water,Non_Wetland,Forest
729,Forest,Grassland,Water,Non_Wetland,Grassland
730,Forest,Grassland,Water,Non_Wetland,Wetland
731,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
732,Forest,Grassland,Water,Non_Wetland,Water
733,Forest,Grassland,Water,Non_Wetland,Forest
734,Forest,Cropland,NULL,Non_Wetland,Grassland
735,Forest,Cropland,NULL,Non_Wetland,Wetland
736,Forest,Cropland,NULL,Non_Wetland,Water
737,Forest,Cropland,NULL,Non_Wetland,Forest
738,Forest,Cropland,Non_Water,Non_Wetland,Grassland
739,Forest,Cropland,Non_Water,Non_Wetland,Forest
740,Forest,Cropland,Water,Non_Wetland,Forest
741,Forest,Wetland,NULL,Wetland,NULL
742,Forest,Wetland,NULL,Wetland,Grassland
743,Forest,Wetland,NULL,Wetland,Wetland
744,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
745,Forest,Wetland,NULL,Wetland,Bareland
746,Forest,Wetland,NULL,Wetland,Water
747,Forest,Wetland,NULL,Wetland,Forest
748,Forest,Wetland,Non_Water,Wetland,Grassland
749,Forest,Wetland,Non_Water,Wetland,Wetland
750,Forest,Wetland,Non_Water,Wetland,Water
751,Forest,Wetland,Non_Water,Wetland,Forest
752,Forest,Wetland,Water,Wetland,Grassland
753,Forest,Wetland,Water,Wetland,Wetland
754,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
755,Forest,Wetland,Water,Wetland,Bareland
756,Forest,Wetland,Water,Wetland,Water
757,Forest,Wetland,Water,Wetland,Forest
758,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
759,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
760,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
761,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
762,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
763,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
764,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
765,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
766,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
767,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
768,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
769,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
770,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
771,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
772,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
773,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
774,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
775,Forest,Bareland,NULL,Non_Wetland,NULL
776,Forest,Bareland,NULL,Non_Wetland,Grassland
777,Forest,Bareland,NULL,Non_Wetland,Wetland
778,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
779,Forest,Bareland,NULL,Non_Wetland,Bareland
780,Forest,Bareland,NULL,Non_Wetland,Built-up
781,Forest,Bareland,NULL,Non_Wetland,Water
782,Forest,Bareland,NULL,Non_Wetland,Forest
783,Forest,Bareland,Non_Water,Non_Wetland,Grassland
784,Forest,Bareland,Non_Water,Non_Wetland,Wetland
785,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
786,Forest,Bareland,Non_Water,Non_Wetland,Bareland
787,Forest,Bareland,Non_Water,Non_Wetland,Water
788,Forest,Bareland,Non_Water,Non_Wetland,Forest
789,Forest,Bareland,Water,Non_Wetland,Grassland
790,Forest,Bareland,Water,Non_Wetland,Wetland
791,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
792,Forest,Bareland,Water,Non_Wetland,Bareland
793,Forest,Bareland,Water,Non_Wetland,Water
794,Forest,Bareland,Water,Non_Wetland,Forest
795,Forest,Built-up,NULL,Non_Wetland,NULL
796,Forest,Built-up,NULL,Non_Wetland,Grassland
797,Forest,Built-up,NULL,Non_Wetland,Wetland
798,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
799,Forest,Built-up,NULL,Non_Wetland,Built-up
800,Forest,Built-up,NULL,Non_Wetland,Forest
801,Forest,Built-up,Non_Water,Non_Wetland,Forest
802,Forest,Built-up,Water,Non_Wetland,Grassland
803,Forest,Built-up,Water,Non_Wetland,Forest
804,Forest,Water,NULL,Water,Grassland
805,Forest,Water,NULL,Water,Wetland
806,Forest,Water,NULL,Water,Water
807,Forest,Water,NULL,Water,Forest
808,Forest,Water,Non_Water,Water,Grassland
809,Forest,Water,Non_Water,Water,Wetland
810,Forest,Water,Non_Water,Water,Water
811,Forest,Water,Non_Water,Water,Forest
812,Forest,Water,Water,Water,Grassland
813,Forest,Water,Water,Water,Wetland
814,Forest,Water,Water,Water,Water
815,Forest,Water,Water,Water,Forest
816,Forest,Forest,NULL,Non_Wetland,NULL
817,Forest,Forest,NULL,Non_Wetland,Grassland
818,Forest,Forest,NULL,Non_Wetland,Wetland
819,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
820,Forest,Forest,NULL,Non_Wetland,Bareland
821,Forest,Forest,NULL,Non_Wetland,Built-up
822,Forest,Forest,NULL,Non_Wetland,Water
823,Forest,Forest,NULL,Non_Wetland,Forest
824,Forest,Forest,Non_Water,Non_Wetland,NULL
825,Forest,Forest,Non_Water,Non_Wetland,Grassland
826,Forest,Forest,Non_Water,Non_Wetland,Wetland
827,Forest,Forest,Non_Water,Non_Wetland,Bareland
828,Forest,Forest,Non_Water,Non_Wetland,Water
829,Forest,Forest,Non_Water,Non_Wetland,Forest
830,Forest,Forest,Water,Non_Wetland,Grassland
831,Forest,Forest,Water,Non_Wetland,Wetland
832,Forest,Forest,Water,Non_Wetland,Bareland
833,Forest,Forest,Water,Non_Wetland,Water
834,Forest,Forest,Water,Non_Wetland,Forest
