Value,SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,SIBERIA_2024_WorldCover_2021_43WFP_M_R
878,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
879,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
880,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
881,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
882,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
883,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
884,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
885,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
886,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
887,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
888,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
889,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
890,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
891,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
892,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
893,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
894,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
895,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
896,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
897,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
898,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
899,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
900,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
901,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
902,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
903,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
904,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
905,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
906,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
907,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
908,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
909,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
910,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
911,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
912,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
913,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
914,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
915,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
916,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
917,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
918,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
919,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
920,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
921,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
922,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
923,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
924,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
925,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
926,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
927,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
928,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
929,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
930,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
931,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
932,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
933,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
934,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
935,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
936,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
937,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
938,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
939,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
940,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
941,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
942,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
943,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
944,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
945,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
946,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
947,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
948,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
949,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
950,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
951,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
952,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
953,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
954,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
955,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
956,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
957,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
958,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
959,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
960,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
961,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
962,NULL,Permanent_ice_and_snow,Water,NULL,Water,Built-up
963,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
964,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
965,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
966,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
967,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
968,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
969,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
970,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
971,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
972,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
973,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
974,NULL,Permanent_ice_and_snow,Water,Water,Water,Built-up
975,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
976,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
977,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
978,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
979,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
980,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
981,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
982,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
983,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
984,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
985,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
986,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
987,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
988,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
989,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
990,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
991,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
992,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
993,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
994,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
995,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
996,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
997,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
998,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
999,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
1000,NULL,Forest,NULL,NULL,Non_Wetland,Water
1001,NULL,Forest,NULL,NULL,Non_Wetland,Forest
1002,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
1003,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
1004,NULL,Forest,NULL,Non_Water,Non_Wetland,Water
1005,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
1006,NULL,Forest,NULL,Water,Non_Wetland,Grassland
1007,NULL,Forest,NULL,Water,Non_Wetland,Wetland
1008,NULL,Forest,NULL,Water,Non_Wetland,Water
1009,NULL,Forest,NULL,Water,Non_Wetland,Forest
1010,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
1011,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
1012,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1013,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
1014,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
1015,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
1016,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
1017,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1018,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1019,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1020,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1021,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
1022,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1023,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
1024,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
1025,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1026,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
1027,NULL,Forest,Shrubland,Water,Non_Wetland,Water
1028,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
1029,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
1030,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
1031,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1032,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
1033,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
1034,NULL,Forest,Grassland,NULL,Non_Wetland,Water
1035,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
1036,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1037,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1038,NULL,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1039,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1040,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water
1041,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
1042,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
1043,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
1044,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1045,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
1046,NULL,Forest,Grassland,Water,Non_Wetland,Water
1047,NULL,Forest,Grassland,Water,Non_Wetland,Forest
1048,NULL,Forest,Wetland,NULL,Wetland,Grassland
1049,NULL,Forest,Wetland,NULL,Wetland,Wetland
1050,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1051,NULL,Forest,Wetland,NULL,Wetland,Bareland
1052,NULL,Forest,Wetland,NULL,Wetland,Built-up
1053,NULL,Forest,Wetland,NULL,Wetland,Water
1054,NULL,Forest,Wetland,NULL,Wetland,Forest
1055,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
1056,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
1057,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1058,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
1059,NULL,Forest,Wetland,Non_Water,Wetland,Built-up
1060,NULL,Forest,Wetland,Non_Water,Wetland,Water
1061,NULL,Forest,Wetland,Non_Water,Wetland,Forest
1062,NULL,Forest,Wetland,Water,Wetland,Grassland
1063,NULL,Forest,Wetland,Water,Wetland,Wetland
1064,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1065,NULL,Forest,Wetland,Water,Wetland,Bareland
1066,NULL,Forest,Wetland,Water,Wetland,Water
1067,NULL,Forest,Wetland,Water,Wetland,Forest
1068,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1069,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1070,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1071,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1072,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1073,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1074,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1075,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1076,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1077,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1078,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1079,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1080,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1081,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1082,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1083,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
1084,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
1085,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1086,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
1087,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
1088,NULL,Forest,Bareland,NULL,Non_Wetland,Water
1089,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
1090,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1091,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1092,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1093,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1094,NULL,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1095,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
1096,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
1097,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
1098,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
1099,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1100,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
1101,NULL,Forest,Bareland,Water,Non_Wetland,Water
1102,NULL,Forest,Bareland,Water,Non_Wetland,Forest
1103,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
1104,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
1105,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1106,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
1107,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
1108,NULL,Forest,Built-up,NULL,Non_Wetland,Water
1109,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
1110,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1111,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1112,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1113,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1114,NULL,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1115,NULL,Forest,Built-up,Non_Water,Non_Wetland,Water
1116,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
1117,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
1118,NULL,Forest,Built-up,Water,Non_Wetland,Wetland
1119,NULL,Forest,Built-up,Water,Non_Wetland,Bareland
1120,NULL,Forest,Built-up,Water,Non_Wetland,Forest
1121,NULL,Forest,Water,NULL,Water,Grassland
1122,NULL,Forest,Water,NULL,Water,Wetland
1123,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
1124,NULL,Forest,Water,NULL,Water,Bareland
1125,NULL,Forest,Water,NULL,Water,Water
1126,NULL,Forest,Water,NULL,Water,Forest
1127,NULL,Forest,Water,Non_Water,Water,Grassland
1128,NULL,Forest,Water,Non_Water,Water,Wetland
1129,NULL,Forest,Water,Non_Water,Water,Water
1130,NULL,Forest,Water,Non_Water,Water,Forest
1131,NULL,Forest,Water,Water,Water,Grassland
1132,NULL,Forest,Water,Water,Water,Wetland
1133,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
1134,NULL,Forest,Water,Water,Water,Bareland
1135,NULL,Forest,Water,Water,Water,Water
1136,NULL,Forest,Water,Water,Water,Forest
1137,NULL,Forest,Forest,NULL,Non_Wetland,NULL
1138,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
1139,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
1140,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1141,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
1142,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
1143,NULL,Forest,Forest,NULL,Non_Wetland,Water
1144,NULL,Forest,Forest,NULL,Non_Wetland,Forest
1145,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
1146,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
1147,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1148,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
1149,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
1150,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
1151,NULL,Forest,Forest,Water,Non_Wetland,Grassland
1152,NULL,Forest,Forest,Water,Non_Wetland,Wetland
1153,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1154,NULL,Forest,Forest,Water,Non_Wetland,Bareland
1155,NULL,Forest,Forest,Water,Non_Wetland,Water
1156,NULL,Forest,Forest,Water,Non_Wetland,Forest
1157,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
1158,Shrubland,NULL,NULL,NULL,Non_Wetland,Forest
1159,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1160,Shrubland,NULL,NULL,Water,Non_Wetland,Forest
1161,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1162,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1163,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1164,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1165,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
1166,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1167,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1168,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1169,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
1170,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
1171,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1172,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
1173,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
1174,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
1175,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1176,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
1177,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
1178,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
1179,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1180,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1181,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1182,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
1183,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1184,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
1185,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
1186,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1187,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
1188,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
1189,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
1190,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
1191,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1192,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
1193,Shrubland,NULL,Wetland,NULL,Wetland,Water
1194,Shrubland,NULL,Wetland,NULL,Wetland,Forest
1195,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
1196,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
1197,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1198,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
1199,Shrubland,NULL,Wetland,Non_Water,Wetland,Forest
1200,Shrubland,NULL,Wetland,Water,Wetland,Wetland
1201,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1202,Shrubland,NULL,Wetland,Water,Wetland,Water
1203,Shrubland,NULL,Wetland,Water,Wetland,Forest
1204,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1205,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1206,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1207,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1208,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1209,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1210,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1211,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1212,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1213,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1214,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
1215,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
1216,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1217,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
1218,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
1219,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
1220,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
1221,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1222,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1223,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1224,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
1225,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1226,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
1227,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
1228,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1229,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
1230,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
1231,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
1232,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
1233,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1234,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
1235,Shrubland,NULL,Built-up,NULL,Non_Wetland,Built-up
1236,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
1237,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1238,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1239,Shrubland,NULL,Water,NULL,Water,Grassland
1240,Shrubland,NULL,Water,NULL,Water,Wetland
1241,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
1242,Shrubland,NULL,Water,Non_Water,Water,Grassland
1243,Shrubland,NULL,Water,Non_Water,Water,Wetland
1244,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1245,Shrubland,NULL,Water,Non_Water,Water,Water
1246,Shrubland,NULL,Water,Water,Water,Grassland
1247,Shrubland,NULL,Water,Water,Water,Wetland
1248,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
1249,Shrubland,NULL,Water,Water,Water,Water
1250,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1251,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1252,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1253,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
1254,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
1255,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1256,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
