Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,SIBERIA_2024_WorldCover_2021_44WMS_M_R
484,Built-up,Built-up,Water,Non_Wetland,Built-up
485,Built-up,Water,NULL,Water,Wetland
486,Built-up,Water,NULL,Water,Water
487,Built-up,Water,NULL,Water,Forest
488,Built-up,Water,Water,Water,Grassland
489,Built-up,Water,Water,Water,Wetland
490,Built-up,Water,Water,Water,Water
491,Built-up,Water,Water,Water,Forest
492,Built-up,Forest,NULL,Non_Wetland,NULL
493,Built-up,Forest,NULL,Non_Wetland,Grassland
494,Built-up,Forest,NULL,Non_Wetland,Wetland
495,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
496,Built-up,Forest,NULL,Non_Wetland,Bareland
497,Built-up,Forest,NULL,Non_Wetland,Built-up
498,Built-up,Forest,NULL,Non_Wetland,Water
499,Built-up,Forest,NULL,Non_Wetland,Forest
500,Built-up,Forest,Non_Water,Non_Wetland,Grassland
501,Built-up,Forest,Non_Water,Non_Wetland,Forest
502,Built-up,Forest,Water,Non_Wetland,Forest
503,Water,NULL,NULL,Non_Wetland,Grassland
504,Water,NULL,NULL,Non_Wetland,Wetland
505,Water,NULL,NULL,Non_Wetland,Water
506,Water,NULL,NULL,Non_Wetland,Forest
507,Water,NULL,Non_Water,Non_Wetland,Grassland
508,Water,NULL,Non_Water,Non_Wetland,Wetland
509,Water,NULL,Non_Water,Non_Wetland,Water
510,Water,NULL,Non_Water,Non_Wetland,Forest
511,Water,NULL,Water,Non_Wetland,Grassland
512,Water,NULL,Water,Non_Wetland,Wetland
513,Water,NULL,Water,Non_Wetland,Water
514,Water,NULL,Water,Non_Wetland,Forest
515,Water,Shrubland,NULL,Non_Wetland,Grassland
516,Water,Shrubland,NULL,Non_Wetland,Wetland
517,Water,Shrubland,NULL,Non_Wetland,Water
518,Water,Shrubland,NULL,Non_Wetland,Forest
519,Water,Shrubland,Non_Water,Non_Wetland,Grassland
520,Water,Shrubland,Non_Water,Non_Wetland,Wetland
521,Water,Shrubland,Non_Water,Non_Wetland,Water
522,Water,Shrubland,Non_Water,Non_Wetland,Forest
523,Water,Shrubland,Water,Non_Wetland,Grassland
524,Water,Shrubland,Water,Non_Wetland,Wetland
525,Water,Shrubland,Water,Non_Wetland,Water
526,Water,Shrubland,Water,Non_Wetland,Forest
527,Water,Grassland,NULL,Non_Wetland,Grassland
528,Water,Grassland,NULL,Non_Wetland,Forest
529,Water,Grassland,Non_Water,Non_Wetland,Wetland
530,Water,Grassland,Water,Non_Wetland,Water
531,Water,Wetland,NULL,Wetland,NULL
532,Water,Wetland,NULL,Wetland,Grassland
533,Water,Wetland,NULL,Wetland,Wetland
534,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
535,Water,Wetland,NULL,Wetland,Bareland
536,Water,Wetland,NULL,Wetland,Water
537,Water,Wetland,NULL,Wetland,Forest
538,Water,Wetland,Non_Water,Wetland,Grassland
539,Water,Wetland,Non_Water,Wetland,Wetland
540,Water,Wetland,Non_Water,Wetland,Water
541,Water,Wetland,Non_Water,Wetland,Forest
542,Water,Wetland,Water,Wetland,Grassland
543,Water,Wetland,Water,Wetland,Wetland
544,Water,Wetland,Water,Wetland,Lichens_and_Mosses
545,Water,Wetland,Water,Wetland,Bareland
546,Water,Wetland,Water,Wetland,Water
547,Water,Wetland,Water,Wetland,Forest
548,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
549,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
550,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
551,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
552,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
553,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
554,Water,Bareland,NULL,Non_Wetland,Grassland
555,Water,Bareland,NULL,Non_Wetland,Wetland
556,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
557,Water,Bareland,NULL,Non_Wetland,Bareland
558,Water,Bareland,NULL,Non_Wetland,Water
559,Water,Bareland,NULL,Non_Wetland,Forest
560,Water,Bareland,Non_Water,Non_Wetland,Grassland
561,Water,Bareland,Non_Water,Non_Wetland,Wetland
562,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
563,Water,Bareland,Non_Water,Non_Wetland,Bareland
564,Water,Bareland,Non_Water,Non_Wetland,Water
565,Water,Bareland,Non_Water,Non_Wetland,Forest
566,Water,Bareland,Water,Non_Wetland,Grassland
567,Water,Bareland,Water,Non_Wetland,Wetland
568,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
569,Water,Bareland,Water,Non_Wetland,Bareland
570,Water,Bareland,Water,Non_Wetland,Water
571,Water,Bareland,Water,Non_Wetland,Forest
572,Water,Built-up,NULL,Non_Wetland,Wetland
573,Water,Built-up,NULL,Non_Wetland,Built-up
574,Water,Built-up,NULL,Non_Wetland,Water
575,Water,Built-up,NULL,Non_Wetland,Forest
576,Water,Built-up,Water,Non_Wetland,Wetland
577,Water,Built-up,Water,Non_Wetland,Water
578,Water,Water,NULL,Water,Grassland
579,Water,Water,NULL,Water,Wetland
580,Water,Water,NULL,Water,Lichens_and_Mosses
581,Water,Water,NULL,Water,Bareland
582,Water,Water,NULL,Water,Water
583,Water,Water,NULL,Water,Forest
584,Water,Water,Non_Water,Water,Grassland
585,Water,Water,Non_Water,Water,Wetland
586,Water,Water,Non_Water,Water,Lichens_and_Mosses
587,Water,Water,Non_Water,Water,Bareland
588,Water,Water,Non_Water,Water,Water
589,Water,Water,Non_Water,Water,Forest
590,Water,Water,Water,Water,Grassland
591,Water,Water,Water,Water,Wetland
592,Water,Water,Water,Water,Lichens_and_Mosses
593,Water,Water,Water,Water,Bareland
594,Water,Water,Water,Water,Water
595,Water,Water,Water,Water,Permanent_ice_and_snow
596,Water,Water,Water,Water,Forest
597,Water,Forest,NULL,Non_Wetland,Grassland
598,Water,Forest,NULL,Non_Wetland,Wetland
599,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
600,Water,Forest,NULL,Non_Wetland,Water
601,Water,Forest,NULL,Non_Wetland,Forest
602,Water,Forest,Non_Water,Non_Wetland,Grassland
603,Water,Forest,Non_Water,Non_Wetland,Wetland
604,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
605,Water,Forest,Non_Water,Non_Wetland,Water
606,Water,Forest,Non_Water,Non_Wetland,Forest
607,Water,Forest,Water,Non_Wetland,Grassland
608,Water,Forest,Water,Non_Wetland,Wetland
609,Water,Forest,Water,Non_Wetland,Water
610,Water,Forest,Water,Non_Wetland,Forest
611,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
612,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
613,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
614,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
615,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
616,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
617,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
618,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
619,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
620,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
621,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
622,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
623,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
624,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
625,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
626,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
627,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
628,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
629,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
630,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
631,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
632,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
633,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
634,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
635,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
636,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
637,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
638,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
639,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
640,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
641,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
642,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
643,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
644,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
645,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
646,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
647,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
648,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
649,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
650,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
651,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
652,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
653,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
654,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
655,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
656,Permanent_ice_and_snow,Water,NULL,Water,Grassland
657,Permanent_ice_and_snow,Water,NULL,Water,Wetland
658,Permanent_ice_and_snow,Water,NULL,Water,Bareland
659,Permanent_ice_and_snow,Water,NULL,Water,Forest
660,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
661,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
662,Permanent_ice_and_snow,Water,Water,Water,Grassland
663,Permanent_ice_and_snow,Water,Water,Water,Wetland
664,Permanent_ice_and_snow,Water,Water,Water,Water
665,Permanent_ice_and_snow,Water,Water,Water,Forest
666,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
667,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
669,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
670,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
671,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
672,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
673,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
674,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
675,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
676,Forest,NULL,NULL,Non_Wetland,NULL
677,Forest,NULL,NULL,Non_Wetland,Grassland
678,Forest,NULL,NULL,Non_Wetland,Wetland
679,Forest,NULL,NULL,Non_Wetland,Water
680,Forest,NULL,NULL,Non_Wetland,Forest
681,Forest,NULL,Non_Water,Non_Wetland,Grassland
682,Forest,NULL,Non_Water,Non_Wetland,Wetland
683,Forest,NULL,Non_Water,Non_Wetland,Water
684,Forest,NULL,Non_Water,Non_Wetland,Forest
685,Forest,NULL,Water,Non_Wetland,Grassland
686,Forest,NULL,Water,Non_Wetland,Wetland
687,Forest,NULL,Water,Non_Wetland,Water
688,Forest,NULL,Water,Non_Wetland,Forest
689,Forest,Shrubland,NULL,Non_Wetland,NULL
690,Forest,Shrubland,NULL,Non_Wetland,Grassland
691,Forest,Shrubland,NULL,Non_Wetland,Wetland
692,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
693,Forest,Shrubland,NULL,Non_Wetland,Bareland
694,Forest,Shrubland,NULL,Non_Wetland,Built-up
695,Forest,Shrubland,NULL,Non_Wetland,Water
696,Forest,Shrubland,NULL,Non_Wetland,Forest
697,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
698,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
699,Forest,Shrubland,Non_Water,Non_Wetland,Forest
700,Forest,Shrubland,Water,Non_Wetland,Grassland
701,Forest,Shrubland,Water,Non_Wetland,Wetland
702,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
703,Forest,Shrubland,Water,Non_Wetland,Water
704,Forest,Shrubland,Water,Non_Wetland,Forest
705,Forest,Grassland,NULL,Non_Wetland,NULL
706,Forest,Grassland,NULL,Non_Wetland,Grassland
707,Forest,Grassland,NULL,Non_Wetland,Wetland
708,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
709,Forest,Grassland,NULL,Non_Wetland,Built-up
710,Forest,Grassland,NULL,Non_Wetland,Forest
711,Forest,Grassland,Non_Water,Non_Wetland,Grassland
712,Forest,Grassland,Non_Water,Non_Wetland,Forest
713,Forest,Grassland,Water,Non_Wetland,Grassland
714,Forest,Grassland,Water,Non_Wetland,Forest
715,Forest,Cropland,NULL,Non_Wetland,Grassland
716,Forest,Cropland,NULL,Non_Wetland,Wetland
717,Forest,Cropland,NULL,Non_Wetland,Forest
718,Forest,Cropland,Non_Water,Non_Wetland,Grassland
719,Forest,Cropland,Non_Water,Non_Wetland,Forest
720,Forest,Wetland,NULL,Wetland,NULL
721,Forest,Wetland,NULL,Wetland,Grassland
722,Forest,Wetland,NULL,Wetland,Wetland
723,Forest,Wetland,NULL,Wetland,Built-up
724,Forest,Wetland,NULL,Wetland,Water
725,Forest,Wetland,NULL,Wetland,Forest
726,Forest,Wetland,Non_Water,Wetland,Grassland
727,Forest,Wetland,Non_Water,Wetland,Wetland
728,Forest,Wetland,Non_Water,Wetland,Water
729,Forest,Wetland,Non_Water,Wetland,Forest
730,Forest,Wetland,Water,Wetland,Grassland
731,Forest,Wetland,Water,Wetland,Wetland
732,Forest,Wetland,Water,Wetland,Water
733,Forest,Wetland,Water,Wetland,Forest
734,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
735,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
736,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
737,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
738,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
739,Forest,Bareland,NULL,Non_Wetland,NULL
740,Forest,Bareland,NULL,Non_Wetland,Grassland
741,Forest,Bareland,NULL,Non_Wetland,Wetland
742,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
743,Forest,Bareland,NULL,Non_Wetland,Bareland
744,Forest,Bareland,NULL,Non_Wetland,Built-up
745,Forest,Bareland,NULL,Non_Wetland,Water
746,Forest,Bareland,NULL,Non_Wetland,Forest
747,Forest,Bareland,Non_Water,Non_Wetland,Grassland
748,Forest,Bareland,Non_Water,Non_Wetland,Wetland
749,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
750,Forest,Bareland,Non_Water,Non_Wetland,Built-up
751,Forest,Bareland,Non_Water,Non_Wetland,Water
752,Forest,Bareland,Non_Water,Non_Wetland,Forest
753,Forest,Bareland,Water,Non_Wetland,Grassland
754,Forest,Bareland,Water,Non_Wetland,Wetland
755,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
756,Forest,Bareland,Water,Non_Wetland,Built-up
757,Forest,Bareland,Water,Non_Wetland,Water
758,Forest,Bareland,Water,Non_Wetland,Forest
759,Forest,Built-up,NULL,Non_Wetland,Grassland
760,Forest,Built-up,NULL,Non_Wetland,Wetland
761,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
762,Forest,Built-up,NULL,Non_Wetland,Built-up
763,Forest,Built-up,NULL,Non_Wetland,Forest
764,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Forest,Built-up,Water,Non_Wetland,Grassland
766,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
767,Forest,Built-up,Water,Non_Wetland,Forest
768,Forest,Water,NULL,Water,Grassland
769,Forest,Water,NULL,Water,Wetland
770,Forest,Water,NULL,Water,Water
771,Forest,Water,NULL,Water,Forest
772,Forest,Water,Non_Water,Water,Grassland
773,Forest,Water,Non_Water,Water,Wetland
774,Forest,Water,Non_Water,Water,Water
775,Forest,Water,Non_Water,Water,Forest
776,Forest,Water,Water,Water,Grassland
777,Forest,Water,Water,Water,Wetland
778,Forest,Water,Water,Water,Water
779,Forest,Water,Water,Water,Forest
780,Forest,Forest,NULL,Non_Wetland,NULL
781,Forest,Forest,NULL,Non_Wetland,Grassland
782,Forest,Forest,NULL,Non_Wetland,Wetland
783,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
784,Forest,Forest,NULL,Non_Wetland,Bareland
785,Forest,Forest,NULL,Non_Wetland,Built-up
786,Forest,Forest,NULL,Non_Wetland,Water
787,Forest,Forest,NULL,Non_Wetland,Forest
788,Forest,Forest,Non_Water,Non_Wetland,Grassland
789,Forest,Forest,Non_Water,Non_Wetland,Wetland
790,Forest,Forest,Non_Water,Non_Wetland,Water
791,Forest,Forest,Non_Water,Non_Wetland,Forest
792,Forest,Forest,Water,Non_Wetland,Grassland
793,Forest,Forest,Water,Non_Wetland,Wetland
794,Forest,Forest,Water,Non_Wetland,Water
795,Forest,Forest,Water,Non_Wetland,Forest
