Value,SIBERIA_2024_ESA_CALU_2024_43WFN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFN_M_R,SIBERIA_2024_WorldCover_2021_43WFN_M_R
415,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
416,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
417,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
418,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
419,NULL,Bareland,Wetland,Non_Water,Wetland,Water
420,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
421,NULL,Bareland,Wetland,Water,Wetland,Grassland
422,NULL,Bareland,Wetland,Water,Wetland,Wetland
423,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
424,NULL,Bareland,Wetland,Water,Wetland,Bareland
425,NULL,Bareland,Wetland,Water,Wetland,Water
426,NULL,Bareland,Wetland,Water,Wetland,Forest
427,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
428,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
429,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
430,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
431,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
432,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
433,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
434,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
435,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
436,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
437,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
438,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
439,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
440,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
441,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
442,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
443,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
444,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
445,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
446,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
447,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
448,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
449,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
450,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
451,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
452,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
453,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
454,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
455,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
456,NULL,Bareland,Bareland,Water,Non_Wetland,Water
457,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
458,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
459,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
460,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
461,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
462,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
463,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
464,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
465,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
466,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
467,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
468,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
469,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
470,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
471,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
472,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
473,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
474,NULL,Bareland,Built-up,Water,Non_Wetland,Water
475,NULL,Bareland,Water,NULL,Water,Grassland
476,NULL,Bareland,Water,NULL,Water,Wetland
477,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
478,NULL,Bareland,Water,NULL,Water,Bareland
479,NULL,Bareland,Water,NULL,Water,Water
480,NULL,Bareland,Water,NULL,Water,Forest
481,NULL,Bareland,Water,Non_Water,Water,Grassland
482,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
483,NULL,Bareland,Water,Non_Water,Water,Bareland
484,NULL,Bareland,Water,Non_Water,Water,Water
485,NULL,Bareland,Water,Non_Water,Water,Forest
486,NULL,Bareland,Water,Water,Water,Grassland
487,NULL,Bareland,Water,Water,Water,Wetland
488,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
489,NULL,Bareland,Water,Water,Water,Bareland
490,NULL,Bareland,Water,Water,Water,Water
491,NULL,Bareland,Water,Water,Water,Forest
492,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
493,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
494,NULL,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
495,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
496,NULL,Bareland,Forest,NULL,Non_Wetland,Water
497,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
498,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
499,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
500,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
501,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
502,NULL,Bareland,Forest,Water,Non_Wetland,Wetland
503,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
504,NULL,Bareland,Forest,Water,Non_Wetland,Water
505,NULL,Bareland,Forest,Water,Non_Wetland,Forest
506,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
507,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
508,NULL,Built-up,NULL,Water,Non_Wetland,Forest
509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
516,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
517,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
518,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
519,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
520,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
521,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
522,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
523,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
524,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
525,NULL,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
526,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
527,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
528,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
529,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
530,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
531,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
532,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
533,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
534,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
535,NULL,Built-up,Wetland,NULL,Wetland,Grassland
536,NULL,Built-up,Wetland,NULL,Wetland,Wetland
537,NULL,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
538,NULL,Built-up,Wetland,NULL,Wetland,Bareland
539,NULL,Built-up,Wetland,NULL,Wetland,Built-up
540,NULL,Built-up,Wetland,NULL,Wetland,Water
541,NULL,Built-up,Wetland,NULL,Wetland,Forest
542,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
543,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
544,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
545,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
546,NULL,Built-up,Wetland,Water,Wetland,Grassland
547,NULL,Built-up,Wetland,Water,Wetland,Wetland
548,NULL,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
549,NULL,Built-up,Wetland,Water,Wetland,Bareland
550,NULL,Built-up,Wetland,Water,Wetland,Built-up
551,NULL,Built-up,Wetland,Water,Wetland,Water
552,NULL,Built-up,Wetland,Water,Wetland,Forest
553,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
554,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
555,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
556,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
557,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
558,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
559,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
560,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
561,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
562,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
563,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
564,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
565,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
566,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
567,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
568,NULL,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
569,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
570,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
571,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
572,NULL,Built-up,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
573,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
574,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
575,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
576,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
577,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
578,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
579,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
580,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
581,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
582,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
583,NULL,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
584,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
585,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
586,NULL,Built-up,Bareland,Water,Non_Wetland,Water
587,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
595,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
596,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
597,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
598,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
599,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
600,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
601,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland
602,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
603,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
604,NULL,Built-up,Built-up,Water,Non_Wetland,Water
605,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
606,NULL,Built-up,Water,NULL,Water,Grassland
607,NULL,Built-up,Water,NULL,Water,Wetland
608,NULL,Built-up,Water,NULL,Water,Bareland
609,NULL,Built-up,Water,NULL,Water,Built-up
610,NULL,Built-up,Water,NULL,Water,Water
611,NULL,Built-up,Water,NULL,Water,Forest
612,NULL,Built-up,Water,Non_Water,Water,Grassland
613,NULL,Built-up,Water,Non_Water,Water,Wetland
614,NULL,Built-up,Water,Non_Water,Water,Water
615,NULL,Built-up,Water,Non_Water,Water,Forest
616,NULL,Built-up,Water,Water,Water,Grassland
617,NULL,Built-up,Water,Water,Water,Wetland
618,NULL,Built-up,Water,Water,Water,Bareland
619,NULL,Built-up,Water,Water,Water,Built-up
620,NULL,Built-up,Water,Water,Water,Water
621,NULL,Built-up,Water,Water,Water,Forest
622,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
623,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
624,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
625,NULL,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
626,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
628,NULL,Built-up,Forest,NULL,Non_Wetland,Water
629,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
630,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
631,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
632,NULL,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
633,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
634,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
635,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
636,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
637,NULL,Built-up,Forest,Water,Non_Wetland,Wetland
638,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
639,NULL,Built-up,Forest,Water,Non_Wetland,Water
640,NULL,Built-up,Forest,Water,Non_Wetland,Forest
641,NULL,Water,NULL,NULL,Non_Wetland,Grassland
642,NULL,Water,NULL,NULL,Non_Wetland,Wetland
643,NULL,Water,NULL,NULL,Non_Wetland,Water
644,NULL,Water,NULL,NULL,Non_Wetland,Forest
645,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
646,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
647,NULL,Water,NULL,Non_Water,Non_Wetland,Water
648,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
649,NULL,Water,NULL,Water,Non_Wetland,Grassland
650,NULL,Water,NULL,Water,Non_Wetland,Wetland
651,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
652,NULL,Water,NULL,Water,Non_Wetland,Water
653,NULL,Water,NULL,Water,Non_Wetland,Forest
654,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
655,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
656,NULL,Water,Shrubland,NULL,Non_Wetland,Water
657,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
658,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
659,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
660,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
661,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
662,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
663,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
664,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
665,NULL,Water,Shrubland,Water,Non_Wetland,Water
666,NULL,Water,Shrubland,Water,Non_Wetland,Forest
667,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
668,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
669,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
670,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
671,NULL,Water,Grassland,NULL,Non_Wetland,Water
672,NULL,Water,Grassland,NULL,Non_Wetland,Forest
673,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
674,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
675,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
676,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
677,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
678,NULL,Water,Grassland,Water,Non_Wetland,Grassland
679,NULL,Water,Grassland,Water,Non_Wetland,Wetland
680,NULL,Water,Grassland,Water,Non_Wetland,Bareland
681,NULL,Water,Grassland,Water,Non_Wetland,Water
682,NULL,Water,Grassland,Water,Non_Wetland,Forest
683,NULL,Water,Wetland,NULL,Wetland,Grassland
684,NULL,Water,Wetland,NULL,Wetland,Wetland
685,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
686,NULL,Water,Wetland,NULL,Wetland,Bareland
687,NULL,Water,Wetland,NULL,Wetland,Water
688,NULL,Water,Wetland,NULL,Wetland,Forest
689,NULL,Water,Wetland,Non_Water,Wetland,Grassland
690,NULL,Water,Wetland,Non_Water,Wetland,Wetland
691,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
692,NULL,Water,Wetland,Non_Water,Wetland,Bareland
693,NULL,Water,Wetland,Non_Water,Wetland,Water
694,NULL,Water,Wetland,Non_Water,Wetland,Forest
695,NULL,Water,Wetland,Water,Wetland,Grassland
696,NULL,Water,Wetland,Water,Wetland,Wetland
697,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
698,NULL,Water,Wetland,Water,Wetland,Bareland
699,NULL,Water,Wetland,Water,Wetland,Built-up
700,NULL,Water,Wetland,Water,Wetland,Water
701,NULL,Water,Wetland,Water,Wetland,Forest
702,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
703,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
704,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
705,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
706,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
707,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
708,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
709,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
710,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
711,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
712,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
713,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
714,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
715,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
716,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
717,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
718,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
719,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
720,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
721,NULL,Water,Bareland,NULL,Non_Wetland,Water
722,NULL,Water,Bareland,NULL,Non_Wetland,Forest
723,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
724,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
725,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
726,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
727,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
728,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
729,NULL,Water,Bareland,Water,Non_Wetland,Grassland
730,NULL,Water,Bareland,Water,Non_Wetland,Wetland
731,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
732,NULL,Water,Bareland,Water,Non_Wetland,Bareland
733,NULL,Water,Bareland,Water,Non_Wetland,Water
734,NULL,Water,Bareland,Water,Non_Wetland,Forest
735,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
736,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
737,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
738,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
739,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
740,NULL,Water,Built-up,NULL,Non_Wetland,Water
741,NULL,Water,Built-up,NULL,Non_Wetland,Forest
742,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
743,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
744,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
745,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up
746,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
747,NULL,Water,Built-up,Water,Non_Wetland,Bareland
748,NULL,Water,Built-up,Water,Non_Wetland,Built-up
749,NULL,Water,Built-up,Water,Non_Wetland,Water
750,NULL,Water,Built-up,Water,Non_Wetland,Forest
751,NULL,Water,Water,NULL,Water,Grassland
752,NULL,Water,Water,NULL,Water,Wetland
753,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
754,NULL,Water,Water,NULL,Water,Bareland
755,NULL,Water,Water,NULL,Water,Water
756,NULL,Water,Water,NULL,Water,Forest
757,NULL,Water,Water,Non_Water,Water,Grassland
758,NULL,Water,Water,Non_Water,Water,Wetland
759,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
760,NULL,Water,Water,Non_Water,Water,Bareland
761,NULL,Water,Water,Non_Water,Water,Water
762,NULL,Water,Water,Non_Water,Water,Forest
763,NULL,Water,Water,Water,Water,Grassland
764,NULL,Water,Water,Water,Water,Wetland
765,NULL,Water,Water,Water,Water,Lichens_and_Mosses
766,NULL,Water,Water,Water,Water,Bareland
767,NULL,Water,Water,Water,Water,Built-up
768,NULL,Water,Water,Water,Water,Water
769,NULL,Water,Water,Water,Water,Forest
770,NULL,Water,Forest,NULL,Non_Wetland,Grassland
771,NULL,Water,Forest,NULL,Non_Wetland,Wetland
772,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
773,NULL,Water,Forest,NULL,Non_Wetland,Bareland
774,NULL,Water,Forest,NULL,Non_Wetland,Built-up
775,NULL,Water,Forest,NULL,Non_Wetland,Water
776,NULL,Water,Forest,NULL,Non_Wetland,Forest
777,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
778,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
779,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
780,NULL,Water,Forest,Non_Water,Non_Wetland,Water
781,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
782,NULL,Water,Forest,Water,Non_Wetland,Grassland
783,NULL,Water,Forest,Water,Non_Wetland,Wetland
784,NULL,Water,Forest,Water,Non_Wetland,Bareland
785,NULL,Water,Forest,Water,Non_Wetland,Built-up
786,NULL,Water,Forest,Water,Non_Wetland,Water
787,NULL,Water,Forest,Water,Non_Wetland,Forest
788,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
789,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
790,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
791,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
792,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
793,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
794,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
795,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
796,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
797,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
798,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
799,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
800,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
801,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
802,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
803,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
804,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
805,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
806,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
807,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
808,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
809,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
810,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
811,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
812,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
813,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
814,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
815,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
816,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
817,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
818,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
819,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
820,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
821,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
822,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
823,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
824,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
825,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
826,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
827,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
828,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
829,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
830,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
831,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
