Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VPL_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VPL_M_R,SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,SIBERIA_2024_WorldCover_2021_41VPL_M_R
484,Built-up,Wetland,NULL,Wetland,Water
485,Built-up,Wetland,NULL,Wetland,Forest
486,Built-up,Wetland,Non_Water,Wetland,Grassland
487,Built-up,Wetland,Non_Water,Wetland,Wetland
488,Built-up,Wetland,Non_Water,Wetland,Water
489,Built-up,Wetland,Non_Water,Wetland,Forest
490,Built-up,Wetland,Water,Wetland,Bareland
491,Built-up,Wetland,Water,Wetland,Water
492,Built-up,Wetland,Water,Wetland,Forest
493,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
494,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
495,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
496,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
497,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
498,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
499,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
500,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
501,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
502,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
503,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
504,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
505,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
506,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
507,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water
508,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Forest
509,Built-up,Bareland,NULL,Non_Wetland,NULL
510,Built-up,Bareland,NULL,Non_Wetland,Grassland
511,Built-up,Bareland,NULL,Non_Wetland,Cropland
512,Built-up,Bareland,NULL,Non_Wetland,Wetland
513,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
514,Built-up,Bareland,NULL,Non_Wetland,Bareland
515,Built-up,Bareland,NULL,Non_Wetland,Built-up
516,Built-up,Bareland,NULL,Non_Wetland,Water
517,Built-up,Bareland,NULL,Non_Wetland,Forest
518,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
519,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
520,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
521,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
522,Built-up,Bareland,Non_Water,Non_Wetland,Water
523,Built-up,Bareland,Non_Water,Non_Wetland,Forest
524,Built-up,Bareland,Water,Non_Wetland,Grassland
525,Built-up,Bareland,Water,Non_Wetland,Wetland
526,Built-up,Bareland,Water,Non_Wetland,Bareland
527,Built-up,Bareland,Water,Non_Wetland,Built-up
528,Built-up,Bareland,Water,Non_Wetland,Water
529,Built-up,Bareland,Water,Non_Wetland,Forest
530,Built-up,Built-up,NULL,Non_Wetland,Grassland
531,Built-up,Built-up,NULL,Non_Wetland,Wetland
532,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
533,Built-up,Built-up,NULL,Non_Wetland,Bareland
534,Built-up,Built-up,NULL,Non_Wetland,Built-up
535,Built-up,Built-up,NULL,Non_Wetland,Water
536,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
537,Built-up,Built-up,NULL,Non_Wetland,Forest
538,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
539,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
540,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
541,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
542,Built-up,Built-up,Non_Water,Non_Wetland,Water
543,Built-up,Built-up,Non_Water,Non_Wetland,Forest
544,Built-up,Built-up,Water,Non_Wetland,Grassland
545,Built-up,Built-up,Water,Non_Wetland,Bareland
546,Built-up,Built-up,Water,Non_Wetland,Built-up
547,Built-up,Built-up,Water,Non_Wetland,Water
548,Built-up,Built-up,Water,Non_Wetland,Forest
549,Built-up,Water,NULL,Water,Water
550,Built-up,Water,Non_Water,Water,Bareland
551,Built-up,Water,Non_Water,Water,Water
552,Built-up,Water,Water,Water,Grassland
553,Built-up,Water,Water,Water,Water
554,Built-up,Water,Water,Water,Forest
555,Built-up,Forest,NULL,Non_Wetland,NULL
556,Built-up,Forest,NULL,Non_Wetland,Grassland
557,Built-up,Forest,NULL,Non_Wetland,Wetland
558,Built-up,Forest,NULL,Non_Wetland,Built-up
559,Built-up,Forest,NULL,Non_Wetland,Water
560,Built-up,Forest,NULL,Non_Wetland,Forest
561,Built-up,Forest,Non_Water,Non_Wetland,Grassland
562,Built-up,Forest,Non_Water,Non_Wetland,Wetland
563,Built-up,Forest,Non_Water,Non_Wetland,Bareland
564,Built-up,Forest,Non_Water,Non_Wetland,Built-up
565,Built-up,Forest,Non_Water,Non_Wetland,Forest
566,Built-up,Forest,Water,Non_Wetland,Built-up
567,Built-up,Forest,Water,Non_Wetland,Water
568,Built-up,Forest,Water,Non_Wetland,Forest
569,Water,NULL,NULL,Non_Wetland,NULL
570,Water,NULL,NULL,Non_Wetland,Grassland
571,Water,NULL,NULL,Non_Wetland,Wetland
572,Water,NULL,NULL,Non_Wetland,Water
573,Water,NULL,NULL,Non_Wetland,Forest
574,Water,NULL,Non_Water,Non_Wetland,Grassland
575,Water,NULL,Non_Water,Non_Wetland,Wetland
576,Water,NULL,Non_Water,Non_Wetland,Water
577,Water,NULL,Non_Water,Non_Wetland,Forest
578,Water,NULL,Water,Non_Wetland,Grassland
579,Water,NULL,Water,Non_Wetland,Wetland
580,Water,NULL,Water,Non_Wetland,Bareland
581,Water,NULL,Water,Non_Wetland,Water
582,Water,NULL,Water,Non_Wetland,Forest
583,Water,Shrubland,NULL,Non_Wetland,Grassland
584,Water,Shrubland,NULL,Non_Wetland,Wetland
585,Water,Shrubland,NULL,Non_Wetland,Bareland
586,Water,Shrubland,NULL,Non_Wetland,Water
587,Water,Shrubland,NULL,Non_Wetland,Forest
588,Water,Shrubland,Non_Water,Non_Wetland,Grassland
589,Water,Shrubland,Non_Water,Non_Wetland,Wetland
590,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
591,Water,Shrubland,Non_Water,Non_Wetland,Bareland
592,Water,Shrubland,Non_Water,Non_Wetland,Water
593,Water,Shrubland,Non_Water,Non_Wetland,Forest
594,Water,Shrubland,Water,Non_Wetland,Grassland
595,Water,Shrubland,Water,Non_Wetland,Wetland
596,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
597,Water,Shrubland,Water,Non_Wetland,Bareland
598,Water,Shrubland,Water,Non_Wetland,Water
599,Water,Shrubland,Water,Non_Wetland,Forest
600,Water,Grassland,NULL,Non_Wetland,Grassland
601,Water,Grassland,NULL,Non_Wetland,Wetland
602,Water,Grassland,Non_Water,Non_Wetland,Grassland
603,Water,Grassland,Non_Water,Non_Wetland,Wetland
604,Water,Grassland,Water,Non_Wetland,Grassland
605,Water,Grassland,Water,Non_Wetland,Water
606,Water,Cropland,NULL,Non_Wetland,Grassland
607,Water,Cropland,NULL,Non_Wetland,Wetland
608,Water,Cropland,NULL,Non_Wetland,Bareland
609,Water,Cropland,NULL,Non_Wetland,Water
610,Water,Cropland,NULL,Non_Wetland,Forest
611,Water,Cropland,Non_Water,Non_Wetland,Grassland
612,Water,Cropland,Non_Water,Non_Wetland,Cropland
613,Water,Cropland,Non_Water,Non_Wetland,Wetland
614,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
615,Water,Cropland,Non_Water,Non_Wetland,Bareland
616,Water,Cropland,Non_Water,Non_Wetland,Water
617,Water,Cropland,Non_Water,Non_Wetland,Forest
618,Water,Cropland,Water,Non_Wetland,Grassland
619,Water,Cropland,Water,Non_Wetland,Wetland
620,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
621,Water,Cropland,Water,Non_Wetland,Bareland
622,Water,Cropland,Water,Non_Wetland,Water
623,Water,Cropland,Water,Non_Wetland,Forest
624,Water,Wetland,NULL,Wetland,NULL
625,Water,Wetland,NULL,Wetland,Grassland
626,Water,Wetland,NULL,Wetland,Wetland
627,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
628,Water,Wetland,NULL,Wetland,Bareland
629,Water,Wetland,NULL,Wetland,Built-up
630,Water,Wetland,NULL,Wetland,Water
631,Water,Wetland,NULL,Wetland,Forest
632,Water,Wetland,Non_Water,Wetland,NULL
633,Water,Wetland,Non_Water,Wetland,Grassland
634,Water,Wetland,Non_Water,Wetland,Cropland
635,Water,Wetland,Non_Water,Wetland,Wetland
636,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
637,Water,Wetland,Non_Water,Wetland,Bareland
638,Water,Wetland,Non_Water,Wetland,Built-up
639,Water,Wetland,Non_Water,Wetland,Water
640,Water,Wetland,Non_Water,Wetland,Forest
641,Water,Wetland,Water,Wetland,NULL
642,Water,Wetland,Water,Wetland,Grassland
643,Water,Wetland,Water,Wetland,Cropland
644,Water,Wetland,Water,Wetland,Wetland
645,Water,Wetland,Water,Wetland,Lichens_and_Mosses
646,Water,Wetland,Water,Wetland,Bareland
647,Water,Wetland,Water,Wetland,Built-up
648,Water,Wetland,Water,Wetland,Water
649,Water,Wetland,Water,Wetland,Forest
650,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
651,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
652,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
653,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
654,Water,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
655,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
656,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
657,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
658,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
659,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
660,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
661,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
662,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
663,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
664,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
665,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
666,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
667,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
668,Water,Bareland,NULL,Non_Wetland,NULL
669,Water,Bareland,NULL,Non_Wetland,Grassland
670,Water,Bareland,NULL,Non_Wetland,Wetland
671,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
672,Water,Bareland,NULL,Non_Wetland,Bareland
673,Water,Bareland,NULL,Non_Wetland,Built-up
674,Water,Bareland,NULL,Non_Wetland,Water
675,Water,Bareland,NULL,Non_Wetland,Forest
676,Water,Bareland,Non_Water,Non_Wetland,Grassland
677,Water,Bareland,Non_Water,Non_Wetland,Cropland
678,Water,Bareland,Non_Water,Non_Wetland,Wetland
679,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
680,Water,Bareland,Non_Water,Non_Wetland,Bareland
681,Water,Bareland,Non_Water,Non_Wetland,Built-up
682,Water,Bareland,Non_Water,Non_Wetland,Water
683,Water,Bareland,Non_Water,Non_Wetland,Forest
684,Water,Bareland,Water,Non_Wetland,Grassland
685,Water,Bareland,Water,Non_Wetland,Wetland
686,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
687,Water,Bareland,Water,Non_Wetland,Bareland
688,Water,Bareland,Water,Non_Wetland,Built-up
689,Water,Bareland,Water,Non_Wetland,Water
690,Water,Bareland,Water,Non_Wetland,Forest
691,Water,Built-up,NULL,Non_Wetland,Grassland
692,Water,Built-up,NULL,Non_Wetland,Wetland
693,Water,Built-up,NULL,Non_Wetland,Bareland
694,Water,Built-up,NULL,Non_Wetland,Built-up
695,Water,Built-up,NULL,Non_Wetland,Water
696,Water,Built-up,NULL,Non_Wetland,Forest
697,Water,Built-up,Non_Water,Non_Wetland,Grassland
698,Water,Built-up,Non_Water,Non_Wetland,Wetland
699,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
700,Water,Built-up,Non_Water,Non_Wetland,Bareland
701,Water,Built-up,Non_Water,Non_Wetland,Built-up
702,Water,Built-up,Non_Water,Non_Wetland,Water
703,Water,Built-up,Non_Water,Non_Wetland,Forest
704,Water,Built-up,Water,Non_Wetland,Grassland
705,Water,Built-up,Water,Non_Wetland,Wetland
706,Water,Built-up,Water,Non_Wetland,Bareland
707,Water,Built-up,Water,Non_Wetland,Built-up
708,Water,Built-up,Water,Non_Wetland,Water
709,Water,Built-up,Water,Non_Wetland,Forest
710,Water,Water,NULL,Water,NULL
711,Water,Water,NULL,Water,Grassland
712,Water,Water,NULL,Water,Wetland
713,Water,Water,NULL,Water,Lichens_and_Mosses
714,Water,Water,NULL,Water,Bareland
715,Water,Water,NULL,Water,Built-up
716,Water,Water,NULL,Water,Water
717,Water,Water,NULL,Water,Forest
718,Water,Water,Non_Water,Water,Grassland
719,Water,Water,Non_Water,Water,Wetland
720,Water,Water,Non_Water,Water,Lichens_and_Mosses
721,Water,Water,Non_Water,Water,Bareland
722,Water,Water,Non_Water,Water,Water
723,Water,Water,Non_Water,Water,Forest
724,Water,Water,Water,Water,NULL
725,Water,Water,Water,Water,Grassland
726,Water,Water,Water,Water,Cropland
727,Water,Water,Water,Water,Wetland
728,Water,Water,Water,Water,Lichens_and_Mosses
729,Water,Water,Water,Water,Bareland
730,Water,Water,Water,Water,Water
731,Water,Water,Water,Water,Forest
732,Water,Forest,NULL,Non_Wetland,NULL
733,Water,Forest,NULL,Non_Wetland,Grassland
734,Water,Forest,NULL,Non_Wetland,Wetland
735,Water,Forest,NULL,Non_Wetland,Bareland
736,Water,Forest,NULL,Non_Wetland,Built-up
737,Water,Forest,NULL,Non_Wetland,Water
738,Water,Forest,NULL,Non_Wetland,Forest
739,Water,Forest,Non_Water,Non_Wetland,Grassland
740,Water,Forest,Non_Water,Non_Wetland,Wetland
741,Water,Forest,Non_Water,Non_Wetland,Bareland
742,Water,Forest,Non_Water,Non_Wetland,Water
743,Water,Forest,Non_Water,Non_Wetland,Forest
744,Water,Forest,Water,Non_Wetland,NULL
745,Water,Forest,Water,Non_Wetland,Grassland
746,Water,Forest,Water,Non_Wetland,Wetland
747,Water,Forest,Water,Non_Wetland,Bareland
748,Water,Forest,Water,Non_Wetland,Water
749,Water,Forest,Water,Non_Wetland,Forest
750,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
751,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
752,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
753,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
754,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
755,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
757,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
758,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
759,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
760,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
761,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
762,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
763,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
764,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
765,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
766,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
767,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
768,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
769,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
770,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
771,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
772,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
773,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
774,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
775,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
776,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
777,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
778,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
779,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
780,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
781,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
782,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
783,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
784,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
785,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
786,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
787,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
788,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
789,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
790,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
791,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
792,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
793,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
794,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
795,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
796,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
797,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
798,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
799,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
800,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
801,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
802,Permanent_ice_and_snow,Water,NULL,Water,Grassland
803,Permanent_ice_and_snow,Water,NULL,Water,Water
804,Permanent_ice_and_snow,Water,NULL,Water,Forest
805,Permanent_ice_and_snow,Water,Non_Water,Water,Water
806,Permanent_ice_and_snow,Water,Water,Water,Wetland
807,Permanent_ice_and_snow,Water,Water,Water,Bareland
808,Permanent_ice_and_snow,Water,Water,Water,Water
809,Permanent_ice_and_snow,Water,Water,Water,Forest
810,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
811,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
812,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
813,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
814,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
815,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
816,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
817,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
818,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
819,Forest,NULL,NULL,Non_Wetland,NULL
820,Forest,NULL,NULL,Non_Wetland,Grassland
821,Forest,NULL,NULL,Non_Wetland,Wetland
822,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
823,Forest,NULL,NULL,Non_Wetland,Bareland
824,Forest,NULL,NULL,Non_Wetland,Built-up
825,Forest,NULL,NULL,Non_Wetland,Water
826,Forest,NULL,NULL,Non_Wetland,Forest
827,Forest,NULL,Non_Water,Non_Wetland,Grassland
828,Forest,NULL,Non_Water,Non_Wetland,Wetland
829,Forest,NULL,Non_Water,Non_Wetland,Water
830,Forest,NULL,Non_Water,Non_Wetland,Forest
831,Forest,NULL,Water,Non_Wetland,Grassland
832,Forest,NULL,Water,Non_Wetland,Wetland
833,Forest,NULL,Water,Non_Wetland,Water
834,Forest,NULL,Water,Non_Wetland,Forest
835,Forest,Shrubland,NULL,Non_Wetland,NULL
836,Forest,Shrubland,NULL,Non_Wetland,Grassland
837,Forest,Shrubland,NULL,Non_Wetland,Wetland
838,Forest,Shrubland,NULL,Non_Wetland,Built-up
839,Forest,Shrubland,NULL,Non_Wetland,Water
840,Forest,Shrubland,NULL,Non_Wetland,Forest
841,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
842,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
843,Forest,Shrubland,Non_Water,Non_Wetland,Water
844,Forest,Shrubland,Non_Water,Non_Wetland,Forest
845,Forest,Shrubland,Water,Non_Wetland,Grassland
846,Forest,Shrubland,Water,Non_Wetland,Wetland
847,Forest,Shrubland,Water,Non_Wetland,Water
848,Forest,Shrubland,Water,Non_Wetland,Forest
849,Forest,Grassland,NULL,Non_Wetland,Grassland
850,Forest,Grassland,NULL,Non_Wetland,Wetland
851,Forest,Grassland,NULL,Non_Wetland,Built-up
852,Forest,Grassland,NULL,Non_Wetland,Forest
853,Forest,Grassland,Non_Water,Non_Wetland,Grassland
854,Forest,Grassland,Non_Water,Non_Wetland,Wetland
855,Forest,Grassland,Non_Water,Non_Wetland,Forest
856,Forest,Grassland,Water,Non_Wetland,Wetland
857,Forest,Grassland,Water,Non_Wetland,Forest
858,Forest,Cropland,NULL,Non_Wetland,Grassland
859,Forest,Cropland,NULL,Non_Wetland,Wetland
860,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
861,Forest,Cropland,NULL,Non_Wetland,Bareland
862,Forest,Cropland,NULL,Non_Wetland,Built-up
863,Forest,Cropland,NULL,Non_Wetland,Water
864,Forest,Cropland,NULL,Non_Wetland,Forest
865,Forest,Cropland,Non_Water,Non_Wetland,Grassland
866,Forest,Cropland,Non_Water,Non_Wetland,Wetland
867,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Forest,Cropland,Non_Water,Non_Wetland,Forest
869,Forest,Cropland,Water,Non_Wetland,Grassland
870,Forest,Cropland,Water,Non_Wetland,Wetland
871,Forest,Cropland,Water,Non_Wetland,Lichens_and_Mosses
872,Forest,Cropland,Water,Non_Wetland,Water
873,Forest,Cropland,Water,Non_Wetland,Forest
874,Forest,Wetland,NULL,Wetland,NULL
875,Forest,Wetland,NULL,Wetland,Grassland
876,Forest,Wetland,NULL,Wetland,Wetland
877,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
878,Forest,Wetland,NULL,Wetland,Built-up
879,Forest,Wetland,NULL,Wetland,Water
880,Forest,Wetland,NULL,Wetland,Forest
881,Forest,Wetland,Non_Water,Wetland,NULL
882,Forest,Wetland,Non_Water,Wetland,Grassland
883,Forest,Wetland,Non_Water,Wetland,Wetland
884,Forest,Wetland,Non_Water,Wetland,Water
885,Forest,Wetland,Non_Water,Wetland,Forest
886,Forest,Wetland,Water,Wetland,Grassland
887,Forest,Wetland,Water,Wetland,Wetland
888,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
889,Forest,Wetland,Water,Wetland,Bareland
890,Forest,Wetland,Water,Wetland,Water
891,Forest,Wetland,Water,Wetland,Forest
892,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
893,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
894,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
895,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
896,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
897,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
898,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
899,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
900,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
901,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
902,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
903,Forest,Bareland,NULL,Non_Wetland,NULL
904,Forest,Bareland,NULL,Non_Wetland,Grassland
905,Forest,Bareland,NULL,Non_Wetland,Wetland
906,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
907,Forest,Bareland,NULL,Non_Wetland,Bareland
908,Forest,Bareland,NULL,Non_Wetland,Built-up
909,Forest,Bareland,NULL,Non_Wetland,Water
910,Forest,Bareland,NULL,Non_Wetland,Forest
911,Forest,Bareland,Non_Water,Non_Wetland,Grassland
912,Forest,Bareland,Non_Water,Non_Wetland,Wetland
913,Forest,Bareland,Non_Water,Non_Wetland,Bareland
914,Forest,Bareland,Non_Water,Non_Wetland,Water
915,Forest,Bareland,Non_Water,Non_Wetland,Forest
916,Forest,Bareland,Water,Non_Wetland,Grassland
917,Forest,Bareland,Water,Non_Wetland,Wetland
918,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
919,Forest,Bareland,Water,Non_Wetland,Bareland
920,Forest,Bareland,Water,Non_Wetland,Water
921,Forest,Bareland,Water,Non_Wetland,Forest
922,Forest,Built-up,NULL,Non_Wetland,Grassland
923,Forest,Built-up,NULL,Non_Wetland,Wetland
924,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
925,Forest,Built-up,NULL,Non_Wetland,Bareland
926,Forest,Built-up,NULL,Non_Wetland,Built-up
927,Forest,Built-up,NULL,Non_Wetland,Water
928,Forest,Built-up,NULL,Non_Wetland,Forest
929,Forest,Built-up,Non_Water,Non_Wetland,Grassland
930,Forest,Built-up,Non_Water,Non_Wetland,Built-up
931,Forest,Built-up,Non_Water,Non_Wetland,Water
932,Forest,Built-up,Non_Water,Non_Wetland,Forest
933,Forest,Built-up,Water,Non_Wetland,Grassland
934,Forest,Built-up,Water,Non_Wetland,Forest
935,Forest,Water,NULL,Water,Grassland
936,Forest,Water,NULL,Water,Wetland
937,Forest,Water,NULL,Water,Lichens_and_Mosses
938,Forest,Water,NULL,Water,Water
939,Forest,Water,NULL,Water,Forest
940,Forest,Water,Non_Water,Water,Grassland
941,Forest,Water,Non_Water,Water,Wetland
942,Forest,Water,Non_Water,Water,Water
943,Forest,Water,Non_Water,Water,Forest
944,Forest,Water,Water,Water,Grassland
945,Forest,Water,Water,Water,Wetland
946,Forest,Water,Water,Water,Lichens_and_Mosses
947,Forest,Water,Water,Water,Water
948,Forest,Water,Water,Water,Forest
949,Forest,Forest,NULL,Non_Wetland,NULL
950,Forest,Forest,NULL,Non_Wetland,Grassland
951,Forest,Forest,NULL,Non_Wetland,Wetland
952,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
953,Forest,Forest,NULL,Non_Wetland,Bareland
954,Forest,Forest,NULL,Non_Wetland,Built-up
955,Forest,Forest,NULL,Non_Wetland,Water
956,Forest,Forest,NULL,Non_Wetland,Forest
957,Forest,Forest,Non_Water,Non_Wetland,NULL
958,Forest,Forest,Non_Water,Non_Wetland,Grassland
959,Forest,Forest,Non_Water,Non_Wetland,Wetland
960,Forest,Forest,Non_Water,Non_Wetland,Bareland
961,Forest,Forest,Non_Water,Non_Wetland,Water
962,Forest,Forest,Non_Water,Non_Wetland,Forest
