Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,SIBERIA_2024_WorldCover_2021_44VMP_M_R
493,Built-up,Forest,NULL,Non_Wetland,Wetland
494,Built-up,Forest,NULL,Non_Wetland,Bareland
495,Built-up,Forest,NULL,Non_Wetland,Built-up
496,Built-up,Forest,NULL,Non_Wetland,Forest
497,Built-up,Forest,Non_Water,Non_Wetland,Grassland
498,Built-up,Forest,Non_Water,Non_Wetland,Wetland
499,Built-up,Forest,Non_Water,Non_Wetland,Built-up
500,Built-up,Forest,Non_Water,Non_Wetland,Forest
501,Built-up,Forest,Water,Non_Wetland,Grassland
502,Built-up,Forest,Water,Non_Wetland,Forest
503,Water,NULL,NULL,Non_Wetland,Grassland
504,Water,NULL,NULL,Non_Wetland,Wetland
505,Water,NULL,NULL,Non_Wetland,Bareland
506,Water,NULL,NULL,Non_Wetland,Water
507,Water,NULL,NULL,Non_Wetland,Forest
508,Water,NULL,Non_Water,Non_Wetland,Grassland
509,Water,NULL,Non_Water,Non_Wetland,Wetland
510,Water,NULL,Non_Water,Non_Wetland,Water
511,Water,NULL,Non_Water,Non_Wetland,Forest
512,Water,NULL,Water,Non_Wetland,Grassland
513,Water,NULL,Water,Non_Wetland,Wetland
514,Water,NULL,Water,Non_Wetland,Water
515,Water,NULL,Water,Non_Wetland,Forest
516,Water,Shrubland,NULL,Non_Wetland,Grassland
517,Water,Shrubland,NULL,Non_Wetland,Wetland
518,Water,Shrubland,NULL,Non_Wetland,Water
519,Water,Shrubland,NULL,Non_Wetland,Forest
520,Water,Shrubland,Non_Water,Non_Wetland,Grassland
521,Water,Shrubland,Non_Water,Non_Wetland,Wetland
522,Water,Shrubland,Non_Water,Non_Wetland,Water
523,Water,Shrubland,Non_Water,Non_Wetland,Forest
524,Water,Shrubland,Water,Non_Wetland,Grassland
525,Water,Shrubland,Water,Non_Wetland,Wetland
526,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
527,Water,Shrubland,Water,Non_Wetland,Bareland
528,Water,Shrubland,Water,Non_Wetland,Water
529,Water,Shrubland,Water,Non_Wetland,Forest
530,Water,Grassland,NULL,Non_Wetland,Grassland
531,Water,Grassland,NULL,Non_Wetland,Water
532,Water,Grassland,NULL,Non_Wetland,Forest
533,Water,Grassland,Water,Non_Wetland,Grassland
534,Water,Grassland,Water,Non_Wetland,Water
535,Water,Grassland,Water,Non_Wetland,Forest
536,Water,Cropland,NULL,Non_Wetland,Grassland
537,Water,Wetland,NULL,Wetland,NULL
538,Water,Wetland,NULL,Wetland,Grassland
539,Water,Wetland,NULL,Wetland,Wetland
540,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
541,Water,Wetland,NULL,Wetland,Bareland
542,Water,Wetland,NULL,Wetland,Water
543,Water,Wetland,NULL,Wetland,Forest
544,Water,Wetland,Non_Water,Wetland,NULL
545,Water,Wetland,Non_Water,Wetland,Grassland
546,Water,Wetland,Non_Water,Wetland,Wetland
547,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
548,Water,Wetland,Non_Water,Wetland,Bareland
549,Water,Wetland,Non_Water,Wetland,Water
550,Water,Wetland,Non_Water,Wetland,Forest
551,Water,Wetland,Water,Wetland,NULL
552,Water,Wetland,Water,Wetland,Grassland
553,Water,Wetland,Water,Wetland,Wetland
554,Water,Wetland,Water,Wetland,Lichens_and_Mosses
555,Water,Wetland,Water,Wetland,Bareland
556,Water,Wetland,Water,Wetland,Water
557,Water,Wetland,Water,Wetland,Forest
558,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
559,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
560,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
561,Water,Bareland,NULL,Non_Wetland,Grassland
562,Water,Bareland,NULL,Non_Wetland,Wetland
563,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
564,Water,Bareland,NULL,Non_Wetland,Bareland
565,Water,Bareland,NULL,Non_Wetland,Water
566,Water,Bareland,NULL,Non_Wetland,Forest
567,Water,Bareland,Non_Water,Non_Wetland,Grassland
568,Water,Bareland,Non_Water,Non_Wetland,Wetland
569,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
570,Water,Bareland,Non_Water,Non_Wetland,Bareland
571,Water,Bareland,Non_Water,Non_Wetland,Water
572,Water,Bareland,Non_Water,Non_Wetland,Forest
573,Water,Bareland,Water,Non_Wetland,Grassland
574,Water,Bareland,Water,Non_Wetland,Wetland
575,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
576,Water,Bareland,Water,Non_Wetland,Bareland
577,Water,Bareland,Water,Non_Wetland,Water
578,Water,Bareland,Water,Non_Wetland,Forest
579,Water,Built-up,NULL,Non_Wetland,Grassland
580,Water,Built-up,NULL,Non_Wetland,Wetland
581,Water,Built-up,NULL,Non_Wetland,Bareland
582,Water,Built-up,NULL,Non_Wetland,Water
583,Water,Built-up,NULL,Non_Wetland,Forest
584,Water,Built-up,Non_Water,Non_Wetland,Forest
585,Water,Built-up,Water,Non_Wetland,Grassland
586,Water,Built-up,Water,Non_Wetland,Bareland
587,Water,Built-up,Water,Non_Wetland,Water
588,Water,Built-up,Water,Non_Wetland,Forest
589,Water,Water,NULL,Water,NULL
590,Water,Water,NULL,Water,Grassland
591,Water,Water,NULL,Water,Wetland
592,Water,Water,NULL,Water,Lichens_and_Mosses
593,Water,Water,NULL,Water,Bareland
594,Water,Water,NULL,Water,Water
595,Water,Water,NULL,Water,Forest
596,Water,Water,Non_Water,Water,Grassland
597,Water,Water,Non_Water,Water,Wetland
598,Water,Water,Non_Water,Water,Water
599,Water,Water,Non_Water,Water,Forest
600,Water,Water,Water,Water,NULL
601,Water,Water,Water,Water,Grassland
602,Water,Water,Water,Water,Wetland
603,Water,Water,Water,Water,Lichens_and_Mosses
604,Water,Water,Water,Water,Bareland
605,Water,Water,Water,Water,Water
606,Water,Water,Water,Water,Forest
607,Water,Forest,NULL,Non_Wetland,NULL
608,Water,Forest,NULL,Non_Wetland,Grassland
609,Water,Forest,NULL,Non_Wetland,Wetland
610,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
611,Water,Forest,NULL,Non_Wetland,Water
612,Water,Forest,NULL,Non_Wetland,Forest
613,Water,Forest,Non_Water,Non_Wetland,Grassland
614,Water,Forest,Non_Water,Non_Wetland,Wetland
615,Water,Forest,Non_Water,Non_Wetland,Bareland
616,Water,Forest,Non_Water,Non_Wetland,Water
617,Water,Forest,Non_Water,Non_Wetland,Forest
618,Water,Forest,Water,Non_Wetland,NULL
619,Water,Forest,Water,Non_Wetland,Grassland
620,Water,Forest,Water,Non_Wetland,Wetland
621,Water,Forest,Water,Non_Wetland,Bareland
622,Water,Forest,Water,Non_Wetland,Water
623,Water,Forest,Water,Non_Wetland,Forest
624,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
625,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
626,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
627,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
628,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
629,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
630,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
631,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
632,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
633,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
634,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
635,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
636,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
637,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
638,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
639,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
640,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
641,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
643,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
644,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
645,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
646,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
647,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
648,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
649,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
651,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
652,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
653,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
654,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
655,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
656,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
657,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
658,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
659,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
660,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
661,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
662,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
663,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
664,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
665,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
666,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
667,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
668,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
669,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
670,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
671,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
672,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
673,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
674,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Cropland
675,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
676,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
677,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
678,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
679,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
680,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
681,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
682,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
683,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
684,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
685,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
686,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
687,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
688,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
689,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
690,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
691,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
692,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
695,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
696,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
697,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
698,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
699,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
700,Permanent_ice_and_snow,Water,NULL,Water,Grassland
701,Permanent_ice_and_snow,Water,NULL,Water,Wetland
702,Permanent_ice_and_snow,Water,NULL,Water,Bareland
703,Permanent_ice_and_snow,Water,NULL,Water,Water
704,Permanent_ice_and_snow,Water,NULL,Water,Forest
705,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
706,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
707,Permanent_ice_and_snow,Water,Non_Water,Water,Water
708,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
709,Permanent_ice_and_snow,Water,Water,Water,Grassland
710,Permanent_ice_and_snow,Water,Water,Water,Wetland
711,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
712,Permanent_ice_and_snow,Water,Water,Water,Water
713,Permanent_ice_and_snow,Water,Water,Water,Forest
714,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
715,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
716,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
717,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
718,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
719,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
720,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
721,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
722,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
723,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
724,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
726,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
727,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
728,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
729,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
730,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
731,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
732,Forest,NULL,NULL,Non_Wetland,NULL
733,Forest,NULL,NULL,Non_Wetland,Grassland
734,Forest,NULL,NULL,Non_Wetland,Wetland
735,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
736,Forest,NULL,NULL,Non_Wetland,Bareland
737,Forest,NULL,NULL,Non_Wetland,Built-up
738,Forest,NULL,NULL,Non_Wetland,Water
739,Forest,NULL,NULL,Non_Wetland,Forest
740,Forest,NULL,Non_Water,Non_Wetland,NULL
741,Forest,NULL,Non_Water,Non_Wetland,Grassland
742,Forest,NULL,Non_Water,Non_Wetland,Wetland
743,Forest,NULL,Non_Water,Non_Wetland,Water
744,Forest,NULL,Non_Water,Non_Wetland,Forest
745,Forest,NULL,Water,Non_Wetland,Grassland
746,Forest,NULL,Water,Non_Wetland,Wetland
747,Forest,NULL,Water,Non_Wetland,Water
748,Forest,NULL,Water,Non_Wetland,Forest
749,Forest,Shrubland,NULL,Non_Wetland,NULL
750,Forest,Shrubland,NULL,Non_Wetland,Grassland
751,Forest,Shrubland,NULL,Non_Wetland,Wetland
752,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
753,Forest,Shrubland,NULL,Non_Wetland,Bareland
754,Forest,Shrubland,NULL,Non_Wetland,Built-up
755,Forest,Shrubland,NULL,Non_Wetland,Water
756,Forest,Shrubland,NULL,Non_Wetland,Forest
757,Forest,Shrubland,Non_Water,Non_Wetland,NULL
758,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
759,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
760,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
761,Forest,Shrubland,Non_Water,Non_Wetland,Forest
762,Forest,Shrubland,Water,Non_Wetland,NULL
763,Forest,Shrubland,Water,Non_Wetland,Grassland
764,Forest,Shrubland,Water,Non_Wetland,Wetland
765,Forest,Shrubland,Water,Non_Wetland,Built-up
766,Forest,Shrubland,Water,Non_Wetland,Water
767,Forest,Shrubland,Water,Non_Wetland,Forest
768,Forest,Grassland,NULL,Non_Wetland,NULL
769,Forest,Grassland,NULL,Non_Wetland,Grassland
770,Forest,Grassland,NULL,Non_Wetland,Wetland
771,Forest,Grassland,NULL,Non_Wetland,Bareland
772,Forest,Grassland,NULL,Non_Wetland,Built-up
773,Forest,Grassland,NULL,Non_Wetland,Forest
774,Forest,Grassland,Non_Water,Non_Wetland,Grassland
775,Forest,Grassland,Non_Water,Non_Wetland,Forest
776,Forest,Grassland,Water,Non_Wetland,Grassland
777,Forest,Grassland,Water,Non_Wetland,Wetland
778,Forest,Grassland,Water,Non_Wetland,Forest
779,Forest,Cropland,NULL,Non_Wetland,Grassland
780,Forest,Cropland,NULL,Non_Wetland,Wetland
781,Forest,Cropland,NULL,Non_Wetland,Forest
782,Forest,Cropland,Non_Water,Non_Wetland,Wetland
783,Forest,Cropland,Non_Water,Non_Wetland,Forest
784,Forest,Cropland,Water,Non_Wetland,Forest
785,Forest,Wetland,NULL,Wetland,NULL
786,Forest,Wetland,NULL,Wetland,Grassland
787,Forest,Wetland,NULL,Wetland,Wetland
788,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
789,Forest,Wetland,NULL,Wetland,Bareland
790,Forest,Wetland,NULL,Wetland,Built-up
791,Forest,Wetland,NULL,Wetland,Water
792,Forest,Wetland,NULL,Wetland,Forest
793,Forest,Wetland,Non_Water,Wetland,NULL
794,Forest,Wetland,Non_Water,Wetland,Grassland
795,Forest,Wetland,Non_Water,Wetland,Wetland
796,Forest,Wetland,Non_Water,Wetland,Bareland
797,Forest,Wetland,Non_Water,Wetland,Water
798,Forest,Wetland,Non_Water,Wetland,Forest
799,Forest,Wetland,Water,Wetland,NULL
800,Forest,Wetland,Water,Wetland,Grassland
801,Forest,Wetland,Water,Wetland,Wetland
802,Forest,Wetland,Water,Wetland,Bareland
803,Forest,Wetland,Water,Wetland,Water
804,Forest,Wetland,Water,Wetland,Forest
805,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
806,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
807,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
808,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
809,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
810,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
811,Forest,Bareland,NULL,Non_Wetland,NULL
812,Forest,Bareland,NULL,Non_Wetland,Grassland
813,Forest,Bareland,NULL,Non_Wetland,Wetland
814,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
815,Forest,Bareland,NULL,Non_Wetland,Bareland
816,Forest,Bareland,NULL,Non_Wetland,Built-up
817,Forest,Bareland,NULL,Non_Wetland,Water
818,Forest,Bareland,NULL,Non_Wetland,Forest
819,Forest,Bareland,Non_Water,Non_Wetland,NULL
820,Forest,Bareland,Non_Water,Non_Wetland,Grassland
821,Forest,Bareland,Non_Water,Non_Wetland,Wetland
822,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
823,Forest,Bareland,Non_Water,Non_Wetland,Bareland
824,Forest,Bareland,Non_Water,Non_Wetland,Built-up
825,Forest,Bareland,Non_Water,Non_Wetland,Water
826,Forest,Bareland,Non_Water,Non_Wetland,Forest
827,Forest,Bareland,Water,Non_Wetland,NULL
828,Forest,Bareland,Water,Non_Wetland,Grassland
829,Forest,Bareland,Water,Non_Wetland,Wetland
830,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
831,Forest,Bareland,Water,Non_Wetland,Bareland
832,Forest,Bareland,Water,Non_Wetland,Built-up
833,Forest,Bareland,Water,Non_Wetland,Water
834,Forest,Bareland,Water,Non_Wetland,Forest
835,Forest,Built-up,NULL,Non_Wetland,Grassland
836,Forest,Built-up,NULL,Non_Wetland,Wetland
837,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
838,Forest,Built-up,NULL,Non_Wetland,Bareland
839,Forest,Built-up,NULL,Non_Wetland,Built-up
840,Forest,Built-up,NULL,Non_Wetland,Water
841,Forest,Built-up,NULL,Non_Wetland,Forest
842,Forest,Built-up,Non_Water,Non_Wetland,Wetland
843,Forest,Built-up,Non_Water,Non_Wetland,Built-up
844,Forest,Built-up,Non_Water,Non_Wetland,Forest
845,Forest,Built-up,Water,Non_Wetland,Grassland
846,Forest,Built-up,Water,Non_Wetland,Forest
847,Forest,Water,NULL,Water,Grassland
848,Forest,Water,NULL,Water,Wetland
849,Forest,Water,NULL,Water,Bareland
850,Forest,Water,NULL,Water,Water
851,Forest,Water,NULL,Water,Forest
852,Forest,Water,Non_Water,Water,Grassland
853,Forest,Water,Non_Water,Water,Wetland
854,Forest,Water,Non_Water,Water,Water
855,Forest,Water,Non_Water,Water,Forest
856,Forest,Water,Water,Water,NULL
857,Forest,Water,Water,Water,Grassland
858,Forest,Water,Water,Water,Wetland
859,Forest,Water,Water,Water,Water
860,Forest,Water,Water,Water,Forest
861,Forest,Forest,NULL,Non_Wetland,NULL
862,Forest,Forest,NULL,Non_Wetland,Grassland
863,Forest,Forest,NULL,Non_Wetland,Wetland
864,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
865,Forest,Forest,NULL,Non_Wetland,Bareland
866,Forest,Forest,NULL,Non_Wetland,Built-up
867,Forest,Forest,NULL,Non_Wetland,Water
868,Forest,Forest,NULL,Non_Wetland,Forest
869,Forest,Forest,Non_Water,Non_Wetland,NULL
870,Forest,Forest,Non_Water,Non_Wetland,Grassland
871,Forest,Forest,Non_Water,Non_Wetland,Wetland
872,Forest,Forest,Non_Water,Non_Wetland,Bareland
873,Forest,Forest,Non_Water,Non_Wetland,Water
874,Forest,Forest,Non_Water,Non_Wetland,Forest
875,Forest,Forest,Water,Non_Wetland,NULL
876,Forest,Forest,Water,Non_Wetland,Grassland
877,Forest,Forest,Water,Non_Wetland,Wetland
878,Forest,Forest,Water,Non_Wetland,Bareland
879,Forest,Forest,Water,Non_Wetland,Built-up
880,Forest,Forest,Water,Non_Wetland,Water
881,Forest,Forest,Water,Non_Wetland,Forest
