Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VCL_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VCL_M_R,SIBERIA_2024_GSW_Yearly_2021_43VCL_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VCL_M_R,SIBERIA_2024_WorldCover_2021_43VCL_M_R
477,Water,Shrubland,NULL,Non_Wetland,Bareland
478,Water,Shrubland,NULL,Non_Wetland,Water
479,Water,Shrubland,NULL,Non_Wetland,Forest
480,Water,Shrubland,Non_Water,Non_Wetland,Grassland
481,Water,Shrubland,Non_Water,Non_Wetland,Wetland
482,Water,Shrubland,Non_Water,Non_Wetland,Water
483,Water,Shrubland,Water,Non_Wetland,Grassland
484,Water,Shrubland,Water,Non_Wetland,Wetland
485,Water,Shrubland,Water,Non_Wetland,Water
486,Water,Grassland,NULL,Non_Wetland,Wetland
487,Water,Grassland,NULL,Non_Wetland,Forest
488,Water,Grassland,Non_Water,Non_Wetland,Wetland
489,Water,Grassland,Non_Water,Non_Wetland,Forest
490,Water,Wetland,NULL,Wetland,Grassland
491,Water,Wetland,NULL,Wetland,Wetland
492,Water,Wetland,NULL,Wetland,Bareland
493,Water,Wetland,NULL,Wetland,Water
494,Water,Wetland,NULL,Wetland,Forest
495,Water,Wetland,Non_Water,Wetland,Grassland
496,Water,Wetland,Non_Water,Wetland,Wetland
497,Water,Wetland,Non_Water,Wetland,Water
498,Water,Wetland,Non_Water,Wetland,Forest
499,Water,Wetland,Water,Wetland,Grassland
500,Water,Wetland,Water,Wetland,Wetland
501,Water,Wetland,Water,Wetland,Lichens_and_Mosses
502,Water,Wetland,Water,Wetland,Water
503,Water,Wetland,Water,Wetland,Forest
504,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
505,Water,Bareland,NULL,Non_Wetland,Grassland
506,Water,Bareland,NULL,Non_Wetland,Wetland
507,Water,Bareland,NULL,Non_Wetland,Bareland
508,Water,Bareland,NULL,Non_Wetland,Water
509,Water,Bareland,NULL,Non_Wetland,Forest
510,Water,Bareland,Non_Water,Non_Wetland,Wetland
511,Water,Bareland,Non_Water,Non_Wetland,Water
512,Water,Bareland,Non_Water,Non_Wetland,Forest
513,Water,Bareland,Water,Non_Wetland,Grassland
514,Water,Bareland,Water,Non_Wetland,Wetland
515,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
516,Water,Bareland,Water,Non_Wetland,Water
517,Water,Bareland,Water,Non_Wetland,Forest
518,Water,Built-up,NULL,Non_Wetland,Bareland
519,Water,Water,NULL,Water,Grassland
520,Water,Water,NULL,Water,Wetland
521,Water,Water,NULL,Water,Lichens_and_Mosses
522,Water,Water,NULL,Water,Bareland
523,Water,Water,NULL,Water,Water
524,Water,Water,NULL,Water,Forest
525,Water,Water,Non_Water,Water,Grassland
526,Water,Water,Non_Water,Water,Wetland
527,Water,Water,Non_Water,Water,Water
528,Water,Water,Non_Water,Water,Forest
529,Water,Water,Water,Water,Grassland
530,Water,Water,Water,Water,Wetland
531,Water,Water,Water,Water,Lichens_and_Mosses
532,Water,Water,Water,Water,Bareland
533,Water,Water,Water,Water,Water
534,Water,Water,Water,Water,Forest
535,Water,Forest,NULL,Non_Wetland,NULL
536,Water,Forest,NULL,Non_Wetland,Grassland
537,Water,Forest,NULL,Non_Wetland,Wetland
538,Water,Forest,NULL,Non_Wetland,Bareland
539,Water,Forest,NULL,Non_Wetland,Water
540,Water,Forest,NULL,Non_Wetland,Forest
541,Water,Forest,Non_Water,Non_Wetland,Grassland
542,Water,Forest,Non_Water,Non_Wetland,Wetland
543,Water,Forest,Non_Water,Non_Wetland,Water
544,Water,Forest,Non_Water,Non_Wetland,Forest
545,Water,Forest,Water,Non_Wetland,Grassland
546,Water,Forest,Water,Non_Wetland,Wetland
547,Water,Forest,Water,Non_Wetland,Water
548,Water,Forest,Water,Non_Wetland,Forest
549,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
550,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
551,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
552,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
553,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
554,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
555,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
556,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
557,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
558,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
559,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
560,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
561,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
562,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
563,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
564,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
565,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
566,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
567,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
568,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
569,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
570,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
571,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
572,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
573,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
574,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
575,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
576,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
577,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
578,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
579,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
580,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
581,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
582,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
583,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
584,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
585,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
586,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
587,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
588,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
589,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
590,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
591,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
592,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
593,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
594,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
595,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
596,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
597,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
598,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
599,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
600,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
601,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
602,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
603,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
604,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
605,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
606,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
607,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
608,Permanent_ice_and_snow,Water,NULL,Water,Grassland
609,Permanent_ice_and_snow,Water,NULL,Water,Wetland
610,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
611,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
612,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
613,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
614,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
615,Permanent_ice_and_snow,Water,Water,Water,Grassland
616,Permanent_ice_and_snow,Water,Water,Water,Wetland
617,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
618,Permanent_ice_and_snow,Water,Water,Water,Bareland
619,Permanent_ice_and_snow,Water,Water,Water,Water
620,Permanent_ice_and_snow,Water,Water,Water,Forest
621,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
622,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
623,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
624,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
625,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
626,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
627,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
628,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
629,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
630,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
631,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
632,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
633,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
634,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
635,Forest,NULL,NULL,Non_Wetland,NULL
636,Forest,NULL,NULL,Non_Wetland,Grassland
637,Forest,NULL,NULL,Non_Wetland,Wetland
638,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
639,Forest,NULL,NULL,Non_Wetland,Bareland
640,Forest,NULL,NULL,Non_Wetland,Built-up
641,Forest,NULL,NULL,Non_Wetland,Water
642,Forest,NULL,NULL,Non_Wetland,Forest
643,Forest,NULL,Non_Water,Non_Wetland,Grassland
644,Forest,NULL,Non_Water,Non_Wetland,Water
645,Forest,NULL,Non_Water,Non_Wetland,Forest
646,Forest,NULL,Water,Non_Wetland,Grassland
647,Forest,NULL,Water,Non_Wetland,Wetland
648,Forest,NULL,Water,Non_Wetland,Forest
649,Forest,Shrubland,NULL,Non_Wetland,Grassland
650,Forest,Shrubland,NULL,Non_Wetland,Wetland
651,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
652,Forest,Shrubland,NULL,Non_Wetland,Bareland
653,Forest,Shrubland,NULL,Non_Wetland,Forest
654,Forest,Shrubland,Non_Water,Non_Wetland,Forest
655,Forest,Shrubland,Water,Non_Wetland,Forest
656,Forest,Grassland,NULL,Non_Wetland,Grassland
657,Forest,Grassland,NULL,Non_Wetland,Wetland
658,Forest,Grassland,NULL,Non_Wetland,Forest
659,Forest,Cropland,NULL,Non_Wetland,Grassland
660,Forest,Cropland,NULL,Non_Wetland,Bareland
661,Forest,Cropland,NULL,Non_Wetland,Forest
662,Forest,Wetland,NULL,Wetland,NULL
663,Forest,Wetland,NULL,Wetland,Grassland
664,Forest,Wetland,NULL,Wetland,Wetland
665,Forest,Wetland,NULL,Wetland,Water
666,Forest,Wetland,NULL,Wetland,Forest
667,Forest,Wetland,Non_Water,Wetland,Grassland
668,Forest,Wetland,Non_Water,Wetland,Wetland
669,Forest,Wetland,Non_Water,Wetland,Forest
670,Forest,Wetland,Water,Wetland,NULL
671,Forest,Wetland,Water,Wetland,Grassland
672,Forest,Wetland,Water,Wetland,Wetland
673,Forest,Wetland,Water,Wetland,Forest
674,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
675,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
676,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
677,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
678,Forest,Bareland,NULL,Non_Wetland,NULL
679,Forest,Bareland,NULL,Non_Wetland,Grassland
680,Forest,Bareland,NULL,Non_Wetland,Wetland
681,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
682,Forest,Bareland,NULL,Non_Wetland,Bareland
683,Forest,Bareland,NULL,Non_Wetland,Built-up
684,Forest,Bareland,NULL,Non_Wetland,Water
685,Forest,Bareland,NULL,Non_Wetland,Forest
686,Forest,Bareland,Non_Water,Non_Wetland,Grassland
687,Forest,Bareland,Non_Water,Non_Wetland,Wetland
688,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
689,Forest,Bareland,Non_Water,Non_Wetland,Forest
690,Forest,Bareland,Water,Non_Wetland,Grassland
691,Forest,Bareland,Water,Non_Wetland,Wetland
692,Forest,Bareland,Water,Non_Wetland,Water
693,Forest,Bareland,Water,Non_Wetland,Forest
694,Forest,Built-up,NULL,Non_Wetland,Grassland
695,Forest,Built-up,NULL,Non_Wetland,Bareland
696,Forest,Built-up,NULL,Non_Wetland,Built-up
697,Forest,Built-up,NULL,Non_Wetland,Forest
698,Forest,Water,NULL,Water,Grassland
699,Forest,Water,NULL,Water,Wetland
700,Forest,Water,NULL,Water,Water
701,Forest,Water,NULL,Water,Forest
702,Forest,Water,Non_Water,Water,Wetland
703,Forest,Water,Non_Water,Water,Forest
704,Forest,Water,Water,Water,Grassland
705,Forest,Water,Water,Water,Wetland
706,Forest,Water,Water,Water,Water
707,Forest,Water,Water,Water,Forest
708,Forest,Forest,NULL,Non_Wetland,NULL
709,Forest,Forest,NULL,Non_Wetland,Grassland
710,Forest,Forest,NULL,Non_Wetland,Wetland
711,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
712,Forest,Forest,NULL,Non_Wetland,Bareland
713,Forest,Forest,NULL,Non_Wetland,Built-up
714,Forest,Forest,NULL,Non_Wetland,Water
715,Forest,Forest,NULL,Non_Wetland,Forest
716,Forest,Forest,Non_Water,Non_Wetland,Grassland
717,Forest,Forest,Non_Water,Non_Wetland,Wetland
718,Forest,Forest,Non_Water,Non_Wetland,Water
719,Forest,Forest,Non_Water,Non_Wetland,Forest
720,Forest,Forest,Water,Non_Wetland,NULL
721,Forest,Forest,Water,Non_Wetland,Grassland
722,Forest,Forest,Water,Non_Wetland,Wetland
723,Forest,Forest,Water,Non_Wetland,Water
724,Forest,Forest,Water,Non_Wetland,Forest
