Value,SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,SIBERIA_2024_WorldCover_2021_45XVA_M_R
404,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
405,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
406,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
407,NULL,Water,Built-up,NULL,Non_Wetland,Water
408,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
409,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
410,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
411,NULL,Water,Built-up,Water,Non_Wetland,Bareland
412,NULL,Water,Built-up,Water,Non_Wetland,Water
413,NULL,Water,Water,NULL,Water,Grassland
414,NULL,Water,Water,NULL,Water,Wetland
415,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
416,NULL,Water,Water,NULL,Water,Bareland
417,NULL,Water,Water,NULL,Water,Water
418,NULL,Water,Water,Non_Water,Water,Grassland
419,NULL,Water,Water,Non_Water,Water,Wetland
420,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
421,NULL,Water,Water,Non_Water,Water,Bareland
422,NULL,Water,Water,Non_Water,Water,Water
423,NULL,Water,Water,Water,Water,Grassland
424,NULL,Water,Water,Water,Water,Wetland
425,NULL,Water,Water,Water,Water,Lichens_and_Mosses
426,NULL,Water,Water,Water,Water,Bareland
427,NULL,Water,Water,Water,Water,Water
428,NULL,Water,Water,Water,Water,Forest
429,NULL,Water,Forest,NULL,Non_Wetland,Grassland
430,NULL,Water,Forest,NULL,Non_Wetland,Wetland
431,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
432,NULL,Water,Forest,NULL,Non_Wetland,Water
433,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
434,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
435,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
436,NULL,Water,Forest,Non_Water,Non_Wetland,Water
437,NULL,Water,Forest,Water,Non_Wetland,Grassland
438,NULL,Water,Forest,Water,Non_Wetland,Wetland
439,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
440,NULL,Water,Forest,Water,Non_Wetland,Water
441,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
442,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
443,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
444,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
445,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
446,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
447,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
448,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
449,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
450,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
451,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
452,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
453,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
454,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
455,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
456,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
457,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
458,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
459,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
460,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
461,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
462,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
463,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
464,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
465,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
466,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
467,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
468,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
469,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
470,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
471,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
472,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
473,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
474,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
475,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
476,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
477,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
478,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
479,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
480,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
481,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
482,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
483,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
484,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
485,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
486,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
487,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
488,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
489,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
490,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
491,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
492,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
493,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
494,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
495,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
496,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
497,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
498,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
499,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
500,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
501,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
502,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
503,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
504,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
505,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
506,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
507,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
508,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
509,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
510,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
511,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
512,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
513,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
514,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
515,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
516,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
517,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
518,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
519,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
520,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
521,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
522,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
523,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
524,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
525,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
526,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
527,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
528,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
529,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
530,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
531,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
532,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
533,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
534,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
535,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
536,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
537,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
538,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
539,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
540,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
541,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
542,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
543,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
544,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
545,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
546,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
547,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
548,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
549,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
550,NULL,Forest,Shrubland,Water,Non_Wetland,Water
551,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
552,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
553,NULL,Forest,Grassland,NULL,Non_Wetland,Water
554,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
555,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
556,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
557,NULL,Forest,Wetland,NULL,Wetland,Grassland
558,NULL,Forest,Wetland,NULL,Wetland,Wetland
559,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
560,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
561,NULL,Forest,Wetland,Water,Wetland,Grassland
562,NULL,Forest,Wetland,Water,Wetland,Wetland
563,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
564,NULL,Forest,Wetland,Water,Wetland,Water
565,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
566,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
567,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
568,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
569,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
570,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
571,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
572,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
573,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
574,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
575,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
576,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
577,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
578,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
579,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
580,NULL,Forest,Water,NULL,Water,Wetland
581,NULL,Forest,Water,Water,Water,Wetland
582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
583,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
584,NULL,Forest,Forest,Water,Non_Wetland,Wetland
585,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
586,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
587,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
588,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
589,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
590,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
591,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
592,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
593,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
594,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
595,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
596,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
597,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
598,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
599,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
600,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
601,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
602,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
603,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
604,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
605,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
606,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
607,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
608,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
609,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
610,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
611,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
612,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
613,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
614,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
615,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
616,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
617,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
618,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
619,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
620,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
621,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
622,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
623,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
624,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
625,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
626,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
627,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
628,Shrubland,Wetland,Wetland,NULL,Wetland,Water
629,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
630,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
631,Shrubland,Wetland,Wetland,Water,Wetland,Water
632,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
633,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
634,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
635,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
636,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
637,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
638,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
639,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
640,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
641,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
642,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
643,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
644,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
645,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
646,Shrubland,Wetland,Water,NULL,Water,Wetland
647,Shrubland,Wetland,Water,NULL,Water,Water
648,Shrubland,Wetland,Water,Water,Water,Wetland
649,Shrubland,Wetland,Water,Water,Water,Water
650,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
651,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
652,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
653,Shrubland,Water,Wetland,NULL,Wetland,Water
654,Shrubland,Water,Wetland,Water,Wetland,Water
655,Shrubland,Water,Water,Water,Water,Water
656,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
657,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
658,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
659,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
660,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
661,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
662,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
663,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
664,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
665,Wetland,NULL,Wetland,NULL,Wetland,Wetland
666,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
667,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
668,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
669,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
670,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
671,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
672,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
673,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
674,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
675,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
676,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
677,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
678,Wetland,NULL,Water,Water,Water,Wetland
679,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
680,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
681,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
682,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
683,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
684,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
685,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
686,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
687,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
688,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
689,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
690,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
691,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
692,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
693,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
694,Wetland,Wetland,Wetland,NULL,Wetland,Water
695,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
696,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
697,Wetland,Wetland,Wetland,Water,Wetland,Grassland
698,Wetland,Wetland,Wetland,Water,Wetland,Wetland
699,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
700,Wetland,Wetland,Wetland,Water,Wetland,Water
701,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
702,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
703,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
704,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
705,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
706,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
707,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
708,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
709,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
710,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
711,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
712,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
713,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
714,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
715,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
716,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
717,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
718,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
719,Wetland,Wetland,Water,NULL,Water,Wetland
720,Wetland,Wetland,Water,NULL,Water,Water
721,Wetland,Wetland,Water,Non_Water,Water,Wetland
722,Wetland,Wetland,Water,Non_Water,Water,Water
723,Wetland,Wetland,Water,Water,Water,Wetland
724,Wetland,Wetland,Water,Water,Water,Water
725,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
726,Wetland,Wetland,Forest,Water,Non_Wetland,Water
727,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
728,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
729,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
730,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
731,Wetland,Water,Shrubland,Water,Non_Wetland,Water
732,Wetland,Water,Grassland,Water,Non_Wetland,Water
733,Wetland,Water,Wetland,NULL,Wetland,Wetland
734,Wetland,Water,Wetland,Non_Water,Wetland,Water
735,Wetland,Water,Wetland,Water,Wetland,Wetland
736,Wetland,Water,Wetland,Water,Wetland,Water
737,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
738,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
739,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
740,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
741,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
742,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
743,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
744,Wetland,Water,Bareland,NULL,Non_Wetland,Water
745,Wetland,Water,Water,NULL,Water,Wetland
746,Wetland,Water,Water,NULL,Water,Water
747,Wetland,Water,Water,Non_Water,Water,Water
748,Wetland,Water,Water,Water,Water,Water
749,Wetland,Water,Forest,Water,Non_Wetland,Water
750,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
751,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
752,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
753,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
754,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
755,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
756,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
757,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
758,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
759,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
760,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
761,Bareland,NULL,Wetland,Water,Wetland,Wetland
762,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
763,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
764,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
765,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
766,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
767,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
768,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
769,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
770,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
771,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
772,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
773,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
774,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
775,Bareland,NULL,Water,NULL,Water,Wetland
776,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
777,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
778,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
779,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
780,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
