Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVN_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVN_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVN_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVN_M_R,SIBERIA_2024_WorldCover_2021_42VVN_M_R
477,Bareland,Cropland,NULL,Non_Wetland,Built-up
478,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
479,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
480,Bareland,Cropland,Water,Non_Wetland,Grassland
481,Bareland,Cropland,Water,Non_Wetland,Forest
482,Bareland,Wetland,NULL,Wetland,NULL
483,Bareland,Wetland,NULL,Wetland,Grassland
484,Bareland,Wetland,NULL,Wetland,Wetland
485,Bareland,Wetland,NULL,Wetland,Bareland
486,Bareland,Wetland,NULL,Wetland,Built-up
487,Bareland,Wetland,NULL,Wetland,Water
488,Bareland,Wetland,NULL,Wetland,Forest
489,Bareland,Wetland,Non_Water,Wetland,Grassland
490,Bareland,Wetland,Non_Water,Wetland,Cropland
491,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
492,Bareland,Wetland,Non_Water,Wetland,Bareland
493,Bareland,Wetland,Non_Water,Wetland,Built-up
494,Bareland,Wetland,Non_Water,Wetland,Water
495,Bareland,Wetland,Water,Wetland,Grassland
496,Bareland,Wetland,Water,Wetland,Wetland
497,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
498,Bareland,Wetland,Water,Wetland,Bareland
499,Bareland,Wetland,Water,Wetland,Built-up
500,Bareland,Wetland,Water,Wetland,Water
501,Bareland,Wetland,Water,Wetland,Forest
502,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
503,Bareland,Bareland,NULL,Non_Wetland,Grassland
504,Bareland,Bareland,NULL,Non_Wetland,Wetland
505,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
506,Bareland,Bareland,NULL,Non_Wetland,Bareland
507,Bareland,Bareland,NULL,Non_Wetland,Built-up
508,Bareland,Bareland,NULL,Non_Wetland,Water
509,Bareland,Bareland,NULL,Non_Wetland,Forest
510,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
511,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
512,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
513,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
514,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
515,Bareland,Bareland,Non_Water,Non_Wetland,Water
516,Bareland,Bareland,Water,Non_Wetland,Wetland
517,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
518,Bareland,Bareland,Water,Non_Wetland,Bareland
519,Bareland,Bareland,Water,Non_Wetland,Built-up
520,Bareland,Bareland,Water,Non_Wetland,Water
521,Bareland,Built-up,NULL,Non_Wetland,Grassland
522,Bareland,Built-up,NULL,Non_Wetland,Bareland
523,Bareland,Built-up,NULL,Non_Wetland,Built-up
524,Bareland,Built-up,NULL,Non_Wetland,Water
525,Bareland,Built-up,NULL,Non_Wetland,Forest
526,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
527,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
528,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
529,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
530,Bareland,Built-up,Water,Non_Wetland,Bareland
531,Bareland,Built-up,Water,Non_Wetland,Built-up
532,Bareland,Built-up,Water,Non_Wetland,Water
533,Bareland,Water,NULL,Water,Grassland
534,Bareland,Water,NULL,Water,Forest
535,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
536,Bareland,Water,Non_Water,Water,Bareland
537,Bareland,Water,Non_Water,Water,Built-up
538,Bareland,Water,Water,Water,Lichens_and_Mosses
539,Bareland,Water,Water,Water,Bareland
540,Bareland,Water,Water,Water,Water
541,Bareland,Water,Water,Water,Forest
542,Bareland,Forest,NULL,Non_Wetland,NULL
543,Bareland,Forest,NULL,Non_Wetland,Grassland
544,Bareland,Forest,NULL,Non_Wetland,Wetland
545,Bareland,Forest,NULL,Non_Wetland,Bareland
546,Bareland,Forest,NULL,Non_Wetland,Water
547,Bareland,Forest,NULL,Non_Wetland,Forest
548,Bareland,Forest,Non_Water,Non_Wetland,Grassland
549,Bareland,Forest,Water,Non_Wetland,Water
550,Bareland,Forest,Water,Non_Wetland,Forest
551,Built-up,NULL,NULL,Non_Wetland,Grassland
552,Built-up,NULL,NULL,Non_Wetland,Cropland
553,Built-up,NULL,NULL,Non_Wetland,Wetland
554,Built-up,NULL,NULL,Non_Wetland,Built-up
555,Built-up,NULL,NULL,Non_Wetland,Water
556,Built-up,NULL,NULL,Non_Wetland,Forest
557,Built-up,NULL,Non_Water,Non_Wetland,Grassland
558,Built-up,NULL,Non_Water,Non_Wetland,Forest
559,Built-up,NULL,Water,Non_Wetland,Grassland
560,Built-up,Shrubland,NULL,Non_Wetland,Grassland
561,Built-up,Shrubland,NULL,Non_Wetland,Cropland
562,Built-up,Shrubland,NULL,Non_Wetland,Wetland
563,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
564,Built-up,Shrubland,NULL,Non_Wetland,Bareland
565,Built-up,Shrubland,NULL,Non_Wetland,Built-up
566,Built-up,Shrubland,NULL,Non_Wetland,Water
567,Built-up,Shrubland,NULL,Non_Wetland,Forest
568,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
569,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
570,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
571,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
572,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
573,Built-up,Shrubland,Water,Non_Wetland,Grassland
574,Built-up,Shrubland,Water,Non_Wetland,Wetland
575,Built-up,Shrubland,Water,Non_Wetland,Built-up
576,Built-up,Shrubland,Water,Non_Wetland,Forest
577,Built-up,Grassland,NULL,Non_Wetland,Grassland
578,Built-up,Grassland,NULL,Non_Wetland,Cropland
579,Built-up,Grassland,NULL,Non_Wetland,Wetland
580,Built-up,Grassland,NULL,Non_Wetland,Bareland
581,Built-up,Grassland,NULL,Non_Wetland,Built-up
582,Built-up,Grassland,NULL,Non_Wetland,Water
583,Built-up,Grassland,NULL,Non_Wetland,Forest
584,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
585,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
586,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
587,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
588,Built-up,Grassland,Non_Water,Non_Wetland,Forest
589,Built-up,Grassland,Water,Non_Wetland,Grassland
590,Built-up,Grassland,Water,Non_Wetland,Wetland
591,Built-up,Grassland,Water,Non_Wetland,Forest
592,Built-up,Cropland,NULL,Non_Wetland,Grassland
593,Built-up,Cropland,NULL,Non_Wetland,Cropland
594,Built-up,Cropland,NULL,Non_Wetland,Wetland
595,Built-up,Cropland,NULL,Non_Wetland,Bareland
596,Built-up,Cropland,NULL,Non_Wetland,Built-up
597,Built-up,Cropland,NULL,Non_Wetland,Forest
598,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
599,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
600,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
601,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
602,Built-up,Cropland,Non_Water,Non_Wetland,Forest
603,Built-up,Cropland,Water,Non_Wetland,Grassland
604,Built-up,Cropland,Water,Non_Wetland,Wetland
605,Built-up,Cropland,Water,Non_Wetland,Built-up
606,Built-up,Cropland,Water,Non_Wetland,Forest
607,Built-up,Wetland,NULL,Wetland,Grassland
608,Built-up,Wetland,NULL,Wetland,Cropland
609,Built-up,Wetland,NULL,Wetland,Wetland
610,Built-up,Wetland,NULL,Wetland,Bareland
611,Built-up,Wetland,NULL,Wetland,Built-up
612,Built-up,Wetland,NULL,Wetland,Water
613,Built-up,Wetland,NULL,Wetland,Forest
614,Built-up,Wetland,Non_Water,Wetland,Grassland
615,Built-up,Wetland,Non_Water,Wetland,Cropland
616,Built-up,Wetland,Non_Water,Wetland,Wetland
617,Built-up,Wetland,Non_Water,Wetland,Bareland
618,Built-up,Wetland,Non_Water,Wetland,Built-up
619,Built-up,Wetland,Non_Water,Wetland,Water
620,Built-up,Wetland,Non_Water,Wetland,Forest
621,Built-up,Wetland,Water,Wetland,Grassland
622,Built-up,Wetland,Water,Wetland,Wetland
623,Built-up,Wetland,Water,Wetland,Bareland
624,Built-up,Wetland,Water,Wetland,Built-up
625,Built-up,Wetland,Water,Wetland,Water
626,Built-up,Wetland,Water,Wetland,Forest
627,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
628,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
629,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
630,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
631,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
632,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
633,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
634,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
635,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
636,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
637,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
638,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
639,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
640,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
641,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
642,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Built-up
643,Built-up,Bareland,NULL,Non_Wetland,Grassland
644,Built-up,Bareland,NULL,Non_Wetland,Cropland
645,Built-up,Bareland,NULL,Non_Wetland,Wetland
646,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
647,Built-up,Bareland,NULL,Non_Wetland,Bareland
648,Built-up,Bareland,NULL,Non_Wetland,Built-up
649,Built-up,Bareland,NULL,Non_Wetland,Water
650,Built-up,Bareland,NULL,Non_Wetland,Forest
651,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
652,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
653,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
654,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
655,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
656,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
657,Built-up,Bareland,Non_Water,Non_Wetland,Water
658,Built-up,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
659,Built-up,Bareland,Non_Water,Non_Wetland,Forest
660,Built-up,Bareland,Water,Non_Wetland,Grassland
661,Built-up,Bareland,Water,Non_Wetland,Cropland
662,Built-up,Bareland,Water,Non_Wetland,Wetland
663,Built-up,Bareland,Water,Non_Wetland,Bareland
664,Built-up,Bareland,Water,Non_Wetland,Built-up
665,Built-up,Bareland,Water,Non_Wetland,Water
666,Built-up,Bareland,Water,Non_Wetland,Forest
667,Built-up,Built-up,NULL,Non_Wetland,Grassland
668,Built-up,Built-up,NULL,Non_Wetland,Cropland
669,Built-up,Built-up,NULL,Non_Wetland,Wetland
670,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
671,Built-up,Built-up,NULL,Non_Wetland,Bareland
672,Built-up,Built-up,NULL,Non_Wetland,Built-up
673,Built-up,Built-up,NULL,Non_Wetland,Water
674,Built-up,Built-up,NULL,Non_Wetland,Forest
675,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
676,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
677,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
678,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
679,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
680,Built-up,Built-up,Non_Water,Non_Wetland,Water
681,Built-up,Built-up,Non_Water,Non_Wetland,Forest
682,Built-up,Built-up,Water,Non_Wetland,Grassland
683,Built-up,Built-up,Water,Non_Wetland,Cropland
684,Built-up,Built-up,Water,Non_Wetland,Wetland
685,Built-up,Built-up,Water,Non_Wetland,Bareland
686,Built-up,Built-up,Water,Non_Wetland,Built-up
687,Built-up,Built-up,Water,Non_Wetland,Water
688,Built-up,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
689,Built-up,Built-up,Water,Non_Wetland,Forest
690,Built-up,Water,NULL,Water,Grassland
691,Built-up,Water,NULL,Water,Wetland
692,Built-up,Water,NULL,Water,Bareland
693,Built-up,Water,NULL,Water,Built-up
694,Built-up,Water,NULL,Water,Water
695,Built-up,Water,NULL,Water,Forest
696,Built-up,Water,Non_Water,Water,Grassland
697,Built-up,Water,Non_Water,Water,Wetland
698,Built-up,Water,Non_Water,Water,Bareland
699,Built-up,Water,Non_Water,Water,Built-up
700,Built-up,Water,Non_Water,Water,Water
701,Built-up,Water,Non_Water,Water,Forest
702,Built-up,Water,Water,Water,Grassland
703,Built-up,Water,Water,Water,Cropland
704,Built-up,Water,Water,Water,Wetland
705,Built-up,Water,Water,Water,Bareland
706,Built-up,Water,Water,Water,Built-up
707,Built-up,Water,Water,Water,Water
708,Built-up,Water,Water,Water,Forest
709,Built-up,Forest,NULL,Non_Wetland,Grassland
710,Built-up,Forest,NULL,Non_Wetland,Cropland
711,Built-up,Forest,NULL,Non_Wetland,Wetland
712,Built-up,Forest,NULL,Non_Wetland,Bareland
713,Built-up,Forest,NULL,Non_Wetland,Built-up
714,Built-up,Forest,NULL,Non_Wetland,Water
715,Built-up,Forest,NULL,Non_Wetland,Forest
716,Built-up,Forest,Non_Water,Non_Wetland,Grassland
717,Built-up,Forest,Non_Water,Non_Wetland,Cropland
718,Built-up,Forest,Non_Water,Non_Wetland,Wetland
719,Built-up,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
720,Built-up,Forest,Non_Water,Non_Wetland,Bareland
721,Built-up,Forest,Non_Water,Non_Wetland,Built-up
722,Built-up,Forest,Non_Water,Non_Wetland,Water
723,Built-up,Forest,Non_Water,Non_Wetland,Forest
724,Built-up,Forest,Water,Non_Wetland,Grassland
725,Built-up,Forest,Water,Non_Wetland,Wetland
726,Built-up,Forest,Water,Non_Wetland,Built-up
727,Built-up,Forest,Water,Non_Wetland,Water
728,Built-up,Forest,Water,Non_Wetland,Forest
729,Water,NULL,NULL,Non_Wetland,NULL
730,Water,NULL,NULL,Non_Wetland,Grassland
731,Water,NULL,NULL,Non_Wetland,Wetland
732,Water,NULL,NULL,Non_Wetland,Built-up
733,Water,NULL,NULL,Non_Wetland,Water
734,Water,NULL,NULL,Non_Wetland,Forest
735,Water,NULL,Non_Water,Non_Wetland,Grassland
736,Water,NULL,Non_Water,Non_Wetland,Wetland
737,Water,NULL,Non_Water,Non_Wetland,Water
738,Water,NULL,Non_Water,Non_Wetland,Forest
739,Water,NULL,Water,Non_Wetland,Grassland
740,Water,NULL,Water,Non_Wetland,Wetland
741,Water,NULL,Water,Non_Wetland,Water
742,Water,NULL,Water,Non_Wetland,Forest
743,Water,Shrubland,NULL,Non_Wetland,NULL
744,Water,Shrubland,NULL,Non_Wetland,Grassland
745,Water,Shrubland,NULL,Non_Wetland,Wetland
746,Water,Shrubland,NULL,Non_Wetland,Bareland
747,Water,Shrubland,NULL,Non_Wetland,Built-up
748,Water,Shrubland,NULL,Non_Wetland,Water
749,Water,Shrubland,NULL,Non_Wetland,Forest
750,Water,Shrubland,Non_Water,Non_Wetland,Grassland
751,Water,Shrubland,Non_Water,Non_Wetland,Wetland
752,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
753,Water,Shrubland,Non_Water,Non_Wetland,Bareland
754,Water,Shrubland,Non_Water,Non_Wetland,Built-up
755,Water,Shrubland,Non_Water,Non_Wetland,Water
756,Water,Shrubland,Non_Water,Non_Wetland,Forest
757,Water,Shrubland,Water,Non_Wetland,Grassland
758,Water,Shrubland,Water,Non_Wetland,Wetland
759,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
760,Water,Shrubland,Water,Non_Wetland,Bareland
761,Water,Shrubland,Water,Non_Wetland,Built-up
762,Water,Shrubland,Water,Non_Wetland,Water
763,Water,Shrubland,Water,Non_Wetland,Forest
764,Water,Grassland,NULL,Non_Wetland,Grassland
765,Water,Grassland,NULL,Non_Wetland,Wetland
766,Water,Grassland,NULL,Non_Wetland,Bareland
767,Water,Grassland,NULL,Non_Wetland,Water
768,Water,Grassland,NULL,Non_Wetland,Forest
769,Water,Grassland,Non_Water,Non_Wetland,Grassland
770,Water,Grassland,Non_Water,Non_Wetland,Wetland
771,Water,Grassland,Non_Water,Non_Wetland,Water
772,Water,Grassland,Non_Water,Non_Wetland,Forest
773,Water,Grassland,Water,Non_Wetland,Grassland
774,Water,Grassland,Water,Non_Wetland,Wetland
775,Water,Grassland,Water,Non_Wetland,Bareland
776,Water,Grassland,Water,Non_Wetland,Built-up
777,Water,Grassland,Water,Non_Wetland,Water
778,Water,Cropland,NULL,Non_Wetland,Grassland
779,Water,Cropland,NULL,Non_Wetland,Wetland
780,Water,Cropland,NULL,Non_Wetland,Bareland
781,Water,Cropland,NULL,Non_Wetland,Water
782,Water,Cropland,NULL,Non_Wetland,Forest
783,Water,Cropland,Non_Water,Non_Wetland,Grassland
784,Water,Cropland,Non_Water,Non_Wetland,Wetland
785,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
786,Water,Cropland,Non_Water,Non_Wetland,Bareland
787,Water,Cropland,Non_Water,Non_Wetland,Water
788,Water,Cropland,Non_Water,Non_Wetland,Forest
789,Water,Cropland,Water,Non_Wetland,Grassland
790,Water,Cropland,Water,Non_Wetland,Wetland
791,Water,Cropland,Water,Non_Wetland,Bareland
792,Water,Cropland,Water,Non_Wetland,Built-up
793,Water,Cropland,Water,Non_Wetland,Water
794,Water,Wetland,NULL,Wetland,NULL
795,Water,Wetland,NULL,Wetland,Grassland
796,Water,Wetland,NULL,Wetland,Cropland
797,Water,Wetland,NULL,Wetland,Wetland
798,Water,Wetland,NULL,Wetland,Bareland
799,Water,Wetland,NULL,Wetland,Built-up
800,Water,Wetland,NULL,Wetland,Water
801,Water,Wetland,NULL,Wetland,Forest
802,Water,Wetland,Non_Water,Wetland,NULL
803,Water,Wetland,Non_Water,Wetland,Grassland
804,Water,Wetland,Non_Water,Wetland,Cropland
805,Water,Wetland,Non_Water,Wetland,Wetland
806,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
807,Water,Wetland,Non_Water,Wetland,Bareland
808,Water,Wetland,Non_Water,Wetland,Built-up
809,Water,Wetland,Non_Water,Wetland,Water
810,Water,Wetland,Non_Water,Wetland,Forest
811,Water,Wetland,Water,Wetland,NULL
812,Water,Wetland,Water,Wetland,Grassland
813,Water,Wetland,Water,Wetland,Cropland
814,Water,Wetland,Water,Wetland,Wetland
815,Water,Wetland,Water,Wetland,Lichens_and_Mosses
816,Water,Wetland,Water,Wetland,Bareland
817,Water,Wetland,Water,Wetland,Built-up
818,Water,Wetland,Water,Wetland,Water
819,Water,Wetland,Water,Wetland,Forest
820,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
821,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
822,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
823,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
824,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
825,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
826,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
827,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
828,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
829,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
830,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
831,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
832,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
833,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up
834,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
835,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
836,Water,Bareland,NULL,Non_Wetland,NULL
837,Water,Bareland,NULL,Non_Wetland,Grassland
838,Water,Bareland,NULL,Non_Wetland,Wetland
839,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
840,Water,Bareland,NULL,Non_Wetland,Bareland
841,Water,Bareland,NULL,Non_Wetland,Built-up
842,Water,Bareland,NULL,Non_Wetland,Water
843,Water,Bareland,NULL,Non_Wetland,Forest
844,Water,Bareland,Non_Water,Non_Wetland,NULL
845,Water,Bareland,Non_Water,Non_Wetland,Grassland
846,Water,Bareland,Non_Water,Non_Wetland,Cropland
847,Water,Bareland,Non_Water,Non_Wetland,Wetland
848,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
849,Water,Bareland,Non_Water,Non_Wetland,Bareland
850,Water,Bareland,Non_Water,Non_Wetland,Built-up
851,Water,Bareland,Non_Water,Non_Wetland,Water
852,Water,Bareland,Non_Water,Non_Wetland,Forest
853,Water,Bareland,Water,Non_Wetland,NULL
854,Water,Bareland,Water,Non_Wetland,Grassland
855,Water,Bareland,Water,Non_Wetland,Cropland
856,Water,Bareland,Water,Non_Wetland,Wetland
857,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
858,Water,Bareland,Water,Non_Wetland,Bareland
859,Water,Bareland,Water,Non_Wetland,Built-up
860,Water,Bareland,Water,Non_Wetland,Water
861,Water,Bareland,Water,Non_Wetland,Forest
862,Water,Built-up,NULL,Non_Wetland,Grassland
863,Water,Built-up,NULL,Non_Wetland,Bareland
864,Water,Built-up,NULL,Non_Wetland,Built-up
865,Water,Built-up,NULL,Non_Wetland,Water
866,Water,Built-up,NULL,Non_Wetland,Forest
867,Water,Built-up,Non_Water,Non_Wetland,Grassland
868,Water,Built-up,Non_Water,Non_Wetland,Wetland
869,Water,Built-up,Non_Water,Non_Wetland,Bareland
870,Water,Built-up,Non_Water,Non_Wetland,Built-up
871,Water,Built-up,Non_Water,Non_Wetland,Water
872,Water,Built-up,Non_Water,Non_Wetland,Forest
873,Water,Built-up,Water,Non_Wetland,Grassland
874,Water,Built-up,Water,Non_Wetland,Wetland
875,Water,Built-up,Water,Non_Wetland,Bareland
876,Water,Built-up,Water,Non_Wetland,Built-up
877,Water,Built-up,Water,Non_Wetland,Water
878,Water,Built-up,Water,Non_Wetland,Forest
879,Water,Water,NULL,Water,NULL
880,Water,Water,NULL,Water,Grassland
881,Water,Water,NULL,Water,Wetland
882,Water,Water,NULL,Water,Bareland
883,Water,Water,NULL,Water,Built-up
884,Water,Water,NULL,Water,Water
885,Water,Water,NULL,Water,Forest
886,Water,Water,Non_Water,Water,NULL
887,Water,Water,Non_Water,Water,Grassland
888,Water,Water,Non_Water,Water,Cropland
889,Water,Water,Non_Water,Water,Wetland
890,Water,Water,Non_Water,Water,Lichens_and_Mosses
891,Water,Water,Non_Water,Water,Bareland
892,Water,Water,Non_Water,Water,Water
893,Water,Water,Non_Water,Water,Forest
894,Water,Water,Water,Water,NULL
895,Water,Water,Water,Water,Grassland
896,Water,Water,Water,Water,Cropland
897,Water,Water,Water,Water,Wetland
898,Water,Water,Water,Water,Lichens_and_Mosses
899,Water,Water,Water,Water,Bareland
900,Water,Water,Water,Water,Built-up
901,Water,Water,Water,Water,Water
902,Water,Water,Water,Water,Forest
903,Water,Forest,NULL,Non_Wetland,NULL
904,Water,Forest,NULL,Non_Wetland,Grassland
905,Water,Forest,NULL,Non_Wetland,Wetland
906,Water,Forest,NULL,Non_Wetland,Bareland
907,Water,Forest,NULL,Non_Wetland,Built-up
908,Water,Forest,NULL,Non_Wetland,Water
909,Water,Forest,NULL,Non_Wetland,Forest
910,Water,Forest,Non_Water,Non_Wetland,NULL
911,Water,Forest,Non_Water,Non_Wetland,Grassland
912,Water,Forest,Non_Water,Non_Wetland,Wetland
913,Water,Forest,Non_Water,Non_Wetland,Bareland
914,Water,Forest,Non_Water,Non_Wetland,Built-up
915,Water,Forest,Non_Water,Non_Wetland,Water
916,Water,Forest,Non_Water,Non_Wetland,Forest
917,Water,Forest,Water,Non_Wetland,NULL
918,Water,Forest,Water,Non_Wetland,Grassland
919,Water,Forest,Water,Non_Wetland,Wetland
920,Water,Forest,Water,Non_Wetland,Bareland
921,Water,Forest,Water,Non_Wetland,Built-up
922,Water,Forest,Water,Non_Wetland,Water
923,Water,Forest,Water,Non_Wetland,Forest
924,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
925,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
926,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
927,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
928,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
929,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
930,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
931,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Built-up
932,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
933,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
934,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
935,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
936,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
937,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
938,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
939,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
940,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
941,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
942,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
943,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
944,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
945,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
946,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
947,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
948,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
949,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Wetland
950,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
951,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
952,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
953,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
954,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
955,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
956,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
957,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
958,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
959,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
960,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
961,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
962,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
963,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
