Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWV_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWV_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWV_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWV_M_R,SIBERIA_2024_WorldCover_2021_42WWV_M_R
473,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
474,Built-up,Bareland,Non_Water,Non_Wetland,Forest
475,Built-up,Bareland,Water,Non_Wetland,Grassland
476,Built-up,Bareland,Water,Non_Wetland,Built-up
477,Built-up,Bareland,Water,Non_Wetland,Water
478,Built-up,Bareland,Water,Non_Wetland,Forest
479,Built-up,Built-up,NULL,Non_Wetland,Grassland
480,Built-up,Built-up,NULL,Non_Wetland,Wetland
481,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
482,Built-up,Built-up,NULL,Non_Wetland,Bareland
483,Built-up,Built-up,NULL,Non_Wetland,Built-up
484,Built-up,Built-up,NULL,Non_Wetland,Water
485,Built-up,Built-up,NULL,Non_Wetland,Forest
486,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
487,Built-up,Built-up,Water,Non_Wetland,Grassland
488,Built-up,Built-up,Water,Non_Wetland,Wetland
489,Built-up,Built-up,Water,Non_Wetland,Bareland
490,Built-up,Built-up,Water,Non_Wetland,Built-up
491,Built-up,Built-up,Water,Non_Wetland,Forest
492,Built-up,Water,NULL,Water,Water
493,Built-up,Water,Water,Water,Bareland
494,Built-up,Water,Water,Water,Water
495,Built-up,Forest,NULL,Non_Wetland,Grassland
496,Built-up,Forest,NULL,Non_Wetland,Wetland
497,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
498,Built-up,Forest,NULL,Non_Wetland,Bareland
499,Built-up,Forest,NULL,Non_Wetland,Built-up
500,Built-up,Forest,NULL,Non_Wetland,Water
501,Built-up,Forest,NULL,Non_Wetland,Forest
502,Water,NULL,NULL,Non_Wetland,Grassland
503,Water,NULL,NULL,Non_Wetland,Wetland
504,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
505,Water,NULL,NULL,Non_Wetland,Bareland
506,Water,NULL,NULL,Non_Wetland,Water
507,Water,NULL,NULL,Non_Wetland,Forest
508,Water,NULL,Non_Water,Non_Wetland,Grassland
509,Water,NULL,Non_Water,Non_Wetland,Wetland
510,Water,NULL,Non_Water,Non_Wetland,Bareland
511,Water,NULL,Non_Water,Non_Wetland,Water
512,Water,NULL,Non_Water,Non_Wetland,Forest
513,Water,NULL,Water,Non_Wetland,Grassland
514,Water,NULL,Water,Non_Wetland,Wetland
515,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
516,Water,NULL,Water,Non_Wetland,Bareland
517,Water,NULL,Water,Non_Wetland,Water
518,Water,NULL,Water,Non_Wetland,Forest
519,Water,Shrubland,NULL,Non_Wetland,Grassland
520,Water,Shrubland,NULL,Non_Wetland,Wetland
521,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
522,Water,Shrubland,NULL,Non_Wetland,Bareland
523,Water,Shrubland,NULL,Non_Wetland,Water
524,Water,Shrubland,NULL,Non_Wetland,Forest
525,Water,Shrubland,Non_Water,Non_Wetland,Grassland
526,Water,Shrubland,Non_Water,Non_Wetland,Wetland
527,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
528,Water,Shrubland,Non_Water,Non_Wetland,Bareland
529,Water,Shrubland,Non_Water,Non_Wetland,Water
530,Water,Shrubland,Water,Non_Wetland,Grassland
531,Water,Shrubland,Water,Non_Wetland,Wetland
532,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
533,Water,Shrubland,Water,Non_Wetland,Bareland
534,Water,Shrubland,Water,Non_Wetland,Water
535,Water,Shrubland,Water,Non_Wetland,Forest
536,Water,Grassland,NULL,Non_Wetland,Grassland
537,Water,Grassland,NULL,Non_Wetland,Wetland
538,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
539,Water,Grassland,NULL,Non_Wetland,Bareland
540,Water,Grassland,NULL,Non_Wetland,Water
541,Water,Grassland,NULL,Non_Wetland,Forest
542,Water,Grassland,Non_Water,Non_Wetland,Wetland
543,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
544,Water,Grassland,Non_Water,Non_Wetland,Bareland
545,Water,Grassland,Non_Water,Non_Wetland,Water
546,Water,Grassland,Water,Non_Wetland,Wetland
547,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
548,Water,Grassland,Water,Non_Wetland,Bareland
549,Water,Grassland,Water,Non_Wetland,Water
550,Water,Wetland,NULL,NULL,Grassland
551,Water,Wetland,NULL,NULL,Wetland
552,Water,Wetland,NULL,NULL,Lichens_and_Mosses
553,Water,Wetland,NULL,NULL,Water
554,Water,Wetland,NULL,NULL,Forest
555,Water,Wetland,NULL,Wetland,Grassland
556,Water,Wetland,NULL,Wetland,Wetland
557,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
558,Water,Wetland,NULL,Wetland,Bareland
559,Water,Wetland,NULL,Wetland,Water
560,Water,Wetland,NULL,Wetland,Forest
561,Water,Wetland,Non_Water,NULL,Grassland
562,Water,Wetland,Non_Water,NULL,Wetland
563,Water,Wetland,Non_Water,NULL,Water
564,Water,Wetland,Non_Water,NULL,Forest
565,Water,Wetland,Non_Water,Wetland,Grassland
566,Water,Wetland,Non_Water,Wetland,Wetland
567,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
568,Water,Wetland,Non_Water,Wetland,Bareland
569,Water,Wetland,Non_Water,Wetland,Water
570,Water,Wetland,Non_Water,Wetland,Forest
571,Water,Wetland,Water,NULL,Grassland
572,Water,Wetland,Water,NULL,Wetland
573,Water,Wetland,Water,NULL,Lichens_and_Mosses
574,Water,Wetland,Water,NULL,Bareland
575,Water,Wetland,Water,NULL,Water
576,Water,Wetland,Water,NULL,Forest
577,Water,Wetland,Water,Wetland,Grassland
578,Water,Wetland,Water,Wetland,Wetland
579,Water,Wetland,Water,Wetland,Lichens_and_Mosses
580,Water,Wetland,Water,Wetland,Bareland
581,Water,Wetland,Water,Wetland,Water
582,Water,Wetland,Water,Wetland,Forest
583,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
584,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
585,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
586,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
587,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
588,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
589,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
590,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
591,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
592,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
593,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
594,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
595,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
596,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
597,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
598,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
599,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
600,Water,Bareland,NULL,Non_Wetland,Grassland
601,Water,Bareland,NULL,Non_Wetland,Wetland
602,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
603,Water,Bareland,NULL,Non_Wetland,Bareland
604,Water,Bareland,NULL,Non_Wetland,Water
605,Water,Bareland,NULL,Non_Wetland,Forest
606,Water,Bareland,Non_Water,Non_Wetland,Grassland
607,Water,Bareland,Non_Water,Non_Wetland,Wetland
608,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
609,Water,Bareland,Non_Water,Non_Wetland,Bareland
610,Water,Bareland,Non_Water,Non_Wetland,Water
611,Water,Bareland,Non_Water,Non_Wetland,Forest
612,Water,Bareland,Water,Non_Wetland,Grassland
613,Water,Bareland,Water,Non_Wetland,Wetland
614,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
615,Water,Bareland,Water,Non_Wetland,Bareland
616,Water,Bareland,Water,Non_Wetland,Water
617,Water,Bareland,Water,Non_Wetland,Forest
618,Water,Built-up,NULL,Non_Wetland,Grassland
619,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
620,Water,Built-up,NULL,Non_Wetland,Water
621,Water,Built-up,NULL,Non_Wetland,Forest
622,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
623,Water,Built-up,Non_Water,Non_Wetland,Water
624,Water,Built-up,Water,Non_Wetland,Grassland
625,Water,Built-up,Water,Non_Wetland,Wetland
626,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
627,Water,Built-up,Water,Non_Wetland,Bareland
628,Water,Built-up,Water,Non_Wetland,Water
629,Water,Built-up,Water,Non_Wetland,Forest
630,Water,Water,NULL,NULL,Grassland
631,Water,Water,NULL,NULL,Wetland
632,Water,Water,NULL,NULL,Lichens_and_Mosses
633,Water,Water,NULL,NULL,Water
634,Water,Water,NULL,NULL,Forest
635,Water,Water,NULL,Water,Grassland
636,Water,Water,NULL,Water,Wetland
637,Water,Water,NULL,Water,Lichens_and_Mosses
638,Water,Water,NULL,Water,Bareland
639,Water,Water,NULL,Water,Water
640,Water,Water,NULL,Water,Forest
641,Water,Water,Non_Water,NULL,Wetland
642,Water,Water,Non_Water,NULL,Water
643,Water,Water,Non_Water,NULL,Forest
644,Water,Water,Non_Water,Water,Grassland
645,Water,Water,Non_Water,Water,Wetland
646,Water,Water,Non_Water,Water,Lichens_and_Mosses
647,Water,Water,Non_Water,Water,Bareland
648,Water,Water,Non_Water,Water,Water
649,Water,Water,Non_Water,Water,Forest
650,Water,Water,Water,NULL,Grassland
651,Water,Water,Water,NULL,Wetland
652,Water,Water,Water,NULL,Water
653,Water,Water,Water,NULL,Forest
654,Water,Water,Water,Water,Grassland
655,Water,Water,Water,Water,Wetland
656,Water,Water,Water,Water,Lichens_and_Mosses
657,Water,Water,Water,Water,Bareland
658,Water,Water,Water,Water,Water
659,Water,Water,Water,Water,Forest
660,Water,Forest,NULL,Non_Wetland,Grassland
661,Water,Forest,NULL,Non_Wetland,Wetland
662,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
663,Water,Forest,NULL,Non_Wetland,Bareland
664,Water,Forest,NULL,Non_Wetland,Water
665,Water,Forest,NULL,Non_Wetland,Forest
666,Water,Forest,Non_Water,Non_Wetland,Grassland
667,Water,Forest,Non_Water,Non_Wetland,Wetland
668,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
669,Water,Forest,Non_Water,Non_Wetland,Bareland
670,Water,Forest,Non_Water,Non_Wetland,Water
671,Water,Forest,Non_Water,Non_Wetland,Forest
672,Water,Forest,Water,Non_Wetland,Grassland
673,Water,Forest,Water,Non_Wetland,Wetland
674,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
675,Water,Forest,Water,Non_Wetland,Bareland
676,Water,Forest,Water,Non_Wetland,Water
677,Water,Forest,Water,Non_Wetland,Forest
678,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
679,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
680,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
682,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
683,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
684,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
685,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
686,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
687,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
688,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
689,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
690,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
691,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
692,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
697,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
698,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
703,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
704,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
705,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
706,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
707,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
708,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
709,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
710,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
711,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
712,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
713,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
714,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
715,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
716,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
717,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
718,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
719,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
720,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
721,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
722,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
723,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
724,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
725,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
726,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
727,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
728,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
729,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
730,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
731,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
732,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
733,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
734,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
735,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
736,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
737,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
738,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
739,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Forest
740,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
741,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
742,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
743,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
744,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
745,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
746,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
747,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
748,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
749,Permanent_ice_and_snow,Wetland,Water,NULL,Forest
750,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
751,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
752,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
753,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
754,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
755,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
756,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
757,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
758,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
759,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
760,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
761,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
762,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
763,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
764,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
765,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
766,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
767,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
768,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
769,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
773,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
774,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
775,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
776,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
777,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
778,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
779,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
780,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
781,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
782,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
783,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
784,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
786,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
787,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
788,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
789,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
790,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
791,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
792,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
793,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
794,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
795,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
796,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
797,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
798,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
799,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
800,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
801,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
802,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
803,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
804,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
805,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
806,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
807,Permanent_ice_and_snow,Water,NULL,NULL,Forest
808,Permanent_ice_and_snow,Water,NULL,Water,Grassland
809,Permanent_ice_and_snow,Water,NULL,Water,Wetland
810,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
811,Permanent_ice_and_snow,Water,NULL,Water,Bareland
812,Permanent_ice_and_snow,Water,NULL,Water,Water
813,Permanent_ice_and_snow,Water,NULL,Water,Forest
814,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
815,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
816,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
817,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
818,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
819,Permanent_ice_and_snow,Water,Non_Water,Water,Water
820,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
821,Permanent_ice_and_snow,Water,Water,NULL,Wetland
822,Permanent_ice_and_snow,Water,Water,Water,Grassland
823,Permanent_ice_and_snow,Water,Water,Water,Wetland
824,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
825,Permanent_ice_and_snow,Water,Water,Water,Bareland
826,Permanent_ice_and_snow,Water,Water,Water,Water
827,Permanent_ice_and_snow,Water,Water,Water,Forest
828,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
829,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
830,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
831,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
832,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
833,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
834,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
835,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
836,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
837,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
838,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
839,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
840,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
841,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
842,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
843,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
844,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
845,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
846,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
847,Forest,NULL,NULL,Non_Wetland,Grassland
848,Forest,NULL,NULL,Non_Wetland,Wetland
849,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
850,Forest,NULL,NULL,Non_Wetland,Water
851,Forest,NULL,NULL,Non_Wetland,Forest
852,Forest,NULL,Non_Water,Non_Wetland,Grassland
853,Forest,NULL,Non_Water,Non_Wetland,Wetland
854,Forest,NULL,Non_Water,Non_Wetland,Forest
855,Forest,NULL,Water,Non_Wetland,Grassland
856,Forest,NULL,Water,Non_Wetland,Wetland
857,Forest,NULL,Water,Non_Wetland,Bareland
858,Forest,NULL,Water,Non_Wetland,Forest
859,Forest,Shrubland,NULL,Non_Wetland,Grassland
860,Forest,Shrubland,NULL,Non_Wetland,Wetland
861,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
862,Forest,Shrubland,NULL,Non_Wetland,Bareland
863,Forest,Shrubland,NULL,Non_Wetland,Water
864,Forest,Shrubland,NULL,Non_Wetland,Forest
865,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
866,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
867,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
868,Forest,Shrubland,Non_Water,Non_Wetland,Water
869,Forest,Shrubland,Non_Water,Non_Wetland,Forest
870,Forest,Shrubland,Water,Non_Wetland,Grassland
871,Forest,Shrubland,Water,Non_Wetland,Wetland
872,Forest,Shrubland,Water,Non_Wetland,Forest
873,Forest,Grassland,NULL,Non_Wetland,Grassland
874,Forest,Grassland,NULL,Non_Wetland,Wetland
875,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
876,Forest,Grassland,NULL,Non_Wetland,Bareland
877,Forest,Grassland,NULL,Non_Wetland,Forest
878,Forest,Grassland,Non_Water,Non_Wetland,Grassland
879,Forest,Grassland,Non_Water,Non_Wetland,Wetland
880,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
881,Forest,Grassland,Non_Water,Non_Wetland,Bareland
882,Forest,Grassland,Non_Water,Non_Wetland,Forest
883,Forest,Grassland,Water,Non_Wetland,Grassland
884,Forest,Grassland,Water,Non_Wetland,Wetland
885,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
886,Forest,Grassland,Water,Non_Wetland,Bareland
887,Forest,Grassland,Water,Non_Wetland,Forest
888,Forest,Wetland,NULL,NULL,Grassland
889,Forest,Wetland,NULL,NULL,Wetland
890,Forest,Wetland,NULL,NULL,Forest
891,Forest,Wetland,NULL,Wetland,Grassland
892,Forest,Wetland,NULL,Wetland,Wetland
893,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
894,Forest,Wetland,NULL,Wetland,Bareland
895,Forest,Wetland,NULL,Wetland,Water
896,Forest,Wetland,NULL,Wetland,Forest
897,Forest,Wetland,Non_Water,NULL,Wetland
898,Forest,Wetland,Non_Water,NULL,Forest
899,Forest,Wetland,Non_Water,Wetland,Grassland
900,Forest,Wetland,Non_Water,Wetland,Wetland
901,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
902,Forest,Wetland,Non_Water,Wetland,Water
903,Forest,Wetland,Non_Water,Wetland,Forest
904,Forest,Wetland,Water,NULL,Wetland
905,Forest,Wetland,Water,NULL,Forest
906,Forest,Wetland,Water,Wetland,Grassland
907,Forest,Wetland,Water,Wetland,Wetland
908,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
909,Forest,Wetland,Water,Wetland,Bareland
910,Forest,Wetland,Water,Wetland,Water
911,Forest,Wetland,Water,Wetland,Forest
912,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
913,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
914,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
915,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
916,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
917,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
918,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
