Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VUM_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VUM_M_R,SIBERIA_2024_GSW_Yearly_2021_42VUM_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VUM_M_R,SIBERIA_2024_WorldCover_2021_42VUM_M_R
485,Bareland,Built-up,NULL,Non_Wetland,Grassland
486,Bareland,Built-up,NULL,Non_Wetland,Cropland
487,Bareland,Built-up,NULL,Non_Wetland,Bareland
488,Bareland,Built-up,NULL,Non_Wetland,Built-up
489,Bareland,Built-up,NULL,Non_Wetland,Water
490,Bareland,Built-up,NULL,Non_Wetland,Forest
491,Bareland,Built-up,Water,Non_Wetland,Cropland
492,Bareland,Built-up,Water,Non_Wetland,Bareland
493,Bareland,Water,NULL,Water,Built-up
494,Bareland,Water,NULL,Water,Water
495,Bareland,Water,NULL,Water,Forest
496,Bareland,Water,Non_Water,Water,Grassland
497,Bareland,Water,Non_Water,Water,Water
498,Bareland,Water,Non_Water,Water,Forest
499,Bareland,Water,Water,Water,Grassland
500,Bareland,Water,Water,Water,Wetland
501,Bareland,Water,Water,Water,Water
502,Bareland,Water,Water,Water,Forest
503,Bareland,Forest,NULL,Non_Wetland,Grassland
504,Bareland,Forest,NULL,Non_Wetland,Cropland
505,Bareland,Forest,NULL,Non_Wetland,Water
506,Bareland,Forest,NULL,Non_Wetland,Forest
507,Bareland,Forest,Non_Water,Non_Wetland,Wetland
508,Bareland,Forest,Non_Water,Non_Wetland,Forest
509,Bareland,Forest,Water,Non_Wetland,Grassland
510,Bareland,Forest,Water,Non_Wetland,Forest
511,Built-up,NULL,NULL,Non_Wetland,Grassland
512,Built-up,NULL,NULL,Non_Wetland,Cropland
513,Built-up,NULL,NULL,Non_Wetland,Wetland
514,Built-up,NULL,NULL,Non_Wetland,Built-up
515,Built-up,NULL,NULL,Non_Wetland,Forest
516,Built-up,NULL,Water,Non_Wetland,Forest
517,Built-up,Shrubland,NULL,Non_Wetland,Grassland
518,Built-up,Shrubland,NULL,Non_Wetland,Cropland
519,Built-up,Shrubland,NULL,Non_Wetland,Built-up
520,Built-up,Shrubland,NULL,Non_Wetland,Water
521,Built-up,Shrubland,NULL,Non_Wetland,Forest
522,Built-up,Shrubland,Water,Non_Wetland,Water
523,Built-up,Grassland,NULL,Non_Wetland,Grassland
524,Built-up,Grassland,NULL,Non_Wetland,Bareland
525,Built-up,Grassland,NULL,Non_Wetland,Built-up
526,Built-up,Grassland,NULL,Non_Wetland,Forest
527,Built-up,Cropland,NULL,Non_Wetland,Grassland
528,Built-up,Cropland,NULL,Non_Wetland,Cropland
529,Built-up,Cropland,NULL,Non_Wetland,Wetland
530,Built-up,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
531,Built-up,Cropland,NULL,Non_Wetland,Bareland
532,Built-up,Cropland,NULL,Non_Wetland,Built-up
533,Built-up,Cropland,NULL,Non_Wetland,Water
534,Built-up,Cropland,NULL,Non_Wetland,Forest
535,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
536,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
537,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
538,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
539,Built-up,Cropland,Non_Water,Non_Wetland,Forest
540,Built-up,Cropland,Water,Non_Wetland,Grassland
541,Built-up,Cropland,Water,Non_Wetland,Bareland
542,Built-up,Cropland,Water,Non_Wetland,Water
543,Built-up,Cropland,Water,Non_Wetland,Forest
544,Built-up,Wetland,NULL,Wetland,Grassland
545,Built-up,Wetland,NULL,Wetland,Cropland
546,Built-up,Wetland,NULL,Wetland,Built-up
547,Built-up,Wetland,NULL,Wetland,Water
548,Built-up,Wetland,NULL,Wetland,Forest
549,Built-up,Wetland,Non_Water,Wetland,Grassland
550,Built-up,Wetland,Non_Water,Wetland,Wetland
551,Built-up,Wetland,Non_Water,Wetland,Forest
552,Built-up,Wetland,Water,Wetland,Grassland
553,Built-up,Wetland,Water,Wetland,Water
554,Built-up,Wetland,Water,Wetland,Forest
555,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
556,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
557,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
558,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water
559,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
560,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Grassland
561,Built-up,Bareland,NULL,Non_Wetland,Grassland
562,Built-up,Bareland,NULL,Non_Wetland,Cropland
563,Built-up,Bareland,NULL,Non_Wetland,Wetland
564,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
565,Built-up,Bareland,NULL,Non_Wetland,Bareland
566,Built-up,Bareland,NULL,Non_Wetland,Built-up
567,Built-up,Bareland,NULL,Non_Wetland,Water
568,Built-up,Bareland,NULL,Non_Wetland,Forest
569,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
570,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
571,Built-up,Bareland,Non_Water,Non_Wetland,Water
572,Built-up,Bareland,Non_Water,Non_Wetland,Forest
573,Built-up,Bareland,Water,Non_Wetland,Water
574,Built-up,Bareland,Water,Non_Wetland,Forest
575,Built-up,Built-up,NULL,Non_Wetland,Grassland
576,Built-up,Built-up,NULL,Non_Wetland,Cropland
577,Built-up,Built-up,NULL,Non_Wetland,Wetland
578,Built-up,Built-up,NULL,Non_Wetland,Bareland
579,Built-up,Built-up,NULL,Non_Wetland,Built-up
580,Built-up,Built-up,NULL,Non_Wetland,Water
581,Built-up,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
582,Built-up,Built-up,NULL,Non_Wetland,Forest
583,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
584,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
585,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
586,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
587,Built-up,Built-up,Non_Water,Non_Wetland,Water
588,Built-up,Built-up,Non_Water,Non_Wetland,Forest
589,Built-up,Built-up,Water,Non_Wetland,Grassland
590,Built-up,Built-up,Water,Non_Wetland,Built-up
591,Built-up,Built-up,Water,Non_Wetland,Water
592,Built-up,Built-up,Water,Non_Wetland,Forest
593,Built-up,Water,NULL,Water,Grassland
594,Built-up,Water,NULL,Water,Bareland
595,Built-up,Water,NULL,Water,Built-up
596,Built-up,Water,NULL,Water,Water
597,Built-up,Water,NULL,Water,Forest
598,Built-up,Water,Non_Water,Water,Bareland
599,Built-up,Water,Water,Water,Grassland
600,Built-up,Water,Water,Water,Wetland
601,Built-up,Water,Water,Water,Water
602,Built-up,Water,Water,Water,Forest
603,Built-up,Forest,NULL,Non_Wetland,Grassland
604,Built-up,Forest,NULL,Non_Wetland,Cropland
605,Built-up,Forest,NULL,Non_Wetland,Wetland
606,Built-up,Forest,NULL,Non_Wetland,Bareland
607,Built-up,Forest,NULL,Non_Wetland,Built-up
608,Built-up,Forest,NULL,Non_Wetland,Water
609,Built-up,Forest,NULL,Non_Wetland,Forest
610,Built-up,Forest,Non_Water,Non_Wetland,Cropland
611,Built-up,Forest,Non_Water,Non_Wetland,Water
612,Built-up,Forest,Non_Water,Non_Wetland,Forest
613,Built-up,Forest,Water,Non_Wetland,Grassland
614,Built-up,Forest,Water,Non_Wetland,Forest
615,Water,NULL,NULL,Non_Wetland,Grassland
616,Water,NULL,NULL,Non_Wetland,Wetland
617,Water,NULL,NULL,Non_Wetland,Bareland
618,Water,NULL,NULL,Non_Wetland,Water
619,Water,NULL,NULL,Non_Wetland,Forest
620,Water,NULL,Non_Water,Non_Wetland,Grassland
621,Water,NULL,Non_Water,Non_Wetland,Cropland
622,Water,NULL,Non_Water,Non_Wetland,Wetland
623,Water,NULL,Non_Water,Non_Wetland,Water
624,Water,NULL,Non_Water,Non_Wetland,Forest
625,Water,NULL,Water,Non_Wetland,Grassland
626,Water,NULL,Water,Non_Wetland,Wetland
627,Water,NULL,Water,Non_Wetland,Water
628,Water,NULL,Water,Non_Wetland,Forest
629,Water,Shrubland,NULL,Non_Wetland,Grassland
630,Water,Shrubland,NULL,Non_Wetland,Wetland
631,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
632,Water,Shrubland,NULL,Non_Wetland,Bareland
633,Water,Shrubland,NULL,Non_Wetland,Water
634,Water,Shrubland,NULL,Non_Wetland,Forest
635,Water,Shrubland,Non_Water,Non_Wetland,Grassland
636,Water,Shrubland,Non_Water,Non_Wetland,Cropland
637,Water,Shrubland,Non_Water,Non_Wetland,Wetland
638,Water,Shrubland,Non_Water,Non_Wetland,Water
639,Water,Shrubland,Non_Water,Non_Wetland,Forest
640,Water,Shrubland,Water,Non_Wetland,Grassland
641,Water,Shrubland,Water,Non_Wetland,Cropland
642,Water,Shrubland,Water,Non_Wetland,Wetland
643,Water,Shrubland,Water,Non_Wetland,Water
644,Water,Shrubland,Water,Non_Wetland,Forest
645,Water,Grassland,NULL,Non_Wetland,Grassland
646,Water,Cropland,NULL,Non_Wetland,Grassland
647,Water,Cropland,NULL,Non_Wetland,Wetland
648,Water,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
649,Water,Cropland,NULL,Non_Wetland,Bareland
650,Water,Cropland,NULL,Non_Wetland,Water
651,Water,Cropland,NULL,Non_Wetland,Forest
652,Water,Cropland,Non_Water,Non_Wetland,Grassland
653,Water,Cropland,Non_Water,Non_Wetland,Wetland
654,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
655,Water,Cropland,Non_Water,Non_Wetland,Bareland
656,Water,Cropland,Non_Water,Non_Wetland,Water
657,Water,Cropland,Non_Water,Non_Wetland,Forest
658,Water,Cropland,Water,Non_Wetland,Grassland
659,Water,Cropland,Water,Non_Wetland,Cropland
660,Water,Cropland,Water,Non_Wetland,Wetland
661,Water,Cropland,Water,Non_Wetland,Bareland
662,Water,Cropland,Water,Non_Wetland,Water
663,Water,Cropland,Water,Non_Wetland,Forest
664,Water,Wetland,NULL,Wetland,NULL
665,Water,Wetland,NULL,Wetland,Grassland
666,Water,Wetland,NULL,Wetland,Cropland
667,Water,Wetland,NULL,Wetland,Wetland
668,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
669,Water,Wetland,NULL,Wetland,Bareland
670,Water,Wetland,NULL,Wetland,Water
671,Water,Wetland,NULL,Wetland,Forest
672,Water,Wetland,Non_Water,Wetland,NULL
673,Water,Wetland,Non_Water,Wetland,Grassland
674,Water,Wetland,Non_Water,Wetland,Cropland
675,Water,Wetland,Non_Water,Wetland,Wetland
676,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
677,Water,Wetland,Non_Water,Wetland,Bareland
678,Water,Wetland,Non_Water,Wetland,Built-up
679,Water,Wetland,Non_Water,Wetland,Water
680,Water,Wetland,Non_Water,Wetland,Forest
681,Water,Wetland,Water,Wetland,NULL
682,Water,Wetland,Water,Wetland,Grassland
683,Water,Wetland,Water,Wetland,Cropland
684,Water,Wetland,Water,Wetland,Wetland
685,Water,Wetland,Water,Wetland,Lichens_and_Mosses
686,Water,Wetland,Water,Wetland,Bareland
687,Water,Wetland,Water,Wetland,Built-up
688,Water,Wetland,Water,Wetland,Water
689,Water,Wetland,Water,Wetland,Forest
690,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
691,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
692,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
693,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
694,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
695,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
696,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
697,Water,Bareland,NULL,Non_Wetland,NULL
698,Water,Bareland,NULL,Non_Wetland,Grassland
699,Water,Bareland,NULL,Non_Wetland,Cropland
700,Water,Bareland,NULL,Non_Wetland,Wetland
701,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
702,Water,Bareland,NULL,Non_Wetland,Bareland
703,Water,Bareland,NULL,Non_Wetland,Built-up
704,Water,Bareland,NULL,Non_Wetland,Water
705,Water,Bareland,NULL,Non_Wetland,Forest
706,Water,Bareland,Non_Water,Non_Wetland,NULL
707,Water,Bareland,Non_Water,Non_Wetland,Grassland
708,Water,Bareland,Non_Water,Non_Wetland,Cropland
709,Water,Bareland,Non_Water,Non_Wetland,Wetland
710,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
711,Water,Bareland,Non_Water,Non_Wetland,Water
712,Water,Bareland,Non_Water,Non_Wetland,Forest
713,Water,Bareland,Water,Non_Wetland,Grassland
714,Water,Bareland,Water,Non_Wetland,Wetland
715,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
716,Water,Bareland,Water,Non_Wetland,Water
717,Water,Bareland,Water,Non_Wetland,Forest
718,Water,Built-up,NULL,Non_Wetland,Grassland
719,Water,Built-up,NULL,Non_Wetland,Wetland
720,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
721,Water,Built-up,NULL,Non_Wetland,Bareland
722,Water,Built-up,NULL,Non_Wetland,Built-up
723,Water,Built-up,NULL,Non_Wetland,Water
724,Water,Built-up,NULL,Non_Wetland,Forest
725,Water,Built-up,Non_Water,Non_Wetland,Grassland
726,Water,Built-up,Non_Water,Non_Wetland,Cropland
727,Water,Built-up,Non_Water,Non_Wetland,Wetland
728,Water,Built-up,Non_Water,Non_Wetland,Built-up
729,Water,Built-up,Non_Water,Non_Wetland,Water
730,Water,Built-up,Non_Water,Non_Wetland,Forest
731,Water,Built-up,Water,Non_Wetland,Grassland
732,Water,Built-up,Water,Non_Wetland,Wetland
733,Water,Built-up,Water,Non_Wetland,Bareland
734,Water,Built-up,Water,Non_Wetland,Built-up
735,Water,Built-up,Water,Non_Wetland,Water
736,Water,Built-up,Water,Non_Wetland,Forest
737,Water,Water,NULL,Water,NULL
738,Water,Water,NULL,Water,Grassland
739,Water,Water,NULL,Water,Wetland
740,Water,Water,NULL,Water,Lichens_and_Mosses
741,Water,Water,NULL,Water,Bareland
742,Water,Water,NULL,Water,Water
743,Water,Water,NULL,Water,Forest
744,Water,Water,Non_Water,Water,Grassland
745,Water,Water,Non_Water,Water,Cropland
746,Water,Water,Non_Water,Water,Wetland
747,Water,Water,Non_Water,Water,Lichens_and_Mosses
748,Water,Water,Non_Water,Water,Water
749,Water,Water,Non_Water,Water,Forest
750,Water,Water,Water,Water,NULL
751,Water,Water,Water,Water,Grassland
752,Water,Water,Water,Water,Cropland
753,Water,Water,Water,Water,Wetland
754,Water,Water,Water,Water,Lichens_and_Mosses
755,Water,Water,Water,Water,Bareland
756,Water,Water,Water,Water,Built-up
757,Water,Water,Water,Water,Water
758,Water,Water,Water,Water,Forest
759,Water,Forest,NULL,Non_Wetland,NULL
760,Water,Forest,NULL,Non_Wetland,Grassland
761,Water,Forest,NULL,Non_Wetland,Cropland
762,Water,Forest,NULL,Non_Wetland,Wetland
763,Water,Forest,NULL,Non_Wetland,Bareland
764,Water,Forest,NULL,Non_Wetland,Water
765,Water,Forest,NULL,Non_Wetland,Forest
766,Water,Forest,Non_Water,Non_Wetland,NULL
767,Water,Forest,Non_Water,Non_Wetland,Grassland
768,Water,Forest,Non_Water,Non_Wetland,Cropland
769,Water,Forest,Non_Water,Non_Wetland,Wetland
770,Water,Forest,Non_Water,Non_Wetland,Water
771,Water,Forest,Non_Water,Non_Wetland,Forest
772,Water,Forest,Water,Non_Wetland,NULL
773,Water,Forest,Water,Non_Wetland,Grassland
774,Water,Forest,Water,Non_Wetland,Cropland
775,Water,Forest,Water,Non_Wetland,Wetland
776,Water,Forest,Water,Non_Wetland,Bareland
777,Water,Forest,Water,Non_Wetland,Water
778,Water,Forest,Water,Non_Wetland,Forest
779,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
780,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
781,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
782,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
783,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
784,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
785,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
786,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
787,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
788,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
789,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
790,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
791,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
792,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL
793,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
794,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
795,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
796,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
797,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
798,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
799,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
800,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
801,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
802,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
803,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
804,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
805,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
806,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
807,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
808,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
809,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
810,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
811,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
812,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
813,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
814,Permanent_ice_and_snow,Water,NULL,Water,Wetland
815,Permanent_ice_and_snow,Water,NULL,Water,Forest
816,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
817,Permanent_ice_and_snow,Water,Water,Water,NULL
818,Permanent_ice_and_snow,Water,Water,Water,Wetland
819,Permanent_ice_and_snow,Water,Water,Water,Water
820,Permanent_ice_and_snow,Water,Water,Water,Forest
821,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
822,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
823,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
824,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
825,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
826,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
827,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
828,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
829,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
830,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
831,Forest,NULL,NULL,Non_Wetland,NULL
832,Forest,NULL,NULL,Non_Wetland,Grassland
833,Forest,NULL,NULL,Non_Wetland,Cropland
834,Forest,NULL,NULL,Non_Wetland,Wetland
835,Forest,NULL,NULL,Non_Wetland,Bareland
836,Forest,NULL,NULL,Non_Wetland,Built-up
837,Forest,NULL,NULL,Non_Wetland,Water
838,Forest,NULL,NULL,Non_Wetland,Forest
839,Forest,NULL,Non_Water,Non_Wetland,Grassland
840,Forest,NULL,Non_Water,Non_Wetland,Wetland
841,Forest,NULL,Non_Water,Non_Wetland,Water
842,Forest,NULL,Non_Water,Non_Wetland,Forest
843,Forest,NULL,Water,Non_Wetland,Grassland
844,Forest,NULL,Water,Non_Wetland,Wetland
845,Forest,NULL,Water,Non_Wetland,Water
846,Forest,NULL,Water,Non_Wetland,Forest
847,Forest,Shrubland,NULL,Non_Wetland,NULL
848,Forest,Shrubland,NULL,Non_Wetland,Grassland
849,Forest,Shrubland,NULL,Non_Wetland,Wetland
850,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
851,Forest,Shrubland,NULL,Non_Wetland,Built-up
852,Forest,Shrubland,NULL,Non_Wetland,Water
853,Forest,Shrubland,NULL,Non_Wetland,Forest
854,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
855,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
856,Forest,Shrubland,Non_Water,Non_Wetland,Forest
857,Forest,Shrubland,Water,Non_Wetland,Grassland
858,Forest,Shrubland,Water,Non_Wetland,Water
859,Forest,Shrubland,Water,Non_Wetland,Forest
860,Forest,Grassland,NULL,Non_Wetland,Grassland
861,Forest,Grassland,NULL,Non_Wetland,Forest
862,Forest,Grassland,Non_Water,Non_Wetland,Grassland
863,Forest,Cropland,NULL,Non_Wetland,NULL
864,Forest,Cropland,NULL,Non_Wetland,Grassland
865,Forest,Cropland,NULL,Non_Wetland,Cropland
866,Forest,Cropland,NULL,Non_Wetland,Wetland
867,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
868,Forest,Cropland,NULL,Non_Wetland,Bareland
869,Forest,Cropland,NULL,Non_Wetland,Built-up
870,Forest,Cropland,NULL,Non_Wetland,Water
871,Forest,Cropland,NULL,Non_Wetland,Forest
872,Forest,Cropland,Non_Water,Non_Wetland,Grassland
873,Forest,Cropland,Non_Water,Non_Wetland,Cropland
874,Forest,Cropland,Non_Water,Non_Wetland,Wetland
875,Forest,Cropland,Non_Water,Non_Wetland,Forest
876,Forest,Cropland,Water,Non_Wetland,Grassland
877,Forest,Cropland,Water,Non_Wetland,Wetland
878,Forest,Cropland,Water,Non_Wetland,Forest
879,Forest,Wetland,NULL,Wetland,NULL
880,Forest,Wetland,NULL,Wetland,Grassland
881,Forest,Wetland,NULL,Wetland,Cropland
882,Forest,Wetland,NULL,Wetland,Wetland
883,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
884,Forest,Wetland,NULL,Wetland,Bareland
885,Forest,Wetland,NULL,Wetland,Built-up
886,Forest,Wetland,NULL,Wetland,Water
887,Forest,Wetland,NULL,Wetland,Forest
888,Forest,Wetland,Non_Water,Wetland,NULL
889,Forest,Wetland,Non_Water,Wetland,Grassland
890,Forest,Wetland,Non_Water,Wetland,Cropland
891,Forest,Wetland,Non_Water,Wetland,Wetland
892,Forest,Wetland,Non_Water,Wetland,Water
893,Forest,Wetland,Non_Water,Wetland,Forest
894,Forest,Wetland,Water,Wetland,NULL
895,Forest,Wetland,Water,Wetland,Grassland
896,Forest,Wetland,Water,Wetland,Wetland
897,Forest,Wetland,Water,Wetland,Built-up
898,Forest,Wetland,Water,Wetland,Water
899,Forest,Wetland,Water,Wetland,Forest
900,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
901,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
902,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
903,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
904,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
905,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
906,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
907,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
908,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
909,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
910,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
911,Forest,Bareland,NULL,Non_Wetland,NULL
912,Forest,Bareland,NULL,Non_Wetland,Grassland
913,Forest,Bareland,NULL,Non_Wetland,Cropland
914,Forest,Bareland,NULL,Non_Wetland,Wetland
915,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
916,Forest,Bareland,NULL,Non_Wetland,Bareland
917,Forest,Bareland,NULL,Non_Wetland,Built-up
918,Forest,Bareland,NULL,Non_Wetland,Water
919,Forest,Bareland,NULL,Non_Wetland,Forest
920,Forest,Bareland,Non_Water,Non_Wetland,Grassland
921,Forest,Bareland,Non_Water,Non_Wetland,Cropland
922,Forest,Bareland,Non_Water,Non_Wetland,Wetland
923,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
924,Forest,Bareland,Non_Water,Non_Wetland,Bareland
925,Forest,Bareland,Non_Water,Non_Wetland,Water
926,Forest,Bareland,Non_Water,Non_Wetland,Forest
927,Forest,Bareland,Water,Non_Wetland,Grassland
928,Forest,Bareland,Water,Non_Wetland,Wetland
929,Forest,Bareland,Water,Non_Wetland,Water
930,Forest,Bareland,Water,Non_Wetland,Forest
931,Forest,Built-up,NULL,Non_Wetland,NULL
932,Forest,Built-up,NULL,Non_Wetland,Grassland
933,Forest,Built-up,NULL,Non_Wetland,Cropland
934,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
935,Forest,Built-up,NULL,Non_Wetland,Bareland
936,Forest,Built-up,NULL,Non_Wetland,Built-up
937,Forest,Built-up,NULL,Non_Wetland,Forest
938,Forest,Built-up,Non_Water,Non_Wetland,Grassland
939,Forest,Built-up,Non_Water,Non_Wetland,Forest
940,Forest,Built-up,Water,Non_Wetland,Grassland
941,Forest,Built-up,Water,Non_Wetland,Forest
942,Forest,Water,NULL,Water,NULL
943,Forest,Water,NULL,Water,Grassland
944,Forest,Water,NULL,Water,Wetland
945,Forest,Water,NULL,Water,Lichens_and_Mosses
946,Forest,Water,NULL,Water,Bareland
947,Forest,Water,NULL,Water,Water
948,Forest,Water,NULL,Water,Forest
949,Forest,Water,Non_Water,Water,Grassland
950,Forest,Water,Non_Water,Water,Wetland
951,Forest,Water,Non_Water,Water,Lichens_and_Mosses
952,Forest,Water,Non_Water,Water,Water
953,Forest,Water,Non_Water,Water,Forest
954,Forest,Water,Water,Water,NULL
955,Forest,Water,Water,Water,Grassland
956,Forest,Water,Water,Water,Wetland
957,Forest,Water,Water,Water,Water
958,Forest,Water,Water,Water,Forest
959,Forest,Forest,NULL,Non_Wetland,NULL
960,Forest,Forest,NULL,Non_Wetland,Grassland
961,Forest,Forest,NULL,Non_Wetland,Cropland
962,Forest,Forest,NULL,Non_Wetland,Wetland
963,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
964,Forest,Forest,NULL,Non_Wetland,Bareland
965,Forest,Forest,NULL,Non_Wetland,Built-up
966,Forest,Forest,NULL,Non_Wetland,Water
967,Forest,Forest,NULL,Non_Wetland,Forest
968,Forest,Forest,Non_Water,Non_Wetland,Grassland
969,Forest,Forest,Non_Water,Non_Wetland,Cropland
970,Forest,Forest,Non_Water,Non_Wetland,Wetland
971,Forest,Forest,Non_Water,Non_Wetland,Bareland
972,Forest,Forest,Non_Water,Non_Wetland,Water
973,Forest,Forest,Non_Water,Non_Wetland,Forest
974,Forest,Forest,Water,Non_Wetland,NULL
975,Forest,Forest,Water,Non_Wetland,Grassland
976,Forest,Forest,Water,Non_Wetland,Wetland
977,Forest,Forest,Water,Non_Wetland,Water
978,Forest,Forest,Water,Non_Wetland,Forest
