Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VPH_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VPH_M_R,SIBERIA_2024_GSW_Yearly_2021_41VPH_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VPH_M_R,SIBERIA_2024_WorldCover_2021_41VPH_M_R
483,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
484,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
485,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
486,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
487,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
488,Built-up,Bareland,NULL,Non_Wetland,NULL
489,Built-up,Bareland,NULL,Non_Wetland,Grassland
490,Built-up,Bareland,NULL,Non_Wetland,Cropland
491,Built-up,Bareland,NULL,Non_Wetland,Wetland
492,Built-up,Bareland,NULL,Non_Wetland,Bareland
493,Built-up,Bareland,NULL,Non_Wetland,Built-up
494,Built-up,Bareland,NULL,Non_Wetland,Water
495,Built-up,Bareland,NULL,Non_Wetland,Forest
496,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
497,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
498,Built-up,Bareland,Non_Water,Non_Wetland,Water
499,Built-up,Bareland,Non_Water,Non_Wetland,Forest
500,Built-up,Built-up,NULL,Non_Wetland,Grassland
501,Built-up,Built-up,NULL,Non_Wetland,Cropland
502,Built-up,Built-up,NULL,Non_Wetland,Wetland
503,Built-up,Built-up,NULL,Non_Wetland,Bareland
504,Built-up,Built-up,NULL,Non_Wetland,Built-up
505,Built-up,Built-up,NULL,Non_Wetland,Water
506,Built-up,Built-up,NULL,Non_Wetland,Forest
507,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
508,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
509,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
510,Built-up,Built-up,Non_Water,Non_Wetland,Forest
511,Built-up,Built-up,Water,Non_Wetland,Grassland
512,Built-up,Built-up,Water,Non_Wetland,Bareland
513,Built-up,Built-up,Water,Non_Wetland,Built-up
514,Built-up,Water,NULL,Water,Bareland
515,Built-up,Water,NULL,Water,Water
516,Built-up,Forest,NULL,Non_Wetland,Grassland
517,Built-up,Forest,NULL,Non_Wetland,Wetland
518,Built-up,Forest,NULL,Non_Wetland,Bareland
519,Built-up,Forest,NULL,Non_Wetland,Built-up
520,Built-up,Forest,NULL,Non_Wetland,Forest
521,Built-up,Forest,Non_Water,Non_Wetland,Bareland
522,Built-up,Forest,Non_Water,Non_Wetland,Built-up
523,Built-up,Forest,Water,Non_Wetland,Wetland
524,Built-up,Forest,Water,Non_Wetland,Built-up
525,Water,NULL,NULL,Non_Wetland,NULL
526,Water,NULL,NULL,Non_Wetland,Grassland
527,Water,NULL,NULL,Non_Wetland,Wetland
528,Water,NULL,NULL,Non_Wetland,Water
529,Water,NULL,NULL,Non_Wetland,Forest
530,Water,NULL,Non_Water,Non_Wetland,Grassland
531,Water,NULL,Non_Water,Non_Wetland,Wetland
532,Water,NULL,Non_Water,Non_Wetland,Water
533,Water,NULL,Non_Water,Non_Wetland,Forest
534,Water,NULL,Water,Non_Wetland,Wetland
535,Water,NULL,Water,Non_Wetland,Water
536,Water,NULL,Water,Non_Wetland,Forest
537,Water,Shrubland,NULL,Non_Wetland,Grassland
538,Water,Shrubland,NULL,Non_Wetland,Wetland
539,Water,Shrubland,NULL,Non_Wetland,Bareland
540,Water,Shrubland,NULL,Non_Wetland,Water
541,Water,Shrubland,NULL,Non_Wetland,Forest
542,Water,Shrubland,Non_Water,Non_Wetland,Wetland
543,Water,Shrubland,Non_Water,Non_Wetland,Water
544,Water,Shrubland,Non_Water,Non_Wetland,Forest
545,Water,Shrubland,Water,Non_Wetland,Grassland
546,Water,Shrubland,Water,Non_Wetland,Wetland
547,Water,Shrubland,Water,Non_Wetland,Water
548,Water,Shrubland,Water,Non_Wetland,Forest
549,Water,Cropland,NULL,Non_Wetland,Grassland
550,Water,Cropland,NULL,Non_Wetland,Water
551,Water,Cropland,NULL,Non_Wetland,Forest
552,Water,Cropland,Water,Non_Wetland,Water
553,Water,Wetland,NULL,Wetland,NULL
554,Water,Wetland,NULL,Wetland,Grassland
555,Water,Wetland,NULL,Wetland,Wetland
556,Water,Wetland,NULL,Wetland,Water
557,Water,Wetland,NULL,Wetland,Forest
558,Water,Wetland,Non_Water,Wetland,NULL
559,Water,Wetland,Non_Water,Wetland,Grassland
560,Water,Wetland,Non_Water,Wetland,Wetland
561,Water,Wetland,Non_Water,Wetland,Water
562,Water,Wetland,Non_Water,Wetland,Forest
563,Water,Wetland,Water,Wetland,NULL
564,Water,Wetland,Water,Wetland,Grassland
565,Water,Wetland,Water,Wetland,Wetland
566,Water,Wetland,Water,Wetland,Bareland
567,Water,Wetland,Water,Wetland,Built-up
568,Water,Wetland,Water,Wetland,Water
569,Water,Wetland,Water,Wetland,Forest
570,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
571,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
572,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
573,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
574,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
575,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
576,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
577,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
578,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
579,Water,Bareland,NULL,Non_Wetland,NULL
580,Water,Bareland,NULL,Non_Wetland,Grassland
581,Water,Bareland,NULL,Non_Wetland,Wetland
582,Water,Bareland,NULL,Non_Wetland,Bareland
583,Water,Bareland,NULL,Non_Wetland,Built-up
584,Water,Bareland,NULL,Non_Wetland,Water
585,Water,Bareland,NULL,Non_Wetland,Forest
586,Water,Bareland,Non_Water,Non_Wetland,Grassland
587,Water,Bareland,Non_Water,Non_Wetland,Wetland
588,Water,Bareland,Non_Water,Non_Wetland,Bareland
589,Water,Bareland,Non_Water,Non_Wetland,Water
590,Water,Bareland,Non_Water,Non_Wetland,Forest
591,Water,Bareland,Water,Non_Wetland,Grassland
592,Water,Bareland,Water,Non_Wetland,Wetland
593,Water,Bareland,Water,Non_Wetland,Bareland
594,Water,Bareland,Water,Non_Wetland,Water
595,Water,Bareland,Water,Non_Wetland,Forest
596,Water,Built-up,NULL,Non_Wetland,Grassland
597,Water,Built-up,NULL,Non_Wetland,Wetland
598,Water,Built-up,NULL,Non_Wetland,Bareland
599,Water,Built-up,NULL,Non_Wetland,Built-up
600,Water,Built-up,NULL,Non_Wetland,Water
601,Water,Built-up,NULL,Non_Wetland,Forest
602,Water,Built-up,Non_Water,Non_Wetland,Grassland
603,Water,Built-up,Non_Water,Non_Wetland,Bareland
604,Water,Built-up,Non_Water,Non_Wetland,Built-up
605,Water,Built-up,Non_Water,Non_Wetland,Water
606,Water,Built-up,Non_Water,Non_Wetland,Forest
607,Water,Built-up,Water,Non_Wetland,Grassland
608,Water,Built-up,Water,Non_Wetland,Wetland
609,Water,Built-up,Water,Non_Wetland,Bareland
610,Water,Built-up,Water,Non_Wetland,Built-up
611,Water,Built-up,Water,Non_Wetland,Water
612,Water,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
613,Water,Built-up,Water,Non_Wetland,Forest
614,Water,Water,NULL,Water,NULL
615,Water,Water,NULL,Water,Grassland
616,Water,Water,NULL,Water,Wetland
617,Water,Water,NULL,Water,Bareland
618,Water,Water,NULL,Water,Water
619,Water,Water,NULL,Water,Forest
620,Water,Water,Non_Water,Water,Grassland
621,Water,Water,Non_Water,Water,Wetland
622,Water,Water,Non_Water,Water,Water
623,Water,Water,Non_Water,Water,Forest
624,Water,Water,Water,Water,NULL
625,Water,Water,Water,Water,Grassland
626,Water,Water,Water,Water,Wetland
627,Water,Water,Water,Water,Bareland
628,Water,Water,Water,Water,Built-up
629,Water,Water,Water,Water,Water
630,Water,Water,Water,Water,Forest
631,Water,Forest,NULL,Non_Wetland,NULL
632,Water,Forest,NULL,Non_Wetland,Grassland
633,Water,Forest,NULL,Non_Wetland,Wetland
634,Water,Forest,NULL,Non_Wetland,Bareland
635,Water,Forest,NULL,Non_Wetland,Water
636,Water,Forest,NULL,Non_Wetland,Forest
637,Water,Forest,Non_Water,Non_Wetland,NULL
638,Water,Forest,Non_Water,Non_Wetland,Grassland
639,Water,Forest,Non_Water,Non_Wetland,Wetland
640,Water,Forest,Non_Water,Non_Wetland,Water
641,Water,Forest,Non_Water,Non_Wetland,Forest
642,Water,Forest,Water,Non_Wetland,NULL
643,Water,Forest,Water,Non_Wetland,Grassland
644,Water,Forest,Water,Non_Wetland,Wetland
645,Water,Forest,Water,Non_Wetland,Water
646,Water,Forest,Water,Non_Wetland,Forest
647,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
648,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
649,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
650,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
651,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
652,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
653,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
654,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
655,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
656,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
657,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
658,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
659,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
660,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
661,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
662,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
663,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
664,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
665,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
666,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
667,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
668,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
669,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
670,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
671,Permanent_ice_and_snow,Water,NULL,Water,Water
672,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
673,Permanent_ice_and_snow,Water,Water,Water,Forest
674,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
675,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
676,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
677,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
678,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
679,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
681,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
682,Forest,NULL,NULL,Non_Wetland,NULL
683,Forest,NULL,NULL,Non_Wetland,Grassland
684,Forest,NULL,NULL,Non_Wetland,Cropland
685,Forest,NULL,NULL,Non_Wetland,Wetland
686,Forest,NULL,NULL,Non_Wetland,Bareland
687,Forest,NULL,NULL,Non_Wetland,Built-up
688,Forest,NULL,NULL,Non_Wetland,Water
689,Forest,NULL,NULL,Non_Wetland,Forest
690,Forest,NULL,Non_Water,Non_Wetland,Grassland
691,Forest,NULL,Non_Water,Non_Wetland,Wetland
692,Forest,NULL,Non_Water,Non_Wetland,Water
693,Forest,NULL,Non_Water,Non_Wetland,Forest
694,Forest,NULL,Water,Non_Wetland,Grassland
695,Forest,NULL,Water,Non_Wetland,Wetland
696,Forest,NULL,Water,Non_Wetland,Water
697,Forest,NULL,Water,Non_Wetland,Forest
698,Forest,Shrubland,NULL,Non_Wetland,NULL
699,Forest,Shrubland,NULL,Non_Wetland,Grassland
700,Forest,Shrubland,NULL,Non_Wetland,Cropland
701,Forest,Shrubland,NULL,Non_Wetland,Wetland
702,Forest,Shrubland,NULL,Non_Wetland,Bareland
703,Forest,Shrubland,NULL,Non_Wetland,Built-up
704,Forest,Shrubland,NULL,Non_Wetland,Water
705,Forest,Shrubland,NULL,Non_Wetland,Forest
706,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
707,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
708,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
709,Forest,Shrubland,Non_Water,Non_Wetland,Water
710,Forest,Shrubland,Non_Water,Non_Wetland,Forest
711,Forest,Shrubland,Water,Non_Wetland,Grassland
712,Forest,Shrubland,Water,Non_Wetland,Wetland
713,Forest,Shrubland,Water,Non_Wetland,Water
714,Forest,Shrubland,Water,Non_Wetland,Forest
715,Forest,Grassland,NULL,Non_Wetland,NULL
716,Forest,Grassland,NULL,Non_Wetland,Grassland
717,Forest,Grassland,NULL,Non_Wetland,Wetland
718,Forest,Grassland,NULL,Non_Wetland,Built-up
719,Forest,Grassland,NULL,Non_Wetland,Forest
720,Forest,Grassland,Non_Water,Non_Wetland,Forest
721,Forest,Cropland,NULL,Non_Wetland,NULL
722,Forest,Cropland,NULL,Non_Wetland,Grassland
723,Forest,Cropland,NULL,Non_Wetland,Cropland
724,Forest,Cropland,NULL,Non_Wetland,Wetland
725,Forest,Cropland,NULL,Non_Wetland,Bareland
726,Forest,Cropland,NULL,Non_Wetland,Built-up
727,Forest,Cropland,NULL,Non_Wetland,Forest
728,Forest,Cropland,Non_Water,Non_Wetland,Bareland
729,Forest,Cropland,Non_Water,Non_Wetland,Forest
730,Forest,Cropland,Water,Non_Wetland,Bareland
731,Forest,Cropland,Water,Non_Wetland,Forest
732,Forest,Wetland,NULL,Wetland,NULL
733,Forest,Wetland,NULL,Wetland,Grassland
734,Forest,Wetland,NULL,Wetland,Wetland
735,Forest,Wetland,NULL,Wetland,Bareland
736,Forest,Wetland,NULL,Wetland,Built-up
737,Forest,Wetland,NULL,Wetland,Water
738,Forest,Wetland,NULL,Wetland,Forest
739,Forest,Wetland,Non_Water,Wetland,NULL
740,Forest,Wetland,Non_Water,Wetland,Grassland
741,Forest,Wetland,Non_Water,Wetland,Wetland
742,Forest,Wetland,Non_Water,Wetland,Water
743,Forest,Wetland,Non_Water,Wetland,Forest
744,Forest,Wetland,Water,Wetland,NULL
745,Forest,Wetland,Water,Wetland,Grassland
746,Forest,Wetland,Water,Wetland,Wetland
747,Forest,Wetland,Water,Wetland,Water
748,Forest,Wetland,Water,Wetland,Forest
749,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
750,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
751,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
752,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
753,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
754,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
755,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
756,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
757,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
758,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
759,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
760,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
761,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
762,Forest,Lichens_and_Mosses,Water,Non_Wetland,Built-up
763,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
764,Forest,Bareland,NULL,Non_Wetland,NULL
765,Forest,Bareland,NULL,Non_Wetland,Grassland
766,Forest,Bareland,NULL,Non_Wetland,Cropland
767,Forest,Bareland,NULL,Non_Wetland,Wetland
768,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
769,Forest,Bareland,NULL,Non_Wetland,Bareland
770,Forest,Bareland,NULL,Non_Wetland,Built-up
771,Forest,Bareland,NULL,Non_Wetland,Water
772,Forest,Bareland,NULL,Non_Wetland,Forest
773,Forest,Bareland,Non_Water,Non_Wetland,NULL
774,Forest,Bareland,Non_Water,Non_Wetland,Grassland
775,Forest,Bareland,Non_Water,Non_Wetland,Wetland
776,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
777,Forest,Bareland,Non_Water,Non_Wetland,Bareland
778,Forest,Bareland,Non_Water,Non_Wetland,Built-up
779,Forest,Bareland,Non_Water,Non_Wetland,Water
780,Forest,Bareland,Non_Water,Non_Wetland,Forest
781,Forest,Bareland,Water,Non_Wetland,Grassland
782,Forest,Bareland,Water,Non_Wetland,Wetland
783,Forest,Bareland,Water,Non_Wetland,Bareland
784,Forest,Bareland,Water,Non_Wetland,Water
785,Forest,Bareland,Water,Non_Wetland,Forest
786,Forest,Built-up,NULL,Non_Wetland,NULL
787,Forest,Built-up,NULL,Non_Wetland,Grassland
788,Forest,Built-up,NULL,Non_Wetland,Cropland
789,Forest,Built-up,NULL,Non_Wetland,Wetland
790,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
791,Forest,Built-up,NULL,Non_Wetland,Bareland
792,Forest,Built-up,NULL,Non_Wetland,Built-up
793,Forest,Built-up,NULL,Non_Wetland,Water
794,Forest,Built-up,NULL,Non_Wetland,Forest
795,Forest,Built-up,Non_Water,Non_Wetland,Grassland
796,Forest,Built-up,Non_Water,Non_Wetland,Wetland
797,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
798,Forest,Built-up,Non_Water,Non_Wetland,Bareland
799,Forest,Built-up,Non_Water,Non_Wetland,Forest
800,Forest,Built-up,Water,Non_Wetland,Bareland
801,Forest,Built-up,Water,Non_Wetland,Water
802,Forest,Built-up,Water,Non_Wetland,Forest
803,Forest,Water,NULL,Water,NULL
804,Forest,Water,NULL,Water,Grassland
805,Forest,Water,NULL,Water,Wetland
806,Forest,Water,NULL,Water,Water
807,Forest,Water,NULL,Water,Forest
808,Forest,Water,Non_Water,Water,Grassland
809,Forest,Water,Non_Water,Water,Wetland
810,Forest,Water,Non_Water,Water,Water
811,Forest,Water,Non_Water,Water,Forest
812,Forest,Water,Water,Water,Grassland
813,Forest,Water,Water,Water,Wetland
814,Forest,Water,Water,Water,Water
815,Forest,Water,Water,Water,Forest
816,Forest,Forest,NULL,Non_Wetland,NULL
817,Forest,Forest,NULL,Non_Wetland,Grassland
818,Forest,Forest,NULL,Non_Wetland,Cropland
819,Forest,Forest,NULL,Non_Wetland,Wetland
820,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
821,Forest,Forest,NULL,Non_Wetland,Bareland
822,Forest,Forest,NULL,Non_Wetland,Built-up
823,Forest,Forest,NULL,Non_Wetland,Water
824,Forest,Forest,NULL,Non_Wetland,Forest
825,Forest,Forest,Non_Water,Non_Wetland,NULL
826,Forest,Forest,Non_Water,Non_Wetland,Grassland
827,Forest,Forest,Non_Water,Non_Wetland,Wetland
828,Forest,Forest,Non_Water,Non_Wetland,Bareland
829,Forest,Forest,Non_Water,Non_Wetland,Water
830,Forest,Forest,Non_Water,Non_Wetland,Forest
831,Forest,Forest,Water,Non_Wetland,Grassland
832,Forest,Forest,Water,Non_Wetland,Wetland
833,Forest,Forest,Water,Non_Wetland,Water
834,Forest,Forest,Water,Non_Wetland,Forest
