Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44VLP_M_R,SIBERIA_2024_GLC_FCS30D_2022_44VLP_M_R,SIBERIA_2024_GSW_Yearly_2021_44VLP_M_R,SIBERIA_2024_GWL_FCS30D_2022_44VLP_M_R,SIBERIA_2024_WorldCover_2021_44VLP_M_R
491,Built-up,Built-up,Non_Water,Non_Wetland,Water
492,Built-up,Built-up,Non_Water,Non_Wetland,Forest
493,Built-up,Built-up,Water,Non_Wetland,Grassland
494,Built-up,Built-up,Water,Non_Wetland,Wetland
495,Built-up,Built-up,Water,Non_Wetland,Bareland
496,Built-up,Built-up,Water,Non_Wetland,Built-up
497,Built-up,Built-up,Water,Non_Wetland,Forest
498,Built-up,Water,NULL,Water,Grassland
499,Built-up,Water,NULL,Water,Wetland
500,Built-up,Water,NULL,Water,Bareland
501,Built-up,Water,NULL,Water,Built-up
502,Built-up,Water,NULL,Water,Water
503,Built-up,Water,NULL,Water,Forest
504,Built-up,Water,Non_Water,Water,Wetland
505,Built-up,Water,Non_Water,Water,Forest
506,Built-up,Water,Water,Water,Grassland
507,Built-up,Water,Water,Water,Wetland
508,Built-up,Water,Water,Water,Bareland
509,Built-up,Water,Water,Water,Built-up
510,Built-up,Water,Water,Water,Water
511,Built-up,Water,Water,Water,Forest
512,Built-up,Forest,NULL,Non_Wetland,NULL
513,Built-up,Forest,NULL,Non_Wetland,Grassland
514,Built-up,Forest,NULL,Non_Wetland,Wetland
515,Built-up,Forest,NULL,Non_Wetland,Bareland
516,Built-up,Forest,NULL,Non_Wetland,Built-up
517,Built-up,Forest,NULL,Non_Wetland,Water
518,Built-up,Forest,NULL,Non_Wetland,Forest
519,Built-up,Forest,Non_Water,Non_Wetland,Grassland
520,Built-up,Forest,Non_Water,Non_Wetland,Wetland
521,Built-up,Forest,Non_Water,Non_Wetland,Forest
522,Built-up,Forest,Water,Non_Wetland,Grassland
523,Built-up,Forest,Water,Non_Wetland,Wetland
524,Built-up,Forest,Water,Non_Wetland,Water
525,Built-up,Forest,Water,Non_Wetland,Forest
526,Water,NULL,NULL,Non_Wetland,Grassland
527,Water,NULL,NULL,Non_Wetland,Wetland
528,Water,NULL,NULL,Non_Wetland,Water
529,Water,NULL,NULL,Non_Wetland,Forest
530,Water,NULL,Non_Water,Non_Wetland,Water
531,Water,NULL,Non_Water,Non_Wetland,Forest
532,Water,NULL,Water,Non_Wetland,Grassland
533,Water,NULL,Water,Non_Wetland,Wetland
534,Water,NULL,Water,Non_Wetland,Water
535,Water,NULL,Water,Non_Wetland,Forest
536,Water,Shrubland,NULL,Non_Wetland,Grassland
537,Water,Shrubland,NULL,Non_Wetland,Wetland
538,Water,Shrubland,NULL,Non_Wetland,Water
539,Water,Shrubland,NULL,Non_Wetland,Forest
540,Water,Shrubland,Non_Water,Non_Wetland,Grassland
541,Water,Shrubland,Water,Non_Wetland,Grassland
542,Water,Shrubland,Water,Non_Wetland,Wetland
543,Water,Shrubland,Water,Non_Wetland,Water
544,Water,Shrubland,Water,Non_Wetland,Forest
545,Water,Grassland,NULL,Non_Wetland,Grassland
546,Water,Grassland,NULL,Non_Wetland,Water
547,Water,Grassland,NULL,Non_Wetland,Forest
548,Water,Grassland,Water,Non_Wetland,Water
549,Water,Wetland,NULL,Wetland,NULL
550,Water,Wetland,NULL,Wetland,Grassland
551,Water,Wetland,NULL,Wetland,Wetland
552,Water,Wetland,NULL,Wetland,Bareland
553,Water,Wetland,NULL,Wetland,Water
554,Water,Wetland,NULL,Wetland,Forest
555,Water,Wetland,Non_Water,Wetland,NULL
556,Water,Wetland,Non_Water,Wetland,Grassland
557,Water,Wetland,Non_Water,Wetland,Wetland
558,Water,Wetland,Non_Water,Wetland,Bareland
559,Water,Wetland,Non_Water,Wetland,Water
560,Water,Wetland,Non_Water,Wetland,Forest
561,Water,Wetland,Water,Wetland,NULL
562,Water,Wetland,Water,Wetland,Grassland
563,Water,Wetland,Water,Wetland,Wetland
564,Water,Wetland,Water,Wetland,Lichens_and_Mosses
565,Water,Wetland,Water,Wetland,Bareland
566,Water,Wetland,Water,Wetland,Water
567,Water,Wetland,Water,Wetland,Forest
568,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
569,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
570,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
571,Water,Bareland,NULL,Non_Wetland,Grassland
572,Water,Bareland,NULL,Non_Wetland,Wetland
573,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
574,Water,Bareland,NULL,Non_Wetland,Bareland
575,Water,Bareland,NULL,Non_Wetland,Built-up
576,Water,Bareland,NULL,Non_Wetland,Water
577,Water,Bareland,NULL,Non_Wetland,Forest
578,Water,Bareland,Non_Water,Non_Wetland,Grassland
579,Water,Bareland,Non_Water,Non_Wetland,Wetland
580,Water,Bareland,Non_Water,Non_Wetland,Bareland
581,Water,Bareland,Non_Water,Non_Wetland,Water
582,Water,Bareland,Non_Water,Non_Wetland,Forest
583,Water,Bareland,Water,Non_Wetland,Grassland
584,Water,Bareland,Water,Non_Wetland,Wetland
585,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
586,Water,Bareland,Water,Non_Wetland,Bareland
587,Water,Bareland,Water,Non_Wetland,Water
588,Water,Bareland,Water,Non_Wetland,Forest
589,Water,Built-up,NULL,Non_Wetland,Grassland
590,Water,Built-up,NULL,Non_Wetland,Bareland
591,Water,Built-up,NULL,Non_Wetland,Built-up
592,Water,Built-up,NULL,Non_Wetland,Water
593,Water,Built-up,NULL,Non_Wetland,Forest
594,Water,Built-up,Non_Water,Non_Wetland,Bareland
595,Water,Built-up,Non_Water,Non_Wetland,Built-up
596,Water,Built-up,Water,Non_Wetland,Bareland
597,Water,Built-up,Water,Non_Wetland,Water
598,Water,Built-up,Water,Non_Wetland,Forest
599,Water,Water,NULL,Water,NULL
600,Water,Water,NULL,Water,Grassland
601,Water,Water,NULL,Water,Wetland
602,Water,Water,NULL,Water,Bareland
603,Water,Water,NULL,Water,Water
604,Water,Water,NULL,Water,Forest
605,Water,Water,Non_Water,Water,Grassland
606,Water,Water,Non_Water,Water,Wetland
607,Water,Water,Non_Water,Water,Bareland
608,Water,Water,Non_Water,Water,Water
609,Water,Water,Non_Water,Water,Forest
610,Water,Water,Water,Water,NULL
611,Water,Water,Water,Water,Grassland
612,Water,Water,Water,Water,Wetland
613,Water,Water,Water,Water,Bareland
614,Water,Water,Water,Water,Water
615,Water,Water,Water,Water,Forest
616,Water,Forest,NULL,Non_Wetland,NULL
617,Water,Forest,NULL,Non_Wetland,Grassland
618,Water,Forest,NULL,Non_Wetland,Wetland
619,Water,Forest,NULL,Non_Wetland,Bareland
620,Water,Forest,NULL,Non_Wetland,Water
621,Water,Forest,NULL,Non_Wetland,Forest
622,Water,Forest,Non_Water,Non_Wetland,Grassland
623,Water,Forest,Non_Water,Non_Wetland,Wetland
624,Water,Forest,Non_Water,Non_Wetland,Water
625,Water,Forest,Non_Water,Non_Wetland,Forest
626,Water,Forest,Water,Non_Wetland,NULL
627,Water,Forest,Water,Non_Wetland,Grassland
628,Water,Forest,Water,Non_Wetland,Wetland
629,Water,Forest,Water,Non_Wetland,Bareland
630,Water,Forest,Water,Non_Wetland,Water
631,Water,Forest,Water,Non_Wetland,Forest
632,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
633,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
634,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
635,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
636,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
637,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
638,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
639,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
640,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
641,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
642,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
643,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
644,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
645,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
646,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
647,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
648,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
649,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
650,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
651,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
652,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
653,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
654,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
655,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
656,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
657,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
658,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
659,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
660,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
661,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
662,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
663,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
664,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
665,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL
666,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
667,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
668,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
669,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
670,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
671,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
672,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
673,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
674,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
675,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
676,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
677,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
678,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
679,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
680,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
682,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
683,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
684,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
685,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
686,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
687,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
688,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
689,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
690,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
691,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
692,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
697,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
698,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
699,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
700,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
701,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
703,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
704,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
705,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
706,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
707,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
708,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
709,Permanent_ice_and_snow,Water,NULL,Water,Grassland
710,Permanent_ice_and_snow,Water,NULL,Water,Wetland
711,Permanent_ice_and_snow,Water,NULL,Water,Bareland
712,Permanent_ice_and_snow,Water,NULL,Water,Water
713,Permanent_ice_and_snow,Water,NULL,Water,Forest
714,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
715,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
716,Permanent_ice_and_snow,Water,Non_Water,Water,Water
717,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
718,Permanent_ice_and_snow,Water,Water,Water,Grassland
719,Permanent_ice_and_snow,Water,Water,Water,Wetland
720,Permanent_ice_and_snow,Water,Water,Water,Bareland
721,Permanent_ice_and_snow,Water,Water,Water,Water
722,Permanent_ice_and_snow,Water,Water,Water,Forest
723,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
724,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
725,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
726,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
727,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
728,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
729,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
730,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
731,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
732,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
733,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
734,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
735,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
736,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
737,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
738,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
739,Forest,NULL,NULL,Non_Wetland,NULL
740,Forest,NULL,NULL,Non_Wetland,Grassland
741,Forest,NULL,NULL,Non_Wetland,Wetland
742,Forest,NULL,NULL,Non_Wetland,Built-up
743,Forest,NULL,NULL,Non_Wetland,Water
744,Forest,NULL,NULL,Non_Wetland,Forest
745,Forest,NULL,Non_Water,Non_Wetland,Wetland
746,Forest,NULL,Non_Water,Non_Wetland,Forest
747,Forest,NULL,Water,Non_Wetland,Grassland
748,Forest,NULL,Water,Non_Wetland,Wetland
749,Forest,NULL,Water,Non_Wetland,Water
750,Forest,NULL,Water,Non_Wetland,Forest
751,Forest,Shrubland,NULL,Non_Wetland,NULL
752,Forest,Shrubland,NULL,Non_Wetland,Grassland
753,Forest,Shrubland,NULL,Non_Wetland,Wetland
754,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
755,Forest,Shrubland,NULL,Non_Wetland,Bareland
756,Forest,Shrubland,NULL,Non_Wetland,Built-up
757,Forest,Shrubland,NULL,Non_Wetland,Water
758,Forest,Shrubland,NULL,Non_Wetland,Forest
759,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
760,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
761,Forest,Shrubland,Non_Water,Non_Wetland,Forest
762,Forest,Shrubland,Water,Non_Wetland,Grassland
763,Forest,Shrubland,Water,Non_Wetland,Wetland
764,Forest,Shrubland,Water,Non_Wetland,Built-up
765,Forest,Shrubland,Water,Non_Wetland,Forest
766,Forest,Grassland,NULL,Non_Wetland,NULL
767,Forest,Grassland,NULL,Non_Wetland,Grassland
768,Forest,Grassland,NULL,Non_Wetland,Wetland
769,Forest,Grassland,NULL,Non_Wetland,Bareland
770,Forest,Grassland,NULL,Non_Wetland,Built-up
771,Forest,Grassland,NULL,Non_Wetland,Forest
772,Forest,Grassland,Non_Water,Non_Wetland,Grassland
773,Forest,Grassland,Non_Water,Non_Wetland,Forest
774,Forest,Grassland,Water,Non_Wetland,Grassland
775,Forest,Grassland,Water,Non_Wetland,Bareland
776,Forest,Grassland,Water,Non_Wetland,Forest
777,Forest,Cropland,NULL,Non_Wetland,Forest
778,Forest,Wetland,NULL,Wetland,NULL
779,Forest,Wetland,NULL,Wetland,Grassland
780,Forest,Wetland,NULL,Wetland,Wetland
781,Forest,Wetland,NULL,Wetland,Bareland
782,Forest,Wetland,NULL,Wetland,Built-up
783,Forest,Wetland,NULL,Wetland,Water
784,Forest,Wetland,NULL,Wetland,Forest
785,Forest,Wetland,Non_Water,Wetland,NULL
786,Forest,Wetland,Non_Water,Wetland,Grassland
787,Forest,Wetland,Non_Water,Wetland,Wetland
788,Forest,Wetland,Non_Water,Wetland,Water
789,Forest,Wetland,Non_Water,Wetland,Forest
790,Forest,Wetland,Water,Wetland,Grassland
791,Forest,Wetland,Water,Wetland,Wetland
792,Forest,Wetland,Water,Wetland,Bareland
793,Forest,Wetland,Water,Wetland,Water
794,Forest,Wetland,Water,Wetland,Forest
795,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
796,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
797,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
798,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
799,Forest,Bareland,NULL,Non_Wetland,NULL
800,Forest,Bareland,NULL,Non_Wetland,Grassland
801,Forest,Bareland,NULL,Non_Wetland,Cropland
802,Forest,Bareland,NULL,Non_Wetland,Wetland
803,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
804,Forest,Bareland,NULL,Non_Wetland,Bareland
805,Forest,Bareland,NULL,Non_Wetland,Built-up
806,Forest,Bareland,NULL,Non_Wetland,Water
807,Forest,Bareland,NULL,Non_Wetland,Forest
808,Forest,Bareland,Non_Water,Non_Wetland,Grassland
809,Forest,Bareland,Non_Water,Non_Wetland,Wetland
810,Forest,Bareland,Non_Water,Non_Wetland,Bareland
811,Forest,Bareland,Non_Water,Non_Wetland,Built-up
812,Forest,Bareland,Non_Water,Non_Wetland,Forest
813,Forest,Bareland,Water,Non_Wetland,Grassland
814,Forest,Bareland,Water,Non_Wetland,Wetland
815,Forest,Bareland,Water,Non_Wetland,Bareland
816,Forest,Bareland,Water,Non_Wetland,Built-up
817,Forest,Bareland,Water,Non_Wetland,Water
818,Forest,Bareland,Water,Non_Wetland,Forest
819,Forest,Built-up,NULL,Non_Wetland,Grassland
820,Forest,Built-up,NULL,Non_Wetland,Wetland
821,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
822,Forest,Built-up,NULL,Non_Wetland,Bareland
823,Forest,Built-up,NULL,Non_Wetland,Built-up
824,Forest,Built-up,NULL,Non_Wetland,Forest
825,Forest,Built-up,Non_Water,Non_Wetland,Built-up
826,Forest,Built-up,Non_Water,Non_Wetland,Forest
827,Forest,Built-up,Water,Non_Wetland,Forest
828,Forest,Water,NULL,Water,Grassland
829,Forest,Water,NULL,Water,Wetland
830,Forest,Water,NULL,Water,Water
831,Forest,Water,NULL,Water,Forest
832,Forest,Water,Non_Water,Water,Wetland
833,Forest,Water,Non_Water,Water,Forest
834,Forest,Water,Water,Water,Grassland
835,Forest,Water,Water,Water,Wetland
836,Forest,Water,Water,Water,Bareland
837,Forest,Water,Water,Water,Water
838,Forest,Water,Water,Water,Forest
839,Forest,Forest,NULL,Non_Wetland,NULL
840,Forest,Forest,NULL,Non_Wetland,Grassland
841,Forest,Forest,NULL,Non_Wetland,Wetland
842,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
843,Forest,Forest,NULL,Non_Wetland,Bareland
844,Forest,Forest,NULL,Non_Wetland,Built-up
845,Forest,Forest,NULL,Non_Wetland,Water
846,Forest,Forest,NULL,Non_Wetland,Forest
847,Forest,Forest,Non_Water,Non_Wetland,NULL
848,Forest,Forest,Non_Water,Non_Wetland,Grassland
849,Forest,Forest,Non_Water,Non_Wetland,Wetland
850,Forest,Forest,Non_Water,Non_Wetland,Water
851,Forest,Forest,Non_Water,Non_Wetland,Forest
852,Forest,Forest,Water,Non_Wetland,NULL
853,Forest,Forest,Water,Non_Wetland,Grassland
854,Forest,Forest,Water,Non_Wetland,Wetland
855,Forest,Forest,Water,Non_Wetland,Bareland
856,Forest,Forest,Water,Non_Wetland,Water
857,Forest,Forest,Water,Non_Wetland,Forest
