Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWQ_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWQ_M_R,SIBERIA_2024_WorldCover_2021_45WWQ_M_R
478,Water,Shrubland,Non_Water,Non_Wetland,Forest
479,Water,Shrubland,Water,Non_Wetland,Grassland
480,Water,Shrubland,Water,Non_Wetland,Wetland
481,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
482,Water,Shrubland,Water,Non_Wetland,Bareland
483,Water,Shrubland,Water,Non_Wetland,Water
484,Water,Shrubland,Water,Non_Wetland,Forest
485,Water,Grassland,NULL,Non_Wetland,Grassland
486,Water,Grassland,NULL,Non_Wetland,Wetland
487,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
488,Water,Grassland,NULL,Non_Wetland,Bareland
489,Water,Grassland,NULL,Non_Wetland,Water
490,Water,Grassland,NULL,Non_Wetland,Forest
491,Water,Grassland,Non_Water,Non_Wetland,Grassland
492,Water,Grassland,Non_Water,Non_Wetland,Wetland
493,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
494,Water,Grassland,Non_Water,Non_Wetland,Water
495,Water,Grassland,Non_Water,Non_Wetland,Forest
496,Water,Grassland,Water,Non_Wetland,Grassland
497,Water,Grassland,Water,Non_Wetland,Wetland
498,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
499,Water,Grassland,Water,Non_Wetland,Bareland
500,Water,Grassland,Water,Non_Wetland,Water
501,Water,Grassland,Water,Non_Wetland,Forest
502,Water,Wetland,NULL,Wetland,Grassland
503,Water,Wetland,NULL,Wetland,Wetland
504,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
505,Water,Wetland,NULL,Wetland,Bareland
506,Water,Wetland,NULL,Wetland,Water
507,Water,Wetland,NULL,Wetland,Forest
508,Water,Wetland,Non_Water,Wetland,Grassland
509,Water,Wetland,Non_Water,Wetland,Wetland
510,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
511,Water,Wetland,Non_Water,Wetland,Bareland
512,Water,Wetland,Non_Water,Wetland,Water
513,Water,Wetland,Non_Water,Wetland,Forest
514,Water,Wetland,Water,Wetland,Grassland
515,Water,Wetland,Water,Wetland,Wetland
516,Water,Wetland,Water,Wetland,Lichens_and_Mosses
517,Water,Wetland,Water,Wetland,Bareland
518,Water,Wetland,Water,Wetland,Water
519,Water,Wetland,Water,Wetland,Forest
520,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
521,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
522,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
523,Water,Bareland,NULL,Non_Wetland,Grassland
524,Water,Bareland,NULL,Non_Wetland,Wetland
525,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
526,Water,Bareland,NULL,Non_Wetland,Bareland
527,Water,Bareland,NULL,Non_Wetland,Built-up
528,Water,Bareland,NULL,Non_Wetland,Water
529,Water,Bareland,NULL,Non_Wetland,Forest
530,Water,Bareland,Non_Water,Non_Wetland,Grassland
531,Water,Bareland,Non_Water,Non_Wetland,Wetland
532,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
533,Water,Bareland,Non_Water,Non_Wetland,Bareland
534,Water,Bareland,Non_Water,Non_Wetland,Built-up
535,Water,Bareland,Non_Water,Non_Wetland,Water
536,Water,Bareland,Non_Water,Non_Wetland,Forest
537,Water,Bareland,Water,Non_Wetland,Grassland
538,Water,Bareland,Water,Non_Wetland,Wetland
539,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
540,Water,Bareland,Water,Non_Wetland,Bareland
541,Water,Bareland,Water,Non_Wetland,Water
542,Water,Bareland,Water,Non_Wetland,Forest
543,Water,Built-up,NULL,Non_Wetland,Grassland
544,Water,Built-up,NULL,Non_Wetland,Wetland
545,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
546,Water,Built-up,NULL,Non_Wetland,Bareland
547,Water,Built-up,NULL,Non_Wetland,Built-up
548,Water,Built-up,NULL,Non_Wetland,Water
549,Water,Built-up,NULL,Non_Wetland,Forest
550,Water,Built-up,Non_Water,Non_Wetland,Grassland
551,Water,Built-up,Non_Water,Non_Wetland,Wetland
552,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
553,Water,Built-up,Non_Water,Non_Wetland,Bareland
554,Water,Built-up,Non_Water,Non_Wetland,Water
555,Water,Built-up,Non_Water,Non_Wetland,Forest
556,Water,Built-up,Water,Non_Wetland,Wetland
557,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
558,Water,Built-up,Water,Non_Wetland,Bareland
559,Water,Built-up,Water,Non_Wetland,Built-up
560,Water,Built-up,Water,Non_Wetland,Water
561,Water,Built-up,Water,Non_Wetland,Forest
562,Water,Water,NULL,Water,Grassland
563,Water,Water,NULL,Water,Wetland
564,Water,Water,NULL,Water,Lichens_and_Mosses
565,Water,Water,NULL,Water,Bareland
566,Water,Water,NULL,Water,Water
567,Water,Water,NULL,Water,Forest
568,Water,Water,Non_Water,Water,Grassland
569,Water,Water,Non_Water,Water,Wetland
570,Water,Water,Non_Water,Water,Lichens_and_Mosses
571,Water,Water,Non_Water,Water,Bareland
572,Water,Water,Non_Water,Water,Water
573,Water,Water,Non_Water,Water,Forest
574,Water,Water,Water,Water,Grassland
575,Water,Water,Water,Water,Wetland
576,Water,Water,Water,Water,Lichens_and_Mosses
577,Water,Water,Water,Water,Bareland
578,Water,Water,Water,Water,Built-up
579,Water,Water,Water,Water,Water
580,Water,Water,Water,Water,Forest
581,Water,Forest,NULL,Non_Wetland,Grassland
582,Water,Forest,NULL,Non_Wetland,Wetland
583,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
584,Water,Forest,NULL,Non_Wetland,Bareland
585,Water,Forest,NULL,Non_Wetland,Water
586,Water,Forest,NULL,Non_Wetland,Forest
587,Water,Forest,Non_Water,Non_Wetland,Grassland
588,Water,Forest,Non_Water,Non_Wetland,Wetland
589,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
590,Water,Forest,Non_Water,Non_Wetland,Bareland
591,Water,Forest,Non_Water,Non_Wetland,Water
592,Water,Forest,Non_Water,Non_Wetland,Forest
593,Water,Forest,Water,Non_Wetland,Grassland
594,Water,Forest,Water,Non_Wetland,Wetland
595,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
596,Water,Forest,Water,Non_Wetland,Bareland
597,Water,Forest,Water,Non_Wetland,Built-up
598,Water,Forest,Water,Non_Wetland,Water
599,Water,Forest,Water,Non_Wetland,Forest
600,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
601,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
602,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
603,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
604,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
605,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
606,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
607,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
608,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
609,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
610,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
611,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland
612,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
613,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
614,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
615,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
616,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
617,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
618,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
619,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
620,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
621,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
622,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
623,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
624,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
625,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
626,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
627,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
628,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
629,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
630,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
631,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
632,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
633,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
634,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
635,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
636,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
637,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
638,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
639,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL
640,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
641,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
642,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
643,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
644,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
645,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
646,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
647,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
648,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
649,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
650,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
651,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
652,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
653,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
654,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
655,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
656,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
657,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
658,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
659,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
660,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
661,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
662,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
663,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
664,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
665,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
666,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
667,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
668,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
669,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
670,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
671,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
672,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
673,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
674,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
675,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
676,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
677,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
678,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
679,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
680,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
681,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
682,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
683,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
684,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
685,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
686,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
687,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
688,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
689,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
690,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
691,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
692,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
693,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
694,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
695,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
696,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
697,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
698,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
699,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
700,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
701,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
702,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
703,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
704,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL
705,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
706,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
707,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
708,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
709,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
710,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
711,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
712,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
713,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
714,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
715,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
716,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
717,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
718,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
719,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
720,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
721,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
722,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
723,Permanent_ice_and_snow,Water,NULL,Water,Grassland
724,Permanent_ice_and_snow,Water,NULL,Water,Wetland
725,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
726,Permanent_ice_and_snow,Water,NULL,Water,Bareland
727,Permanent_ice_and_snow,Water,NULL,Water,Water
728,Permanent_ice_and_snow,Water,NULL,Water,Forest
729,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
730,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
731,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
732,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
733,Permanent_ice_and_snow,Water,Non_Water,Water,Water
734,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
735,Permanent_ice_and_snow,Water,Water,Water,Grassland
736,Permanent_ice_and_snow,Water,Water,Water,Wetland
737,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
738,Permanent_ice_and_snow,Water,Water,Water,Bareland
739,Permanent_ice_and_snow,Water,Water,Water,Water
740,Permanent_ice_and_snow,Water,Water,Water,Forest
741,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
742,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
743,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
744,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
745,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
746,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
747,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
748,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
749,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
750,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Forest
751,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
752,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
753,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Forest
754,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
755,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
757,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
758,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
759,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
760,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
761,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
762,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
763,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
764,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
765,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
766,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
767,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
768,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
769,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
770,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
771,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
772,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
773,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
774,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
775,Forest,NULL,NULL,Non_Wetland,NULL
776,Forest,NULL,NULL,Non_Wetland,Grassland
777,Forest,NULL,NULL,Non_Wetland,Wetland
778,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
779,Forest,NULL,NULL,Non_Wetland,Bareland
780,Forest,NULL,NULL,Non_Wetland,Water
781,Forest,NULL,NULL,Non_Wetland,Forest
782,Forest,NULL,Non_Water,Non_Wetland,Grassland
783,Forest,NULL,Non_Water,Non_Wetland,Wetland
784,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Forest,NULL,Non_Water,Non_Wetland,Bareland
786,Forest,NULL,Non_Water,Non_Wetland,Water
787,Forest,NULL,Non_Water,Non_Wetland,Forest
788,Forest,NULL,Water,Non_Wetland,Grassland
789,Forest,NULL,Water,Non_Wetland,Wetland
790,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
791,Forest,NULL,Water,Non_Wetland,Bareland
792,Forest,NULL,Water,Non_Wetland,Water
793,Forest,NULL,Water,Non_Wetland,Forest
794,Forest,Shrubland,NULL,Non_Wetland,NULL
795,Forest,Shrubland,NULL,Non_Wetland,Grassland
796,Forest,Shrubland,NULL,Non_Wetland,Wetland
797,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
798,Forest,Shrubland,NULL,Non_Wetland,Bareland
799,Forest,Shrubland,NULL,Non_Wetland,Built-up
800,Forest,Shrubland,NULL,Non_Wetland,Water
801,Forest,Shrubland,NULL,Non_Wetland,Forest
802,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
803,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
804,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
805,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
806,Forest,Shrubland,Non_Water,Non_Wetland,Water
807,Forest,Shrubland,Non_Water,Non_Wetland,Forest
808,Forest,Shrubland,Water,Non_Wetland,Grassland
809,Forest,Shrubland,Water,Non_Wetland,Wetland
810,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
811,Forest,Shrubland,Water,Non_Wetland,Bareland
812,Forest,Shrubland,Water,Non_Wetland,Water
813,Forest,Shrubland,Water,Non_Wetland,Forest
814,Forest,Grassland,NULL,Non_Wetland,NULL
815,Forest,Grassland,NULL,Non_Wetland,Grassland
816,Forest,Grassland,NULL,Non_Wetland,Wetland
817,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
818,Forest,Grassland,NULL,Non_Wetland,Bareland
819,Forest,Grassland,NULL,Non_Wetland,Water
820,Forest,Grassland,NULL,Non_Wetland,Forest
821,Forest,Grassland,Non_Water,Non_Wetland,Grassland
822,Forest,Grassland,Non_Water,Non_Wetland,Wetland
823,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
824,Forest,Grassland,Non_Water,Non_Wetland,Bareland
825,Forest,Grassland,Non_Water,Non_Wetland,Forest
826,Forest,Grassland,Water,Non_Wetland,Grassland
827,Forest,Grassland,Water,Non_Wetland,Wetland
828,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
829,Forest,Grassland,Water,Non_Wetland,Water
830,Forest,Grassland,Water,Non_Wetland,Forest
831,Forest,Wetland,NULL,Wetland,NULL
832,Forest,Wetland,NULL,Wetland,Grassland
833,Forest,Wetland,NULL,Wetland,Wetland
834,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
835,Forest,Wetland,NULL,Wetland,Bareland
836,Forest,Wetland,NULL,Wetland,Water
837,Forest,Wetland,NULL,Wetland,Forest
838,Forest,Wetland,Non_Water,Wetland,Grassland
839,Forest,Wetland,Non_Water,Wetland,Wetland
840,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
841,Forest,Wetland,Non_Water,Wetland,Bareland
842,Forest,Wetland,Non_Water,Wetland,Water
843,Forest,Wetland,Non_Water,Wetland,Forest
844,Forest,Wetland,Water,Wetland,Grassland
845,Forest,Wetland,Water,Wetland,Wetland
846,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
847,Forest,Wetland,Water,Wetland,Bareland
848,Forest,Wetland,Water,Wetland,Water
849,Forest,Wetland,Water,Wetland,Forest
850,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
851,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
852,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
853,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
854,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
855,Forest,Bareland,NULL,Non_Wetland,NULL
856,Forest,Bareland,NULL,Non_Wetland,Grassland
857,Forest,Bareland,NULL,Non_Wetland,Wetland
858,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
859,Forest,Bareland,NULL,Non_Wetland,Bareland
860,Forest,Bareland,NULL,Non_Wetland,Built-up
861,Forest,Bareland,NULL,Non_Wetland,Water
862,Forest,Bareland,NULL,Non_Wetland,Forest
863,Forest,Bareland,Non_Water,Non_Wetland,Grassland
864,Forest,Bareland,Non_Water,Non_Wetland,Wetland
865,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
866,Forest,Bareland,Non_Water,Non_Wetland,Bareland
867,Forest,Bareland,Non_Water,Non_Wetland,Water
868,Forest,Bareland,Non_Water,Non_Wetland,Forest
869,Forest,Bareland,Water,Non_Wetland,Grassland
870,Forest,Bareland,Water,Non_Wetland,Wetland
871,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
872,Forest,Bareland,Water,Non_Wetland,Bareland
873,Forest,Bareland,Water,Non_Wetland,Water
874,Forest,Bareland,Water,Non_Wetland,Forest
875,Forest,Built-up,NULL,Non_Wetland,NULL
876,Forest,Built-up,NULL,Non_Wetland,Grassland
877,Forest,Built-up,NULL,Non_Wetland,Wetland
878,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
879,Forest,Built-up,NULL,Non_Wetland,Bareland
880,Forest,Built-up,NULL,Non_Wetland,Water
881,Forest,Built-up,NULL,Non_Wetland,Forest
882,Forest,Built-up,Non_Water,Non_Wetland,Grassland
883,Forest,Built-up,Non_Water,Non_Wetland,Wetland
884,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
885,Forest,Built-up,Non_Water,Non_Wetland,Bareland
886,Forest,Built-up,Non_Water,Non_Wetland,Forest
887,Forest,Built-up,Water,Non_Wetland,Grassland
888,Forest,Built-up,Water,Non_Wetland,Wetland
889,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
890,Forest,Built-up,Water,Non_Wetland,Bareland
891,Forest,Built-up,Water,Non_Wetland,Water
892,Forest,Built-up,Water,Non_Wetland,Forest
893,Forest,Water,NULL,Water,Grassland
894,Forest,Water,NULL,Water,Wetland
895,Forest,Water,NULL,Water,Lichens_and_Mosses
896,Forest,Water,NULL,Water,Bareland
897,Forest,Water,NULL,Water,Water
898,Forest,Water,NULL,Water,Forest
899,Forest,Water,Non_Water,Water,Grassland
900,Forest,Water,Non_Water,Water,Wetland
901,Forest,Water,Non_Water,Water,Lichens_and_Mosses
902,Forest,Water,Non_Water,Water,Bareland
903,Forest,Water,Non_Water,Water,Water
904,Forest,Water,Non_Water,Water,Forest
905,Forest,Water,Water,Water,Grassland
906,Forest,Water,Water,Water,Wetland
907,Forest,Water,Water,Water,Lichens_and_Mosses
908,Forest,Water,Water,Water,Bareland
909,Forest,Water,Water,Water,Water
910,Forest,Water,Water,Water,Forest
911,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
912,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
913,Forest,Forest,NULL,Non_Wetland,NULL
914,Forest,Forest,NULL,Non_Wetland,Grassland
915,Forest,Forest,NULL,Non_Wetland,Wetland
916,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
