Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,SIBERIA_2024_WorldCover_2021_44WPU_M_R
475,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
476,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
477,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
478,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
479,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
480,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
481,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
482,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
483,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
484,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
485,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
486,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
487,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
488,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
489,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
490,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
491,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
492,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
493,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
494,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
495,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
496,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
497,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
498,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
499,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
500,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
501,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
502,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
503,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
504,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
505,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
506,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
507,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
508,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
509,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
510,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
511,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
512,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
513,Permanent_ice_and_snow,Water,NULL,Water,Grassland
514,Permanent_ice_and_snow,Water,NULL,Water,Wetland
515,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
516,Permanent_ice_and_snow,Water,NULL,Water,Water
517,Permanent_ice_and_snow,Water,NULL,Water,Forest
518,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
519,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
520,Permanent_ice_and_snow,Water,Non_Water,Water,Water
521,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
522,Permanent_ice_and_snow,Water,Water,Water,Grassland
523,Permanent_ice_and_snow,Water,Water,Water,Wetland
524,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
525,Permanent_ice_and_snow,Water,Water,Water,Water
526,Permanent_ice_and_snow,Water,Water,Water,Forest
527,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
528,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
529,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
530,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
531,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
532,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
533,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
534,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
535,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
536,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
537,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
538,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
539,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
540,Forest,NULL,NULL,Non_Wetland,NULL
541,Forest,NULL,NULL,Non_Wetland,Grassland
542,Forest,NULL,NULL,Non_Wetland,Wetland
543,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
544,Forest,NULL,NULL,Non_Wetland,Bareland
545,Forest,NULL,NULL,Non_Wetland,Water
546,Forest,NULL,NULL,Non_Wetland,Forest
547,Forest,NULL,Non_Water,Non_Wetland,Grassland
548,Forest,NULL,Non_Water,Non_Wetland,Wetland
549,Forest,NULL,Non_Water,Non_Wetland,Water
550,Forest,NULL,Non_Water,Non_Wetland,Forest
551,Forest,NULL,Water,Non_Wetland,Grassland
552,Forest,NULL,Water,Non_Wetland,Wetland
553,Forest,NULL,Water,Non_Wetland,Bareland
554,Forest,NULL,Water,Non_Wetland,Water
555,Forest,NULL,Water,Non_Wetland,Forest
556,Forest,Shrubland,NULL,Non_Wetland,NULL
557,Forest,Shrubland,NULL,Non_Wetland,Grassland
558,Forest,Shrubland,NULL,Non_Wetland,Wetland
559,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
560,Forest,Shrubland,NULL,Non_Wetland,Water
561,Forest,Shrubland,NULL,Non_Wetland,Forest
562,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
563,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
564,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
565,Forest,Shrubland,Non_Water,Non_Wetland,Water
566,Forest,Shrubland,Non_Water,Non_Wetland,Forest
567,Forest,Shrubland,Water,Non_Wetland,Grassland
568,Forest,Shrubland,Water,Non_Wetland,Wetland
569,Forest,Shrubland,Water,Non_Wetland,Water
570,Forest,Shrubland,Water,Non_Wetland,Forest
571,Forest,Grassland,NULL,Non_Wetland,Grassland
572,Forest,Grassland,NULL,Non_Wetland,Wetland
573,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
574,Forest,Grassland,NULL,Non_Wetland,Forest
575,Forest,Grassland,Non_Water,Non_Wetland,Grassland
576,Forest,Grassland,Non_Water,Non_Wetland,Wetland
577,Forest,Grassland,Non_Water,Non_Wetland,Forest
578,Forest,Grassland,Water,Non_Wetland,Grassland
579,Forest,Grassland,Water,Non_Wetland,Wetland
580,Forest,Grassland,Water,Non_Wetland,Forest
581,Forest,Wetland,NULL,Wetland,Grassland
582,Forest,Wetland,NULL,Wetland,Wetland
583,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
584,Forest,Wetland,NULL,Wetland,Water
585,Forest,Wetland,NULL,Wetland,Forest
586,Forest,Wetland,Non_Water,Wetland,Grassland
587,Forest,Wetland,Non_Water,Wetland,Wetland
588,Forest,Wetland,Non_Water,Wetland,Water
589,Forest,Wetland,Non_Water,Wetland,Forest
590,Forest,Wetland,Water,Wetland,Grassland
591,Forest,Wetland,Water,Wetland,Wetland
592,Forest,Wetland,Water,Wetland,Water
593,Forest,Wetland,Water,Wetland,Forest
594,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
595,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
596,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
597,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
598,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
599,Forest,Bareland,NULL,Non_Wetland,Grassland
600,Forest,Bareland,NULL,Non_Wetland,Wetland
601,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
602,Forest,Bareland,NULL,Non_Wetland,Bareland
603,Forest,Bareland,NULL,Non_Wetland,Water
604,Forest,Bareland,NULL,Non_Wetland,Forest
605,Forest,Bareland,Non_Water,Non_Wetland,Grassland
606,Forest,Bareland,Non_Water,Non_Wetland,Wetland
607,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
608,Forest,Bareland,Non_Water,Non_Wetland,Water
609,Forest,Bareland,Non_Water,Non_Wetland,Forest
610,Forest,Bareland,Water,Non_Wetland,Grassland
611,Forest,Bareland,Water,Non_Wetland,Wetland
612,Forest,Bareland,Water,Non_Wetland,Bareland
613,Forest,Bareland,Water,Non_Wetland,Water
614,Forest,Bareland,Water,Non_Wetland,Forest
615,Forest,Built-up,NULL,Non_Wetland,Grassland
616,Forest,Built-up,NULL,Non_Wetland,Wetland
617,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
618,Forest,Built-up,NULL,Non_Wetland,Forest
619,Forest,Built-up,Water,Non_Wetland,Wetland
620,Forest,Water,NULL,Water,Grassland
621,Forest,Water,NULL,Water,Wetland
622,Forest,Water,NULL,Water,Water
623,Forest,Water,NULL,Water,Forest
624,Forest,Water,Non_Water,Water,Grassland
625,Forest,Water,Non_Water,Water,Wetland
626,Forest,Water,Non_Water,Water,Water
627,Forest,Water,Non_Water,Water,Forest
628,Forest,Water,Water,Water,Grassland
629,Forest,Water,Water,Water,Wetland
630,Forest,Water,Water,Water,Water
631,Forest,Water,Water,Water,Forest
632,Forest,Forest,NULL,Non_Wetland,NULL
633,Forest,Forest,NULL,Non_Wetland,Grassland
634,Forest,Forest,NULL,Non_Wetland,Wetland
635,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
636,Forest,Forest,NULL,Non_Wetland,Bareland
637,Forest,Forest,NULL,Non_Wetland,Water
638,Forest,Forest,NULL,Non_Wetland,Forest
639,Forest,Forest,Non_Water,Non_Wetland,Grassland
640,Forest,Forest,Non_Water,Non_Wetland,Wetland
641,Forest,Forest,Non_Water,Non_Wetland,Bareland
642,Forest,Forest,Non_Water,Non_Wetland,Water
643,Forest,Forest,Non_Water,Non_Wetland,Forest
644,Forest,Forest,Water,Non_Wetland,Grassland
645,Forest,Forest,Water,Non_Wetland,Wetland
646,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
647,Forest,Forest,Water,Non_Wetland,Water
648,Forest,Forest,Water,Non_Wetland,Forest
