Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFR_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFR_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFR_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFR_M_R,SIBERIA_2024_WorldCover_2021_43WFR_M_R
471,Built-up,Bareland,NULL,Non_Wetland,Water
472,Built-up,Bareland,NULL,Non_Wetland,Forest
473,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
474,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
475,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
476,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
477,Built-up,Bareland,Non_Water,Non_Wetland,Forest
478,Built-up,Bareland,Water,Non_Wetland,Grassland
479,Built-up,Bareland,Water,Non_Wetland,Bareland
480,Built-up,Bareland,Water,Non_Wetland,Water
481,Built-up,Built-up,NULL,Non_Wetland,Grassland
482,Built-up,Built-up,NULL,Non_Wetland,Wetland
483,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
484,Built-up,Built-up,NULL,Non_Wetland,Bareland
485,Built-up,Built-up,NULL,Non_Wetland,Built-up
486,Built-up,Built-up,NULL,Non_Wetland,Water
487,Built-up,Built-up,NULL,Non_Wetland,Forest
488,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
489,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
490,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
491,Built-up,Built-up,Non_Water,Non_Wetland,Forest
492,Built-up,Built-up,Water,Non_Wetland,Grassland
493,Built-up,Built-up,Water,Non_Wetland,Bareland
494,Built-up,Built-up,Water,Non_Wetland,Built-up
495,Built-up,Water,NULL,Water,Grassland
496,Built-up,Water,Non_Water,Water,Wetland
497,Built-up,Forest,NULL,Non_Wetland,Grassland
498,Built-up,Forest,NULL,Non_Wetland,Wetland
499,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
500,Built-up,Forest,NULL,Non_Wetland,Built-up
501,Built-up,Forest,NULL,Non_Wetland,Forest
502,Built-up,Forest,Non_Water,Non_Wetland,Wetland
503,Built-up,Forest,Non_Water,Non_Wetland,Water
504,Built-up,Forest,Water,Non_Wetland,Wetland
505,Water,NULL,NULL,Non_Wetland,Grassland
506,Water,NULL,NULL,Non_Wetland,Wetland
507,Water,NULL,NULL,Non_Wetland,Lichens_and_Mosses
508,Water,NULL,NULL,Non_Wetland,Water
509,Water,NULL,NULL,Non_Wetland,Forest
510,Water,NULL,Non_Water,Non_Wetland,Wetland
511,Water,NULL,Non_Water,Non_Wetland,Water
512,Water,NULL,Non_Water,Non_Wetland,Forest
513,Water,NULL,Water,Non_Wetland,Grassland
514,Water,NULL,Water,Non_Wetland,Wetland
515,Water,NULL,Water,Non_Wetland,Bareland
516,Water,NULL,Water,Non_Wetland,Water
517,Water,NULL,Water,Non_Wetland,Forest
518,Water,Shrubland,NULL,Non_Wetland,Grassland
519,Water,Shrubland,NULL,Non_Wetland,Wetland
520,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
521,Water,Shrubland,NULL,Non_Wetland,Bareland
522,Water,Shrubland,NULL,Non_Wetland,Water
523,Water,Shrubland,NULL,Non_Wetland,Forest
524,Water,Shrubland,Non_Water,Non_Wetland,Grassland
525,Water,Shrubland,Non_Water,Non_Wetland,Wetland
526,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
527,Water,Shrubland,Non_Water,Non_Wetland,Bareland
528,Water,Shrubland,Non_Water,Non_Wetland,Water
529,Water,Shrubland,Non_Water,Non_Wetland,Forest
530,Water,Shrubland,Water,Non_Wetland,Grassland
531,Water,Shrubland,Water,Non_Wetland,Wetland
532,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
533,Water,Shrubland,Water,Non_Wetland,Bareland
534,Water,Shrubland,Water,Non_Wetland,Water
535,Water,Shrubland,Water,Non_Wetland,Forest
536,Water,Grassland,NULL,Non_Wetland,Grassland
537,Water,Grassland,NULL,Non_Wetland,Wetland
538,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
539,Water,Grassland,NULL,Non_Wetland,Bareland
540,Water,Grassland,NULL,Non_Wetland,Water
541,Water,Grassland,NULL,Non_Wetland,Forest
542,Water,Grassland,Non_Water,Non_Wetland,Grassland
543,Water,Grassland,Non_Water,Non_Wetland,Wetland
544,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
545,Water,Grassland,Non_Water,Non_Wetland,Bareland
546,Water,Grassland,Non_Water,Non_Wetland,Water
547,Water,Grassland,Non_Water,Non_Wetland,Forest
548,Water,Grassland,Water,Non_Wetland,Grassland
549,Water,Grassland,Water,Non_Wetland,Wetland
550,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
551,Water,Grassland,Water,Non_Wetland,Bareland
552,Water,Grassland,Water,Non_Wetland,Water
553,Water,Grassland,Water,Non_Wetland,Forest
554,Water,Wetland,NULL,NULL,Grassland
555,Water,Wetland,NULL,NULL,Wetland
556,Water,Wetland,NULL,NULL,Lichens_and_Mosses
557,Water,Wetland,NULL,NULL,Water
558,Water,Wetland,NULL,Wetland,Grassland
559,Water,Wetland,NULL,Wetland,Wetland
560,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
561,Water,Wetland,NULL,Wetland,Bareland
562,Water,Wetland,NULL,Wetland,Water
563,Water,Wetland,NULL,Wetland,Forest
564,Water,Wetland,Non_Water,NULL,Grassland
565,Water,Wetland,Non_Water,NULL,Wetland
566,Water,Wetland,Non_Water,NULL,Bareland
567,Water,Wetland,Non_Water,NULL,Water
568,Water,Wetland,Non_Water,Wetland,Grassland
569,Water,Wetland,Non_Water,Wetland,Wetland
570,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
571,Water,Wetland,Non_Water,Wetland,Bareland
572,Water,Wetland,Non_Water,Wetland,Water
573,Water,Wetland,Non_Water,Wetland,Forest
574,Water,Wetland,Water,NULL,Grassland
575,Water,Wetland,Water,NULL,Wetland
576,Water,Wetland,Water,NULL,Lichens_and_Mosses
577,Water,Wetland,Water,NULL,Bareland
578,Water,Wetland,Water,NULL,Water
579,Water,Wetland,Water,Wetland,Grassland
580,Water,Wetland,Water,Wetland,Wetland
581,Water,Wetland,Water,Wetland,Lichens_and_Mosses
582,Water,Wetland,Water,Wetland,Bareland
583,Water,Wetland,Water,Wetland,Water
584,Water,Wetland,Water,Wetland,Forest
585,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
586,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
587,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
588,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
589,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
590,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
591,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
592,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
593,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
594,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
595,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
596,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
597,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
598,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
599,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
600,Water,Bareland,NULL,Non_Wetland,Grassland
601,Water,Bareland,NULL,Non_Wetland,Wetland
602,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
603,Water,Bareland,NULL,Non_Wetland,Bareland
604,Water,Bareland,NULL,Non_Wetland,Water
605,Water,Bareland,NULL,Non_Wetland,Forest
606,Water,Bareland,Non_Water,Non_Wetland,Grassland
607,Water,Bareland,Non_Water,Non_Wetland,Wetland
608,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
609,Water,Bareland,Non_Water,Non_Wetland,Bareland
610,Water,Bareland,Non_Water,Non_Wetland,Water
611,Water,Bareland,Non_Water,Non_Wetland,Forest
612,Water,Bareland,Water,Non_Wetland,Grassland
613,Water,Bareland,Water,Non_Wetland,Wetland
614,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
615,Water,Bareland,Water,Non_Wetland,Bareland
616,Water,Bareland,Water,Non_Wetland,Water
617,Water,Bareland,Water,Non_Wetland,Forest
618,Water,Built-up,NULL,Non_Wetland,Grassland
619,Water,Built-up,NULL,Non_Wetland,Wetland
620,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
621,Water,Built-up,NULL,Non_Wetland,Bareland
622,Water,Built-up,NULL,Non_Wetland,Water
623,Water,Built-up,Non_Water,Non_Wetland,Grassland
624,Water,Built-up,Non_Water,Non_Wetland,Wetland
625,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
626,Water,Built-up,Non_Water,Non_Wetland,Bareland
627,Water,Built-up,Non_Water,Non_Wetland,Water
628,Water,Built-up,Water,Non_Wetland,Wetland
629,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
630,Water,Built-up,Water,Non_Wetland,Bareland
631,Water,Built-up,Water,Non_Wetland,Water
632,Water,Water,NULL,NULL,Wetland
633,Water,Water,NULL,NULL,Water
634,Water,Water,NULL,NULL,Forest
635,Water,Water,NULL,Water,Grassland
636,Water,Water,NULL,Water,Wetland
637,Water,Water,NULL,Water,Lichens_and_Mosses
638,Water,Water,NULL,Water,Bareland
639,Water,Water,NULL,Water,Water
640,Water,Water,NULL,Water,Forest
641,Water,Water,Non_Water,NULL,Wetland
642,Water,Water,Non_Water,NULL,Water
643,Water,Water,Non_Water,Water,Grassland
644,Water,Water,Non_Water,Water,Wetland
645,Water,Water,Non_Water,Water,Lichens_and_Mosses
646,Water,Water,Non_Water,Water,Bareland
647,Water,Water,Non_Water,Water,Water
648,Water,Water,Non_Water,Water,Forest
649,Water,Water,Water,NULL,Grassland
650,Water,Water,Water,NULL,Wetland
651,Water,Water,Water,NULL,Lichens_and_Mosses
652,Water,Water,Water,NULL,Water
653,Water,Water,Water,NULL,Forest
654,Water,Water,Water,Water,Grassland
655,Water,Water,Water,Water,Wetland
656,Water,Water,Water,Water,Lichens_and_Mosses
657,Water,Water,Water,Water,Bareland
658,Water,Water,Water,Water,Water
659,Water,Water,Water,Water,Forest
660,Water,Forest,NULL,Non_Wetland,Grassland
661,Water,Forest,NULL,Non_Wetland,Wetland
662,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
663,Water,Forest,NULL,Non_Wetland,Bareland
664,Water,Forest,NULL,Non_Wetland,Water
665,Water,Forest,NULL,Non_Wetland,Forest
666,Water,Forest,Non_Water,Non_Wetland,Grassland
667,Water,Forest,Non_Water,Non_Wetland,Wetland
668,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
669,Water,Forest,Non_Water,Non_Wetland,Bareland
670,Water,Forest,Non_Water,Non_Wetland,Water
671,Water,Forest,Non_Water,Non_Wetland,Forest
672,Water,Forest,Water,Non_Wetland,Grassland
673,Water,Forest,Water,Non_Wetland,Wetland
674,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
675,Water,Forest,Water,Non_Wetland,Bareland
676,Water,Forest,Water,Non_Wetland,Water
677,Water,Forest,Water,Non_Wetland,Forest
678,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
679,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
680,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
681,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
682,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
683,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
684,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
685,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
686,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
687,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
688,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
689,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
690,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
691,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
692,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
693,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
694,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
695,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
696,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
697,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
698,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
699,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
700,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
701,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
702,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
703,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
704,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
705,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
706,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
707,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
708,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
709,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
710,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
711,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
712,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
713,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
714,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
715,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
716,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
717,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
718,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
719,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
720,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
721,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Bareland
722,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
723,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
724,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
725,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
726,Permanent_ice_and_snow,Wetland,NULL,NULL,Forest
727,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
728,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
729,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
730,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
731,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
732,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
733,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
734,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
735,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
736,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
737,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
738,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
739,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
740,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
741,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
742,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
743,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
744,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
745,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
746,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
747,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
748,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
749,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
750,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
751,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
752,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
753,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
754,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
755,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
756,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
757,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
758,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
759,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
760,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
761,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
762,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
763,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
764,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
765,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
766,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
767,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
768,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
769,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
770,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
771,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
772,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
773,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
774,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
775,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
776,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
777,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
778,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
779,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
780,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
781,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
782,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
783,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
784,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
785,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
786,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
787,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
788,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
789,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
790,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
791,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
792,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
793,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
794,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
795,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
796,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
797,Permanent_ice_and_snow,Water,NULL,NULL,Wetland
798,Permanent_ice_and_snow,Water,NULL,Water,Grassland
799,Permanent_ice_and_snow,Water,NULL,Water,Wetland
800,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
801,Permanent_ice_and_snow,Water,NULL,Water,Bareland
802,Permanent_ice_and_snow,Water,NULL,Water,Water
803,Permanent_ice_and_snow,Water,NULL,Water,Forest
804,Permanent_ice_and_snow,Water,Non_Water,NULL,Wetland
805,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
806,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
807,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
808,Permanent_ice_and_snow,Water,Non_Water,Water,Water
809,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
810,Permanent_ice_and_snow,Water,Water,NULL,Wetland
811,Permanent_ice_and_snow,Water,Water,Water,Grassland
812,Permanent_ice_and_snow,Water,Water,Water,Wetland
813,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
814,Permanent_ice_and_snow,Water,Water,Water,Bareland
815,Permanent_ice_and_snow,Water,Water,Water,Water
816,Permanent_ice_and_snow,Water,Water,Water,Forest
817,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
818,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
819,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
820,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
821,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
822,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
823,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
824,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
825,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
826,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
827,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
828,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
829,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
830,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
831,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
832,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
833,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
834,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
835,Forest,NULL,NULL,Non_Wetland,Grassland
836,Forest,NULL,NULL,Non_Wetland,Wetland
837,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
838,Forest,NULL,NULL,Non_Wetland,Bareland
839,Forest,NULL,NULL,Non_Wetland,Water
840,Forest,NULL,NULL,Non_Wetland,Forest
841,Forest,NULL,Non_Water,Non_Wetland,Wetland
842,Forest,NULL,Non_Water,Non_Wetland,Forest
843,Forest,NULL,Water,Non_Wetland,Wetland
844,Forest,NULL,Water,Non_Wetland,Water
845,Forest,NULL,Water,Non_Wetland,Forest
846,Forest,Shrubland,NULL,Non_Wetland,NULL
847,Forest,Shrubland,NULL,Non_Wetland,Grassland
848,Forest,Shrubland,NULL,Non_Wetland,Wetland
849,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
850,Forest,Shrubland,NULL,Non_Wetland,Bareland
851,Forest,Shrubland,NULL,Non_Wetland,Water
852,Forest,Shrubland,NULL,Non_Wetland,Forest
853,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
854,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
855,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
856,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
857,Forest,Shrubland,Non_Water,Non_Wetland,Water
858,Forest,Shrubland,Non_Water,Non_Wetland,Forest
859,Forest,Shrubland,Water,Non_Wetland,Grassland
860,Forest,Shrubland,Water,Non_Wetland,Wetland
861,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
862,Forest,Shrubland,Water,Non_Wetland,Bareland
863,Forest,Shrubland,Water,Non_Wetland,Water
864,Forest,Shrubland,Water,Non_Wetland,Forest
865,Forest,Grassland,NULL,Non_Wetland,NULL
866,Forest,Grassland,NULL,Non_Wetland,Grassland
867,Forest,Grassland,NULL,Non_Wetland,Wetland
868,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
869,Forest,Grassland,NULL,Non_Wetland,Bareland
870,Forest,Grassland,NULL,Non_Wetland,Water
871,Forest,Grassland,NULL,Non_Wetland,Forest
872,Forest,Grassland,Non_Water,Non_Wetland,Grassland
873,Forest,Grassland,Non_Water,Non_Wetland,Wetland
874,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
875,Forest,Grassland,Non_Water,Non_Wetland,Bareland
876,Forest,Grassland,Non_Water,Non_Wetland,Water
877,Forest,Grassland,Non_Water,Non_Wetland,Forest
878,Forest,Grassland,Water,Non_Wetland,Grassland
879,Forest,Grassland,Water,Non_Wetland,Wetland
880,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
881,Forest,Grassland,Water,Non_Wetland,Bareland
882,Forest,Grassland,Water,Non_Wetland,Water
883,Forest,Grassland,Water,Non_Wetland,Forest
884,Forest,Wetland,NULL,Wetland,Grassland
885,Forest,Wetland,NULL,Wetland,Wetland
886,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
887,Forest,Wetland,NULL,Wetland,Bareland
888,Forest,Wetland,NULL,Wetland,Water
889,Forest,Wetland,NULL,Wetland,Forest
890,Forest,Wetland,Non_Water,Wetland,Grassland
891,Forest,Wetland,Non_Water,Wetland,Wetland
892,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
893,Forest,Wetland,Non_Water,Wetland,Water
894,Forest,Wetland,Non_Water,Wetland,Forest
895,Forest,Wetland,Water,NULL,Wetland
896,Forest,Wetland,Water,NULL,Water
897,Forest,Wetland,Water,Wetland,Grassland
898,Forest,Wetland,Water,Wetland,Wetland
899,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
900,Forest,Wetland,Water,Wetland,Bareland
901,Forest,Wetland,Water,Wetland,Water
902,Forest,Wetland,Water,Wetland,Forest
903,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
904,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
905,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
906,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
907,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
908,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
909,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
910,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
911,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
912,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
913,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
914,Forest,Bareland,NULL,Non_Wetland,Grassland
915,Forest,Bareland,NULL,Non_Wetland,Wetland
916,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
