Value,SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,SIBERIA_2024_WorldCover_2021_42WWD_M_R
407,NULL,Water,Water,Water,Water,Grassland
408,NULL,Water,Water,Water,Water,Wetland
409,NULL,Water,Water,Water,Water,Lichens_and_Mosses
410,NULL,Water,Water,Water,Water,Bareland
411,NULL,Water,Water,Water,Water,Water
412,NULL,Water,Forest,NULL,Non_Wetland,Water
413,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
414,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
415,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
416,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
417,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
418,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
419,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
420,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
421,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
422,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
423,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
424,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
425,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
426,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
427,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
428,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
429,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
430,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
431,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
432,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
433,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
434,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
435,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
436,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
437,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
438,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
439,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
440,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
441,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
442,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
443,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
444,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
445,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
446,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
447,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
448,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
449,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
450,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
451,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
452,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
453,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
454,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
455,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
456,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
457,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
458,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
459,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
460,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
461,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
462,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
463,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
464,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
465,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
466,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
467,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
468,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
469,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
470,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
471,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
472,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
473,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
474,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
475,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
476,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
477,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
478,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
479,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
480,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
481,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
482,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
483,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
484,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
485,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
486,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
487,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
488,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
489,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
490,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
491,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
492,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
493,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
494,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
495,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
496,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
497,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
498,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
499,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
500,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
501,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
502,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
503,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
504,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
505,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
506,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
507,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
508,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
509,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
510,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
511,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
512,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
513,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
514,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
515,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
516,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
517,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
518,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
519,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
520,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
521,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
522,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
523,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
524,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
525,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
526,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
527,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
528,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
529,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
530,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
531,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
532,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
533,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
534,NULL,Forest,Wetland,Non_Water,Wetland,Water
535,NULL,Forest,Wetland,Water,Wetland,Wetland
536,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
537,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
538,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
539,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
540,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
541,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
542,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
543,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
544,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
545,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
546,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
547,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
548,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
549,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
550,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
551,NULL,Forest,Bareland,NULL,Non_Wetland,Water
552,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
553,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
554,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
555,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
556,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
557,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
558,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
559,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
560,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
561,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
562,NULL,Forest,Water,NULL,Water,Wetland
563,NULL,Forest,Water,Water,Water,Wetland
564,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
565,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
566,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
567,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
568,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
569,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
570,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
571,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
572,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
573,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
574,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
575,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
576,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
577,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
578,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
579,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
580,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
581,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
582,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
583,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
584,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
585,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
586,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
587,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
588,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
589,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
590,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
591,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
592,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
593,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
594,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
595,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
596,Shrubland,NULL,Wetland,NULL,Wetland,Water
597,Shrubland,NULL,Wetland,NULL,Wetland,Forest
598,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
599,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
600,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
601,Shrubland,NULL,Wetland,Non_Water,Wetland,Bareland
602,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
603,Shrubland,NULL,Wetland,Water,Wetland,Grassland
604,Shrubland,NULL,Wetland,Water,Wetland,Wetland
605,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
606,Shrubland,NULL,Wetland,Water,Wetland,Bareland
607,Shrubland,NULL,Wetland,Water,Wetland,Water
608,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
609,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
610,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
611,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
612,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
613,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
614,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
615,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
616,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
617,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
618,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
619,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
620,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
621,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
622,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
623,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
624,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
625,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
626,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
627,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
628,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
629,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
630,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
631,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
632,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
633,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
634,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
635,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
636,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
637,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
638,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
639,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
640,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
641,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
642,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
643,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
644,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
645,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
646,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
647,Shrubland,NULL,Built-up,NULL,Non_Wetland,Built-up
648,Shrubland,NULL,Built-up,NULL,Non_Wetland,Water
649,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
650,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
651,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
652,Shrubland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
653,Shrubland,NULL,Built-up,Water,Non_Wetland,Grassland
654,Shrubland,NULL,Built-up,Water,Non_Wetland,Wetland
655,Shrubland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
656,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
657,Shrubland,NULL,Water,NULL,Water,Grassland
658,Shrubland,NULL,Water,NULL,Water,Wetland
659,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
660,Shrubland,NULL,Water,NULL,Water,Bareland
661,Shrubland,NULL,Water,NULL,Water,Water
662,Shrubland,NULL,Water,NULL,Water,Forest
663,Shrubland,NULL,Water,Non_Water,Water,Grassland
664,Shrubland,NULL,Water,Non_Water,Water,Wetland
665,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
666,Shrubland,NULL,Water,Non_Water,Water,Water
667,Shrubland,NULL,Water,Water,Water,Grassland
668,Shrubland,NULL,Water,Water,Water,Wetland
669,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
670,Shrubland,NULL,Water,Water,Water,Water
671,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
672,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
673,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
674,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
675,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
676,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
677,Shrubland,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
678,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
679,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
680,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
681,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
682,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
683,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
684,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
685,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
686,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
687,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
688,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
689,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
690,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
691,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
692,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Bareland
693,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
694,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
695,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
696,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
697,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
698,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
699,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
700,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
701,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
702,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
703,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
704,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
705,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
706,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
707,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
708,Shrubland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
709,Shrubland,Wetland,Grassland,Water,Non_Wetland,Bareland
710,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
711,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
712,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
713,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
714,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
715,Shrubland,Wetland,Wetland,NULL,Wetland,Water
716,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
717,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
718,Shrubland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
719,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
720,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
721,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
722,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
723,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
724,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
725,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
726,Shrubland,Wetland,Wetland,Water,Wetland,Water
727,Shrubland,Wetland,Wetland,Water,Wetland,Forest
728,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
729,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
730,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
731,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
732,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
733,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
734,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
735,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
736,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
737,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
738,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
739,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
740,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
741,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
742,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
743,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
744,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
745,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
746,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
747,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
748,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
749,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
750,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
751,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
752,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
753,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
754,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
755,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
756,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
757,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
758,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
759,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
760,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
761,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Grassland
762,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
763,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
764,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
765,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
766,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
767,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
768,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
769,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
770,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Water
771,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
772,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
773,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
774,Shrubland,Wetland,Built-up,Water,Non_Wetland,Bareland
775,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
776,Shrubland,Wetland,Water,NULL,Water,Grassland
