Value,SIBERIA_2024_ESA_CALU_2024_43WET_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WET_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WET_M_R,SIBERIA_2024_GSW_Yearly_2021_43WET_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WET_M_R,SIBERIA_2024_WorldCover_2021_43WET_M_R
409,NULL,Water,NULL,Water,Non_Wetland,Lichens_and_Mosses
410,NULL,Water,NULL,Water,Non_Wetland,Water
411,NULL,Water,NULL,Water,Non_Wetland,Forest
412,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
413,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
414,NULL,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
415,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
416,NULL,Water,Shrubland,NULL,Non_Wetland,Water
417,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
418,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
419,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
420,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
421,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
422,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
423,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
424,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
425,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
426,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
427,NULL,Water,Shrubland,Water,Non_Wetland,Water
428,NULL,Water,Shrubland,Water,Non_Wetland,Forest
429,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
430,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
431,NULL,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
432,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
433,NULL,Water,Grassland,NULL,Non_Wetland,Water
434,NULL,Water,Grassland,NULL,Non_Wetland,Forest
435,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
436,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
437,NULL,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
438,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
439,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
440,NULL,Water,Grassland,Water,Non_Wetland,Grassland
441,NULL,Water,Grassland,Water,Non_Wetland,Wetland
442,NULL,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
443,NULL,Water,Grassland,Water,Non_Wetland,Bareland
444,NULL,Water,Grassland,Water,Non_Wetland,Water
445,NULL,Water,Grassland,Water,Non_Wetland,Forest
446,NULL,Water,Wetland,NULL,Wetland,Grassland
447,NULL,Water,Wetland,NULL,Wetland,Wetland
448,NULL,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
449,NULL,Water,Wetland,NULL,Wetland,Bareland
450,NULL,Water,Wetland,NULL,Wetland,Water
451,NULL,Water,Wetland,NULL,Wetland,Forest
452,NULL,Water,Wetland,Non_Water,Wetland,Grassland
453,NULL,Water,Wetland,Non_Water,Wetland,Wetland
454,NULL,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
455,NULL,Water,Wetland,Non_Water,Wetland,Bareland
456,NULL,Water,Wetland,Non_Water,Wetland,Water
457,NULL,Water,Wetland,Non_Water,Wetland,Forest
458,NULL,Water,Wetland,Water,Wetland,Grassland
459,NULL,Water,Wetland,Water,Wetland,Wetland
460,NULL,Water,Wetland,Water,Wetland,Lichens_and_Mosses
461,NULL,Water,Wetland,Water,Wetland,Bareland
462,NULL,Water,Wetland,Water,Wetland,Water
463,NULL,Water,Wetland,Water,Wetland,Forest
464,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
465,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
466,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
467,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
468,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
469,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
470,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
471,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
472,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
473,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
474,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
475,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
476,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
477,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
478,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
479,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
480,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
481,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
482,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
483,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
484,NULL,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
485,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
486,NULL,Water,Bareland,NULL,Non_Wetland,Water
487,NULL,Water,Bareland,NULL,Non_Wetland,Forest
488,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
489,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
490,NULL,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
491,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
492,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
493,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
494,NULL,Water,Bareland,Water,Non_Wetland,Grassland
495,NULL,Water,Bareland,Water,Non_Wetland,Wetland
496,NULL,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
497,NULL,Water,Bareland,Water,Non_Wetland,Bareland
498,NULL,Water,Bareland,Water,Non_Wetland,Water
499,NULL,Water,Bareland,Water,Non_Wetland,Forest
500,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
501,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
502,NULL,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
503,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
504,NULL,Water,Built-up,NULL,Non_Wetland,Water
505,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
506,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland
507,NULL,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
508,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
509,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
510,NULL,Water,Built-up,Water,Non_Wetland,Grassland
511,NULL,Water,Built-up,Water,Non_Wetland,Wetland
512,NULL,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
513,NULL,Water,Built-up,Water,Non_Wetland,Bareland
514,NULL,Water,Built-up,Water,Non_Wetland,Water
515,NULL,Water,Water,NULL,Water,Grassland
516,NULL,Water,Water,NULL,Water,Wetland
517,NULL,Water,Water,NULL,Water,Lichens_and_Mosses
518,NULL,Water,Water,NULL,Water,Bareland
519,NULL,Water,Water,NULL,Water,Water
520,NULL,Water,Water,NULL,Water,Forest
521,NULL,Water,Water,Non_Water,Water,Grassland
522,NULL,Water,Water,Non_Water,Water,Wetland
523,NULL,Water,Water,Non_Water,Water,Lichens_and_Mosses
524,NULL,Water,Water,Non_Water,Water,Bareland
525,NULL,Water,Water,Non_Water,Water,Water
526,NULL,Water,Water,Non_Water,Water,Forest
527,NULL,Water,Water,Water,Water,Grassland
528,NULL,Water,Water,Water,Water,Wetland
529,NULL,Water,Water,Water,Water,Lichens_and_Mosses
530,NULL,Water,Water,Water,Water,Bareland
531,NULL,Water,Water,Water,Water,Water
532,NULL,Water,Water,Water,Water,Forest
533,NULL,Water,Forest,NULL,Non_Wetland,Grassland
534,NULL,Water,Forest,NULL,Non_Wetland,Wetland
535,NULL,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
536,NULL,Water,Forest,NULL,Non_Wetland,Bareland
537,NULL,Water,Forest,NULL,Non_Wetland,Water
538,NULL,Water,Forest,NULL,Non_Wetland,Forest
539,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
540,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
541,NULL,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
542,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
543,NULL,Water,Forest,Non_Water,Non_Wetland,Water
544,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
545,NULL,Water,Forest,Water,Non_Wetland,Grassland
546,NULL,Water,Forest,Water,Non_Wetland,Wetland
547,NULL,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
548,NULL,Water,Forest,Water,Non_Wetland,Bareland
549,NULL,Water,Forest,Water,Non_Wetland,Water
550,NULL,Water,Forest,Water,Non_Wetland,Forest
551,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
552,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
553,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Lichens_and_Mosses
554,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
555,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
556,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland
557,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Wetland
558,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
559,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
560,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Grassland
561,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
562,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Lichens_and_Mosses
563,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Water
564,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
565,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
566,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
567,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
568,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
569,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
570,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
571,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
572,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
573,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
574,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
575,NULL,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
576,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
577,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
578,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
579,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
580,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
581,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
582,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
583,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
584,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
585,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
586,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
587,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
588,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
589,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
590,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
591,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
592,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
593,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
594,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
595,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
596,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
597,NULL,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
598,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
599,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
600,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
601,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
602,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
603,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
604,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
605,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
606,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
607,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
608,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
609,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
610,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
611,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
612,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
613,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
614,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
615,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
616,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
617,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
618,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
619,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
620,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
621,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
622,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
623,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
624,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
625,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
626,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
627,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
628,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
629,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
630,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
631,NULL,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
632,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
633,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
634,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
635,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
636,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
637,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
638,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
639,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
640,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
641,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
642,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
643,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
644,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
645,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
646,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
647,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
648,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
649,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
650,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
651,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
652,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
653,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
654,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
655,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
656,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
657,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
658,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
659,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
660,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
661,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
662,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
663,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
664,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
665,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
666,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
667,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
668,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
669,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
670,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
671,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
672,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
673,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
674,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
675,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
676,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
677,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
678,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
679,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
680,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
681,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
682,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
683,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
684,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
685,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
686,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
687,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
688,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
689,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
690,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
691,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
692,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
693,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
694,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
695,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
696,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
697,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
698,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
699,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
700,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
701,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
702,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
703,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
704,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
705,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
706,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
707,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
708,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
709,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
710,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
711,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
712,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
713,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
714,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
715,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
716,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
717,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
718,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
719,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
720,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
721,NULL,Forest,Grassland,NULL,Non_Wetland,Water
722,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
723,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
724,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
725,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
726,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
727,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
728,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
729,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
730,NULL,Forest,Grassland,Water,Non_Wetland,Forest
731,NULL,Forest,Wetland,NULL,Wetland,Wetland
732,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
733,NULL,Forest,Wetland,NULL,Wetland,Water
734,NULL,Forest,Wetland,NULL,Wetland,Forest
735,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
736,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
737,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
738,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
739,NULL,Forest,Wetland,Non_Water,Wetland,Water
740,NULL,Forest,Wetland,Water,Wetland,Grassland
741,NULL,Forest,Wetland,Water,Wetland,Wetland
742,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
743,NULL,Forest,Wetland,Water,Wetland,Bareland
744,NULL,Forest,Wetland,Water,Wetland,Water
745,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
746,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
747,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
748,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
749,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
750,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
751,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
752,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
753,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
754,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
755,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
756,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
757,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
758,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
759,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
760,NULL,Forest,Bareland,NULL,Non_Wetland,Water
761,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
762,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
763,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
764,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
765,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
766,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
767,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
768,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
769,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
770,NULL,Forest,Bareland,Water,Non_Wetland,Water
771,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
772,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
773,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
774,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
775,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
776,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
777,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
778,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
779,NULL,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
780,NULL,Forest,Built-up,Water,Non_Wetland,Bareland
781,NULL,Forest,Water,NULL,Water,Wetland
782,NULL,Forest,Water,NULL,Water,Water
783,NULL,Forest,Water,Non_Water,Water,Wetland
784,NULL,Forest,Water,Non_Water,Water,Water
785,NULL,Forest,Water,Water,Water,Wetland
786,NULL,Forest,Water,Water,Water,Water
787,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
788,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
789,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
790,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
791,NULL,Forest,Forest,NULL,Non_Wetland,Water
792,NULL,Forest,Forest,NULL,Non_Wetland,Forest
793,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
